Orthogroup	Prad	Syan
OG0001165	Prad.g_00942	Syan.g_01397
OG0001166	Prad.g_00922	Syan.g_01430
OG0001167	Prad.g_00905	Syan.g_00992
OG0001168	Prad.g_00903	Syan.g_01456
OG0001169	Prad.g_00901	Syan.g_01458
OG0001170	Prad.g_00899	Syan.g_01460
OG0001171	Prad.g_00889	Syan.g_01470
OG0001172	Prad.g_00876	Syan.g_02110
OG0001173	Prad.g_00875	Syan.g_02111
OG0001174	Prad.g_00867	Syan.g_02119
OG0001175	Prad.g_00866	Syan.g_02120
OG0001176	Prad.g_00859	Syan.g_02253
OG0001177	Prad.g_00856	Syan.g_02256
OG0001179	Prad.g_00823	Syan.g_02218
OG0001180	Prad.g_00801	Syan.g_02191
OG0001181	Prad.g_00797	Syan.g_02187
OG0001182	Prad.g_00790	Syan.g_02179
OG0001183	Prad.g_00786	Syan.g_02166
OG0001184	Prad.g_00770	Syan.g_01929
OG0001185	Prad.g_01636	Syan.g_01902
OG0001186	Prad.g_01614	Syan.g_01864
OG0001187	Prad.g_01610	Syan.g_01811
OG0001188	Prad.g_01608	Syan.g_01806
OG0001189	Prad.g_01591	Syan.g_01723
OG0001190	Prad.g_01587	Syan.g_01565
OG0001191	Prad.g_01577	Syan.g_01578
OG0001192	Prad.g_01572	Syan.g_01585
OG0001193	Prad.g_01562	Syan.g_01626
OG0001194	Prad.g_01561	Syan.g_01627
OG0001195	Prad.g_01560	Syan.g_01628
OG0001196	Prad.g_01547	Syan.g_01693
OG0001197	Prad.g_01546	Syan.g_01695
OG0001198	Prad.g_01539	Syan.g_01793
OG0001199	Prad.g_01919	Syan.g_02913
OG0001200	Prad.g_01917	Syan.g_02915
OG0001201	Prad.g_01885	Syan.g_02975
OG0001202	Prad.g_01792	Syan.g_03084
OG0001203	Prad.g_01753	Syan.g_02426
OG0001204	Prad.g_01748	Syan.g_02097
OG0001205	Prad.g_00062	Syan.g_01337
OG0001206	Prad.g_00044	Syan.g_02880
OG0001207	Prad.g_00030	Syan.g_02772
OG0001208	Prad.g_00025	Syan.g_02762
OG0001209	Prad.g_00094	Syan.g_01163
OG0001210	Prad.g_01330	Syan.g_00830
OG0001211	Prad.g_01340	Syan.g_00852
OG0001212	Prad.g_01385	Syan.g_01002
OG0001213	Prad.g_01418	Syan.g_01141
OG0001214	Prad.g_01426	Syan.g_00814
OG0001215	Prad.g_01264	Syan.g_00539
OG0001216	Prad.g_01051	Syan.g_00319
OG0001217	Prad.g_01092	Syan.g_00617
OG0001218	Prad.g_01100	Syan.g_02837
OG0001219	Prad.g_01134	Syan.g_00477
OG0001220	Prad.g_00296	Syan.g_00203
OG0001221	Prad.g_00234	Syan.g_01446
OG0001222	Prad.g_00194	Syan.g_00552
OG0001223	Prad.g_00168	Syan.g_00599
OG0001224	Prad.g_01022	Syan.g_00294
OG0001225	Prad.g_01020	Syan.g_00292
OG0001226	Prad.g_00995	Syan.g_02922
OG0001227	Prad.g_00978	Syan.g_00940
OG0001228	Prad.g_01450	Syan.g_01938
OG0001229	Prad.g_00596	Syan.g_02631
OG0001230	Prad.g_00523	Syan.g_01288
OG0001231	Prad.g_00417	Syan.g_01764
OG0001232	Prad.g_00918	Syan.g_01439
OG0001233	Prad.g_00898	Syan.g_01461
OG0001234	Prad.g_00864	Syan.g_01995
OG0001235	Prad.g_00854	Syan.g_02130
OG0001236	Prad.g_00773	Syan.g_01933
OG0001237	Prad.g_00769	Syan.g_01928
OG0001239	Prad.g_01922	Syan.g_02910
OG0001240	Prad.g_01900	Syan.g_02963
OG0001242	Prad.g_01874	Syan.g_02297
OG0001243	Prad.g_01868	Syan.g_02289
OG0001244	Prad.g_01852	Syan.g_03004
OG0001245	Prad.g_00729	Syan.g_00179
OG0001246	Prad.g_00125	Syan.g_02734
OG0001247	Prad.g_01257	Syan.g_00199
OG0001249	Prad.g_01123	Syan.g_02150
OG0001250	Prad.g_00307	Syan.g_00382
OG0001251	Prad.g_00259	Syan.g_00490
OG0001252	Prad.g_01027	Syan.g_00304
OG0001253	Prad.g_00977	Syan.g_00099
OG0001254	Prad.g_01987	Syan.g_01148
OG0001256	Prad.g_00424	Syan.g_01384
OG0001257	Prad.g_00418	Syan.g_00925, Syan.g_00217
OG0001258	Prad.g_00944	Syan.g_01395
OG0001259	Prad.g_00900	Syan.g_01459
OG0001260	Prad.g_00883	Syan.g_01478
OG0001261	Prad.g_00815	Syan.g_02209
OG0001262	Prad.g_01593	Syan.g_01721
OG0001263	Prad.g_01865	Syan.g_02286
OG0001264	Prad.g_00073	Syan.g_02949
OG0001265	Prad.g_01875	Syan.g_02299
OG0001266	Prad.g_01788	Syan.g_03088
OG0001267	Prad.g_01711	Syan.g_02023
OG0001268	Prad.g_01652	Syan.g_02138
OG0001270	Prad.g_00668	Syan.g_02393
OG0001271	Prad.g_00035	Syan.g_02849
OG0001272	Prad.g_00021	Syan.g_02758
OG0001274	Prad.g_01277	Syan.g_01528
OG0001275	Prad.g_00158	Syan.g_00628
OG0001276	Prad.g_00138	Syan.g_00360
OG0001277	Prad.g_00988	Syan.g_00007
OG0001278	Prad.g_01445	Syan.g_02585
OG0001279	Prad.g_01216	Syan.g_01306
OG0001281	Prad.g_00623	Syan.g_01220
OG0001282	Prad.g_00593	Syan.g_02774
OG0001283	Prad.g_00574	Syan.g_01687
OG0001284	Prad.g_00444	Syan.g_01369
OG0001285	Prad.g_00915	Syan.g_00977
OG0001286	Prad.g_00803	Syan.g_02193
OG0001287	Prad.g_01629	Syan.g_01894
OG0001289	Prad.g_01906	Syan.g_02942
OG0001291	Prad.g_01858	Syan.g_02273
OG0001292	Prad.g_01743	Syan.g_02091
OG0001293	Prad.g_01730	Syan.g_02051
OG0001294	Prad.g_00731	Syan.g_00758
OG0001295	Prad.g_00039	Syan.g_00836
OG0001296	Prad.g_00120	Syan.g_02728
OG0001297	Prad.g_00115	Syan.g_02724
OG0001298	Prad.g_01366	Syan.g_00944
OG0001299	Prad.g_01240	Syan.g_00764
OG0001303	Prad.g_00154	Syan.g_00479
OG0001304	Prad.g_01034	Syan.g_00345
OG0001305	Prad.g_01014	Syan.g_00191
OG0001306	Prad.g_01510	Syan.g_02714
OG0001308	Prad.g_00505	Syan.g_01248
OG0001309	Prad.g_00420	Syan.g_01196
OG0001310	Prad.g_00929	Syan.g_01422
OG0001312	Prad.g_00205	Syan.g_00496
OG0001313	Prad.g_01045	Syan.g_02860
OG0001315	Prad.g_01932	Syan.g_02168
OG0001317	Prad.g_01757	Syan.g_02422
OG0001318	Prad.g_01735	Syan.g_02060
OG0001319	Prad.g_01719	Syan.g_02034
OG0001323	Prad.g_00110	Syan.g_01193
OG0001325	Prad.g_01054	Syan.g_00323
OG0001326	Prad.g_00271	Syan.g_01636
OG0001327	Prad.g_01003	Syan.g_00753
OG0001328	Prad.g_00979	Syan.g_02675
OG0001329	Prad.g_00663	Syan.g_00838
OG0001330	Prad.g_00340	Syan.g_01202
OG0001331	Prad.g_00588	Syan.g_02779
OG0001332	Prad.g_00471	Syan.g_00412
OG0001333	Prad.g_00904	Syan.g_01455
OG0001336	Prad.g_01550	Syan.g_01688
OG0001341	Prad.g_01090	Syan.g_00524
OG0001345	Prad.g_01477	Syan.g_02655
OG0001346	Prad.g_00627	Syan.g_01214
OG0001347	Prad.g_01978	Syan.g_01852
OG0001351	Prad.g_00053	Syan.g_02804
OG0001353	Prad.g_01178	Syan.g_00372
OG0001358	Prad.g_01409	Syan.g_00017
OG0001360	Prad.g_00976	Syan.g_02653
OG0001361	Prad.g_01480	Syan.g_02658
OG0001364	Prad.g_00780	Syan.g_01950
OG0001365	Prad.g_01583	Syan.g_01570
OG0001369	Prad.g_01901	Syan.g_02962
OG0001371	Prad.g_01253	Syan.g_02927, Syan.g_02928
OG0001373	Prad.g_00272	Syan.g_01635
OG0001374	Prad.g_00264	Syan.g_01644
OG0001376	Prad.g_01009	Syan.g_00511
OG0001377	Prad.g_01008	Syan.g_00510
OG0001378	Prad.g_00634	Syan.g_02392
OG0001379	Prad.g_00364	Syan.g_01206
OG0001380	Prad.g_00606	Syan.g_00442
OG0001382	Prad.g_00403	Syan.g_00680
OG0001385	Prad.g_00275	Syan.g_01632
OG0001386	Prad.g_00274	Syan.g_01633
OG0001387	Prad.g_00273	Syan.g_01634
OG0001388	Prad.g_00270	Syan.g_01637
OG0001389	Prad.g_00269	Syan.g_01639
OG0001390	Prad.g_00268	Syan.g_01640
OG0001391	Prad.g_00267	Syan.g_01641
OG0001392	Prad.g_00266	Syan.g_01642
OG0001393	Prad.g_00265	Syan.g_01643
OG0001394	Prad.g_00230	Syan.g_00722
OG0001395	Prad.g_01032	Syan.g_00340
OG0001396	Prad.g_01977	Syan.g_01851
OG0001399	Prad.g_00862	Syan.g_02175
OG0001401	Prad.g_01046	Syan.g_00376
OG0001403	Prad.g_01956	Syan.g_01744
OG0001404	Prad.g_01925	Syan.g_00343
OG0001406	Prad.g_01010	Syan.g_00512
OG0001407	Prad.g_00997	Syan.g_00455
OG0001408	Prad.g_00992	Syan.g_00073
OG0001409	Prad.g_01489	Syan.g_00284
OG0001412	Prad.g_01979	Syan.g_01853
OG0001413	Prad.g_00429	Syan.g_00029
OG0001415	Prad.g_01760	Syan.g_01004
OG0001416	Prad.g_00048	Syan.g_00103
OG0001417	Prad.g_00037	Syan.g_00583
OG0001418	Prad.g_01258	Syan.g_02689
OG0001419	Prad.g_00996	Syan.g_00454
OG0001420	Prad.g_00643	Syan.g_01180
OG0001422	Prad.g_00397	Syan.g_00645
OG0001423	Prad.g_00546	Syan.g_01318
OG0001425	Prad.g_01573	Syan.g_01584
OG0001428	Prad.g_01819	Syan.g_03039
OG0001429	Prad.g_01135	Syan.g_00480
OG0001432	Prad.g_00431	Syan.g_00092
OG0001434	Prad.g_00225	Syan.g_00717
OG0001437	Prad.g_01761	Syan.g_01005
OG0001438	Prad.g_01698	Syan.g_02009
OG0001439	Prad.g_01684	Syan.g_01986
OG0001441	Prad.g_00108	Syan.g_01191
OG0001442	Prad.g_01081	Syan.g_00709
OG0001447	Prad.g_01867	Syan.g_02288
OG0001449	Prad.g_00702	Syan.g_02058
OG0001452	Prad.g_00257	Syan.g_02066
OG0001453	Prad.g_00164	Syan.g_00608
OG0001454	Prad.g_00983	Syan.g_00418
OG0001456	Prad.g_01519	Syan.g_01646
OG0001457	Prad.g_01518	Syan.g_01647
OG0001458	Prad.g_01517	Syan.g_01648
OG0001459	Prad.g_00323	Syan.g_02343
OG0001462	Prad.g_01952	Syan.g_01737
OG0001467	Prad.g_01124	Syan.g_00107
OG0001471	Prad.g_00428	Syan.g_01991
OG0001473	Prad.g_01613	Syan.g_00133
OG0001474	Prad.g_01651	Syan.g_02137
OG0001479	Prad.g_01654	Syan.g_02140
OG0001480	Prad.g_00741	Syan.g_00072
OG0001486	Prad.g_01498	Syan.g_02698
OG0001487	Prad.g_00573	Syan.g_02836
OG0001492	Prad.g_01448	Syan.g_02588
OG0001493	Prad.g_01440	Syan.g_02578
OG0001495	Prad.g_00857	Syan.g_02257
OG0001502	Prad.g_01115	Syan.g_00401
OG0001504	Prad.g_00324	Syan.g_02344
OG0001507	Prad.g_00368	Syan.g_02695
OG0001520	Prad.g_00710	Syan.g_00943
OG0001522	Prad.g_01179	Syan.g_00464
OG0001525	Prad.g_00412	Syan.g_00831
OG0001546	Prad.g_00105	Syan.g_01188
OG0001547	Prad.g_01117	Syan.g_00462
OG0001553	Prad.g_00518	Syan.g_01282
OG0001554	Prad.g_00422	Syan.g_00282
OG0001557	Prad.g_00229	Syan.g_00721
OG0001558	Prad.g_01042	Syan.g_01760
OG0001566	Prad.g_01250	Syan.g_01072
OG0001567	Prad.g_01116	Syan.g_00461
OG0001568	Prad.g_01118	Syan.g_00463
OG0001570	Prad.g_00646, Prad.g_01295	Syan.g_00636
OG0001584	Prad.g_00213	Syan.g_00701
OG0001587	Prad.g_00881	Syan.g_01482
OG0001588	Prad.g_01186	Syan.g_02262
OG0001625	Prad.g_01733	Syan.g_02057
OG0001627	Prad.g_01097	Syan.g_02410
OG0001647	Prad.g_01718	Syan.g_02032
OG0001652	Prad.g_01040	Syan.g_01762
OG0001671	Prad.g_01322	Syan.g_01514, Syan.g_03115
OG0001712	Prad.g_00679	Syan.g_00786
OG0001726	Prad.g_00682	Syan.g_00041
OG0001747	Prad.g_00089	Syan.g_01930, Syan.g_02260
OG0001748	Prad.g_01323	Syan.g_01516
OG0001774	Prad.g_01251	Syan.g_02509
OG0001837	Prad.g_01324	Syan.g_01515
OG0001919	Prad.g_00705	Syan.g_00078
OG0001924	Prad.g_01311	Syan.g_00021
OG0001925	Prad.g_01310	Syan.g_00022
OG0001926	Prad.g_01309	Syan.g_00023
OG0001927	Prad.g_01308	Syan.g_00024
OG0001993	Prad.g_01313	Syan.g_00019
OG0001994	Prad.g_01312	Syan.g_00020
OG0002364	Prad.g_01136	Syan.g_00481
OG0002562	Prad.g_00548	Syan.g_01321
