Orthogroup	Pram	Prar
OG0001165	Pram.g_01825	Prar.g_00646
OG0001166	Pram.g_01826	Prar.g_00647
OG0001167	Pram.g_01828	Prar.g_00648
OG0001168	Pram.g_01829	Prar.g_00649
OG0001169	Pram.g_01830	Prar.g_00650
OG0001170	Pram.g_01831	Prar.g_00651
OG0001171	Pram.g_01832	Prar.g_00652
OG0001172	Pram.g_01834	Prar.g_00654
OG0001173	Pram.g_01836	Prar.g_00656
OG0001174	Pram.g_01837	Prar.g_00657
OG0001175	Pram.g_01838	Prar.g_00658
OG0001176	Pram.g_01840	Prar.g_00659
OG0001177	Pram.g_01842	Prar.g_00661
OG0001178	Pram.g_01845	Prar.g_00663
OG0001179	Pram.g_01846	Prar.g_00664
OG0001180	Pram.g_01847	Prar.g_00665
OG0001181	Pram.g_01848	Prar.g_00666
OG0001182	Pram.g_01849	Prar.g_00667
OG0001183	Pram.g_01850	Prar.g_00668
OG0001184	Pram.g_01852	Prar.g_00670
OG0001185	Pram.g_01854	Prar.g_00673
OG0001186	Pram.g_01855	Prar.g_00674
OG0001187	Pram.g_01856	Prar.g_00675
OG0001188	Pram.g_01857	Prar.g_00676
OG0001189	Pram.g_01858	Prar.g_00677
OG0001190	Pram.g_01859	Prar.g_00678
OG0001191	Pram.g_01860	Prar.g_00679
OG0001192	Pram.g_01861	Prar.g_00680
OG0001193	Pram.g_01862	Prar.g_00681
OG0001194	Pram.g_01863	Prar.g_00682
OG0001195	Pram.g_01864	Prar.g_00683
OG0001196	Pram.g_01865	Prar.g_00684
OG0001197	Pram.g_01866	Prar.g_00685
OG0001198	Pram.g_01867	Prar.g_00686
OG0001199	Pram.g_01868	Prar.g_00687
OG0001200	Pram.g_01869	Prar.g_00688
OG0001201	Pram.g_01870	Prar.g_00689
OG0001202	Pram.g_01871	Prar.g_00690
OG0001203	Pram.g_01873	Prar.g_00692
OG0001204	Pram.g_01875	Prar.g_00694
OG0001205	Pram.g_01877	Prar.g_00695
OG0001206	Pram.g_01878	Prar.g_00696
OG0001207	Pram.g_01879	Prar.g_00697
OG0001208	Pram.g_01880	Prar.g_00698
OG0001209	Pram.g_01881	Prar.g_00699
OG0001210	Pram.g_01882	Prar.g_00700
OG0001211	Pram.g_01883	Prar.g_00701
OG0001212	Pram.g_01884	Prar.g_00702
OG0001213	Pram.g_01885	Prar.g_00703
OG0001214	Pram.g_01887	Prar.g_00705
OG0001215	Pram.g_01888	Prar.g_00706
OG0001216	Pram.g_01889	Prar.g_00707
OG0001217	Pram.g_01890	Prar.g_00708
OG0001218	Pram.g_01891	Prar.g_00709
OG0001219	Pram.g_01894	Prar.g_00074
OG0001220	Pram.g_01895	Prar.g_00073
OG0001221	Pram.g_01900	Prar.g_00070
OG0001222	Pram.g_01901	Prar.g_00069
OG0001223	Pram.g_01902	Prar.g_00068
OG0001224	Pram.g_01904	Prar.g_00067
OG0001225	Pram.g_01905	Prar.g_00066
OG0001226	Pram.g_01906	Prar.g_00065
OG0001227	Pram.g_01907	Prar.g_00064
OG0001228	Pram.g_01908	Prar.g_00063
OG0001229	Pram.g_01909	Prar.g_00062
OG0001230	Pram.g_01910	Prar.g_00061
OG0001231	Pram.g_01911	Prar.g_00060
OG0001232	Pram.g_01913	Prar.g_00059
OG0001233	Pram.g_01914	Prar.g_00058
OG0001234	Pram.g_01915	Prar.g_00057
OG0001235	Pram.g_01916	Prar.g_00056
OG0001236	Pram.g_01918	Prar.g_00054
OG0001237	Pram.g_01919	Prar.g_00053
OG0001238	Pram.g_01924	Prar.g_00051
OG0001239	Pram.g_01925	Prar.g_00050
OG0001240	Pram.g_01926	Prar.g_00049
OG0001241	Pram.g_01929	Prar.g_00047
OG0001242	Pram.g_01930	Prar.g_00046
OG0001243	Pram.g_01931	Prar.g_00045
OG0001244	Pram.g_01932	Prar.g_00044
OG0001245	Pram.g_01933	Prar.g_00043
OG0001246	Pram.g_01934	Prar.g_00042
OG0001247	Pram.g_01935	Prar.g_00041
OG0001248	Pram.g_01936	Prar.g_00040
OG0001249	Pram.g_01937	Prar.g_00039
OG0001250	Pram.g_01938	Prar.g_00038
OG0001252	Pram.g_00124	Prar.g_00190
OG0001253	Pram.g_00135	Prar.g_00177
OG0001254	Pram.g_00269	Prar.g_00306
OG0001255	Pram.g_00327	Prar.g_00393
OG0001257	Pram.g_00418	Prar.g_00532
OG0001258	Pram.g_00434	Prar.g_01329
OG0001259	Pram.g_00527	Prar.g_01419
OG0001260	Pram.g_00903	Prar.g_01637
OG0001261	Pram.g_00844	Prar.g_01718
OG0001262	Pram.g_00862	Prar.g_01734
OG0001263	Pram.g_01161	Prar.g_01755
OG0001264	Pram.g_00733	Prar.g_01775
OG0001265	Pram.g_00981	Prar.g_01880
OG0001266	Pram.g_00577	Prar.g_01928
OG0001267	Pram.g_01157	Prar.g_01279
OG0001268	Pram.g_01143	Prar.g_01266
OG0001269	Pram.g_01477	Prar.g_00928
OG0001270	Pram.g_01334	Prar.g_00807
OG0001271	Pram.g_01322	Prar.g_00796
OG0001272	Pram.g_00658	Prar.g_00755
OG0001273	Pram.g_01272	Prar.g_00754
OG0001274	Pram.g_01590	Prar.g_00749
OG0001276	Pram.g_01003	Prar.g_00722, Prar.g_01158
OG0001277	Pram.g_01599	Prar.g_00715
OG0001278	Pram.g_01624	Prar.g_01151
OG0001279	Pram.g_01627	Prar.g_01147
OG0001280	Pram.g_01630	Prar.g_01144
OG0001281	Pram.g_01700	Prar.g_01111
OG0001282	Pram.g_01637	Prar.g_01086
OG0001283	Pram.g_01813	Prar.g_00635
OG0001284	Pram.g_01844	Prar.g_00662
OG0001285	Pram.g_01874	Prar.g_00693
OG0001286	Pram.g_01928	Prar.g_00048
OG0001287	Pram.g_01516	Prar.g_01007, Prar.g_01155, Prar.g_01561
OG0001288	Pram.g_00372	Prar.g_00485
OG0001290	Pram.g_00017	Prar.g_00008
OG0001291	Pram.g_00056	Prar.g_00547
OG0001292	Pram.g_00059	Prar.g_00254
OG0001293	Pram.g_00061	Prar.g_00252
OG0001294	Pram.g_00077	Prar.g_00235
OG0001295	Pram.g_00105	Prar.g_00209
OG0001296	Pram.g_00112	Prar.g_00203
OG0001297	Pram.g_00184	Prar.g_00128
OG0001298	Pram.g_00231	Prar.g_00084
OG0001300	Pram.g_01213	Prar.g_00434
OG0001304	Pram.g_00897	Prar.g_01895
OG0001305	Pram.g_00892	Prar.g_01900
OG0001307	Pram.g_01214	Prar.g_01946
OG0001308	Pram.g_01275	Prar.g_01315
OG0001311	Pram.g_01106	Prar.g_01235
OG0001312	Pram.g_01476	Prar.g_00927
OG0001313	Pram.g_00357	Prar.g_00751
OG0001314	Pram.g_01655	Prar.g_01120
OG0001316	Pram.g_01809	Prar.g_00631
OG0001318	Pram.g_00127	Prar.g_00187
OG0001319	Pram.g_00225	Prar.g_00089
OG0001321	Pram.g_00576	Prar.g_01646
OG0001322	Pram.g_01189	Prar.g_01664
OG0001323	Pram.g_00723	Prar.g_01920
OG0001324	Pram.g_00625	Prar.g_01954
OG0001325	Pram.g_00648	Prar.g_01311
OG0001326	Pram.g_00629	Prar.g_00979
OG0001327	Pram.g_01276	Prar.g_00977
OG0001328	Pram.g_01235	Prar.g_00950
OG0001329	Pram.g_01922	Prar.g_00891
OG0001330	Pram.g_01289	Prar.g_00758
OG0001331	Pram.g_01628	Prar.g_01146
OG0001332	Pram.g_01680	Prar.g_00602
OG0001334	Pram.g_01835	Prar.g_00655
OG0001335	Pram.g_01872	Prar.g_00691
OG0001336	Pram.g_00114	Prar.g_00200
OG0001337	Pram.g_00104	Prar.g_00210
OG0001338	Pram.g_01246	Prar.g_00183
OG0001339	Pram.g_00188	Prar.g_00124
OG0001340	Pram.g_00236	Prar.g_00079
OG0001341	Pram.g_00249	Prar.g_00326
OG0001342	Pram.g_00268	Prar.g_00307
OG0001343	Pram.g_00334	Prar.g_00399
OG0001345	Pram.g_00369	Prar.g_00482
OG0001346	Pram.g_00408	Prar.g_00522
OG0001347	Pram.g_00422	Prar.g_00536
OG0001348	Pram.g_00680	Prar.g_01335
OG0001349	Pram.g_00446	Prar.g_01340
OG0001351	Pram.g_00515	Prar.g_01406
OG0001352	Pram.g_00772	Prar.g_01512
OG0001353	Pram.g_00211	Prar.g_01533
OG0001354	Pram.g_00904	Prar.g_01667, Prar.g_00591
OG0001355	Pram.g_00851	Prar.g_01724
OG0001356	Pram.g_00711	Prar.g_01757
OG0001357	Pram.g_00969	Prar.g_01860
OG0001358	Pram.g_00980	Prar.g_01879
OG0001359	Pram.g_01551	Prar.g_01292
OG0001360	Pram.g_01552	Prar.g_01291
OG0001361	Pram.g_01085	Prar.g_01213
OG0001364	Pram.g_01302	Prar.g_00777
OG0001365	Pram.g_00041	Prar.g_01116
OG0001366	Pram.g_01670	Prar.g_01958
OG0001369	Pram.g_00982	Prar.g_01881
OG0001371	Pram.g_00051	Prar.g_00551
OG0001372	Pram.g_00053	Prar.g_00550
OG0001373	Pram.g_00060	Prar.g_00253
OG0001374	Pram.g_00071	Prar.g_00241
OG0001375	Pram.g_00122	Prar.g_00193
OG0001376	Pram.g_00221	Prar.g_00093
OG0001377	Pram.g_00245	Prar.g_00331
OG0001378	Pram.g_00261	Prar.g_00315
OG0001379	Pram.g_01337	Prar.g_00422
OG0001381	Pram.g_00394	Prar.g_00502
OG0001382	Pram.g_00399	Prar.g_00509
OG0001383	Pram.g_00448	Prar.g_01342
OG0001384	Pram.g_00457	Prar.g_01349
OG0001385	Pram.g_01043	Prar.g_01496
OG0001386	Pram.g_00764	Prar.g_01504
OG0001387	Pram.g_00766	Prar.g_01506
OG0001388	Pram.g_00777	Prar.g_01516
OG0001389	Pram.g_01025	Prar.g_01604
OG0001390	Pram.g_01533	Prar.g_01636
OG0001391	Pram.g_00907	Prar.g_01669
OG0001392	Pram.g_00710	Prar.g_01756
OG0001393	Pram.g_00712	Prar.g_01758
OG0001394	Pram.g_00739	Prar.g_01781
OG0001395	Pram.g_00742	Prar.g_01784
OG0001397	Pram.g_00993	Prar.g_01889
OG0001398	Pram.g_00884	Prar.g_01908
OG0001399	Pram.g_00702	Prar.g_01918
OG0001400	Pram.g_01202	Prar.g_01926
OG0001401	Pram.g_00698	Prar.g_01934
OG0001402	Pram.g_01155	Prar.g_01277
OG0001403	Pram.g_01231	Prar.g_00954
OG0001404	Pram.g_00996	Prar.g_00920
OG0001405	Pram.g_01467	Prar.g_00910
OG0001406	Pram.g_01335	Prar.g_00808
OG0001407	Pram.g_01332	Prar.g_00805
OG0001408	Pram.g_01288	Prar.g_00757
OG0001409	Pram.g_01563	Prar.g_00744
OG0001410	Pram.g_01526	Prar.g_00732
OG0001412	Pram.g_00920	Prar.g_01814
OG0001413	Pram.g_01620	Prar.g_01172
OG0001414	Pram.g_01553	Prar.g_00556
OG0001415	Pram.g_00314	Prar.g_00261
OG0001416	Pram.g_00459	Prar.g_01351
OG0001417	Pram.g_00765	Prar.g_01505
OG0001418	Pram.g_00660	Prar.g_01647
OG0001419	Pram.g_00912	Prar.g_01673
OG0001420	Pram.g_00714	Prar.g_01760
OG0001421	Pram.g_00718	Prar.g_01765
OG0001422	Pram.g_00650	Prar.g_01923
OG0001423	Pram.g_01509	Prar.g_01290
OG0001424	Pram.g_01286	Prar.g_01201
OG0001425	Pram.g_01200	Prar.g_00738
OG0001426	Pram.g_01923	Prar.g_00052
OG0001431	Pram.g_00695	Prar.g_01924
OG0001438	Pram.g_00558	Prar.g_01450
OG0001440	Pram.g_00985	Prar.g_01883
OG0001441	Pram.g_01508	Prar.g_01319
OG0001442	Pram.g_01598	Prar.g_01302
OG0001443	Pram.g_01158	Prar.g_01280
OG0001445	Pram.g_01210	Prar.g_00987
OG0001446	Pram.g_00363	Prar.g_00985
OG0001447	Pram.g_01166	Prar.g_00984
OG0001449	Pram.g_01401	Prar.g_00867
OG0001451	Pram.g_00613	Prar.g_01560
OG0001454	Pram.g_00392	Prar.g_00427
OG0001457	Pram.g_00797	Prar.g_01532
OG0001459	Pram.g_01470	Prar.g_01662
OG0001460	Pram.g_00581	Prar.g_01747
OG0001461	Pram.g_01032	Prar.g_01806
OG0001462	Pram.g_01179	Prar.g_01871
OG0001463	Pram.g_00398	Prar.g_01917
OG0001465	Pram.g_01197	Prar.g_00982
OG0001468	Pram.g_01800	Prar.g_00624
OG0001469	Pram.g_01142	Prar.g_01265
OG0001470	Pram.g_00308	Prar.g_00267
OG0001471	Pram.g_01576	Prar.g_00475
OG0001472	Pram.g_00878	Prar.g_01746
OG0001473	Pram.g_00906	Prar.g_01754
OG0001481	Pram.g_01121	Prar.g_01247
OG0001482	Pram.g_00362	Prar.g_00711, Prar.g_01582
OG0001484	Pram.g_00046	Prar.g_00869
OG0001485	Pram.g_01692	Prar.g_01118
OG0001489	Pram.g_01723	Prar.g_00436
OG0001490	Pram.g_01694	Prar.g_00463
OG0001492	Pram.g_00842	Prar.g_01716
OG0001505	Pram.g_00641	Prar.g_01196
OG0001506	Pram.g_01187	Prar.g_01941
OG0001507	Pram.g_01159	Prar.g_01281
OG0001510	Pram.g_01792	Prar.g_00616
OG0001516	Pram.g_01487	Prar.g_01854
OG0001519	Pram.g_00628	Prar.g_00449
OG0001521	Pram.g_00042	Prar.g_01115
OG0001526	Pram.g_00716	Prar.g_01763
OG0001527	Pram.g_01515	Prar.g_01321
OG0001538	Pram.g_00666	Prar.g_00980
OG0001544	Pram.g_01257	Prar.g_01188
OG0001545	Pram.g_00730	Prar.g_01772
OG0001579	Pram.g_01400	Prar.g_00868
OG0001580	Pram.g_01442	Prar.g_00864
OG0001581	Pram.g_01421	Prar.g_00860
OG0001616	Pram.g_01593	Prar.g_00993
OG0001617	Pram.g_01399	Prar.g_00940
OG0001619	Pram.g_01205	Prar.g_00922
OG0001620	Pram.g_01502	Prar.g_00381
OG0001621	Pram.g_01251	Prar.g_01650
OG0001712	Pram.g_01439	Prar.g_00861
OG0001712	Pram.g_01429	Prar.g_00845
OG0001797	Pram.g_01555	Prar.g_00559
OG0001821	Pram.g_01609	Prar.g_01077
OG0001822	Pram.g_01444	Prar.g_00866
OG0001823	Pram.g_01431	Prar.g_00854
OG0001871	Pram.g_01259	Prar.g_01178
OG0001872	Pram.g_01566	Prar.g_00728
OG0001878	Pram.g_01582	Prar.g_00587
OG0001959	Pram.g_01430	Prar.g_00853
OG0001961	Pram.g_00692	Prar.g_00937
OG0001965	Pram.g_01217	Prar.g_00560
OG0002028	Pram.g_01488	Prar.g_01556
OG0002057	Pram.g_01406	Prar.g_00379
OG0002061	Pram.g_01595	Prar.g_01187
OG0002065	Pram.g_01482	Prar.g_01588
OG0002189	Pram.g_01437	Prar.g_00859
OG0002190	Pram.g_01434	Prar.g_00855
OG0002256	Pram.g_01425	Prar.g_00862
OG0002257	Pram.g_01424	Prar.g_00856
OG0002259	Pram.g_01495	Prar.g_00848
OG0002359	Pram.g_01428	Prar.g_00844
OG0002361	Pram.g_01490	Prar.g_01555
OG0002362	Pram.g_01491	Prar.g_01554
OG0002364	Pram.g_00605	Prar.g_01157
OG0002536	Pram.g_01489	Prar.g_01557
