Orthogroup	Pram	Prah
OG0001171	Pram.g_01832	Prah.g_00151
OG0001172	Pram.g_01834	Prah.g_00149
OG0001173	Pram.g_01836	Prah.g_00146
OG0001174	Pram.g_01837	Prah.g_00145
OG0001175	Pram.g_01838	Prah.g_00144
OG0001176	Pram.g_01840	Prah.g_00136
OG0001177	Pram.g_01842	Prah.g_00134
OG0001178	Pram.g_01845	Prah.g_00130
OG0001179	Pram.g_01846	Prah.g_00129
OG0001180	Pram.g_01847	Prah.g_00128
OG0001181	Pram.g_01848	Prah.g_00127
OG0001182	Pram.g_01849	Prah.g_00126
OG0001183	Pram.g_01850	Prah.g_00125
OG0001184	Pram.g_01852	Prah.g_00088
OG0001185	Pram.g_01854	Prah.g_00086
OG0001186	Pram.g_01855	Prah.g_00085
OG0001187	Pram.g_01856	Prah.g_00084
OG0001188	Pram.g_01857	Prah.g_00080
OG0001189	Pram.g_01858	Prah.g_00079
OG0001190	Pram.g_01859	Prah.g_00078
OG0001191	Pram.g_01860	Prah.g_00076
OG0001192	Pram.g_01861	Prah.g_00074
OG0001193	Pram.g_01862	Prah.g_00073
OG0001194	Pram.g_01863	Prah.g_00071
OG0001195	Pram.g_01864	Prah.g_00070
OG0001196	Pram.g_01865	Prah.g_00068
OG0001197	Pram.g_01866	Prah.g_00067
OG0001198	Pram.g_01867	Prah.g_00066
OG0001199	Pram.g_01868	Prah.g_00065
OG0001200	Pram.g_01869	Prah.g_00063
OG0001201	Pram.g_01870	Prah.g_00062
OG0001202	Pram.g_01871	Prah.g_00061
OG0001203	Pram.g_01873	Prah.g_00059
OG0001204	Pram.g_01875	Prah.g_00055
OG0001205	Pram.g_01877	Prah.g_00053
OG0001206	Pram.g_01878	Prah.g_00052
OG0001207	Pram.g_01879	Prah.g_02490
OG0001208	Pram.g_01880	Prah.g_02491
OG0001209	Pram.g_01881	Prah.g_02492
OG0001210	Pram.g_01882	Prah.g_02493
OG0001211	Pram.g_01883	Prah.g_02495
OG0001212	Pram.g_01884	Prah.g_02496
OG0001213	Pram.g_01885	Prah.g_02497
OG0001214	Pram.g_01887	Prah.g_02499
OG0001215	Pram.g_01888	Prah.g_02501
OG0001216	Pram.g_01889	Prah.g_02503
OG0001217	Pram.g_01890	Prah.g_02504
OG0001218	Pram.g_01891	Prah.g_02505
OG0001219	Pram.g_01894	Prah.g_02508
OG0001220	Pram.g_01895	Prah.g_02513
OG0001221	Pram.g_01900	Prah.g_02536
OG0001222	Pram.g_01901	Prah.g_02540
OG0001223	Pram.g_01902	Prah.g_02541
OG0001224	Pram.g_01904	Prah.g_02543
OG0001225	Pram.g_01905	Prah.g_02544
OG0001226	Pram.g_01906	Prah.g_02547
OG0001227	Pram.g_01907	Prah.g_02548
OG0001228	Pram.g_01908	Prah.g_02550
OG0001229	Pram.g_01909	Prah.g_02551
OG0001230	Pram.g_01910	Prah.g_02552
OG0001231	Pram.g_01911	Prah.g_02565
OG0001232	Pram.g_01913	Prah.g_02574
OG0001233	Pram.g_01914	Prah.g_02575
OG0001234	Pram.g_01915	Prah.g_02576
OG0001235	Pram.g_01916	Prah.g_02577
OG0001236	Pram.g_01918	Prah.g_02579
OG0001237	Pram.g_01919	Prah.g_02580
OG0001238	Pram.g_01924	Prah.g_02584
OG0001239	Pram.g_01925	Prah.g_02586
OG0001240	Pram.g_01926	Prah.g_02587
OG0001241	Pram.g_01929	Prah.g_02591
OG0001242	Pram.g_01930	Prah.g_02593
OG0001243	Pram.g_01931	Prah.g_02594
OG0001244	Pram.g_01932	Prah.g_02596
OG0001245	Pram.g_01933	Prah.g_02598
OG0001246	Pram.g_01934	Prah.g_02600
OG0001247	Pram.g_01935	Prah.g_02601
OG0001248	Pram.g_01936	Prah.g_02602
OG0001249	Pram.g_01937	Prah.g_02603
OG0001250	Pram.g_01938	Prah.g_02604
OG0001251	Pram.g_00076	Prah.g_01880
OG0001253	Pram.g_00135	Prah.g_02287
OG0001254	Pram.g_00269	Prah.g_02135
OG0001255	Pram.g_00327	Prah.g_01941
OG0001257	Pram.g_00418	Prah.g_01564
OG0001258	Pram.g_00434	Prah.g_01545
OG0001259	Pram.g_00527	Prah.g_01418
OG0001261	Pram.g_00844	Prah.g_00604
OG0001262	Pram.g_00862	Prah.g_00581
OG0001263	Pram.g_01161	Prah.g_01190
OG0001264	Pram.g_00733	Prah.g_00734
OG0001265	Pram.g_00981	Prah.g_00856
OG0001266	Pram.g_00577	Prah.g_01192
OG0001267	Pram.g_01157	Prah.g_01037
OG0001268	Pram.g_01143	Prah.g_01324
OG0001269	Pram.g_01477	Prah.g_00326
OG0001270	Pram.g_01334	Prah.g_01203
OG0001271	Pram.g_01322	Prah.g_01622
OG0001273	Pram.g_01272	Prah.g_01521
OG0001274	Pram.g_01590	Prah.g_01050
OG0001276	Pram.g_01003	Prah.g_00710
OG0001278	Pram.g_01624	Prah.g_01665
OG0001279	Pram.g_01627	Prah.g_01670
OG0001280	Pram.g_01630	Prah.g_01673
OG0001281	Pram.g_01700	Prah.g_02068
OG0001282	Pram.g_01637	Prah.g_01682
OG0001283	Pram.g_01813	Prah.g_02240
OG0001284	Pram.g_01844	Prah.g_00131
OG0001285	Pram.g_01874	Prah.g_00057
OG0001286	Pram.g_01928	Prah.g_02589
OG0001287	Pram.g_01516	Prah.g_01100
OG0001288	Pram.g_00372	Prah.g_00231
OG0001290	Pram.g_00017	Prah.g_00037
OG0001291	Pram.g_00056	Prah.g_01841
OG0001292	Pram.g_00059	Prah.g_01844
OG0001293	Pram.g_00061	Prah.g_01846
OG0001294	Pram.g_00077	Prah.g_01881
OG0001295	Pram.g_00105	Prah.g_00185
OG0001296	Pram.g_00112	Prah.g_02251
OG0001297	Pram.g_00184	Prah.g_02359
OG0001298	Pram.g_00231	Prah.g_02077
OG0001299	Pram.g_00240	Prah.g_01868, Prah.g_02090
OG0001303	Pram.g_01196	Prah.g_00356
OG0001304	Pram.g_00897	Prah.g_00906
OG0001305	Pram.g_00892	Prah.g_00911
OG0001307	Pram.g_01214	Prah.g_00722
OG0001311	Pram.g_01106	Prah.g_01250
OG0001312	Pram.g_01476	Prah.g_00325
OG0001313	Pram.g_00357	Prah.g_00018
OG0001314	Pram.g_01655	Prah.g_01704
OG0001316	Pram.g_01809	Prah.g_02235
OG0001318	Pram.g_00127	Prah.g_02279
OG0001322	Pram.g_01189	Prah.g_00942
OG0001323	Pram.g_00723	Prah.g_00555
OG0001326	Pram.g_00629	Prah.g_00998
OG0001327	Pram.g_01276	Prah.g_01354
OG0001328	Pram.g_01235	Prah.g_01370
OG0001329	Pram.g_01922	Prah.g_02582
OG0001330	Pram.g_01289	Prah.g_01658
OG0001331	Pram.g_01628	Prah.g_01671
OG0001332	Pram.g_01680	Prah.g_01737
OG0001333	Pram.g_01774	Prah.g_01990
OG0001334	Pram.g_01835	Prah.g_00148
OG0001335	Pram.g_01872	Prah.g_00060
OG0001336	Pram.g_00114	Prah.g_02253
OG0001337	Pram.g_00104	Prah.g_00187
OG0001339	Pram.g_00188	Prah.g_02363
OG0001340	Pram.g_00236	Prah.g_02083
OG0001341	Pram.g_00249	Prah.g_02108
OG0001342	Pram.g_00268	Prah.g_02134
OG0001343	Pram.g_00334	Prah.g_01934
OG0001345	Pram.g_00369	Prah.g_00228
OG0001346	Pram.g_00408	Prah.g_00309
OG0001347	Pram.g_00422	Prah.g_01560
OG0001348	Pram.g_00680	Prah.g_01537
OG0001349	Pram.g_00446	Prah.g_01531
OG0001350	Pram.g_00451	Prah.g_01527
OG0001351	Pram.g_00515	Prah.g_01435
OG0001353	Pram.g_00211	Prah.g_02393
OG0001355	Pram.g_00851	Prah.g_00597
OG0001357	Pram.g_00969	Prah.g_00837
OG0001358	Pram.g_00980	Prah.g_00855
OG0001361	Pram.g_01085	Prah.g_01284
OG0001362	Pram.g_01253	Prah.g_00431
OG0001366	Pram.g_01670	Prah.g_01726
OG0001368	Pram.g_01843	Prah.g_00132
OG0001369	Pram.g_00982	Prah.g_00857
OG0001375	Pram.g_00122	Prah.g_02263
OG0001378	Pram.g_00261	Prah.g_02124
OG0001380	Pram.g_00788	Prah.g_01342
OG0001381	Pram.g_00394	Prah.g_00256
OG0001384	Pram.g_00457	Prah.g_01518
OG0001410	Pram.g_01526	Prah.g_02412
OG0001412	Pram.g_00920	Prah.g_00766
OG0001415	Pram.g_00314	Prah.g_01957
OG0001416	Pram.g_00459	Prah.g_01516
OG0001425	Pram.g_01200	Prah.g_00891
OG0001426	Pram.g_01923	Prah.g_02583
OG0001429	Pram.g_00953	Prah.g_00813
OG0001438	Pram.g_00558	Prah.g_00527
OG0001439	Pram.g_00841	Prah.g_00606
OG0001442	Pram.g_01598	Prah.g_01213
OG0001448	Pram.g_01256	Prah.g_01180
OG0001451	Pram.g_00613	Prah.g_01078
OG0001452	Pram.g_01893	Prah.g_02507
OG0001455	Pram.g_00637	Prah.g_01208
OG0001466	Pram.g_01277	Prah.g_00892
OG0001470	Pram.g_00308	Prah.g_02184
OG0001471	Pram.g_01576	Prah.g_00621
OG0001472	Pram.g_00878	Prah.g_00964
OG0001481	Pram.g_01121	Prah.g_01294
OG0001483	Pram.g_01224	Prah.g_01356
OG0001487	Pram.g_00563	Prah.g_00522
OG0001489	Pram.g_01723	Prah.g_01972
OG0001504	Pram.g_00749	Prah.g_00700
OG0001512	Pram.g_00611	Prah.g_01085, Prah.g_01083
OG0001530	Pram.g_01623	Prah.g_01161
OG0001541	Pram.g_01414	Prah.g_00100
OG0001544	Pram.g_01257	Prah.g_00213
OG0001545	Pram.g_00730	Prah.g_00737
OG0001546	Pram.g_00846	Prah.g_00602
OG0001547	Pram.g_00623, Pram.g_00646	Prah.g_01174
OG0001548	Pram.g_01194, Pram.g_00657	Prah.g_00317
OG0001587	Pram.g_01575	Prah.g_00260
OG0001588	Pram.g_01543	Prah.g_01664
OG0001605	Pram.g_01721	Prah.g_02045
OG0001608	Pram.g_01273	Prah.g_01969
OG0001621	Pram.g_01251	Prah.g_00339, Prah.g_01973
OG0001622	Pram.g_01518	Prah.g_01826, Prah.g_01015
OG0001632	Pram.g_01280	Prah.g_01675
OG0001633	Pram.g_01274	Prah.g_01108, Prah.g_01112, Prah.g_01117
OG0001634	Pram.g_01519	Prah.g_01016
OG0001635	Pram.g_01520	Prah.g_01019
OG0001636	Pram.g_01521	Prah.g_01020
OG0001697	Pram.g_00700	Prah.g_01049
OG0001714	Pram.g_01338	Prah.g_00357
OG0001715	Pram.g_01839	Prah.g_00143
OG0001716	Pram.g_01108	Prah.g_01252
OG0001717	Pram.g_00708	Prah.g_01219
OG0001718	Pram.g_00701	Prah.g_01216
OG0001719	Pram.g_00329	Prah.g_01939
OG0001737	Pram.g_00025	Prah.g_00050
OG0001738	Pram.g_00096	Prah.g_01906
OG0001739	Pram.g_00095	Prah.g_01903
OG0001740	Pram.g_00094	Prah.g_01902
OG0001741	Pram.g_00084	Prah.g_01889
OG0001742	Pram.g_01192	Prah.g_01775
OG0001743	Pram.g_00226	Prah.g_01774
OG0001744	Pram.g_01678	Prah.g_01735
OG0001745	Pram.g_00504	Prah.g_01450
OG0001746	Pram.g_01243	Prah.g_01379
OG0001747	Pram.g_01126	Prah.g_01301
OG0001748	Pram.g_00783	Prah.g_00978
OG0001749	Pram.g_00773	Prah.g_00952
OG0001750	Pram.g_00994	Prah.g_00865
OG0001751	Pram.g_00984	Prah.g_00859
OG0001752	Pram.g_00979	Prah.g_00853
OG0001753	Pram.g_00939	Prah.g_00792
OG0001754	Pram.g_00902	Prah.g_00742
OG0001755	Pram.g_00746	Prah.g_00707
OG0001756	Pram.g_00814	Prah.g_00662
OG0001757	Pram.g_01541	Prah.g_00583
OG0001758	Pram.g_00863	Prah.g_00580
OG0001759	Pram.g_00871	Prah.g_00565
OG0001760	Pram.g_00725	Prah.g_00559
OG0001761	Pram.g_00762	Prah.g_00552
OG0001762	Pram.g_01046	Prah.g_00453
OG0001763	Pram.g_00107	Prah.g_00320
OG0001764	Pram.g_00353	Prah.g_00206
OG0001765	Pram.g_00320	Prah.g_01950
OG0001766	Pram.g_00319	Prah.g_01951
OG0001767	Pram.g_00318	Prah.g_01953
OG0001768	Pram.g_00317	Prah.g_01954
OG0001769	Pram.g_00316	Prah.g_01955
OG0001770	Pram.g_01785	Prah.g_01979
OG0001771	Pram.g_01769	Prah.g_01996
OG0001772	Pram.g_00116	Prah.g_02255
OG0001773	Pram.g_00044	Prah.g_02267
OG0001774	Pram.g_00164	Prah.g_02318
OG0001775	Pram.g_00170	Prah.g_02335
OG0001776	Pram.g_01538	Prah.g_02414
OG0001777	Pram.g_01892	Prah.g_02506
OG0001778	Pram.g_01896	Prah.g_02514
OG0001779	Pram.g_01897	Prah.g_02515
OG0001780	Pram.g_00989	Prah.g_02516
OG0001781	Pram.g_01903	Prah.g_02542
OG0001782	Pram.g_01912	Prah.g_02572
OG0001795	Pram.g_00501	Prah.g_01453
OG0001797	Pram.g_01555	Prah.g_00992
OG0001821	Pram.g_01609	Prah.g_00345
OG0001822	Pram.g_01444	Prah.g_02131
OG0001853	Pram.g_01615	Prah.g_01121
OG0001856	Pram.g_01181	Prah.g_00350
OG0001883	Pram.g_00020	Prah.g_00043
OG0001884	Pram.g_01827	Prah.g_00158
OG0001885	Pram.g_01329	Prah.g_01616
OG0001886	Pram.g_00499	Prah.g_01456
OG0001887	Pram.g_01116	Prah.g_01261
OG0001889	Pram.g_01614	Prah.g_01122
OG0001890	Pram.g_01613	Prah.g_01123
OG0001891	Pram.g_00787	Prah.g_00989
OG0001892	Pram.g_01564	Prah.g_00943
OG0001893	Pram.g_00900	Prah.g_00902
OG0001894	Pram.g_00929	Prah.g_00782
OG0001895	Pram.g_00052	Prah.g_00615
OG0001896	Pram.g_00633	Prah.g_00548
OG0001897	Pram.g_00338	Prah.g_01924
OG0001898	Pram.g_00241	Prah.g_02097
OG0001899	Pram.g_00032	Prah.g_02479
OG0001900	Pram.g_00031	Prah.g_02480
OG0001901	Pram.g_00027	Prah.g_02489
OG0001902	Pram.g_01921	Prah.g_02581
OG0001915	Pram.g_01040	Prah.g_00447
OG0001920	Pram.g_01643	Prah.g_01691
OG0001921	Pram.g_01071	Prah.g_00496
OG0001923	Pram.g_00661	Prah.g_00212
OG0001925	Pram.g_01270	Prah.g_01599
OG0001967	Pram.g_01268	Prah.g_01804
OG0001970	Pram.g_00688	Prah.g_00976
OG0001971	Pram.g_00687	Prah.g_00975
OG0001972	Pram.g_00962	Prah.g_00827
OG0002002	Pram.g_01699	Prah.g_02069
OG0002028	Pram.g_01488	Prah.g_00725
OG0002079	Pram.g_00360	Prah.g_02487
OG0002083	Pram.g_00043	Prah.g_02329, Prah.g_02328
OG0002146	Pram.g_01316	Prah.g_01630
OG0002213	Pram.g_00578	Prah.g_01199
OG0002295	Pram.g_01009	Prah.g_00748
OG0002348	Pram.g_01405	Prah.g_00107
OG0002421	Pram.g_00697	Prah.g_01210
