Orthogroup	Pram	Pras
OG0001161	Pram.g_01821	Pras.g_00732
OG0001162	Pram.g_01822	Pras.g_00733
OG0001163	Pram.g_01823	Pras.g_00734
OG0001164	Pram.g_01824	Pras.g_00735
OG0001165	Pram.g_01825	Pras.g_00736
OG0001166	Pram.g_01826	Pras.g_00737
OG0001167	Pram.g_01828	Pras.g_00738
OG0001168	Pram.g_01829	Pras.g_00739
OG0001169	Pram.g_01830	Pras.g_00740
OG0001170	Pram.g_01831	Pras.g_00741
OG0001171	Pram.g_01832	Pras.g_00742
OG0001172	Pram.g_01834	Pras.g_00744
OG0001173	Pram.g_01836	Pras.g_00746
OG0001174	Pram.g_01837	Pras.g_00747
OG0001175	Pram.g_01838	Pras.g_00748
OG0001176	Pram.g_01840	Pras.g_00749
OG0001177	Pram.g_01842	Pras.g_00751
OG0001178	Pram.g_01845	Pras.g_00754
OG0001179	Pram.g_01846	Pras.g_00755
OG0001180	Pram.g_01847	Pras.g_00756
OG0001181	Pram.g_01848	Pras.g_00757
OG0001182	Pram.g_01849	Pras.g_00758
OG0001183	Pram.g_01850	Pras.g_00759
OG0001184	Pram.g_01852	Pras.g_00762
OG0001185	Pram.g_01854	Pras.g_00765
OG0001186	Pram.g_01855	Pras.g_00766
OG0001187	Pram.g_01856	Pras.g_00768
OG0001188	Pram.g_01857	Pras.g_00769
OG0001189	Pram.g_01858	Pras.g_00770
OG0001190	Pram.g_01859	Pras.g_00771
OG0001191	Pram.g_01860	Pras.g_00772
OG0001192	Pram.g_01861	Pras.g_00773
OG0001193	Pram.g_01862	Pras.g_00774
OG0001194	Pram.g_01863	Pras.g_00775
OG0001195	Pram.g_01864	Pras.g_00776
OG0001196	Pram.g_01865	Pras.g_00777
OG0001197	Pram.g_01866	Pras.g_00778
OG0001198	Pram.g_01867	Pras.g_00779
OG0001199	Pram.g_01868	Pras.g_00780
OG0001200	Pram.g_01869	Pras.g_00781
OG0001201	Pram.g_01870	Pras.g_00782
OG0001202	Pram.g_01871	Pras.g_00783
OG0001203	Pram.g_01873	Pras.g_00785
OG0001204	Pram.g_01875	Pras.g_00787
OG0001205	Pram.g_01877	Pras.g_00788
OG0001206	Pram.g_01878	Pras.g_00789
OG0001207	Pram.g_01879	Pras.g_00790
OG0001208	Pram.g_01880	Pras.g_00791
OG0001209	Pram.g_01881	Pras.g_00792
OG0001210	Pram.g_01882	Pras.g_00793
OG0001211	Pram.g_01883	Pras.g_00794
OG0001212	Pram.g_01884	Pras.g_00795
OG0001213	Pram.g_01885	Pras.g_00796
OG0001214	Pram.g_01887	Pras.g_00798
OG0001215	Pram.g_01888	Pras.g_00799
OG0001216	Pram.g_01889	Pras.g_00800
OG0001217	Pram.g_01890	Pras.g_00801
OG0001218	Pram.g_01891	Pras.g_00802
OG0001219	Pram.g_01894	Pras.g_00804
OG0001220	Pram.g_01895	Pras.g_00805
OG0001221	Pram.g_01900	Pras.g_00808
OG0001222	Pram.g_01901	Pras.g_00809
OG0001223	Pram.g_01902	Pras.g_00810
OG0001224	Pram.g_01904	Pras.g_00812
OG0001225	Pram.g_01905	Pras.g_00813
OG0001226	Pram.g_01906	Pras.g_00814
OG0001227	Pram.g_01907	Pras.g_00815
OG0001228	Pram.g_01908	Pras.g_00816
OG0001229	Pram.g_01909	Pras.g_00817
OG0001230	Pram.g_01910	Pras.g_00818
OG0001231	Pram.g_01911	Pras.g_00819
OG0001232	Pram.g_01913	Pras.g_00820
OG0001233	Pram.g_01914	Pras.g_00821
OG0001234	Pram.g_01915	Pras.g_00822
OG0001235	Pram.g_01916	Pras.g_00823
OG0001236	Pram.g_01918	Pras.g_00825
OG0001237	Pram.g_01919	Pras.g_00826
OG0001238	Pram.g_01924	Pras.g_00828
OG0001239	Pram.g_01925	Pras.g_00829
OG0001240	Pram.g_01926	Pras.g_00830
OG0001241	Pram.g_01929	Pras.g_00832
OG0001242	Pram.g_01930	Pras.g_00834
OG0001243	Pram.g_01931	Pras.g_00835
OG0001244	Pram.g_01932	Pras.g_00836
OG0001245	Pram.g_01933	Pras.g_00837
OG0001246	Pram.g_01934	Pras.g_00838
OG0001247	Pram.g_01935	Pras.g_00839
OG0001248	Pram.g_01936	Pras.g_00840
OG0001249	Pram.g_01937	Pras.g_00841
OG0001250	Pram.g_01938	Pras.g_00842
OG0001252	Pram.g_00124	Pras.g_00989
OG0001253	Pram.g_00135	Pras.g_01001
OG0001254	Pram.g_00269	Pras.g_01133
OG0001255	Pram.g_00327	Pras.g_01186
OG0001257	Pram.g_00418	Pras.g_01360
OG0001258	Pram.g_00434	Pras.g_01376
OG0001259	Pram.g_00527	Pras.g_01466
OG0001260	Pram.g_00903	Pras.g_01648
OG0001261	Pram.g_00844	Pras.g_01735
OG0001262	Pram.g_00862	Pras.g_01751
OG0001263	Pram.g_01161	Pras.g_01772
OG0001264	Pram.g_00733	Pras.g_01800
OG0001265	Pram.g_00981	Pras.g_01910
OG0001266	Pram.g_00577	Pras.g_01958
OG0001267	Pram.g_01157	Pras.g_00040
OG0001268	Pram.g_01143	Pras.g_00053
OG0001269	Pram.g_01477	Pras.g_00233
OG0001270	Pram.g_01334	Pras.g_00391
OG0001272	Pram.g_00658	Pras.g_00446
OG0001273	Pram.g_01272	Pras.g_00447
OG0001274	Pram.g_01590	Pras.g_00452
OG0001276	Pram.g_01003	Pras.g_00144
OG0001277	Pram.g_01599	Pras.g_00489
OG0001278	Pram.g_01624	Pras.g_00542
OG0001279	Pram.g_01627	Pras.g_00546
OG0001280	Pram.g_01630	Pras.g_00549
OG0001281	Pram.g_01700	Pras.g_00616
OG0001282	Pram.g_01637	Pras.g_00641
OG0001283	Pram.g_01813	Pras.g_00725
OG0001284	Pram.g_01844	Pras.g_00753
OG0001285	Pram.g_01874	Pras.g_00786
OG0001286	Pram.g_01928	Pras.g_00831
OG0001287	Pram.g_01516	Pras.g_00530
OG0001288	Pram.g_00372	Pras.g_01315
OG0001290	Pram.g_00017	Pras.g_00872
OG0001292	Pram.g_00059	Pras.g_00925
OG0001293	Pram.g_00061	Pras.g_00927
OG0001294	Pram.g_00077	Pras.g_00944
OG0001295	Pram.g_00105	Pras.g_00970
OG0001296	Pram.g_00112	Pras.g_00976
OG0001297	Pram.g_00184	Pras.g_01050
OG0001298	Pram.g_00231	Pras.g_01095
OG0001299	Pram.g_00240	Pras.g_01104
OG0001300	Pram.g_01213	Pras.g_01226
OG0001302	Pram.g_01529	Pras.g_01653
OG0001303	Pram.g_01196	Pras.g_01657
OG0001304	Pram.g_00897	Pras.g_01925
OG0001305	Pram.g_00892	Pras.g_01930
OG0001307	Pram.g_01214	Pras.g_01975
OG0001308	Pram.g_01275	Pras.g_00001
OG0001311	Pram.g_01106	Pras.g_00084
OG0001312	Pram.g_01476	Pras.g_00234
OG0001313	Pram.g_00357	Pras.g_00450
OG0001314	Pram.g_01655	Pras.g_00573
OG0001316	Pram.g_01809	Pras.g_00721
OG0001318	Pram.g_00127	Pras.g_00992
OG0001319	Pram.g_00225	Pras.g_01090
OG0001321	Pram.g_00576	Pras.g_01659
OG0001322	Pram.g_01189	Pras.g_01682
OG0001323	Pram.g_00723	Pras.g_01950
OG0001324	Pram.g_00625	Pras.g_01983
OG0001325	Pram.g_00648	Pras.g_00007
OG0001326	Pram.g_00629	Pras.g_00175
OG0001327	Pram.g_01276	Pras.g_00177
OG0001329	Pram.g_01922	Pras.g_00270
OG0001330	Pram.g_01289	Pras.g_00443
OG0001331	Pram.g_01628	Pras.g_00547
OG0001332	Pram.g_01680	Pras.g_00597
OG0001333	Pram.g_01774	Pras.g_00691
OG0001334	Pram.g_01835	Pras.g_00745
OG0001335	Pram.g_01872	Pras.g_00784
OG0001336	Pram.g_00114	Pras.g_00979
OG0001337	Pram.g_00104	Pras.g_00969
OG0001338	Pram.g_01246	Pras.g_00995
OG0001339	Pram.g_00188	Pras.g_01054
OG0001340	Pram.g_00236	Pras.g_01100
OG0001341	Pram.g_00249	Pras.g_01113
OG0001342	Pram.g_00268	Pras.g_01132
OG0001343	Pram.g_00334	Pras.g_01192
OG0001345	Pram.g_00369	Pras.g_01312
OG0001346	Pram.g_00408	Pras.g_01350
OG0001347	Pram.g_00422	Pras.g_01364
OG0001348	Pram.g_00680	Pras.g_01382
OG0001349	Pram.g_00446	Pras.g_01387
OG0001350	Pram.g_00451	Pras.g_01392
OG0001351	Pram.g_00515	Pras.g_01453
OG0001352	Pram.g_00772	Pras.g_01558
OG0001353	Pram.g_00211	Pras.g_01579
OG0001354	Pram.g_00904	Pras.g_01685, Pras.g_00884
OG0001355	Pram.g_00851	Pras.g_01741
OG0001356	Pram.g_00711	Pras.g_01786
OG0001357	Pram.g_00969	Pras.g_01888
OG0001358	Pram.g_00980	Pras.g_01909
OG0001359	Pram.g_01551	Pras.g_00027
OG0001360	Pram.g_01552	Pras.g_00028
OG0001361	Pram.g_01085	Pras.g_00107
OG0001362	Pram.g_01253	Pras.g_00152
OG0001364	Pram.g_01302	Pras.g_00423
OG0001365	Pram.g_00041	Pras.g_00482
OG0001366	Pram.g_01670	Pras.g_00587
OG0001368	Pram.g_01843	Pras.g_00752
OG0001369	Pram.g_00982	Pras.g_01911
OG0001371	Pram.g_00051	Pras.g_00919
OG0001372	Pram.g_00053	Pras.g_00920
OG0001373	Pram.g_00060	Pras.g_00926
OG0001374	Pram.g_00071	Pras.g_00938
OG0001375	Pram.g_00122	Pras.g_00986
OG0001376	Pram.g_00221	Pras.g_01086
OG0001377	Pram.g_00245	Pras.g_01108
OG0001378	Pram.g_00261	Pras.g_01124
OG0001379	Pram.g_01337	Pras.g_01215
OG0001382	Pram.g_00399	Pras.g_01338
OG0001383	Pram.g_00448	Pras.g_01389
OG0001384	Pram.g_00457	Pras.g_01397
OG0001385	Pram.g_01043	Pras.g_01542
OG0001386	Pram.g_00764	Pras.g_01550
OG0001387	Pram.g_00766	Pras.g_01552
OG0001388	Pram.g_00777	Pras.g_01562
OG0001389	Pram.g_01025	Pras.g_01611
OG0001390	Pram.g_01533	Pras.g_01647
OG0001391	Pram.g_00907	Pras.g_01687
OG0001392	Pram.g_00710	Pras.g_01785
OG0001393	Pram.g_00712	Pras.g_01787
OG0001394	Pram.g_00739	Pras.g_01806
OG0001395	Pram.g_00742	Pras.g_01809
OG0001397	Pram.g_00993	Pras.g_01919
OG0001398	Pram.g_00884	Pras.g_01938
OG0001399	Pram.g_00702	Pras.g_01948
OG0001400	Pram.g_01202	Pras.g_01956
OG0001401	Pram.g_00698	Pras.g_01963
OG0001402	Pram.g_01155	Pras.g_00042
OG0001403	Pram.g_01231	Pras.g_00210
OG0001404	Pram.g_00996	Pras.g_00241
OG0001405	Pram.g_01467	Pras.g_00251
OG0001406	Pram.g_01335	Pras.g_00390
OG0001407	Pram.g_01332	Pras.g_00393
OG0001408	Pram.g_01288	Pras.g_00444
OG0001409	Pram.g_01563	Pras.g_00457
OG0001414	Pram.g_01553	Pras.g_00913
OG0001415	Pram.g_00314	Pras.g_01178
OG0001416	Pram.g_00459	Pras.g_01399
OG0001417	Pram.g_00765	Pras.g_01551
OG0001418	Pram.g_00660	Pras.g_01660
OG0001419	Pram.g_00912	Pras.g_01691
OG0001420	Pram.g_00714	Pras.g_01789
OG0001422	Pram.g_00650	Pras.g_01953
OG0001423	Pram.g_01509	Pras.g_00029
OG0001424	Pram.g_01286	Pras.g_00121
OG0001425	Pram.g_01200	Pras.g_00462
OG0001426	Pram.g_01923	Pras.g_00827
OG0001431	Pram.g_00695	Pras.g_01954
OG0001438	Pram.g_00558	Pras.g_01496
OG0001440	Pram.g_00985	Pras.g_01913
OG0001441	Pram.g_01508	Pras.g_01993
OG0001442	Pram.g_01598	Pras.g_00017
OG0001443	Pram.g_01158	Pras.g_00039
OG0001445	Pram.g_01210	Pras.g_00167
OG0001446	Pram.g_00363	Pras.g_00169
OG0001447	Pram.g_01166	Pras.g_00170
OG0001449	Pram.g_01401	Pras.g_00292
OG0001451	Pram.g_00613	Pras.g_01276, Pras.g_01277
OG0001454	Pram.g_00392	Pras.g_01220
OG0001455	Pram.g_00637	Pras.g_00133
OG0001457	Pram.g_00797	Pras.g_01578
OG0001460	Pram.g_00581	Pras.g_01763
OG0001461	Pram.g_01032	Pras.g_01832
OG0001462	Pram.g_01179	Pras.g_01901
OG0001463	Pram.g_00398	Pras.g_01947
OG0001465	Pram.g_01197	Pras.g_00172
OG0001466	Pram.g_01277	Pras.g_00535
OG0001468	Pram.g_01800	Pras.g_00714
OG0001469	Pram.g_01142	Pras.g_00054
OG0001470	Pram.g_00308	Pras.g_01172
OG0001471	Pram.g_01576	Pras.g_01295
OG0001472	Pram.g_00878	Pras.g_01762
OG0001473	Pram.g_00906	Pras.g_01771
OG0001481	Pram.g_01121	Pras.g_00072
OG0001482	Pram.g_00362	Pras.g_00495, Pras.g_00510
OG0001485	Pram.g_01692	Pras.g_00610
OG0001489	Pram.g_01723	Pras.g_01228
OG0001490	Pram.g_01694	Pras.g_01255
OG0001492	Pram.g_00842	Pras.g_01733
OG0001504	Pram.g_00749	Pras.g_01816
OG0001507	Pram.g_01159	Pras.g_00038
OG0001510	Pram.g_01792	Pras.g_00706
OG0001516	Pram.g_01487	Pras.g_01882
OG0001519	Pram.g_00628	Pras.g_01241
OG0001521	Pram.g_00042	Pras.g_00612
OG0001522	Pram.g_01562, Pram.g_00682	Pras.g_00536
OG0001526	Pram.g_00716	Pras.g_01790
OG0001527	Pram.g_01515	Pras.g_01991
OG0001535	Pram.g_00875	Pras.g_01759
OG0001538	Pram.g_00666	Pras.g_00174
OG0001541	Pram.g_01414	Pras.g_00307, Pras.g_00298
OG0001544	Pram.g_01257	Pras.g_00130
OG0001545	Pram.g_00730	Pras.g_01797
OG0001579	Pram.g_01400	Pras.g_00293
OG0001605	Pram.g_01721	Pras.g_00635
OG0001617	Pram.g_01399	Pras.g_00225
OG0001619	Pram.g_01205	Pras.g_00239
OG0001621	Pram.g_01251	Pras.g_01663
OG0001627	Pram.g_01532	Pras.g_00229
OG0001630	Pram.g_01497	Pras.g_00323
OG0001631	Pram.g_00572	Pras.g_00115
OG0001637	Pram.g_00622, Pram.g_00647	Pras.g_01639
OG0001736	Pram.g_00750	Pras.g_01817
OG0001797	Pram.g_01555	Pras.g_00880
OG0001821	Pram.g_01609	Pras.g_00534
OG0001822	Pram.g_01444	Pras.g_00286
OG0001827	Pram.g_00626	Pras.g_00533
OG0001869	Pram.g_01493	Pras.g_00284, Pras.g_00287
OG0001878	Pram.g_01582	Pras.g_00888
OG0001965	Pram.g_01217	Pras.g_00908
OG0002111	Pram.g_01581	Pras.g_00887
OG0002235	Pram.g_01484, Pram.g_01481	Pras.g_00194
OG0002257	Pram.g_01424	Pras.g_00308
OG0003351	Pram.g_01379	Pras.g_00302
OG0003546	Pram.g_01416	Pras.g_00325
