Orthogroup	Syaj	Pral
OG0001114	Syaj.g_00860	Pral.g_01618
OG0001115	Syaj.g_00856	Pral.g_01616
OG0001116	Syaj.g_00854	Pral.g_01615
OG0001117	Syaj.g_00853	Pral.g_01614
OG0001118	Syaj.g_00852	Pral.g_01613
OG0001119	Syaj.g_00850	Pral.g_01612
OG0001120	Syaj.g_00846	Pral.g_01611
OG0001122	Syaj.g_00817	Pral.g_01593
OG0001123	Syaj.g_00810	Pral.g_01598
OG0001124	Syaj.g_00808	Pral.g_01600
OG0001125	Syaj.g_00806	Pral.g_01602
OG0001126	Syaj.g_00413	Pral.g_01571
OG0001127	Syaj.g_00414	Pral.g_01570
OG0001128	Syaj.g_00417	Pral.g_01569
OG0001129	Syaj.g_00419	Pral.g_01568
OG0001130	Syaj.g_00420	Pral.g_01567
OG0001131	Syaj.g_01070	Pral.g_01321
OG0001132	Syaj.g_01166	Pral.g_01033
OG0001133	Syaj.g_01302	Pral.g_01314
OG0001134	Syaj.g_00645	Pral.g_00056, Pral.g_00078
OG0001135	Syaj.g_00647	Pral.g_00075
OG0001136	Syaj.g_00300	Pral.g_01364
OG0001137	Syaj.g_00318	Pral.g_01377
OG0001138	Syaj.g_00620	Pral.g_01401
OG0001139	Syaj.g_00618	Pral.g_01403
OG0001141	Syaj.g_00616	Pral.g_01404
OG0001142	Syaj.g_00615	Pral.g_01405
OG0001143	Syaj.g_00602	Pral.g_01412
OG0001144	Syaj.g_00588	Pral.g_01417
OG0001145	Syaj.g_00276	Pral.g_01289
OG0001146	Syaj.g_01518	Pral.g_01277
OG0001147	Syaj.g_01438	Pral.g_01235
OG0001148	Syaj.g_00057	Pral.g_01220
OG0001149	Syaj.g_00056	Pral.g_01219
OG0001150	Syaj.g_00055	Pral.g_01218
OG0001151	Syaj.g_00043	Pral.g_01207
OG0001152	Syaj.g_00040	Pral.g_01206
OG0001153	Syaj.g_01425	Pral.g_01128
OG0001154	Syaj.g_01426	Pral.g_01127
OG0001155	Syaj.g_01637	Pral.g_01108
OG0001156	Syaj.g_01640	Pral.g_01105
OG0001157	Syaj.g_01641	Pral.g_01104
OG0001158	Syaj.g_01643	Pral.g_01103
OG0001159	Syaj.g_01644	Pral.g_01102
OG0001160	Syaj.g_01697	Pral.g_01076
OG0001161	Syaj.g_02148	Pral.g_00045
OG0001163	Syaj.g_01705	Pral.g_00098
OG0001164	Syaj.g_01711	Pral.g_00102
OG0001165	Syaj.g_01716	Pral.g_00105
OG0001166	Syaj.g_01746	Pral.g_00126
OG0001167	Syaj.g_01592	Pral.g_00143
OG0001168	Syaj.g_01594	Pral.g_00145
OG0001169	Syaj.g_01596	Pral.g_00147
OG0001170	Syaj.g_01597	Pral.g_00149
OG0001171	Syaj.g_01607	Pral.g_00160
OG0001172	Syaj.g_02641	Pral.g_00175
OG0001173	Syaj.g_02642	Pral.g_00176
OG0001174	Syaj.g_02650	Pral.g_00184
OG0001175	Syaj.g_02651	Pral.g_00185
OG0001176	Syaj.g_02688	Pral.g_00194
OG0001177	Syaj.g_02685	Pral.g_00196
OG0001178	Syaj.g_01726	Pral.g_00112
OG0001179	Syaj.g_02719	Pral.g_00226
OG0001180	Syaj.g_02744	Pral.g_00249
OG0001181	Syaj.g_02748	Pral.g_00253
OG0001182	Syaj.g_02757	Pral.g_00261
OG0001183	Syaj.g_02762	Pral.g_00267
OG0001184	Syaj.g_02449	Pral.g_00284
OG0001185	Syaj.g_02423	Pral.g_00300
OG0001186	Syaj.g_02339	Pral.g_00324
OG0001187	Syaj.g_02369	Pral.g_00327
OG0001188	Syaj.g_02336	Pral.g_00329
OG0001189	Syaj.g_02318	Pral.g_00346
OG0001190	Syaj.g_02111	Pral.g_00351
OG0001191	Syaj.g_02128	Pral.g_00361
OG0001192	Syaj.g_02138	Pral.g_00366
OG0001193	Syaj.g_02178	Pral.g_00380
OG0001194	Syaj.g_02180	Pral.g_00381
OG0001195	Syaj.g_02181	Pral.g_00382
OG0001196	Syaj.g_02244	Pral.g_00398
OG0001197	Syaj.g_02246	Pral.g_00400
OG0001198	Syaj.g_02259	Pral.g_00407
OG0001200	Syaj.g_01827	Pral.g_00971
OG0001201	Syaj.g_01888	Pral.g_00939
OG0001203	Syaj.g_02877	Pral.g_00802
OG0001205	Syaj.g_01545	Pral.g_00648
OG0001206	Syaj.g_01484	Pral.g_00626
OG0001207	Syaj.g_00061	Pral.g_00615
OG0001208	Syaj.g_00074	Pral.g_00609
OG0001209	Syaj.g_00147	Pral.g_00555
OG0001210	Syaj.g_00158	Pral.g_00550
OG0001211	Syaj.g_00184	Pral.g_00540
OG0001212	Syaj.g_00246	Pral.g_00493
OG0001214	Syaj.g_01281	Pral.g_01438
OG0001215	Syaj.g_00492	Pral.g_01751
OG0001216	Syaj.g_00958	Pral.g_01727
OG0001218	Syaj.g_01434	Pral.g_01308
OG0001219	Syaj.g_00782	Pral.g_01660
OG0001220	Syaj.g_00345	Pral.g_01542
OG0001221	Syaj.g_01067	Pral.g_01788
OG0001222	Syaj.g_00911	Pral.g_01605
OG0001223	Syaj.g_00844	Pral.g_01610
OG0001224	Syaj.g_00423	Pral.g_01565
OG0001225	Syaj.g_00425	Pral.g_01563
OG0001227	Syaj.g_02152	Pral.g_01327
OG0001228	Syaj.g_01565	Pral.g_01421
OG0001229	Syaj.g_00451	Pral.g_01299
OG0001232	Syaj.g_01757	Pral.g_00130
OG0001233	Syaj.g_01598	Pral.g_00150
OG0001234	Syaj.g_02655	Pral.g_00188
OG0001235	Syaj.g_02679	Pral.g_00192
OG0001236	Syaj.g_02453	Pral.g_00281
OG0001237	Syaj.g_02447	Pral.g_00285
OG0001239	Syaj.g_01822	Pral.g_00976
OG0001240	Syaj.g_01871	Pral.g_00954
OG0001242	Syaj.g_01913	Pral.g_00926
OG0001243	Syaj.g_01926	Pral.g_00919
OG0001244	Syaj.g_01960	Pral.g_00904
OG0001246	Syaj.g_00100	Pral.g_00016, Pral.g_00586
OG0001247	Syaj.g_00973	Pral.g_01758
OG0001248	Syaj.g_00978	Pral.g_01756
OG0001250	Syaj.g_00375	Pral.g_01529
OG0001251	Syaj.g_02187	Pral.g_01819
OG0001253	Syaj.g_01165	Pral.g_01032
OG0001254	Syaj.g_00646	Pral.g_00076
OG0001256	Syaj.g_01704	Pral.g_01069
OG0001258	Syaj.g_01714	Pral.g_00103
OG0001260	Syaj.g_01617	Pral.g_00166
OG0001261	Syaj.g_02728	Pral.g_00234
OG0001262	Syaj.g_02320	Pral.g_00344
OG0001263	Syaj.g_01929	Pral.g_00917
OG0001265	Syaj.g_01911	Pral.g_00927
OG0001266	Syaj.g_02036	Pral.g_00841
OG0001267	Syaj.g_02565	Pral.g_00759
OG0001268	Syaj.g_02811	Pral.g_00693
OG0001270	Syaj.g_01558	Pral.g_00660
OG0001271	Syaj.g_01447	Pral.g_00620
OG0001272	Syaj.g_00078	Pral.g_00605
OG0001273	Syaj.g_01288	Pral.g_01432
OG0001274	Syaj.g_02077	Pral.g_00818
OG0001275	Syaj.g_00827	Pral.g_01585
OG0001276	Syaj.g_00811	Pral.g_01597
OG0001277	Syaj.g_02227	Pral.g_01703
OG0001278	Syaj.g_00575	Pral.g_01425
OG0001279	Syaj.g_01356	Pral.g_00024
OG0001280	Syaj.g_01508	Pral.g_01282
OG0001281	Syaj.g_01519	Pral.g_01276
OG0001282	Syaj.g_00058	Pral.g_01221
OG0001283	Syaj.g_02238	Pral.g_00394
OG0001284	Syaj.g_01688	Pral.g_01082
OG0001285	Syaj.g_01170	Pral.g_00133
OG0001286	Syaj.g_02742	Pral.g_00247
OG0001287	Syaj.g_02415	Pral.g_00307
OG0001288	Syaj.g_02394	Pral.g_00317
OG0001289	Syaj.g_01845	Pral.g_00960
OG0001290	Syaj.g_01880	Pral.g_00946
OG0001291	Syaj.g_01939	Pral.g_00909
OG0001292	Syaj.g_02616	Pral.g_00791
OG0001293	Syaj.g_02594	Pral.g_00778
OG0001294	Syaj.g_00722	Pral.g_00025
OG0001296	Syaj.g_00106	Pral.g_00581
OG0001297	Syaj.g_00110	Pral.g_00576
OG0001298	Syaj.g_00221	Pral.g_00511
OG0001299	Syaj.g_00716	Pral.g_01468
OG0001300	Syaj.g_00479	Pral.g_01747
OG0001301	Syaj.g_00440	Pral.g_01742
OG0001302	Syaj.g_01251	Pral.g_01663
OG0001304	Syaj.g_00795	Pral.g_01577
OG0001305	Syaj.g_00433	Pral.g_01557
OG0001306	Syaj.g_00285	Pral.g_01352
OG0001307	Syaj.g_02672	Pral.g_01238
OG0001309	Syaj.g_00116	Pral.g_00572
OG0001310	Syaj.g_01735	Pral.g_00120
OG0001311	Syaj.g_00809	Pral.g_01599
OG0001312	Syaj.g_00931	Pral.g_01651
OG0001313	Syaj.g_01471, Syaj.g_01472	Pral.g_01673
OG0001315	Syaj.g_02760	Pral.g_01326
OG0001316	Syaj.g_01946	Pral.g_00905
OG0001317	Syaj.g_02857	Pral.g_00806
OG0001319	Syaj.g_02576	Pral.g_00766
OG0001321	Syaj.g_01528	Pral.g_00642
OG0001322	Syaj.g_01527	Pral.g_00641
OG0001323	Syaj.g_00119	Pral.g_00570
OG0001324	Syaj.g_00478	Pral.g_01746
OG0001325	Syaj.g_00953	Pral.g_01724
OG0001327	Syaj.g_00729	Pral.g_01810
OG0001330	Syaj.g_01501	Pral.g_01047
OG0001332	Syaj.g_01631	Pral.g_01112
OG0001333	Syaj.g_01593	Pral.g_00144
OG0001334	Syaj.g_02770	Pral.g_00270
OG0001335	Syaj.g_02771	Pral.g_00271
OG0001336	Syaj.g_02239	Pral.g_00395
OG0001337	Syaj.g_02795, Syaj.g_02786	Pral.g_00707
OG0001338	Syaj.g_02780, Syaj.g_02767, Syaj.g_00584, Syaj.g_02790	Pral.g_00704
OG0001339	Syaj.g_01883	Pral.g_00943
OG0001340	Syaj.g_02787	Pral.g_00706
OG0001341	Syaj.g_00449	Pral.g_01304
OG0001343	Syaj.g_02184	Pral.g_01822
OG0001344	Syaj.g_00307	Pral.g_01371
OG0001345	Syaj.g_00337	Pral.g_01389
OG0001346	Syaj.g_01512	Pral.g_01280
OG0001348	Syaj.g_00393	Pral.g_01303
OG0001350	Syaj.g_02876	Pral.g_00803
OG0001351	Syaj.g_00272	Pral.g_00634
OG0001352	Syaj.g_00136	Pral.g_01762
OG0001353	Syaj.g_00386	Pral.g_01520
OG0001354	Syaj.g_00857	Pral.g_01617
OG0001355	Syaj.g_01244	Pral.g_01040
OG0001358	Syaj.g_01309	Pral.g_00467
OG0001359	Syaj.g_02183	Pral.g_01821
OG0001361	Syaj.g_00334	Pral.g_01386
OG0001362	Syaj.g_01396	Pral.g_01147
OG0001363	Syaj.g_01398	Pral.g_01145
OG0001364	Syaj.g_02473	Pral.g_00273
OG0001368	Syaj.g_02622	Pral.g_01899, Pral.g_01702
OG0001369	Syaj.g_01870	Pral.g_00955
OG0001375	Syaj.g_02185	Pral.g_01823
OG0001379	Syaj.g_01503	Pral.g_01287
OG0001381	Syaj.g_00405, Syaj.g_02663	Pral.g_01343
OG0001394	Syaj.g_01059	Pral.g_01784
OG0001397	Syaj.g_01397	Pral.g_01146
OG0001398	Syaj.g_01116	Pral.g_01710
OG0001401	Syaj.g_00381	Pral.g_01672
OG0001402	Syaj.g_01304	Pral.g_00463
OG0001403	Syaj.g_02297	Pral.g_01013
OG0001404	Syaj.g_01817	Pral.g_00979
OG0001405	Syaj.g_02773	Pral.g_00713
OG0001407	Syaj.g_00137	Pral.g_00051
OG0001410	Syaj.g_02673	Pral.g_01237
OG0001414	Syaj.g_02664	Pral.g_00812
OG0001419	Syaj.g_00138	Pral.g_00052
OG0001421	Syaj.g_01235, Syaj.g_01167	Pral.g_01068
OG0001425	Syaj.g_02137	Pral.g_00365
OG0001430	Syaj.g_02104	Pral.g_01309
OG0001434	Syaj.g_01054	Pral.g_01779
OG0001435	Syaj.g_00736	Pral.g_01803
OG0001438	Syaj.g_02550	Pral.g_00745
OG0001443	Syaj.g_02145	Pral.g_01300
OG0001446	Syaj.g_00527	Pral.g_00048
OG0001448	Syaj.g_01813	Pral.g_01851
OG0001452	Syaj.g_02607	Pral.g_01817
OG0001453	Syaj.g_00838	Pral.g_00989
OG0001463	Syaj.g_00403	Pral.g_00752
OG0001464	Syaj.g_02788	Pral.g_00705
OG0001465	Syaj.g_00968	Pral.g_01735
OG0001487	Syaj.g_01433	Pral.g_01120
OG0001489	Syaj.g_02753	Pral.g_00258
OG0001494	Syaj.g_02353	Pral.g_01255, Pral.g_01252
OG0001498	Syaj.g_02830	Pral.g_00675
OG0001499	Syaj.g_01211	Pral.g_01846
OG0001505	Syaj.g_02359	Pral.g_00638
OG0001510	Syaj.g_02410	Pral.g_00311
OG0001511	Syaj.g_01896	Pral.g_00935
OG0001512	Syaj.g_02878	Pral.g_01297
OG0001515	Syaj.g_00483	Pral.g_01749
OG0001516	Syaj.g_00713	Pral.g_01465
OG0001517	Syaj.g_02806	Pral.g_00697
OG0001518	Syaj.g_02132	Pral.g_00364
OG0001519	Syaj.g_02147	Pral.g_00369
OG0001522	Syaj.g_00385	Pral.g_01521
OG0001523	Syaj.g_00673	Pral.g_00073
OG0001524	Syaj.g_00672	Pral.g_00072
OG0001527	Syaj.g_00198	Pral.g_00526
OG0001529	Syaj.g_02311	Pral.g_01004
OG0001530	Syaj.g_01894	Pral.g_00936
OG0001531	Syaj.g_02879	Pral.g_00801
OG0001532	Syaj.g_00619	Pral.g_01402
OG0001534	Syaj.g_00794	Pral.g_01576
OG0001535	Syaj.g_00813	Pral.g_01596
OG0001536	Syaj.g_00903	Pral.g_01631
OG0001537	Syaj.g_01066	Pral.g_01787
OG0001538	Syaj.g_01018	Pral.g_01493
OG0001539	Syaj.g_00731	Pral.g_01808
OG0001540	Syaj.g_01931	Pral.g_00915
OG0001541	Syaj.g_02002	Pral.g_00864
OG0001542	Syaj.g_02011	Pral.g_00858
OG0001543	Syaj.g_02057	Pral.g_01305
OG0001544	Syaj.g_02146	Pral.g_00368
OG0001545	Syaj.g_02226	Pral.g_00385
OG0001548	Syaj.g_01222	Pral.g_01858
OG0001557	Syaj.g_01058	Pral.g_01783
OG0001558	Syaj.g_02282	Pral.g_00667
OG0001559	Syaj.g_01893	Pral.g_00937
OG0001560	Syaj.g_01879	Pral.g_00947
OG0001561	Syaj.g_00807	Pral.g_01601
OG0001562	Syaj.g_00821	Pral.g_01589
OG0001563	Syaj.g_02737	Pral.g_00242
OG0001574	Syaj.g_00196	Pral.g_00528
OG0001575	Syaj.g_00201	Pral.g_00523
OG0001576	Syaj.g_00266	Pral.g_01268
OG0001577	Syaj.g_00298	Pral.g_01362
OG0001579	Syaj.g_02777	Pral.g_00709
OG0001580	Syaj.g_02100	Pral.g_00997
OG0001588	Syaj.g_02467	Pral.g_01229
OG0001589	Syaj.g_01600	Pral.g_00153
OG0001592	Syaj.g_02101	Pral.g_00998
OG0001602	Syaj.g_00969	Pral.g_01736
OG0001614	Syaj.g_02425	Pral.g_00299
OG0001616	Syaj.g_00642	Pral.g_01392
OG0001617	Syaj.g_00475	Pral.g_01745
OG0001619	Syaj.g_00914	Pral.g_01641
OG0001620	Syaj.g_02818	Pral.g_00689
OG0001621	Syaj.g_02606	Pral.g_00786
OG0001622	Syaj.g_02237	Pral.g_00393
OG0001636	Syaj.g_02303	Pral.g_01010
OG0001638	Syaj.g_01733	Pral.g_00118
OG0001639	Syaj.g_01636	Pral.g_01109
OG0001640	Syaj.g_00411	Pral.g_01572
OG0001642	Syaj.g_00347	Pral.g_01540
OG0001644	Syaj.g_00941	Pral.g_01714
OG0001652	Syaj.g_02280	Pral.g_01678
OG0001654	Syaj.g_01634	Pral.g_01111
OG0001655	Syaj.g_01238	Pral.g_01302
OG0001656	Syaj.g_02776	Pral.g_00710
OG0001657	Syaj.g_01976	Pral.g_00889
OG0001658	Syaj.g_02110	Pral.g_01002
OG0001659	Syaj.g_00634	Pral.g_00433
OG0001671	Syaj.g_02062	Pral.g_01685
OG0001673	Syaj.g_02855	Pral.g_00808
OG0001676	Syaj.g_02779	Pral.g_00708
OG0001678	Syaj.g_02640	Pral.g_00174
OG0001679	Syaj.g_00205	Pral.g_00703
OG0001691	Syaj.g_01312	Pral.g_01574
OG0001692	Syaj.g_01374	Pral.g_01170
OG0001694	Syaj.g_02563	Pral.g_00757
OG0001703	Syaj.g_00062	Pral.g_00614
OG0001713	Syaj.g_00314	Pral.g_01375
OG0001717	Syaj.g_01988	Pral.g_00876
OG0001729	Syaj.g_02885	Pral.g_00798
OG0001731	Syaj.g_01663	Pral.g_01096
OG0001737	Syaj.g_02544	Pral.g_01686
OG0001748	Syaj.g_02064	Pral.g_01684
OG0001761	Syaj.g_01328	Pral.g_00473
OG0001770	Syaj.g_02409	Pral.g_00001, Pral.g_00027, Pral.g_00028
OG0001782	Syaj.g_02355	Pral.g_01045
OG0001795	Syaj.g_02873	Pral.g_01836
OG0001803	Syaj.g_01549	Pral.g_00652
OG0001810	Syaj.g_01944	Pral.g_01688
OG0001813	Syaj.g_02164	Pral.g_00372
OG0001816	Syaj.g_00728	Pral.g_01811
OG0001837	Syaj.g_02063	Pral.g_01683
OG0001907	Syaj.g_01955	Pral.g_01056
OG0001916	Syaj.g_00089	Pral.g_00594
OG0001936	Syaj.g_01233	Pral.g_00069
OG0001956	Syaj.g_02662	Pral.g_01547
OG0002097	Syaj.g_02340	Pral.g_01194
OG0002154	Syaj.g_01956	Pral.g_01224
OG0002247	Syaj.g_00210	Pral.g_00517
OG0002274	Syaj.g_02341	Pral.g_01196
OG0002397	Syaj.g_01136	Pral.g_01668
OG0002490	Syaj.g_02350	Pral.g_00640
OG0002579	Syaj.g_01957	Pral.g_01225
OG0002837	Syaj.g_00696	Pral.g_00002, Pral.g_00097
OG0003399	Syaj.g_00694	Pral.g_00003
