Orthogroup	Syaj	Prat
OG0001110	Syaj.g_00866	Prat.g_00901
OG0001111	Syaj.g_00864	Prat.g_00902
OG0001112	Syaj.g_00862	Prat.g_00903
OG0001113	Syaj.g_00861	Prat.g_00904
OG0001114	Syaj.g_00860	Prat.g_00905
OG0001115	Syaj.g_00856	Prat.g_00907
OG0001116	Syaj.g_00854	Prat.g_00908
OG0001117	Syaj.g_00853	Prat.g_00909
OG0001118	Syaj.g_00852	Prat.g_00910
OG0001119	Syaj.g_00850	Prat.g_00911
OG0001120	Syaj.g_00846	Prat.g_00913
OG0001122	Syaj.g_00817	Prat.g_00932
OG0001123	Syaj.g_00810	Prat.g_00937
OG0001124	Syaj.g_00808	Prat.g_00939
OG0001125	Syaj.g_00806	Prat.g_00941
OG0001126	Syaj.g_00413	Prat.g_00955
OG0001127	Syaj.g_00414	Prat.g_00956
OG0001128	Syaj.g_00417	Prat.g_00957
OG0001129	Syaj.g_00419	Prat.g_00958
OG0001130	Syaj.g_00420	Prat.g_00959
OG0001131	Syaj.g_01070	Prat.g_01204
OG0001132	Syaj.g_01166	Prat.g_01479
OG0001133	Syaj.g_01302	Prat.g_01211
OG0001134	Syaj.g_00645	Prat.g_01495, Prat.g_01561
OG0001135	Syaj.g_00647	Prat.g_01557
OG0001136	Syaj.g_00300	Prat.g_01158
OG0001137	Syaj.g_00318	Prat.g_01147
OG0001138	Syaj.g_00620	Prat.g_01126
OG0001139	Syaj.g_00618	Prat.g_01124
OG0001141	Syaj.g_00616	Prat.g_01123
OG0001142	Syaj.g_00615	Prat.g_01122
OG0001143	Syaj.g_00602	Prat.g_01115
OG0001144	Syaj.g_00588	Prat.g_01110
OG0001145	Syaj.g_00276	Prat.g_01241
OG0001146	Syaj.g_01518	Prat.g_01253
OG0001147	Syaj.g_01438	Prat.g_01287
OG0001148	Syaj.g_00057	Prat.g_01293
OG0001149	Syaj.g_00056	Prat.g_01294
OG0001150	Syaj.g_00055	Prat.g_01295
OG0001151	Syaj.g_00043	Prat.g_01306
OG0001152	Syaj.g_00040	Prat.g_01307
OG0001153	Syaj.g_01425	Prat.g_01387
OG0001154	Syaj.g_01426	Prat.g_01388
OG0001155	Syaj.g_01637	Prat.g_01407
OG0001156	Syaj.g_01640	Prat.g_01410
OG0001157	Syaj.g_01641	Prat.g_01411
OG0001158	Syaj.g_01643	Prat.g_01412
OG0001159	Syaj.g_01644	Prat.g_01413
OG0001160	Syaj.g_01697	Prat.g_01439
OG0001161	Syaj.g_02148	Prat.g_01502
OG0001162	Syaj.g_00979	Prat.g_01500
OG0001163	Syaj.g_01705	Prat.g_01583
OG0001164	Syaj.g_01711	Prat.g_01587
OG0001165	Syaj.g_01716	Prat.g_01590
OG0001166	Syaj.g_01746	Prat.g_01610
OG0001167	Syaj.g_01592	Prat.g_01628
OG0001168	Syaj.g_01594	Prat.g_01630
OG0001169	Syaj.g_01596	Prat.g_01632
OG0001170	Syaj.g_01597	Prat.g_01634
OG0001171	Syaj.g_01607	Prat.g_01645
OG0001172	Syaj.g_02641	Prat.g_01660
OG0001173	Syaj.g_02642	Prat.g_01661
OG0001174	Syaj.g_02650	Prat.g_01669
OG0001175	Syaj.g_02651	Prat.g_01670
OG0001176	Syaj.g_02688	Prat.g_01678
OG0001177	Syaj.g_02685	Prat.g_01680
OG0001178	Syaj.g_01726	Prat.g_01597
OG0001179	Syaj.g_02719	Prat.g_01710
OG0001180	Syaj.g_02744	Prat.g_01732
OG0001181	Syaj.g_02748	Prat.g_01736
OG0001182	Syaj.g_02757	Prat.g_01745
OG0001183	Syaj.g_02762	Prat.g_01749
OG0001184	Syaj.g_02449	Prat.g_01766
OG0001185	Syaj.g_02423	Prat.g_01783
OG0001186	Syaj.g_02339	Prat.g_01807
OG0001187	Syaj.g_02369	Prat.g_01810
OG0001188	Syaj.g_02336	Prat.g_01812
OG0001189	Syaj.g_02318	Prat.g_01829
OG0001190	Syaj.g_02111	Prat.g_01834
OG0001191	Syaj.g_02128	Prat.g_01844
OG0001192	Syaj.g_02138	Prat.g_01849
OG0001193	Syaj.g_02178	Prat.g_01863
OG0001194	Syaj.g_02180	Prat.g_01864
OG0001195	Syaj.g_02181	Prat.g_01865
OG0001196	Syaj.g_02244	Prat.g_01881
OG0001197	Syaj.g_02246	Prat.g_01883
OG0001198	Syaj.g_02259	Prat.g_01890
OG0001200	Syaj.g_01827	Prat.g_00073
OG0001201	Syaj.g_01888	Prat.g_00105
OG0001202	Syaj.g_02032	Prat.g_00201
OG0001203	Syaj.g_02877	Prat.g_00243
OG0001205	Syaj.g_01545	Prat.g_00406
OG0001206	Syaj.g_01484	Prat.g_00425
OG0001207	Syaj.g_00061	Prat.g_00436
OG0001208	Syaj.g_00074	Prat.g_00442
OG0001209	Syaj.g_00147	Prat.g_00497
OG0001210	Syaj.g_00158	Prat.g_00501
OG0001211	Syaj.g_00184	Prat.g_00511
OG0001212	Syaj.g_00246	Prat.g_00558
OG0001214	Syaj.g_01281	Prat.g_01088
OG0001215	Syaj.g_00492	Prat.g_00764
OG0001216	Syaj.g_00958	Prat.g_00790
OG0001218	Syaj.g_01434	Prat.g_01217
OG0001219	Syaj.g_00782	Prat.g_00863
OG0001220	Syaj.g_00345	Prat.g_00984
OG0001221	Syaj.g_01067	Prat.g_00728
OG0001222	Syaj.g_00911	Prat.g_00944
OG0001223	Syaj.g_00844	Prat.g_00914
OG0001224	Syaj.g_00423	Prat.g_00961
OG0001225	Syaj.g_00425	Prat.g_00963
OG0001227	Syaj.g_02152	Prat.g_01197
OG0001228	Syaj.g_01565	Prat.g_01106
OG0001229	Syaj.g_00451	Prat.g_01228
OG0001232	Syaj.g_01757	Prat.g_01614
OG0001233	Syaj.g_01598	Prat.g_01635
OG0001234	Syaj.g_02655	Prat.g_01672
OG0001235	Syaj.g_02679	Prat.g_01676
OG0001236	Syaj.g_02453	Prat.g_01763
OG0001237	Syaj.g_02447	Prat.g_01767
OG0001239	Syaj.g_01822	Prat.g_00068
OG0001240	Syaj.g_01871	Prat.g_00090
OG0001243	Syaj.g_01926	Prat.g_00125
OG0001244	Syaj.g_01960	Prat.g_00140
OG0001246	Syaj.g_00100	Prat.g_01485, Prat.g_00467
OG0001247	Syaj.g_00973	Prat.g_00757
OG0001248	Syaj.g_00978	Prat.g_00759
OG0001250	Syaj.g_00375	Prat.g_00997
OG0001251	Syaj.g_02187	Prat.g_00695
OG0001253	Syaj.g_01165	Prat.g_01480
OG0001254	Syaj.g_00646	Prat.g_01559
OG0001256	Syaj.g_01704	Prat.g_01446
OG0001258	Syaj.g_01714	Prat.g_01588
OG0001260	Syaj.g_01617	Prat.g_01651
OG0001261	Syaj.g_02728	Prat.g_01717
OG0001262	Syaj.g_02320	Prat.g_01827
OG0001263	Syaj.g_01929	Prat.g_00127
OG0001265	Syaj.g_01911	Prat.g_00117
OG0001266	Syaj.g_02036	Prat.g_00205
OG0001267	Syaj.g_02565	Prat.g_00287
OG0001268	Syaj.g_02811	Prat.g_00353
OG0001270	Syaj.g_01558	Prat.g_00394
OG0001271	Syaj.g_01447	Prat.g_00431
OG0001272	Syaj.g_00078	Prat.g_00446
OG0001273	Syaj.g_01288	Prat.g_01095
OG0001274	Syaj.g_02077	Prat.g_00228
OG0001275	Syaj.g_00827	Prat.g_00922
OG0001276	Syaj.g_00811	Prat.g_00936
OG0001277	Syaj.g_02227	Prat.g_00817
OG0001278	Syaj.g_00575	Prat.g_01102
OG0001279	Syaj.g_01356	Prat.g_00828
OG0001280	Syaj.g_01508	Prat.g_01248
OG0001281	Syaj.g_01519	Prat.g_01254
OG0001282	Syaj.g_00058	Prat.g_01292
OG0001283	Syaj.g_02238	Prat.g_01877
OG0001284	Syaj.g_01688	Prat.g_01433
OG0001285	Syaj.g_01170	Prat.g_01617
OG0001286	Syaj.g_02742	Prat.g_01730
OG0001287	Syaj.g_02415	Prat.g_01790
OG0001288	Syaj.g_02394	Prat.g_01800
OG0001289	Syaj.g_01845	Prat.g_00085
OG0001290	Syaj.g_01880	Prat.g_00098
OG0001291	Syaj.g_01939	Prat.g_00135
OG0001292	Syaj.g_02616	Prat.g_00254
OG0001293	Syaj.g_02594	Prat.g_00268
OG0001294	Syaj.g_00722	Prat.g_01546
OG0001295	Syaj.g_00161	Prat.g_01215
OG0001296	Syaj.g_00106	Prat.g_00472
OG0001297	Syaj.g_00110	Prat.g_00477
OG0001298	Syaj.g_00221	Prat.g_00541
OG0001299	Syaj.g_00716	Prat.g_01057
OG0001300	Syaj.g_00479	Prat.g_00768
OG0001301	Syaj.g_00440	Prat.g_00773
OG0001302	Syaj.g_01251	Prat.g_00859
OG0001303	Syaj.g_00784	Prat.g_01550
OG0001304	Syaj.g_00795	Prat.g_00949
OG0001305	Syaj.g_00433	Prat.g_00969
OG0001306	Syaj.g_00285	Prat.g_01170
OG0001307	Syaj.g_02672	Prat.g_01283
OG0001309	Syaj.g_00116	Prat.g_00481
OG0001310	Syaj.g_01735	Prat.g_01604
OG0001311	Syaj.g_00809	Prat.g_00938
OG0001312	Syaj.g_00931	Prat.g_00872
OG0001313	Syaj.g_01471, Syaj.g_01472	Prat.g_00849
OG0001316	Syaj.g_01946	Prat.g_00139
OG0001317	Syaj.g_02857	Prat.g_00239
OG0001319	Syaj.g_02576	Prat.g_00280
OG0001321	Syaj.g_01528	Prat.g_00413
OG0001322	Syaj.g_01527	Prat.g_00414
OG0001324	Syaj.g_00478	Prat.g_00769
OG0001325	Syaj.g_00953	Prat.g_00793
OG0001327	Syaj.g_00729	Prat.g_00704
OG0001329	Syaj.g_00028	Prat.g_01542
OG0001330	Syaj.g_01501	Prat.g_01468
OG0001332	Syaj.g_01631	Prat.g_01403
OG0001333	Syaj.g_01593	Prat.g_01629
OG0001334	Syaj.g_02770	Prat.g_01752
OG0001335	Syaj.g_02771	Prat.g_01753
OG0001336	Syaj.g_02239	Prat.g_01878
OG0001337	Syaj.g_02795, Syaj.g_02786	Prat.g_00339
OG0001338	Syaj.g_02780, Syaj.g_02767, Syaj.g_00584, Syaj.g_02790	Prat.g_00342
OG0001339	Syaj.g_01883	Prat.g_00101
OG0001340	Syaj.g_02787	Prat.g_00340
OG0001341	Syaj.g_00449	Prat.g_01225
OG0001343	Syaj.g_02184	Prat.g_00692
OG0001344	Syaj.g_00307	Prat.g_01152
OG0001346	Syaj.g_01512	Prat.g_01250
OG0001348	Syaj.g_00393	Prat.g_00827
OG0001350	Syaj.g_02876	Prat.g_00242
OG0001351	Syaj.g_00272	Prat.g_00416
OG0001352	Syaj.g_00136	Prat.g_00753
OG0001353	Syaj.g_00386	Prat.g_01005
OG0001354	Syaj.g_00857	Prat.g_00906
OG0001359	Syaj.g_02183	Prat.g_00693
OG0001361	Syaj.g_00334	Prat.g_01138
OG0001362	Syaj.g_01396	Prat.g_01367
OG0001363	Syaj.g_01398	Prat.g_01369
OG0001364	Syaj.g_02473	Prat.g_01755
OG0001368	Syaj.g_02622	Prat.g_00632, Prat.g_00818
OG0001369	Syaj.g_01870	Prat.g_01269
OG0001370	Syaj.g_01672, Syaj.g_01171, Syaj.g_01252	Prat.g_00422
OG0001375	Syaj.g_02185	Prat.g_00691
OG0001379	Syaj.g_01503	Prat.g_01243
OG0001381	Syaj.g_00405, Syaj.g_02663	Prat.g_01181
OG0001394	Syaj.g_01059	Prat.g_00732
OG0001397	Syaj.g_01397	Prat.g_01368
OG0001398	Syaj.g_01116	Prat.g_00810
OG0001401	Syaj.g_00381	Prat.g_00850
OG0001402	Syaj.g_01304	Prat.g_00588
OG0001403	Syaj.g_02297	Prat.g_00032
OG0001404	Syaj.g_01817	Prat.g_00065
OG0001405	Syaj.g_02773	Prat.g_00333
OG0001407	Syaj.g_00137	Prat.g_01521
OG0001410	Syaj.g_02673	Prat.g_01284
OG0001414	Syaj.g_02664	Prat.g_00233
OG0001416	Syaj.g_01516	Prat.g_00421
OG0001419	Syaj.g_00138	Prat.g_01522
OG0001421	Syaj.g_01235, Syaj.g_01167	Prat.g_01447
OG0001425	Syaj.g_02137	Prat.g_01848
OG0001428	Syaj.g_01993	Prat.g_00173
OG0001430	Syaj.g_02104	Prat.g_01216
OG0001434	Syaj.g_01054	Prat.g_00737
OG0001435	Syaj.g_00736	Prat.g_00711
OG0001438	Syaj.g_02550	Prat.g_00301
OG0001443	Syaj.g_02145	Prat.g_01227
OG0001446	Syaj.g_00527	Prat.g_01504
OG0001448	Syaj.g_01813	Prat.g_00658
OG0001452	Syaj.g_02607	Prat.g_00697
OG0001463	Syaj.g_00403	Prat.g_00294
OG0001464	Syaj.g_02788	Prat.g_00341
OG0001465	Syaj.g_00968	Prat.g_00779
OG0001477	Syaj.g_00444	Prat.g_01515, Prat.g_01514
OG0001487	Syaj.g_01433	Prat.g_01395
OG0001489	Syaj.g_02753	Prat.g_01741
OG0001494	Syaj.g_02353	Prat.g_01271
OG0001496	Syaj.g_00446	Prat.g_01512
OG0001497	Syaj.g_00445	Prat.g_01513
OG0001498	Syaj.g_02830	Prat.g_00371
OG0001499	Syaj.g_01211	Prat.g_00667
OG0001510	Syaj.g_02410	Prat.g_01794
OG0001511	Syaj.g_01896	Prat.g_00109
OG0001512	Syaj.g_02878	Prat.g_01231
OG0001514	Syaj.g_00447	Prat.g_01511
OG0001515	Syaj.g_00483	Prat.g_00766
OG0001516	Syaj.g_00713	Prat.g_01060
OG0001517	Syaj.g_02806	Prat.g_01328, Prat.g_00349
OG0001518	Syaj.g_02132	Prat.g_01847
OG0001519	Syaj.g_02147	Prat.g_01852
OG0001523	Syaj.g_00673	Prat.g_01555
OG0001524	Syaj.g_00672	Prat.g_01554
OG0001527	Syaj.g_00198	Prat.g_00526
OG0001529	Syaj.g_02311	Prat.g_00043
OG0001530	Syaj.g_01894	Prat.g_00108
OG0001531	Syaj.g_02879	Prat.g_00244
OG0001532	Syaj.g_00619	Prat.g_01125
OG0001534	Syaj.g_00794	Prat.g_00950
OG0001535	Syaj.g_00813	Prat.g_00935
OG0001536	Syaj.g_00903	Prat.g_00892
OG0001537	Syaj.g_01066	Prat.g_00729
OG0001538	Syaj.g_01018	Prat.g_01032
OG0001539	Syaj.g_00731	Prat.g_00706
OG0001540	Syaj.g_01931	Prat.g_00129
OG0001541	Syaj.g_02002	Prat.g_00181
OG0001542	Syaj.g_02011	Prat.g_00187
OG0001543	Syaj.g_02057	Prat.g_01221
OG0001544	Syaj.g_02146	Prat.g_01851
OG0001545	Syaj.g_02226	Prat.g_01868
OG0001548	Syaj.g_01222	Prat.g_00643
OG0001557	Syaj.g_01058	Prat.g_00733
OG0001559	Syaj.g_01893	Prat.g_00107
OG0001560	Syaj.g_01879	Prat.g_00097
OG0001561	Syaj.g_00807	Prat.g_00940
OG0001562	Syaj.g_00821	Prat.g_00927
OG0001563	Syaj.g_02737	Prat.g_01725
OG0001574	Syaj.g_00196	Prat.g_00524
OG0001575	Syaj.g_00201	Prat.g_00529
OG0001576	Syaj.g_00266	Prat.g_01262
OG0001577	Syaj.g_00298	Prat.g_01160
OG0001579	Syaj.g_02777	Prat.g_00337
OG0001580	Syaj.g_02100	Prat.g_00050
OG0001589	Syaj.g_01600	Prat.g_01638
OG0001592	Syaj.g_02101	Prat.g_00049
OG0001602	Syaj.g_00969	Prat.g_00778
OG0001614	Syaj.g_02425	Prat.g_01782
OG0001616	Syaj.g_00642	Prat.g_01133
OG0001617	Syaj.g_00475	Prat.g_00770
OG0001619	Syaj.g_00914	Prat.g_00882
OG0001620	Syaj.g_02818	Prat.g_00357
OG0001621	Syaj.g_02606	Prat.g_00259
OG0001622	Syaj.g_02237	Prat.g_01876
OG0001625	Syaj.g_02600	Prat.g_00265
OG0001636	Syaj.g_02303	Prat.g_00035
OG0001639	Syaj.g_01636	Prat.g_01406
OG0001640	Syaj.g_00411	Prat.g_00954
OG0001642	Syaj.g_00347	Prat.g_00986
OG0001643	Syaj.g_01278	Prat.g_01085
OG0001644	Syaj.g_00941	Prat.g_00806
OG0001652	Syaj.g_02280	Prat.g_00844
OG0001654	Syaj.g_01634	Prat.g_01404
OG0001655	Syaj.g_01238	Prat.g_01230
OG0001656	Syaj.g_02776	Prat.g_00336
OG0001657	Syaj.g_01976	Prat.g_00155
OG0001658	Syaj.g_02110	Prat.g_00045
OG0001671	Syaj.g_02062	Prat.g_00837
OG0001673	Syaj.g_02855	Prat.g_00237
OG0001676	Syaj.g_02779	Prat.g_00338
OG0001678	Syaj.g_02640	Prat.g_01659
OG0001679	Syaj.g_00205	Prat.g_00343
OG0001691	Syaj.g_01312	Prat.g_00952
OG0001692	Syaj.g_01374	Prat.g_01347
OG0001693	Syaj.g_00428	Prat.g_00625
OG0001694	Syaj.g_02563	Prat.g_00289
OG0001703	Syaj.g_00062	Prat.g_00437
OG0001713	Syaj.g_00314	Prat.g_01149
OG0001717	Syaj.g_01988	Prat.g_00168
OG0001729	Syaj.g_02885	Prat.g_00247
OG0001731	Syaj.g_01663	Prat.g_01419
OG0001737	Syaj.g_02544	Prat.g_00836
OG0001748	Syaj.g_02064	Prat.g_00838
OG0001749	Syaj.g_02489	Prat.g_01325
OG0001752	Syaj.g_01621	Prat.g_01653
OG0001761	Syaj.g_01328	Prat.g_00578
OG0001769	Syaj.g_01264	Prat.g_01222
OG0001770	Syaj.g_02409	Prat.g_01553
OG0001771	Syaj.g_00669	Prat.g_01576
OG0001782	Syaj.g_02355	Prat.g_01498
OG0001795	Syaj.g_02873	Prat.g_00675
OG0001803	Syaj.g_01549	Prat.g_00402
OG0001810	Syaj.g_01944	Prat.g_00832
OG0001813	Syaj.g_02164	Prat.g_01855
OG0001816	Syaj.g_00728	Prat.g_00703
OG0001835	Syaj.g_01801	Prat.g_01543
OG0001837	Syaj.g_02063	Prat.g_00839
OG0001907	Syaj.g_01955	Prat.g_01459
OG0001916	Syaj.g_00089	Prat.g_00457
OG0001956	Syaj.g_02662	Prat.g_00979
OG0002097	Syaj.g_02340	Prat.g_01321
OG0002154	Syaj.g_01956	Prat.g_01289
OG0002247	Syaj.g_00210	Prat.g_00535
OG0002274	Syaj.g_02341	Prat.g_01319
OG0002296	Syaj.g_01411	Prat.g_01377
OG0002397	Syaj.g_01136	Prat.g_00853
OG0002490	Syaj.g_02350	Prat.g_01531
OG0002579	Syaj.g_01957	Prat.g_01288
