Orthogroup	Prao	Prbn
OG0001124	Prao.g_00952	Prbn.g_01373
OG0001125	Prao.g_00953	Prbn.g_01371
OG0001126	Prao.g_00963	Prbn.g_01460
OG0001127	Prao.g_00964	Prbn.g_01461
OG0001128	Prao.g_00966	Prbn.g_01463
OG0001129	Prao.g_00967	Prbn.g_01464
OG0001130	Prao.g_00968	Prbn.g_01465
OG0001131	Prao.g_01007	Prbn.g_00692
OG0001132	Prao.g_01016	Prbn.g_01039
OG0001133	Prao.g_01137	Prbn.g_01239
OG0001134	Prao.g_01122	Prbn.g_01650
OG0001135	Prao.g_01119	Prbn.g_01653
OG0001136	Prao.g_01092	Prbn.g_01186
OG0001137	Prao.g_01081	Prbn.g_01198
OG0001138	Prao.g_01063	Prbn.g_00392
OG0001139	Prao.g_01062	Prbn.g_00394
OG0001140	Prao.g_01061	Prbn.g_00395
OG0001141	Prao.g_01060	Prbn.g_00396
OG0001142	Prao.g_01059	Prbn.g_00397
OG0001143	Prao.g_01052	Prbn.g_00404
OG0001144	Prao.g_01047	Prbn.g_00409
OG0001145	Prao.g_01284	Prbn.g_01092
OG0001146	Prao.g_01272	Prbn.g_01080
OG0001147	Prao.g_01253	Prbn.g_01060
OG0001148	Prao.g_01237	Prbn.g_01242
OG0001149	Prao.g_01236	Prbn.g_00153
OG0001150	Prao.g_01235	Prbn.g_00154
OG0001151	Prao.g_01224	Prbn.g_00165
OG0001152	Prao.g_01223	Prbn.g_00166
OG0001153	Prao.g_01428	Prbn.g_00244
OG0001154	Prao.g_01429	Prbn.g_00245
OG0001155	Prao.g_01441	Prbn.g_00262
OG0001156	Prao.g_01444	Prbn.g_00265
OG0001157	Prao.g_01445	Prbn.g_00266
OG0001158	Prao.g_01446	Prbn.g_00267
OG0001159	Prao.g_01447	Prbn.g_00268
OG0001160	Prao.g_01471	Prbn.g_00900
OG0001161	Prao.g_01484	Prbn.g_01688
OG0001162	Prao.g_01495	Prbn.g_00134
OG0001163	Prao.g_01544	Prbn.g_01736
OG0001164	Prao.g_01548	Prbn.g_01740
OG0001165	Prao.g_01551	Prbn.g_01743
OG0001166	Prao.g_01571	Prbn.g_01764
OG0001167	Prao.g_01588	Prbn.g_01782
OG0001168	Prao.g_01590	Prbn.g_01784
OG0001169	Prao.g_01592	Prbn.g_01786
OG0001170	Prao.g_01594	Prbn.g_01788
OG0001171	Prao.g_01603	Prbn.g_01798
OG0001172	Prao.g_01618	Prbn.g_01814
OG0001173	Prao.g_01619	Prbn.g_01815
OG0001174	Prao.g_01627	Prbn.g_01823
OG0001175	Prao.g_01628	Prbn.g_01824
OG0001176	Prao.g_01635	Prbn.g_01832
OG0001177	Prao.g_01638	Prbn.g_01834
OG0001178	Prao.g_01643	Prbn.g_01750
OG0001179	Prao.g_01671	Prbn.g_01864
OG0001180	Prao.g_01693	Prbn.g_01887
OG0001181	Prao.g_01697	Prbn.g_01891
OG0001182	Prao.g_01704	Prbn.g_01899
OG0001183	Prao.g_01708	Prbn.g_01904
OG0001184	Prao.g_01724	Prbn.g_01017
OG0001185	Prao.g_01738	Prbn.g_01001
OG0001186	Prao.g_01761	Prbn.g_00977
OG0001187	Prao.g_01765	Prbn.g_00974
OG0001188	Prao.g_01768	Prbn.g_00972
OG0001189	Prao.g_01785	Prbn.g_00956
OG0001190	Prao.g_01789	Prbn.g_00951
OG0001191	Prao.g_01799	Prbn.g_00941
OG0001192	Prao.g_01804	Prbn.g_00936
OG0001193	Prao.g_01814	Prbn.g_00924
OG0001194	Prao.g_01815	Prbn.g_00923
OG0001195	Prao.g_01816	Prbn.g_00922
OG0001196	Prao.g_01829	Prbn.g_00906
OG0001198	Prao.g_01838	Prbn.g_00297
OG0001199	Prao.g_00213	Prbn.g_00703
OG0001201	Prao.g_00246	Prbn.g_01311
OG0001202	Prao.g_00337	Prbn.g_00354
OG0001203	Prao.g_00376	Prbn.g_00312
OG0001204	Prao.g_00381	Prbn.g_00306
OG0001205	Prao.g_00549	Prbn.g_00668
OG0001206	Prao.g_00568	Prbn.g_00648
OG0001207	Prao.g_00583	Prbn.g_00637
OG0001208	Prao.g_00588	Prbn.g_00632
OG0001209	Prao.g_01856	Prbn.g_00581
OG0001210	Prao.g_01159	Prbn.g_00576
OG0001211	Prao.g_01169	Prbn.g_00566
OG0001212	Prao.g_00034	Prbn.g_00519
OG0001213	Prao.g_00068	Prbn.g_00484
OG0001214	Prao.g_00076	Prbn.g_00428
OG0001215	Prao.g_00128	Prbn.g_01573
OG0001216	Prao.g_00650	Prbn.g_01552
OG0001217	Prao.g_00687	Prbn.g_01023
OG0001218	Prao.g_00694	Prbn.g_01126
OG0001219	Prao.g_00729	Prbn.g_01447
OG0001220	Prao.g_00793	Prbn.g_01490
OG0001221	Prao.g_00856	Prbn.g_01610
OG0001222	Prao.g_00894	Prbn.g_01368
OG0001223	Prao.g_00920	Prbn.g_01400
OG0001224	Prao.g_00970	Prbn.g_01467
OG0001225	Prao.g_00972	Prbn.g_01469
OG0001226	Prao.g_01001	Prbn.g_00476
OG0001227	Prao.g_01019	Prbn.g_01141
OG0001228	Prao.g_01044	Prbn.g_00412
OG0001229	Prao.g_01241	Prbn.g_01127
OG0001230	Prao.g_01389	Prbn.g_00205
OG0001231	Prao.g_01493	Prbn.g_00691
OG0001233	Prao.g_01595	Prbn.g_01789
OG0001234	Prao.g_01630	Prbn.g_01826
OG0001235	Prao.g_01640	Prbn.g_01830
OG0001236	Prao.g_01721	Prbn.g_01919
OG0001238	Prao.g_01800	Prbn.g_00940
OG0001239	Prao.g_00210	Prbn.g_00706
OG0001240	Prao.g_00232	Prbn.g_01328
OG0001241	Prao.g_00240	Prbn.g_01318
OG0001242	Prao.g_00258	Prbn.g_01298
OG0001243	Prao.g_00264	Prbn.g_01291
OG0001244	Prao.g_00279	Prbn.g_01276
OG0001245	Prao.g_00514	Prbn.g_01150
OG0001247	Prao.g_00121	Prbn.g_01580
OG0001248	Prao.g_00123	Prbn.g_01578
OG0001249	Prao.g_00718	Prbn.g_00102
OG0001250	Prao.g_00782	Prbn.g_01503
OG0001251	Prao.g_00830	Prbn.g_01929
OG0001252	Prao.g_00965	Prbn.g_01462
OG0001253	Prao.g_01020	Prbn.g_00473
OG0001254	Prao.g_01120	Prbn.g_01652
OG0001255	Prao.g_01105	Prbn.g_01171
OG0001256	Prao.g_01486	Prbn.g_00893
OG0001258	Prao.g_01549	Prbn.g_01741
OG0001259	Prao.g_01593	Prbn.g_01787
OG0001260	Prao.g_01609	Prbn.g_01804
OG0001261	Prao.g_01679	Prbn.g_01872
OG0001263	Prao.g_00267	Prbn.g_01289
OG0001265	Prao.g_00257	Prbn.g_01299
OG0001266	Prao.g_00341	Prbn.g_00350
OG0001267	Prao.g_00417	Prbn.g_00047
OG0001268	Prao.g_00475	Prbn.g_00110
OG0001269	Prao.g_00493	Prbn.g_01491
OG0001270	Prao.g_00538	Prbn.g_00679
OG0001271	Prao.g_00578	Prbn.g_00642
OG0001272	Prao.g_00592	Prbn.g_00628
OG0001273	Prao.g_00070	Prbn.g_00422
OG0001274	Prao.g_00141	Prbn.g_00326
OG0001275	Prao.g_00930	Prbn.g_01390
OG0001276	Prao.g_00949	Prbn.g_01376
OG0001277	Prao.g_01009	Prbn.g_00918
OG0001278	Prao.g_01039	Prbn.g_00416
OG0001280	Prao.g_01277	Prbn.g_01085
OG0001281	Prao.g_01271	Prbn.g_01079
OG0001282	Prao.g_01238	Prbn.g_01241
OG0001283	Prao.g_01216	Prbn.g_00909
OG0001284	Prao.g_01466	Prbn.g_00287
OG0001285	Prao.g_01578	Prbn.g_01772
OG0001286	Prao.g_01691	Prbn.g_01885
OG0001287	Prao.g_01745	Prbn.g_00994
OG0001288	Prao.g_01754	Prbn.g_00984
OG0001289	Prao.g_00226	Prbn.g_01334
OG0001290	Prao.g_00239	Prbn.g_01319
OG0001292	Prao.g_00386	Prbn.g_00014
OG0001293	Prao.g_00399	Prbn.g_00027
OG0001295	Prao.g_00573	Prbn.g_00146
OG0001296	Prao.g_00615	Prbn.g_00605
OG0001297	Prao.g_00620	Prbn.g_00600
OG0001298	Prao.g_01869	Prbn.g_00539
OG0001299	Prao.g_00105	Prbn.g_00842
OG0001300	Prao.g_00131	Prbn.g_01569
OG0001301	Prao.g_00134	Prbn.g_01564
OG0001302	Prao.g_00727	Prbn.g_01451
OG0001304	Prao.g_00959	Prbn.g_01363
OG0001305	Prao.g_00978	Prbn.g_01475
OG0001306	Prao.g_01103	Prbn.g_01174
OG0001307	Prao.g_01256	Prbn.g_01215
OG0001308	Prao.g_01407	Prbn.g_00222
OG0001309	Prao.g_01490	Prbn.g_00865
OG0001310	Prao.g_01564	Prbn.g_01758
OG0001311	Prao.g_00951	Prbn.g_01374
OG0001312	Prao.g_00883	Prbn.g_01438
OG0001315	Prao.g_00200	Prbn.g_01136
OG0001316	Prao.g_00278	Prbn.g_01277
OG0001317	Prao.g_00372	Prbn.g_00316
OG0001318	Prao.g_00394	Prbn.g_00023
OG0001319	Prao.g_00410	Prbn.g_00040
OG0001320	Prao.g_00515	Prbn.g_01673, Prbn.g_01706
OG0001321	Prao.g_00555	Prbn.g_00662
OG0001322	Prao.g_00556	Prbn.g_00661
OG0001323	Prao.g_00625	Prbn.g_00595
OG0001324	Prao.g_00132	Prbn.g_01568
OG0001325	Prao.g_00653	Prbn.g_00859
OG0001327	Prao.g_00993	Prbn.g_01633
OG0001328	Prao.g_01018	Prbn.g_01103
OG0001329	Prao.g_01129	Prbn.g_01704
OG0001330	Prao.g_01306	Prbn.g_00876
OG0001331	Prao.g_01233	Prbn.g_00156
OG0001332	Prao.g_01439	Prbn.g_00258
OG0001333	Prao.g_01589	Prbn.g_01783
OG0001334	Prao.g_01711	Prbn.g_01907
OG0001335	Prao.g_01712	Prbn.g_01908
OG0001339	Prao.g_00242	Prbn.g_01316
OG0001340	Prao.g_00464	Prbn.g_00098
OG0001341	Prao.g_00685	Prbn.g_01134
OG0001342	Prao.g_00722	Prbn.g_01727
OG0001343	Prao.g_00826, Prao.g_00827	Prbn.g_01932
OG0001344	Prao.g_01085	Prbn.g_01193
OG0001345	Prao.g_01070	Prbn.g_01209
OG0001346	Prao.g_01275	Prbn.g_01083
OG0001350	Prao.g_01537	Prbn.g_00313
OG0001351	Prao.g_00558	Prbn.g_00656
OG0001352	Prao.g_00118	Prbn.g_01584
OG0001353	Prao.g_00773	Prbn.g_01513
OG0001354	Prao.g_00912	Prbn.g_01408
OG0001355	Prao.g_01521	Prbn.g_01354
OG0001359	Prao.g_00828	Prbn.g_01931
OG0001362	Prao.g_01411	Prbn.g_00226
OG0001363	Prao.g_01413	Prbn.g_00228
OG0001364	Prao.g_01714	Prbn.g_01910
OG0001365	Prao.g_01793	Prbn.g_00947
OG0001369	Prao.g_00231	Prbn.g_01329
OG0001371	Prao.g_00117	Prbn.g_01585
OG0001372	Prao.g_00693	Prbn.g_00475
OG0001375	Prao.g_00825	Prbn.g_01933
OG0001379	Prao.g_01282	Prbn.g_01090
OG0001380	Prao.g_01251	Prbn.g_01124
OG0001381	Prao.g_01245	Prbn.g_01164
OG0001382	Prao.g_01505	Prbn.g_01121
OG0001397	Prao.g_01412	Prbn.g_00227
OG0001401	Prao.g_00642	Prbn.g_01508
OG0001402	Prao.g_00702	Prbn.g_00490
OG0001404	Prao.g_00207	Prbn.g_00709
OG0001407	Prao.g_00999	Prbn.g_01117
OG0001409	Prao.g_01082	Prbn.g_01197
OG0001410	Prao.g_01255	Prbn.g_01214
OG0001414	Prao.g_00367	Prbn.g_00321
OG0001415	Prao.g_00369	Prbn.g_00319
OG0001418	Prao.g_00122	Prbn.g_01579
OG0001419	Prao.g_01000	Prbn.g_01118
OG0001421	Prao.g_01487	Prbn.g_00892
OG0001422	Prao.g_01511	Prbn.g_01114
OG0001423	Prao.g_01368	Prbn.g_00787
OG0001424	Prao.g_00831	Prbn.g_01042
OG0001425	Prao.g_01803	Prbn.g_00937
OG0001428	Prao.g_00310	Prbn.g_00382
OG0001429	Prao.g_00730	Prbn.g_01446
OG0001430	Prao.g_01312	Prbn.g_01125
OG0001431	Prao.g_01308	Prbn.g_00138, Prbn.g_01143
OG0001437	Prao.g_00368	Prbn.g_00320
OG0001440	Prao.g_00532	Prbn.g_01709, Prbn.g_01703
OG0001446	Prao.g_00218	Prbn.g_01034
OG0001448	Prao.g_00502	Prbn.g_00658
OG0001450	Prao.g_00125	Prbn.g_01576
OG0001451	Prao.g_00802	Prbn.g_01479
OG0001463	Prao.g_00423	Prbn.g_00054
OG0001464	Prao.g_00465	Prbn.g_00099
OG0001465	Prao.g_00140	Prbn.g_01557
OG0001467	Prao.g_00719	Prbn.g_01235
OG0001468	Prao.g_00991	Prbn.g_01941
OG0001472	Prao.g_01489	Prbn.g_00467
OG0001477	Prao.g_00006	Prbn.g_00833
OG0001481	Prao.g_00508	Prbn.g_01104
OG0001484	Prao.g_01298	Prbn.g_00877
OG0001485	Prao.g_01522	Prbn.g_00803
OG0001486	Prao.g_01091	Prbn.g_01187
OG0001491	Prao.g_00725	Prbn.g_01454
OG0001496	Prao.g_00008	Prbn.g_00831
OG0001497	Prao.g_00007	Prbn.g_00832
OG0001500	Prao.g_00401	Prbn.g_00029
OG0001501	Prao.g_00143	Prbn.g_01635
OG0001503	Prao.g_01115	Prbn.g_01028
OG0001506	Prao.g_01437	Prbn.g_00256
OG0001514	Prao.g_00009	Prbn.g_00830
OG0001521	Prao.g_00686	Prbn.g_01456
OG0001522	Prao.g_00774	Prbn.g_01512
OG0001523	Prao.g_01118	Prbn.g_01655
OG0001524	Prao.g_01117	Prbn.g_01656
OG0001526	Prao.g_01613	Prbn.g_00721
OG0001549	Prao.g_00800	Prbn.g_01481
OG0001550	Prao.g_01132	Prbn.g_01024
OG0001552	Prao.g_00016	Prbn.g_00889
OG0001564	Prao.g_01209	Prbn.g_00722
OG0001566	Prao.g_00115	Prbn.g_01588
OG0001569	Prao.g_01026	Prbn.g_00774
OG0001571	Prao.g_01139	Prbn.g_00813
OG0001581	Prao.g_00282	Prbn.g_01065
OG0001583	Prao.g_00724	Prbn.g_01455
OG0001584	Prao.g_00875	Prbn.g_00852
OG0001587	Prao.g_01611	Prbn.g_01806
OG0001595	Prao.g_00206	Prbn.g_00711
OG0001596	Prao.g_00214	Prbn.g_00702
OG0001597	Prao.g_00497	Prbn.g_00253
OG0001599	Prao.g_00566	Prbn.g_00650
OG0001600	Prao.g_00617	Prbn.g_00603
OG0001601	Prao.g_00113	Prbn.g_01590
OG0001603	Prao.g_00726	Prbn.g_01452
OG0001604	Prao.g_00853	Prbn.g_01613
OG0001605	Prao.g_00942	Prbn.g_01029
OG0001606	Prao.g_01336	Prbn.g_01019
OG0001607	Prao.g_01116	Prbn.g_00801
OG0001608	Prao.g_01248	Prbn.g_01360
OG0001609	Prao.g_01435	Prbn.g_00254
OG0001610	Prao.g_01438	Prbn.g_00257
OG0001611	Prao.g_01499	Prbn.g_01666
OG0001626	Prao.g_00684	Prbn.g_00796
OG0001628	Prao.g_00696	Prbn.g_00477
OG0001629	Prao.g_00697	Prbn.g_00822
OG0001630	Prao.g_00835	Prbn.g_01924
OG0001631	Prao.g_00996	Prbn.g_00805
OG0001641	Prao.g_01200	Prbn.g_01397
OG0001648	Prao.g_00507	Prbn.g_01681
OG0001649	Prao.g_00997	Prbn.g_01021
OG0001651	Prao.g_01498	Prbn.g_01153
OG0001662	Prao.g_01151	Prbn.g_01639
OG0001663	Prao.g_01106	Prbn.g_01170
OG0001664	Prao.g_01350	Prbn.g_01643
OG0001665	Prao.g_01347	Prbn.g_01163
OG0001669	Prao.g_00184	Prbn.g_01066, Prbn.g_01687
OG0001670	Prao.g_01526	Prbn.g_00790
OG0001685	Prao.g_00804	Prbn.g_00472
OG0001686	Prao.g_00941	Prbn.g_01149
OG0001687	Prao.g_00990	Prbn.g_00652
OG0001689	Prao.g_01752	Prbn.g_00986
OG0001697	Prao.g_00811	Prbn.g_01453
OG0001701	Prao.g_01614	Prbn.g_00720
OG0001705	Prao.g_00528	Prbn.g_01808
OG0001706	Prao.g_00005	Prbn.g_00128
OG0001707	Prao.g_01013	Prbn.g_01142
OG0001709	Prao.g_01196	Prbn.g_00188
OG0001710	Prao.g_01633	Prbn.g_00459
OG0001722	Prao.g_00833	Prbn.g_01926
OG0001758	Prao.g_01541	Prbn.g_01723
OG0001875	Prao.g_01542	Prbn.g_01722
OG0001876	Prao.g_01543	Prbn.g_01721
OG0002034	Prao.g_01031	Prbn.g_00481
OG0002098	Prao.g_01357	Prbn.g_01223
OG0002275	Prao.g_01339	Prbn.g_01715
OG0003243	Prao.g_00001	Prbn.g_01714
