Orthogroup	Prao	Syad
OG0001172	Prao.g_01618	Syad.g_00594
OG0001173	Prao.g_01619	Syad.g_00595
OG0001174	Prao.g_01627	Syad.g_00603
OG0001175	Prao.g_01628	Syad.g_00604
OG0001176	Prao.g_01635	Syad.g_00644
OG0001177	Prao.g_01638	Syad.g_00641
OG0001178	Prao.g_01643	Syad.g_02629
OG0001179	Prao.g_01671	Syad.g_00675
OG0001180	Prao.g_01693	Syad.g_00700
OG0001181	Prao.g_01697	Syad.g_00704
OG0001182	Prao.g_01704	Syad.g_00712
OG0001183	Prao.g_01708	Syad.g_00717
OG0001184	Prao.g_01724	Syad.g_00378
OG0001185	Prao.g_01738	Syad.g_00354
OG0001186	Prao.g_01761	Syad.g_00247
OG0001187	Prao.g_01765	Syad.g_00245
OG0001188	Prao.g_01768	Syad.g_00238
OG0001189	Prao.g_01785	Syad.g_00217
OG0001190	Prao.g_01789	Syad.g_03034
OG0001192	Prao.g_01804	Syad.g_00013
OG0001193	Prao.g_01814	Syad.g_00072
OG0001194	Prao.g_01815	Syad.g_00075
OG0001195	Prao.g_01816	Syad.g_00076
OG0001196	Prao.g_01829	Syad.g_00144
OG0001197	Prao.g_01830	Syad.g_00146
OG0001198	Prao.g_01838	Syad.g_00159
OG0001199	Prao.g_00213	Syad.g_02735
OG0001200	Prao.g_00215	Syad.g_02737
OG0001201	Prao.g_00246	Syad.g_02802
OG0001202	Prao.g_00337	Syad.g_02945
OG0001203	Prao.g_00376	Syad.g_00821
OG0001204	Prao.g_00381	Syad.g_00577
OG0001205	Prao.g_00549	Syad.g_02440
OG0001206	Prao.g_00568	Syad.g_02385
OG0001207	Prao.g_00583	Syad.g_00893
OG0001208	Prao.g_00588	Syad.g_00906
OG0001209	Prao.g_01856	Syad.g_00980
OG0001210	Prao.g_01159	Syad.g_00993
OG0001212	Prao.g_00034	Syad.g_01082
OG0001213	Prao.g_00068	Syad.g_02163
OG0001214	Prao.g_00076	Syad.g_02150
OG0001215	Prao.g_00128	Syad.g_01366
OG0001216	Prao.g_00650	Syad.g_01816
OG0001218	Prao.g_00694	Syad.g_02328
OG0001219	Prao.g_00729	Syad.g_01653
OG0001220	Prao.g_00793	Syad.g_01195
OG0001221	Prao.g_00856	Syad.g_01950
OG0001222	Prao.g_00894	Syad.g_01770
OG0001223	Prao.g_00920	Syad.g_01715
OG0001224	Prao.g_00970	Syad.g_01286
OG0001225	Prao.g_00972	Syad.g_01288
OG0001226	Prao.g_01001	Syad.g_02100
OG0001227	Prao.g_01019	Syad.g_00029
OG0001228	Prao.g_01044	Syad.g_02460
OG0001229	Prao.g_01241	Syad.g_01314
OG0001231	Prao.g_01493	Syad.g_00179
OG0001232	Prao.g_01575	Syad.g_02658
OG0001233	Prao.g_01595	Syad.g_02493
OG0001234	Prao.g_01630	Syad.g_00608
OG0001235	Prao.g_01640	Syad.g_00633
OG0001236	Prao.g_01721	Syad.g_00412
OG0001238	Prao.g_01800	Syad.g_00007
OG0001239	Prao.g_00210	Syad.g_02732
OG0001240	Prao.g_00232	Syad.g_02785
OG0001241	Prao.g_00240	Syad.g_02795
OG0001242	Prao.g_00258	Syad.g_02827
OG0001243	Prao.g_00264	Syad.g_02841
OG0001244	Prao.g_00279	Syad.g_02873
OG0001245	Prao.g_00514	Syad.g_02223
OG0001246	Prao.g_00610	Syad.g_00933
OG0001247	Prao.g_00121	Syad.g_01837
OG0001248	Prao.g_00123	Syad.g_01843
OG0001249	Prao.g_00718	Syad.g_00756
OG0001250	Prao.g_00782	Syad.g_01227
OG0001251	Prao.g_00830	Syad.g_00083
OG0001252	Prao.g_00965	Syad.g_01279
OG0001253	Prao.g_01020	Syad.g_02037
OG0001254	Prao.g_01120	Syad.g_01528
OG0001255	Prao.g_01105	Syad.g_02224
OG0001256	Prao.g_01486	Syad.g_02609
OG0001257	Prao.g_01492	Syad.g_02210
OG0001258	Prao.g_01549	Syad.g_02619
OG0001260	Prao.g_01609	Syad.g_02514
OG0001261	Prao.g_01679	Syad.g_00684
OG0001262	Prao.g_01783	Syad.g_00219
OG0001263	Prao.g_00267	Syad.g_02844
OG0001265	Prao.g_00257	Syad.g_02825
OG0001266	Prao.g_00341	Syad.g_02949
OG0001267	Prao.g_00417	Syad.g_00523
OG0001268	Prao.g_00475	Syad.g_00767
OG0001270	Prao.g_00538	Syad.g_02453
OG0001271	Prao.g_00578	Syad.g_02356
OG0001272	Prao.g_00592	Syad.g_00910
OG0001273	Prao.g_00070	Syad.g_02157
OG0001274	Prao.g_00141	Syad.g_02988
OG0001275	Prao.g_00930	Syad.g_01699
OG0001276	Prao.g_00949	Syad.g_01683
OG0001277	Prao.g_01009	Syad.g_00127
OG0001278	Prao.g_01039	Syad.g_01445
OG0001280	Prao.g_01277	Syad.g_02402
OG0001281	Prao.g_01271	Syad.g_02413
OG0001282	Prao.g_01238	Syad.g_00890
OG0001283	Prao.g_01216	Syad.g_00138
OG0001284	Prao.g_01466	Syad.g_02585
OG0001285	Prao.g_01578	Syad.g_02043
OG0001286	Prao.g_01691	Syad.g_00698
OG0001287	Prao.g_01745	Syad.g_00346
OG0001288	Prao.g_01754	Syad.g_00326
OG0001289	Prao.g_00226	Syad.g_02767
OG0001290	Prao.g_00239	Syad.g_02794
OG0001292	Prao.g_00386	Syad.g_00572
OG0001293	Prao.g_00399	Syad.g_00549
OG0001294	Prao.g_00512	Syad.g_01597
OG0001295	Prao.g_00573	Syad.g_00997
OG0001296	Prao.g_00615	Syad.g_00939
OG0001297	Prao.g_00620	Syad.g_00943
OG0001298	Prao.g_01869	Syad.g_01055
OG0001299	Prao.g_00105	Syad.g_01591
OG0001300	Prao.g_00131	Syad.g_01339
OG0001301	Prao.g_00134	Syad.g_01303
OG0001302	Prao.g_00727	Syad.g_02123
OG0001304	Prao.g_00959	Syad.g_01669
OG0001305	Prao.g_00978	Syad.g_01296
OG0001306	Prao.g_01103	Syad.g_01119
OG0001307	Prao.g_01256	Syad.g_00626
OG0001309	Prao.g_01490	Syad.g_00950
OG0001310	Prao.g_01564	Syad.g_02638
OG0001311	Prao.g_00951	Syad.g_01681
OG0001312	Prao.g_00883	Syad.g_01788
OG0001313	Prao.g_00641	Syad.g_02372, Syad.g_02373
OG0001315	Prao.g_00200	Syad.g_00715
OG0001316	Prao.g_00278	Syad.g_02861
OG0001317	Prao.g_00372	Syad.g_00814
OG0001318	Prao.g_00394	Syad.g_00557
OG0001321	Prao.g_00555	Syad.g_02423
OG0001322	Prao.g_00556	Syad.g_02422
OG0001323	Prao.g_00625	Syad.g_00953
OG0001324	Prao.g_00132	Syad.g_01338
OG0001325	Prao.g_00653	Syad.g_01811
OG0001326	Prao.g_00817	Syad.g_00092
OG0001327	Prao.g_00993	Syad.g_01605
OG0001328	Prao.g_01018	Syad.g_01638
OG0001329	Prao.g_01129	Syad.g_00866
OG0001330	Prao.g_01306	Syad.g_02395
OG0001332	Prao.g_01439	Syad.g_02535
OG0001333	Prao.g_01589	Syad.g_02487
OG0001334	Prao.g_01711	Syad.g_00725
OG0001335	Prao.g_01712	Syad.g_00726
OG0001336	Prao.g_01826	Syad.g_00139
OG0001339	Prao.g_00242	Syad.g_02797
OG0001340	Prao.g_00464	Syad.g_00742
OG0001341	Prao.g_00685	Syad.g_01312
OG0001343	Prao.g_00826, Prao.g_00827	Syad.g_00079
OG0001344	Prao.g_01085	Syad.g_01157
OG0001345	Prao.g_01070	Syad.g_01188
OG0001346	Prao.g_01275	Syad.g_02406
OG0001347	Prao.g_01189	Syad.g_00454, Syad.g_00308
OG0001349	Prao.g_01360	Syad.g_02663
OG0001350	Prao.g_01537	Syad.g_00820
OG0001352	Prao.g_00118	Syad.g_00969
OG0001353	Prao.g_00773	Syad.g_01244
OG0001354	Prao.g_00912	Syad.g_01728
OG0001355	Prao.g_01521	Syad.g_02116
OG0001358	Prao.g_00059	Syad.g_02179
OG0001359	Prao.g_00828	Syad.g_00078
OG0001360	Prao.g_01021	Syad.g_01191
OG0001361	Prao.g_01073	Syad.g_01185
OG0001362	Prao.g_01411	Syad.g_02294
OG0001363	Prao.g_01413	Syad.g_02296
OG0001364	Prao.g_01714	Syad.g_00431
OG0001369	Prao.g_00231	Syad.g_02784
OG0001373	Prao.g_00816	Syad.g_00091
OG0001374	Prao.g_00824	Syad.g_00099
OG0001375	Prao.g_00825	Syad.g_00080
OG0001376	Prao.g_00987	Syad.g_00015
OG0001377	Prao.g_00988	Syad.g_00014
OG0001378	Prao.g_01157	Syad.g_02454
OG0001379	Prao.g_01282	Syad.g_02397
OG0001381	Prao.g_01245	Syad.g_01266, Syad.g_00614
OG0001385	Prao.g_00813	Syad.g_00088
OG0001386	Prao.g_00814	Syad.g_00089
OG0001387	Prao.g_00815	Syad.g_00090
OG0001388	Prao.g_00818	Syad.g_00093
OG0001389	Prao.g_00819	Syad.g_00094
OG0001390	Prao.g_00820	Syad.g_00095
OG0001391	Prao.g_00821	Syad.g_00096
OG0001392	Prao.g_00822	Syad.g_00097
OG0001393	Prao.g_00823	Syad.g_00098
OG0001395	Prao.g_00961	Syad.g_01792
OG0001396	Prao.g_01188	Syad.g_00455
OG0001397	Prao.g_01412	Syad.g_02295
OG0001399	Prao.g_01632	Syad.g_02336
OG0001401	Prao.g_00642	Syad.g_01233
OG0001402	Prao.g_00702	Syad.g_02174
OG0001404	Prao.g_00207	Syad.g_02727
OG0001405	Prao.g_00462	Syad.g_00728
OG0001407	Prao.g_00999	Syad.g_00970
OG0001408	Prao.g_01005	Syad.g_01431
OG0001410	Prao.g_01255	Syad.g_00627
OG0001413	Prao.g_01481	Syad.g_02113
OG0001414	Prao.g_00367	Syad.g_00615
OG0001416	Prao.g_00565	Syad.g_02410
OG0001417	Prao.g_00575	Syad.g_01729
OG0001419	Prao.g_01000	Syad.g_00971
OG0001420	Prao.g_01148	Syad.g_00963
OG0001421	Prao.g_01487	Syad.g_02105, Syad.g_02039
OG0001423	Prao.g_01368	Syad.g_02707, Syad.g_02708
OG0001425	Prao.g_01803	Syad.g_00012
OG0001428	Prao.g_00310	Syad.g_02906
OG0001429	Prao.g_00730	Syad.g_01656
OG0001430	Prao.g_01312	Syad.g_03026
OG0001431	Prao.g_01308	Syad.g_00393
OG0001432	Prao.g_01479	Syad.g_01382
OG0001438	Prao.g_00430	Syad.g_00507
OG0001439	Prao.g_00443	Syad.g_00476
OG0001442	Prao.g_00678	Syad.g_01906
OG0001447	Prao.g_00265	Syad.g_02842
OG0001448	Prao.g_00502	Syad.g_02723
OG0001449	Prao.g_00527	Syad.g_00583
OG0001452	Prao.g_00832	Syad.g_00563
OG0001453	Prao.g_00924	Syad.g_01709
OG0001454	Prao.g_01014	Syad.g_02101
OG0001456	Prao.g_01112	Syad.g_00101
OG0001457	Prao.g_01111	Syad.g_00102
OG0001458	Prao.g_01110	Syad.g_00103
OG0001459	Prao.g_01323	Syad.g_01550
OG0001462	Prao.g_00180	Syad.g_00204
OG0001463	Prao.g_00423	Syad.g_01264
OG0001464	Prao.g_00465	Syad.g_00743
OG0001465	Prao.g_00140	Syad.g_01830
OG0001471	Prao.g_01482	Syad.g_00484
OG0001473	Prao.g_01762	Syad.g_02127
OG0001477	Prao.g_00006	Syad.g_01307
OG0001479	Prao.g_00473	Syad.g_00765
OG0001480	Prao.g_00504	Syad.g_01194
OG0001482	Prao.g_00561	Syad.g_01719
OG0001492	Prao.g_01042	Syad.g_01448
OG0001493	Prao.g_01034	Syad.g_01439
OG0001496	Prao.g_00008	Syad.g_01309
OG0001497	Prao.g_00007	Syad.g_01308
OG0001499	Prao.g_00199	Syad.g_02081
OG0001502	Prao.g_00710	Syad.g_01202
OG0001504	Prao.g_01322	Syad.g_01535
OG0001505	Prao.g_01205	Syad.g_00259
OG0001514	Prao.g_00009	Syad.g_01310
OG0001520	Prao.g_00522	Syad.g_01039
OG0001522	Prao.g_00774	Syad.g_01243
OG0001547	Prao.g_00712	Syad.g_01963
OG0001548	Prao.g_00716	Syad.g_02092
OG0001551	Prao.g_01113	Syad.g_01256
OG0001554	Prao.g_01488	Syad.g_03031
OG0001555	Prao.g_01501	Syad.g_01923
OG0001558	Prao.g_00638	Syad.g_00182
OG0001564	Prao.g_01209	Syad.g_01539
OG0001567	Prao.g_00711	Syad.g_01965
OG0001568	Prao.g_00713	Syad.g_01961
OG0001570	Prao.g_01146	Syad.g_01985
OG0001573	Prao.g_01352	Syad.g_00398, Syad.g_00490, Syad.g_00491, Syad.g_00477, Syad.g_01556, Syad.g_01566, Syad.g_01423
OG0001582	Prao.g_00574	Syad.g_02086
OG0001585	Prao.g_01329	Syad.g_02678
OG0001602	Prao.g_00139	Syad.g_01831
OG0001625	Prao.g_00396	Syad.g_00555
OG0001641	Prao.g_01200	Syad.g_01711
OG0001647	Prao.g_00411	Syad.g_00531
OG0001652	Prao.g_00636	Syad.g_00180
OG0001666	Prao.g_01324	Syad.g_01536
OG0001671	Prao.g_00151	Syad.g_02974
OG0001748	Prao.g_00152	Syad.g_02976
OG0001758	Prao.g_01541	Syad.g_01546
OG0001837	Prao.g_00153	Syad.g_02975
OG0001875	Prao.g_01542	Syad.g_01547
OG0001876	Prao.g_01543	Syad.g_01548
OG0001959	Prao.g_01345	Syad.g_00304, Syad.g_00305
OG0002295	Prao.g_01372	Syad.g_02238
OG0002416	Prao.g_01028	Syad.g_02044
OG0002732	Prao.g_00644	Syad.g_00340
OG0002932	Prao.g_00645	Syad.g_00339
OG0002933	Prao.g_00646	Syad.g_00338
