Orthogroup	Pral	Syak
OG0001171	Pral.g_00160	Syak.g_02349
OG0001172	Pral.g_00175	Syak.g_01388
OG0001173	Pral.g_00176	Syak.g_01387
OG0001174	Pral.g_00184	Syak.g_01379
OG0001175	Pral.g_00185	Syak.g_01378
OG0001176	Pral.g_00194	Syak.g_01354
OG0001177	Pral.g_00196	Syak.g_01356
OG0001178	Pral.g_00112	Syak.g_02411
OG0001179	Pral.g_00226	Syak.g_01324
OG0001181	Pral.g_00253	Syak.g_01296
OG0001182	Pral.g_00261	Syak.g_01287
OG0001183	Pral.g_00267	Syak.g_01282
OG0001184	Pral.g_00284	Syak.g_01571
OG0001185	Pral.g_00300	Syak.g_01643
OG0001186	Pral.g_00324	Syak.g_01709
OG0001187	Pral.g_00327	Syak.g_01712
OG0001188	Pral.g_00329	Syak.g_01714
OG0001189	Pral.g_00346	Syak.g_01736
OG0001190	Pral.g_00351	Syak.g_01942
OG0001191	Pral.g_00361	Syak.g_01928
OG0001192	Pral.g_00366	Syak.g_01921
OG0001193	Pral.g_00380	Syak.g_01888
OG0001194	Pral.g_00381	Syak.g_01882
OG0001195	Pral.g_00382	Syak.g_01881
OG0001196	Pral.g_00398	Syak.g_01811
OG0001197	Pral.g_00400	Syak.g_01809
OG0001198	Pral.g_00407	Syak.g_01798
OG0001200	Pral.g_00971	Syak.g_02247
OG0001201	Pral.g_00939	Syak.g_02191
OG0001203	Pral.g_00802	Syak.g_02307
OG0001205	Pral.g_00648	Syak.g_01181
OG0001206	Pral.g_00626	Syak.g_01148
OG0001207	Pral.g_00615	Syak.g_02566
OG0001208	Pral.g_00609	Syak.g_02576
OG0001209	Pral.g_00555	Syak.g_02643
OG0001210	Pral.g_00550	Syak.g_02654
OG0001211	Pral.g_00540	Syak.g_02669
OG0001212	Pral.g_00493	Syak.g_02728
OG0001213	Pral.g_00458	Syak.g_00025
OG0001214	Pral.g_01438	Syak.g_00037
OG0001215	Pral.g_01751	Syak.g_00697
OG0001216	Pral.g_01727	Syak.g_00805
OG0001217	Pral.g_00023	Syak.g_00138
OG0001218	Pral.g_01308	Syak.g_01093
OG0001219	Pral.g_01660	Syak.g_00551
OG0001220	Pral.g_01542	Syak.g_00580
OG0001221	Pral.g_01788	Syak.g_00390
OG0001222	Pral.g_01605	Syak.g_00517
OG0001223	Pral.g_01610	Syak.g_00472
OG0001224	Pral.g_01565	Syak.g_00739
OG0001226	Pral.g_01320, Pral.g_00967	Syak.g_02239
OG0001227	Pral.g_01327	Syak.g_00963
OG0001228	Pral.g_01421	Syak.g_00619
OG0001229	Pral.g_01299	Syak.g_00711
OG0001230	Pral.g_01174	Syak.g_01030
OG0001232	Pral.g_00130	Syak.g_02385
OG0001233	Pral.g_00150	Syak.g_02359
OG0001234	Pral.g_00188	Syak.g_01374
OG0001235	Pral.g_00192	Syak.g_01362
OG0001236	Pral.g_00281	Syak.g_01568
OG0001237	Pral.g_00285	Syak.g_01573
OG0001238	Pral.g_00362	Syak.g_01926
OG0001239	Pral.g_00976	Syak.g_02252
OG0001240	Pral.g_00954	Syak.g_02206
OG0001241	Pral.g_00945	Syak.g_02197
OG0001242	Pral.g_00926	Syak.g_02168
OG0001243	Pral.g_00919	Syak.g_02160
OG0001244	Pral.g_00904	Syak.g_02132
OG0001245	Pral.g_01840	Syak.g_00248
OG0001246	Pral.g_00016, Pral.g_00586	Syak.g_02604
OG0001247	Pral.g_01758	Syak.g_00618
OG0001248	Pral.g_01756	Syak.g_00147
OG0001249	Pral.g_00701	Syak.g_01251
OG0001250	Pral.g_01529	Syak.g_00602
OG0001251	Pral.g_01819	Syak.g_01875
OG0001253	Pral.g_01032	Syak.g_00250
OG0001254	Pral.g_00076	Syak.g_00272
OG0001256	Pral.g_01069	Syak.g_02430
OG0001258	Pral.g_00103	Syak.g_02420
OG0001259	Pral.g_00148	Syak.g_02361
OG0001260	Pral.g_00166	Syak.g_02332
OG0001261	Pral.g_00234	Syak.g_01315
OG0001262	Pral.g_00344	Syak.g_01734
OG0001263	Pral.g_00917	Syak.g_02157
OG0001265	Pral.g_00927	Syak.g_02170
OG0001266	Pral.g_00841	Syak.g_02057
OG0001267	Pral.g_00759	Syak.g_01459
OG0001268	Pral.g_00693	Syak.g_01240
OG0001269	Pral.g_01541	Syak.g_02323
OG0001270	Pral.g_00660	Syak.g_01194
OG0001271	Pral.g_00620	Syak.g_01121
OG0001272	Pral.g_00605	Syak.g_02580
OG0001273	Pral.g_01432	Syak.g_00030
OG0001274	Pral.g_00818	Syak.g_01988
OG0001275	Pral.g_01585	Syak.g_00633
OG0001276	Pral.g_01597	Syak.g_00649
OG0001277	Pral.g_01703	Syak.g_01829
OG0001278	Pral.g_01425	Syak.g_00671
OG0001279	Pral.g_00024	Syak.g_00105
OG0001280	Pral.g_01282	Syak.g_00933
OG0001281	Pral.g_01276	Syak.g_00944
OG0001282	Pral.g_01221	Syak.g_02564
OG0001283	Pral.g_00394	Syak.g_01818
OG0001284	Pral.g_01082	Syak.g_02446
OG0001285	Pral.g_00133	Syak.g_02381
OG0001286	Pral.g_00247	Syak.g_01301
OG0001287	Pral.g_00307	Syak.g_01652
OG0001288	Pral.g_00317	Syak.g_01686
OG0001289	Pral.g_00960	Syak.g_02222
OG0001290	Pral.g_00946	Syak.g_02198
OG0001291	Pral.g_00909	Syak.g_02147
OG0001292	Pral.g_00791	Syak.g_01410
OG0001293	Pral.g_00778	Syak.g_01432
OG0001294	Pral.g_00025	Syak.g_00355
OG0001296	Pral.g_00581	Syak.g_02610
OG0001297	Pral.g_00576	Syak.g_02614
OG0001298	Pral.g_00511	Syak.g_02703
OG0001299	Pral.g_01468	Syak.g_00349
OG0001300	Pral.g_01747	Syak.g_00706
OG0001301	Pral.g_01742	Syak.g_00721
OG0001302	Pral.g_01663	Syak.g_00068
OG0001304	Pral.g_01577	Syak.g_00664
OG0001305	Pral.g_01557	Syak.g_00728
OG0001306	Pral.g_01352	Syak.g_00915
OG0001307	Pral.g_01238	Syak.g_00344
OG0001308	Pral.g_01151	Syak.g_01054
OG0001309	Pral.g_00572	Syak.g_02620
OG0001311	Pral.g_01599	Syak.g_00651
OG0001312	Pral.g_01651	Syak.g_00537
OG0001313	Pral.g_01673	Syak.g_01140
OG0001315	Pral.g_01326	Syak.g_01284
OG0001316	Pral.g_00905	Syak.g_02140
OG0001317	Pral.g_00806	Syak.g_02302
OG0001318	Pral.g_00782	Syak.g_01424
OG0001319	Pral.g_00766	Syak.g_01448
OG0001321	Pral.g_00642	Syak.g_01172
OG0001322	Pral.g_00641	Syak.g_01171
OG0001323	Pral.g_00570	Syak.g_02623
OG0001324	Pral.g_01746	Syak.g_00707
OG0001325	Pral.g_01724	Syak.g_00800
OG0001327	Pral.g_01810	Syak.g_00362
OG0001330	Pral.g_01047	Syak.g_00925
OG0001331	Pral.g_01216	Syak.g_02559
OG0001332	Pral.g_01112	Syak.g_02485
OG0001333	Pral.g_00144	Syak.g_02365
OG0001334	Pral.g_00270	Syak.g_01274
OG0001335	Pral.g_00271	Syak.g_01273
OG0001336	Pral.g_00395	Syak.g_01817
OG0001337	Pral.g_00707	Syak.g_01253, Syak.g_01262
OG0001338	Pral.g_00704	Syak.g_01258
OG0001340	Pral.g_00706	Syak.g_01261
OG0001343	Pral.g_01822	Syak.g_01877
OG0001344	Pral.g_01371	Syak.g_00893
OG0001345	Pral.g_01389	Syak.g_00856
OG0001346	Pral.g_01280	Syak.g_00937
OG0001348	Pral.g_01303	Syak.g_00774
OG0001350	Pral.g_00803	Syak.g_02306
OG0001351	Pral.g_00634	Syak.g_01164
OG0001352	Pral.g_01762	Syak.g_00764
OG0001353	Pral.g_01520	Syak.g_00612
OG0001354	Pral.g_01617	Syak.g_00485
OG0001355	Pral.g_01040	Syak.g_00144
OG0001358	Pral.g_00467	Syak.g_00007
OG0001359	Pral.g_01821	Syak.g_01878
OG0001361	Pral.g_01386	Syak.g_00859
OG0001364	Pral.g_00273	Syak.g_01552
OG0001365	Pral.g_00355	Syak.g_01937
OG0001368	Pral.g_01899, Pral.g_01702	Syak.g_01403
OG0001369	Pral.g_00955	Syak.g_02207
OG0001371	Pral.g_01763	Syak.g_02231
OG0001375	Pral.g_01823	Syak.g_01876
OG0001379	Pral.g_01287	Syak.g_00927
OG0001380	Pral.g_01345	Syak.g_00237
OG0001394	Pral.g_01784	Syak.g_00399
OG0001398	Pral.g_01710	Syak.g_00571
OG0001401	Pral.g_01672	Syak.g_00608
OG0001402	Pral.g_00463	Syak.g_00012
OG0001405	Pral.g_00713	Syak.g_01271
OG0001409	Pral.g_01376	Syak.g_00878
OG0001410	Pral.g_01237	Syak.g_00343
OG0001425	Pral.g_00365	Syak.g_01922
OG0001429	Pral.g_01659	Syak.g_00547
OG0001430	Pral.g_01309	Syak.g_01949, Syak.g_00314
OG0001434	Pral.g_01779	Syak.g_00404
OG0001435	Pral.g_01803	Syak.g_00369
OG0001438	Pral.g_00745	Syak.g_01475
OG0001443	Pral.g_01300	Syak.g_01909
OG0001448	Pral.g_01851	Syak.g_00121
OG0001452	Pral.g_01817	Syak.g_01419
OG0001453	Pral.g_00989	Syak.g_00465
OG0001461	Pral.g_00457	Syak.g_00276
OG0001464	Pral.g_00705	Syak.g_01260
OG0001465	Pral.g_01735	Syak.g_00775
OG0001467	Pral.g_01223	Syak.g_01022
OG0001476	Pral.g_01374	Syak.g_00882
OG0001486	Pral.g_01365	Syak.g_00900
OG0001489	Pral.g_00258	Syak.g_01291, Syak.g_00278
OG0001495	Pral.g_00197	Syak.g_01357
OG0001498	Pral.g_00675	Syak.g_01214
OG0001510	Pral.g_00311	Syak.g_01662
OG0001511	Pral.g_00935	Syak.g_02183
OG0001512	Pral.g_01297	Syak.g_02308
OG0001515	Pral.g_01749	Syak.g_00701
OG0001516	Pral.g_01465	Syak.g_00346
OG0001517	Pral.g_00697	Syak.g_01245
OG0001518	Pral.g_00364	Syak.g_01924
OG0001519	Pral.g_00369	Syak.g_01907
OG0001527	Pral.g_00526	Syak.g_02682
OG0001529	Pral.g_01004	Syak.g_01743
OG0001530	Pral.g_00936	Syak.g_02185
OG0001531	Pral.g_00801	Syak.g_02309
OG0001532	Pral.g_01402	Syak.g_00838
OG0001534	Pral.g_01576	Syak.g_00665
OG0001535	Pral.g_01596	Syak.g_00646
OG0001536	Pral.g_01631	Syak.g_00508
OG0001537	Pral.g_01787	Syak.g_00392
OG0001538	Pral.g_01493	Syak.g_00439
OG0001539	Pral.g_01808	Syak.g_00364
OG0001540	Pral.g_00915	Syak.g_02155
OG0001541	Pral.g_00864	Syak.g_02089
OG0001542	Pral.g_00858	Syak.g_02080
OG0001543	Pral.g_01305	Syak.g_02007
OG0001544	Pral.g_00368	Syak.g_01908
OG0001545	Pral.g_00385	Syak.g_01830
OG0001553	Pral.g_01168	Syak.g_01037
OG0001557	Pral.g_01783	Syak.g_00400
OG0001558	Pral.g_00667	Syak.g_01774
OG0001559	Pral.g_00937	Syak.g_02186
OG0001560	Pral.g_00947	Syak.g_02199
OG0001561	Pral.g_01601	Syak.g_00653
OG0001562	Pral.g_01589	Syak.g_00639
OG0001563	Pral.g_00242	Syak.g_01306
OG0001565	Pral.g_01872	Syak.g_00083
OG0001574	Pral.g_00528	Syak.g_02680
OG0001576	Pral.g_01268	Syak.g_00955
OG0001577	Pral.g_01362	Syak.g_00903
OG0001579	Pral.g_00709	Syak.g_01267
OG0001580	Pral.g_00997	Syak.g_01953
OG0001588	Pral.g_01229	Syak.g_01554
OG0001589	Pral.g_00153	Syak.g_02356
OG0001591	Pral.g_01770	Syak.g_00357
OG0001592	Pral.g_00998	Syak.g_01952
OG0001602	Pral.g_01736	Syak.g_00776
OG0001614	Pral.g_00299	Syak.g_01641
OG0001616	Pral.g_01392	Syak.g_00851
OG0001617	Pral.g_01745	Syak.g_00710
OG0001619	Pral.g_01641	Syak.g_00520
OG0001620	Pral.g_00689	Syak.g_01233
OG0001621	Pral.g_00786	Syak.g_01420
OG0001622	Pral.g_00393	Syak.g_01820
OG0001636	Pral.g_01010	Syak.g_01751
OG0001638	Pral.g_00118	Syak.g_02404
OG0001639	Pral.g_01109	Syak.g_02481
OG0001640	Pral.g_01572	Syak.g_00759
OG0001642	Pral.g_01540	Syak.g_00581
OG0001644	Pral.g_01714	Syak.g_00783
OG0001652	Pral.g_01678	Syak.g_01776
OG0001654	Pral.g_01111	Syak.g_02483
OG0001655	Pral.g_01302	Syak.g_00131
OG0001656	Pral.g_00710	Syak.g_01268
OG0001657	Pral.g_00889	Syak.g_02117
OG0001658	Pral.g_01002	Syak.g_01943
OG0001659	Pral.g_00433	Syak.g_00842
OG0001671	Pral.g_01685	Syak.g_02002
OG0001673	Pral.g_00808	Syak.g_02299
OG0001676	Pral.g_00708	Syak.g_01264
OG0001678	Pral.g_00174	Syak.g_01389
OG0001679	Pral.g_00703	Syak.g_00549
OG0001692	Pral.g_01170	Syak.g_01035
OG0001694	Pral.g_00757	Syak.g_01461
OG0001703	Pral.g_00614	Syak.g_02567
OG0001713	Pral.g_01375	Syak.g_00881
OG0001717	Pral.g_00876	Syak.g_02104
OG0001729	Pral.g_00798	Syak.g_02314
OG0001731	Pral.g_01096	Syak.g_02463
OG0001737	Pral.g_01686	Syak.g_01481
OG0001748	Pral.g_01684	Syak.g_02000
OG0001761	Pral.g_00473	Syak.g_02757
OG0001770	Pral.g_00001, Pral.g_00027, Pral.g_00028	Syak.g_00323
OG0001803	Pral.g_00652	Syak.g_01185
OG0001810	Pral.g_01688	Syak.g_02142
OG0001813	Pral.g_00372	Syak.g_01901
OG0001816	Pral.g_01811	Syak.g_00361
OG0001837	Pral.g_01683	Syak.g_02001
OG0001907	Pral.g_01056	Syak.g_02136
OG0001936	Pral.g_00069	Syak.g_00289
OG0002111	Pral.g_01869	Syak.g_00568
OG0002237	Pral.g_01431	Syak.g_00028
OG0002247	Pral.g_00517	Syak.g_02693
OG0002348	Pral.g_00033	Syak.g_00243
OG0002349	Pral.g_00152	Syak.g_02357
OG0002589	Pral.g_01877	Syak.g_00199
OG0002700	Pral.g_01319	Syak.g_02288
OG0002931	Pral.g_01876	Syak.g_00200
