Orthogroup	Pral	Syal
OG0001169	Pral.g_00147	Syal.g_00642
OG0001170	Pral.g_00149	Syal.g_00644
OG0001172	Pral.g_00175	Syal.g_00198
OG0001173	Pral.g_00176	Syal.g_00199
OG0001174	Pral.g_00184	Syal.g_00207
OG0001175	Pral.g_00185	Syal.g_00208
OG0001176	Pral.g_00194	Syal.g_00226
OG0001177	Pral.g_00196	Syal.g_00224
OG0001178	Pral.g_00112	Syal.g_00592
OG0001179	Pral.g_00226	Syal.g_00256
OG0001180	Pral.g_00249	Syal.g_00282
OG0001182	Pral.g_00261	Syal.g_00295
OG0001183	Pral.g_00267	Syal.g_00302
OG0001184	Pral.g_00284	Syal.g_01359
OG0001185	Pral.g_00300	Syal.g_01453
OG0001186	Pral.g_00324	Syal.g_00179
OG0001187	Pral.g_00327	Syal.g_00175
OG0001188	Pral.g_00329	Syal.g_00172
OG0001189	Pral.g_00346	Syal.g_00152
OG0001190	Pral.g_00351	Syal.g_01067
OG0001191	Pral.g_00361	Syal.g_01083
OG0001192	Pral.g_00366	Syal.g_01090
OG0001193	Pral.g_00380	Syal.g_01128
OG0001194	Pral.g_00381	Syal.g_01130
OG0001195	Pral.g_00382	Syal.g_01131
OG0001196	Pral.g_00398	Syal.g_00078
OG0001197	Pral.g_00400	Syal.g_00080
OG0001198	Pral.g_00407	Syal.g_00093
OG0001200	Pral.g_00971	Syal.g_00759
OG0001201	Pral.g_00939	Syal.g_00821
OG0001203	Pral.g_00802	Syal.g_00683
OG0001205	Pral.g_00648	Syal.g_00515
OG0001206	Pral.g_00626	Syal.g_00490
OG0001207	Pral.g_00615	Syal.g_02889
OG0001208	Pral.g_00609	Syal.g_02899
OG0001209	Pral.g_00555	Syal.g_02835
OG0001210	Pral.g_00550	Syal.g_02827
OG0001211	Pral.g_00540	Syal.g_02811
OG0001212	Pral.g_00493	Syal.g_02754
OG0001213	Pral.g_00458	Syal.g_02701
OG0001214	Pral.g_01438	Syal.g_02634
OG0001215	Pral.g_01751	Syal.g_01786
OG0001216	Pral.g_01727	Syal.g_01861
OG0001217	Pral.g_00023	Syal.g_02067
OG0001218	Pral.g_01308	Syal.g_00429
OG0001219	Pral.g_01660	Syal.g_02036
OG0001220	Pral.g_01542	Syal.g_02494
OG0001221	Pral.g_01788	Syal.g_02258
OG0001222	Pral.g_01605	Syal.g_02006
OG0001223	Pral.g_01610	Syal.g_01960
OG0001224	Pral.g_01565	Syal.g_01827
OG0001225	Pral.g_01563	Syal.g_01825
OG0001226	Pral.g_01320, Pral.g_00967	Syal.g_00767
OG0001227	Pral.g_01327	Syal.g_01575
OG0001228	Pral.g_01421	Syal.g_02451
OG0001229	Pral.g_01299	Syal.g_01801
OG0001230	Pral.g_01174	Syal.g_00029
OG0001232	Pral.g_00130	Syal.g_00622
OG0001233	Pral.g_00150	Syal.g_00645
OG0001234	Pral.g_00188	Syal.g_00212
OG0001236	Pral.g_00281	Syal.g_01352
OG0001237	Pral.g_00285	Syal.g_01362
OG0001238	Pral.g_00362	Syal.g_01085
OG0001239	Pral.g_00976	Syal.g_00754
OG0001240	Pral.g_00954	Syal.g_00804
OG0001241	Pral.g_00945	Syal.g_00814
OG0001242	Pral.g_00926	Syal.g_00844
OG0001243	Pral.g_00919	Syal.g_00852
OG0001244	Pral.g_00904	Syal.g_00882
OG0001245	Pral.g_01840	Syal.g_02522
OG0001246	Pral.g_00016, Pral.g_00586	Syal.g_02927
OG0001247	Pral.g_01758	Syal.g_01126
OG0001248	Pral.g_01756	Syal.g_01778
OG0001249	Pral.g_00701	Syal.g_00337
OG0001250	Pral.g_01529	Syal.g_02469
OG0001251	Pral.g_01819	Syal.g_02576
OG0001253	Pral.g_01032	Syal.g_02521
OG0001254	Pral.g_00076	Syal.g_02507
OG0001256	Pral.g_01069	Syal.g_00571
OG0001258	Pral.g_00103	Syal.g_00582
OG0001259	Pral.g_00148	Syal.g_00643
OG0001260	Pral.g_00166	Syal.g_00665
OG0001261	Pral.g_00234	Syal.g_00265
OG0001262	Pral.g_00344	Syal.g_00154
OG0001263	Pral.g_00917	Syal.g_00856
OG0001265	Pral.g_00927	Syal.g_00842
OG0001266	Pral.g_00841	Syal.g_00960
OG0001267	Pral.g_00759	Syal.g_01263
OG0001268	Pral.g_00693	Syal.g_00353
OG0001269	Pral.g_01541	Syal.g_02116, Syal.g_02567
OG0001270	Pral.g_00660	Syal.g_00528
OG0001271	Pral.g_00620	Syal.g_00466
OG0001272	Pral.g_00605	Syal.g_02903
OG0001273	Pral.g_01432	Syal.g_02641
OG0001274	Pral.g_00818	Syal.g_01007
OG0001275	Pral.g_01585	Syal.g_01932
OG0001276	Pral.g_01597	Syal.g_01914
OG0001277	Pral.g_01703	Syal.g_02963
OG0001278	Pral.g_01425	Syal.g_01766
OG0001279	Pral.g_00024	Syal.g_02565
OG0001280	Pral.g_01282	Syal.g_01604
OG0001281	Pral.g_01276	Syal.g_01592
OG0001282	Pral.g_01221	Syal.g_02887
OG0001283	Pral.g_00394	Syal.g_01179
OG0001284	Pral.g_01082	Syal.g_03007
OG0001285	Pral.g_00133	Syal.g_00625
OG0001286	Pral.g_00247	Syal.g_00280
OG0001287	Pral.g_00307	Syal.g_01461
OG0001288	Pral.g_00317	Syal.g_01513
OG0001289	Pral.g_00960	Syal.g_00781
OG0001290	Pral.g_00946	Syal.g_00813
OG0001291	Pral.g_00909	Syal.g_00866
OG0001292	Pral.g_00791	Syal.g_01206
OG0001293	Pral.g_00778	Syal.g_01236
OG0001294	Pral.g_00025	Syal.g_02207
OG0001296	Pral.g_00581	Syal.g_02933
OG0001298	Pral.g_00511	Syal.g_02777
OG0001299	Pral.g_01468	Syal.g_02200
OG0001300	Pral.g_01747	Syal.g_01795
OG0001301	Pral.g_01742	Syal.g_01941, Syal.g_01810
OG0001302	Pral.g_01663	Syal.g_02607
OG0001304	Pral.g_01577	Syal.g_01899
OG0001305	Pral.g_01557	Syal.g_01817
OG0001306	Pral.g_01352	Syal.g_01626
OG0001307	Pral.g_01238	Syal.g_02195
OG0001308	Pral.g_01151	Syal.g_00392
OG0001309	Pral.g_00572	Syal.g_02943
OG0001310	Pral.g_00120	Syal.g_00605
OG0001311	Pral.g_01599	Syal.g_01912
OG0001312	Pral.g_01651	Syal.g_02024
OG0001313	Pral.g_01673	Syal.g_00482
OG0001315	Pral.g_01326	Syal.g_00300
OG0001316	Pral.g_00905	Syal.g_00872
OG0001317	Pral.g_00806	Syal.g_00687
OG0001318	Pral.g_00782	Syal.g_01228
OG0001319	Pral.g_00766	Syal.g_01252
OG0001321	Pral.g_00642	Syal.g_00508
OG0001322	Pral.g_00641	Syal.g_00507
OG0001323	Pral.g_00570	Syal.g_02946
OG0001324	Pral.g_01746	Syal.g_01796
OG0001325	Pral.g_01724	Syal.g_01865
OG0001327	Pral.g_01810	Syal.g_02296
OG0001330	Pral.g_01047	Syal.g_01611
OG0001332	Pral.g_01112	Syal.g_02965
OG0001333	Pral.g_00144	Syal.g_00639
OG0001334	Pral.g_00270	Syal.g_00311
OG0001335	Pral.g_00271	Syal.g_00312
OG0001336	Pral.g_00395	Syal.g_01180
OG0001337	Pral.g_00707	Syal.g_00308, Syal.g_00327
OG0001338	Pral.g_00704	Syal.g_02003, Syal.g_00330
OG0001339	Pral.g_00943	Syal.g_00816
OG0001340	Pral.g_00706	Syal.g_00328
OG0001341	Pral.g_01304	Syal.g_02538
OG0001343	Pral.g_01822	Syal.g_01190
OG0001344	Pral.g_01371	Syal.g_01658
OG0001345	Pral.g_01389	Syal.g_01694
OG0001346	Pral.g_01280	Syal.g_01600
OG0001348	Pral.g_01303	Syal.g_01849
OG0001351	Pral.g_00634	Syal.g_00501
OG0001353	Pral.g_01520	Syal.g_02457
OG0001354	Pral.g_01617	Syal.g_01973
OG0001358	Pral.g_00467	Syal.g_02715
OG0001359	Pral.g_01821	Syal.g_01189
OG0001361	Pral.g_01386	Syal.g_01691
OG0001362	Pral.g_01147	Syal.g_00397
OG0001363	Pral.g_01145	Syal.g_00399
OG0001364	Pral.g_00273	Syal.g_01342
OG0001365	Pral.g_00355	Syal.g_01072
OG0001368	Pral.g_01899, Pral.g_01702	Syal.g_01200
OG0001369	Pral.g_00955	Syal.g_00803
OG0001375	Pral.g_01823	Syal.g_01191
OG0001379	Pral.g_01287	Syal.g_01609
OG0001394	Pral.g_01784	Syal.g_02250
OG0001397	Pral.g_01146	Syal.g_00398
OG0001398	Pral.g_01710	Syal.g_00774
OG0001401	Pral.g_01672	Syal.g_02463
OG0001402	Pral.g_00463	Syal.g_02711
OG0001404	Pral.g_00979	Syal.g_00750
OG0001405	Pral.g_00713	Syal.g_00314
OG0001407	Pral.g_00051	Syal.g_01774
OG0001409	Pral.g_01376	Syal.g_01671
OG0001410	Pral.g_01237	Syal.g_02194
OG0001419	Pral.g_00052	Syal.g_01775
OG0001425	Pral.g_00365	Syal.g_01089
OG0001430	Pral.g_01309	Syal.g_01055
OG0001434	Pral.g_01779	Syal.g_02245
OG0001435	Pral.g_01803	Syal.g_02290
OG0001438	Pral.g_00745	Syal.g_01278
OG0001443	Pral.g_01300	Syal.g_01101
OG0001448	Pral.g_01851	Syal.g_02552
OG0001452	Pral.g_01817	Syal.g_01223
OG0001461	Pral.g_00457	Syal.g_02091
OG0001476	Pral.g_01374	Syal.g_01667
OG0001481	Pral.g_00671	Syal.g_00504
OG0001486	Pral.g_01365	Syal.g_01651
OG0001489	Pral.g_00258	Syal.g_00291
OG0001495	Pral.g_00197	Syal.g_00223
OG0001498	Pral.g_00675	Syal.g_00554
OG0001499	Pral.g_01846	Syal.g_00086
OG0001510	Pral.g_00311	Syal.g_01489
OG0001511	Pral.g_00935	Syal.g_00829
OG0001512	Pral.g_01297	Syal.g_00682
OG0001515	Pral.g_01749	Syal.g_01791
OG0001516	Pral.g_01465	Syal.g_02197
OG0001517	Pral.g_00697	Syal.g_00348
OG0001518	Pral.g_00364	Syal.g_02309, Syal.g_01087
OG0001519	Pral.g_00369	Syal.g_01103
OG0001527	Pral.g_00526	Syal.g_02796
OG0001529	Pral.g_01004	Syal.g_00145
OG0001530	Pral.g_00936	Syal.g_00827
OG0001531	Pral.g_00801	Syal.g_00681
OG0001532	Pral.g_01402	Syal.g_01710
OG0001534	Pral.g_01576	Syal.g_01898
OG0001535	Pral.g_01596	Syal.g_01917
OG0001536	Pral.g_01631	Syal.g_01996
OG0001537	Pral.g_01787	Syal.g_02257
OG0001538	Pral.g_01493	Syal.g_01870
OG0001539	Pral.g_01808	Syal.g_02294
OG0001540	Pral.g_00915	Syal.g_00858
OG0001541	Pral.g_00864	Syal.g_00924
OG0001542	Pral.g_00858	Syal.g_00935
OG0001543	Pral.g_01305	Syal.g_00988
OG0001544	Pral.g_00368	Syal.g_01102
OG0001545	Pral.g_00385	Syal.g_01170
OG0001557	Pral.g_01783	Syal.g_02249
OG0001558	Pral.g_00667	Syal.g_00117
OG0001559	Pral.g_00937	Syal.g_00826
OG0001560	Pral.g_00947	Syal.g_00812
OG0001561	Pral.g_01601	Syal.g_01910
OG0001562	Pral.g_01589	Syal.g_01926
OG0001563	Pral.g_00242	Syal.g_00274
OG0001565	Pral.g_01872	Syal.g_02600
OG0001574	Pral.g_00528	Syal.g_02798
OG0001575	Pral.g_00523	Syal.g_02793
OG0001576	Pral.g_01268	Syal.g_01582
OG0001577	Pral.g_01362	Syal.g_01648
OG0001579	Pral.g_00709	Syal.g_00318
OG0001580	Pral.g_00997	Syal.g_01052
OG0001589	Pral.g_00153	Syal.g_00647
OG0001591	Pral.g_01770	Syal.g_02209
OG0001592	Pral.g_00998	Syal.g_01053
OG0001614	Pral.g_00299	Syal.g_01451
OG0001616	Pral.g_01392	Syal.g_01699
OG0001617	Pral.g_01745	Syal.g_01800
OG0001619	Pral.g_01641	Syal.g_02009
OG0001620	Pral.g_00689	Syal.g_00360
OG0001621	Pral.g_00786	Syal.g_01224
OG0001622	Pral.g_00393	Syal.g_01178
OG0001636	Pral.g_01010	Syal.g_00137
OG0001638	Pral.g_00118	Syal.g_00599
OG0001639	Pral.g_01109	Syal.g_02968
OG0001640	Pral.g_01572	Syal.g_01839
OG0001644	Pral.g_01714	Syal.g_02426
OG0001652	Pral.g_01678	Syal.g_00115
OG0001654	Pral.g_01111	Syal.g_02966
OG0001655	Pral.g_01302	Syal.g_02854, Syal.g_00703
OG0001656	Pral.g_00710	Syal.g_00317
OG0001657	Pral.g_00889	Syal.g_00897
OG0001658	Pral.g_01002	Syal.g_01066
OG0001659	Pral.g_00433	Syal.g_01706
OG0001671	Pral.g_01685	Syal.g_00993
OG0001673	Pral.g_00808	Syal.g_00689
OG0001676	Pral.g_00708	Syal.g_00320
OG0001678	Pral.g_00174	Syal.g_00197
OG0001679	Pral.g_00703	Syal.g_00794, Syal.g_02034
OG0001692	Pral.g_01170	Syal.g_00024
OG0001694	Pral.g_00757	Syal.g_01265
OG0001703	Pral.g_00614	Syal.g_02890
OG0001713	Pral.g_01375	Syal.g_01668
OG0001717	Pral.g_00876	Syal.g_00910
OG0001722	Pral.g_01816	Syal.g_00730
OG0001729	Pral.g_00798	Syal.g_00676
OG0001731	Pral.g_01096	Syal.g_02986
OG0001737	Pral.g_01686	Syal.g_01284
OG0001748	Pral.g_01684	Syal.g_00995
OG0001761	Pral.g_00473	Syal.g_02727
OG0001770	Pral.g_00001, Pral.g_00027, Pral.g_00028	Syal.g_02501
OG0001803	Pral.g_00652	Syal.g_00519
OG0001810	Pral.g_01688	Syal.g_00878
OG0001813	Pral.g_00372	Syal.g_01117
OG0001816	Pral.g_01811	Syal.g_02297
OG0001837	Pral.g_01683	Syal.g_00994
OG0001936	Pral.g_00069	Syal.g_02069
OG0001974	Pral.g_00014	Syal.g_01063
OG0002111	Pral.g_01869	Syal.g_02674, Syal.g_01017, Syal.g_02655
OG0002154	Pral.g_01224	Syal.g_01438
OG0002177	Pral.g_00453	Syal.g_02864
OG0002237	Pral.g_01431	Syal.g_02643
OG0002246	Pral.g_00081	Syal.g_00542
OG0002434	Pral.g_00531	Syal.g_02802
OG0002445	Pral.g_01242	Syal.g_00455
OG0002589	Pral.g_01877	Syal.g_02111
OG0002700	Pral.g_01319	Syal.g_01622
OG0002931	Pral.g_01876	Syal.g_02110
