Orthogroup	Prap	Syai
OG0001170	Prap.g_01736	Syai.g_02260
OG0001171	Prap.g_01726	Syai.g_02270
OG0001172	Prap.g_01710	Syai.g_00323
OG0001173	Prap.g_01709	Syai.g_00324
OG0001174	Prap.g_01701	Syai.g_00332
OG0001175	Prap.g_01700	Syai.g_00333
OG0001176	Prap.g_01692	Syai.g_00352
OG0001177	Prap.g_01690	Syai.g_00350
OG0001178	Prap.g_01774	Syai.g_02383
OG0001179	Prap.g_01660	Syai.g_00385
OG0001180	Prap.g_01636	Syai.g_00410
OG0001181	Prap.g_01632	Syai.g_00414
OG0001182	Prap.g_01624	Syai.g_00423
OG0001183	Prap.g_01619	Syai.g_00429
OG0001184	Prap.g_01601	Syai.g_00156
OG0001185	Prap.g_01585	Syai.g_00117
OG0001186	Prap.g_01561	Syai.g_00084
OG0001187	Prap.g_01558	Syai.g_00081
OG0001188	Prap.g_01556	Syai.g_00078
OG0001189	Prap.g_01540	Syai.g_00061
OG0001190	Prap.g_01535	Syai.g_02776
OG0001191	Prap.g_01525	Syai.g_02788
OG0001192	Prap.g_01520	Syai.g_02793
OG0001193	Prap.g_01508	Syai.g_02835
OG0001194	Prap.g_01507	Syai.g_02838
OG0001195	Prap.g_01506	Syai.g_02839
OG0001196	Prap.g_01490	Syai.g_02913
OG0001197	Prap.g_01488	Syai.g_02915
OG0001198	Prap.g_01868	Syai.g_02930
OG0001199	Prap.g_00876	Syai.g_02480
OG0001202	Prap.g_00970	Syai.g_02674
OG0001203	Prap.g_01474	Syai.g_00540
OG0001204	Prap.g_01468	Syai.g_00312
OG0001205	Prap.g_01321	Syai.g_02212
OG0001206	Prap.g_01301	Syai.g_00853
OG0001207	Prap.g_01290	Syai.g_00629
OG0001208	Prap.g_01285	Syai.g_00640
OG0001209	Prap.g_01234	Syai.g_00711
OG0001210	Prap.g_01229	Syai.g_00720
OG0001211	Prap.g_01219	Syai.g_00735
OG0001212	Prap.g_01172	Syai.g_00799
OG0001213	Prap.g_01137	Syai.g_01082
OG0001214	Prap.g_00390	Syai.g_01106
OG0001215	Prap.g_00810	Syai.g_01958
OG0001216	Prap.g_00789	Syai.g_01388
OG0001217	Prap.g_00036	Syai.g_01185
OG0001218	Prap.g_00519	Syai.g_00893
OG0001219	Prap.g_00685	Syai.g_01561
OG0001220	Prap.g_00727	Syai.g_02087
OG0001221	Prap.g_00847	Syai.g_01284
OG0001222	Prap.g_00307	Syai.g_01516
OG0001223	Prap.g_00275	Syai.g_01463
OG0001224	Prap.g_00704	Syai.g_02011
OG0001225	Prap.g_00706	Syai.g_02009
OG0001226	Prap.g_01129	Syai.g_01154
OG0001227	Prap.g_00504	Syai.g_02806
OG0001228	Prap.g_00406	Syai.g_02218
OG0001229	Prap.g_00518	Syai.g_01986
OG0001230	Prap.g_00114	Syai.g_00964
OG0001231	Prap.g_01344	Syai.g_00017
OG0001233	Prap.g_01735	Syai.g_02261
OG0001234	Prap.g_01698	Syai.g_00337
OG0001235	Prap.g_01694	Syai.g_00343
OG0001236	Prap.g_01604	Syai.g_00159
OG0001237	Prap.g_01600	Syai.g_00137
OG0001238	Prap.g_01524	Syai.g_02789
OG0001239	Prap.g_00879	Syai.g_02477
OG0001240	Prap.g_01085	Syai.g_02527
OG0001241	Prap.g_01075	Syai.g_02537
OG0001242	Prap.g_01055	Syai.g_02566
OG0001243	Prap.g_01048	Syai.g_02573
OG0001244	Prap.g_01033	Syai.g_02605
OG0001245	Prap.g_00495	Syai.g_02091
OG0001247	Prap.g_00817	Syai.g_01380
OG0001248	Prap.g_00815	Syai.g_01377
OG0001249	Prap.g_01375	Syai.g_00464
OG0001250	Prap.g_00740	Syai.g_02053
OG0001251	Prap.g_00659	Syai.g_02845
OG0001252	Prap.g_00699	Syai.g_02018
OG0001254	Prap.g_01881	Syai.g_01744
OG0001255	Prap.g_00474	Syai.g_01915
OG0001256	Prap.g_00210	Syai.g_02362
OG0001258	Prap.g_01783	Syai.g_02372
OG0001259	Prap.g_01737	Syai.g_02259
OG0001260	Prap.g_01720	Syai.g_02281
OG0001261	Prap.g_01652	Syai.g_00394
OG0001263	Prap.g_01046	Syai.g_02576
OG0001265	Prap.g_01056	Syai.g_02563
OG0001266	Prap.g_00966	Syai.g_02679
OG0001267	Prap.g_01430	Syai.g_00259
OG0001268	Prap.g_01367	Syai.g_00492
OG0001269	Prap.g_00728	Syai.g_01699
OG0001270	Prap.g_01332	Syai.g_02231
OG0001271	Prap.g_01295	Syai.g_00862
OG0001272	Prap.g_01281	Syai.g_00644
OG0001273	Prap.g_00396	Syai.g_01099
OG0001274	Prap.g_00942	Syai.g_02706
OG0001275	Prap.g_00285	Syai.g_01447
OG0001276	Prap.g_00299	Syai.g_01431
OG0001277	Prap.g_01502	Syai.g_02899
OG0001278	Prap.g_00402	Syai.g_01799
OG0001279	Prap.g_00610	Syai.g_00991
OG0001280	Prap.g_00560	Syai.g_02176
OG0001281	Prap.g_00566	Syai.g_02186
OG0001282	Prap.g_00060	Syai.g_00627
OG0001283	Prap.g_01493	Syai.g_02908
OG0001284	Prap.g_00196	Syai.g_02338
OG0001285	Prap.g_01752	Syai.g_02866
OG0001286	Prap.g_01638	Syai.g_00408
OG0001287	Prap.g_01578	Syai.g_00109
OG0001289	Prap.g_01091	Syai.g_02504
OG0001290	Prap.g_01076	Syai.g_02536
OG0001291	Prap.g_01038	Syai.g_02587
OG0001292	Prap.g_01463	Syai.g_00306
OG0001293	Prap.g_01450	Syai.g_00285
OG0001295	Prap.g_01919	Syai.g_00722
OG0001296	Prap.g_01258	Syai.g_00672
OG0001297	Prap.g_01253	Syai.g_00676
OG0001298	Prap.g_01192	Syai.g_00773
OG0001299	Prap.g_00359	Syai.g_01236
OG0001300	Prap.g_00806	Syai.g_01982
OG0001301	Prap.g_00801	Syai.g_01995
OG0001302	Prap.g_00688	Syai.g_01142
OG0001303	Prap.g_01817	Syai.g_01559
OG0001304	Prap.g_00312	Syai.g_01418
OG0001305	Prap.g_00712	Syai.g_02001
OG0001306	Prap.g_00471	Syai.g_02160
OG0001307	Prap.g_01927	Syai.g_01717
OG0001308	Prap.g_00131	Syai.g_00943
OG0001309	Prap.g_00238	Syai.g_00682
OG0001311	Prap.g_00301	Syai.g_01429
OG0001312	Prap.g_00676	Syai.g_01549
OG0001314	Prap.g_00644	Syai.g_01341, Syai.g_01810
OG0001315	Prap.g_00509	Syai.g_00427
OG0001316	Prap.g_01034	Syai.g_02593
OG0001317	Prap.g_01478	Syai.g_00534
OG0001318	Prap.g_01454	Syai.g_00293
OG0001319	Prap.g_01437	Syai.g_00270
OG0001321	Prap.g_01315	Syai.g_02195
OG0001322	Prap.g_01314	Syai.g_02194
OG0001323	Prap.g_01248	Syai.g_00685
OG0001324	Prap.g_00805	Syai.g_01983
OG0001325	Prap.g_00342	Syai.g_01392
OG0001327	Prap.g_00870	Syai.g_01250
OG0001328	Prap.g_00542	Syai.g_01278
OG0001330	Prap.g_00227	Syai.g_02167
OG0001331	Prap.g_00065	Syai.g_00622
OG0001332	Prap.g_00167	Syai.g_02293
OG0001333	Prap.g_01741	Syai.g_02255
OG0001334	Prap.g_01616	Syai.g_00438
OG0001335	Prap.g_01615	Syai.g_00439
OG0001337	Prap.g_01380	Syai.g_00434, Syai.g_00452
OG0001338	Prap.g_01377	Syai.g_00448, Syai.g_01658, Syai.g_00456
OG0001339	Prap.g_01073	Syai.g_02539
OG0001340	Prap.g_01379	Syai.g_00453
OG0001343	Prap.g_00662	Syai.g_02842
OG0001344	Prap.g_00452	Syai.g_02139
OG0001345	Prap.g_00436	Syai.g_02110
OG0001346	Prap.g_00562	Syai.g_02180
OG0001348	Prap.g_01921	Syai.g_02033
OG0001349	Prap.g_00083	Syai.g_02417
OG0001350	Prap.g_01475	Syai.g_00539
OG0001351	Prap.g_01309	Syai.g_00843
OG0001352	Prap.g_00821	Syai.g_00700
OG0001353	Prap.g_00750	Syai.g_02042
OG0001354	Prap.g_00267	Syai.g_01477
OG0001355	Prap.g_00321	Syai.g_01698
OG0001356	Prap.g_01791	Syai.g_02032
OG0001357	Prap.g_00535	Syai.g_00918, Syai.g_01612
OG0001359	Prap.g_00661	Syai.g_02841
OG0001362	Prap.g_00135	Syai.g_00938
OG0001363	Prap.g_00137	Syai.g_00936
OG0001364	Prap.g_01613	Syai.g_00173
OG0001368	Prap.g_00536, Prap.g_00007, Prap.g_00646	Syai.g_00313
OG0001370	Prap.g_01304	Syai.g_02317
OG0001375	Prap.g_00663	Syai.g_02843
OG0001379	Prap.g_00555	Syai.g_02169
OG0001380	Prap.g_00521	Syai.g_01168
OG0001381	Prap.g_00481	Syai.g_02819, Syai.g_01723
OG0001394	Prap.g_00843	Syai.g_01290
OG0001397	Prap.g_00136	Syai.g_00937
OG0001398	Prap.g_01896	Syai.g_01587
OG0001401	Prap.g_00745	Syai.g_02046, Syai.g_02047
OG0001402	Prap.g_01143	Syai.g_01070
OG0001404	Prap.g_00882	Syai.g_02473
OG0001407	Prap.g_00528	Syai.g_00701
OG0001414	Prap.g_01483	Syai.g_01722
OG0001419	Prap.g_00527	Syai.g_00702
OG0001421	Prap.g_00211	Syai.g_01621
OG0001422	Prap.g_00531	Syai.g_02171
OG0001423	Prap.g_00633	Syai.g_02446, Syai.g_02822, Syai.g_02466
OG0001425	Prap.g_01521	Syai.g_02792
OG0001428	Prap.g_00998	Syai.g_02637
OG0001430	Prap.g_00520	Syai.g_02768
OG0001433	Prap.g_01792	Syai.g_02031
OG0001435	Prap.g_00862	Syai.g_01256
OG0001443	Prap.g_00517	Syai.g_02800
OG0001446	Prap.g_00025	Syai.g_00832
OG0001448	Prap.g_01311	Syai.g_02808
OG0001460	Prap.g_01793	Syai.g_02030
OG0001461	Prap.g_00898	Syai.g_01730
OG0001465	Prap.g_00794	Syai.g_01384
OG0001467	Prap.g_01947	Syai.g_01141
OG0001468	Prap.g_00671	Syai.g_01144
OG0001472	Prap.g_01120	Syai.g_01931
OG0001476	Prap.g_00449	Syai.g_02131
OG0001477	Prap.g_00587	Syai.g_01992
OG0001484	Prap.g_00226	Syai.g_02864
OG0001487	Prap.g_00161	Syai.g_00894
OG0001488	Prap.g_00443	Syai.g_02121
OG0001489	Prap.g_01627	Syai.g_00419
OG0001496	Prap.g_00589	Syai.g_01990
OG0001497	Prap.g_00588	Syai.g_01991
OG0001498	Prap.g_01348	Syai.g_00518
OG0001510	Prap.g_01574	Syai.g_00105
OG0001511	Prap.g_01064	Syai.g_02549
OG0001512	Prap.g_00513	Syai.g_00541
OG0001514	Prap.g_00590	Syai.g_01989
OG0001515	Prap.g_00808	Syai.g_01978
OG0001516	Prap.g_00362	Syai.g_01233
OG0001517	Prap.g_01371	Syai.g_00487
OG0001518	Prap.g_01522	Syai.g_02791
OG0001519	Prap.g_01517	Syai.g_02802
OG0001527	Prap.g_01206	Syai.g_00749
OG0001529	Prap.g_00914	Syai.g_00054
OG0001530	Prap.g_01065	Syai.g_02547
OG0001531	Prap.g_01473	Syai.g_00542
OG0001532	Prap.g_00425	Syai.g_01764
OG0001534	Prap.g_00313	Syai.g_01417
OG0001535	Prap.g_00297	Syai.g_01433
OG0001536	Prap.g_00253	Syai.g_01508
OG0001537	Prap.g_00846	Syai.g_01285
OG0001538	Prap.g_00778	Syai.g_01326
OG0001539	Prap.g_00868	Syai.g_01252
OG0001540	Prap.g_01044	Syai.g_02578
OG0001541	Prap.g_00990	Syai.g_02646
OG0001542	Prap.g_00984	Syai.g_02655
OG0001543	Prap.g_00547	Syai.g_02692
OG0001544	Prap.g_01518	Syai.g_02801
OG0001545	Prap.g_01503	Syai.g_02898
OG0001549	Prap.g_00718	Syai.g_02106
OG0001552	Prap.g_00214	Syai.g_01018
OG0001557	Prap.g_00842	Syai.g_01291
OG0001559	Prap.g_01066	Syai.g_02546
OG0001560	Prap.g_01077	Syai.g_02535
OG0001561	Prap.g_00303	Syai.g_01427
OG0001562	Prap.g_00290	Syai.g_01441
OG0001563	Prap.g_01643	Syai.g_00403
OG0001564	Prap.g_00895	Syai.g_02869
OG0001572	Prap.g_00609	Syai.g_00564
OG0001574	Prap.g_01208	Syai.g_00747
OG0001575	Prap.g_01203	Syai.g_00752
OG0001576	Prap.g_00575	Syai.g_00817
OG0001577	Prap.g_00461	Syai.g_02148
OG0001579	Prap.g_01382	Syai.g_00447
OG0001580	Prap.g_00907	Syai.g_02758
OG0001588	Prap.g_01341	Syai.g_00170
OG0001589	Prap.g_01733	Syai.g_02263
OG0001591	Prap.g_00829	Syai.g_01244
OG0001592	Prap.g_00908	Syai.g_02760
OG0001614	Prap.g_01586	Syai.g_00119
OG0001616	Prap.g_00433	Syai.g_01751
OG0001617	Prap.g_00804	Syai.g_01985
OG0001619	Prap.g_00246	Syai.g_01519
OG0001620	Prap.g_01363	Syai.g_00499
OG0001621	Prap.g_01458	Syai.g_00297
OG0001622	Prap.g_01494	Syai.g_02907
OG0001638	Prap.g_01768	Syai.g_02390
OG0001639	Prap.g_00170	Syai.g_02297
OG0001640	Prap.g_00696	Syai.g_02022
OG0001641	Prap.g_00278	Syai.g_01457
OG0001642	Prap.g_00729	Syai.g_02085
OG0001643	Prap.g_00387	Syai.g_01109
OG0001644	Prap.g_00332	Syai.g_01406
OG0001654	Prap.g_00168	Syai.g_02295
OG0001656	Prap.g_01383	Syai.g_00445
OG0001657	Prap.g_01015	Syai.g_02619
OG0001658	Prap.g_00912	Syai.g_02775
OG0001659	Prap.g_01916	Syai.g_01759
OG0001676	Prap.g_01381	Syai.g_00444
OG0001678	Prap.g_01711	Syai.g_00322
OG0001679	Prap.g_01376	Syai.g_00756
OG0001691	Prap.g_00694	Syai.g_01064
OG0001717	Prap.g_00594	Syai.g_02632
OG0001733	Prap.g_01795	Syai.g_01247
OG0001747	Prap.g_01340	Syai.g_02600
OG0001758	Prap.g_01801	Syai.g_01708
OG0001769	Prap.g_00508	Syai.g_01123
OG0001771	Prap.g_01852	Syai.g_01697
OG0001807	Prap.g_00896	Syai.g_00177
OG0001842	Prap.g_00022	Syai.g_02289
OG0001875	Prap.g_01802	Syai.g_01707
OG0001876	Prap.g_01803	Syai.g_01706
OG0001916	Prap.g_01271	Syai.g_00655
OG0001917	Prap.g_00298	Syai.g_01432
OG0001930	Prap.g_00023	Syai.g_02290
OG0001931	Prap.g_00024	Syai.g_02291
OG0001965	Prap.g_01845	Syai.g_01131
OG0001996	Prap.g_00926	Syai.g_00036
OG0002106	Prap.g_00533	Syai.g_00555
OG0002177	Prap.g_01132	Syai.g_01182
OG0002293	Prap.g_00604	Syai.g_00879
OG0002348	Prap.g_01922	Syai.g_01637
OG0002384	Prap.g_01808	Syai.g_00598
OG0002389	Prap.g_01623	Syai.g_00424
OG0002436	Prap.g_01849	Syai.g_00606
OG0002487	Prap.g_00544	Syai.g_01842
OG0002518	Prap.g_01113	Syai.g_01532, Syai.g_01662
OG0002663	Prap.g_01800	Syai.g_02098
OG0002927	Prap.g_00687	Syai.g_00581
