Orthogroup	Prap	Syal
OG0001173	Prap.g_01709	Syal.g_00199
OG0001174	Prap.g_01701	Syal.g_00207
OG0001175	Prap.g_01700	Syal.g_00208
OG0001176	Prap.g_01692	Syal.g_00226
OG0001177	Prap.g_01690	Syal.g_00224
OG0001178	Prap.g_01774	Syal.g_00592
OG0001179	Prap.g_01660	Syal.g_00256
OG0001180	Prap.g_01636	Syal.g_00282
OG0001182	Prap.g_01624	Syal.g_00295
OG0001183	Prap.g_01619	Syal.g_00302
OG0001184	Prap.g_01601	Syal.g_01359
OG0001185	Prap.g_01585	Syal.g_01453
OG0001186	Prap.g_01561	Syal.g_00179
OG0001187	Prap.g_01558	Syal.g_00175
OG0001188	Prap.g_01556	Syal.g_00172
OG0001189	Prap.g_01540	Syal.g_00152
OG0001190	Prap.g_01535	Syal.g_01067
OG0001191	Prap.g_01525	Syal.g_01083
OG0001192	Prap.g_01520	Syal.g_01090
OG0001193	Prap.g_01508	Syal.g_01128
OG0001194	Prap.g_01507	Syal.g_01130
OG0001195	Prap.g_01506	Syal.g_01131
OG0001196	Prap.g_01490	Syal.g_00078
OG0001197	Prap.g_01488	Syal.g_00080
OG0001198	Prap.g_01868	Syal.g_00093
OG0001199	Prap.g_00876	Syal.g_00757
OG0001201	Prap.g_01068	Syal.g_00821
OG0001202	Prap.g_00970	Syal.g_00956
OG0001203	Prap.g_01474	Syal.g_00683
OG0001204	Prap.g_01468	Syal.g_01201
OG0001205	Prap.g_01321	Syal.g_00515
OG0001206	Prap.g_01301	Syal.g_00490
OG0001207	Prap.g_01290	Syal.g_02889
OG0001208	Prap.g_01285	Syal.g_02899
OG0001209	Prap.g_01234	Syal.g_02835
OG0001210	Prap.g_01229	Syal.g_02827
OG0001211	Prap.g_01219	Syal.g_02811
OG0001212	Prap.g_01172	Syal.g_02754
OG0001213	Prap.g_01137	Syal.g_02701
OG0001214	Prap.g_00390	Syal.g_02634
OG0001215	Prap.g_00810	Syal.g_01786
OG0001216	Prap.g_00789	Syal.g_01861
OG0001217	Prap.g_00036	Syal.g_02067
OG0001218	Prap.g_00519	Syal.g_00429
OG0001219	Prap.g_00685	Syal.g_02036
OG0001220	Prap.g_00727	Syal.g_02494
OG0001221	Prap.g_00847	Syal.g_02258
OG0001222	Prap.g_00307	Syal.g_02006
OG0001223	Prap.g_00275	Syal.g_01960
OG0001224	Prap.g_00704	Syal.g_01827
OG0001225	Prap.g_00706	Syal.g_01825
OG0001226	Prap.g_01129	Syal.g_00767
OG0001227	Prap.g_00504	Syal.g_01575
OG0001228	Prap.g_00406	Syal.g_02451
OG0001229	Prap.g_00518	Syal.g_01801
OG0001230	Prap.g_00114	Syal.g_00029
OG0001231	Prap.g_01344	Syal.g_00114
OG0001233	Prap.g_01735	Syal.g_00645
OG0001234	Prap.g_01698	Syal.g_00212
OG0001236	Prap.g_01604	Syal.g_01352
OG0001237	Prap.g_01600	Syal.g_01362
OG0001238	Prap.g_01524	Syal.g_01085
OG0001239	Prap.g_00879	Syal.g_00754
OG0001240	Prap.g_01085	Syal.g_00804
OG0001241	Prap.g_01075	Syal.g_00814
OG0001242	Prap.g_01055	Syal.g_00844
OG0001243	Prap.g_01048	Syal.g_00852
OG0001244	Prap.g_01033	Syal.g_00882
OG0001245	Prap.g_00495	Syal.g_02522
OG0001247	Prap.g_00817	Syal.g_01126
OG0001248	Prap.g_00815	Syal.g_01778
OG0001249	Prap.g_01375	Syal.g_00337
OG0001250	Prap.g_00740	Syal.g_02469
OG0001251	Prap.g_00659	Syal.g_02576
OG0001252	Prap.g_00699	Syal.g_01834
OG0001253	Prap.g_01126	Syal.g_02521
OG0001254	Prap.g_01881	Syal.g_02507
OG0001255	Prap.g_00474	Syal.g_02609
OG0001256	Prap.g_00210	Syal.g_00571
OG0001258	Prap.g_01783	Syal.g_00582
OG0001259	Prap.g_01737	Syal.g_00643
OG0001260	Prap.g_01720	Syal.g_00665
OG0001261	Prap.g_01652	Syal.g_00265
OG0001263	Prap.g_01046	Syal.g_00856
OG0001265	Prap.g_01056	Syal.g_00842
OG0001266	Prap.g_00966	Syal.g_00960
OG0001267	Prap.g_01430	Syal.g_01263
OG0001268	Prap.g_01367	Syal.g_00353
OG0001269	Prap.g_00728	Syal.g_02567
OG0001270	Prap.g_01332	Syal.g_00528
OG0001271	Prap.g_01295	Syal.g_00466
OG0001272	Prap.g_01281	Syal.g_02903
OG0001273	Prap.g_00396	Syal.g_02641
OG0001274	Prap.g_00942	Syal.g_01007
OG0001275	Prap.g_00285	Syal.g_01932
OG0001276	Prap.g_00299	Syal.g_01914
OG0001277	Prap.g_01502	Syal.g_02963
OG0001278	Prap.g_00402	Syal.g_01766
OG0001279	Prap.g_00610	Syal.g_02565
OG0001280	Prap.g_00560	Syal.g_01604
OG0001281	Prap.g_00566	Syal.g_01592
OG0001282	Prap.g_00060	Syal.g_02887
OG0001283	Prap.g_01493	Syal.g_01179
OG0001284	Prap.g_00196	Syal.g_03007
OG0001285	Prap.g_01752	Syal.g_00625
OG0001286	Prap.g_01638	Syal.g_00280
OG0001287	Prap.g_01578	Syal.g_01461
OG0001288	Prap.g_01568	Syal.g_01513
OG0001289	Prap.g_01091	Syal.g_00781
OG0001290	Prap.g_01076	Syal.g_00813
OG0001291	Prap.g_01038	Syal.g_00866
OG0001292	Prap.g_01463	Syal.g_01206
OG0001293	Prap.g_01450	Syal.g_01236
OG0001295	Prap.g_01919	Syal.g_01828
OG0001296	Prap.g_01258	Syal.g_02933
OG0001298	Prap.g_01192	Syal.g_02777
OG0001299	Prap.g_00359	Syal.g_02200
OG0001300	Prap.g_00806	Syal.g_01795
OG0001301	Prap.g_00801	Syal.g_01941, Syal.g_01810
OG0001302	Prap.g_00688	Syal.g_02607
OG0001303	Prap.g_01817	Syal.g_02033
OG0001304	Prap.g_00312	Syal.g_01899
OG0001305	Prap.g_00712	Syal.g_01817
OG0001306	Prap.g_00471	Syal.g_01626
OG0001307	Prap.g_01927	Syal.g_02195
OG0001308	Prap.g_00131	Syal.g_00392
OG0001309	Prap.g_00238	Syal.g_02943
OG0001310	Prap.g_01766	Syal.g_00605
OG0001311	Prap.g_00301	Syal.g_01912
OG0001312	Prap.g_00676	Syal.g_02024
OG0001315	Prap.g_00509	Syal.g_00300
OG0001316	Prap.g_01034	Syal.g_00872
OG0001317	Prap.g_01478	Syal.g_00687
OG0001318	Prap.g_01454	Syal.g_01228
OG0001319	Prap.g_01437	Syal.g_01252
OG0001321	Prap.g_01315	Syal.g_00508
OG0001322	Prap.g_01314	Syal.g_00507
OG0001323	Prap.g_01248	Syal.g_02946
OG0001324	Prap.g_00805	Syal.g_01796
OG0001325	Prap.g_00342	Syal.g_01865
OG0001327	Prap.g_00870	Syal.g_02296
OG0001328	Prap.g_00542	Syal.g_02266
OG0001329	Prap.g_01820	Syal.g_01188
OG0001330	Prap.g_00227	Syal.g_01611
OG0001332	Prap.g_00167	Syal.g_02965
OG0001333	Prap.g_01741	Syal.g_00639
OG0001334	Prap.g_01616	Syal.g_00311
OG0001335	Prap.g_01615	Syal.g_00312
OG0001337	Prap.g_01380	Syal.g_00308, Syal.g_00327
OG0001338	Prap.g_01377	Syal.g_02003, Syal.g_00330
OG0001339	Prap.g_01073	Syal.g_00816
OG0001340	Prap.g_01379	Syal.g_00328
OG0001341	Prap.g_00511	Syal.g_02538
OG0001343	Prap.g_00662	Syal.g_01190
OG0001344	Prap.g_00452	Syal.g_01658
OG0001345	Prap.g_00436	Syal.g_01694
OG0001346	Prap.g_00562	Syal.g_01600
OG0001348	Prap.g_01921	Syal.g_01849
OG0001349	Prap.g_00083	Syal.g_01426
OG0001351	Prap.g_01309	Syal.g_00501
OG0001353	Prap.g_00750	Syal.g_02457
OG0001354	Prap.g_00267	Syal.g_01973
OG0001359	Prap.g_00661	Syal.g_01189
OG0001362	Prap.g_00135	Syal.g_00397
OG0001363	Prap.g_00137	Syal.g_00399
OG0001364	Prap.g_01613	Syal.g_01342
OG0001365	Prap.g_01531	Syal.g_01072
OG0001368	Prap.g_00536, Prap.g_00007, Prap.g_00646	Syal.g_01200
OG0001369	Prap.g_01086	Syal.g_00803
OG0001375	Prap.g_00663	Syal.g_01191
OG0001379	Prap.g_00555	Syal.g_01609
OG0001382	Prap.g_00524	Syal.g_00220
OG0001394	Prap.g_00843	Syal.g_02250
OG0001397	Prap.g_00136	Syal.g_00398
OG0001398	Prap.g_01896	Syal.g_00774
OG0001401	Prap.g_00745	Syal.g_02463
OG0001402	Prap.g_01143	Syal.g_02711
OG0001404	Prap.g_00882	Syal.g_00750
OG0001407	Prap.g_00528	Syal.g_01774
OG0001409	Prap.g_00448	Syal.g_01671
OG0001410	Prap.g_01926	Syal.g_02194
OG0001411	Prap.g_00889	Syal.g_01399
OG0001419	Prap.g_00527	Syal.g_01775
OG0001423	Prap.g_00633	Syal.g_00726
OG0001425	Prap.g_01521	Syal.g_01089
OG0001428	Prap.g_00998	Syal.g_00915
OG0001430	Prap.g_00520	Syal.g_01055
OG0001433	Prap.g_01792	Syal.g_02212
OG0001434	Prap.g_00838	Syal.g_02245
OG0001435	Prap.g_00862	Syal.g_02290
OG0001443	Prap.g_00517	Syal.g_01101
OG0001448	Prap.g_01311	Syal.g_02552
OG0001460	Prap.g_01793	Syal.g_02211
OG0001461	Prap.g_00898	Syal.g_02091
OG0001476	Prap.g_00449	Syal.g_01667
OG0001477	Prap.g_00587	Syal.g_01807
OG0001481	Prap.g_00541	Syal.g_00504
OG0001486	Prap.g_00458	Syal.g_01651
OG0001488	Prap.g_00443	Syal.g_01677
OG0001489	Prap.g_01627	Syal.g_00291
OG0001496	Prap.g_00589	Syal.g_01804
OG0001497	Prap.g_00588	Syal.g_01806
OG0001498	Prap.g_01348	Syal.g_00554
OG0001505	Prap.g_00003	Syal.g_01370, Syal.g_01371
OG0001510	Prap.g_01574	Syal.g_01489
OG0001511	Prap.g_01064	Syal.g_00829
OG0001512	Prap.g_00513	Syal.g_00682
OG0001513	Prap.g_01847	Syal.g_00298
OG0001514	Prap.g_00590	Syal.g_01803
OG0001515	Prap.g_00808	Syal.g_01791
OG0001516	Prap.g_00362	Syal.g_02197
OG0001517	Prap.g_01371	Syal.g_00348
OG0001518	Prap.g_01522	Syal.g_01087
OG0001519	Prap.g_01517	Syal.g_01103
OG0001525	Prap.g_01814	Syal.g_02585
OG0001527	Prap.g_01206	Syal.g_02796
OG0001529	Prap.g_00914	Syal.g_00145
OG0001530	Prap.g_01065	Syal.g_00827
OG0001531	Prap.g_01473	Syal.g_00681
OG0001532	Prap.g_00425	Syal.g_01710
OG0001534	Prap.g_00313	Syal.g_01898
OG0001535	Prap.g_00297	Syal.g_01917
OG0001536	Prap.g_00253	Syal.g_01996
OG0001537	Prap.g_00846	Syal.g_02257
OG0001538	Prap.g_00778	Syal.g_01870
OG0001539	Prap.g_00868	Syal.g_02294
OG0001540	Prap.g_01044	Syal.g_00858
OG0001541	Prap.g_00990	Syal.g_00924
OG0001542	Prap.g_00984	Syal.g_00935
OG0001543	Prap.g_00547	Syal.g_00988
OG0001544	Prap.g_01518	Syal.g_01102
OG0001545	Prap.g_01503	Syal.g_01170
OG0001557	Prap.g_00842	Syal.g_02249
OG0001559	Prap.g_01066	Syal.g_00826
OG0001560	Prap.g_01077	Syal.g_00812
OG0001561	Prap.g_00303	Syal.g_01910
OG0001562	Prap.g_00290	Syal.g_01926
OG0001563	Prap.g_01643	Syal.g_00274
OG0001565	Prap.g_00636	Syal.g_02600
OG0001572	Prap.g_00609	Syal.g_03017
OG0001574	Prap.g_01208	Syal.g_02798
OG0001575	Prap.g_01203	Syal.g_02793
OG0001576	Prap.g_00575	Syal.g_01582
OG0001577	Prap.g_00461	Syal.g_01648
OG0001579	Prap.g_01382	Syal.g_00318
OG0001580	Prap.g_00907	Syal.g_01052
OG0001589	Prap.g_01733	Syal.g_00647
OG0001591	Prap.g_00829	Syal.g_02209
OG0001592	Prap.g_00908	Syal.g_01053
OG0001614	Prap.g_01586	Syal.g_01451
OG0001616	Prap.g_00433	Syal.g_01699
OG0001617	Prap.g_00804	Syal.g_01800
OG0001619	Prap.g_00246	Syal.g_02009
OG0001620	Prap.g_01363	Syal.g_00360
OG0001621	Prap.g_01458	Syal.g_01224
OG0001622	Prap.g_01494	Syal.g_01178
OG0001636	Prap.g_00920	Syal.g_00137
OG0001638	Prap.g_01768	Syal.g_00599
OG0001639	Prap.g_00170	Syal.g_02968
OG0001640	Prap.g_00696	Syal.g_01839
OG0001641	Prap.g_00278	Syal.g_01955
OG0001643	Prap.g_00387	Syal.g_02631
OG0001644	Prap.g_00332	Syal.g_02426
OG0001654	Prap.g_00168	Syal.g_02966
OG0001656	Prap.g_01383	Syal.g_00317
OG0001657	Prap.g_01015	Syal.g_00897
OG0001658	Prap.g_00912	Syal.g_01066
OG0001659	Prap.g_01916	Syal.g_01706
OG0001676	Prap.g_01381	Syal.g_00320
OG0001678	Prap.g_01711	Syal.g_00197
OG0001679	Prap.g_01376	Syal.g_02034, Syal.g_00794
OG0001693	Prap.g_01835	Syal.g_01822
OG0001717	Prap.g_00594	Syal.g_00910
OG0001722	Prap.g_00656	Syal.g_00730
OG0001733	Prap.g_01795	Syal.g_02213
OG0001770	Prap.g_01864	Syal.g_02501
OG0001807	Prap.g_00896	Syal.g_01337
OG0001965	Prap.g_01845	Syal.g_02842
OG0002003	Prap.g_00028	Syal.g_01790
OG0002019	Prap.g_01913	Syal.g_01425
OG0002098	Prap.g_01935	Syal.g_01386
OG0002122	Prap.g_00027	Syal.g_01789
OG0002177	Prap.g_01132	Syal.g_02864
OG0002246	Prap.g_01831	Syal.g_00542
OG0002340	Prap.g_00960	Syal.g_00973
OG0002433	Prap.g_01897	Syal.g_00969
OG0002518	Prap.g_01113	Syal.g_02172, Syal.g_00737
