Orthogroup	Prap	Prag
OG0001167	Prap.g_01742	Prag.g_01705
OG0001168	Prap.g_01740	Prag.g_01707
OG0001169	Prap.g_01738	Prag.g_01709
OG0001170	Prap.g_01736	Prag.g_01711
OG0001171	Prap.g_01726	Prag.g_01721
OG0001172	Prap.g_01710	Prag.g_01735
OG0001173	Prap.g_01709	Prag.g_01736
OG0001174	Prap.g_01701	Prag.g_01744
OG0001175	Prap.g_01700	Prag.g_01745
OG0001176	Prap.g_01692	Prag.g_01752
OG0001177	Prap.g_01690	Prag.g_01754
OG0001178	Prap.g_01774	Prag.g_01759
OG0001179	Prap.g_01660	Prag.g_01788
OG0001180	Prap.g_01636	Prag.g_01810
OG0001181	Prap.g_01632	Prag.g_01814
OG0001182	Prap.g_01624	Prag.g_01821
OG0001183	Prap.g_01619	Prag.g_01825
OG0001184	Prap.g_01601	Prag.g_01841
OG0001185	Prap.g_01585	Prag.g_01855
OG0001186	Prap.g_01561	Prag.g_01879
OG0001187	Prap.g_01558	Prag.g_01883
OG0001188	Prap.g_01556	Prag.g_01885
OG0001189	Prap.g_01540	Prag.g_01902
OG0001190	Prap.g_01535	Prag.g_01906
OG0001191	Prap.g_01525	Prag.g_01916
OG0001192	Prap.g_01520	Prag.g_01921
OG0001193	Prap.g_01508	Prag.g_01931
OG0001194	Prap.g_01507	Prag.g_01932
OG0001195	Prap.g_01506	Prag.g_01933
OG0001196	Prap.g_01490	Prag.g_01946
OG0001197	Prap.g_01488	Prag.g_01947
OG0001198	Prap.g_01868	Prag.g_01954
OG0001199	Prap.g_00876	Prag.g_00068
OG0001201	Prap.g_01068	Prag.g_00101
OG0001202	Prap.g_00970	Prag.g_00192
OG0001203	Prap.g_01474	Prag.g_00231
OG0001204	Prap.g_01468	Prag.g_00236
OG0001205	Prap.g_01321	Prag.g_00424
OG0001206	Prap.g_01301	Prag.g_00441
OG0001207	Prap.g_01290	Prag.g_00456
OG0001208	Prap.g_01285	Prag.g_00461
OG0001209	Prap.g_01234	Prag.g_00514
OG0001210	Prap.g_01229	Prag.g_00519
OG0001211	Prap.g_01219	Prag.g_00529
OG0001212	Prap.g_01172	Prag.g_00574
OG0001213	Prap.g_01137	Prag.g_00607
OG0001214	Prap.g_00390	Prag.g_00615
OG0001215	Prap.g_00810	Prag.g_00668
OG0001216	Prap.g_00789	Prag.g_00694
OG0001217	Prap.g_00036	Prag.g_00744
OG0001218	Prap.g_00519	Prag.g_00752
OG0001219	Prap.g_00685	Prag.g_00795
OG0001220	Prap.g_00727	Prag.g_00856
OG0001221	Prap.g_00847	Prag.g_00917
OG0001222	Prap.g_00307	Prag.g_00956
OG0001223	Prap.g_00275	Prag.g_00982
OG0001224	Prap.g_00704	Prag.g_01032
OG0001225	Prap.g_00706	Prag.g_01034
OG0001226	Prap.g_01129	Prag.g_01060
OG0001227	Prap.g_00504	Prag.g_01079
OG0001228	Prap.g_00406	Prag.g_01198
OG0001229	Prap.g_00518	Prag.g_01387
OG0001230	Prap.g_00114	Prag.g_01480
OG0001231	Prap.g_01344	Prag.g_01585
OG0001233	Prap.g_01735	Prag.g_01712
OG0001234	Prap.g_01698	Prag.g_01747
OG0001235	Prap.g_01694	Prag.g_01756
OG0001236	Prap.g_01604	Prag.g_01838
OG0001237	Prap.g_01600	Prag.g_01842
OG0001238	Prap.g_01524	Prag.g_01917
OG0001239	Prap.g_00879	Prag.g_00065
OG0001241	Prap.g_01075	Prag.g_00094
OG0001242	Prap.g_01055	Prag.g_00112
OG0001243	Prap.g_01048	Prag.g_00118
OG0001244	Prap.g_01033	Prag.g_00134
OG0001245	Prap.g_00495	Prag.g_00373
OG0001247	Prap.g_00817	Prag.g_00661
OG0001248	Prap.g_00815	Prag.g_00663
OG0001249	Prap.g_01375	Prag.g_00784
OG0001250	Prap.g_00740	Prag.g_00845
OG0001251	Prap.g_00659	Prag.g_00893
OG0001252	Prap.g_00699	Prag.g_01027
OG0001253	Prap.g_01126	Prag.g_01080
OG0001254	Prap.g_01881	Prag.g_01122
OG0001255	Prap.g_00474	Prag.g_01137
OG0001256	Prap.g_00210	Prag.g_01578
OG0001258	Prap.g_01783	Prag.g_01666
OG0001259	Prap.g_01737	Prag.g_01710
OG0001260	Prap.g_01720	Prag.g_01727
OG0001261	Prap.g_01652	Prag.g_01796
OG0001263	Prap.g_01046	Prag.g_00121
OG0001265	Prap.g_01056	Prag.g_00111
OG0001266	Prap.g_00966	Prag.g_00196
OG0001267	Prap.g_01430	Prag.g_00271
OG0001268	Prap.g_01367	Prag.g_00334
OG0001269	Prap.g_00728	Prag.g_00353
OG0001270	Prap.g_01332	Prag.g_00413
OG0001271	Prap.g_01295	Prag.g_00451
OG0001272	Prap.g_01281	Prag.g_00465
OG0001273	Prap.g_00396	Prag.g_00609
OG0001274	Prap.g_00942	Prag.g_00681
OG0001275	Prap.g_00285	Prag.g_00992
OG0001276	Prap.g_00299	Prag.g_01011
OG0001277	Prap.g_01502	Prag.g_01068
OG0001278	Prap.g_00402	Prag.g_01203
OG0001279	Prap.g_00610	Prag.g_01302
OG0001280	Prap.g_00560	Prag.g_01354
OG0001281	Prap.g_00566	Prag.g_01360
OG0001282	Prap.g_00060	Prag.g_01390
OG0001284	Prap.g_00196	Prag.g_01560
OG0001285	Prap.g_01752	Prag.g_01695
OG0001286	Prap.g_01638	Prag.g_01808
OG0001287	Prap.g_01578	Prag.g_01863
OG0001288	Prap.g_01568	Prag.g_01872
OG0001289	Prap.g_01091	Prag.g_00081
OG0001290	Prap.g_01076	Prag.g_00093
OG0001291	Prap.g_01038	Prag.g_00128
OG0001292	Prap.g_01463	Prag.g_00241
OG0001293	Prap.g_01450	Prag.g_00252
OG0001295	Prap.g_01919	Prag.g_00446
OG0001296	Prap.g_01258	Prag.g_00488
OG0001297	Prap.g_01253	Prag.g_00493
OG0001298	Prap.g_01192	Prag.g_00555
OG0001299	Prap.g_00359	Prag.g_00644
OG0001300	Prap.g_00806	Prag.g_00671
OG0001301	Prap.g_00801	Prag.g_00674
OG0001302	Prap.g_00688	Prag.g_00793
OG0001303	Prap.g_01817	Prag.g_00996
OG0001304	Prap.g_00312	Prag.g_01021
OG0001305	Prap.g_00712	Prag.g_01040
OG0001306	Prap.g_00471	Prag.g_01139
OG0001307	Prap.g_01927	Prag.g_01372
OG0001308	Prap.g_00131	Prag.g_01500
OG0001309	Prap.g_00238	Prag.g_01582
OG0001310	Prap.g_01766	Prag.g_01681
OG0001312	Prap.g_00676	Prag.g_00945
OG0001314	Prap.g_00644	Prag.g_00735
OG0001315	Prap.g_00509	Prag.g_00055
OG0001316	Prap.g_01034	Prag.g_00133
OG0001317	Prap.g_01478	Prag.g_00227
OG0001318	Prap.g_01454	Prag.g_00248
OG0001319	Prap.g_01437	Prag.g_00263
OG0001320	Prap.g_01851, Prap.g_01818	Prag.g_00374
OG0001321	Prap.g_01315	Prag.g_00430
OG0001322	Prap.g_01314	Prag.g_00431
OG0001323	Prap.g_01248	Prag.g_00498
OG0001324	Prap.g_00805	Prag.g_00672
OG0001325	Prap.g_00342	Prag.g_00697
OG0001327	Prap.g_00870	Prag.g_01051
OG0001328	Prap.g_00542	Prag.g_01078
OG0001329	Prap.g_01820	Prag.g_01113
OG0001330	Prap.g_00227	Prag.g_01327
OG0001331	Prap.g_00065	Prag.g_01395
OG0001332	Prap.g_00167	Prag.g_01533
OG0001333	Prap.g_01741	Prag.g_01706
OG0001334	Prap.g_01616	Prag.g_01828
OG0001335	Prap.g_01615	Prag.g_01829
OG0001339	Prap.g_01073	Prag.g_00096
OG0001340	Prap.g_01379	Prag.g_00319
OG0001341	Prap.g_00511	Prag.g_00742
OG0001342	Prap.g_01797	Prag.g_00788
OG0001343	Prap.g_00662	Prag.g_00890
OG0001344	Prap.g_00452	Prag.g_01157
OG0001345	Prap.g_00436	Prag.g_01172
OG0001346	Prap.g_00562	Prag.g_01356
OG0001348	Prap.g_01921	Prag.g_01606
OG0001349	Prap.g_00083	Prag.g_01489
OG0001350	Prap.g_01475	Prag.g_00230
OG0001351	Prap.g_01309	Prag.g_00433
OG0001352	Prap.g_00821	Prag.g_00658
OG0001353	Prap.g_00750	Prag.g_00837
OG0001354	Prap.g_00267	Prag.g_00974
OG0001355	Prap.g_00321	Prag.g_01616
OG0001356	Prap.g_01791	Prag.g_00769
OG0001359	Prap.g_00661	Prag.g_00891
OG0001362	Prap.g_00135	Prag.g_01504
OG0001363	Prap.g_00137	Prag.g_01506
OG0001364	Prap.g_01613	Prag.g_01831
OG0001365	Prap.g_01531	Prag.g_01910
OG0001369	Prap.g_01086	Prag.g_00086
OG0001371	Prap.g_00822	Prag.g_00657
OG0001372	Prap.g_01128	Prag.g_00751
OG0001375	Prap.g_00663	Prag.g_00889
OG0001379	Prap.g_00555	Prag.g_01349
OG0001380	Prap.g_00521	Prag.g_01377
OG0001381	Prap.g_00481	Prag.g_01383
OG0001382	Prap.g_00524	Prag.g_01599
OG0001397	Prap.g_00136	Prag.g_01505
OG0001398	Prap.g_01896	Prag.g_01612
OG0001401	Prap.g_00745	Prag.g_01280
OG0001402	Prap.g_01143	Prag.g_00759
OG0001403	Prap.g_00924	Prag.g_00030
OG0001404	Prap.g_00882	Prag.g_00062
OG0001407	Prap.g_00528	Prag.g_01058
OG0001409	Prap.g_00448	Prag.g_01160
OG0001410	Prap.g_01926	Prag.g_01373
OG0001411	Prap.g_00889	Prag.g_01426
OG0001414	Prap.g_01483	Prag.g_00222
OG0001415	Prap.g_01481	Prag.g_00224
OG0001418	Prap.g_00816	Prag.g_00662
OG0001419	Prap.g_00527	Prag.g_01059
OG0001421	Prap.g_00211	Prag.g_01579
OG0001422	Prap.g_00531	Prag.g_01604
OG0001424	Prap.g_00017	Prag.g_01075, Prag.g_01259
OG0001425	Prap.g_01521	Prag.g_01920
OG0001428	Prap.g_00998	Prag.g_00165
OG0001429	Prap.g_00684	Prag.g_00796
OG0001430	Prap.g_00520	Prag.g_01322
OG0001431	Prap.g_00502, Prap.g_01911	Prag.g_01325
OG0001433	Prap.g_01792	Prag.g_00768
OG0001434	Prap.g_00838	Prag.g_00925
OG0001437	Prap.g_01482	Prag.g_00223
OG0001440	Prap.g_01815, Prap.g_01821	Prag.g_00396
OG0001443	Prap.g_00517	Prag.g_01652
OG0001446	Prap.g_00025	Prag.g_00073
OG0001448	Prap.g_01311	Prag.g_00361
OG0001450	Prap.g_00813	Prag.g_00665
OG0001451	Prap.g_00716	Prag.g_00865
OG0001455	Prap.g_00512	Prag.g_01108
OG0001460	Prap.g_01793	Prag.g_00767
OG0001463	Prap.g_01423	Prag.g_00277
OG0001464	Prap.g_01378	Prag.g_00320
OG0001465	Prap.g_00794	Prag.g_00680
OG0001467	Prap.g_01947	Prag.g_00785
OG0001468	Prap.g_00671	Prag.g_01049
OG0001472	Prap.g_01120	Prag.g_01581
OG0001477	Prap.g_00587	Prag.g_01256
OG0001481	Prap.g_00541	Prag.g_00367
OG0001485	Prap.g_00618	Prag.g_01617
OG0001486	Prap.g_00458	Prag.g_01151
OG0001491	Prap.g_00691	Prag.g_00791
OG0001496	Prap.g_00589	Prag.g_01254
OG0001497	Prap.g_00588	Prag.g_01255
OG0001500	Prap.g_01448	Prag.g_00254
OG0001501	Prap.g_00872	Prag.g_00683
OG0001503	Prap.g_00031	Prag.g_01127
OG0001505	Prap.g_00003	Prag.g_01417
OG0001506	Prap.g_00165	Prag.g_01531
OG0001514	Prap.g_00590	Prag.g_01253
OG0001521	Prap.g_00693	Prag.g_00743
OG0001523	Prap.g_01878	Prag.g_01124
OG0001524	Prap.g_01877	Prag.g_01125
OG0001525	Prap.g_01814	Prag.g_01589
OG0001526	Prap.g_00894	Prag.g_01422
OG0001549	Prap.g_00718	Prag.g_00863
OG0001550	Prap.g_00035	Prag.g_01111
OG0001552	Prap.g_00214	Prag.g_01217
OG0001564	Prap.g_00895	Prag.g_01435
OG0001565	Prap.g_00636	Prag.g_00395
OG0001566	Prap.g_00825	Prag.g_00654
OG0001569	Prap.g_00647	Prag.g_01086
OG0001571	Prap.g_00607	Prag.g_01104
OG0001581	Prap.g_00580	Prag.g_00137
OG0001583	Prap.g_00692	Prag.g_00790
OG0001587	Prap.g_01718	Prag.g_01729
OG0001595	Prap.g_00884	Prag.g_00061
OG0001596	Prap.g_00875	Prag.g_00069
OG0001597	Prap.g_00162	Prag.g_00356
OG0001598	Prap.g_00803	Prag.g_01640, Prag.g_01272
OG0001599	Prap.g_01303	Prag.g_00439
OG0001600	Prap.g_01256	Prag.g_00490
OG0001601	Prap.g_00827	Prag.g_00652
OG0001603	Prap.g_00689	Prag.g_00792
OG0001604	Prap.g_00850	Prag.g_00914
OG0001605	Prap.g_00030	Prag.g_01004
OG0001606	Prap.g_00040	Prag.g_01065
OG0001607	Prap.g_00620	Prag.g_01126
OG0001608	Prap.g_00315	Prag.g_01380
OG0001609	Prap.g_00163	Prag.g_01529
OG0001610	Prap.g_00166	Prag.g_01532
OG0001611	Prap.g_01858	Prag.g_01592
OG0001626	Prap.g_00625	Prag.g_00741
OG0001628	Prap.g_01130	Prag.g_00754
OG0001629	Prap.g_00598	Prag.g_00755
OG0001630	Prap.g_00654	Prag.g_00896
OG0001631	Prap.g_00616	Prag.g_01054
OG0001648	Prap.g_01843	Prag.g_00366
OG0001649	Prap.g_00038	Prag.g_01056
OG0001650	Prap.g_01914	Prag.g_01628
OG0001651	Prap.g_00492	Prag.g_01590
OG0001662	Prap.g_01894	Prag.g_01096
OG0001663	Prap.g_00475	Prag.g_01136
OG0001664	Prap.g_01890	Prag.g_01268
OG0001665	Prap.g_00482	Prag.g_01271
OG0001668	Prap.g_01855, Prap.g_01825	Prag.g_01244, Prag.g_01653
OG0001684	Prap.g_01179	Prag.g_00567
OG0001685	Prap.g_01125	Prag.g_00867
OG0001686	Prap.g_00496	Prag.g_01003
OG0001687	Prap.g_01305	Prag.g_01048
OG0001689	Prap.g_01570	Prag.g_01870
OG0001697	Prap.g_00690	Prag.g_00875
OG0001701	Prap.g_00893	Prag.g_01731
OG0001705	Prap.g_01716	Prag.g_00389
OG0001706	Prap.g_01901	Prag.g_00716
OG0001707	Prap.g_00503	Prag.g_01073
OG0001709	Prap.g_00097	Prag.g_01469
OG0001710	Prap.g_01112	Prag.g_01750
OG0001725	Prap.g_01905	Prag.g_00381
OG0001780	Prap.g_00088	Prag.g_01449, Prag.g_01461
OG0001834	Prap.g_00085	Prag.g_01447
OG0001836	Prap.g_01948	Prag.g_01274
OG0001836	Prap.g_01949	Prag.g_01221
OG0001963	Prap.g_00230	Prag.g_01642
OG0002030	Prap.g_01866	Prag.g_00725
OG0002034	Prap.g_01134	Prag.g_01211
OG0002036	Prap.g_00221	Prag.g_01643
OG0002275	Prap.g_01809	Prag.g_01233
OG0002293	Prap.g_00604	Prag.g_01260
OG0002326	Prap.g_01842	Prag.g_00717
OG0002377	Prap.g_00057	Prag.g_01273
OG0002499	Prap.g_00231	Prag.g_01644
OG0002806	Prap.g_00631	Prag.g_01261
OG0003060	Prap.g_01106	Prag.g_01237
OG0003061	Prap.g_01107	Prag.g_01238
OG0003062	Prap.g_01108	Prag.g_01239
