Orthogroup	Prap	Prav
OG0001167	Prap.g_01742	Prav.g_01797
OG0001168	Prap.g_01740	Prav.g_01799
OG0001169	Prap.g_01738	Prav.g_01801
OG0001170	Prap.g_01736	Prav.g_01803
OG0001171	Prap.g_01726	Prav.g_01813
OG0001172	Prap.g_01710	Prav.g_00271
OG0001173	Prap.g_01709	Prav.g_00272
OG0001174	Prap.g_01701	Prav.g_00280
OG0001175	Prap.g_01700	Prav.g_00281
OG0001176	Prap.g_01692	Prav.g_00288
OG0001177	Prap.g_01690	Prav.g_00291
OG0001178	Prap.g_01774	Prav.g_00296
OG0001179	Prap.g_01660	Prav.g_00616
OG0001180	Prap.g_01636	Prav.g_00638
OG0001181	Prap.g_01632	Prav.g_00642
OG0001182	Prap.g_01624	Prav.g_00649
OG0001183	Prap.g_01619	Prav.g_00654
OG0001184	Prap.g_01601	Prav.g_00670
OG0001185	Prap.g_01585	Prav.g_00684
OG0001186	Prap.g_01561	Prav.g_00707
OG0001187	Prap.g_01558	Prav.g_00711
OG0001188	Prap.g_01556	Prav.g_00713
OG0001189	Prap.g_01540	Prav.g_00730
OG0001190	Prap.g_01535	Prav.g_00734
OG0001191	Prap.g_01525	Prav.g_00744
OG0001192	Prap.g_01520	Prav.g_00749
OG0001193	Prap.g_01508	Prav.g_00759
OG0001194	Prap.g_01507	Prav.g_00760
OG0001195	Prap.g_01506	Prav.g_00761
OG0001196	Prap.g_01490	Prav.g_00774
OG0001197	Prap.g_01488	Prav.g_00775
OG0001198	Prap.g_01868	Prav.g_00783
OG0001199	Prap.g_00876	Prav.g_00139
OG0001201	Prap.g_01068	Prav.g_00173
OG0001202	Prap.g_00970	Prav.g_00839
OG0001203	Prap.g_01474	Prav.g_00800
OG0001204	Prap.g_01468	Prav.g_01890
OG0001205	Prap.g_01321	Prav.g_01044
OG0001206	Prap.g_01301	Prav.g_01060
OG0001207	Prap.g_01290	Prav.g_01075
OG0001208	Prap.g_01285	Prav.g_01080
OG0001209	Prap.g_01234	Prav.g_01133
OG0001210	Prap.g_01229	Prav.g_01138
OG0001211	Prap.g_01219	Prav.g_01148
OG0001212	Prap.g_01172	Prav.g_01192
OG0001213	Prap.g_01137	Prav.g_01227
OG0001214	Prap.g_00390	Prav.g_01235
OG0001215	Prap.g_00810	Prav.g_01288
OG0001216	Prap.g_00789	Prav.g_00308
OG0001217	Prap.g_00036	Prav.g_00346
OG0001218	Prap.g_00519	Prav.g_00355
OG0001219	Prap.g_00685	Prav.g_00385
OG0001220	Prap.g_00727	Prav.g_00448
OG0001221	Prap.g_00847	Prav.g_00510
OG0001222	Prap.g_00307	Prav.g_00548
OG0001223	Prap.g_00275	Prav.g_00574
OG0001224	Prap.g_00704	Prav.g_00929
OG0001225	Prap.g_00706	Prav.g_00931
OG0001226	Prap.g_01129	Prav.g_00236
OG0001227	Prap.g_00504	Prav.g_00255
OG0001228	Prap.g_00406	Prav.g_01836
OG0001229	Prap.g_00518	Prav.g_01471
OG0001230	Prap.g_00114	Prav.g_01570
OG0001231	Prap.g_01344	Prav.g_01673
OG0001233	Prap.g_01735	Prav.g_01804
OG0001234	Prap.g_01698	Prav.g_00283
OG0001235	Prap.g_01694	Prav.g_00293
OG0001236	Prap.g_01604	Prav.g_00667
OG0001237	Prap.g_01600	Prav.g_00671
OG0001238	Prap.g_01524	Prav.g_00745
OG0001239	Prap.g_00879	Prav.g_00136
OG0001240	Prap.g_01085	Prav.g_00158
OG0001241	Prap.g_01075	Prav.g_00166
OG0001242	Prap.g_01055	Prav.g_00184
OG0001243	Prap.g_01048	Prav.g_00190
OG0001244	Prap.g_01033	Prav.g_00206
OG0001245	Prap.g_00495	Prav.g_00997
OG0001247	Prap.g_00817	Prav.g_01281
OG0001248	Prap.g_00815	Prav.g_01283
OG0001249	Prap.g_01375	Prav.g_00373
OG0001250	Prap.g_00740	Prav.g_00437
OG0001251	Prap.g_00659	Prav.g_00484
OG0001252	Prap.g_00699	Prav.g_00924
OG0001253	Prap.g_01126	Prav.g_00256
OG0001254	Prap.g_01881	Prav.g_00035
OG0001255	Prap.g_00474	Prav.g_00049
OG0001256	Prap.g_00210	Prav.g_01666
OG0001258	Prap.g_01783	Prav.g_01758
OG0001259	Prap.g_01737	Prav.g_01802
OG0001260	Prap.g_01720	Prav.g_01819
OG0001261	Prap.g_01652	Prav.g_00624
OG0001263	Prap.g_01046	Prav.g_00193
OG0001265	Prap.g_01056	Prav.g_00183
OG0001266	Prap.g_00966	Prav.g_00835
OG0001267	Prap.g_01430	Prav.g_01926
OG0001268	Prap.g_01367	Prav.g_01985
OG0001269	Prap.g_00728	Prav.g_00978
OG0001270	Prap.g_01332	Prav.g_01033
OG0001271	Prap.g_01295	Prav.g_01070
OG0001272	Prap.g_01281	Prav.g_01084
OG0001273	Prap.g_00396	Prav.g_01229
OG0001274	Prap.g_00942	Prav.g_01308, Prav.g_01311
OG0001275	Prap.g_00285	Prav.g_00584
OG0001276	Prap.g_00299	Prav.g_00908
OG0001277	Prap.g_01502	Prav.g_00244
OG0001278	Prap.g_00402	Prav.g_01831
OG0001279	Prap.g_00610	Prav.g_01392
OG0001280	Prap.g_00560	Prav.g_01437
OG0001281	Prap.g_00566	Prav.g_01443
OG0001282	Prap.g_00060	Prav.g_01474
OG0001283	Prap.g_01493	Prav.g_01493
OG0001284	Prap.g_00196	Prav.g_01648
OG0001285	Prap.g_01752	Prav.g_01787
OG0001286	Prap.g_01638	Prav.g_00636
OG0001287	Prap.g_01578	Prav.g_00691
OG0001288	Prap.g_01568	Prav.g_00700
OG0001289	Prap.g_01091	Prav.g_00152
OG0001290	Prap.g_01076	Prav.g_00165
OG0001291	Prap.g_01038	Prav.g_00200
OG0001292	Prap.g_01463	Prav.g_01895
OG0001293	Prap.g_01450	Prav.g_01908
OG0001295	Prap.g_01919	Prav.g_01065
OG0001296	Prap.g_01258	Prav.g_01107
OG0001297	Prap.g_01253	Prav.g_01112
OG0001298	Prap.g_01192	Prav.g_01174
OG0001299	Prap.g_00359	Prav.g_01264
OG0001300	Prap.g_00806	Prav.g_01291
OG0001301	Prap.g_00801	Prav.g_01294
OG0001302	Prap.g_00688	Prav.g_00383
OG0001303	Prap.g_01817	Prav.g_00946
OG0001304	Prap.g_00312	Prav.g_00918
OG0001305	Prap.g_00712	Prav.g_00937
OG0001306	Prap.g_00471	Prav.g_00051
OG0001307	Prap.g_01927	Prav.g_01456
OG0001308	Prap.g_00131	Prav.g_01588
OG0001309	Prap.g_00238	Prav.g_01670
OG0001310	Prap.g_01766	Prav.g_01773
OG0001311	Prap.g_00301	Prav.g_00910
OG0001315	Prap.g_00509	Prav.g_00126
OG0001316	Prap.g_01034	Prav.g_00205
OG0001317	Prap.g_01478	Prav.g_00804
OG0001318	Prap.g_01454	Prav.g_01903
OG0001319	Prap.g_01437	Prav.g_01919
OG0001320	Prap.g_01851, Prap.g_01818	Prav.g_00998
OG0001321	Prap.g_01315	Prav.g_01050
OG0001322	Prap.g_01314	Prav.g_01051
OG0001323	Prap.g_01248	Prav.g_01117
OG0001324	Prap.g_00805	Prav.g_01292
OG0001325	Prap.g_00342	Prav.g_00311
OG0001327	Prap.g_00870	Prav.g_00227
OG0001328	Prap.g_00542	Prav.g_00254
OG0001329	Prap.g_01820	Prav.g_00026
OG0001330	Prap.g_00227	Prav.g_01408
OG0001331	Prap.g_00065	Prav.g_01479
OG0001332	Prap.g_00167	Prav.g_01621
OG0001333	Prap.g_01741	Prav.g_01798
OG0001334	Prap.g_01616	Prav.g_00657
OG0001335	Prap.g_01615	Prav.g_00658
OG0001339	Prap.g_01073	Prav.g_00168
OG0001340	Prap.g_01379	Prav.g_01974
OG0001341	Prap.g_00511	Prav.g_00344
OG0001342	Prap.g_01797	Prav.g_00377
OG0001343	Prap.g_00662	Prav.g_00481
OG0001344	Prap.g_00452	Prav.g_00069
OG0001345	Prap.g_00436	Prav.g_01862
OG0001346	Prap.g_00562	Prav.g_01439
OG0001348	Prap.g_01921	Prav.g_01693
OG0001349	Prap.g_00083	Prav.g_01558
OG0001350	Prap.g_01475	Prav.g_00801
OG0001352	Prap.g_00821	Prav.g_01278
OG0001353	Prap.g_00750	Prav.g_00429
OG0001354	Prap.g_00267	Prav.g_00566
OG0001355	Prap.g_00321	Prav.g_01704, Prav.g_00969
OG0001356	Prap.g_01791	Prav.g_00957
OG0001359	Prap.g_00661	Prav.g_00482
OG0001362	Prap.g_00135	Prav.g_01592
OG0001363	Prap.g_00137	Prav.g_01594
OG0001364	Prap.g_01613	Prav.g_00660
OG0001365	Prap.g_01531	Prav.g_00738
OG0001369	Prap.g_01086	Prav.g_00157
OG0001371	Prap.g_00822	Prav.g_01277
OG0001372	Prap.g_01128	Prav.g_00354, Prav.g_01325
OG0001375	Prap.g_00663	Prav.g_00480
OG0001379	Prap.g_00555	Prav.g_01432
OG0001380	Prap.g_00521	Prav.g_01461
OG0001381	Prap.g_00481	Prav.g_01467
OG0001382	Prap.g_00524	Prav.g_01686
OG0001397	Prap.g_00136	Prav.g_01593
OG0001398	Prap.g_01896	Prav.g_01700
OG0001401	Prap.g_00745	Prav.g_01365
OG0001402	Prap.g_01143	Prav.g_01328
OG0001403	Prap.g_00924	Prav.g_00098
OG0001404	Prap.g_00882	Prav.g_00133
OG0001407	Prap.g_00528	Prav.g_00234
OG0001409	Prap.g_00448	Prav.g_00072
OG0001410	Prap.g_01926	Prav.g_01457
OG0001411	Prap.g_00889	Prav.g_01507
OG0001414	Prap.g_01483	Prav.g_00809
OG0001415	Prap.g_01481	Prav.g_00807
OG0001418	Prap.g_00816	Prav.g_01282
OG0001419	Prap.g_00527	Prav.g_00235
OG0001421	Prap.g_00211	Prav.g_01667
OG0001422	Prap.g_00531	Prav.g_01691
OG0001424	Prap.g_00017	Prav.g_00251, Prav.g_01877
OG0001425	Prap.g_01521	Prav.g_00748
OG0001428	Prap.g_00998	Prav.g_00866
OG0001429	Prap.g_00684	Prav.g_00386
OG0001430	Prap.g_00520	Prav.g_01403
OG0001431	Prap.g_00502, Prap.g_01911	Prav.g_01406
OG0001433	Prap.g_01792	Prav.g_00958
OG0001434	Prap.g_00838	Prav.g_00518
OG0001435	Prap.g_00862	Prav.g_00495
OG0001437	Prap.g_01482	Prav.g_00808
OG0001440	Prap.g_01815, Prap.g_01821	Prav.g_01022
OG0001443	Prap.g_00517	Prav.g_01744
OG0001446	Prap.g_00025	Prav.g_00144
OG0001448	Prap.g_01311	Prav.g_00986
OG0001450	Prap.g_00813	Prav.g_01285
OG0001451	Prap.g_00716	Prav.g_00457
OG0001455	Prap.g_00512	Prav.g_00021, Prav.g_01388
OG0001460	Prap.g_01793	Prav.g_00959
OG0001463	Prap.g_01423	Prav.g_01932
OG0001464	Prap.g_01378	Prav.g_01975
OG0001465	Prap.g_00794	Prav.g_01300
OG0001467	Prap.g_01947	Prav.g_00374
OG0001468	Prap.g_00671	Prav.g_00225
OG0001472	Prap.g_01120	Prav.g_01669
OG0001481	Prap.g_00541	Prav.g_00992
OG0001485	Prap.g_00618	Prav.g_01705
OG0001486	Prap.g_00458	Prav.g_00063
OG0001491	Prap.g_00691	Prav.g_00381
OG0001500	Prap.g_01448	Prav.g_01910
OG0001501	Prap.g_00872	Prav.g_01313
OG0001503	Prap.g_00031	Prav.g_00039
OG0001505	Prap.g_00003	Prav.g_01548, Prav.g_01503
OG0001506	Prap.g_00165	Prav.g_01619
OG0001521	Prap.g_00693	Prav.g_00345
OG0001523	Prap.g_01878	Prav.g_00037
OG0001524	Prap.g_01877	Prav.g_00038
OG0001525	Prap.g_01814	Prav.g_01678
OG0001526	Prap.g_00894	Prav.g_01504
OG0001549	Prap.g_00718	Prav.g_00455
OG0001550	Prap.g_00035	Prav.g_00024
OG0001552	Prap.g_00214	Prav.g_02005
OG0001565	Prap.g_00636	Prav.g_01021
OG0001566	Prap.g_00825	Prav.g_01274
OG0001569	Prap.g_00647	Prav.g_00262
OG0001571	Prap.g_00607	Prav.g_00017
OG0001581	Prap.g_00580	Prav.g_00211
OG0001583	Prap.g_00692	Prav.g_00380
OG0001587	Prap.g_01718	Prav.g_00265
OG0001595	Prap.g_00884	Prav.g_00132
OG0001596	Prap.g_00875	Prav.g_00140
OG0001597	Prap.g_00162	Prav.g_00981
OG0001598	Prap.g_00803	Prav.g_01879, Prav.g_01383
OG0001599	Prap.g_01303	Prav.g_01058
OG0001600	Prap.g_01256	Prav.g_01109
OG0001601	Prap.g_00827	Prav.g_01272
OG0001603	Prap.g_00689	Prav.g_00382
OG0001604	Prap.g_00850	Prav.g_00507
OG0001605	Prap.g_00030	Prav.g_00901
OG0001606	Prap.g_00040	Prav.g_00241
OG0001608	Prap.g_00315	Prav.g_01464
OG0001609	Prap.g_00163	Prav.g_01617
OG0001610	Prap.g_00166	Prav.g_01620
OG0001611	Prap.g_01858	Prav.g_01680
OG0001628	Prap.g_01130	Prav.g_00357, Prav.g_01015
OG0001629	Prap.g_00598	Prav.g_00358
OG0001630	Prap.g_00654	Prav.g_00488
OG0001631	Prap.g_00616	Prav.g_00231
OG0001648	Prap.g_01843	Prav.g_00991
OG0001649	Prap.g_00038	Prav.g_00232
OG0001650	Prap.g_01914	Prav.g_01717
OG0001651	Prap.g_00492	Prav.g_01679
OG0001662	Prap.g_01894	Prav.g_00009
OG0001663	Prap.g_00475	Prav.g_00048
OG0001664	Prap.g_01890	Prav.g_01882
OG0001665	Prap.g_00482	Prav.g_01886
OG0001668	Prap.g_01855, Prap.g_01825	Prav.g_01747
OG0001685	Prap.g_01125	Prav.g_00459
OG0001686	Prap.g_00496	Prav.g_00900
OG0001687	Prap.g_01305	Prav.g_00223
OG0001689	Prap.g_01570	Prav.g_00698
OG0001701	Prap.g_00893	Prav.g_00267
OG0001705	Prap.g_01716	Prav.g_01011
OG0001706	Prap.g_01901	Prav.g_00891
OG0001707	Prap.g_00503	Prav.g_00249
OG0001709	Prap.g_00097	Prav.g_01559
OG0001710	Prap.g_01112	Prav.g_00286
OG0001722	Prap.g_00656	Prav.g_00486
OG0001780	Prap.g_00088	Prav.g_01515
OG0001820	Prap.g_00019	Prav.g_01381
OG0001834	Prap.g_00085	Prav.g_01517
OG0001836	Prap.g_01948	Prav.g_00950
OG0001842	Prap.g_00022	Prav.g_00966
OG0001930	Prap.g_00023	Prav.g_00967
OG0001931	Prap.g_00024	Prav.g_00968
OG0001963	Prap.g_00230	Prav.g_01742
OG0001988	Prap.g_00537	Prav.g_00109
OG0002030	Prap.g_01866	Prav.g_00941
OG0002034	Prap.g_01134	Prav.g_01823
OG0002036	Prap.g_00221	Prav.g_01724
OG0002096	Prap.g_00006, Prap.g_00094	Prav.g_01519
OG0002275	Prap.g_01809	Prav.g_01743
OG0002293	Prap.g_00604	Prav.g_01368
OG0002326	Prap.g_01842	Prav.g_01389
OG0002346	Prap.g_00483	Prav.g_01887
OG0002377	Prap.g_00057	Prav.g_00949, Prav.g_01366
OG0002499	Prap.g_00231	Prav.g_01725
OG0002556	Prap.g_00583	Prav.g_01540
OG0002557	Prap.g_00582	Prav.g_01539
OG0002558	Prap.g_00581	Prav.g_01538
OG0002588	Prap.g_00100	Prav.g_01543
OG0002702	Prap.g_01807	Prav.g_01874
OG0002786	Prap.g_00642	Prav.g_01215
OG0002903	Prap.g_00643	Prav.g_01216
OG0003084	Prap.g_01789	Prav.g_01372
