Orthogroup	Prap	Syap
OG0001534	Prap.g_00313	Syap.g_00534
OG0001535	Prap.g_00297	Syap.g_01875
OG0001536	Prap.g_00253	Syap.g_02018
OG0001537	Prap.g_00846	Syap.g_00153
OG0001538	Prap.g_00778	Syap.g_00199
OG0001539	Prap.g_00868	Syap.g_02370
OG0001540	Prap.g_01044	Syap.g_02214
OG0001541	Prap.g_00990	Syap.g_01187
OG0001542	Prap.g_00984	Syap.g_01177
OG0001543	Prap.g_00547	Syap.g_01417, Syap.g_01416
OG0001557	Prap.g_00842	Syap.g_00162
OG0001562	Prap.g_00290	Syap.g_02700
OG0001563	Prap.g_01643	Syap.g_00473
OG0001564	Prap.g_00895	Syap.g_00876
OG0001574	Prap.g_01208	Syap.g_00295, Syap.g_00289, Syap.g_00294
OG0001577	Prap.g_00461	Syap.g_00232
OG0001580	Prap.g_00907	Syap.g_01340, Syap.g_01341
OG0001584	Prap.g_00349	Syap.g_00183
OG0001587	Prap.g_01718	Syap.g_02669
OG0001592	Prap.g_00908	Syap.g_01342
OG0001614	Prap.g_01586	Syap.g_01101
OG0001616	Prap.g_00433	Syap.g_01884
OG0001619	Prap.g_00246	Syap.g_01752
OG0001620	Prap.g_01363	Syap.g_00557
OG0001621	Prap.g_01458	Syap.g_01592
OG0001622	Prap.g_01494	Syap.g_02601
OG0001636	Prap.g_00920	Syap.g_01797
OG0001638	Prap.g_01768	Syap.g_01778
OG0001639	Prap.g_00170	Syap.g_00751
OG0001641	Prap.g_00278	Syap.g_02685
OG0001642	Prap.g_00729	Syap.g_00530
OG0001643	Prap.g_00387	Syap.g_00902
OG0001644	Prap.g_00332	Syap.g_00346
OG0001654	Prap.g_00168	Syap.g_00753
OG0001657	Prap.g_01015	Syap.g_02175
OG0001658	Prap.g_00912	Syap.g_00131
OG0001659	Prap.g_01916	Syap.g_01892
OG0001669	Prap.g_00579, Prap.g_01837	Syap.g_01283
OG0001678	Prap.g_01711	Syap.g_02678
OG0001679	Prap.g_01376	Syap.g_02521
OG0001717	Prap.g_00594	Syap.g_01200
OG0001733	Prap.g_01795	Syap.g_00794
OG0001769	Prap.g_00508	Syap.g_00643
OG0001771	Prap.g_01852	Syap.g_00329
OG0001842	Prap.g_00022	Syap.g_00147, Syap.g_00146
OG0001930	Prap.g_00023	Syap.g_00148
OG0001931	Prap.g_00024	Syap.g_00149
OG0001956	Prap.g_00722	Syap.g_01978
OG0001977	Prap.g_01512	Syap.g_02094
OG0002019	Prap.g_01913	Syap.g_01103
OG0002098	Prap.g_01935	Syap.g_02161
OG0002122	Prap.g_00027	Syap.g_01294
OG0002389	Prap.g_01623	Syap.g_00600
OG0002588	Prap.g_00100	Syap.g_02162
OG0002888	Prap.g_00091	Syap.g_00862
