Orthogroup	Prbe	Syab
OG0001124	Prbe.g_01395	Syab.g_01310
OG0001125	Prbe.g_01397	Syab.g_01308
OG0001126	Prbe.g_01308	Syab.g_01231
OG0001127	Prbe.g_01307	Syab.g_01230
OG0001128	Prbe.g_01305	Syab.g_01227
OG0001129	Prbe.g_01304	Syab.g_01225
OG0001130	Prbe.g_01303	Syab.g_01224
OG0001131	Prbe.g_01919	Syab.g_01609
OG0001132	Prbe.g_00071	Syab.g_01790
OG0001133	Prbe.g_00374	Syab.g_01895
OG0001134	Prbe.g_00041	Syab.g_01748
OG0001136	Prbe.g_01552	Syab.g_00966
OG0001137	Prbe.g_01540	Syab.g_00990
OG0001138	Prbe.g_01519	Syab.g_01023
OG0001139	Prbe.g_01517	Syab.g_01025
OG0001140	Prbe.g_01516	Syab.g_01026
OG0001141	Prbe.g_01515	Syab.g_01027
OG0001142	Prbe.g_01514	Syab.g_01028
OG0001143	Prbe.g_01507	Syab.g_01037
OG0001144	Prbe.g_01502	Syab.g_01052
OG0001145	Prbe.g_00901	Syab.g_00928
OG0001146	Prbe.g_00889	Syab.g_00907
OG0001147	Prbe.g_00869	Syab.g_00716
OG0001148	Prbe.g_00371	Syab.g_02085
OG0001149	Prbe.g_00370	Syab.g_02084
OG0001150	Prbe.g_00369	Syab.g_02083
OG0001151	Prbe.g_00358	Syab.g_02070
OG0001152	Prbe.g_00357	Syab.g_02069
OG0001153	Prbe.g_00279	Syab.g_00731
OG0001154	Prbe.g_00278	Syab.g_00730
OG0001155	Prbe.g_00261	Syab.g_02171
OG0001156	Prbe.g_00258	Syab.g_02174
OG0001157	Prbe.g_00257	Syab.g_02175
OG0001158	Prbe.g_00256	Syab.g_02176
OG0001159	Prbe.g_00255	Syab.g_02177
OG0001160	Prbe.g_00229	Syab.g_02231
OG0001161	Prbe.g_01042	Syab.g_02797
OG0001162	Prbe.g_00017	Syab.g_00893
OG0001163	Prbe.g_00994	Syab.g_02241
OG0001164	Prbe.g_00990	Syab.g_02247
OG0001165	Prbe.g_00987	Syab.g_02252
OG0001166	Prbe.g_00966	Syab.g_02296
OG0001167	Prbe.g_00949	Syab.g_02322
OG0001168	Prbe.g_00947	Syab.g_02324
OG0001169	Prbe.g_00945	Syab.g_02326
OG0001170	Prbe.g_00943	Syab.g_02328
OG0001171	Prbe.g_00933	Syab.g_02339
OG0001172	Prbe.g_01113	Syab.g_00371
OG0001173	Prbe.g_01112	Syab.g_00372
OG0001174	Prbe.g_01104	Syab.g_00380
OG0001175	Prbe.g_01103	Syab.g_00381
OG0001176	Prbe.g_01095	Syab.g_00398
OG0001177	Prbe.g_01093	Syab.g_00396
OG0001178	Prbe.g_00980	Syab.g_02263
OG0001179	Prbe.g_00853	Syab.g_00427
OG0001180	Prbe.g_00830	Syab.g_00453
OG0001181	Prbe.g_00826	Syab.g_00457
OG0001182	Prbe.g_00818	Syab.g_00467
OG0001183	Prbe.g_00813	Syab.g_00474
OG0001184	Prbe.g_00795	Syab.g_00196
OG0001185	Prbe.g_00779	Syab.g_00119
OG0001186	Prbe.g_00747	Syab.g_00085
OG0001187	Prbe.g_00750	Syab.g_00081
OG0001188	Prbe.g_00752	Syab.g_00079
OG0001189	Prbe.g_01146	Syab.g_00058
OG0001190	Prbe.g_01151	Syab.g_02755
OG0001191	Prbe.g_01161	Syab.g_02771
OG0001192	Prbe.g_01166	Syab.g_02778
OG0001193	Prbe.g_01178	Syab.g_02827
OG0001194	Prbe.g_01179	Syab.g_02833
OG0001195	Prbe.g_01180	Syab.g_02834
OG0001196	Prbe.g_01196	Syab.g_02896
OG0001197	Prbe.g_01198	Syab.g_02898
OG0001198	Prbe.g_01062	Syab.g_02911
OG0001199	Prbe.g_00179	Syab.g_02440
OG0001200	Prbe.g_00181	Syab.g_02442
OG0001201	Prbe.g_01650	Syab.g_02501
OG0001202	Prbe.g_01748	Syab.g_02635
OG0001203	Prbe.g_01790	Syab.g_02369
OG0001204	Prbe.g_01796	Syab.g_00353
OG0001205	Prbe.g_01943	Syab.g_00593
OG0001206	Prbe.g_00667	Syab.g_00641
OG0001207	Prbe.g_00656	Syab.g_02088
OG0001208	Prbe.g_00651	Syab.g_02098
OG0001209	Prbe.g_00600	Syab.g_02038
OG0001210	Prbe.g_00595	Syab.g_02030
OG0001211	Prbe.g_00585	Syab.g_02013
OG0001212	Prbe.g_00538	Syab.g_01955
OG0001213	Prbe.g_00503	Syab.g_01886
OG0001214	Prbe.g_01483	Syab.g_01872
OG0001215	Prbe.g_00465	Syab.g_01171
OG0001216	Prbe.g_01216	Syab.g_01269
OG0001217	Prbe.g_00055	Syab.g_01464
OG0001218	Prbe.g_01612	Syab.g_00723
OG0001220	Prbe.g_01278	Syab.g_01737
OG0001221	Prbe.g_00428	Syab.g_01607
OG0001222	Prbe.g_01400	Syab.g_01396
OG0001223	Prbe.g_01368	Syab.g_01345
OG0001224	Prbe.g_01301	Syab.g_01214
OG0001225	Prbe.g_01299	Syab.g_01212
OG0001226	Prbe.g_00495	Syab.g_02450
OG0001227	Prbe.g_01597	Syab.g_00891
OG0001228	Prbe.g_01499	Syab.g_01697
OG0001229	Prbe.g_01611	Syab.g_01184
OG0001230	Prbe.g_00318	Syab.g_00791
OG0001231	Prbe.g_01920	Syab.g_00017
OG0001232	Prbe.g_00962	Syab.g_02306
OG0001233	Prbe.g_00942	Syab.g_02329
OG0001234	Prbe.g_01101	Syab.g_00385
OG0001235	Prbe.g_01097	Syab.g_00391
OG0001236	Prbe.g_00798	Syab.g_00200
OG0001237	Prbe.g_00794	Syab.g_00192
OG0001238	Prbe.g_01162	Syab.g_02773
OG0001239	Prbe.g_00176	Syab.g_02437
OG0001240	Prbe.g_01633	Syab.g_02484
OG0001241	Prbe.g_01643	Syab.g_02494
OG0001242	Prbe.g_01663	Syab.g_02525
OG0001243	Prbe.g_01670	Syab.g_02533
OG0001244	Prbe.g_01685	Syab.g_02561
OG0001245	Prbe.g_01588	Syab.g_01762
OG0001247	Prbe.g_00458	Syab.g_02825
OG0001248	Prbe.g_00460	Syab.g_01163
OG0001249	Prbe.g_01889	Syab.g_00514
OG0001250	Prbe.g_01265	Syab.g_01714
OG0001251	Prbe.g_00106	Syab.g_01816
OG0001252	Prbe.g_01306	Syab.g_01228
OG0001253	Prbe.g_00492	Syab.g_01761
OG0001254	Prbe.g_00043	Syab.g_01749
OG0001255	Prbe.g_01567	Syab.g_01846
OG0001256	Prbe.g_00222	Syab.g_02238
OG0001258	Prbe.g_00989	Syab.g_02250
OG0001259	Prbe.g_00944	Syab.g_02327
OG0001260	Prbe.g_00927	Syab.g_02350
OG0001261	Prbe.g_00845	Syab.g_00436
OG0001262	Prbe.g_01144	Syab.g_00060
OG0001263	Prbe.g_01672	Syab.g_02536
OG0001265	Prbe.g_01662	Syab.g_02523
OG0001266	Prbe.g_01752	Syab.g_02639
OG0001267	Prbe.g_01834	Syab.g_00295
OG0001268	Prbe.g_01897	Syab.g_00529
OG0001269	Prbe.g_01277	Syab.g_01809
OG0001270	Prbe.g_01932	Syab.g_00579
OG0001271	Prbe.g_00661	Syab.g_00694
OG0001272	Prbe.g_00647	Syab.g_02102
OG0001273	Prbe.g_01489	Syab.g_01878
OG0001274	Prbe.g_01776	Syab.g_02706
OG0001275	Prbe.g_01378	Syab.g_01330
OG0001276	Prbe.g_01392	Syab.g_01313
OG0001277	Prbe.g_01184	Syab.g_02163
OG0001278	Prbe.g_01495	Syab.g_01152
OG0001279	Prbe.g_00721	Syab.g_01807
OG0001280	Prbe.g_00894	Syab.g_00918
OG0001281	Prbe.g_00888	Syab.g_00906
OG0001282	Prbe.g_00372	Syab.g_02086
OG0001283	Prbe.g_01193	Syab.g_02885
OG0001284	Prbe.g_00236	Syab.g_02211
OG0001285	Prbe.g_00959	Syab.g_02309
OG0001286	Prbe.g_00832	Syab.g_00451
OG0001287	Prbe.g_00772	Syab.g_00111
OG0001288	Prbe.g_00762	Syab.g_00094
OG0001289	Prbe.g_00191	Syab.g_02465
OG0001290	Prbe.g_01642	Syab.g_02493
OG0001291	Prbe.g_01680	Syab.g_02546
OG0001292	Prbe.g_01801	Syab.g_00348
OG0001293	Prbe.g_01814	Syab.g_00322
OG0001295	Prbe.g_00005	Syab.g_01215
OG0001296	Prbe.g_00624	Syab.g_02132
OG0001297	Prbe.g_00619	Syab.g_02136
OG0001298	Prbe.g_00558	Syab.g_01980
OG0001299	Prbe.g_01452	Syab.g_01557
OG0001300	Prbe.g_01199	Syab.g_01180
OG0001301	Prbe.g_01204	Syab.g_01197
OG0001302	Prbe.g_01317	Syab.g_01844
OG0001303	Prbe.g_01023	Syab.g_01424
OG0001304	Prbe.g_01405	Syab.g_01298
OG0001305	Prbe.g_01293	Syab.g_01204
OG0001306	Prbe.g_01564	Syab.g_00941
OG0001307	Prbe.g_00398	Syab.g_01552
OG0001308	Prbe.g_00301	Syab.g_00759
OG0001309	Prbe.g_00194	Syab.g_02142
OG0001310	Prbe.g_00972	Syab.g_02288
OG0001311	Prbe.g_01394	Syab.g_01311
OG0001312	Prbe.g_01330	Syab.g_01414
OG0001315	Prbe.g_01602	Syab.g_00472
OG0001316	Prbe.g_01684	Syab.g_02552
OG0001317	Prbe.g_01786	Syab.g_02373
OG0001318	Prbe.g_01810	Syab.g_00333
OG0001319	Prbe.g_01827	Syab.g_00306
OG0001321	Prbe.g_01949	Syab.g_00616
OG0001322	Prbe.g_01950	Syab.g_00617
OG0001323	Prbe.g_00614	Syab.g_02145
OG0001324	Prbe.g_01200	Syab.g_01181
OG0001325	Prbe.g_01435	Syab.g_01273
OG0001327	Prbe.g_00405	Syab.g_01643
OG0001328	Prbe.g_00912	Syab.g_01616
OG0001329	Prbe.g_01026	Syab.g_00361
OG0001330	Prbe.g_00205	Syab.g_00925
OG0001331	Prbe.g_00367	Syab.g_02081
OG0001332	Prbe.g_00265	Syab.g_02165
OG0001333	Prbe.g_00948	Syab.g_02323
OG0001334	Prbe.g_00810	Syab.g_00483
OG0001335	Prbe.g_00809	Syab.g_00484
OG0001337	Prbe.g_01884	Syab.g_00480, Syab.g_00502
OG0001338	Prbe.g_01887	Syab.g_00495, Syab.g_00509, Syab.g_02229, Syab.g_00505
OG0001339	Prbe.g_01645	Syab.g_02496
OG0001340	Prbe.g_01885	Syab.g_00503
OG0001341	Prbe.g_01604	Syab.g_01779
OG0001343	Prbe.g_00103	Syab.g_00359
OG0001344	Prbe.g_01545	Syab.g_00974
OG0001345	Prbe.g_01529	Syab.g_01008
OG0001346	Prbe.g_00892	Syab.g_00914
OG0001348	Prbe.g_00003	Syab.g_01258
OG0001349	Prbe.g_00349	Syab.g_00150
OG0001351	Prbe.g_00675	Syab.g_00625
OG0001353	Prbe.g_01255	Syab.g_01702
OG0001354	Prbe.g_01360	Syab.g_01358
OG0001359	Prbe.g_00104	Syab.g_00360
OG0001362	Prbe.g_00297	Syab.g_00754
OG0001363	Prbe.g_00295	Syab.g_00752
OG0001364	Prbe.g_00807	Syab.g_00211
OG0001365	Prbe.g_01155	Syab.g_02760
OG0001369	Prbe.g_01632	Syab.g_02483
OG0001370	Prbe.g_00670	Syab.g_01831
OG0001375	Prbe.g_00102	Syab.g_00358
OG0001379	Prbe.g_00899	Syab.g_00923
OG0001381	Prbe.g_01574	Syab.g_01937
OG0001382	Prbe.g_01617	Syab.g_00393
OG0001394	Prbe.g_00432	Syab.g_01599
OG0001397	Prbe.g_00296	Syab.g_00753
OG0001398	Prbe.g_00028	Syab.g_02457
OG0001401	Prbe.g_01260	Syab.g_01708
OG0001402	Prbe.g_00509	Syab.g_01896
OG0001404	Prbe.g_00173	Syab.g_02433
OG0001407	Prbe.g_01621	Syab.g_01158
OG0001409	Prbe.g_01541	Syab.g_00988
OG0001410	Prbe.g_00399	Syab.g_01550
OG0001411	Prbe.g_00166	Syab.g_00147
OG0001414	Prbe.g_01781	Syab.g_01938
OG0001415	Prbe.g_01783	Syab.g_02471
OG0001419	Prbe.g_01620	Syab.g_01159
OG0001425	Prbe.g_01165	Syab.g_02777
OG0001428	Prbe.g_01720	Syab.g_02594
OG0001429	Prbe.g_01322	Syab.g_01423
OG0001430	Prbe.g_01613	Syab.g_02743
OG0001434	Prbe.g_00437	Syab.g_01594
OG0001435	Prbe.g_00413	Syab.g_01637
OG0001443	Prbe.g_01610	Syab.g_02794
OG0001448	Prbe.g_00677	Syab.g_01789
OG0001450	Prbe.g_00462	Syab.g_01081
OG0001461	Prbe.g_00157	Syab.g_01754
OG0001463	Prbe.g_01841	Syab.g_01104
OG0001467	Prbe.g_00378	Syab.g_00805
OG0001472	Prbe.g_00486	Syab.g_01800
OG0001476	Prbe.g_01542	Syab.g_00984
OG0001477	Prbe.g_00744	Syab.g_01191
OG0001481	Prbe.g_00913	Syab.g_00621
OG0001484	Prbe.g_00206	Syab.g_02849
OG0001486	Prbe.g_01551	Syab.g_00967
OG0001488	Prbe.g_01536	Syab.g_00994
OG0001489	Prbe.g_00821	Syab.g_00462
OG0001496	Prbe.g_00742	Syab.g_01188
OG0001497	Prbe.g_00743	Syab.g_01190
OG0001498	Prbe.g_01916	Syab.g_00552
OG0001505	Prbe.g_00088	Syab.g_00189
OG0001510	Prbe.g_00768	Syab.g_00103
OG0001511	Prbe.g_01654	Syab.g_02509
OG0001512	Prbe.g_01606	Syab.g_02368
OG0001513	Prbe.g_01053	Syab.g_00470
OG0001514	Prbe.g_00741	Syab.g_01187
OG0001515	Prbe.g_00467	Syab.g_01176
OG0001516	Prbe.g_01455	Syab.g_01554
OG0001517	Prbe.g_01893	Syab.g_00524
OG0001518	Prbe.g_01164	Syab.g_02775
OG0001519	Prbe.g_01169	Syab.g_02796
OG0001522	Prbe.g_01256	Syab.g_01703
OG0001525	Prbe.g_01020	Syab.g_01823
OG0001527	Prbe.g_00572	Syab.g_01998
OG0001529	Prbe.g_00141	Syab.g_00051
OG0001530	Prbe.g_01653	Syab.g_02507
OG0001531	Prbe.g_01791	Syab.g_02367
OG0001532	Prbe.g_01518	Syab.g_01024
OG0001534	Prbe.g_01406	Syab.g_01297
OG0001535	Prbe.g_01390	Syab.g_01316
OG0001536	Prbe.g_01346	Syab.g_01388
OG0001537	Prbe.g_00429	Syab.g_01606
OG0001538	Prbe.g_01227	Syab.g_01278
OG0001539	Prbe.g_00407	Syab.g_01641
OG0001540	Prbe.g_01674	Syab.g_02538
OG0001541	Prbe.g_01728	Syab.g_02603
OG0001542	Prbe.g_01734	Syab.g_02614
OG0001543	Prbe.g_00907	Syab.g_02686
OG0001544	Prbe.g_01168	Syab.g_02795
OG0001545	Prbe.g_01183	Syab.g_02874
OG0001557	Prbe.g_00433	Syab.g_01598
OG0001559	Prbe.g_01652	Syab.g_02506
OG0001560	Prbe.g_01641	Syab.g_02492
OG0001561	Prbe.g_01396	Syab.g_01309
OG0001562	Prbe.g_01383	Syab.g_01324
OG0001564	Prbe.g_00160	Syab.g_00177
OG0001565	Prbe.g_00695	Syab.g_01837
OG0001572	Prbe.g_00722	Syab.g_02215
OG0001574	Prbe.g_00574	Syab.g_02000
OG0001575	Prbe.g_00569	Syab.g_01995
OG0001576	Prbe.g_00879	Syab.g_00896
OG0001577	Prbe.g_01554	Syab.g_00964
OG0001579	Prbe.g_01882	Syab.g_00489, Syab.g_00494
OG0001580	Prbe.g_00148	Syab.g_02740
OG0001589	Prbe.g_00940	Syab.g_02331
OG0001591	Prbe.g_00446	Syab.g_01566
OG0001592	Prbe.g_00147	Syab.g_02741
OG0001614	Prbe.g_00780	Syab.g_00121
OG0001616	Prbe.g_01526	Syab.g_01013
OG0001617	Prbe.g_01201	Syab.g_01183
OG0001619	Prbe.g_01339	Syab.g_01399
OG0001620	Prbe.g_01901	Syab.g_00535
OG0001621	Prbe.g_01806	Syab.g_00337
OG0001622	Prbe.g_01192	Syab.g_02884
OG0001636	Prbe.g_00135	Syab.g_00041
OG0001638	Prbe.g_00974	Syab.g_02270
OG0001639	Prbe.g_00262	Syab.g_02170
OG0001640	Prbe.g_01309	Syab.g_01233
OG0001641	Prbe.g_01371	Syab.g_01341
OG0001642	Prbe.g_01276	Syab.g_02027
OG0001643	Prbe.g_01480	Syab.g_01869
OG0001644	Prbe.g_01425	Syab.g_01672
OG0001654	Prbe.g_00264	Syab.g_02168
OG0001656	Prbe.g_01881	Syab.g_00493
OG0001657	Prbe.g_01703	Syab.g_02575
OG0001658	Prbe.g_00143	Syab.g_02754
OG0001659	Prbe.g_00008	Syab.g_01020
OG0001669	Prbe.g_00875, Prbe.g_01043	Syab.g_02892
OG0001676	Prbe.g_01883	Syab.g_00492
OG0001678	Prbe.g_00918	Syab.g_00370
OG0001679	Prbe.g_01888	Syab.g_01425, Syab.g_02475
OG0001693	Prbe.g_01041	Syab.g_01209
OG0001709	Prbe.g_00335	Syab.g_00162
OG0001717	Prbe.g_00737	Syab.g_02588
OG0001747	Prbe.g_01924	Syab.g_02559
OG0001758	Prbe.g_01007	Syab.g_01483
OG0001770	Prbe.g_01117	Syab.g_01743
OG0001807	Prbe.g_00159	Syab.g_00215
OG0001875	Prbe.g_01008	Syab.g_01493
OG0001876	Prbe.g_01009	Syab.g_01494
OG0001917	Prbe.g_01391	Syab.g_01314
OG0001922	Prbe.g_00329	Syab.g_00153
OG0001965	Prbe.g_01051	Syab.g_02045
OG0002003	Prbe.g_00063	Syab.g_01175
OG0002106	Prbe.g_01626	Syab.g_00956
OG0002122	Prbe.g_00064	Syab.g_01174
OG0002177	Prbe.g_00498	Syab.g_01480
OG0002246	Prbe.g_01037	Syab.g_00563
OG0002340	Prbe.g_01758	Syab.g_02676
OG0002433	Prbe.g_00027	Syab.g_02671
OG0002663	Prbe.g_01006	Syab.g_00346
