Orthogroup	Prbe	Syag
OG0001127	Prbe.g_01307	Syag.g_00958
OG0001128	Prbe.g_01305	Syag.g_00961
OG0001129	Prbe.g_01304	Syag.g_00963
OG0001130	Prbe.g_01303	Syag.g_00964
OG0001131	Prbe.g_01919	Syag.g_00624
OG0001132	Prbe.g_00071	Syag.g_00096
OG0001133	Prbe.g_00374	Syag.g_00380
OG0001134	Prbe.g_00041	Syag.g_02164
OG0001135	Prbe.g_00044	Syag.g_00147
OG0001136	Prbe.g_01552	Syag.g_01144
OG0001137	Prbe.g_01540	Syag.g_01123
OG0001138	Prbe.g_01519	Syag.g_01090
OG0001139	Prbe.g_01517	Syag.g_01088
OG0001140	Prbe.g_01516	Syag.g_01087
OG0001141	Prbe.g_01515	Syag.g_01086
OG0001142	Prbe.g_01514	Syag.g_01085
OG0001143	Prbe.g_01507	Syag.g_01077
OG0001144	Prbe.g_01502	Syag.g_01064
OG0001145	Prbe.g_00901	Syag.g_01169
OG0001146	Prbe.g_00889	Syag.g_01218
OG0001147	Prbe.g_00869	Syag.g_01360
OG0001148	Prbe.g_00371	Syag.g_01539
OG0001149	Prbe.g_00370	Syag.g_01540
OG0001150	Prbe.g_00369	Syag.g_01541
OG0001151	Prbe.g_00358	Syag.g_01554
OG0001152	Prbe.g_00357	Syag.g_01555
OG0001153	Prbe.g_00279	Syag.g_01375
OG0001154	Prbe.g_00278	Syag.g_01374
OG0001155	Prbe.g_00261	Syag.g_01616
OG0001156	Prbe.g_00258	Syag.g_01619
OG0001157	Prbe.g_00257	Syag.g_01620
OG0001158	Prbe.g_00256	Syag.g_01621
OG0001159	Prbe.g_00255	Syag.g_01622, Syag.g_01625
OG0001160	Prbe.g_00229	Syag.g_01666
OG0001161	Prbe.g_01042	Syag.g_02163
OG0001162	Prbe.g_00017	Syag.g_01238
OG0001163	Prbe.g_00994	Syag.g_01674
OG0001164	Prbe.g_00990	Syag.g_01680
OG0001165	Prbe.g_00987	Syag.g_01685
OG0001166	Prbe.g_00966	Syag.g_01715
OG0001167	Prbe.g_00949	Syag.g_02383
OG0001168	Prbe.g_00947	Syag.g_01740
OG0001169	Prbe.g_00945	Syag.g_01742
OG0001170	Prbe.g_00943	Syag.g_01744
OG0001171	Prbe.g_00933	Syag.g_01755
OG0001172	Prbe.g_01113	Syag.g_02693
OG0001173	Prbe.g_01112	Syag.g_02694
OG0001174	Prbe.g_01104	Syag.g_02703
OG0001175	Prbe.g_01103	Syag.g_02704
OG0001176	Prbe.g_01095	Syag.g_02723
OG0001177	Prbe.g_01093	Syag.g_02720
OG0001178	Prbe.g_00980	Syag.g_01694
OG0001179	Prbe.g_00853	Syag.g_02754
OG0001180	Prbe.g_00830	Syag.g_02780
OG0001181	Prbe.g_00826	Syag.g_02784
OG0001182	Prbe.g_00818	Syag.g_02793
OG0001183	Prbe.g_00813	Syag.g_02798
OG0001184	Prbe.g_00795	Syag.g_02428
OG0001185	Prbe.g_00779	Syag.g_02399
OG0001186	Prbe.g_00747	Syag.g_02364
OG0001187	Prbe.g_00750	Syag.g_02361
OG0001188	Prbe.g_00752	Syag.g_02359
OG0001189	Prbe.g_01146	Syag.g_02334
OG0001190	Prbe.g_01151	Syag.g_02126
OG0001191	Prbe.g_01161	Syag.g_02142
OG0001192	Prbe.g_01166	Syag.g_02149
OG0001193	Prbe.g_01178	Syag.g_02182
OG0001194	Prbe.g_01179	Syag.g_02185
OG0001195	Prbe.g_01180	Syag.g_02186
OG0001196	Prbe.g_01196	Syag.g_02254
OG0001197	Prbe.g_01198	Syag.g_02256
OG0001198	Prbe.g_01062	Syag.g_02269
OG0001199	Prbe.g_00179	Syag.g_01825
OG0001200	Prbe.g_00181	Syag.g_01827
OG0001201	Prbe.g_01650	Syag.g_01886
OG0001202	Prbe.g_01748	Syag.g_02032
OG0001203	Prbe.g_01790	Syag.g_01783
OG0001204	Prbe.g_01796	Syag.g_02673
OG0001206	Prbe.g_00667	Syag.g_01328
OG0001207	Prbe.g_00656	Syag.g_01536
OG0001208	Prbe.g_00651	Syag.g_01526
OG0001209	Prbe.g_00600	Syag.g_01451
OG0001210	Prbe.g_00595	Syag.g_01442
OG0001211	Prbe.g_00585	Syag.g_00272
OG0001212	Prbe.g_00538	Syag.g_00334
OG0001213	Prbe.g_00503	Syag.g_00394
OG0001214	Prbe.g_01483	Syag.g_00412
OG0001215	Prbe.g_00465	Syag.g_01014
OG0001216	Prbe.g_01216	Syag.g_00920
OG0001217	Prbe.g_00055	Syag.g_00151
OG0001218	Prbe.g_01612	Syag.g_01364
OG0001219	Prbe.g_01321	Syag.g_00767
OG0001220	Prbe.g_01278	Syag.g_00743
OG0001221	Prbe.g_00428	Syag.g_00628
OG0001222	Prbe.g_01400	Syag.g_00797
OG0001223	Prbe.g_01368	Syag.g_00843
OG0001224	Prbe.g_01301	Syag.g_00969
OG0001225	Prbe.g_01299	Syag.g_00971
OG0001226	Prbe.g_00495	Syag.g_01835
OG0001227	Prbe.g_01597	Syag.g_01240
OG0001228	Prbe.g_01499	Syag.g_00709
OG0001229	Prbe.g_01611	Syag.g_00997
OG0001230	Prbe.g_00318	Syag.g_01430
OG0001231	Prbe.g_01920	Syag.g_02289
OG0001232	Prbe.g_00962	Syag.g_01724
OG0001233	Prbe.g_00942	Syag.g_01745
OG0001234	Prbe.g_01101	Syag.g_02708
OG0001235	Prbe.g_01097	Syag.g_02715
OG0001236	Prbe.g_00798	Syag.g_02432
OG0001237	Prbe.g_00794	Syag.g_02426
OG0001238	Prbe.g_01162	Syag.g_02144
OG0001239	Prbe.g_00176	Syag.g_01822
OG0001240	Prbe.g_01633	Syag.g_01869
OG0001241	Prbe.g_01643	Syag.g_01879
OG0001243	Prbe.g_01670	Syag.g_01920
OG0001244	Prbe.g_01685	Syag.g_01948
OG0001245	Prbe.g_01588	Syag.g_00213
OG0001247	Prbe.g_00458	Syag.g_00710
OG0001248	Prbe.g_00460	Syag.g_00175
OG0001249	Prbe.g_01889	Syag.g_02837
OG0001250	Prbe.g_01265	Syag.g_00725
OG0001251	Prbe.g_00106	Syag.g_00472
OG0001252	Prbe.g_01306	Syag.g_00960
OG0001253	Prbe.g_00492	Syag.g_00094
OG0001254	Prbe.g_00043	Syag.g_02165
OG0001255	Prbe.g_01567	Syag.g_00440
OG0001256	Prbe.g_00222	Syag.g_01673
OG0001258	Prbe.g_00989	Syag.g_01683
OG0001259	Prbe.g_00944	Syag.g_01743
OG0001260	Prbe.g_00927	Syag.g_01763
OG0001261	Prbe.g_00845	Syag.g_02763
OG0001262	Prbe.g_01144	Syag.g_02336
OG0001263	Prbe.g_01672	Syag.g_01923
OG0001265	Prbe.g_01662	Syag.g_01910
OG0001266	Prbe.g_01752	Syag.g_02036
OG0001267	Prbe.g_01834	Syag.g_02598
OG0001268	Prbe.g_01897	Syag.g_02850
OG0001269	Prbe.g_01277	Syag.g_00480
OG0001270	Prbe.g_01932	Syag.g_00030
OG0001271	Prbe.g_00661	Syag.g_01353
OG0001272	Prbe.g_00647	Syag.g_01522
OG0001273	Prbe.g_01489	Syag.g_00405
OG0001274	Prbe.g_01776	Syag.g_02076
OG0001275	Prbe.g_01378	Syag.g_00857
OG0001276	Prbe.g_01392	Syag.g_00874
OG0001278	Prbe.g_01495	Syag.g_01054
OG0001279	Prbe.g_00721	Syag.g_00490
OG0001280	Prbe.g_00894	Syag.g_01189
OG0001281	Prbe.g_00888	Syag.g_01219
OG0001282	Prbe.g_00372	Syag.g_01538
OG0001283	Prbe.g_01193	Syag.g_02248
OG0001284	Prbe.g_00236	Syag.g_01656
OG0001285	Prbe.g_00959	Syag.g_00142, Syag.g_02205
OG0001286	Prbe.g_00832	Syag.g_02778
OG0001287	Prbe.g_00772	Syag.g_02391
OG0001288	Prbe.g_00762	Syag.g_02373
OG0001289	Prbe.g_00191	Syag.g_01850
OG0001290	Prbe.g_01642	Syag.g_01878
OG0001291	Prbe.g_01680	Syag.g_01933
OG0001292	Prbe.g_01801	Syag.g_02667
OG0001293	Prbe.g_01814	Syag.g_02625
OG0001295	Prbe.g_00005	Syag.g_00968
OG0001296	Prbe.g_00624	Syag.g_01492
OG0001297	Prbe.g_00619	Syag.g_01488
OG0001298	Prbe.g_00558	Syag.g_00309
OG0001299	Prbe.g_01452	Syag.g_00582
OG0001300	Prbe.g_01199	Syag.g_01003
OG0001301	Prbe.g_01204	Syag.g_00987
OG0001302	Prbe.g_01317	Syag.g_00442
OG0001303	Prbe.g_01023	Syag.g_00769
OG0001304	Prbe.g_01405	Syag.g_00890
OG0001305	Prbe.g_01293	Syag.g_00981
OG0001306	Prbe.g_01564	Syag.g_01160
OG0001307	Prbe.g_00398	Syag.g_00577
OG0001308	Prbe.g_00301	Syag.g_01406
OG0001309	Prbe.g_00194	Syag.g_01482
OG0001311	Prbe.g_01394	Syag.g_00876
OG0001312	Prbe.g_01330	Syag.g_00779
OG0001314	Prbe.g_00688	Syag.g_00118
OG0001315	Prbe.g_01602	Syag.g_02796
OG0001316	Prbe.g_01684	Syag.g_01940
OG0001317	Prbe.g_01786	Syag.g_01787
OG0001318	Prbe.g_01810	Syag.g_02633
OG0001319	Prbe.g_01827	Syag.g_02609
OG0001321	Prbe.g_01949	Syag.g_00050
OG0001322	Prbe.g_01950	Syag.g_00051
OG0001323	Prbe.g_00614	Syag.g_01479
OG0001324	Prbe.g_01200	Syag.g_01002
OG0001325	Prbe.g_01435	Syag.g_00916
OG0001328	Prbe.g_00912	Syag.g_00620
OG0001329	Prbe.g_01026	Syag.g_00498
OG0001330	Prbe.g_00205	Syag.g_01181
OG0001331	Prbe.g_00367	Syag.g_01543
OG0001332	Prbe.g_00265	Syag.g_01611
OG0001333	Prbe.g_00948	Syag.g_01739
OG0001334	Prbe.g_00810	Syag.g_02807
OG0001335	Prbe.g_00809	Syag.g_02808
OG0001337	Prbe.g_01884	Syag.g_02804, Syag.g_02824
OG0001338	Prbe.g_01887	Syag.g_02818, Syag.g_02831, Syag.g_01431, Syag.g_02827
OG0001339	Prbe.g_01645	Syag.g_01881
OG0001341	Prbe.g_01604	Syag.g_00233
OG0001343	Prbe.g_00103	Syag.g_00562
OG0001344	Prbe.g_01545	Syag.g_01136
OG0001345	Prbe.g_01529	Syag.g_01108
OG0001346	Prbe.g_00892	Syag.g_01193
OG0001348	Prbe.g_00003	Syag.g_00941
OG0001349	Prbe.g_00349	Syag.g_02479
OG0001351	Prbe.g_00675	Syag.g_00055
OG0001352	Prbe.g_00454	Syag.g_01459
OG0001353	Prbe.g_01255	Syag.g_00716
OG0001354	Prbe.g_01360	Syag.g_00830
OG0001356	Prbe.g_00997	Syag.g_00942
OG0001359	Prbe.g_00104	Syag.g_00561
OG0001364	Prbe.g_00807	Syag.g_02448
OG0001365	Prbe.g_01155	Syag.g_02131
OG0001368	Prbe.g_01629, Prbe.g_00084, Prbe.g_00686	Syag.g_02674
OG0001369	Prbe.g_01632	Syag.g_01868
OG0001370	Prbe.g_00670	Syag.g_01395, Syag.g_01660
OG0001375	Prbe.g_00102	Syag.g_00563
OG0001379	Prbe.g_00899	Syag.g_01183
OG0001380	Prbe.g_01614	Syag.g_00252
OG0001394	Prbe.g_00432	Syag.g_00635
OG0001398	Prbe.g_00028	Syag.g_00751
OG0001401	Prbe.g_01260	Syag.g_00720
OG0001402	Prbe.g_00509	Syag.g_00379
OG0001403	Prbe.g_00131	Syag.g_02308
OG0001404	Prbe.g_00173	Syag.g_01818
OG0001409	Prbe.g_01541	Syag.g_01125
OG0001410	Prbe.g_00399	Syag.g_00576
OG0001411	Prbe.g_00166	Syag.g_02424
OG0001419	Prbe.g_01620	Syag.g_01466
OG0001425	Prbe.g_01165	Syag.g_02148
OG0001428	Prbe.g_01720	Syag.g_01981
OG0001429	Prbe.g_01322	Syag.g_00770
OG0001433	Prbe.g_00998	Syag.g_00943
OG0001435	Prbe.g_00413	Syag.g_00605
OG0001443	Prbe.g_01610	Syag.g_02157
OG0001448	Prbe.g_00677	Syag.g_01350
OG0001460	Prbe.g_00999	Syag.g_00944
OG0001461	Prbe.g_00157	Syag.g_00521
OG0001465	Prbe.g_01211	Syag.g_00940
OG0001467	Prbe.g_00378	Syag.g_01322
OG0001472	Prbe.g_00486	Syag.g_00104
OG0001477	Prbe.g_00744	Syag.g_00990
OG0001484	Prbe.g_00206	Syag.g_02203
OG0001486	Prbe.g_01551	Syag.g_01143
OG0001487	Prbe.g_00271	Syag.g_01365
OG0001488	Prbe.g_01536	Syag.g_01119
OG0001489	Prbe.g_00821	Syag.g_02789
OG0001496	Prbe.g_00742	Syag.g_00993
OG0001497	Prbe.g_00743	Syag.g_00991
OG0001498	Prbe.g_01916	Syag.g_00006
OG0001510	Prbe.g_00768	Syag.g_02386
OG0001511	Prbe.g_01654	Syag.g_01893
OG0001512	Prbe.g_01606	Syag.g_01781
OG0001514	Prbe.g_00741	Syag.g_00994
OG0001515	Prbe.g_00467	Syag.g_01007
OG0001516	Prbe.g_01455	Syag.g_00579
OG0001517	Prbe.g_01893	Syag.g_02844
OG0001518	Prbe.g_01164	Syag.g_02146
OG0001519	Prbe.g_01169	Syag.g_02161
OG0001525	Prbe.g_01020	Syag.g_00464
OG0001527	Prbe.g_00572	Syag.g_00287
OG0001529	Prbe.g_00141	Syag.g_02327
OG0001530	Prbe.g_01653	Syag.g_01891
OG0001531	Prbe.g_01791	Syag.g_01780
OG0001532	Prbe.g_01518	Syag.g_01089
OG0001534	Prbe.g_01406	Syag.g_00891
OG0001535	Prbe.g_01390	Syag.g_00871
OG0001536	Prbe.g_01346	Syag.g_00805
OG0001537	Prbe.g_00429	Syag.g_00629
OG0001538	Prbe.g_01227	Syag.g_00672
OG0001539	Prbe.g_00407	Syag.g_00601
OG0001540	Prbe.g_01674	Syag.g_01925
OG0001541	Prbe.g_01728	Syag.g_01990
OG0001542	Prbe.g_01734	Syag.g_01999
OG0001543	Prbe.g_00907	Syag.g_02058
OG0001544	Prbe.g_01168	Syag.g_02158
OG0001545	Prbe.g_01183	Syag.g_02238
OG0001557	Prbe.g_00433	Syag.g_00636
OG0001559	Prbe.g_01652	Syag.g_01890
OG0001560	Prbe.g_01641	Syag.g_01877
OG0001561	Prbe.g_01396	Syag.g_00878
OG0001562	Prbe.g_01383	Syag.g_00863
OG0001563	Prbe.g_00837	Syag.g_02772
OG0001564	Prbe.g_00160	Syag.g_02208
OG0001565	Prbe.g_00695	Syag.g_00449
OG0001572	Prbe.g_00722	Syag.g_00086
OG0001574	Prbe.g_00574	Syag.g_00285
OG0001575	Prbe.g_00569	Syag.g_00290
OG0001576	Prbe.g_00879	Syag.g_01233
OG0001577	Prbe.g_01554	Syag.g_01146
OG0001579	Prbe.g_01882	Syag.g_02813, Syag.g_02817
OG0001580	Prbe.g_00148	Syag.g_02112
OG0001588	Prbe.g_01923	Syag.g_02446
OG0001589	Prbe.g_00940	Syag.g_01748
OG0001591	Prbe.g_00446	Syag.g_00595
OG0001592	Prbe.g_00147	Syag.g_02113
OG0001614	Prbe.g_00780	Syag.g_02401
OG0001616	Prbe.g_01526	Syag.g_01102
OG0001617	Prbe.g_01201	Syag.g_00998
OG0001619	Prbe.g_01339	Syag.g_00794
OG0001620	Prbe.g_01901	Syag.g_02857
OG0001621	Prbe.g_01806	Syag.g_02637
OG0001622	Prbe.g_01192	Syag.g_02247
OG0001636	Prbe.g_00135	Syag.g_02314
OG0001638	Prbe.g_00974	Syag.g_01700
OG0001639	Prbe.g_00262	Syag.g_01615
OG0001640	Prbe.g_01309	Syag.g_00955
OG0001641	Prbe.g_01371	Syag.g_00847
OG0001642	Prbe.g_01276	Syag.g_00742
OG0001643	Prbe.g_01480	Syag.g_00415
OG0001644	Prbe.g_01425	Syag.g_00902
OG0001654	Prbe.g_00264	Syag.g_01613
OG0001656	Prbe.g_01881	Syag.g_02816
OG0001657	Prbe.g_01703	Syag.g_01962
OG0001658	Prbe.g_00143	Syag.g_02125
OG0001659	Prbe.g_00008	Syag.g_01093
OG0001676	Prbe.g_01883	Syag.g_02815
OG0001678	Prbe.g_00918	Syag.g_02692
OG0001691	Prbe.g_01311	Syag.g_00486
OG0001693	Prbe.g_01041	Syag.g_00976
OG0001709	Prbe.g_00335	Syag.g_02478
OG0001717	Prbe.g_00737	Syag.g_01976
OG0001733	Prbe.g_01001	Syag.g_00597
OG0001747	Prbe.g_01924	Syag.g_01945
OG0001758	Prbe.g_01007	Syag.g_00524
OG0001770	Prbe.g_01117	Syag.g_00523
OG0001771	Prbe.g_01129	Syag.g_00180
OG0001807	Prbe.g_00159	Syag.g_02452
OG0001875	Prbe.g_01008	Syag.g_00525
OG0001876	Prbe.g_01009	Syag.g_00526
OG0001916	Prbe.g_00637	Syag.g_01510
OG0001917	Prbe.g_01391	Syag.g_00873
OG0001965	Prbe.g_01051	Syag.g_01457
OG0001996	Prbe.g_00129	Syag.g_02306
OG0002003	Prbe.g_00063	Syag.g_01009
OG0002019	Prbe.g_00011	Syag.g_02511
OG0002106	Prbe.g_01626	Syag.g_01417
OG0002122	Prbe.g_00064	Syag.g_01010
OG0002177	Prbe.g_00498	Syag.g_01022
OG0002246	Prbe.g_01037	Syag.g_00015
OG0002344	Prbe.g_01911	Syag.g_01900, Syag.g_02869
OG0002348	Prbe.g_00002	Syag.g_00117
OG0002433	Prbe.g_00027	Syag.g_00123
OG0002835	Prbe.g_01034	Syag.g_00135, Syag.g_00247
