Orthogroup	Prbe	Syap
OG0001337	Prbe.g_01884	Syap.g_00576
OG0001345	Prbe.g_01529	Syap.g_01877, Syap.g_02776
OG0001346	Prbe.g_00892	Syap.g_01484
OG0001348	Prbe.g_00003	Syap.g_00938
OG0001349	Prbe.g_00349	Syap.g_01264, Syap.g_00851
OG0001351	Prbe.g_00675	Syap.g_01996
OG0001353	Prbe.g_01255	Syap.g_01849
OG0001364	Prbe.g_00807	Syap.g_01052
OG0001365	Prbe.g_01155	Syap.g_00138
OG0001368	Prbe.g_01629, Prbe.g_00084, Prbe.g_00686	Syap.g_01576
OG0001371	Prbe.g_00453	Syap.g_02545, Syap.g_02544
OG0001379	Prbe.g_00899	Syap.g_01474
OG0001382	Prbe.g_01617	Syap.g_00677
OG0001394	Prbe.g_00432	Syap.g_00159
OG0001398	Prbe.g_00028	Syap.g_02356
OG0001401	Prbe.g_01260	Syap.g_01844
OG0001411	Prbe.g_00166	Syap.g_00853
OG0001415	Prbe.g_01783	Syap.g_00447, Syap.g_00446
OG0001418	Prbe.g_00459	Syap.g_00221
OG0001422	Prbe.g_01624	Syap.g_01682
OG0001425	Prbe.g_01165	Syap.g_01024
OG0001428	Prbe.g_01720	Syap.g_01196
OG0001433	Prbe.g_00998	Syap.g_00790
OG0001434	Prbe.g_00437	Syap.g_00167
OG0001435	Prbe.g_00413	Syap.g_01259
OG0001437	Prbe.g_01782	Syap.g_00448
OG0001443	Prbe.g_01610	Syap.g_01006
OG0001460	Prbe.g_00999	Syap.g_00789
OG0001461	Prbe.g_00157	Syap.g_02707
OG0001487	Prbe.g_00271	Syap.g_00699
OG0001488	Prbe.g_01536	Syap.g_00209
OG0001489	Prbe.g_00821	Syap.g_00603
OG0001498	Prbe.g_01916	Syap.g_02044, Syap.g_02043
OG0001510	Prbe.g_00768	Syap.g_01117
OG0001511	Prbe.g_01654	Syap.g_02629, Syap.g_02676
OG0001512	Prbe.g_01606	Syap.g_01151, Syap.g_01152
OG0001515	Prbe.g_00467	Syap.g_00906
OG0001517	Prbe.g_01893	Syap.g_00568
OG0001518	Prbe.g_01164	Syap.g_01026
OG0001519	Prbe.g_01169	Syap.g_02079
OG0001527	Prbe.g_00572	Syap.g_00287, Syap.g_00292
OG0001529	Prbe.g_00141	Syap.g_01809
OG0001530	Prbe.g_01653	Syap.g_02627
OG0001531	Prbe.g_01791	Syap.g_01150
OG0001534	Prbe.g_01406	Syap.g_00534
OG0001535	Prbe.g_01390	Syap.g_01875
OG0001536	Prbe.g_01346	Syap.g_02018
OG0001537	Prbe.g_00429	Syap.g_00153
OG0001538	Prbe.g_01227	Syap.g_00199
OG0001539	Prbe.g_00407	Syap.g_02370
OG0001540	Prbe.g_01674	Syap.g_02214
OG0001541	Prbe.g_01728	Syap.g_01187
OG0001542	Prbe.g_01734	Syap.g_01177
OG0001543	Prbe.g_00907	Syap.g_01417, Syap.g_01416
OG0001557	Prbe.g_00433	Syap.g_00162
OG0001562	Prbe.g_01383	Syap.g_02700
OG0001563	Prbe.g_00837	Syap.g_00473
OG0001564	Prbe.g_00160	Syap.g_00876
OG0001574	Prbe.g_00574	Syap.g_00295, Syap.g_00289, Syap.g_00294
OG0001577	Prbe.g_01554	Syap.g_00232
OG0001580	Prbe.g_00148	Syap.g_01340, Syap.g_01341
OG0001584	Prbe.g_01442	Syap.g_00183
OG0001587	Prbe.g_00925	Syap.g_02669
OG0001592	Prbe.g_00147	Syap.g_01342
OG0001614	Prbe.g_00780	Syap.g_01101
OG0001616	Prbe.g_01526	Syap.g_01884
OG0001619	Prbe.g_01339	Syap.g_01752
OG0001620	Prbe.g_01901	Syap.g_00557
OG0001621	Prbe.g_01806	Syap.g_01592
OG0001622	Prbe.g_01192	Syap.g_02601
OG0001636	Prbe.g_00135	Syap.g_01797
OG0001638	Prbe.g_00974	Syap.g_01778
OG0001639	Prbe.g_00262	Syap.g_00751
OG0001641	Prbe.g_01371	Syap.g_02685
OG0001642	Prbe.g_01276	Syap.g_00530
OG0001643	Prbe.g_01480	Syap.g_00902
OG0001644	Prbe.g_01425	Syap.g_00346
OG0001654	Prbe.g_00264	Syap.g_00753
OG0001657	Prbe.g_01703	Syap.g_02175
OG0001658	Prbe.g_00143	Syap.g_00131
OG0001659	Prbe.g_00008	Syap.g_01892
OG0001669	Prbe.g_00875, Prbe.g_01043	Syap.g_01283
OG0001678	Prbe.g_00918	Syap.g_02678
OG0001679	Prbe.g_01888	Syap.g_02521
OG0001717	Prbe.g_00737	Syap.g_01200
OG0001733	Prbe.g_01001	Syap.g_00794
OG0001769	Prbe.g_01601	Syap.g_00643
OG0001771	Prbe.g_01129	Syap.g_00329
OG0001842	Prbe.g_00069	Syap.g_00147, Syap.g_00146
OG0001930	Prbe.g_00068	Syap.g_00148
OG0001931	Prbe.g_00067	Syap.g_00149
OG0001956	Prbe.g_01283	Syap.g_01978
OG0001977	Prbe.g_01174	Syap.g_02094
OG0002019	Prbe.g_00011	Syap.g_01103
OG0002098	Prbe.g_00390	Syap.g_02161
OG0002122	Prbe.g_00064	Syap.g_01294
OG0002389	Prbe.g_00817	Syap.g_00600
OG0002588	Prbe.g_00332	Syap.g_02162
OG0002888	Prbe.g_00341	Syap.g_00862
