Orthogroup	Prae	Syan
OG0001190	Prae.g_01860	Syan.g_01565
OG0001191	Prae.g_01870	Syan.g_01578
OG0001192	Prae.g_01875	Syan.g_01585
OG0001193	Prae.g_01885	Syan.g_01626
OG0001194	Prae.g_01886	Syan.g_01627
OG0001195	Prae.g_01887	Syan.g_01628
OG0001196	Prae.g_01900	Syan.g_01693
OG0001197	Prae.g_01901	Syan.g_01695
OG0001198	Prae.g_01908	Syan.g_01793
OG0001199	Prae.g_00074	Syan.g_02913
OG0001200	Prae.g_00076	Syan.g_02915
OG0001201	Prae.g_00107	Syan.g_02975
OG0001202	Prae.g_00202	Syan.g_03084
OG0001203	Prae.g_00241	Syan.g_02426
OG0001204	Prae.g_00246	Syan.g_02097
OG0001205	Prae.g_00419	Syan.g_01337
OG0001206	Prae.g_00436	Syan.g_02880
OG0001207	Prae.g_00451	Syan.g_02772
OG0001208	Prae.g_00456	Syan.g_02762
OG0001209	Prae.g_00510	Syan.g_01163
OG0001210	Prae.g_00515	Syan.g_00830
OG0001211	Prae.g_00525	Syan.g_00852
OG0001212	Prae.g_00570	Syan.g_01002
OG0001213	Prae.g_00603	Syan.g_01141
OG0001214	Prae.g_00611	Syan.g_00814
OG0001215	Prae.g_00664	Syan.g_00539
OG0001216	Prae.g_00713	Syan.g_00319
OG0001217	Prae.g_00752	Syan.g_00617
OG0001218	Prae.g_00759	Syan.g_02837
OG0001219	Prae.g_00794	Syan.g_00477
OG0001220	Prae.g_00857	Syan.g_00203
OG0001221	Prae.g_00919	Syan.g_01446
OG0001222	Prae.g_00956	Syan.g_00552
OG0001223	Prae.g_00982	Syan.g_00599
OG0001224	Prae.g_01036	Syan.g_00294
OG0001225	Prae.g_01038	Syan.g_00292
OG0001226	Prae.g_01066	Syan.g_02922
OG0001227	Prae.g_01084	Syan.g_00940
OG0001228	Prae.g_01208	Syan.g_01938
OG0001229	Prae.g_01366	Syan.g_02631
OG0001230	Prae.g_01451	Syan.g_01288
OG0001231	Prae.g_01556	Syan.g_01764
OG0001232	Prae.g_01646	Syan.g_01439
OG0001233	Prae.g_01666	Syan.g_01461
OG0001234	Prae.g_01701	Syan.g_01995
OG0001235	Prae.g_01711	Syan.g_02130
OG0001236	Prae.g_01793	Syan.g_01933
OG0001237	Prae.g_01797	Syan.g_01928
OG0001239	Prae.g_00071	Syan.g_02910
OG0001240	Prae.g_00093	Syan.g_02963
OG0001242	Prae.g_00119	Syan.g_02297
OG0001243	Prae.g_00125	Syan.g_02289
OG0001244	Prae.g_00141	Syan.g_03004
OG0001245	Prae.g_00380	Syan.g_00179
OG0001246	Prae.g_00478	Syan.g_02734
OG0001247	Prae.g_00657	Syan.g_00199
OG0001249	Prae.g_00784	Syan.g_02150
OG0001250	Prae.g_00846	Syan.g_00382
OG0001251	Prae.g_00893	Syan.g_00490
OG0001252	Prae.g_01031	Syan.g_00304
OG0001253	Prae.g_01085	Syan.g_00099
OG0001254	Prae.g_01132	Syan.g_01148
OG0001256	Prae.g_01549	Syan.g_01384
OG0001258	Prae.g_01620	Syan.g_01395
OG0001259	Prae.g_01664	Syan.g_01459
OG0001260	Prae.g_01680	Syan.g_01478
OG0001261	Prae.g_01750	Syan.g_02209
OG0001262	Prae.g_01854	Syan.g_01721
OG0001263	Prae.g_00128	Syan.g_02286
OG0001264	Prae.g_00039, Prae.g_00040	Syan.g_02949
OG0001265	Prae.g_00118	Syan.g_02299
OG0001266	Prae.g_00206	Syan.g_03088
OG0001267	Prae.g_00281	Syan.g_02023
OG0001268	Prae.g_00339	Syan.g_02138
OG0001270	Prae.g_00408	Syan.g_02393
OG0001271	Prae.g_00446	Syan.g_02849
OG0001272	Prae.g_00460	Syan.g_02758
OG0001274	Prae.g_00677	Syan.g_01528
OG0001275	Prae.g_00992	Syan.g_00628
OG0001276	Prae.g_01015	Syan.g_00360
OG0001277	Prae.g_01074	Syan.g_00007
OG0001278	Prae.g_01213	Syan.g_02585
OG0001279	Prae.g_01265	Syan.g_01306
OG0001281	Prae.g_01334	Syan.g_01220
OG0001282	Prae.g_01369	Syan.g_02774
OG0001283	Prae.g_01388	Syan.g_01687
OG0001284	Prae.g_01529	Syan.g_01369
OG0001285	Prae.g_01649	Syan.g_00977
OG0001286	Prae.g_01762	Syan.g_02193
OG0001287	Prae.g_01817	Syan.g_01894
OG0001289	Prae.g_00087	Syan.g_02942
OG0001291	Prae.g_00135	Syan.g_02273
OG0001292	Prae.g_00251	Syan.g_02091
OG0001293	Prae.g_00264	Syan.g_02051
OG0001294	Prae.g_00378	Syan.g_00758
OG0001295	Prae.g_00441	Syan.g_00836
OG0001296	Prae.g_00483	Syan.g_02728
OG0001297	Prae.g_00488	Syan.g_02724
OG0001298	Prae.g_00551	Syan.g_00944
OG0001299	Prae.g_00640	Syan.g_00764
OG0001303	Prae.g_00996	Syan.g_00479
OG0001304	Prae.g_01025	Syan.g_00345
OG0001305	Prae.g_01044	Syan.g_00191
OG0001306	Prae.g_01149	Syan.g_02714
OG0001308	Prae.g_01469	Syan.g_01248
OG0001309	Prae.g_01553	Syan.g_01196
OG0001310	Prae.g_01635	Syan.g_01422
OG0001311	Prae.g_01017	Syan.g_00358
OG0001313	Prae.g_00700, Prae.g_00703, Prae.g_00708	Syan.g_02860
OG0001315	Prae.g_00061	Syan.g_02168
OG0001317	Prae.g_00237	Syan.g_02422
OG0001318	Prae.g_00259	Syan.g_02060
OG0001319	Prae.g_00275	Syan.g_02034
OG0001323	Prae.g_00493	Syan.g_01193
OG0001325	Prae.g_00716	Syan.g_00323
OG0001326	Prae.g_00881	Syan.g_01636
OG0001327	Prae.g_01057	Syan.g_00753
OG0001328	Prae.g_01083	Syan.g_02675
OG0001329	Prae.g_01122	Syan.g_00838
OG0001330	Prae.g_01292	Syan.g_01202
OG0001331	Prae.g_01374	Syan.g_02779
OG0001332	Prae.g_01502	Syan.g_00412
OG0001333	Prae.g_01660	Syan.g_01455
OG0001336	Prae.g_01897	Syan.g_01688
OG0001341	Prae.g_00750	Syan.g_00524
OG0001345	Prae.g_01182	Syan.g_02655
OG0001346	Prae.g_01330	Syan.g_01214
OG0001351	Prae.g_00428	Syan.g_02804
OG0001353	Prae.g_00838	Syan.g_00372
OG0001354	Prae.g_00974	Syan.g_00585
OG0001356	Prae.g_01231	Syan.g_00067
OG0001358	Prae.g_00594	Syan.g_00017
OG0001360	Prae.g_01086	Syan.g_02653
OG0001361	Prae.g_01179	Syan.g_02658
OG0001364	Prae.g_01786	Syan.g_01950
OG0001365	Prae.g_01864	Syan.g_01570
OG0001369	Prae.g_00092	Syan.g_02962
OG0001371	Prae.g_00653	Syan.g_02927, Syan.g_02928
OG0001373	Prae.g_00880	Syan.g_01635
OG0001374	Prae.g_00888	Syan.g_01644
OG0001376	Prae.g_01050	Syan.g_00511
OG0001377	Prae.g_01051	Syan.g_00510
OG0001378	Prae.g_01095	Syan.g_02392
OG0001379	Prae.g_01323	Syan.g_01206
OG0001380	Prae.g_01356	Syan.g_00442
OG0001382	Prae.g_01570	Syan.g_00680
OG0001385	Prae.g_00877	Syan.g_01632
OG0001386	Prae.g_00878	Syan.g_01633
OG0001387	Prae.g_00879	Syan.g_01634
OG0001388	Prae.g_00882	Syan.g_01637
OG0001389	Prae.g_00883	Syan.g_01639
OG0001390	Prae.g_00884	Syan.g_01640
OG0001391	Prae.g_00885	Syan.g_01641
OG0001392	Prae.g_00886	Syan.g_01642
OG0001393	Prae.g_00887	Syan.g_01643
OG0001395	Prae.g_01027	Syan.g_00340
OG0001398	Prae.g_01583	Syan.g_02932
OG0001399	Prae.g_01703	Syan.g_02175
OG0001401	Prae.g_00687	Syan.g_00376
OG0001402	Prae.g_00767	Syan.g_00011
OG0001403	Prae.g_00030	Syan.g_01744
OG0001404	Prae.g_00068	Syan.g_00343
OG0001406	Prae.g_01049	Syan.g_00512
OG0001407	Prae.g_01064	Syan.g_00455
OG0001408	Prae.g_01069	Syan.g_00073
OG0001409	Prae.g_01170	Syan.g_00284
OG0001411	Prae.g_01439	Syan.g_01125
OG0001415	Prae.g_00234	Syan.g_01004
OG0001416	Prae.g_00433	Syan.g_00103
OG0001417	Prae.g_00443	Syan.g_00583
OG0001418	Prae.g_00658	Syan.g_02689
OG0001419	Prae.g_01065	Syan.g_00454
OG0001420	Prae.g_01104	Syan.g_01180
OG0001422	Prae.g_01576	Syan.g_00645
OG0001425	Prae.g_01874	Syan.g_01584
OG0001428	Prae.g_00175	Syan.g_03039
OG0001429	Prae.g_00795	Syan.g_00480
OG0001432	Prae.g_01542	Syan.g_00092
OG0001433	Prae.g_01232	Syan.g_00245
OG0001437	Prae.g_00233	Syan.g_01005
OG0001438	Prae.g_00294	Syan.g_02009
OG0001439	Prae.g_00308	Syan.g_01986
OG0001441	Prae.g_00495	Syan.g_01191
OG0001442	Prae.g_00741	Syan.g_00709
OG0001447	Prae.g_00126	Syan.g_02288
OG0001449	Prae.g_00394	Syan.g_02058
OG0001452	Prae.g_00895	Syan.g_02066
OG0001453	Prae.g_00986	Syan.g_00608
OG0001454	Prae.g_01079	Syan.g_00418
OG0001456	Prae.g_01140	Syan.g_01646
OG0001457	Prae.g_01141	Syan.g_01647
OG0001458	Prae.g_01142	Syan.g_01648
OG0001459	Prae.g_01277	Syan.g_02343
OG0001460	Prae.g_01233	Syan.g_00244
OG0001461	Prae.g_01228	Syan.g_00657
OG0001462	Prae.g_00034	Syan.g_01737
OG0001467	Prae.g_00785	Syan.g_00107
OG0001471	Prae.g_01545	Syan.g_01991
OG0001473	Prae.g_01834	Syan.g_00133
OG0001474	Prae.g_00340	Syan.g_02137
OG0001480	Prae.g_00368	Syan.g_00072
OG0001486	Prae.g_01161	Syan.g_02698
OG0001492	Prae.g_01210	Syan.g_02588
OG0001493	Prae.g_01218	Syan.g_02578
OG0001495	Prae.g_01708	Syan.g_02257
OG0001502	Prae.g_00776	Syan.g_00401
OG0001504	Prae.g_01278	Syan.g_02344
OG0001520	Prae.g_00389	Syan.g_00943
OG0001525	Prae.g_01561	Syan.g_00831
OG0001546	Prae.g_00498	Syan.g_01188
OG0001547	Prae.g_00778	Syan.g_00462
OG0001549	Prae.g_00864	Syan.g_00077
OG0001553	Prae.g_01456	Syan.g_01282
OG0001554	Prae.g_01551	Syan.g_00282
OG0001556	Prae.g_01237	Syan.g_02338, Syan.g_00149, Syan.g_00276
OG0001558	Prae.g_00690	Syan.g_01760
OG0001566	Prae.g_00650	Syan.g_01072
OG0001567	Prae.g_00777	Syan.g_00461
OG0001568	Prae.g_00779	Syan.g_00463
OG0001570	Prae.g_01106	Syan.g_00636
OG0001587	Prae.g_01682	Syan.g_01482
OG0001625	Prae.g_00261	Syan.g_02057
OG0001627	Prae.g_00756	Syan.g_02410
OG0001635	Prae.g_01601	Syan.g_01876
OG0001652	Prae.g_00688	Syan.g_01762
OG0001666	Prae.g_01276	Syan.g_02339
OG0001671	Prae.g_00695	Syan.g_03115, Syan.g_01514
OG0001700	Prae.g_01234	Syan.g_00938
OG0001774	Prae.g_00651	Syan.g_02509
OG0001919	Prae.g_00391	Syan.g_00078
OG0001995	Prae.g_01259	Syan.g_02683
OG0002029	Prae.g_01275	Syan.g_02340
OG0002364	Prae.g_00796	Syan.g_00481
OG0002700	Prae.g_00707	Syan.g_02461
OG0002703	Prae.g_01419	Syan.g_01827
