Orthogroup	Prae	Syap
OG0001432	Prae.g_01542	Syap.g_01967
OG0001433	Prae.g_01232	Syap.g_00790
OG0001436	Prae.g_01418	Syap.g_01711, Syap.g_01703
OG0001437	Prae.g_00233	Syap.g_00448
OG0001438	Prae.g_00294	Syap.g_01346, Syap.g_01630
OG0001439	Prae.g_00308	Syap.g_01674
OG0001441	Prae.g_00495	Syap.g_02749
OG0001447	Prae.g_00126	Syap.g_02218
OG0001452	Prae.g_00895	Syap.g_01590
OG0001453	Prae.g_00986	Syap.g_02687
OG0001456	Prae.g_01140	Syap.g_01828
OG0001457	Prae.g_01141	Syap.g_01826
OG0001458	Prae.g_01142	Syap.g_01825
OG0001459	Prae.g_01277	Syap.g_00351
OG0001460	Prae.g_01233	Syap.g_00789
OG0001461	Prae.g_01228	Syap.g_02707
OG0001474	Prae.g_00340	Syap.g_00562
OG0001492	Prae.g_01210	Syap.g_02441
OG0001493	Prae.g_01218	Syap.g_02433
OG0001495	Prae.g_01708	Syap.g_01921
OG0001502	Prae.g_00776	Syap.g_00833
OG0001504	Prae.g_01278	Syap.g_00350
OG0001546	Prae.g_00498	Syap.g_02745
OG0001547	Prae.g_00778	Syap.g_00840, Syap.g_00839
OG0001553	Prae.g_01456	Syap.g_02121
OG0001556	Prae.g_01237	Syap.g_00041, Syap.g_00411
OG0001558	Prae.g_00690	Syap.g_00076, Syap.g_02636, Syap.g_02637
OG0001567	Prae.g_00777	Syap.g_00838
OG0001568	Prae.g_00779	Syap.g_00842
OG0001570	Prae.g_01106	Syap.g_00438
OG0001587	Prae.g_01682	Syap.g_02669
OG0001613	Prae.g_01778	Syap.g_00597
OG0001632	Prae.g_01267	Syap.g_02524
OG0001635	Prae.g_01601	Syap.g_01127
OG0001652	Prae.g_00688	Syap.g_02634
OG0001700	Prae.g_01234	Syap.g_00975
OG0001745	Prae.g_01541	Syap.g_02401
OG0001749	Prae.g_01394	Syap.g_02067
OG0001919	Prae.g_00391	Syap.g_01968
OG0001991	Prae.g_01254	Syap.g_00791
OG0002026	Prae.g_00390	Syap.g_00821
OG0002029	Prae.g_01275	Syap.g_00356
OG0002425	Prae.g_01403	Syap.g_01019
OG0002767	Prae.g_00055	Syap.g_02415
