Orthogroup	Syaa	Prax
OG0001119	Syaa.g_01331	Prax.g_01144
OG0001120	Syaa.g_01328	Prax.g_01146
OG0001121	Syaa.g_01125	Prax.g_00159, Prax.g_01149
OG0001122	Syaa.g_01301	Prax.g_01176
OG0001123	Syaa.g_01294	Prax.g_01180
OG0001124	Syaa.g_01292	Prax.g_01182
OG0001125	Syaa.g_01290	Prax.g_01183
OG0001126	Syaa.g_00864	Prax.g_01193
OG0001127	Syaa.g_00865	Prax.g_01194
OG0001128	Syaa.g_00868	Prax.g_01196
OG0001129	Syaa.g_00870	Prax.g_01197
OG0001130	Syaa.g_00871	Prax.g_01198
OG0001131	Syaa.g_01108	Prax.g_01235
OG0001132	Syaa.g_01468	Prax.g_01245
OG0001133	Syaa.g_01656	Prax.g_00146
OG0001134	Syaa.g_01028	Prax.g_00161
OG0001135	Syaa.g_01030	Prax.g_00164
OG0001136	Syaa.g_00767	Prax.g_00197
OG0001137	Syaa.g_00786	Prax.g_00208
OG0001138	Syaa.g_01002	Prax.g_00226
OG0001139	Syaa.g_01000	Prax.g_00227
OG0001140	Syaa.g_00999	Prax.g_00228
OG0001141	Syaa.g_00998	Prax.g_00229
OG0001142	Syaa.g_00997	Prax.g_00230
OG0001143	Syaa.g_00987	Prax.g_00237
OG0001144	Syaa.g_00978	Prax.g_00242
OG0001145	Syaa.g_00748	Prax.g_01907
OG0001146	Syaa.g_00729	Prax.g_01895
OG0001147	Syaa.g_01837	Prax.g_01877
OG0001148	Syaa.g_02061	Prax.g_01861
OG0001149	Syaa.g_02062	Prax.g_01860
OG0001150	Syaa.g_02063	Prax.g_01859
OG0001151	Syaa.g_02076	Prax.g_01848
OG0001152	Syaa.g_02077	Prax.g_01847
OG0001153	Syaa.g_01811	Prax.g_01696
OG0001154	Syaa.g_01812	Prax.g_01695
OG0001156	Syaa.g_00623	Prax.g_01680
OG0001157	Syaa.g_00622	Prax.g_01679
OG0001158	Syaa.g_00619	Prax.g_01678
OG0001159	Syaa.g_00618	Prax.g_01677
OG0001160	Syaa.g_00574	Prax.g_01653
OG0001161	Syaa.g_02620	Prax.g_01640
OG0001162	Syaa.g_01203	Prax.g_01629
OG0001163	Syaa.g_00566	Prax.g_01567
OG0001164	Syaa.g_00560	Prax.g_01563
OG0001165	Syaa.g_00555	Prax.g_01560
OG0001166	Syaa.g_00527	Prax.g_01540
OG0001167	Syaa.g_00673	Prax.g_01523
OG0001168	Syaa.g_00672	Prax.g_01521
OG0001169	Syaa.g_00670	Prax.g_01519
OG0001170	Syaa.g_00668	Prax.g_01517
OG0001171	Syaa.g_00655	Prax.g_01507
OG0001172	Syaa.g_02347	Prax.g_01265
OG0001173	Syaa.g_02346	Prax.g_01266
OG0001174	Syaa.g_02338	Prax.g_01274
OG0001175	Syaa.g_02337	Prax.g_01275
OG0001176	Syaa.g_02314	Prax.g_01282
OG0001177	Syaa.g_02316	Prax.g_01285
OG0001178	Syaa.g_00546	Prax.g_01290
OG0001179	Syaa.g_02268	Prax.g_01322
OG0001180	Syaa.g_02243	Prax.g_01344
OG0001181	Syaa.g_02239	Prax.g_01348
OG0001182	Syaa.g_02230	Prax.g_01355
OG0001183	Syaa.g_02224	Prax.g_01359
OG0001184	Syaa.g_00151	Prax.g_01375
OG0001186	Syaa.g_00081	Prax.g_01412
OG0001187	Syaa.g_00082	Prax.g_01416
OG0001188	Syaa.g_00075	Prax.g_01419
OG0001189	Syaa.g_00057	Prax.g_01436
OG0001190	Syaa.g_02592	Prax.g_01440
OG0001191	Syaa.g_02605	Prax.g_01450
OG0001192	Syaa.g_02612	Prax.g_01454
OG0001193	Syaa.g_02658	Prax.g_01464
OG0001194	Syaa.g_02660	Prax.g_01465
OG0001195	Syaa.g_02661	Prax.g_01466
OG0001196	Syaa.g_02741	Prax.g_01479
OG0001197	Syaa.g_02743	Prax.g_01480
OG0001198	Syaa.g_02755	Prax.g_01487
OG0001199	Syaa.g_00347	Prax.g_00645
OG0001200	Syaa.g_00345	Prax.g_00647
OG0001201	Syaa.g_02381	Prax.g_01111
OG0001202	Syaa.g_02528	Prax.g_01019
OG0001203	Syaa.g_02106	Prax.g_00980
OG0001204	Syaa.g_00316	Prax.g_00932
OG0001205	Syaa.g_00713	Prax.g_00755
OG0001206	Syaa.g_01855	Prax.g_00739
OG0001207	Syaa.g_02058	Prax.g_00725
OG0001208	Syaa.g_02049	Prax.g_00720
OG0001209	Syaa.g_01977	Prax.g_00666
OG0001210	Syaa.g_01967	Prax.g_00001
OG0001211	Syaa.g_01950	Prax.g_00011
OG0001212	Syaa.g_01892	Prax.g_00055
OG0001213	Syaa.g_01646	Prax.g_00088
OG0001214	Syaa.g_01631	Prax.g_00096
OG0001215	Syaa.g_00914	Prax.g_00952
OG0001216	Syaa.g_01238	Prax.g_00483
OG0001217	Syaa.g_01559	Prax.g_00428
OG0001218	Syaa.g_01820	Prax.g_00420
OG0001219	Syaa.g_01404	Prax.g_00384
OG0001220	Syaa.g_00812	Prax.g_00321
OG0001221	Syaa.g_01111	Prax.g_00572
OG0001222	Syaa.g_01371	Prax.g_00612
OG0001223	Syaa.g_01326	Prax.g_01147
OG0001224	Syaa.g_00874	Prax.g_01200
OG0001225	Syaa.g_00876	Prax.g_01202
OG0001226	Syaa.g_01579	Prax.g_01229
OG0001227	Syaa.g_02622	Prax.g_01248
OG0001228	Syaa.g_00695	Prax.g_00245
OG0001229	Syaa.g_00899	Prax.g_01865
OG0001230	Syaa.g_01764	Prax.g_01741
OG0001231	Syaa.g_00017	Prax.g_01631
OG0001232	Syaa.g_00508	Prax.g_01536
OG0001233	Syaa.g_00667	Prax.g_01516
OG0001234	Syaa.g_02333	Prax.g_01277
OG0001235	Syaa.g_02323	Prax.g_01287
OG0001236	Syaa.g_00154	Prax.g_01372
OG0001238	Syaa.g_02607	Prax.g_01451
OG0001239	Syaa.g_00350	Prax.g_00642
OG0001240	Syaa.g_02364	Prax.g_01125
OG0001241	Syaa.g_02374	Prax.g_01117
OG0001242	Syaa.g_02407	Prax.g_01099
OG0001243	Syaa.g_02415	Prax.g_01093
OG0001244	Syaa.g_02445	Prax.g_01077
OG0001245	Syaa.g_01492	Prax.g_00794
OG0001246	Syaa.g_02023	Prax.g_00697
OG0001247	Syaa.g_01207	Prax.g_00959
OG0001248	Syaa.g_01204	Prax.g_00957
OG0001250	Syaa.g_00832	Prax.g_00332
OG0001251	Syaa.g_02667	Prax.g_00547
OG0001252	Syaa.g_00867	Prax.g_01195
OG0001253	Syaa.g_01467	Prax.g_01249
OG0001254	Syaa.g_01029	Prax.g_00163
OG0001255	Syaa.g_01696	Prax.g_00184
OG0001256	Syaa.g_00567	Prax.g_01638
OG0001257	Syaa.g_01418, Syaa.g_00405	Prax.g_01632
OG0001258	Syaa.g_00557	Prax.g_01562
OG0001259	Syaa.g_00669	Prax.g_01518
OG0001260	Syaa.g_00642	Prax.g_01501
OG0001261	Syaa.g_02259	Prax.g_01330
OG0001262	Syaa.g_00059	Prax.g_01434
OG0001263	Syaa.g_02418	Prax.g_01090
OG0001265	Syaa.g_02405	Prax.g_01100
OG0001266	Syaa.g_02532	Prax.g_01015
OG0001267	Syaa.g_00262	Prax.g_00895
OG0001268	Syaa.g_02176	Prax.g_00834
OG0001269	Syaa.g_01499	Prax.g_00814
OG0001270	Syaa.g_00701	Prax.g_00766
OG0001271	Syaa.g_01845	Prax.g_00730
OG0001272	Syaa.g_02045	Prax.g_00716
OG0001273	Syaa.g_01639	Prax.g_00090
OG0001274	Syaa.g_02563	Prax.g_00939
OG0001275	Syaa.g_01311	Prax.g_01157
OG0001276	Syaa.g_01295	Prax.g_01179
OG0001277	Syaa.g_02724	Prax.g_01237
OG0001278	Syaa.g_00966	Prax.g_00250
OG0001279	Syaa.g_01749	Prax.g_01957
OG0001280	Syaa.g_00738	Prax.g_01900
OG0001281	Syaa.g_00728	Prax.g_01894
OG0001282	Syaa.g_02060	Prax.g_01862
OG0001283	Syaa.g_02734	Prax.g_01843
OG0001284	Syaa.g_00583	Prax.g_01658
OG0001286	Syaa.g_02245	Prax.g_01342
OG0001287	Syaa.g_00121	Prax.g_01396
OG0001289	Syaa.g_00327	Prax.g_00658
OG0001290	Syaa.g_02373	Prax.g_01118
OG0001291	Syaa.g_02428	Prax.g_01083
OG0001292	Syaa.g_00310	Prax.g_00927
OG0001293	Syaa.g_00288	Prax.g_00914
OG0001294	Syaa.g_01076	Prax.g_00796
OG0001295	Syaa.g_01964	Prax.g_00734
OG0001296	Syaa.g_02017	Prax.g_00692
OG0001297	Syaa.g_02013	Prax.g_00687
OG0001298	Syaa.g_01913	Prax.g_00037
OG0001299	Syaa.g_01070	Prax.g_00976
OG0001300	Syaa.g_00905	Prax.g_00949
OG0001301	Syaa.g_00891	Prax.g_00946
OG0001302	Syaa.g_01600	Prax.g_00386
OG0001303	Syaa.g_01402	Prax.g_01161
OG0001304	Syaa.g_01281	Prax.g_01189
OG0001305	Syaa.g_00885	Prax.g_01208
OG0001306	Syaa.g_00753	Prax.g_00186
OG0001309	Syaa.g_02005	Prax.g_01634
OG0001310	Syaa.g_00535	Prax.g_01547
OG0001311	Syaa.g_01293	Prax.g_01181
OG0001312	Syaa.g_01391	Prax.g_00601
OG0001315	Syaa.g_02226	Prax.g_00633
OG0001316	Syaa.g_02434	Prax.g_01078
OG0001317	Syaa.g_02112	Prax.g_00984
OG0001318	Syaa.g_00296	Prax.g_00919
OG0001319	Syaa.g_00273	Prax.g_00903
OG0001321	Syaa.g_00719	Prax.g_00749
OG0001322	Syaa.g_00720	Prax.g_00748
OG0001323	Syaa.g_02002	Prax.g_00682
OG0001324	Syaa.g_00904	Prax.g_00948
OG0001325	Syaa.g_01243	Prax.g_00480
OG0001326	Syaa.g_00396, Syaa.g_02672	Prax.g_00535
OG0001327	Syaa.g_01083	Prax.g_01221
OG0001328	Syaa.g_01104	Prax.g_01247
OG0001330	Syaa.g_00746	Prax.g_01929
OG0001331	Syaa.g_02065	Prax.g_01857
OG0001334	Syaa.g_02216	Prax.g_01362
OG0001335	Syaa.g_02215	Prax.g_01363
OG0001336	Syaa.g_02735	Prax.g_01476
OG0001339	Syaa.g_02376	Prax.g_01115
OG0001340	Syaa.g_02199	Prax.g_00845
OG0001341	Syaa.g_00897	Prax.g_00430
OG0001343	Syaa.g_02664	Prax.g_00544
OG0001344	Syaa.g_00775	Prax.g_00204
OG0001345	Syaa.g_00803	Prax.g_00219
OG0001346	Syaa.g_00734	Prax.g_01898
OG0001348	Syaa.g_00847	Prax.g_01611, Prax.g_01610
OG0001349	Syaa.g_00454	Prax.g_01820
OG0001350	Syaa.g_02107	Prax.g_01581
OG0001352	Syaa.g_01987	Prax.g_00962
OG0001353	Syaa.g_00841	Prax.g_00341
OG0001354	Syaa.g_01338	Prax.g_01139
OG0001356	Syaa.g_00848	Prax.g_00527
OG0001358	Syaa.g_01663	Prax.g_00079
OG0001359	Syaa.g_02663	Prax.g_00545
OG0001360	Syaa.g_00805	Prax.g_01250
OG0001361	Syaa.g_00800	Prax.g_00216
OG0001362	Syaa.g_01789	Prax.g_01714
OG0001363	Syaa.g_01791	Prax.g_01712
OG0001364	Syaa.g_00171	Prax.g_01365
OG0001369	Syaa.g_02363	Prax.g_01126
OG0001373	Syaa.g_02671	Prax.g_00534
OG0001374	Syaa.g_02679	Prax.g_00542
OG0001375	Syaa.g_02665	Prax.g_00543
OG0001376	Syaa.g_02614	Prax.g_01214
OG0001377	Syaa.g_02613	Prax.g_01215
OG0001378	Syaa.g_00700	Prax.g_00125
OG0001379	Syaa.g_00744	Prax.g_01905
OG0001382	Syaa.g_01866	Prax.g_01618
OG0001385	Syaa.g_02668	Prax.g_00531
OG0001386	Syaa.g_02669	Prax.g_00532
OG0001387	Syaa.g_02670	Prax.g_00533
OG0001388	Syaa.g_02673	Prax.g_00536
OG0001389	Syaa.g_02674	Prax.g_00537
OG0001390	Syaa.g_02675	Prax.g_00538
OG0001391	Syaa.g_02676	Prax.g_00539
OG0001392	Syaa.g_02677	Prax.g_00540
OG0001393	Syaa.g_02678	Prax.g_00541
OG0001394	Syaa.g_01118	Prax.g_00576
OG0001395	Syaa.g_01267	Prax.g_01191
OG0001402	Syaa.g_01658	Prax.g_00412
OG0001404	Syaa.g_00355	Prax.g_00639
OG0001405	Syaa.g_02213	Prax.g_00847
OG0001406	Syaa.g_02615	Prax.g_01213
OG0001407	Syaa.g_01986	Prax.g_01227
OG0001408	Syaa.g_00953	Prax.g_01232
OG0001413	Syaa.g_01590	Prax.g_01643
OG0001416	Syaa.g_00731	Prax.g_00742
OG0001417	Syaa.g_01339	Prax.g_00732
OG0001419	Syaa.g_01985	Prax.g_01228
OG0001420	Syaa.g_01991	Prax.g_00134
OG0001421	Syaa.g_01583, Syaa.g_01469	Prax.g_01637
OG0001422	Syaa.g_00743	Prax.g_01613
OG0001428	Syaa.g_02481	Prax.g_01046
OG0001432	Syaa.g_00930	Prax.g_01645
OG0001433	Syaa.g_00849	Prax.g_00526
OG0001434	Syaa.g_01123	Prax.g_00581
OG0001438	Syaa.g_00247	Prax.g_00882
OG0001439	Syaa.g_00221	Prax.g_00868
OG0001441	Syaa.g_02000	Prax.g_00680
OG0001442	Syaa.g_01138	Prax.g_00438
OG0001447	Syaa.g_02416	Prax.g_01092
OG0001448	Syaa.g_00423	Prax.g_00806
OG0001449	Syaa.g_02098, Syaa.g_01042	Prax.g_00779
OG0001452	Syaa.g_00301	Prax.g_00548
OG0001453	Syaa.g_01319	Prax.g_01151
OG0001454	Syaa.g_01580	Prax.g_01243
OG0001456	Syaa.g_02687	Prax.g_00177
OG0001457	Syaa.g_02688	Prax.g_00178
OG0001458	Syaa.g_02689	Prax.g_00179
OG0001459	Syaa.g_01040	Prax.g_01943
OG0001460	Syaa.g_00850	Prax.g_00525
OG0001461	Syaa.g_02328	Prax.g_01569
OG0001465	Syaa.g_01211	Prax.g_00940
OG0001467	Syaa.g_01601	Prax.g_00394
OG0001468	Syaa.g_01597	Prax.g_01218
OG0001470	Syaa.g_00693	Prax.g_01841
OG0001471	Syaa.g_00226	Prax.g_01642
OG0001473	Syaa.g_01603	Prax.g_01413
OG0001474	Syaa.g_02175	Prax.g_00833
OG0001475	Syaa.g_00691	Prax.g_01839
OG0001479	Syaa.g_02178	Prax.g_00836
OG0001480	Syaa.g_00810	Prax.g_00804
OG0001482	Syaa.g_01329	Prax.g_00744
OG0001486	Syaa.g_00768	Prax.g_00198
OG0001492	Syaa.g_00969	Prax.g_00247
OG0001493	Syaa.g_00961	Prax.g_00255
OG0001495	Syaa.g_02317	Prax.g_01284
OG0001499	Syaa.g_01698	Prax.g_00632
OG0001502	Syaa.g_00819	Prax.g_00403
OG0001504	Syaa.g_01039	Prax.g_01942
OG0001507	Syaa.g_02137	Prax.g_01590
OG0001508	Syaa.g_00694	Prax.g_01842
OG0001520	Syaa.g_01929	Prax.g_00784
OG0001523	Syaa.g_02713	Prax.g_00165
OG0001524	Syaa.g_02714	Prax.g_00166
OG0001528	Syaa.g_00692	Prax.g_01840
OG0001546	Syaa.g_01997	Prax.g_00677
OG0001547	Syaa.g_01420	Prax.g_00401
OG0001548	Syaa.g_01573	Prax.g_00397
OG0001551	Syaa.g_00853	Prax.g_00176
OG0001554	Syaa.g_02590	Prax.g_01636
OG0001556	Syaa.g_01008	Prax.g_00518
OG0001557	Syaa.g_01119	Prax.g_00577
OG0001564	Syaa.g_02683	Prax.g_00489
OG0001567	Syaa.g_01421	Prax.g_00402
OG0001568	Syaa.g_01416	Prax.g_00400
OG0001570	Syaa.g_01693	Prax.g_00137
OG0001572	Syaa.g_01180	Prax.g_01964
OG0001582	Syaa.g_01746	Prax.g_00733
OG0001588	Syaa.g_00168	Prax.g_01756
OG0001602	Syaa.g_01210	Prax.g_00941
OG0001607	Syaa.g_01519	Prax.g_00167
OG0001613	Syaa.g_02227	Prax.g_01357
OG0001625	Syaa.g_00294	Prax.g_00917
OG0001627	Syaa.g_00629	Prax.g_00424
OG0001633	Syaa.g_00855	Prax.g_01866
OG0001635	Syaa.g_00094	Prax.g_01586
OG0001647	Syaa.g_00271	Prax.g_00902
OG0001666	Syaa.g_01506, Syaa.g_00399	Prax.g_01944
OG0001667	Syaa.g_01129	Prax.g_01926
OG0001680	Syaa.g_00788, Syaa.g_00533	Prax.g_00521
OG0001700	Syaa.g_01423	Prax.g_00524
OG0001709	Syaa.g_00453	Prax.g_01821
OG0001713	Syaa.g_00783	Prax.g_00630
OG0001718	Syaa.g_00941	Prax.g_00810
OG0001959	Syaa.g_01047	Prax.g_01963
OG0001990	Syaa.g_02721	Prax.g_00172
OG0002001	Syaa.g_02453	Prax.g_00446
OG0002013	Syaa.g_02151	Prax.g_01782
OG0002019	Syaa.g_01419	Prax.g_00503
OG0002107	Syaa.g_01544, Syaa.g_02716	Prax.g_00171
OG0002225	Syaa.g_01543, Syaa.g_02717	Prax.g_00170
OG0002227	Syaa.g_02611	Prax.g_00520
OG0002374	Syaa.g_00991	Prax.g_00528
OG0002416	Syaa.g_01538	Prax.g_00260
OG0002458	Syaa.g_02684	Prax.g_00488
OG0002459	Syaa.g_02682	Prax.g_00490
OG0002460	Syaa.g_02681	Prax.g_00491
OG0002776	Syaa.g_02718	Prax.g_00169
OG0003026	Syaa.g_00490	Prax.g_01809
OG0003405	Syaa.g_00464	Prax.g_00275
