Orthogroup	Syaa	Prao
OG0001125	Syaa.g_01290	Prao.g_00953
OG0001126	Syaa.g_00864	Prao.g_00963
OG0001127	Syaa.g_00865	Prao.g_00964
OG0001128	Syaa.g_00868	Prao.g_00966
OG0001129	Syaa.g_00870	Prao.g_00967
OG0001130	Syaa.g_00871	Prao.g_00968
OG0001131	Syaa.g_01108	Prao.g_01007
OG0001132	Syaa.g_01468	Prao.g_01016
OG0001133	Syaa.g_01656	Prao.g_01137
OG0001134	Syaa.g_01028	Prao.g_01122
OG0001135	Syaa.g_01030	Prao.g_01119
OG0001136	Syaa.g_00767	Prao.g_01092
OG0001137	Syaa.g_00786	Prao.g_01081
OG0001138	Syaa.g_01002	Prao.g_01063
OG0001139	Syaa.g_01000	Prao.g_01062
OG0001140	Syaa.g_00999	Prao.g_01061
OG0001141	Syaa.g_00998	Prao.g_01060
OG0001142	Syaa.g_00997	Prao.g_01059
OG0001143	Syaa.g_00987	Prao.g_01052
OG0001144	Syaa.g_00978	Prao.g_01047
OG0001145	Syaa.g_00748	Prao.g_01284
OG0001146	Syaa.g_00729	Prao.g_01272
OG0001147	Syaa.g_01837	Prao.g_01253
OG0001148	Syaa.g_02061	Prao.g_01237
OG0001149	Syaa.g_02062	Prao.g_01236
OG0001150	Syaa.g_02063	Prao.g_01235
OG0001151	Syaa.g_02076	Prao.g_01224
OG0001152	Syaa.g_02077	Prao.g_01223
OG0001153	Syaa.g_01811	Prao.g_01428
OG0001154	Syaa.g_01812	Prao.g_01429
OG0001156	Syaa.g_00623	Prao.g_01444
OG0001157	Syaa.g_00622	Prao.g_01445
OG0001158	Syaa.g_00619	Prao.g_01446
OG0001159	Syaa.g_00618	Prao.g_01447
OG0001160	Syaa.g_00574	Prao.g_01471
OG0001161	Syaa.g_02620	Prao.g_01484
OG0001162	Syaa.g_01203	Prao.g_01495
OG0001163	Syaa.g_00566	Prao.g_01544
OG0001164	Syaa.g_00560	Prao.g_01548
OG0001165	Syaa.g_00555	Prao.g_01551
OG0001166	Syaa.g_00527	Prao.g_01571
OG0001167	Syaa.g_00673	Prao.g_01588
OG0001168	Syaa.g_00672	Prao.g_01590
OG0001169	Syaa.g_00670	Prao.g_01592
OG0001170	Syaa.g_00668	Prao.g_01594
OG0001171	Syaa.g_00655	Prao.g_01603
OG0001172	Syaa.g_02347	Prao.g_01618
OG0001173	Syaa.g_02346	Prao.g_01619
OG0001174	Syaa.g_02338	Prao.g_01627
OG0001175	Syaa.g_02337	Prao.g_01628
OG0001176	Syaa.g_02314	Prao.g_01635
OG0001177	Syaa.g_02316	Prao.g_01638
OG0001178	Syaa.g_00546	Prao.g_01643
OG0001179	Syaa.g_02268	Prao.g_01671
OG0001180	Syaa.g_02243	Prao.g_01693
OG0001181	Syaa.g_02239	Prao.g_01697
OG0001182	Syaa.g_02230	Prao.g_01704
OG0001183	Syaa.g_02224	Prao.g_01708
OG0001184	Syaa.g_00151	Prao.g_01724
OG0001186	Syaa.g_00081	Prao.g_01761
OG0001187	Syaa.g_00082	Prao.g_01765
OG0001188	Syaa.g_00075	Prao.g_01768
OG0001189	Syaa.g_00057	Prao.g_01785
OG0001190	Syaa.g_02592	Prao.g_01789
OG0001191	Syaa.g_02605	Prao.g_01799
OG0001192	Syaa.g_02612	Prao.g_01804
OG0001193	Syaa.g_02658	Prao.g_01814
OG0001194	Syaa.g_02660	Prao.g_01815
OG0001195	Syaa.g_02661	Prao.g_01816
OG0001196	Syaa.g_02741	Prao.g_01829
OG0001197	Syaa.g_02743	Prao.g_01830
OG0001198	Syaa.g_02755	Prao.g_01838
OG0001199	Syaa.g_00347	Prao.g_00213
OG0001200	Syaa.g_00345	Prao.g_00215
OG0001201	Syaa.g_02381	Prao.g_00246
OG0001202	Syaa.g_02528	Prao.g_00337
OG0001203	Syaa.g_02106	Prao.g_00376
OG0001204	Syaa.g_00316	Prao.g_00381
OG0001205	Syaa.g_00713	Prao.g_00549
OG0001206	Syaa.g_01855	Prao.g_00568
OG0001207	Syaa.g_02058	Prao.g_00583
OG0001208	Syaa.g_02049	Prao.g_00588
OG0001209	Syaa.g_01977	Prao.g_01856
OG0001210	Syaa.g_01967	Prao.g_01159
OG0001211	Syaa.g_01950	Prao.g_01169
OG0001212	Syaa.g_01892	Prao.g_00034
OG0001213	Syaa.g_01646	Prao.g_00068
OG0001214	Syaa.g_01631	Prao.g_00076
OG0001215	Syaa.g_00914	Prao.g_00128
OG0001216	Syaa.g_01238	Prao.g_00650
OG0001217	Syaa.g_01559	Prao.g_00687
OG0001218	Syaa.g_01820	Prao.g_00694
OG0001219	Syaa.g_01404	Prao.g_00729
OG0001220	Syaa.g_00812	Prao.g_00793
OG0001221	Syaa.g_01111	Prao.g_00856
OG0001222	Syaa.g_01371	Prao.g_00894
OG0001223	Syaa.g_01326	Prao.g_00920
OG0001224	Syaa.g_00874	Prao.g_00970
OG0001225	Syaa.g_00876	Prao.g_00972
OG0001226	Syaa.g_01579	Prao.g_01001
OG0001227	Syaa.g_02622	Prao.g_01019
OG0001228	Syaa.g_00695	Prao.g_01044
OG0001229	Syaa.g_00899	Prao.g_01241
OG0001230	Syaa.g_01764	Prao.g_01389
OG0001231	Syaa.g_00017	Prao.g_01493
OG0001232	Syaa.g_00508	Prao.g_01575
OG0001233	Syaa.g_00667	Prao.g_01595
OG0001234	Syaa.g_02333	Prao.g_01630
OG0001235	Syaa.g_02323	Prao.g_01640
OG0001236	Syaa.g_00154	Prao.g_01721
OG0001238	Syaa.g_02607	Prao.g_01800
OG0001239	Syaa.g_00350	Prao.g_00210
OG0001240	Syaa.g_02364	Prao.g_00232
OG0001241	Syaa.g_02374	Prao.g_00240
OG0001242	Syaa.g_02407	Prao.g_00258
OG0001243	Syaa.g_02415	Prao.g_00264
OG0001244	Syaa.g_02445	Prao.g_00279
OG0001245	Syaa.g_01492	Prao.g_00514
OG0001246	Syaa.g_02023	Prao.g_00610
OG0001247	Syaa.g_01207	Prao.g_00121
OG0001248	Syaa.g_01204	Prao.g_00123
OG0001250	Syaa.g_00832	Prao.g_00782
OG0001251	Syaa.g_02667	Prao.g_00830
OG0001252	Syaa.g_00867	Prao.g_00965
OG0001253	Syaa.g_01467	Prao.g_01020
OG0001254	Syaa.g_01029	Prao.g_01120
OG0001255	Syaa.g_01696	Prao.g_01105
OG0001256	Syaa.g_00567	Prao.g_01486
OG0001257	Syaa.g_01418, Syaa.g_00405	Prao.g_01492
OG0001258	Syaa.g_00557	Prao.g_01549
OG0001259	Syaa.g_00669	Prao.g_01593
OG0001260	Syaa.g_00642	Prao.g_01609
OG0001261	Syaa.g_02259	Prao.g_01679
OG0001262	Syaa.g_00059	Prao.g_01783
OG0001263	Syaa.g_02418	Prao.g_00267
OG0001265	Syaa.g_02405	Prao.g_00257
OG0001266	Syaa.g_02532	Prao.g_00341
OG0001267	Syaa.g_00262	Prao.g_00417
OG0001268	Syaa.g_02176	Prao.g_00475
OG0001269	Syaa.g_01499	Prao.g_00493
OG0001270	Syaa.g_00701	Prao.g_00538
OG0001271	Syaa.g_01845	Prao.g_00578
OG0001272	Syaa.g_02045	Prao.g_00592
OG0001273	Syaa.g_01639	Prao.g_00070
OG0001274	Syaa.g_02563	Prao.g_00141
OG0001275	Syaa.g_01311	Prao.g_00930
OG0001276	Syaa.g_01295	Prao.g_00949
OG0001277	Syaa.g_02724	Prao.g_01009
OG0001278	Syaa.g_00966	Prao.g_01039
OG0001280	Syaa.g_00738	Prao.g_01277
OG0001281	Syaa.g_00728	Prao.g_01271
OG0001282	Syaa.g_02060	Prao.g_01238
OG0001283	Syaa.g_02734	Prao.g_01216
OG0001284	Syaa.g_00583	Prao.g_01466
OG0001286	Syaa.g_02245	Prao.g_01691
OG0001287	Syaa.g_00121	Prao.g_01745
OG0001289	Syaa.g_00327	Prao.g_00226
OG0001290	Syaa.g_02373	Prao.g_00239
OG0001292	Syaa.g_00310	Prao.g_00386
OG0001293	Syaa.g_00288	Prao.g_00399
OG0001294	Syaa.g_01076	Prao.g_00512
OG0001295	Syaa.g_01964	Prao.g_00573
OG0001296	Syaa.g_02017	Prao.g_00615
OG0001297	Syaa.g_02013	Prao.g_00620
OG0001298	Syaa.g_01913	Prao.g_01869
OG0001299	Syaa.g_01070	Prao.g_00105
OG0001300	Syaa.g_00905	Prao.g_00131
OG0001301	Syaa.g_00891	Prao.g_00134
OG0001302	Syaa.g_01600	Prao.g_00727
OG0001304	Syaa.g_01281	Prao.g_00959
OG0001305	Syaa.g_00885	Prao.g_00978
OG0001306	Syaa.g_00753	Prao.g_01103
OG0001309	Syaa.g_02005	Prao.g_01490
OG0001310	Syaa.g_00535	Prao.g_01564
OG0001311	Syaa.g_01293	Prao.g_00951
OG0001312	Syaa.g_01391	Prao.g_00883
OG0001315	Syaa.g_02226	Prao.g_00200
OG0001316	Syaa.g_02434	Prao.g_00278
OG0001317	Syaa.g_02112	Prao.g_00372
OG0001318	Syaa.g_00296	Prao.g_00394
OG0001319	Syaa.g_00273	Prao.g_00410
OG0001321	Syaa.g_00719	Prao.g_00555
OG0001322	Syaa.g_00720	Prao.g_00556
OG0001323	Syaa.g_02002	Prao.g_00625
OG0001324	Syaa.g_00904	Prao.g_00132
OG0001325	Syaa.g_01243	Prao.g_00653
OG0001326	Syaa.g_00396, Syaa.g_02672	Prao.g_00817
OG0001327	Syaa.g_01083	Prao.g_00993
OG0001328	Syaa.g_01104	Prao.g_01018
OG0001330	Syaa.g_00746	Prao.g_01306
OG0001331	Syaa.g_02065	Prao.g_01233
OG0001334	Syaa.g_02216	Prao.g_01711
OG0001335	Syaa.g_02215	Prao.g_01712
OG0001336	Syaa.g_02735	Prao.g_01826
OG0001339	Syaa.g_02376	Prao.g_00242
OG0001340	Syaa.g_02199	Prao.g_00464
OG0001341	Syaa.g_00897	Prao.g_00685
OG0001343	Syaa.g_02664	Prao.g_00826, Prao.g_00827
OG0001344	Syaa.g_00775	Prao.g_01085
OG0001345	Syaa.g_00803	Prao.g_01070
OG0001346	Syaa.g_00734	Prao.g_01275
OG0001347	Syaa.g_00195, Syaa.g_00445, Syaa.g_01019	Prao.g_01189
OG0001349	Syaa.g_00437	Prao.g_01360
OG0001350	Syaa.g_02107	Prao.g_01537
OG0001351	Syaa.g_01863	Prao.g_00558
OG0001352	Syaa.g_01987	Prao.g_00118
OG0001353	Syaa.g_00841	Prao.g_00773
OG0001354	Syaa.g_01338	Prao.g_00912
OG0001355	Syaa.g_01524	Prao.g_01521
OG0001358	Syaa.g_01663	Prao.g_00059
OG0001359	Syaa.g_02663	Prao.g_00828
OG0001360	Syaa.g_00805	Prao.g_01021
OG0001361	Syaa.g_00800	Prao.g_01073
OG0001362	Syaa.g_01789	Prao.g_01411
OG0001363	Syaa.g_01791	Prao.g_01413
OG0001364	Syaa.g_00171	Prao.g_01714
OG0001369	Syaa.g_02363	Prao.g_00231
OG0001373	Syaa.g_02671	Prao.g_00816
OG0001374	Syaa.g_02679	Prao.g_00824
OG0001375	Syaa.g_02665	Prao.g_00825
OG0001376	Syaa.g_02614	Prao.g_00987
OG0001377	Syaa.g_02613	Prao.g_00988
OG0001378	Syaa.g_00700	Prao.g_01157
OG0001379	Syaa.g_00744	Prao.g_01282
OG0001382	Syaa.g_01866	Prao.g_01505
OG0001385	Syaa.g_02668	Prao.g_00813
OG0001386	Syaa.g_02669	Prao.g_00814
OG0001387	Syaa.g_02670	Prao.g_00815
OG0001388	Syaa.g_02673	Prao.g_00818
OG0001389	Syaa.g_02674	Prao.g_00819
OG0001390	Syaa.g_02675	Prao.g_00820
OG0001391	Syaa.g_02676	Prao.g_00821
OG0001392	Syaa.g_02677	Prao.g_00822
OG0001393	Syaa.g_02678	Prao.g_00823
OG0001395	Syaa.g_01267	Prao.g_00961
OG0001396	Syaa.g_00196	Prao.g_01188
OG0001401	Syaa.g_00837	Prao.g_00642
OG0001402	Syaa.g_01658	Prao.g_00702
OG0001404	Syaa.g_00355	Prao.g_00207
OG0001405	Syaa.g_02213	Prao.g_00462
OG0001406	Syaa.g_02615	Prao.g_00986
OG0001407	Syaa.g_01986	Prao.g_00999
OG0001408	Syaa.g_00953	Prao.g_01005
OG0001413	Syaa.g_01590	Prao.g_01481
OG0001416	Syaa.g_00731	Prao.g_00565
OG0001417	Syaa.g_01339	Prao.g_00575
OG0001419	Syaa.g_01985	Prao.g_01000
OG0001420	Syaa.g_01991	Prao.g_01148
OG0001421	Syaa.g_01583, Syaa.g_01469	Prao.g_01487
OG0001422	Syaa.g_00743	Prao.g_01511
OG0001423	Syaa.g_00365	Prao.g_01368
OG0001428	Syaa.g_02481	Prao.g_00310
OG0001430	Syaa.g_02584	Prao.g_01312
OG0001432	Syaa.g_00930	Prao.g_01479
OG0001438	Syaa.g_00247	Prao.g_00430
OG0001439	Syaa.g_00221	Prao.g_00443
OG0001441	Syaa.g_02000	Prao.g_00627
OG0001442	Syaa.g_01138	Prao.g_00678
OG0001447	Syaa.g_02416	Prao.g_00265
OG0001448	Syaa.g_00423	Prao.g_00502
OG0001449	Syaa.g_02098, Syaa.g_01042	Prao.g_00527
OG0001452	Syaa.g_00301	Prao.g_00832
OG0001453	Syaa.g_01319	Prao.g_00924
OG0001454	Syaa.g_01580	Prao.g_01014
OG0001456	Syaa.g_02687	Prao.g_01112
OG0001457	Syaa.g_02688	Prao.g_01111
OG0001458	Syaa.g_02689	Prao.g_01110
OG0001459	Syaa.g_01040	Prao.g_01323
OG0001465	Syaa.g_01211	Prao.g_00140
OG0001467	Syaa.g_01601	Prao.g_00719
OG0001468	Syaa.g_01597	Prao.g_00991
OG0001471	Syaa.g_00226	Prao.g_01482
OG0001473	Syaa.g_01603	Prao.g_01762
OG0001477	Syaa.g_00893	Prao.g_00006
OG0001479	Syaa.g_02178	Prao.g_00473
OG0001480	Syaa.g_00810	Prao.g_00504
OG0001482	Syaa.g_01329	Prao.g_00561
OG0001486	Syaa.g_00768	Prao.g_01091
OG0001492	Syaa.g_00969	Prao.g_01042
OG0001493	Syaa.g_00961	Prao.g_01034
OG0001495	Syaa.g_02317	Prao.g_01637
OG0001496	Syaa.g_00895	Prao.g_00008
OG0001497	Syaa.g_00894	Prao.g_00007
OG0001499	Syaa.g_01698	Prao.g_00199
OG0001502	Syaa.g_00819	Prao.g_00710
OG0001504	Syaa.g_01039	Prao.g_01322
OG0001507	Syaa.g_02137	Prao.g_01532
OG0001514	Syaa.g_00896	Prao.g_00009
OG0001520	Syaa.g_01929	Prao.g_00522
OG0001523	Syaa.g_02713	Prao.g_01118
OG0001524	Syaa.g_02714	Prao.g_01117
OG0001546	Syaa.g_01997	Prao.g_00630
OG0001547	Syaa.g_01420	Prao.g_00712
OG0001548	Syaa.g_01573	Prao.g_00716
OG0001549	Syaa.g_00806	Prao.g_00800
OG0001551	Syaa.g_00853	Prao.g_01113
OG0001552	Syaa.g_01229	Prao.g_00016
OG0001554	Syaa.g_02590	Prao.g_01488
OG0001558	Syaa.g_00022	Prao.g_00638
OG0001564	Syaa.g_02683	Prao.g_01209
OG0001567	Syaa.g_01421	Prao.g_00711
OG0001568	Syaa.g_01416	Prao.g_00713
OG0001570	Syaa.g_01693	Prao.g_01146
OG0001573	Syaa.g_00198, Syaa.g_02519, Syaa.g_01013	Prao.g_01352
OG0001582	Syaa.g_01746	Prao.g_00574
OG0001602	Syaa.g_01210	Prao.g_00139
OG0001607	Syaa.g_01519	Prao.g_01116
OG0001613	Syaa.g_02227	Prao.g_01706
OG0001625	Syaa.g_00294	Prao.g_00396
OG0001627	Syaa.g_00629	Prao.g_00691
OG0001633	Syaa.g_00855	Prao.g_01242
OG0001641	Syaa.g_01321	Prao.g_01200
OG0001647	Syaa.g_00271	Prao.g_00411
OG0001652	Syaa.g_00018	Prao.g_00636
OG0001666	Syaa.g_01506, Syaa.g_00399	Prao.g_01324
OG0001667	Syaa.g_01129	Prao.g_01303
OG0001671	Syaa.g_02552	Prao.g_00151
OG0001709	Syaa.g_00453	Prao.g_01196
OG0001718	Syaa.g_00941	Prao.g_00498
OG0001928	Syaa.g_01279, Syaa.g_01728, Syaa.g_02644, Syaa.g_01727	Prao.g_01376
OG0001959	Syaa.g_01047	Prao.g_01345
OG0001991	Syaa.g_01102	Prao.g_00562
OG0002295	Syaa.g_01275	Prao.g_01372
OG0002399	Syaa.g_01278, Syaa.g_02641, Syaa.g_01729, Syaa.g_01726	Prao.g_01374
OG0002416	Syaa.g_01538	Prao.g_01028
OG0002490	Syaa.g_00468	Prao.g_01206
OG0002562	Syaa.g_00378, Syaa.g_01741, Syaa.g_01270, Syaa.g_02631	Prao.g_01365
OG0002731	Syaa.g_02655	Prao.g_00643
OG0002732	Syaa.g_00110, Syaa.g_00111	Prao.g_00644
OG0002932	Syaa.g_00109	Prao.g_00645
OG0002933	Syaa.g_00108	Prao.g_00646
