Orthogroup	Prar	Syae
OG0001168	Prar.g_01957	Syae.g_01033
OG0001169	Prar.g_00596	Syae.g_01035
OG0001170	Prar.g_00598	Syae.g_01037
OG0001171	Prar.g_00607	Syae.g_01047
OG0001172	Prar.g_01111	Syae.g_02036
OG0001173	Prar.g_01110	Syae.g_02037
OG0001174	Prar.g_01102	Syae.g_02045
OG0001175	Prar.g_01101	Syae.g_02046
OG0001176	Prar.g_01094	Syae.g_02076
OG0001177	Prar.g_01091	Syae.g_02073
OG0001178	Prar.g_01086	Syae.g_01168
OG0001179	Prar.g_01043	Syae.g_02106
OG0001180	Prar.g_01022	Syae.g_02130
OG0001181	Prar.g_01018	Syae.g_02134
OG0001182	Prar.g_01011	Syae.g_02143
OG0001183	Prar.g_00618	Syae.g_02147
OG0001184	Prar.g_00634	Syae.g_01862
OG0001185	Prar.g_00648	Syae.g_01835
OG0001188	Prar.g_00676	Syae.g_01783
OG0001189	Prar.g_00693	Syae.g_01767
OG0001190	Prar.g_00697	Syae.g_01567
OG0001191	Prar.g_00707	Syae.g_01580
OG0001192	Prar.g_00074	Syae.g_01587
OG0001193	Prar.g_00064	Syae.g_01617
OG0001194	Prar.g_00063	Syae.g_01625
OG0001195	Prar.g_00062	Syae.g_01626
OG0001196	Prar.g_00049	Syae.g_01695
OG0001197	Prar.g_00048	Syae.g_01697
OG0001198	Prar.g_00041	Syae.g_01709
OG0001199	Prar.g_00254	Syae.g_01291
OG0001200	Prar.g_00252	Syae.g_01293
OG0001201	Prar.g_00220	Syae.g_01364
OG0001202	Prar.g_00128	Syae.g_01494
OG0001203	Prar.g_00089	Syae.g_02240
OG0001204	Prar.g_00084	Syae.g_02022
OG0001205	Prar.g_00493	Syae.g_00984
OG0001206	Prar.g_00511	Syae.g_02502
OG0001207	Prar.g_00527	Syae.g_02300
OG0001208	Prar.g_00532	Syae.g_02311
OG0001209	Prar.g_01365	Syae.g_02377
OG0001210	Prar.g_01370	Syae.g_02387
OG0001211	Prar.g_01380	Syae.g_02403
OG0001212	Prar.g_01426	Syae.g_02460
OG0001213	Prar.g_01459	Syae.g_00062
OG0001214	Prar.g_01467	Syae.g_00076
OG0001215	Prar.g_01520	Syae.g_00757
OG0001216	Prar.g_01601	Syae.g_00470
OG0001217	Prar.g_01638	Syae.g_00151
OG0001219	Prar.g_01672	Syae.g_00312
OG0001220	Prar.g_01735	Syae.g_00880
OG0001221	Prar.g_01787	Syae.g_00559
OG0001222	Prar.g_01825	Syae.g_00347
OG0001223	Prar.g_01851	Syae.g_00392
OG0001224	Prar.g_01900	Syae.g_00797
OG0001225	Prar.g_01902	Syae.g_00795
OG0001226	Prar.g_01928	Syae.g_00135
OG0001227	Prar.g_01947	Syae.g_01600
OG0001228	Prar.g_01218	Syae.g_01004
OG0001229	Prar.g_00913	Syae.g_00771
OG0001230	Prar.g_00347	Syae.g_02662
OG0001231	Prar.g_00751	Syae.g_01729
OG0001232	Prar.g_01120	Syae.g_01197
OG0001233	Prar.g_00599	Syae.g_01038
OG0001234	Prar.g_01099	Syae.g_02050
OG0001235	Prar.g_01089	Syae.g_02066
OG0001236	Prar.g_00631	Syae.g_01867
OG0001237	Prar.g_00635	Syae.g_01860
OG0001238	Prar.g_00708	Syae.g_01582
OG0001239	Prar.g_00547	Syae.g_01288
OG0001240	Prar.g_00235	Syae.g_01347
OG0001241	Prar.g_00227	Syae.g_01357
OG0001242	Prar.g_00209	Syae.g_01387
OG0001243	Prar.g_00203	Syae.g_01395
OG0001244	Prar.g_00187	Syae.g_01425
OG0001245	Prar.g_00441	Syae.g_00149
OG0001246	Prar.g_01335	Syae.g_02337
OG0001247	Prar.g_01513	Syae.g_00482
OG0001248	Prar.g_01515	Syae.g_00485
OG0001249	Prar.g_01661	Syae.g_02186
OG0001250	Prar.g_01724	Syae.g_00841
OG0001251	Prar.g_01760	Syae.g_01632
OG0001252	Prar.g_01895	Syae.g_00804
OG0001253	Prar.g_01948	Syae.g_00243
OG0001254	Prar.g_01294	Syae.g_00637
OG0001255	Prar.g_01279	Syae.g_00667
OG0001256	Prar.g_00758	Syae.g_01149
OG0001257	Prar.g_00752	Syae.g_00295
OG0001258	Prar.g_01146	Syae.g_01159
OG0001259	Prar.g_00597	Syae.g_01036
OG0001260	Prar.g_00613	Syae.g_01058
OG0001261	Prar.g_01035	Syae.g_02115
OG0001262	Prar.g_00691	Syae.g_01769
OG0001263	Prar.g_00200	Syae.g_01399
OG0001264	Prar.g_00593	Syae.g_01222
OG0001265	Prar.g_00210	Syae.g_01385
OG0001266	Prar.g_00124	Syae.g_01498
OG0001267	Prar.g_00307	Syae.g_01969
OG0001268	Prar.g_00399	Syae.g_02198
OG0001269	Prar.g_00419	Syae.g_00225
OG0001270	Prar.g_00482	Syae.g_00997
OG0001271	Prar.g_00522	Syae.g_02527
OG0001272	Prar.g_00536	Syae.g_02315
OG0001273	Prar.g_01461	Syae.g_00069
OG0001274	Prar.g_01533	Syae.g_01535
OG0001275	Prar.g_01860	Syae.g_00407
OG0001276	Prar.g_01879	Syae.g_00423
OG0001277	Prar.g_01937	Syae.g_01677
OG0001278	Prar.g_01213	Syae.g_00697
OG0001280	Prar.g_00956	Syae.g_00958
OG0001281	Prar.g_00950	Syae.g_00969
OG0001282	Prar.g_00910	Syae.g_02298
OG0001283	Prar.g_00891	Syae.g_01688
OG0001284	Prar.g_00777	Syae.g_01132
OG0001285	Prar.g_01966	Syae.g_00237
OG0001287	Prar.g_00655	Syae.g_01827
OG0001288	Prar.g_00663	Syae.g_01815
OG0001289	Prar.g_00241	Syae.g_01330
OG0001290	Prar.g_00228	Syae.g_01356
OG0001291	Prar.g_00193	Syae.g_01409
OG0001292	Prar.g_00079	Syae.g_02017
OG0001293	Prar.g_00326	Syae.g_01996
OG0001294	Prar.g_00439	Syae.g_00593
OG0001295	Prar.g_00516	Syae.g_02389
OG0001296	Prar.g_01340	Syae.g_02343
OG0001298	Prar.g_01406	Syae.g_02439
OG0001299	Prar.g_01496	Syae.g_00599
OG0001300	Prar.g_01523	Syae.g_00766
OG0001301	Prar.g_01526	Syae.g_00780
OG0001302	Prar.g_01670	Syae.g_00110
OG0001303	Prar.g_01864	Syae.g_00314
OG0001304	Prar.g_01889	Syae.g_00436
OG0001305	Prar.g_01908	Syae.g_00786
OG0001306	Prar.g_01277	Syae.g_00943
OG0001307	Prar.g_00928	Syae.g_02059
OG0001310	Prar.g_01131	Syae.g_01178
OG0001311	Prar.g_01881	Syae.g_00425
OG0001312	Prar.g_01814	Syae.g_00326
OG0001315	Prar.g_00556	Syae.g_02145
OG0001316	Prar.g_00188	Syae.g_01415
OG0001317	Prar.g_00093	Syae.g_02235
OG0001318	Prar.g_00331	Syae.g_02004
OG0001319	Prar.g_00315	Syae.g_01980
OG0001321	Prar.g_00499	Syae.g_00978
OG0001322	Prar.g_00500	Syae.g_00977
OG0001323	Prar.g_01349	Syae.g_02355
OG0001324	Prar.g_01524	Syae.g_00767
OG0001325	Prar.g_01604	Syae.g_00465
OG0001326	Prar.g_01547	Syae.g_01641
OG0001327	Prar.g_01920	Syae.g_00586
OG0001328	Prar.g_01946	Syae.g_00565
OG0001330	Prar.g_00977	Syae.g_00950
OG0001331	Prar.g_00905	Syae.g_02293
OG0001332	Prar.g_00804	Syae.g_01077
OG0001333	Prar.g_01958	Syae.g_01032
OG0001334	Prar.g_00621	Syae.g_02156
OG0001335	Prar.g_00622	Syae.g_02157
OG0001336	Prar.g_00052	Syae.g_01689
OG0001339	Prar.g_00225	Syae.g_01359
OG0001340	Prar.g_00259	Syae.g_02176
OG0001341	Prar.g_01636	Syae.g_00737
OG0001342	Prar.g_01665	Syae.g_02559
OG0001343	Prar.g_01757	Syae.g_01629
OG0001344	Prar.g_01259	Syae.g_00916
OG0001345	Prar.g_01244	Syae.g_00886
OG0001346	Prar.g_00954	Syae.g_00962
OG0001348	Prar.g_00732	Syae.g_00821
OG0001351	Prar.g_00502	Syae.g_02492
OG0001352	Prar.g_01510	Syae.g_00666
OG0001355	Prar.g_00722, Prar.g_01158	Syae.g_00120
OG0001356	Prar.g_01181	Syae.g_00820
OG0001358	Prar.g_01450	Syae.g_00046
OG0001359	Prar.g_01758	Syae.g_01628
OG0001360	Prar.g_01949	Syae.g_00883
OG0001361	Prar.g_01247	Syae.g_00889
OG0001362	Prar.g_00833	Syae.g_02637
OG0001363	Prar.g_00831	Syae.g_02635
OG0001364	Prar.g_00624	Syae.g_01883
OG0001369	Prar.g_00236	Syae.g_01346
OG0001370	Prar.g_00508	Syae.g_01270, Syae.g_00109
OG0001373	Prar.g_01548	Syae.g_01640
OG0001374	Prar.g_01540	Syae.g_01648
OG0001375	Prar.g_01756	Syae.g_01630
OG0001376	Prar.g_01914	Syae.g_01589
OG0001377	Prar.g_01915	Syae.g_01588
OG0001378	Prar.g_01325	Syae.g_00998
OG0001382	Prar.g_00738	Syae.g_02490
OG0001385	Prar.g_01551	Syae.g_01637
OG0001386	Prar.g_01550	Syae.g_01638
OG0001387	Prar.g_01549	Syae.g_01639
OG0001388	Prar.g_01546	Syae.g_01642
OG0001389	Prar.g_01545	Syae.g_01643
OG0001390	Prar.g_01544	Syae.g_01644
OG0001391	Prar.g_01543	Syae.g_01645
OG0001392	Prar.g_01542	Syae.g_01646
OG0001393	Prar.g_01541	Syae.g_01647
OG0001395	Prar.g_01891	Syae.g_00446
OG0001397	Prar.g_00832	Syae.g_02636
OG0001400	Prar.g_00368	Syae.g_01423
OG0001404	Prar.g_00550	Syae.g_01283
OG0001405	Prar.g_00261	Syae.g_02159
OG0001406	Prar.g_01913	Syae.g_01590
OG0001407	Prar.g_01926	Syae.g_02368
OG0001408	Prar.g_01932, Prar.g_01931	Syae.g_00712
OG0001410	Prar.g_00927	Syae.g_02060
OG0001413	Prar.g_00763	Syae.g_00123
OG0001416	Prar.g_00507	Syae.g_00966
OG0001417	Prar.g_00518, Prar.g_00519	Syae.g_00378
OG0001419	Prar.g_01927	Syae.g_02369
OG0001420	Prar.g_01316	Syae.g_00727, Syae.g_02365
OG0001421	Prar.g_00757	Syae.g_00241
OG0001422	Prar.g_00734	Syae.g_00953
OG0001428	Prar.g_00155	Syae.g_01456
OG0001429	Prar.g_01673	Syae.g_00315
OG0001430	Prar.g_00982	Syae.g_01560
OG0001432	Prar.g_00764	Syae.g_00742
OG0001433	Prar.g_01180	Syae.g_00819
OG0001435	Prar.g_01772	Syae.g_00579
OG0001438	Prar.g_00294	Syae.g_01954
OG0001439	Prar.g_00280	Syae.g_01929
OG0001442	Prar.g_01629	Syae.g_00538
OG0001447	Prar.g_00202	Syae.g_01396
OG0001452	Prar.g_01762	Syae.g_02009
OG0001453	Prar.g_01854	Syae.g_00399
OG0001454	Prar.g_01942	Syae.g_00131
OG0001456	Prar.g_01286	Syae.g_01650
OG0001457	Prar.g_01285	Syae.g_01651
OG0001458	Prar.g_01284	Syae.g_01652
OG0001459	Prar.g_00996	Syae.g_00621
OG0001462	Prar.g_00003	Syae.g_01754
OG0001465	Prar.g_01532	Syae.g_00475
OG0001468	Prar.g_01918	Syae.g_00113
OG0001470	Prar.g_00889	Syae.g_01006
OG0001471	Prar.g_00762	Syae.g_01934
OG0001473	Prar.g_00671	Syae.g_00107
OG0001474	Prar.g_00400	Syae.g_02199
OG0001475	Prar.g_00887	Syae.g_01008
OG0001479	Prar.g_00397	Syae.g_02196
OG0001482	Prar.g_00505	Syae.g_00388
OG0001492	Prar.g_01216	Syae.g_00694
OG0001493	Prar.g_01208	Syae.g_00702
OG0001494	Prar.g_00381	Syae.g_01255
OG0001499	Prar.g_00557	Syae.g_00216
OG0001502	Prar.g_01657	Syae.g_00874
OG0001504	Prar.g_00995	Syae.g_00622
OG0001507	Prar.g_00714	Syae.g_00192
OG0001508	Prar.g_00890	Syae.g_01005
OG0001520	Prar.g_00454, Prar.g_00455	Syae.g_02425
OG0001528	Prar.g_00888	Syae.g_01007
OG0001546	Prar.g_01354	Syae.g_02359
OG0001548	Prar.g_01659	Syae.g_00142
OG0001551	Prar.g_01287	Syae.g_00815
OG0001554	Prar.g_00756	Syae.g_01565
OG0001572	Prar.g_01192	Syae.g_00134
OG0001582	Prar.g_00517	Syae.g_00443
OG0001585	Prar.g_00998	Syae.g_02396, Syae.g_00440
OG0001588	Prar.g_00363	Syae.g_01880
OG0001602	Prar.g_01531	Syae.g_00476
OG0001625	Prar.g_00329	Syae.g_02002
OG0001627	Prar.g_01643	Syae.g_01079
OG0001647	Prar.g_00314	Syae.g_01978
OG0001667	Prar.g_00975	Syae.g_00731
OG0001712	Prar.g_00472	Syae.g_00150
OG0001713	Prar.g_00560	Syae.g_00907
OG0001746	Prar.g_01188	Syae.g_01064
OG0001924	Prar.g_01574	Syae.g_00038
OG0001925	Prar.g_01573	Syae.g_00037
OG0001926	Prar.g_01572	Syae.g_00036
OG0001927	Prar.g_01571	Syae.g_00035
OG0001993	Prar.g_01576	Syae.g_00040
OG0001994	Prar.g_01575	Syae.g_00039
OG0002063	Prar.g_01973	Syae.g_00714
OG0002156	Prar.g_00583, Prar.g_00582	Syae.g_02681
OG0002445	Prar.g_01085	Syae.g_02601
OG0002478	Prar.g_00474	Syae.g_01214
OG0002488	Prar.g_00377	Syae.g_01882
OG0002627	Prar.g_00374	Syae.g_01895
