Orthogroup	Prar	Prak
OG0001167	Prar.g_01959	Prak.g_01681
OG0001168	Prar.g_01957	Prak.g_01683
OG0001169	Prar.g_00596	Prak.g_01685
OG0001170	Prar.g_00598	Prak.g_01687
OG0001171	Prar.g_00607	Prak.g_01697
OG0001172	Prar.g_01111	Prak.g_01713
OG0001173	Prar.g_01110	Prak.g_01714
OG0001174	Prar.g_01102	Prak.g_01722
OG0001175	Prar.g_01101	Prak.g_01723
OG0001176	Prar.g_01094	Prak.g_01731
OG0001177	Prar.g_01091	Prak.g_01733
OG0001178	Prar.g_01086	Prak.g_01650
OG0001179	Prar.g_01043	Prak.g_01763
OG0001180	Prar.g_01022	Prak.g_01786
OG0001181	Prar.g_01018	Prak.g_01790
OG0001182	Prar.g_01011	Prak.g_01798
OG0001183	Prar.g_00618	Prak.g_01803
OG0001184	Prar.g_00634	Prak.g_01821
OG0001185	Prar.g_00648	Prak.g_01837
OG0001186	Prar.g_00670	Prak.g_01861
OG0001187	Prar.g_00674	Prak.g_01864
OG0001188	Prar.g_00676	Prak.g_01866
OG0001189	Prar.g_00693	Prak.g_01883
OG0001190	Prar.g_00697	Prak.g_01888
OG0001191	Prar.g_00707	Prak.g_01898
OG0001192	Prar.g_00074	Prak.g_01903
OG0001193	Prar.g_00064	Prak.g_01915
OG0001194	Prar.g_00063	Prak.g_01916
OG0001195	Prar.g_00062	Prak.g_01917
OG0001196	Prar.g_00049	Prak.g_01933
OG0001197	Prar.g_00048	Prak.g_01935
OG0001198	Prar.g_00041	Prak.g_01942
OG0001199	Prar.g_00254	Prak.g_00079
OG0001200	Prar.g_00252	Prak.g_00081
OG0001201	Prar.g_00220	Prak.g_00114
OG0001202	Prar.g_00128	Prak.g_00212
OG0001203	Prar.g_00089	Prak.g_00254
OG0001204	Prar.g_00084	Prak.g_00260
OG0001205	Prar.g_00493	Prak.g_00407
OG0001206	Prar.g_00511	Prak.g_00427
OG0001207	Prar.g_00527	Prak.g_00438
OG0001208	Prar.g_00532	Prak.g_00443
OG0001209	Prar.g_01365	Prak.g_00494
OG0001210	Prar.g_01370	Prak.g_00499
OG0001211	Prar.g_01380	Prak.g_00510
OG0001212	Prar.g_01426	Prak.g_00557
OG0001213	Prar.g_01459	Prak.g_00592
OG0001214	Prar.g_01467	Prak.g_01106
OG0001215	Prar.g_01520	Prak.g_00818
OG0001216	Prar.g_01601	Prak.g_00839
OG0001217	Prar.g_01638	Prak.g_00728
OG0001219	Prar.g_01672	Prak.g_00944
OG0001220	Prar.g_01735	Prak.g_00901
OG0001221	Prar.g_01787	Prak.g_00781
OG0001222	Prar.g_01825	Prak.g_01023
OG0001223	Prar.g_01851	Prak.g_00991
OG0001224	Prar.g_01900	Prak.g_00924
OG0001225	Prar.g_01902	Prak.g_00922
OG0001226	Prar.g_01928	Prak.g_00600
OG0001227	Prar.g_01947	Prak.g_01220
OG0001228	Prar.g_01218	Prak.g_01122
OG0001229	Prar.g_00913	Prak.g_01234
OG0001230	Prar.g_00347	Prak.g_01384
OG0001231	Prar.g_00751	Prak.g_00384
OG0001232	Prar.g_01120	Prak.g_01668
OG0001233	Prar.g_00599	Prak.g_01688
OG0001234	Prar.g_01099	Prak.g_01725
OG0001235	Prar.g_01089	Prak.g_01729
OG0001236	Prar.g_00631	Prak.g_01818
OG0001237	Prar.g_00635	Prak.g_01822
OG0001238	Prar.g_00708	Prak.g_01899
OG0001239	Prar.g_00547	Prak.g_00076
OG0001240	Prar.g_00235	Prak.g_00097
OG0001241	Prar.g_00227	Prak.g_00107
OG0001242	Prar.g_00209	Prak.g_00127
OG0001243	Prar.g_00203	Prak.g_00134
OG0001244	Prar.g_00187	Prak.g_00149
OG0001245	Prar.g_00441	Prak.g_01211
OG0001247	Prar.g_01513	Prak.g_00811
OG0001248	Prar.g_01515	Prak.g_00813
OG0001249	Prar.g_01661	Prak.g_00353
OG0001250	Prar.g_01724	Prak.g_00888
OG0001251	Prar.g_01760	Prak.g_00749
OG0001252	Prar.g_01895	Prak.g_00929
OG0001253	Prar.g_01948	Prak.g_00603
OG0001254	Prar.g_01294	Prak.g_01552
OG0001255	Prar.g_01279	Prak.g_01190
OG0001256	Prar.g_00758	Prak.g_01480
OG0001258	Prar.g_01146	Prak.g_01641
OG0001259	Prar.g_00597	Prak.g_01686
OG0001260	Prar.g_00613	Prak.g_01703
OG0001261	Prar.g_01035	Prak.g_01771
OG0001262	Prar.g_00691	Prak.g_01881
OG0001263	Prar.g_00200	Prak.g_00136
OG0001265	Prar.g_00210	Prak.g_00126
OG0001266	Prar.g_00124	Prak.g_00216
OG0001267	Prar.g_00307	Prak.g_00298
OG0001268	Prar.g_00399	Prak.g_00361
OG0001269	Prar.g_00419	Prak.g_00900
OG0001270	Prar.g_00482	Prak.g_00396
OG0001271	Prar.g_00522	Prak.g_00433
OG0001272	Prar.g_00536	Prak.g_00447
OG0001273	Prar.g_01461	Prak.g_01112
OG0001274	Prar.g_01533	Prak.g_00240
OG0001275	Prar.g_01860	Prak.g_01001
OG0001276	Prar.g_01879	Prak.g_01015
OG0001277	Prar.g_01937	Prak.g_01921
OG0001278	Prar.g_01213	Prak.g_01118
OG0001280	Prar.g_00956	Prak.g_01276
OG0001281	Prar.g_00950	Prak.g_01282
OG0001282	Prar.g_00910	Prak.g_01330
OG0001283	Prar.g_00891	Prak.g_01930
OG0001284	Prar.g_00777	Prak.g_01466
OG0001285	Prar.g_01966	Prak.g_01671
OG0001287	Prar.g_00655	Prak.g_01844
OG0001288	Prar.g_00663	Prak.g_01854
OG0001289	Prar.g_00241	Prak.g_00091
OG0001290	Prar.g_00228	Prak.g_00106
OG0001291	Prar.g_00193	Prak.g_00144
OG0001292	Prar.g_00079	Prak.g_00265
OG0001293	Prar.g_00326	Prak.g_00278
OG0001295	Prar.g_00516	Prak.g_01514
OG0001296	Prar.g_01340	Prak.g_00470
OG0001298	Prar.g_01406	Prak.g_00537
OG0001299	Prar.g_01496	Prak.g_01075
OG0001300	Prar.g_01523	Prak.g_00822
OG0001301	Prar.g_01526	Prak.g_00827
OG0001302	Prar.g_01670	Prak.g_00940
OG0001303	Prar.g_01864	Prak.g_01607
OG0001304	Prar.g_01889	Prak.g_01028
OG0001305	Prar.g_01908	Prak.g_00916
OG0001306	Prar.g_01277	Prak.g_01187
OG0001307	Prar.g_00928	Prak.g_01304
OG0001308	Prar.g_00837	Prak.g_01401
OG0001309	Prar.g_00754	Prak.g_01508
OG0001310	Prar.g_01131	Prak.g_01658
OG0001311	Prar.g_01881	Prak.g_01017
OG0001312	Prar.g_01814	Prak.g_00953
OG0001315	Prar.g_00556	Prak.g_01225
OG0001316	Prar.g_00188	Prak.g_00148
OG0001317	Prar.g_00093	Prak.g_00250
OG0001318	Prar.g_00331	Prak.g_00274
OG0001319	Prar.g_00315	Prak.g_00291
OG0001320	Prar.g_00443	Prak.g_01573, Prak.g_01606
OG0001321	Prar.g_00499	Prak.g_00413
OG0001322	Prar.g_00500	Prak.g_00414
OG0001323	Prar.g_01349	Prak.g_00480
OG0001324	Prar.g_01524	Prak.g_00823
OG0001325	Prar.g_01604	Prak.g_01058
OG0001327	Prar.g_01920	Prak.g_00758
OG0001328	Prar.g_01946	Prak.g_01258
OG0001329	Prar.g_01302	Prak.g_01604
OG0001330	Prar.g_00977	Prak.g_01497
OG0001331	Prar.g_00905	Prak.g_01335
OG0001332	Prar.g_00804	Prak.g_01437
OG0001333	Prar.g_01958	Prak.g_01682
OG0001334	Prar.g_00621	Prak.g_01806
OG0001335	Prar.g_00622	Prak.g_01807
OG0001339	Prar.g_00225	Prak.g_00109
OG0001340	Prar.g_00259	Prak.g_00349
OG0001341	Prar.g_01636	Prak.g_01227
OG0001342	Prar.g_01665	Prak.g_01627
OG0001343	Prar.g_01757	Prak.g_00746
OG0001344	Prar.g_01259	Prak.g_01168
OG0001345	Prar.g_01244	Prak.g_01152
OG0001346	Prar.g_00954	Prak.g_01278
OG0001348	Prar.g_00732	Prak.g_01512
OG0001349	Prar.g_00867	Prak.g_01353
OG0001351	Prar.g_00502	Prak.g_00419
OG0001352	Prar.g_01510	Prak.g_00807
OG0001355	Prar.g_00722, Prar.g_01158	Prak.g_01037
OG0001356	Prar.g_01181	Prak.g_01633
OG0001359	Prar.g_01758	Prak.g_00747
OG0001362	Prar.g_00833	Prak.g_01405
OG0001363	Prar.g_00831	Prak.g_01407
OG0001364	Prar.g_00624	Prak.g_01809
OG0001365	Prar.g_00701	Prak.g_01892
OG0001369	Prar.g_00236	Prak.g_00096
OG0001370	Prar.g_00508	Prak.g_00424
OG0001371	Prar.g_01509	Prak.g_00806
OG0001372	Prar.g_01644	Prak.g_00601
OG0001375	Prar.g_01756	Prak.g_00745
OG0001380	Prar.g_00923	Prak.g_01237
OG0001381	Prar.g_00917	Prak.g_01197
OG0001382	Prar.g_00738	Prak.g_01240
OG0001397	Prar.g_00832	Prak.g_01406
OG0001403	Prar.g_00008	Prak.g_00031
OG0001404	Prar.g_00550	Prak.g_00073
OG0001407	Prar.g_01926	Prak.g_01244
OG0001409	Prar.g_01256	Prak.g_01164
OG0001410	Prar.g_00927	Prak.g_01303
OG0001414	Prar.g_00098	Prak.g_00245
OG0001415	Prar.g_00096	Prak.g_00247
OG0001418	Prar.g_01514	Prak.g_00812
OG0001419	Prar.g_01927	Prak.g_01243
OG0001421	Prar.g_00757	Prak.g_01481
OG0001422	Prar.g_00734	Prak.g_01247
OG0001423	Prar.g_01560	Prak.g_00645
OG0001424	Prar.g_01761	Prak.g_00709
OG0001428	Prar.g_00155	Prak.g_00184
OG0001429	Prar.g_01673	Prak.g_00945
OG0001430	Prar.g_00982	Prak.g_01236
OG0001431	Prar.g_00979	Prak.g_01522, Prak.g_01218
OG0001433	Prar.g_01180	Prak.g_01632
OG0001435	Prar.g_01772	Prak.g_00766
OG0001437	Prar.g_00097	Prak.g_00246
OG0001440	Prar.g_00476	Prak.g_01609, Prak.g_01603
OG0001446	Prar.g_00249	Prak.g_00717
OG0001448	Prar.g_00427	Prak.g_00417
OG0001450	Prar.g_01517	Prak.g_00815
OG0001451	Prar.g_01745	Prak.g_00912
OG0001463	Prar.g_00301	Prak.g_00305
OG0001464	Prar.g_00258	Prak.g_00350
OG0001465	Prar.g_01532	Prak.g_00834
OG0001467	Prar.g_01662	Prak.g_01324
OG0001468	Prar.g_01918	Prak.g_00737
OG0001472	Prar.g_00755	Prak.g_00609
OG0001481	Prar.g_00434	Prak.g_01257
OG0001483	Prar.g_00712	Prak.g_01561
OG0001485	Prar.g_01166	Prak.g_00661
OG0001486	Prar.g_01265	Prak.g_01174
OG0001491	Prar.g_01668	Prak.g_00937
OG0001500	Prar.g_00324	Prak.g_00280
OG0001501	Prar.g_01535	Prak.g_00756
OG0001503	Prar.g_01289	Prak.g_00723
OG0001506	Prar.g_00806	Prak.g_01435
OG0001521	Prar.g_01637	Prak.g_00935
OG0001522	Prar.g_01716	Prak.g_00879
OG0001523	Prar.g_01292	Prak.g_01555
OG0001524	Prar.g_01291	Prak.g_01556
OG0001526	Prar.g_01116	Prak.g_00061
OG0001550	Prar.g_01304	Prak.g_00727
OG0001552	Prar.g_01201	Prak.g_01484
OG0001565	Prar.g_00475	Prak.g_00642
OG0001566	Prar.g_01506	Prak.g_00803
OG0001569	Prar.g_01954	Prak.g_00632
OG0001571	Prar.g_01311	Prak.g_00671
OG0001572	Prar.g_01192	Prak.g_00669
OG0001581	Prar.g_00183	Prak.g_01296
OG0001583	Prar.g_01667, Prar.g_00591	Prak.g_00936
OG0001584	Prar.g_01806	Prak.g_01065
OG0001587	Prar.g_01118	Prak.g_01705
OG0001588	Prar.g_00363	Prak.g_00387
OG0001595	Prar.g_00551	Prak.g_00071
OG0001596	Prar.g_00253	Prak.g_00080
OG0001597	Prar.g_00422	Prak.g_01432
OG0001599	Prar.g_00509	Prak.g_00425
OG0001600	Prar.g_01342	Prak.g_00472
OG0001601	Prar.g_01504	Prak.g_00801
OG0001603	Prar.g_01669	Prak.g_00939
OG0001604	Prar.g_01784	Prak.g_00778
OG0001605	Prar.g_01872	Prak.g_00722
OG0001606	Prar.g_01934	Prak.g_00732
OG0001607	Prar.g_01290	Prak.g_00659
OG0001608	Prar.g_00920	Prak.g_01031
OG0001609	Prar.g_00808	Prak.g_01433
OG0001610	Prar.g_00805	Prak.g_01436
OG0001611	Prar.g_00744	Prak.g_01566
OG0001626	Prar.g_01635	Prak.g_00654
OG0001628	Prar.g_01646	Prak.g_00599
OG0001629	Prar.g_01647	Prak.g_00680
OG0001630	Prar.g_01765	Prak.g_00754
OG0001631	Prar.g_01923	Prak.g_00663
OG0001648	Prar.g_00433	Prak.g_01581
OG0001649	Prar.g_01924	Prak.g_00730
OG0001650	Prar.g_00934	Prak.g_01605, Prak.g_01519
OG0001651	Prar.g_00746	Prak.g_01208
OG0001663	Prar.g_01280	Prak.g_01191
OG0001664	Prar.g_00987	Prak.g_01542
OG0001665	Prar.g_00984	Prak.g_01198
OG0001670	Prar.g_01169, Prar.g_01194, Prar.g_01161, Prar.g_00718	Prak.g_00648
OG0001684	Prar.g_01418	Prak.g_00550
OG0001685	Prar.g_01747	Prak.g_00604
OG0001686	Prar.g_01871	Prak.g_01212
OG0001687	Prar.g_01917	Prak.g_00423
OG0001697	Prar.g_01754	Prak.g_00938
OG0001699	Prar.g_01582, Prar.g_00711	Prak.g_01549
OG0001701	Prar.g_01115	Prak.g_00062
OG0001705	Prar.g_00463	Prak.g_01707
OG0001706	Prar.g_01196	Prak.g_01532
OG0001707	Prar.g_01941	Prak.g_01219
OG0001709	Prar.g_00868	Prak.g_01367
OG0001710	Prar.g_01096	Prak.g_00617
OG0001722	Prar.g_01763	Prak.g_00752
OG0001725	Prar.g_00449	Prak.g_01528
OG0001746	Prar.g_01188	Prak.g_01531
OG0001780	Prar.g_00860	Prak.g_01358
OG0001834	Prar.g_00864	Prak.g_01355
OG0001836	Prar.g_01167	Prak.g_01326
OG0001922	Prar.g_00940	Prak.g_01373
OG0002109	Prar.g_00937	Prak.g_00725
OG0002275	Prar.g_01152	Prak.g_01615
OG0002326	Prar.g_01176	Prak.g_01582
OG0002377	Prar.g_01168	Prak.g_01327
OG0002379	Prar.g_00587	Prak.g_01592
OG0002421	Prar.g_00857	Prak.g_01360
OG0002480	Prar.g_00863	Prak.g_01356
OG0002556	Prar.g_00364	Prak.g_01299
OG0002557	Prar.g_00365	Prak.g_01298
OG0002558	Prar.g_00366	Prak.g_01297
