Orthogroup	Prar	Pram
OG0001162	Prar.g_00749	Pram.g_01590
OG0001163	Prar.g_01151	Pram.g_01624
OG0001164	Prar.g_01147	Pram.g_01627
OG0001165	Prar.g_01144	Pram.g_01630
OG0001166	Prar.g_01124	Pram.g_01651
OG0001167	Prar.g_01959	Pram.g_01669
OG0001168	Prar.g_01957	Pram.g_01671
OG0001169	Prar.g_00596	Pram.g_01673
OG0001170	Prar.g_00598	Pram.g_01675
OG0001171	Prar.g_00607	Pram.g_01685
OG0001172	Prar.g_01111	Pram.g_01700
OG0001173	Prar.g_01110	Pram.g_01701
OG0001174	Prar.g_01102	Pram.g_01709
OG0001175	Prar.g_01101	Pram.g_01710
OG0001176	Prar.g_01094	Pram.g_01718
OG0001177	Prar.g_01091	Pram.g_01720
OG0001178	Prar.g_01086	Pram.g_01637
OG0001179	Prar.g_01043	Pram.g_01753
OG0001180	Prar.g_01022	Pram.g_01776
OG0001181	Prar.g_01018	Pram.g_01780
OG0001182	Prar.g_01011	Pram.g_01788
OG0001183	Prar.g_00618	Pram.g_01794
OG0001184	Prar.g_00634	Pram.g_01812
OG0001185	Prar.g_00648	Pram.g_01828
OG0001186	Prar.g_00670	Pram.g_01852
OG0001187	Prar.g_00674	Pram.g_01855
OG0001188	Prar.g_00676	Pram.g_01857
OG0001189	Prar.g_00693	Pram.g_01874
OG0001190	Prar.g_00697	Pram.g_01879
OG0001191	Prar.g_00707	Pram.g_01889
OG0001192	Prar.g_00074	Pram.g_01894
OG0001193	Prar.g_00064	Pram.g_01907
OG0001194	Prar.g_00063	Pram.g_01908
OG0001195	Prar.g_00062	Pram.g_01909
OG0001196	Prar.g_00049	Pram.g_01926
OG0001197	Prar.g_00048	Pram.g_01928
OG0001198	Prar.g_00041	Pram.g_01935
OG0001199	Prar.g_00254	Pram.g_00059
OG0001200	Prar.g_00252	Pram.g_00061
OG0001201	Prar.g_00220	Pram.g_00092
OG0001202	Prar.g_00128	Pram.g_00184
OG0001203	Prar.g_00089	Pram.g_00225
OG0001204	Prar.g_00084	Pram.g_00231
OG0001205	Prar.g_00493	Pram.g_00380
OG0001206	Prar.g_00511	Pram.g_00401
OG0001207	Prar.g_00527	Pram.g_00413
OG0001208	Prar.g_00532	Pram.g_00418
OG0001209	Prar.g_01365	Pram.g_00473
OG0001210	Prar.g_01370	Pram.g_00477
OG0001211	Prar.g_01380	Pram.g_00487
OG0001212	Prar.g_01426	Pram.g_00533
OG0001213	Prar.g_01459	Pram.g_00569
OG0001215	Prar.g_01520	Pram.g_00781
OG0001216	Prar.g_01601	Pram.g_00803
OG0001217	Prar.g_01638	Pram.g_01539
OG0001219	Prar.g_01672	Pram.g_00911
OG0001220	Prar.g_01735	Pram.g_00865
OG0001221	Prar.g_01787	Pram.g_00745
OG0001222	Prar.g_01825	Pram.g_00988
OG0001223	Prar.g_01851	Pram.g_00960
OG0001224	Prar.g_01900	Pram.g_00892
OG0001225	Prar.g_01902	Pram.g_00890
OG0001226	Prar.g_01928	Pram.g_00577
OG0001227	Prar.g_01947	Pram.g_01188
OG0001228	Prar.g_01218	Pram.g_01089
OG0001229	Prar.g_00913	Pram.g_01542
OG0001230	Prar.g_00347	Pram.g_01388
OG0001231	Prar.g_00751	Pram.g_00357
OG0001232	Prar.g_01120	Pram.g_01655
OG0001233	Prar.g_00599	Pram.g_01676
OG0001234	Prar.g_01099	Pram.g_01712
OG0001235	Prar.g_01089	Pram.g_01716
OG0001236	Prar.g_00631	Pram.g_01809
OG0001237	Prar.g_00635	Pram.g_01813
OG0001238	Prar.g_00708	Pram.g_01890
OG0001239	Prar.g_00547	Pram.g_00056
OG0001240	Prar.g_00235	Pram.g_00077
OG0001241	Prar.g_00227	Pram.g_00086
OG0001242	Prar.g_00209	Pram.g_00105
OG0001243	Prar.g_00203	Pram.g_00112
OG0001244	Prar.g_00187	Pram.g_00127
OG0001245	Prar.g_00441	Pram.g_01177
OG0001246	Prar.g_01335	Pram.g_00680
OG0001247	Prar.g_01513	Pram.g_00774
OG0001248	Prar.g_01515	Pram.g_00776
OG0001249	Prar.g_01661	Pram.g_00325
OG0001250	Prar.g_01724	Pram.g_00851
OG0001251	Prar.g_01760	Pram.g_00714
OG0001252	Prar.g_01895	Pram.g_00897
OG0001253	Prar.g_01948	Pram.g_00579
OG0001254	Prar.g_01294	Pram.g_01548
OG0001255	Prar.g_01279	Pram.g_01157
OG0001256	Prar.g_00758	Pram.g_01289
OG0001258	Prar.g_01146	Pram.g_01628
OG0001259	Prar.g_00597	Pram.g_01674
OG0001261	Prar.g_01035	Pram.g_01761
OG0001262	Prar.g_00691	Pram.g_01872
OG0001263	Prar.g_00200	Pram.g_00114
OG0001265	Prar.g_00210	Pram.g_00104
OG0001266	Prar.g_00124	Pram.g_00188
OG0001267	Prar.g_00307	Pram.g_00268
OG0001268	Prar.g_00399	Pram.g_00334
OG0001269	Prar.g_00419	Pram.g_00864
OG0001270	Prar.g_00482	Pram.g_00369
OG0001271	Prar.g_00522	Pram.g_00408
OG0001272	Prar.g_00536	Pram.g_00422
OG0001273	Prar.g_01461	Pram.g_01079
OG0001274	Prar.g_01533	Pram.g_00211
OG0001275	Prar.g_01860	Pram.g_00969
OG0001276	Prar.g_01879	Pram.g_00980
OG0001278	Prar.g_01213	Pram.g_01085
OG0001280	Prar.g_00956	Pram.g_01229
OG0001281	Prar.g_00950	Pram.g_01235
OG0001282	Prar.g_00910	Pram.g_01467
OG0001283	Prar.g_00891	Pram.g_01922
OG0001284	Prar.g_00777	Pram.g_01302
OG0001285	Prar.g_01966	Pram.g_01658
OG0001287	Prar.g_00655	Pram.g_01835
OG0001288	Prar.g_00663	Pram.g_01845
OG0001289	Prar.g_00241	Pram.g_00071
OG0001290	Prar.g_00228	Pram.g_00085
OG0001291	Prar.g_00193	Pram.g_00122
OG0001292	Prar.g_00079	Pram.g_00236
OG0001293	Prar.g_00326	Pram.g_00249
OG0001296	Prar.g_01340	Pram.g_00446
OG0001298	Prar.g_01406	Pram.g_00515
OG0001299	Prar.g_01496	Pram.g_01043
OG0001300	Prar.g_01523	Pram.g_00785
OG0001301	Prar.g_01526	Pram.g_00790
OG0001302	Prar.g_01670	Pram.g_00908
OG0001304	Prar.g_01889	Pram.g_00993
OG0001305	Prar.g_01908	Pram.g_00884
OG0001306	Prar.g_01277	Pram.g_01155
OG0001307	Prar.g_00928	Pram.g_01477
OG0001308	Prar.g_00837	Pram.g_01368
OG0001309	Prar.g_00754	Pram.g_01272
OG0001310	Prar.g_01131	Pram.g_01645
OG0001311	Prar.g_01881	Pram.g_00982
OG0001312	Prar.g_01814	Pram.g_00920
OG0001315	Prar.g_00556	Pram.g_01553
OG0001316	Prar.g_00188	Pram.g_00126
OG0001317	Prar.g_00093	Pram.g_00221
OG0001318	Prar.g_00331	Pram.g_00245
OG0001319	Prar.g_00315	Pram.g_00261
OG0001320	Prar.g_00443	Pram.g_01597, Pram.g_00618, Pram.g_00662
OG0001321	Prar.g_00499	Pram.g_00386
OG0001322	Prar.g_00500	Pram.g_00387
OG0001323	Prar.g_01349	Pram.g_00457
OG0001324	Prar.g_01524	Pram.g_00786
OG0001325	Prar.g_01604	Pram.g_01025
OG0001327	Prar.g_01920	Pram.g_00723
OG0001328	Prar.g_01946	Pram.g_01214
OG0001329	Prar.g_01302	Pram.g_01598
OG0001330	Prar.g_00977	Pram.g_01276
OG0001331	Prar.g_00905	Pram.g_01462
OG0001332	Prar.g_00804	Pram.g_01331
OG0001333	Prar.g_01958	Pram.g_01670
OG0001334	Prar.g_00621	Pram.g_01797
OG0001335	Prar.g_00622	Pram.g_01798
OG0001336	Prar.g_00052	Pram.g_01923
OG0001339	Prar.g_00225	Pram.g_00088
OG0001340	Prar.g_00259	Pram.g_00321
OG0001341	Prar.g_01636	Pram.g_01533
OG0001342	Prar.g_01665	Pram.g_01544, Pram.g_00644
OG0001343	Prar.g_01757	Pram.g_00711
OG0001344	Prar.g_01259	Pram.g_01135
OG0001346	Prar.g_00954	Pram.g_01231
OG0001348	Prar.g_00732	Pram.g_01526
OG0001349	Prar.g_00867	Pram.g_01401
OG0001351	Prar.g_00502	Pram.g_00394
OG0001352	Prar.g_01510	Pram.g_00770
OG0001355	Prar.g_00722, Prar.g_01158	Pram.g_01003
OG0001358	Prar.g_01450	Pram.g_00558
OG0001359	Prar.g_01758	Pram.g_00712
OG0001361	Prar.g_01247	Pram.g_01121
OG0001362	Prar.g_00833	Pram.g_01364
OG0001363	Prar.g_00831	Pram.g_01362
OG0001364	Prar.g_00624	Pram.g_01800
OG0001365	Prar.g_00701	Pram.g_01883
OG0001369	Prar.g_00236	Pram.g_00076
OG0001371	Prar.g_01509	Pram.g_00769
OG0001372	Prar.g_01644	Pram.g_01517
OG0001375	Prar.g_01756	Pram.g_00710
OG0001380	Prar.g_00923	Pram.g_01198
OG0001381	Prar.g_00917	Pram.g_01165
OG0001382	Prar.g_00738	Pram.g_01200
OG0001397	Prar.g_00832	Pram.g_01363
OG0001403	Prar.g_00008	Pram.g_00017
OG0001404	Prar.g_00550	Pram.g_00053
OG0001405	Prar.g_00261	Pram.g_00314
OG0001407	Prar.g_01926	Pram.g_01202
OG0001409	Prar.g_01256	Pram.g_01131
OG0001410	Prar.g_00927	Pram.g_01476
OG0001411	Prar.g_00869	Pram.g_01422
OG0001414	Prar.g_00098	Pram.g_00216
OG0001415	Prar.g_00096	Pram.g_00218
OG0001418	Prar.g_01514	Pram.g_00775
OG0001421	Prar.g_00757	Pram.g_01288
OG0001423	Prar.g_01560	Pram.g_00613
OG0001424	Prar.g_01761	Pram.g_00681
OG0001429	Prar.g_01673	Pram.g_00912
OG0001430	Prar.g_00982	Pram.g_01197
OG0001431	Prar.g_00979	Pram.g_00629, Pram.g_01186
OG0001435	Prar.g_01772	Pram.g_00730
OG0001437	Prar.g_00097	Pram.g_00217
OG0001440	Prar.g_00476	Pram.g_01587
OG0001441	Prar.g_01351	Pram.g_00459
OG0001446	Prar.g_00249	Pram.g_01536
OG0001448	Prar.g_00427	Pram.g_00392
OG0001450	Prar.g_01517	Pram.g_00778
OG0001451	Prar.g_01745	Pram.g_00877
OG0001453	Prar.g_01854	Pram.g_01487
OG0001463	Prar.g_00301	Pram.g_00275
OG0001464	Prar.g_00258	Pram.g_00322
OG0001465	Prar.g_01532	Pram.g_00797
OG0001466	Prar.g_01628, Prar.g_01004, Prar.g_01562, Prar.g_01558	Pram.g_00631
OG0001467	Prar.g_01662	Pram.g_01470
OG0001468	Prar.g_01918	Pram.g_00702
OG0001472	Prar.g_00755	Pram.g_00658
OG0001481	Prar.g_00434	Pram.g_01213
OG0001483	Prar.g_00712	Pram.g_01510
OG0001485	Prar.g_01166	Pram.g_01554
OG0001486	Prar.g_01265	Pram.g_01142
OG0001491	Prar.g_01668	Pram.g_00905
OG0001494	Prar.g_00381	Pram.g_01502
OG0001500	Prar.g_00324	Pram.g_00251
OG0001501	Prar.g_01535	Pram.g_00720
OG0001503	Prar.g_01289	Pram.g_00690
OG0001506	Prar.g_00806	Pram.g_01333
OG0001521	Prar.g_01637	Pram.g_00903
OG0001522	Prar.g_01716	Pram.g_00842
OG0001523	Prar.g_01292	Pram.g_01551
OG0001524	Prar.g_01291	Pram.g_01552
OG0001526	Prar.g_01116	Pram.g_00041
OG0001552	Prar.g_01201	Pram.g_01286
OG0001565	Prar.g_00475	Pram.g_01576
OG0001566	Prar.g_01506	Pram.g_00766
OG0001569	Prar.g_01954	Pram.g_00625
OG0001571	Prar.g_01311	Pram.g_00648
OG0001581	Prar.g_00183	Pram.g_01246
OG0001583	Prar.g_01667, Prar.g_00591	Pram.g_00904
OG0001584	Prar.g_01806	Pram.g_01032
OG0001587	Prar.g_01118	Pram.g_01692
OG0001595	Prar.g_00551	Pram.g_00051
OG0001596	Prar.g_00253	Pram.g_00060
OG0001597	Prar.g_00422	Pram.g_01337
OG0001599	Prar.g_00509	Pram.g_00399
OG0001600	Prar.g_01342	Pram.g_00448
OG0001601	Prar.g_01504	Pram.g_00764
OG0001603	Prar.g_01669	Pram.g_00907
OG0001604	Prar.g_01784	Pram.g_00742
OG0001606	Prar.g_01934	Pram.g_00698
OG0001607	Prar.g_01290	Pram.g_01509
OG0001608	Prar.g_00920	Pram.g_00996
OG0001609	Prar.g_00808	Pram.g_01335
OG0001610	Prar.g_00805	Pram.g_01332
OG0001611	Prar.g_00744	Pram.g_01563
OG0001613	Prar.g_00616	Pram.g_01792
OG0001629	Prar.g_01647	Pram.g_00660
OG0001630	Prar.g_01765	Pram.g_00718
OG0001631	Prar.g_01923	Pram.g_00650
OG0001649	Prar.g_01924	Pram.g_00695
OG0001662	Prar.g_01319	Pram.g_01508
OG0001663	Prar.g_01280	Pram.g_01158
OG0001664	Prar.g_00987	Pram.g_01210
OG0001665	Prar.g_00984	Pram.g_01166
OG0001685	Prar.g_01747	Pram.g_00581
OG0001686	Prar.g_01871	Pram.g_01179
OG0001687	Prar.g_01917	Pram.g_00398
OG0001696	Prar.g_01746	Pram.g_00878
OG0001697	Prar.g_01754	Pram.g_00906
OG0001699	Prar.g_01582, Prar.g_00711	Pram.g_00362
OG0001701	Prar.g_01115	Pram.g_00042
OG0001705	Prar.g_00463	Pram.g_01694
OG0001706	Prar.g_01196	Pram.g_00641
OG0001707	Prar.g_01941	Pram.g_01187
OG0001708	Prar.g_01281	Pram.g_01159
OG0001709	Prar.g_00868	Pram.g_01400
OG0001713	Prar.g_00560	Pram.g_01217
OG0001722	Prar.g_01763	Pram.g_00716
OG0001725	Prar.g_00449	Pram.g_00628
OG0001743	Prar.g_01321	Pram.g_01515
OG0001746	Prar.g_01188	Pram.g_01257
OG0001778	Prar.g_00980	Pram.g_00666
OG0001780	Prar.g_00860	Pram.g_01421
OG0001834	Prar.g_00864	Pram.g_01442
OG0001922	Prar.g_00940	Pram.g_01399
OG0001987	Prar.g_00993	Pram.g_01593
OG0001989	Prar.g_00922	Pram.g_01205
OG0001992	Prar.g_01650	Pram.g_01251
OG0002097	Prar.g_00854	Pram.g_01431
OG0002109	Prar.g_00937	Pram.g_00692
OG0002110	Prar.g_01553, Prar.g_01556	Pram.g_01488
OG0002155	Prar.g_00845	Pram.g_01429
OG0002155	Prar.g_00861	Pram.g_01439
OG0002273	Prar.g_00559	Pram.g_01555
OG0002274	Prar.g_00853	Pram.g_01430
OG0002379	Prar.g_00587	Pram.g_01582
OG0002420	Prar.g_01077	Pram.g_01609
OG0002423	Prar.g_01178	Pram.g_01259
OG0002424	Prar.g_00728	Pram.g_01566
OG0002425	Prar.g_00379	Pram.g_01406
OG0002783	Prar.g_01588	Pram.g_01482
OG0002897	Prar.g_00855	Pram.g_01434
OG0003025	Prar.g_00859	Pram.g_01437
OG0003026	Prar.g_00856	Pram.g_01424
OG0003027	Prar.g_00848	Pram.g_01495
OG0003169	Prar.g_01157	Pram.g_00605
OG0003352	Prar.g_00862	Pram.g_01425
OG0003353	Prar.g_00844	Pram.g_01428
OG0003355	Prar.g_01555	Pram.g_01490
OG0003356	Prar.g_01554	Pram.g_01491
OG0003646	Prar.g_01557	Pram.g_01489
