Orthogroup	Prar	Syad
OG0001162	Prar.g_00749	Syad.g_01844
OG0001163	Prar.g_01151	Syad.g_02610
OG0001164	Prar.g_01147	Syad.g_02616
OG0001165	Prar.g_01144	Syad.g_02621
OG0001166	Prar.g_01124	Syad.g_02647
OG0001167	Prar.g_01959	Syad.g_02486
OG0001168	Prar.g_01957	Syad.g_02488
OG0001169	Prar.g_00596	Syad.g_02490
OG0001170	Prar.g_00598	Syad.g_02492
OG0001171	Prar.g_00607	Syad.g_02503
OG0001172	Prar.g_01111	Syad.g_00594
OG0001173	Prar.g_01110	Syad.g_00595
OG0001174	Prar.g_01102	Syad.g_00603
OG0001175	Prar.g_01101	Syad.g_00604
OG0001176	Prar.g_01094	Syad.g_00644
OG0001177	Prar.g_01091	Syad.g_00641
OG0001178	Prar.g_01086	Syad.g_02629
OG0001179	Prar.g_01043	Syad.g_00675
OG0001180	Prar.g_01022	Syad.g_00700
OG0001181	Prar.g_01018	Syad.g_00704
OG0001182	Prar.g_01011	Syad.g_00712
OG0001183	Prar.g_00618	Syad.g_00717
OG0001184	Prar.g_00634	Syad.g_00378
OG0001185	Prar.g_00648	Syad.g_00354
OG0001186	Prar.g_00670	Syad.g_00247
OG0001187	Prar.g_00674	Syad.g_00245
OG0001188	Prar.g_00676	Syad.g_00238
OG0001189	Prar.g_00693	Syad.g_00217
OG0001190	Prar.g_00697	Syad.g_03034
OG0001192	Prar.g_00074	Syad.g_00013
OG0001193	Prar.g_00064	Syad.g_00072
OG0001194	Prar.g_00063	Syad.g_00075
OG0001195	Prar.g_00062	Syad.g_00076
OG0001196	Prar.g_00049	Syad.g_00144
OG0001197	Prar.g_00048	Syad.g_00146
OG0001198	Prar.g_00041	Syad.g_00159
OG0001199	Prar.g_00254	Syad.g_02735
OG0001200	Prar.g_00252	Syad.g_02737
OG0001201	Prar.g_00220	Syad.g_02802
OG0001202	Prar.g_00128	Syad.g_02945
OG0001203	Prar.g_00089	Syad.g_00821
OG0001204	Prar.g_00084	Syad.g_00577
OG0001205	Prar.g_00493	Syad.g_02440
OG0001206	Prar.g_00511	Syad.g_02385
OG0001207	Prar.g_00527	Syad.g_00893
OG0001208	Prar.g_00532	Syad.g_00906
OG0001209	Prar.g_01365	Syad.g_00980
OG0001210	Prar.g_01370	Syad.g_00993
OG0001212	Prar.g_01426	Syad.g_01082
OG0001213	Prar.g_01459	Syad.g_02163
OG0001214	Prar.g_01467	Syad.g_02150
OG0001215	Prar.g_01520	Syad.g_01366
OG0001216	Prar.g_01601	Syad.g_01816
OG0001219	Prar.g_01672	Syad.g_01653
OG0001220	Prar.g_01735	Syad.g_01195
OG0001221	Prar.g_01787	Syad.g_01950
OG0001222	Prar.g_01825	Syad.g_01770
OG0001223	Prar.g_01851	Syad.g_01715
OG0001224	Prar.g_01900	Syad.g_01286
OG0001225	Prar.g_01902	Syad.g_01288
OG0001226	Prar.g_01928	Syad.g_02100
OG0001227	Prar.g_01947	Syad.g_00029
OG0001228	Prar.g_01218	Syad.g_02460
OG0001229	Prar.g_00913	Syad.g_01314
OG0001231	Prar.g_00751	Syad.g_00179
OG0001232	Prar.g_01120	Syad.g_02658
OG0001233	Prar.g_00599	Syad.g_02493
OG0001234	Prar.g_01099	Syad.g_00608
OG0001235	Prar.g_01089	Syad.g_00633
OG0001236	Prar.g_00631	Syad.g_00412
OG0001237	Prar.g_00635	Syad.g_00376
OG0001238	Prar.g_00708	Syad.g_00007
OG0001239	Prar.g_00547	Syad.g_02732
OG0001240	Prar.g_00235	Syad.g_02785
OG0001241	Prar.g_00227	Syad.g_02795
OG0001242	Prar.g_00209	Syad.g_02827
OG0001243	Prar.g_00203	Syad.g_02841
OG0001244	Prar.g_00187	Syad.g_02873
OG0001245	Prar.g_00441	Syad.g_02223
OG0001246	Prar.g_01335	Syad.g_00933
OG0001247	Prar.g_01513	Syad.g_01837
OG0001248	Prar.g_01515	Syad.g_01843
OG0001249	Prar.g_01661	Syad.g_00756
OG0001250	Prar.g_01724	Syad.g_01227
OG0001251	Prar.g_01760	Syad.g_00083
OG0001252	Prar.g_01895	Syad.g_01279
OG0001253	Prar.g_01948	Syad.g_02037
OG0001254	Prar.g_01294	Syad.g_01528
OG0001255	Prar.g_01279	Syad.g_02224
OG0001256	Prar.g_00758	Syad.g_02609
OG0001257	Prar.g_00752	Syad.g_02210
OG0001258	Prar.g_01146	Syad.g_02619
OG0001260	Prar.g_00613	Syad.g_02514
OG0001261	Prar.g_01035	Syad.g_00684
OG0001262	Prar.g_00691	Syad.g_00219
OG0001263	Prar.g_00200	Syad.g_02844
OG0001265	Prar.g_00210	Syad.g_02825
OG0001266	Prar.g_00124	Syad.g_02949
OG0001267	Prar.g_00307	Syad.g_00523
OG0001268	Prar.g_00399	Syad.g_00767
OG0001270	Prar.g_00482	Syad.g_02453
OG0001271	Prar.g_00522	Syad.g_02356
OG0001272	Prar.g_00536	Syad.g_00910
OG0001273	Prar.g_01461	Syad.g_02157
OG0001274	Prar.g_01533	Syad.g_02988
OG0001275	Prar.g_01860	Syad.g_01699
OG0001276	Prar.g_01879	Syad.g_01683
OG0001277	Prar.g_01937	Syad.g_00127
OG0001278	Prar.g_01213	Syad.g_01445
OG0001280	Prar.g_00956	Syad.g_02402
OG0001281	Prar.g_00950	Syad.g_02413
OG0001282	Prar.g_00910	Syad.g_00890
OG0001283	Prar.g_00891	Syad.g_00138
OG0001284	Prar.g_00777	Syad.g_02585
OG0001285	Prar.g_01966	Syad.g_02043
OG0001287	Prar.g_00655	Syad.g_00346
OG0001288	Prar.g_00663	Syad.g_00326
OG0001289	Prar.g_00241	Syad.g_02767
OG0001290	Prar.g_00228	Syad.g_02794
OG0001291	Prar.g_00193	Syad.g_02854
OG0001292	Prar.g_00079	Syad.g_00572
OG0001293	Prar.g_00326	Syad.g_00549
OG0001294	Prar.g_00439	Syad.g_01597
OG0001295	Prar.g_00516	Syad.g_00997
OG0001296	Prar.g_01340	Syad.g_00939
OG0001298	Prar.g_01406	Syad.g_01055
OG0001299	Prar.g_01496	Syad.g_01591
OG0001300	Prar.g_01523	Syad.g_01339
OG0001301	Prar.g_01526	Syad.g_01303
OG0001302	Prar.g_01670	Syad.g_02123
OG0001303	Prar.g_01864	Syad.g_01655
OG0001304	Prar.g_01889	Syad.g_01669
OG0001305	Prar.g_01908	Syad.g_01296
OG0001306	Prar.g_01277	Syad.g_01119
OG0001307	Prar.g_00928	Syad.g_00626
OG0001309	Prar.g_00754	Syad.g_00950
OG0001310	Prar.g_01131	Syad.g_02638
OG0001311	Prar.g_01881	Syad.g_01681
OG0001312	Prar.g_01814	Syad.g_01788
OG0001315	Prar.g_00556	Syad.g_00715
OG0001316	Prar.g_00188	Syad.g_02861
OG0001317	Prar.g_00093	Syad.g_00814
OG0001318	Prar.g_00331	Syad.g_00557
OG0001321	Prar.g_00499	Syad.g_02423
OG0001322	Prar.g_00500	Syad.g_02422
OG0001323	Prar.g_01349	Syad.g_00953
OG0001324	Prar.g_01524	Syad.g_01338
OG0001325	Prar.g_01604	Syad.g_01811
OG0001326	Prar.g_01547	Syad.g_00092
OG0001327	Prar.g_01920	Syad.g_01605
OG0001328	Prar.g_01946	Syad.g_01638
OG0001329	Prar.g_01302	Syad.g_00866
OG0001330	Prar.g_00977	Syad.g_02395
OG0001332	Prar.g_00804	Syad.g_02535
OG0001333	Prar.g_01958	Syad.g_02487
OG0001334	Prar.g_00621	Syad.g_00725
OG0001335	Prar.g_00622	Syad.g_00726
OG0001336	Prar.g_00052	Syad.g_00139
OG0001339	Prar.g_00225	Syad.g_02797
OG0001340	Prar.g_00259	Syad.g_00742
OG0001341	Prar.g_01636	Syad.g_01312
OG0001343	Prar.g_01757	Syad.g_00079
OG0001344	Prar.g_01259	Syad.g_01157
OG0001345	Prar.g_01244	Syad.g_01188
OG0001346	Prar.g_00954	Syad.g_02406
OG0001348	Prar.g_00732	Syad.g_01250
OG0001352	Prar.g_01510	Syad.g_00969
OG0001355	Prar.g_00722, Prar.g_01158	Syad.g_02116
OG0001356	Prar.g_01181	Syad.g_01251
OG0001358	Prar.g_01450	Syad.g_02179
OG0001359	Prar.g_01758	Syad.g_00078
OG0001360	Prar.g_01949	Syad.g_01191
OG0001361	Prar.g_01247	Syad.g_01185
OG0001362	Prar.g_00833	Syad.g_02294
OG0001363	Prar.g_00831	Syad.g_02296
OG0001364	Prar.g_00624	Syad.g_00431
OG0001369	Prar.g_00236	Syad.g_02784
OG0001370	Prar.g_00508	Syad.g_02045, Syad.g_02124
OG0001373	Prar.g_01548	Syad.g_00091
OG0001374	Prar.g_01540	Syad.g_00099
OG0001375	Prar.g_01756	Syad.g_00080
OG0001376	Prar.g_01914	Syad.g_00015
OG0001377	Prar.g_01915	Syad.g_00014
OG0001378	Prar.g_01325	Syad.g_02454
OG0001381	Prar.g_00917	Syad.g_01266, Syad.g_00614
OG0001385	Prar.g_01551	Syad.g_00088
OG0001386	Prar.g_01550	Syad.g_00089
OG0001387	Prar.g_01549	Syad.g_00090
OG0001388	Prar.g_01546	Syad.g_00093
OG0001389	Prar.g_01545	Syad.g_00094
OG0001390	Prar.g_01544	Syad.g_00095
OG0001391	Prar.g_01543	Syad.g_00096
OG0001392	Prar.g_01542	Syad.g_00097
OG0001393	Prar.g_01541	Syad.g_00098
OG0001395	Prar.g_01891	Syad.g_01792
OG0001397	Prar.g_00832	Syad.g_02295
OG0001399	Prar.g_01097	Syad.g_02336
OG0001400	Prar.g_00368	Syad.g_00984
OG0001403	Prar.g_00008	Syad.g_00197
OG0001404	Prar.g_00550	Syad.g_02727
OG0001405	Prar.g_00261	Syad.g_00728
OG0001407	Prar.g_01926	Syad.g_00970
OG0001408	Prar.g_01932, Prar.g_01931	Syad.g_01431
OG0001410	Prar.g_00927	Syad.g_00627
OG0001413	Prar.g_00763	Syad.g_02113
OG0001414	Prar.g_00098	Syad.g_00615
OG0001416	Prar.g_00507	Syad.g_02410
OG0001417	Prar.g_00518, Prar.g_00519	Syad.g_01729
OG0001419	Prar.g_01927	Syad.g_00971
OG0001420	Prar.g_01316	Syad.g_00963
OG0001421	Prar.g_00757	Syad.g_02105, Syad.g_02039
OG0001423	Prar.g_01560	Syad.g_02707, Syad.g_02708
OG0001428	Prar.g_00155	Syad.g_02906
OG0001429	Prar.g_01673	Syad.g_01656
OG0001430	Prar.g_00982	Syad.g_03026
OG0001431	Prar.g_00979	Syad.g_00393
OG0001432	Prar.g_00764	Syad.g_01382
OG0001433	Prar.g_01180	Syad.g_01253, Syad.g_01252
OG0001435	Prar.g_01772	Syad.g_01612
OG0001438	Prar.g_00294	Syad.g_00507
OG0001439	Prar.g_00280	Syad.g_00476
OG0001442	Prar.g_01629	Syad.g_01906
OG0001447	Prar.g_00202	Syad.g_02842
OG0001448	Prar.g_00427	Syad.g_02723
OG0001452	Prar.g_01762	Syad.g_00563
OG0001453	Prar.g_01854	Syad.g_01709
OG0001454	Prar.g_01942	Syad.g_02101
OG0001456	Prar.g_01286	Syad.g_00101
OG0001457	Prar.g_01285	Syad.g_00102
OG0001458	Prar.g_01284	Syad.g_00103
OG0001459	Prar.g_00996	Syad.g_01550
OG0001462	Prar.g_00003	Syad.g_00204
OG0001463	Prar.g_00301	Syad.g_01264
OG0001464	Prar.g_00258	Syad.g_00743
OG0001465	Prar.g_01532	Syad.g_01830
OG0001470	Prar.g_00889	Syad.g_02462
OG0001471	Prar.g_00762	Syad.g_00484
OG0001473	Prar.g_00671	Syad.g_02127
OG0001474	Prar.g_00400	Syad.g_00768
OG0001475	Prar.g_00887	Syad.g_02464
OG0001479	Prar.g_00397	Syad.g_00765
OG0001480	Prar.g_00429	Syad.g_01194
OG0001482	Prar.g_00505	Syad.g_01719
OG0001492	Prar.g_01216	Syad.g_01448
OG0001493	Prar.g_01208	Syad.g_01439
OG0001494	Prar.g_00381	Syad.g_02673
OG0001499	Prar.g_00557	Syad.g_02081
OG0001502	Prar.g_01657	Syad.g_01202
OG0001504	Prar.g_00995	Syad.g_01535
OG0001508	Prar.g_00890	Syad.g_02461
OG0001520	Prar.g_00454, Prar.g_00455	Syad.g_01039
OG0001522	Prar.g_01716	Syad.g_01243
OG0001528	Prar.g_00888	Syad.g_02463, Syad.g_00283, Syad.g_00286
OG0001548	Prar.g_01659	Syad.g_02092
OG0001551	Prar.g_01287	Syad.g_01256
OG0001554	Prar.g_00756	Syad.g_03031
OG0001555	Prar.g_00742	Syad.g_01923
OG0001582	Prar.g_00517	Syad.g_02086
OG0001585	Prar.g_00998	Syad.g_02678
OG0001588	Prar.g_00363	Syad.g_00428
OG0001602	Prar.g_01531	Syad.g_01831
OG0001625	Prar.g_00329	Syad.g_00555
OG0001647	Prar.g_00314	Syad.g_00531
OG0001713	Prar.g_00560	Syad.g_01164
OG0001780	Prar.g_00860	Syad.g_00288
OG0001924	Prar.g_01574	Syad.g_02188
OG0001925	Prar.g_01573	Syad.g_02189
OG0001926	Prar.g_01572	Syad.g_02190
OG0001927	Prar.g_01571	Syad.g_02191
OG0001993	Prar.g_01576	Syad.g_02186
OG0001994	Prar.g_01575	Syad.g_02187
OG0002421	Prar.g_00857	Syad.g_00276
OG0002480	Prar.g_00863	Syad.g_00290
OG0002488	Prar.g_00377	Syad.g_00430
OG0003029	Prar.g_01191	Syad.g_00972
