Orthogroup	Prar	Syab
OG0001160	Prar.g_00772	Syab.g_02231
OG0001161	Prar.g_00760	Syab.g_02797
OG0001162	Prar.g_00749	Syab.g_00893
OG0001163	Prar.g_01151	Syab.g_02241
OG0001164	Prar.g_01147	Syab.g_02247
OG0001165	Prar.g_01144	Syab.g_02252
OG0001166	Prar.g_01124	Syab.g_02296
OG0001167	Prar.g_01959	Syab.g_02322
OG0001168	Prar.g_01957	Syab.g_02324
OG0001169	Prar.g_00596	Syab.g_02326
OG0001170	Prar.g_00598	Syab.g_02328
OG0001171	Prar.g_00607	Syab.g_02339
OG0001172	Prar.g_01111	Syab.g_00371
OG0001173	Prar.g_01110	Syab.g_00372
OG0001174	Prar.g_01102	Syab.g_00380
OG0001175	Prar.g_01101	Syab.g_00381
OG0001176	Prar.g_01094	Syab.g_00398
OG0001177	Prar.g_01091	Syab.g_00396
OG0001178	Prar.g_01086	Syab.g_02263
OG0001179	Prar.g_01043	Syab.g_00427
OG0001180	Prar.g_01022	Syab.g_00453
OG0001181	Prar.g_01018	Syab.g_00457
OG0001182	Prar.g_01011	Syab.g_00467
OG0001183	Prar.g_00618	Syab.g_00474
OG0001184	Prar.g_00634	Syab.g_00196
OG0001185	Prar.g_00648	Syab.g_00119
OG0001186	Prar.g_00670	Syab.g_00085
OG0001187	Prar.g_00674	Syab.g_00081
OG0001188	Prar.g_00676	Syab.g_00079
OG0001189	Prar.g_00693	Syab.g_00058
OG0001190	Prar.g_00697	Syab.g_02755
OG0001191	Prar.g_00707	Syab.g_02771
OG0001192	Prar.g_00074	Syab.g_02778
OG0001193	Prar.g_00064	Syab.g_02827
OG0001194	Prar.g_00063	Syab.g_02833
OG0001195	Prar.g_00062	Syab.g_02834
OG0001196	Prar.g_00049	Syab.g_02896
OG0001197	Prar.g_00048	Syab.g_02898
OG0001198	Prar.g_00041	Syab.g_02911
OG0001199	Prar.g_00254	Syab.g_02440
OG0001200	Prar.g_00252	Syab.g_02442
OG0001201	Prar.g_00220	Syab.g_02501
OG0001202	Prar.g_00128	Syab.g_02635
OG0001203	Prar.g_00089	Syab.g_02369
OG0001204	Prar.g_00084	Syab.g_00353
OG0001205	Prar.g_00493	Syab.g_00593
OG0001206	Prar.g_00511	Syab.g_00641
OG0001207	Prar.g_00527	Syab.g_02088
OG0001208	Prar.g_00532	Syab.g_02098
OG0001209	Prar.g_01365	Syab.g_02038
OG0001210	Prar.g_01370	Syab.g_02030
OG0001211	Prar.g_01380	Syab.g_02013
OG0001212	Prar.g_01426	Syab.g_01955
OG0001213	Prar.g_01459	Syab.g_01886
OG0001214	Prar.g_01467	Syab.g_01872
OG0001215	Prar.g_01520	Syab.g_01171
OG0001216	Prar.g_01601	Syab.g_01269
OG0001217	Prar.g_01638	Syab.g_01464
OG0001220	Prar.g_01735	Syab.g_01737
OG0001221	Prar.g_01787	Syab.g_01607
OG0001222	Prar.g_01825	Syab.g_01396
OG0001223	Prar.g_01851	Syab.g_01345
OG0001224	Prar.g_01900	Syab.g_01214
OG0001225	Prar.g_01902	Syab.g_01212
OG0001226	Prar.g_01928	Syab.g_02450
OG0001227	Prar.g_01947	Syab.g_00891
OG0001228	Prar.g_01218	Syab.g_01697
OG0001229	Prar.g_00913	Syab.g_01184
OG0001230	Prar.g_00347	Syab.g_00791
OG0001231	Prar.g_00751	Syab.g_00017
OG0001232	Prar.g_01120	Syab.g_02306
OG0001233	Prar.g_00599	Syab.g_02329
OG0001234	Prar.g_01099	Syab.g_00385
OG0001235	Prar.g_01089	Syab.g_00391
OG0001236	Prar.g_00631	Syab.g_00200
OG0001237	Prar.g_00635	Syab.g_00192
OG0001238	Prar.g_00708	Syab.g_02773
OG0001239	Prar.g_00547	Syab.g_02437
OG0001240	Prar.g_00235	Syab.g_02484
OG0001241	Prar.g_00227	Syab.g_02494
OG0001242	Prar.g_00209	Syab.g_02525
OG0001243	Prar.g_00203	Syab.g_02533
OG0001244	Prar.g_00187	Syab.g_02561
OG0001245	Prar.g_00441	Syab.g_01762
OG0001246	Prar.g_01335	Syab.g_02126
OG0001247	Prar.g_01513	Syab.g_02825
OG0001248	Prar.g_01515	Syab.g_01163
OG0001249	Prar.g_01661	Syab.g_00514
OG0001250	Prar.g_01724	Syab.g_01714
OG0001251	Prar.g_01760	Syab.g_01816
OG0001252	Prar.g_01895	Syab.g_01228
OG0001253	Prar.g_01948	Syab.g_01761
OG0001254	Prar.g_01294	Syab.g_01749
OG0001255	Prar.g_01279	Syab.g_01846
OG0001256	Prar.g_00758	Syab.g_02238
OG0001257	Prar.g_00752	Syab.g_01610
OG0001258	Prar.g_01146	Syab.g_02250
OG0001259	Prar.g_00597	Syab.g_02327
OG0001260	Prar.g_00613	Syab.g_02350
OG0001261	Prar.g_01035	Syab.g_00436
OG0001262	Prar.g_00691	Syab.g_00060
OG0001263	Prar.g_00200	Syab.g_02536
OG0001265	Prar.g_00210	Syab.g_02523
OG0001266	Prar.g_00124	Syab.g_02639
OG0001267	Prar.g_00307	Syab.g_00295
OG0001268	Prar.g_00399	Syab.g_00529
OG0001269	Prar.g_00419	Syab.g_01809
OG0001270	Prar.g_00482	Syab.g_00579
OG0001271	Prar.g_00522	Syab.g_00694
OG0001272	Prar.g_00536	Syab.g_02102
OG0001273	Prar.g_01461	Syab.g_01878
OG0001274	Prar.g_01533	Syab.g_02706
OG0001275	Prar.g_01860	Syab.g_01330
OG0001276	Prar.g_01879	Syab.g_01313
OG0001277	Prar.g_01937	Syab.g_02163
OG0001278	Prar.g_01213	Syab.g_01152
OG0001280	Prar.g_00956	Syab.g_00918
OG0001281	Prar.g_00950	Syab.g_00906
OG0001282	Prar.g_00910	Syab.g_02086
OG0001283	Prar.g_00891	Syab.g_02885
OG0001284	Prar.g_00777	Syab.g_02211
OG0001285	Prar.g_01966	Syab.g_02309
OG0001287	Prar.g_00655	Syab.g_00111
OG0001288	Prar.g_00663	Syab.g_00094
OG0001289	Prar.g_00241	Syab.g_02465
OG0001290	Prar.g_00228	Syab.g_02493
OG0001291	Prar.g_00193	Syab.g_02546
OG0001292	Prar.g_00079	Syab.g_00348
OG0001293	Prar.g_00326	Syab.g_00322
OG0001294	Prar.g_00439	Syab.g_01564
OG0001295	Prar.g_00516	Syab.g_01215
OG0001296	Prar.g_01340	Syab.g_02132
OG0001298	Prar.g_01406	Syab.g_01980
OG0001299	Prar.g_01496	Syab.g_01557
OG0001300	Prar.g_01523	Syab.g_01180
OG0001301	Prar.g_01526	Syab.g_01197
OG0001302	Prar.g_01670	Syab.g_01844
OG0001303	Prar.g_01864	Syab.g_01424
OG0001304	Prar.g_01889	Syab.g_01298
OG0001305	Prar.g_01908	Syab.g_01204
OG0001306	Prar.g_01277	Syab.g_00941
OG0001307	Prar.g_00928	Syab.g_01552
OG0001308	Prar.g_00837	Syab.g_00759
OG0001309	Prar.g_00754	Syab.g_02142
OG0001310	Prar.g_01131	Syab.g_02288
OG0001311	Prar.g_01881	Syab.g_01311
OG0001312	Prar.g_01814	Syab.g_01414
OG0001315	Prar.g_00556	Syab.g_00472
OG0001316	Prar.g_00188	Syab.g_02552
OG0001317	Prar.g_00093	Syab.g_02373
OG0001318	Prar.g_00331	Syab.g_00333
OG0001319	Prar.g_00315	Syab.g_00306
OG0001321	Prar.g_00499	Syab.g_00616
OG0001322	Prar.g_00500	Syab.g_00617
OG0001323	Prar.g_01349	Syab.g_02145
OG0001324	Prar.g_01524	Syab.g_01181
OG0001325	Prar.g_01604	Syab.g_01273
OG0001326	Prar.g_01547	Syab.g_02841
OG0001327	Prar.g_01920	Syab.g_01643
OG0001328	Prar.g_01946	Syab.g_01616
OG0001329	Prar.g_01302	Syab.g_00361
OG0001330	Prar.g_00977	Syab.g_00925
OG0001331	Prar.g_00905	Syab.g_02081
OG0001332	Prar.g_00804	Syab.g_02165
OG0001333	Prar.g_01958	Syab.g_02323
OG0001334	Prar.g_00621	Syab.g_00483
OG0001335	Prar.g_00622	Syab.g_00484
OG0001336	Prar.g_00052	Syab.g_02886
OG0001339	Prar.g_00225	Syab.g_02496
OG0001340	Prar.g_00259	Syab.g_00503
OG0001341	Prar.g_01636	Syab.g_01779
OG0001343	Prar.g_01757	Syab.g_00359
OG0001344	Prar.g_01259	Syab.g_00974
OG0001345	Prar.g_01244	Syab.g_01008
OG0001346	Prar.g_00954	Syab.g_00914
OG0001348	Prar.g_00732	Syab.g_01258
OG0001351	Prar.g_00502	Syab.g_00625
OG0001358	Prar.g_01450	Syab.g_01900
OG0001359	Prar.g_01758	Syab.g_00360
OG0001360	Prar.g_01949	Syab.g_01010
OG0001361	Prar.g_01247	Syab.g_00154, Syab.g_01005
OG0001362	Prar.g_00833	Syab.g_00754
OG0001363	Prar.g_00831	Syab.g_00752
OG0001364	Prar.g_00624	Syab.g_00211
OG0001365	Prar.g_00701	Syab.g_02760
OG0001369	Prar.g_00236	Syab.g_02483
OG0001370	Prar.g_00508	Syab.g_01831
OG0001373	Prar.g_01548	Syab.g_02840
OG0001374	Prar.g_01540	Syab.g_02848
OG0001375	Prar.g_01756	Syab.g_00358
OG0001376	Prar.g_01914	Syab.g_02782
OG0001377	Prar.g_01915	Syab.g_02781
OG0001378	Prar.g_01325	Syab.g_00578
OG0001381	Prar.g_00917	Syab.g_01937
OG0001382	Prar.g_00738	Syab.g_00393
OG0001385	Prar.g_01551	Syab.g_02837
OG0001386	Prar.g_01550	Syab.g_02838
OG0001387	Prar.g_01549	Syab.g_02839
OG0001388	Prar.g_01546	Syab.g_02842
OG0001389	Prar.g_01545	Syab.g_02843
OG0001390	Prar.g_01544	Syab.g_02844
OG0001391	Prar.g_01543	Syab.g_02845
OG0001392	Prar.g_01542	Syab.g_02846
OG0001393	Prar.g_01541	Syab.g_02847
OG0001397	Prar.g_00832	Syab.g_00753
OG0001400	Prar.g_00368	Syab.g_02557
OG0001404	Prar.g_00550	Syab.g_02433
OG0001405	Prar.g_00261	Syab.g_00486
OG0001406	Prar.g_01913	Syab.g_02783
OG0001407	Prar.g_01926	Syab.g_01158
OG0001408	Prar.g_01932, Prar.g_01931	Syab.g_01826
OG0001409	Prar.g_01256	Syab.g_00988
OG0001410	Prar.g_00927	Syab.g_01550
OG0001413	Prar.g_00763	Syab.g_01812, Syab.g_01904
OG0001414	Prar.g_00098	Syab.g_01938
OG0001415	Prar.g_00096	Syab.g_02471
OG0001416	Prar.g_00507	Syab.g_00909
OG0001417	Prar.g_00518, Prar.g_00519	Syab.g_01359
OG0001419	Prar.g_01927	Syab.g_01159
OG0001420	Prar.g_01316	Syab.g_02155
OG0001428	Prar.g_00155	Syab.g_02594
OG0001429	Prar.g_01673	Syab.g_01423
OG0001430	Prar.g_00982	Syab.g_02743
OG0001432	Prar.g_00764	Syab.g_01818
OG0001435	Prar.g_01772	Syab.g_01637
OG0001438	Prar.g_00294	Syab.g_00280
OG0001439	Prar.g_00280	Syab.g_00248
OG0001442	Prar.g_01629	Syab.g_01583
OG0001447	Prar.g_00202	Syab.g_02534
OG0001448	Prar.g_00427	Syab.g_01789
OG0001450	Prar.g_01517	Syab.g_01081
OG0001452	Prar.g_01762	Syab.g_00338
OG0001454	Prar.g_01942	Syab.g_01808
OG0001456	Prar.g_01286	Syab.g_02850
OG0001457	Prar.g_01285	Syab.g_02851
OG0001458	Prar.g_01284	Syab.g_02852
OG0001462	Prar.g_00003	Syab.g_00042
OG0001463	Prar.g_00301	Syab.g_01104
OG0001467	Prar.g_01662	Syab.g_00805
OG0001471	Prar.g_00762	Syab.g_00253
OG0001472	Prar.g_00755	Syab.g_01800
OG0001473	Prar.g_00671	Syab.g_01813
OG0001479	Prar.g_00397	Syab.g_00527
OG0001480	Prar.g_00429	Syab.g_01836
OG0001481	Prar.g_00434	Syab.g_00621
OG0001482	Prar.g_00505	Syab.g_01349
OG0001486	Prar.g_01265	Syab.g_00967
OG0001492	Prar.g_01216	Syab.g_01155
OG0001493	Prar.g_01208	Syab.g_01147
OG0001494	Prar.g_00381	Syab.g_00173
OG0001499	Prar.g_00557	Syab.g_01112
OG0001502	Prar.g_01657	Syab.g_01733
OG0001520	Prar.g_00454, Prar.g_00455	Syab.g_01992
OG0001522	Prar.g_01716	Syab.g_01703
OG0001546	Prar.g_01354	Syab.g_02150
OG0001551	Prar.g_01287	Syab.g_01166
OG0001554	Prar.g_00756	Syab.g_02753
OG0001555	Prar.g_00742	Syab.g_02418
OG0001565	Prar.g_00475	Syab.g_01837
OG0001572	Prar.g_01192	Syab.g_02215
OG0001582	Prar.g_00517	Syab.g_01881
OG0001625	Prar.g_00329	Syab.g_00328
OG0001627	Prar.g_01643	Syab.g_02167
OG0001647	Prar.g_00314	Syab.g_00304
OG0001704	Prar.g_01198	Syab.g_02425
OG0001709	Prar.g_00868	Syab.g_00162
OG0001712	Prar.g_00472	Syab.g_01764
OG0001713	Prar.g_00560	Syab.g_00985
OG0001726	Prar.g_00469	Syab.g_01087
OG0001745	Prar.g_00765	Syab.g_01769
OG0001922	Prar.g_00940	Syab.g_00153
OG0001924	Prar.g_01574	Syab.g_01915
OG0001925	Prar.g_01573	Syab.g_01916
OG0001926	Prar.g_01572	Syab.g_01917
OG0001927	Prar.g_01571	Syab.g_01918
OG0001993	Prar.g_01576	Syab.g_01913
OG0001994	Prar.g_01575	Syab.g_01914
OG0002110	Prar.g_01553, Prar.g_01556	Syab.g_00077
OG0002111	Prar.g_01421	Syab.g_00832
OG0002156	Prar.g_00583, Prar.g_00582	Syab.g_00808
OG0002425	Prar.g_00379	Syab.g_00186
OG0002488	Prar.g_00377	Syab.g_00829
OG0002560	Prar.g_00457	Syab.g_01474
OG0002695	Prar.g_00378	Syab.g_00184
OG0003647	Prar.g_01171	Syab.g_01115, Syab.g_01429
