Orthogroup	Prar	Syac
OG0001169	Prar.g_00596	Syac.g_00663
OG0001170	Prar.g_00598	Syac.g_00661
OG0001171	Prar.g_00607	Syac.g_00650
OG0001172	Prar.g_01111	Syac.g_02187
OG0001173	Prar.g_01110	Syac.g_02186
OG0001174	Prar.g_01102	Syac.g_02178
OG0001175	Prar.g_01101	Syac.g_02177
OG0001176	Prar.g_01094	Syac.g_02141
OG0001177	Prar.g_01091	Syac.g_02143
OG0001178	Prar.g_01086	Syac.g_00539
OG0001179	Prar.g_01043	Syac.g_02112
OG0001180	Prar.g_01022	Syac.g_02087
OG0001181	Prar.g_01018	Syac.g_02083
OG0001182	Prar.g_01011	Syac.g_02074
OG0001183	Prar.g_00618	Syac.g_02070
OG0001184	Prar.g_00634	Syac.g_00186
OG0001185	Prar.g_00648	Syac.g_00162
OG0001186	Prar.g_00670	Syac.g_00082
OG0001187	Prar.g_00674	Syac.g_00085
OG0001188	Prar.g_00676	Syac.g_00076
OG0001189	Prar.g_00693	Syac.g_00054
OG0001190	Prar.g_00697	Syac.g_02353
OG0001191	Prar.g_00707	Syac.g_02368
OG0001192	Prar.g_00074	Syac.g_02374
OG0001193	Prar.g_00064	Syac.g_02406
OG0001194	Prar.g_00063	Syac.g_02408
OG0001195	Prar.g_00062	Syac.g_02409
OG0001196	Prar.g_00049	Syac.g_02477
OG0001197	Prar.g_00048	Syac.g_02479
OG0001198	Prar.g_00041	Syac.g_02491
OG0001199	Prar.g_00254	Syac.g_00445
OG0001200	Prar.g_00252	Syac.g_00443
OG0001201	Prar.g_00220	Syac.g_00395
OG0001202	Prar.g_00128	Syac.g_02285
OG0001203	Prar.g_00089	Syac.g_01967
OG0001204	Prar.g_00084	Syac.g_02200
OG0001205	Prar.g_00493	Syac.g_00706
OG0001206	Prar.g_00511	Syac.g_01715
OG0001207	Prar.g_00527	Syac.g_01915
OG0001208	Prar.g_00532	Syac.g_01902
OG0001209	Prar.g_01365	Syac.g_01833
OG0001210	Prar.g_01370	Syac.g_01826
OG0001211	Prar.g_01380	Syac.g_01809
OG0001212	Prar.g_01426	Syac.g_01751
OG0001213	Prar.g_01459	Syac.g_00968
OG0001214	Prar.g_01467	Syac.g_00981
OG0001215	Prar.g_01520	Syac.g_00919
OG0001216	Prar.g_01601	Syac.g_01285
OG0001217	Prar.g_01638	Syac.g_01043
OG0001220	Prar.g_01735	Syac.g_00813
OG0001221	Prar.g_01787	Syac.g_01379
OG0001223	Prar.g_01851	Syac.g_01215
OG0001224	Prar.g_01900	Syac.g_00880
OG0001225	Prar.g_01902	Syac.g_00882
OG0001226	Prar.g_01928	Syac.g_01026
OG0001227	Prar.g_01947	Syac.g_02387
OG0001228	Prar.g_01218	Syac.g_00700
OG0001229	Prar.g_00913	Syac.g_00906
OG0001230	Prar.g_00347	Syac.g_01621
OG0001231	Prar.g_00751	Syac.g_00017
OG0001232	Prar.g_01120	Syac.g_00509
OG0001233	Prar.g_00599	Syac.g_00660
OG0001234	Prar.g_01099	Syac.g_02173
OG0001235	Prar.g_01089	Syac.g_02147
OG0001236	Prar.g_00631	Syac.g_00189
OG0001237	Prar.g_00635	Syac.g_00184
OG0001238	Prar.g_00708	Syac.g_02369
OG0001240	Prar.g_00235	Syac.g_00411
OG0001241	Prar.g_00227	Syac.g_00402
OG0001242	Prar.g_00209	Syac.g_00370
OG0001243	Prar.g_00203	Syac.g_00363
OG0001244	Prar.g_00187	Syac.g_00333
OG0001245	Prar.g_00441	Syac.g_01064
OG0001246	Prar.g_01335	Syac.g_01876
OG0001247	Prar.g_01513	Syac.g_01303
OG0001248	Prar.g_01515	Syac.g_01306
OG0001249	Prar.g_01661	Syac.g_02029
OG0001250	Prar.g_01724	Syac.g_00838
OG0001251	Prar.g_01760	Syac.g_02415
OG0001252	Prar.g_01895	Syac.g_00874
OG0001253	Prar.g_01948	Syac.g_01063
OG0001254	Prar.g_01294	Syac.g_01465
OG0001255	Prar.g_01279	Syac.g_01957
OG0001256	Prar.g_00758	Syac.g_00563
OG0001257	Prar.g_00752	Syac.g_01686
OG0001258	Prar.g_01146	Syac.g_00553
OG0001259	Prar.g_00597	Syac.g_00662
OG0001260	Prar.g_00613	Syac.g_00640
OG0001262	Prar.g_00691	Syac.g_00056
OG0001263	Prar.g_00200	Syac.g_00360
OG0001265	Prar.g_00210	Syac.g_00372
OG0001266	Prar.g_00124	Syac.g_02289
OG0001267	Prar.g_00307	Syac.g_02253
OG0001268	Prar.g_00399	Syac.g_02014
OG0001269	Prar.g_00419	Syac.g_01960
OG0001270	Prar.g_00482	Syac.g_00690
OG0001271	Prar.g_00522	Syac.g_01703
OG0001272	Prar.g_00536	Syac.g_01898
OG0001273	Prar.g_01461	Syac.g_00974
OG0001274	Prar.g_01533	Syac.g_02323
OG0001275	Prar.g_01860	Syac.g_01228
OG0001276	Prar.g_01879	Syac.g_01244
OG0001277	Prar.g_01937	Syac.g_02463
OG0001278	Prar.g_01213	Syac.g_01517
OG0001280	Prar.g_00956	Syac.g_00731
OG0001281	Prar.g_00950	Syac.g_00721
OG0001282	Prar.g_00910	Syac.g_01917
OG0001283	Prar.g_00891	Syac.g_02472
OG0001284	Prar.g_00777	Syac.g_00586
OG0001285	Prar.g_01966	Syac.g_01060
OG0001287	Prar.g_00655	Syac.g_00154
OG0001288	Prar.g_00663	Syac.g_00141
OG0001289	Prar.g_00241	Syac.g_00426
OG0001291	Prar.g_00193	Syac.g_00349
OG0001292	Prar.g_00079	Syac.g_02205
OG0001293	Prar.g_00326	Syac.g_02226
OG0001294	Prar.g_00439	Syac.g_01411
OG0001295	Prar.g_00516	Syac.g_01824
OG0001296	Prar.g_01340	Syac.g_01870
OG0001298	Prar.g_01406	Syac.g_01774
OG0001299	Prar.g_01496	Syac.g_01417
OG0001300	Prar.g_01523	Syac.g_00910
OG0001301	Prar.g_01526	Syac.g_00897
OG0001302	Prar.g_01670	Syac.g_01012
OG0001303	Prar.g_01864	Syac.g_01137
OG0001304	Prar.g_01889	Syac.g_01257
OG0001305	Prar.g_01908	Syac.g_00890
OG0001306	Prar.g_01277	Syac.g_00749
OG0001307	Prar.g_00928	Syac.g_02156
OG0001309	Prar.g_00754	Syac.g_01860
OG0001310	Prar.g_01131	Syac.g_00528
OG0001311	Prar.g_01881	Syac.g_01246
OG0001312	Prar.g_01814	Syac.g_01147
OG0001315	Prar.g_00556	Syac.g_02072
OG0001316	Prar.g_00188	Syac.g_00342
OG0001317	Prar.g_00093	Syac.g_01971
OG0001318	Prar.g_00331	Syac.g_02218
OG0001319	Prar.g_00315	Syac.g_02242
OG0001321	Prar.g_00499	Syac.g_00712
OG0001322	Prar.g_00500	Syac.g_00713
OG0001323	Prar.g_01349	Syac.g_01857
OG0001324	Prar.g_01524	Syac.g_00909
OG0001325	Prar.g_01604	Syac.g_01281
OG0001326	Prar.g_01547	Syac.g_02420
OG0001328	Prar.g_01946	Syac.g_01385
OG0001329	Prar.g_01302	Syac.g_01007
OG0001330	Prar.g_00977	Syac.g_00738
OG0001332	Prar.g_00804	Syac.g_00625
OG0001333	Prar.g_01958	Syac.g_00666
OG0001334	Prar.g_00621	Syac.g_02061
OG0001335	Prar.g_00622	Syac.g_02060
OG0001336	Prar.g_00052	Syac.g_02473
OG0001339	Prar.g_00225	Syac.g_00400
OG0001340	Prar.g_00259	Syac.g_02039
OG0001341	Prar.g_01636	Syac.g_00904
OG0001343	Prar.g_01757	Syac.g_02413
OG0001344	Prar.g_01259	Syac.g_00774
OG0001345	Prar.g_01244	Syac.g_00803
OG0001346	Prar.g_00954	Syac.g_00728
OG0001348	Prar.g_00732	Syac.g_00857
OG0001352	Prar.g_01510	Syac.g_01842
OG0001355	Prar.g_00722, Prar.g_01158	Syac.g_01823
OG0001358	Prar.g_01450	Syac.g_00952
OG0001359	Prar.g_01758	Syac.g_02412
OG0001360	Prar.g_01949	Syac.g_00805
OG0001361	Prar.g_01247	Syac.g_00800
OG0001362	Prar.g_00833	Syac.g_01649
OG0001363	Prar.g_00831	Syac.g_01651
OG0001364	Prar.g_00624	Syac.g_00204
OG0001370	Prar.g_00508	Syac.g_01294, Syac.g_02438
OG0001372	Prar.g_01644	Syac.g_01845
OG0001373	Prar.g_01548	Syac.g_02419
OG0001374	Prar.g_01540	Syac.g_02427
OG0001375	Prar.g_01756	Syac.g_02414
OG0001376	Prar.g_01914	Syac.g_02376
OG0001377	Prar.g_01915	Syac.g_02375
OG0001378	Prar.g_01325	Syac.g_00689
OG0001380	Prar.g_00923	Syac.g_01589
OG0001381	Prar.g_00917	Syac.g_02162
OG0001382	Prar.g_00738	Syac.g_00148
OG0001385	Prar.g_01551	Syac.g_02416
OG0001386	Prar.g_01550	Syac.g_02417
OG0001387	Prar.g_01549	Syac.g_02418
OG0001388	Prar.g_01546	Syac.g_02421
OG0001389	Prar.g_01545	Syac.g_02422
OG0001390	Prar.g_01544	Syac.g_02423
OG0001391	Prar.g_01543	Syac.g_02424
OG0001392	Prar.g_01542	Syac.g_02425
OG0001393	Prar.g_01541	Syac.g_02426
OG0001395	Prar.g_01891	Syac.g_01262
OG0001400	Prar.g_00368	Syac.g_00336
OG0001403	Prar.g_00008	Syac.g_00033
OG0001404	Prar.g_00550	Syac.g_00451
OG0001405	Prar.g_00261	Syac.g_02058
OG0001406	Prar.g_01913	Syac.g_02377
OG0001407	Prar.g_01926	Syac.g_01841
OG0001408	Prar.g_01932, Prar.g_01931	Syac.g_01530
OG0001410	Prar.g_00927	Syac.g_02155
OG0001413	Prar.g_00763	Syac.g_01019
OG0001414	Prar.g_00098	Syac.g_02161
OG0001416	Prar.g_00507	Syac.g_00724
OG0001417	Prar.g_00518, Prar.g_00519	Syac.g_01200
OG0001419	Prar.g_01927	Syac.g_01840
OG0001420	Prar.g_01316	Syac.g_01847
OG0001423	Prar.g_01560	Syac.g_00457
OG0001428	Prar.g_00155	Syac.g_00301
OG0001430	Prar.g_00982	Syac.g_02345
OG0001432	Prar.g_00764	Syac.g_01572
OG0001435	Prar.g_01772	Syac.g_01399
OG0001438	Prar.g_00294	Syac.g_00280
OG0001439	Prar.g_00280	Syac.g_00250
OG0001442	Prar.g_01629	Syac.g_01358
OG0001446	Prar.g_00249	Syac.g_01293
OG0001447	Prar.g_00202	Syac.g_00362
OG0001448	Prar.g_00427	Syac.g_01094
OG0001452	Prar.g_01762	Syac.g_02214
OG0001456	Prar.g_01286	Syac.g_02434
OG0001457	Prar.g_01285	Syac.g_02435
OG0001458	Prar.g_01284	Syac.g_02436
OG0001459	Prar.g_00996	Syac.g_01445
OG0001462	Prar.g_00003	Syac.g_00039
OG0001465	Prar.g_01532	Syac.g_01299
OG0001468	Prar.g_01918	Syac.g_01014
OG0001470	Prar.g_00889	Syac.g_00683
OG0001471	Prar.g_00762	Syac.g_00257
OG0001473	Prar.g_00671	Syac.g_01010
OG0001474	Prar.g_00400	Syac.g_02013
OG0001475	Prar.g_00887	Syac.g_00681
OG0001479	Prar.g_00397	Syac.g_02016
OG0001480	Prar.g_00429	Syac.g_00812
OG0001481	Prar.g_00434	Syac.g_01260
OG0001482	Prar.g_00505	Syac.g_01210
OG0001492	Prar.g_01216	Syac.g_01514
OG0001493	Prar.g_01208	Syac.g_01522
OG0001494	Prar.g_00381	Syac.g_00494
OG0001499	Prar.g_00557	Syac.g_01441
OG0001502	Prar.g_01657	Syac.g_00818
OG0001504	Prar.g_00995	Syac.g_01446
OG0001508	Prar.g_00890	Syac.g_00684
OG0001520	Prar.g_00454, Prar.g_00455	Syac.g_01787
OG0001522	Prar.g_01716	Syac.g_00849
OG0001528	Prar.g_00888	Syac.g_00682
OG0001546	Prar.g_01354	Syac.g_01853
OG0001548	Prar.g_01659	Syac.g_01030
OG0001551	Prar.g_01287	Syac.g_00861
OG0001572	Prar.g_01192	Syac.g_01584
OG0001585	Prar.g_00998	Syac.g_01072
OG0001588	Prar.g_00363	Syac.g_00200
OG0001602	Prar.g_01531	Syac.g_01300
OG0001625	Prar.g_00329	Syac.g_02220
OG0001647	Prar.g_00314	Syac.g_02244
OG0001667	Prar.g_00975	Syac.g_00472
OG0001712	Prar.g_00472	Syac.g_01065
OG0001713	Prar.g_00560	Syac.g_00783
OG0001718	Prar.g_00423	Syac.g_00465
OG0002063	Prar.g_01973	Syac.g_01533
OG0002156	Prar.g_00583, Prar.g_00582	Syac.g_01612
OG0002488	Prar.g_00377	Syac.g_00203
OG0002560	Prar.g_00457	Syac.g_01542
OG0002627	Prar.g_00374	Syac.g_00087
