Orthogroup	Pray	Syae
OG0001175	Pray.g_01247	Syae.g_02046
OG0001176	Pray.g_01254	Syae.g_02076
OG0001177	Pray.g_01257	Syae.g_02073
OG0001178	Pray.g_01262	Syae.g_01168
OG0001179	Pray.g_01290	Syae.g_02106
OG0001180	Pray.g_01312	Syae.g_02130
OG0001181	Pray.g_01316	Syae.g_02134
OG0001182	Pray.g_01323	Syae.g_02143
OG0001183	Pray.g_01328	Syae.g_02147
OG0001184	Pray.g_01344	Syae.g_01862
OG0001185	Pray.g_01358	Syae.g_01835
OG0001188	Pray.g_01389	Syae.g_01783
OG0001189	Pray.g_01406	Syae.g_01767
OG0001190	Pray.g_01410	Syae.g_01567
OG0001191	Pray.g_01420	Syae.g_01580
OG0001192	Pray.g_01425	Syae.g_01587
OG0001193	Pray.g_01435	Syae.g_01617
OG0001194	Pray.g_01436	Syae.g_01625
OG0001195	Pray.g_01437	Syae.g_01626
OG0001196	Pray.g_01450	Syae.g_01695
OG0001197	Pray.g_01451	Syae.g_01697
OG0001198	Pray.g_01458	Syae.g_01709
OG0001199	Pray.g_00215	Syae.g_01291
OG0001200	Pray.g_00213	Syae.g_01293
OG0001201	Pray.g_00181	Syae.g_01364
OG0001202	Pray.g_00680	Syae.g_01494
OG0001203	Pray.g_00719	Syae.g_02240
OG0001204	Pray.g_00724	Syae.g_02022
OG0001205	Pray.g_00935	Syae.g_00984
OG0001206	Pray.g_00952	Syae.g_02502
OG0001207	Pray.g_00967	Syae.g_02300
OG0001208	Pray.g_00972	Syae.g_02311
OG0001209	Pray.g_01226	Syae.g_02377
OG0001210	Pray.g_01221	Syae.g_02387
OG0001211	Pray.g_01211	Syae.g_02403
OG0001212	Pray.g_01167	Syae.g_02460
OG0001213	Pray.g_01134	Syae.g_00062
OG0001214	Pray.g_01126	Syae.g_00076
OG0001215	Pray.g_01073	Syae.g_00757
OG0001216	Pray.g_01038	Syae.g_00470
OG0001217	Pray.g_00293	Syae.g_00151
OG0001218	Pray.g_00300	Syae.g_02605
OG0001219	Pray.g_00337	Syae.g_00312
OG0001220	Pray.g_00400	Syae.g_00880
OG0001221	Pray.g_00463	Syae.g_00559
OG0001222	Pray.g_00503	Syae.g_00347
OG0001223	Pray.g_00529	Syae.g_00392
OG0001224	Pray.g_00580	Syae.g_00797
OG0001225	Pray.g_00582	Syae.g_00795
OG0001226	Pray.g_00608	Syae.g_00135
OG0001227	Pray.g_00626	Syae.g_01600
OG0001228	Pray.g_00018	Syae.g_01004
OG0001229	Pray.g_01831	Syae.g_00771
OG0001230	Pray.g_01730	Syae.g_02662
OG0001231	Pray.g_01625	Syae.g_01729
OG0001232	Pray.g_01536	Syae.g_01197
OG0001233	Pray.g_01516	Syae.g_01038
OG0001234	Pray.g_01249	Syae.g_02050
OG0001235	Pray.g_01259	Syae.g_02066
OG0001236	Pray.g_01341	Syae.g_01867
OG0001237	Pray.g_01345	Syae.g_01860
OG0001238	Pray.g_01421	Syae.g_01582
OG0001239	Pray.g_00218	Syae.g_01288
OG0001240	Pray.g_00196	Syae.g_01347
OG0001241	Pray.g_00188	Syae.g_01357
OG0001242	Pray.g_00170	Syae.g_01387
OG0001243	Pray.g_00164	Syae.g_01395
OG0001244	Pray.g_00148	Syae.g_01425
OG0001245	Pray.g_00858	Syae.g_00149
OG0001246	Pray.g_00995	Syae.g_02337
OG0001247	Pray.g_01080	Syae.g_00482
OG0001248	Pray.g_01078	Syae.g_00485
OG0001249	Pray.g_00326	Syae.g_02186
OG0001250	Pray.g_00389	Syae.g_00841
OG0001251	Pray.g_00437	Syae.g_01632
OG0001252	Pray.g_00575	Syae.g_00804
OG0001253	Pray.g_00627	Syae.g_00243
OG0001254	Pray.g_00095	Syae.g_00637
OG0001255	Pray.g_00080	Syae.g_00667
OG0001256	Pray.g_01632	Syae.g_01149
OG0001257	Pray.g_01626	Syae.g_00295
OG0001258	Pray.g_01562	Syae.g_01159
OG0001259	Pray.g_01518	Syae.g_01036
OG0001260	Pray.g_01502	Syae.g_01058
OG0001261	Pray.g_01298	Syae.g_02115
OG0001262	Pray.g_01404	Syae.g_01769
OG0001263	Pray.g_00161	Syae.g_01399
OG0001264	Pray.g_00245, Pray.g_01501	Syae.g_01222
OG0001265	Pray.g_00171	Syae.g_01385
OG0001266	Pray.g_00684	Syae.g_01498
OG0001267	Pray.g_00759	Syae.g_01969
OG0001268	Pray.g_00817	Syae.g_02198
OG0001269	Pray.g_00837	Syae.g_00225
OG0001270	Pray.g_00924	Syae.g_00997
OG0001271	Pray.g_00962	Syae.g_02527
OG0001272	Pray.g_00976	Syae.g_02315
OG0001273	Pray.g_01132	Syae.g_00069
OG0001274	Pray.g_01060	Syae.g_01535
OG0001275	Pray.g_00539	Syae.g_00407
OG0001276	Pray.g_00559	Syae.g_00423
OG0001277	Pray.g_00616	Syae.g_01677
OG0001278	Pray.g_00013	Syae.g_00697
OG0001279	Pray.g_01926	Syae.g_00007
OG0001280	Pray.g_01871	Syae.g_00958
OG0001281	Pray.g_01865	Syae.g_00969
OG0001282	Pray.g_01828	Syae.g_02298
OG0001283	Pray.g_01809	Syae.g_01688
OG0001284	Pray.g_01652	Syae.g_01132
OG0001285	Pray.g_01533	Syae.g_00237
OG0001287	Pray.g_01366	Syae.g_01827
OG0001288	Pray.g_01375	Syae.g_01815
OG0001289	Pray.g_00202	Syae.g_01330
OG0001290	Pray.g_00189	Syae.g_01356
OG0001291	Pray.g_00154	Syae.g_01409
OG0001292	Pray.g_00729	Syae.g_02017
OG0001293	Pray.g_00741	Syae.g_01996
OG0001294	Pray.g_00856	Syae.g_00593
OG0001295	Pray.g_00957	Syae.g_02389
OG0001296	Pray.g_01000	Syae.g_02343
OG0001297	Pray.g_01005	Syae.g_02347
OG0001298	Pray.g_01185	Syae.g_02439
OG0001299	Pray.g_01097	Syae.g_00599
OG0001300	Pray.g_01070	Syae.g_00766
OG0001301	Pray.g_01067	Syae.g_00780
OG0001302	Pray.g_00335	Syae.g_00110
OG0001303	Pray.g_00543	Syae.g_00314
OG0001304	Pray.g_00569	Syae.g_00436
OG0001305	Pray.g_00588	Syae.g_00786
OG0001306	Pray.g_00078	Syae.g_00943
OG0001307	Pray.g_01846	Syae.g_02059
OG0001310	Pray.g_01547	Syae.g_01178
OG0001311	Pray.g_00561	Syae.g_00425
OG0001312	Pray.g_00492	Syae.g_00326
OG0001314	Pray.g_00285	Syae.g_00097
OG0001315	Pray.g_00227	Syae.g_02145
OG0001316	Pray.g_00149	Syae.g_01415
OG0001317	Pray.g_00715	Syae.g_02235
OG0001318	Pray.g_00737	Syae.g_02004
OG0001319	Pray.g_00752	Syae.g_01980
OG0001321	Pray.g_00941	Syae.g_00978
OG0001322	Pray.g_00942	Syae.g_00977
OG0001323	Pray.g_01010	Syae.g_02355
OG0001324	Pray.g_01069	Syae.g_00767
OG0001325	Pray.g_01035	Syae.g_00465
OG0001326	Pray.g_00425	Syae.g_01641
OG0001327	Pray.g_00600	Syae.g_00586
OG0001328	Pray.g_00625	Syae.g_00565
OG0001330	Pray.g_01896	Syae.g_00950
OG0001331	Pray.g_01823	Syae.g_02293
OG0001332	Pray.g_01679	Syae.g_01077
OG0001333	Pray.g_01522	Syae.g_01032
OG0001334	Pray.g_01331	Syae.g_02156
OG0001335	Pray.g_01332	Syae.g_02157
OG0001336	Pray.g_01447	Syae.g_01689
OG0001339	Pray.g_00186	Syae.g_01359
OG0001340	Pray.g_00806	Syae.g_02176
OG0001341	Pray.g_00291	Syae.g_00737
OG0001342	Pray.g_00330	Syae.g_02559
OG0001343	Pray.g_00434	Syae.g_01629
OG0001344	Pray.g_00059	Syae.g_00916
OG0001345	Pray.g_00044	Syae.g_00886
OG0001346	Pray.g_01869	Syae.g_00962
OG0001349	Pray.g_01741	Syae.g_01228, Syae.g_01245
OG0001351	Pray.g_00944	Syae.g_02492
OG0001352	Pray.g_01083	Syae.g_00666
OG0001353	Pray.g_00380	Syae.g_00831
OG0001354	Pray.g_00521	Syae.g_00379
OG0001355	Pray.g_01596	Syae.g_00120
OG0001356	Pray.g_00312	Syae.g_00820
OG0001358	Pray.g_01143	Syae.g_00046
OG0001359	Pray.g_00435	Syae.g_01628
OG0001360	Pray.g_00628	Syae.g_00883
OG0001361	Pray.g_00047	Syae.g_00889
OG0001362	Pray.g_01708	Syae.g_02637
OG0001363	Pray.g_01706	Syae.g_02635
OG0001364	Pray.g_01334	Syae.g_01883
OG0001369	Pray.g_00197	Syae.g_01346
OG0001373	Pray.g_00424	Syae.g_01640
OG0001374	Pray.g_00432	Syae.g_01648
OG0001375	Pray.g_00433	Syae.g_01630
OG0001376	Pray.g_00594	Syae.g_01589
OG0001377	Pray.g_00595	Syae.g_01588
OG0001378	Pray.g_00133	Syae.g_00998
OG0001379	Pray.g_01876	Syae.g_00952
OG0001382	Pray.g_01611	Syae.g_02490
OG0001385	Pray.g_00421	Syae.g_01637
OG0001386	Pray.g_00422	Syae.g_01638
OG0001387	Pray.g_00423	Syae.g_01639
OG0001388	Pray.g_00426	Syae.g_01642
OG0001389	Pray.g_00427	Syae.g_01643
OG0001390	Pray.g_00428	Syae.g_01644
OG0001391	Pray.g_00429	Syae.g_01645
OG0001392	Pray.g_00430	Syae.g_01646
OG0001393	Pray.g_00431	Syae.g_01647
OG0001395	Pray.g_00571	Syae.g_00446
OG0001397	Pray.g_01707	Syae.g_02636
OG0001398	Pray.g_01599	Syae.g_00289
OG0001402	Pray.g_00307	Syae.g_00051
OG0001404	Pray.g_00221	Syae.g_01283
OG0001405	Pray.g_00804	Syae.g_02159
OG0001406	Pray.g_00593	Syae.g_01590
OG0001407	Pray.g_00606	Syae.g_02368
OG0001408	Pray.g_00611	Syae.g_00712
OG0001410	Pray.g_01845	Syae.g_02060
OG0001413	Pray.g_01637	Syae.g_00123
OG0001416	Pray.g_00949	Syae.g_00966
OG0001417	Pray.g_00959	Syae.g_00378
OG0001419	Pray.g_00607	Syae.g_02369
OG0001420	Pray.g_00124	Syae.g_00727, Syae.g_02365
OG0001421	Pray.g_01631	Syae.g_00241
OG0001422	Pray.g_01606	Syae.g_00953
OG0001425	Pray.g_01424	Syae.g_01586
OG0001428	Pray.g_00653	Syae.g_01456
OG0001429	Pray.g_00338	Syae.g_00315
OG0001430	Pray.g_01901	Syae.g_01560
OG0001432	Pray.g_01639	Syae.g_00742
OG0001433	Pray.g_00311	Syae.g_00819
OG0001434	Pray.g_00472	Syae.g_00548
OG0001439	Pray.g_00785	Syae.g_01929
OG0001442	Pray.g_00283	Syae.g_00538
OG0001447	Pray.g_00163	Syae.g_01396
OG0001449	Pray.g_00880	Syae.g_02253
OG0001452	Pray.g_00439	Syae.g_02009
OG0001453	Pray.g_00533	Syae.g_00399
OG0001454	Pray.g_00621	Syae.g_00131
OG0001456	Pray.g_00087	Syae.g_01650
OG0001457	Pray.g_00086	Syae.g_01651
OG0001458	Pray.g_00085	Syae.g_01652
OG0001459	Pray.g_01912	Syae.g_00621
OG0001460	Pray.g_00310	Syae.g_00818
OG0001462	Pray.g_01496	Syae.g_01754
OG0001465	Pray.g_01061	Syae.g_00475
OG0001468	Pray.g_00598	Syae.g_00113
OG0001471	Pray.g_01636	Syae.g_01934
OG0001473	Pray.g_01383	Syae.g_00107
OG0001474	Pray.g_00818	Syae.g_02199
OG0001475	Pray.g_01795	Syae.g_01008
OG0001479	Pray.g_00815	Syae.g_02196
OG0001482	Pray.g_00947	Syae.g_00388
OG0001492	Pray.g_00016	Syae.g_00694
OG0001493	Pray.g_00008	Syae.g_00702
OG0001499	Pray.g_00228	Syae.g_00216
OG0001502	Pray.g_00318	Syae.g_00874
OG0001504	Pray.g_01911	Syae.g_00622
OG0001507	Pray.g_01584	Syae.g_00192
OG0001508	Pray.g_01807	Syae.g_01005
OG0001520	Pray.g_00872	Syae.g_02425
OG0001546	Pray.g_01015	Syae.g_02359
OG0001547	Pray.g_00320	Syae.g_00293
OG0001548	Pray.g_00324	Syae.g_00142
OG0001549	Pray.g_00407	Syae.g_00882
OG0001551	Pray.g_00088	Syae.g_00815
OG0001554	Pray.g_01630	Syae.g_01565
OG0001557	Pray.g_00468	Syae.g_00552
OG0001564	Pray.g_01767	Syae.g_02485
OG0001567	Pray.g_00319	Syae.g_00291
OG0001568	Pray.g_00321	Syae.g_00297
OG0001570	Pray.g_00121	Syae.g_00278
OG0001582	Pray.g_00958	Syae.g_00443
OG0001585	Pray.g_01922	Syae.g_02396, Syae.g_00440
OG0001602	Pray.g_01062	Syae.g_00476
OG0001627	Pray.g_00297	Syae.g_01079
OG0001635	Pray.g_01577	Syae.g_01811
OG0001666	Pray.g_01913	Syae.g_00214
OG0001667	Pray.g_01893	Syae.g_00731
OG0001712	Pray.g_00901	Syae.g_00150
OG0002063	Pray.g_00887	Syae.g_00714
OG0002112	Pray.g_00892	Syae.g_01941
OG0002157	Pray.g_00893	Syae.g_01940
OG0002158	Pray.g_00891	Syae.g_01942
OG0002478	Pray.g_00904	Syae.g_01214
OG0002627	Pray.g_01794	Syae.g_01895
OG0002651	Pray.g_01783	Syae.g_01209
