Orthogroup	Pray	Syad
OG0001175	Pray.g_01247	Syad.g_00604
OG0001176	Pray.g_01254	Syad.g_00644
OG0001177	Pray.g_01257	Syad.g_00641
OG0001178	Pray.g_01262	Syad.g_02629
OG0001179	Pray.g_01290	Syad.g_00675
OG0001180	Pray.g_01312	Syad.g_00700
OG0001181	Pray.g_01316	Syad.g_00704
OG0001182	Pray.g_01323	Syad.g_00712
OG0001183	Pray.g_01328	Syad.g_00717
OG0001184	Pray.g_01344	Syad.g_00378
OG0001185	Pray.g_01358	Syad.g_00354
OG0001186	Pray.g_01382	Syad.g_00247
OG0001187	Pray.g_01386	Syad.g_00245
OG0001188	Pray.g_01389	Syad.g_00238
OG0001189	Pray.g_01406	Syad.g_00217
OG0001190	Pray.g_01410	Syad.g_03034
OG0001192	Pray.g_01425	Syad.g_00013
OG0001193	Pray.g_01435	Syad.g_00072
OG0001194	Pray.g_01436	Syad.g_00075
OG0001195	Pray.g_01437	Syad.g_00076
OG0001196	Pray.g_01450	Syad.g_00144
OG0001197	Pray.g_01451	Syad.g_00146
OG0001198	Pray.g_01458	Syad.g_00159
OG0001199	Pray.g_00215	Syad.g_02735
OG0001200	Pray.g_00213	Syad.g_02737
OG0001201	Pray.g_00181	Syad.g_02802
OG0001202	Pray.g_00680	Syad.g_02945
OG0001203	Pray.g_00719	Syad.g_00821
OG0001204	Pray.g_00724	Syad.g_00577
OG0001205	Pray.g_00935	Syad.g_02440
OG0001206	Pray.g_00952	Syad.g_02385
OG0001207	Pray.g_00967	Syad.g_00893
OG0001208	Pray.g_00972	Syad.g_00906
OG0001209	Pray.g_01226	Syad.g_00980
OG0001210	Pray.g_01221	Syad.g_00993
OG0001212	Pray.g_01167	Syad.g_01082
OG0001213	Pray.g_01134	Syad.g_02163
OG0001214	Pray.g_01126	Syad.g_02150
OG0001215	Pray.g_01073	Syad.g_01366
OG0001216	Pray.g_01038	Syad.g_01816
OG0001218	Pray.g_00300	Syad.g_02328
OG0001219	Pray.g_00337	Syad.g_01653
OG0001220	Pray.g_00400	Syad.g_01195
OG0001221	Pray.g_00463	Syad.g_01950
OG0001222	Pray.g_00503	Syad.g_01770
OG0001223	Pray.g_00529	Syad.g_01715
OG0001224	Pray.g_00580	Syad.g_01286
OG0001225	Pray.g_00582	Syad.g_01288
OG0001226	Pray.g_00608	Syad.g_02100
OG0001227	Pray.g_00626	Syad.g_00029
OG0001228	Pray.g_00018	Syad.g_02460
OG0001229	Pray.g_01831	Syad.g_01314
OG0001231	Pray.g_01625	Syad.g_00179
OG0001232	Pray.g_01536	Syad.g_02658
OG0001233	Pray.g_01516	Syad.g_02493
OG0001234	Pray.g_01249	Syad.g_00608
OG0001235	Pray.g_01259	Syad.g_00633
OG0001236	Pray.g_01341	Syad.g_00412
OG0001237	Pray.g_01345	Syad.g_00376
OG0001238	Pray.g_01421	Syad.g_00007
OG0001239	Pray.g_00218	Syad.g_02732
OG0001240	Pray.g_00196	Syad.g_02785
OG0001241	Pray.g_00188	Syad.g_02795
OG0001242	Pray.g_00170	Syad.g_02827
OG0001243	Pray.g_00164	Syad.g_02841
OG0001244	Pray.g_00148	Syad.g_02873
OG0001245	Pray.g_00858	Syad.g_02223
OG0001246	Pray.g_00995	Syad.g_00933
OG0001247	Pray.g_01080	Syad.g_01837
OG0001248	Pray.g_01078	Syad.g_01843
OG0001249	Pray.g_00326	Syad.g_00756
OG0001250	Pray.g_00389	Syad.g_01227
OG0001251	Pray.g_00437	Syad.g_00083
OG0001252	Pray.g_00575	Syad.g_01279
OG0001253	Pray.g_00627	Syad.g_02037
OG0001254	Pray.g_00095	Syad.g_01528
OG0001255	Pray.g_00080	Syad.g_02224
OG0001256	Pray.g_01632	Syad.g_02609
OG0001257	Pray.g_01626	Syad.g_02210
OG0001258	Pray.g_01562	Syad.g_02619
OG0001260	Pray.g_01502	Syad.g_02514
OG0001261	Pray.g_01298	Syad.g_00684
OG0001262	Pray.g_01404	Syad.g_00219
OG0001263	Pray.g_00161	Syad.g_02844
OG0001265	Pray.g_00171	Syad.g_02825
OG0001266	Pray.g_00684	Syad.g_02949
OG0001267	Pray.g_00759	Syad.g_00523
OG0001268	Pray.g_00817	Syad.g_00767
OG0001270	Pray.g_00924	Syad.g_02453
OG0001271	Pray.g_00962	Syad.g_02356
OG0001272	Pray.g_00976	Syad.g_00910
OG0001273	Pray.g_01132	Syad.g_02157
OG0001274	Pray.g_01060	Syad.g_02988
OG0001275	Pray.g_00539	Syad.g_01699
OG0001276	Pray.g_00559	Syad.g_01683
OG0001277	Pray.g_00616	Syad.g_00127
OG0001278	Pray.g_00013	Syad.g_01445
OG0001279	Pray.g_01926	Syad.g_02248
OG0001280	Pray.g_01871	Syad.g_02402
OG0001281	Pray.g_01865	Syad.g_02413
OG0001282	Pray.g_01828	Syad.g_00890
OG0001283	Pray.g_01809	Syad.g_00138
OG0001284	Pray.g_01652	Syad.g_02585
OG0001285	Pray.g_01533	Syad.g_02043
OG0001286	Pray.g_01310	Syad.g_00698
OG0001287	Pray.g_01366	Syad.g_00346
OG0001288	Pray.g_01375	Syad.g_00326
OG0001289	Pray.g_00202	Syad.g_02767
OG0001290	Pray.g_00189	Syad.g_02794
OG0001291	Pray.g_00154	Syad.g_02854
OG0001292	Pray.g_00729	Syad.g_00572
OG0001293	Pray.g_00741	Syad.g_00549
OG0001294	Pray.g_00856	Syad.g_01597
OG0001295	Pray.g_00957	Syad.g_00997
OG0001296	Pray.g_01000	Syad.g_00939
OG0001297	Pray.g_01005	Syad.g_00943
OG0001298	Pray.g_01185	Syad.g_01055
OG0001299	Pray.g_01097	Syad.g_01591
OG0001300	Pray.g_01070	Syad.g_01339
OG0001301	Pray.g_01067	Syad.g_01303
OG0001302	Pray.g_00335	Syad.g_02123
OG0001303	Pray.g_00543	Syad.g_01655
OG0001304	Pray.g_00569	Syad.g_01669
OG0001305	Pray.g_00588	Syad.g_01296
OG0001306	Pray.g_00078	Syad.g_01119
OG0001307	Pray.g_01846	Syad.g_00626
OG0001309	Pray.g_01628	Syad.g_00950
OG0001310	Pray.g_01547	Syad.g_02638
OG0001311	Pray.g_00561	Syad.g_01681
OG0001312	Pray.g_00492	Syad.g_01788
OG0001314	Pray.g_00285	Syad.g_01356, Syad.g_01420, Syad.g_00861
OG0001315	Pray.g_00227	Syad.g_00715
OG0001316	Pray.g_00149	Syad.g_02861
OG0001317	Pray.g_00715	Syad.g_00814
OG0001318	Pray.g_00737	Syad.g_00557
OG0001321	Pray.g_00941	Syad.g_02423
OG0001322	Pray.g_00942	Syad.g_02422
OG0001323	Pray.g_01010	Syad.g_00953
OG0001324	Pray.g_01069	Syad.g_01338
OG0001325	Pray.g_01035	Syad.g_01811
OG0001326	Pray.g_00425	Syad.g_00092
OG0001327	Pray.g_00600	Syad.g_01605
OG0001328	Pray.g_00625	Syad.g_01638
OG0001329	Pray.g_00104	Syad.g_00866
OG0001330	Pray.g_01896	Syad.g_02395
OG0001332	Pray.g_01679	Syad.g_02535
OG0001333	Pray.g_01522	Syad.g_02487
OG0001334	Pray.g_01331	Syad.g_00725
OG0001335	Pray.g_01332	Syad.g_00726
OG0001336	Pray.g_01447	Syad.g_00139
OG0001339	Pray.g_00186	Syad.g_02797
OG0001340	Pray.g_00806	Syad.g_00742
OG0001341	Pray.g_00291	Syad.g_01312
OG0001343	Pray.g_00434	Syad.g_00079
OG0001344	Pray.g_00059	Syad.g_01157
OG0001345	Pray.g_00044	Syad.g_01188
OG0001346	Pray.g_01869	Syad.g_02406
OG0001349	Pray.g_01741	Syad.g_02663
OG0001352	Pray.g_01083	Syad.g_00969
OG0001353	Pray.g_00380	Syad.g_01244
OG0001354	Pray.g_00521	Syad.g_01728
OG0001355	Pray.g_01596	Syad.g_02116
OG0001356	Pray.g_00312	Syad.g_01251
OG0001358	Pray.g_01143	Syad.g_02179
OG0001359	Pray.g_00435	Syad.g_00078
OG0001360	Pray.g_00628	Syad.g_01191
OG0001361	Pray.g_00047	Syad.g_01185
OG0001362	Pray.g_01708	Syad.g_02294
OG0001363	Pray.g_01706	Syad.g_02296
OG0001364	Pray.g_01334	Syad.g_00431
OG0001369	Pray.g_00197	Syad.g_02784
OG0001373	Pray.g_00424	Syad.g_00091
OG0001374	Pray.g_00432	Syad.g_00099
OG0001375	Pray.g_00433	Syad.g_00080
OG0001376	Pray.g_00594	Syad.g_00015
OG0001377	Pray.g_00595	Syad.g_00014
OG0001378	Pray.g_00133	Syad.g_02454
OG0001379	Pray.g_01876	Syad.g_02397
OG0001381	Pray.g_01835	Syad.g_01266, Syad.g_00614
OG0001385	Pray.g_00421	Syad.g_00088
OG0001386	Pray.g_00422	Syad.g_00089
OG0001387	Pray.g_00423	Syad.g_00090
OG0001388	Pray.g_00426	Syad.g_00093
OG0001389	Pray.g_00427	Syad.g_00094
OG0001390	Pray.g_00428	Syad.g_00095
OG0001391	Pray.g_00429	Syad.g_00096
OG0001392	Pray.g_00430	Syad.g_00097
OG0001393	Pray.g_00431	Syad.g_00098
OG0001395	Pray.g_00571	Syad.g_01792
OG0001397	Pray.g_01707	Syad.g_02295
OG0001398	Pray.g_01599	Syad.g_01977
OG0001399	Pray.g_01251	Syad.g_02336
OG0001402	Pray.g_00307	Syad.g_02174
OG0001403	Pray.g_01492	Syad.g_00197
OG0001404	Pray.g_00221	Syad.g_02727
OG0001405	Pray.g_00804	Syad.g_00728
OG0001407	Pray.g_00606	Syad.g_00970
OG0001408	Pray.g_00611	Syad.g_01431
OG0001410	Pray.g_01845	Syad.g_00627
OG0001411	Pray.g_01784	Syad.g_00372
OG0001413	Pray.g_01637	Syad.g_02113
OG0001414	Pray.g_00710	Syad.g_00615
OG0001416	Pray.g_00949	Syad.g_02410
OG0001417	Pray.g_00959	Syad.g_01729
OG0001419	Pray.g_00607	Syad.g_00971
OG0001420	Pray.g_00124	Syad.g_00963
OG0001421	Pray.g_01631	Syad.g_02105, Syad.g_02039
OG0001423	Pray.g_01751	Syad.g_02707, Syad.g_02708
OG0001425	Pray.g_01424	Syad.g_00012
OG0001428	Pray.g_00653	Syad.g_02906
OG0001429	Pray.g_00338	Syad.g_01656
OG0001430	Pray.g_01901	Syad.g_03026
OG0001431	Pray.g_01898	Syad.g_00393
OG0001432	Pray.g_01639	Syad.g_01382
OG0001433	Pray.g_00311	Syad.g_01253, Syad.g_01252
OG0001434	Pray.g_00472	Syad.g_01916
OG0001439	Pray.g_00785	Syad.g_00476
OG0001442	Pray.g_00283	Syad.g_01906
OG0001447	Pray.g_00163	Syad.g_02842
OG0001448	Pray.g_00844	Syad.g_02723
OG0001449	Pray.g_00880	Syad.g_00583
OG0001452	Pray.g_00439	Syad.g_00563
OG0001453	Pray.g_00533	Syad.g_01709
OG0001454	Pray.g_00621	Syad.g_02101
OG0001456	Pray.g_00087	Syad.g_00101
OG0001457	Pray.g_00086	Syad.g_00102
OG0001458	Pray.g_00085	Syad.g_00103
OG0001459	Pray.g_01912	Syad.g_01550
OG0001460	Pray.g_00310	Syad.g_01254
OG0001462	Pray.g_01496	Syad.g_00204
OG0001463	Pray.g_00765	Syad.g_01264
OG0001464	Pray.g_00807	Syad.g_00743
OG0001465	Pray.g_01061	Syad.g_01830
OG0001471	Pray.g_01636	Syad.g_00484
OG0001473	Pray.g_01383	Syad.g_02127
OG0001474	Pray.g_00818	Syad.g_00768
OG0001475	Pray.g_01795	Syad.g_02464
OG0001479	Pray.g_00815	Syad.g_00765
OG0001480	Pray.g_00846	Syad.g_01194
OG0001482	Pray.g_00947	Syad.g_01719
OG0001492	Pray.g_00016	Syad.g_01448
OG0001493	Pray.g_00008	Syad.g_01439
OG0001499	Pray.g_00228	Syad.g_02081
OG0001502	Pray.g_00318	Syad.g_01202
OG0001504	Pray.g_01911	Syad.g_01535
OG0001505	Pray.g_01796	Syad.g_00259
OG0001508	Pray.g_01807	Syad.g_02461
OG0001520	Pray.g_00872	Syad.g_01039
OG0001522	Pray.g_00381	Syad.g_01243
OG0001525	Pray.g_01620	Syad.g_00036
OG0001547	Pray.g_00320	Syad.g_01963
OG0001548	Pray.g_00324	Syad.g_02092
OG0001551	Pray.g_00088	Syad.g_01256
OG0001554	Pray.g_01630	Syad.g_03031
OG0001555	Pray.g_01615	Syad.g_01923
OG0001564	Pray.g_01767	Syad.g_01539
OG0001567	Pray.g_00319	Syad.g_01965
OG0001568	Pray.g_00321	Syad.g_01961
OG0001570	Pray.g_00121	Syad.g_01985
OG0001582	Pray.g_00958	Syad.g_02086
OG0001585	Pray.g_01922	Syad.g_02678
OG0001602	Pray.g_01062	Syad.g_01831
OG0001635	Pray.g_01577	Syad.g_00322
OG0001666	Pray.g_01913	Syad.g_01536
OG0001780	Pray.g_01772	Syad.g_00288
OG0002112	Pray.g_00892	Syad.g_00494
OG0002157	Pray.g_00893	Syad.g_00493
OG0002158	Pray.g_00891	Syad.g_00495
OG0002295	Pray.g_01749	Syad.g_02238
OG0002321	Pray.g_01774	Syad.g_00278
OG0002618	Pray.g_00888	Syad.g_00382
OG0003054	Pray.g_00253	Syad.g_00862
