Orthogroup	Pray	Syaq
OG0001145	Pray.g_01878	Syaq.g_00284
OG0001146	Pray.g_01866	Syaq.g_00305
OG0001147	Pray.g_01843	Syaq.g_00438
OG0001148	Pray.g_01827	Syaq.g_01761
OG0001149	Pray.g_01826	Syaq.g_01760
OG0001150	Pray.g_01825	Syaq.g_01759
OG0001151	Pray.g_01814	Syaq.g_01746
OG0001152	Pray.g_01813	Syaq.g_01745
OG0001153	Pray.g_01690	Syaq.g_00413
OG0001154	Pray.g_01689	Syaq.g_00414
OG0001155	Pray.g_01677	Syaq.g_01739
OG0001156	Pray.g_01674	Syaq.g_01729
OG0001157	Pray.g_01673	Syaq.g_01728
OG0001158	Pray.g_01672	Syaq.g_01727
OG0001159	Pray.g_01671	Syaq.g_01726
OG0001160	Pray.g_01647	Syaq.g_01693
OG0001161	Pray.g_01634	Syaq.g_01233
OG0001162	Pray.g_01623	Syaq.g_00331
OG0001163	Pray.g_01567	Syaq.g_01685
OG0001164	Pray.g_01563	Syaq.g_01679
OG0001165	Pray.g_01560	Syaq.g_01674
OG0001166	Pray.g_01540	Syaq.g_01652
OG0001167	Pray.g_01523	Syaq.g_01039
OG0001169	Pray.g_01519	Syaq.g_01620
OG0001170	Pray.g_01517	Syaq.g_01618
OG0001171	Pray.g_01508	Syaq.g_01607
OG0001172	Pray.g_01237	Syaq.g_00690
OG0001173	Pray.g_01238	Syaq.g_00689
OG0001174	Pray.g_01246	Syaq.g_00681
OG0001175	Pray.g_01247	Syaq.g_00680
OG0001176	Pray.g_01254	Syaq.g_00656
OG0001177	Pray.g_01257	Syaq.g_00658
OG0001178	Pray.g_01262	Syaq.g_01667
OG0001179	Pray.g_01290	Syaq.g_00626
OG0001180	Pray.g_01312	Syaq.g_00600
OG0001181	Pray.g_01316	Syaq.g_00596
OG0001182	Pray.g_01323	Syaq.g_00587
OG0001183	Pray.g_01328	Syaq.g_00579
OG0001184	Pray.g_01344	Syaq.g_00995
OG0001185	Pray.g_01358	Syaq.g_01022
OG0001186	Pray.g_01382	Syaq.g_01058
OG0001187	Pray.g_01386	Syaq.g_01061
OG0001188	Pray.g_01389	Syaq.g_01065
OG0001189	Pray.g_01406	Syaq.g_01095
OG0001190	Pray.g_01410	Syaq.g_01264
OG0001191	Pray.g_01420	Syaq.g_01248
OG0001192	Pray.g_01425	Syaq.g_01242
OG0001193	Pray.g_01435	Syaq.g_01217
OG0001194	Pray.g_01436	Syaq.g_01214
OG0001195	Pray.g_01437	Syaq.g_01213
OG0001196	Pray.g_01450	Syaq.g_01169
OG0001197	Pray.g_01451	Syaq.g_01167
OG0001198	Pray.g_01458	Syaq.g_01153
OG0001199	Pray.g_00215	Syaq.g_01553
OG0001200	Pray.g_00213	Syaq.g_01551
OG0001201	Pray.g_00181	Syaq.g_01486
OG0001202	Pray.g_00680	Syaq.g_01358
OG0001203	Pray.g_00719	Syaq.g_01581
OG0001204	Pray.g_00724	Syaq.g_00709
OG0001205	Pray.g_00935	Syaq.g_00491
OG0001206	Pray.g_00952	Syaq.g_00468
OG0001207	Pray.g_00967	Syaq.g_01764
OG0001208	Pray.g_00972	Syaq.g_01774
OG0001209	Pray.g_01226	Syaq.g_01841
OG0001210	Pray.g_01221	Syaq.g_01852
OG0001211	Pray.g_01211	Syaq.g_01932
OG0001212	Pray.g_01167	Syaq.g_01990
OG0001213	Pray.g_01134	Syaq.g_02072
OG0001214	Pray.g_01126	Syaq.g_02084
OG0001215	Pray.g_01073	Syaq.g_02580
OG0001216	Pray.g_01038	Syaq.g_00026
OG0001217	Pray.g_00293	Syaq.g_01885
OG0001218	Pray.g_00300	Syaq.g_00423
OG0001219	Pray.g_00337	Syaq.g_02434
OG0001220	Pray.g_00400	Syaq.g_02412
OG0001221	Pray.g_00463	Syaq.g_02300
OG0001222	Pray.g_00503	Syaq.g_02472
OG0001223	Pray.g_00529	Syaq.g_02516
OG0001224	Pray.g_00580	Syaq.g_02683
OG0001225	Pray.g_00582	Syaq.g_02681
OG0001226	Pray.g_00608	Syaq.g_01543
OG0001227	Pray.g_00626	Syaq.g_00333
OG0001230	Pray.g_01730	Syaq.g_00361
OG0001231	Pray.g_01625	Syaq.g_01133
OG0001232	Pray.g_01536	Syaq.g_01643
OG0001233	Pray.g_01516	Syaq.g_01617
OG0001234	Pray.g_01249	Syaq.g_00676
OG0001235	Pray.g_01259	Syaq.g_00665
OG0001236	Pray.g_01341	Syaq.g_00990
OG0001237	Pray.g_01345	Syaq.g_00999
OG0001238	Pray.g_01421	Syaq.g_01246
OG0001239	Pray.g_00218	Syaq.g_01556
OG0001240	Pray.g_00196	Syaq.g_01502
OG0001241	Pray.g_00188	Syaq.g_01492
OG0001243	Pray.g_00164	Syaq.g_01457
OG0001244	Pray.g_00148	Syaq.g_01430
OG0001245	Pray.g_00858	Syaq.g_01916
OG0001246	Pray.g_00995	Syaq.g_01802
OG0001248	Pray.g_01078	Syaq.g_01891
OG0001249	Pray.g_00326	Syaq.g_00563
OG0001250	Pray.g_00389	Syaq.g_02389
OG0001251	Pray.g_00437	Syaq.g_02135
OG0001252	Pray.g_00575	Syaq.g_02690
OG0001253	Pray.g_00627	Syaq.g_01918
OG0001254	Pray.g_00095	Syaq.g_02214
OG0001255	Pray.g_00080	Syaq.g_02111
OG0001256	Pray.g_01632	Syaq.g_01686
OG0001258	Pray.g_01562	Syaq.g_01676
OG0001259	Pray.g_01518	Syaq.g_01619
OG0001260	Pray.g_01502	Syaq.g_01595
OG0001261	Pray.g_01298	Syaq.g_00617
OG0001262	Pray.g_01404	Syaq.g_01093
OG0001263	Pray.g_00161	Syaq.g_01454
OG0001265	Pray.g_00171	Syaq.g_01466
OG0001266	Pray.g_00684	Syaq.g_01354
OG0001267	Pray.g_00759	Syaq.g_00763
OG0001268	Pray.g_00817	Syaq.g_00553
OG0001269	Pray.g_00837	Syaq.g_01866
OG0001270	Pray.g_00924	Syaq.g_00504
OG0001271	Pray.g_00962	Syaq.g_00445
OG0001272	Pray.g_00976	Syaq.g_01778
OG0001273	Pray.g_01132	Syaq.g_02077
OG0001274	Pray.g_01060	Syaq.g_01303
OG0001275	Pray.g_00539	Syaq.g_02531
OG0001276	Pray.g_00559	Syaq.g_00062
OG0001278	Pray.g_00013	Syaq.g_00155
OG0001279	Pray.g_01926	Syaq.g_01867
OG0001280	Pray.g_01871	Syaq.g_00294
OG0001281	Pray.g_01865	Syaq.g_00306
OG0001282	Pray.g_01828	Syaq.g_01762
OG0001283	Pray.g_01809	Syaq.g_01175
OG0001284	Pray.g_01652	Syaq.g_01700
OG0001285	Pray.g_01533	Syaq.g_01639
OG0001286	Pray.g_01310	Syaq.g_00602
OG0001287	Pray.g_01366	Syaq.g_01030
OG0001289	Pray.g_00202	Syaq.g_01528
OG0001290	Pray.g_00189	Syaq.g_01493
OG0001291	Pray.g_00154	Syaq.g_01444
OG0001293	Pray.g_00741	Syaq.g_00736
OG0001294	Pray.g_00856	Syaq.g_02252
OG0001296	Pray.g_01000	Syaq.g_01808
OG0001297	Pray.g_01005	Syaq.g_01812
OG0001298	Pray.g_01185	Syaq.g_01967
OG0001299	Pray.g_01097	Syaq.g_02246
OG0001300	Pray.g_01070	Syaq.g_02589
OG0001301	Pray.g_01067	Syaq.g_02602
OG0001302	Pray.g_00335	Syaq.g_02115
OG0001303	Pray.g_00543	Syaq.g_02437
OG0001304	Pray.g_00569	Syaq.g_00049
OG0001305	Pray.g_00588	Syaq.g_02673
OG0001306	Pray.g_00078	Syaq.g_00267
OG0001308	Pray.g_01712	Syaq.g_00385
OG0001312	Pray.g_00492	Syaq.g_02449
OG0001314	Pray.g_00285	Syaq.g_00826
OG0001315	Pray.g_00227	Syaq.g_00581
OG0001316	Pray.g_00149	Syaq.g_01437
OG0001317	Pray.g_00715	Syaq.g_01576
OG0001318	Pray.g_00737	Syaq.g_00728
OG0001319	Pray.g_00752	Syaq.g_00751
OG0001321	Pray.g_00941	Syaq.g_00483
OG0001322	Pray.g_00942	Syaq.g_00482
OG0001323	Pray.g_01010	Syaq.g_01820
OG0001324	Pray.g_01069	Syaq.g_02590
OG0001325	Pray.g_01035	Syaq.g_00030
OG0001326	Pray.g_00425	Syaq.g_01205
OG0001327	Pray.g_00600	Syaq.g_02259
OG0001328	Pray.g_00625	Syaq.g_02280
OG0001329	Pray.g_00104	Syaq.g_02113
OG0001330	Pray.g_01896	Syaq.g_00287
OG0001331	Pray.g_01823	Syaq.g_01757
OG0001333	Pray.g_01522	Syaq.g_01622
OG0001336	Pray.g_01447	Syaq.g_01174
OG0001343	Pray.g_00434	Syaq.g_00700
OG0001345	Pray.g_00044	Syaq.g_00213
OG0001346	Pray.g_01869	Syaq.g_00298
OG0001349	Pray.g_01741	Syaq.g_00942
OG0001350	Pray.g_00718	Syaq.g_01580
OG0001351	Pray.g_00944	Syaq.g_00476
OG0001352	Pray.g_01083	Syaq.g_01904
OG0001353	Pray.g_00380	Syaq.g_02379
OG0001354	Pray.g_00521	Syaq.g_02503
OG0001355	Pray.g_01596	Syaq.g_00797
OG0001356	Pray.g_00312	Syaq.g_02555
OG0001358	Pray.g_01143	Syaq.g_02056
OG0001359	Pray.g_00435	Syaq.g_00699
OG0001360	Pray.g_00628	Syaq.g_00211
OG0001361	Pray.g_00047	Syaq.g_00216
OG0001364	Pray.g_01334	Syaq.g_00972
OG0001365	Pray.g_01414	Syaq.g_01259
OG0001369	Pray.g_00197	Syaq.g_01503
OG0001373	Pray.g_00424	Syaq.g_01206
OG0001374	Pray.g_00432	Syaq.g_01198
OG0001375	Pray.g_00433	Syaq.g_00701
OG0001378	Pray.g_00133	Syaq.g_00506
OG0001379	Pray.g_01876	Syaq.g_00289
OG0001380	Pray.g_01841	Syaq.g_01915
OG0001382	Pray.g_01611	Syaq.g_00662
OG0001385	Pray.g_00421	Syaq.g_01209
OG0001386	Pray.g_00422	Syaq.g_01208
OG0001387	Pray.g_00423	Syaq.g_01207
OG0001388	Pray.g_00426	Syaq.g_01204
OG0001389	Pray.g_00427	Syaq.g_01203
OG0001390	Pray.g_00428	Syaq.g_01202
OG0001391	Pray.g_00429	Syaq.g_01201
OG0001392	Pray.g_00430	Syaq.g_01200
OG0001393	Pray.g_00431	Syaq.g_01199
OG0001395	Pray.g_00571	Syaq.g_00045
OG0001402	Pray.g_00307	Syaq.g_02061
OG0001408	Pray.g_00611	Syaq.g_02125
OG0001409	Pray.g_00056	Syaq.g_00229
OG0001413	Pray.g_01637	Syaq.g_00139
OG0001416	Pray.g_00949	Syaq.g_00303
OG0001417	Pray.g_00959	Syaq.g_02502
OG0001418	Pray.g_01079	Syaq.g_00243
OG0001420	Pray.g_00124	Syaq.g_01833
OG0001428	Pray.g_00653	Syaq.g_01396
OG0001429	Pray.g_00338	Syaq.g_02438
OG0001430	Pray.g_01901	Syaq.g_01271
OG0001432	Pray.g_01639	Syaq.g_01862
OG0001433	Pray.g_00311	Syaq.g_00128
OG0001434	Pray.g_00472	Syaq.g_02312
OG0001439	Pray.g_00785	Syaq.g_00863
OG0001441	Pray.g_01012	Syaq.g_01822
OG0001442	Pray.g_00283	Syaq.g_02322
OG0001447	Pray.g_00163	Syaq.g_01456
OG0001448	Pray.g_00844	Syaq.g_01873
OG0001449	Pray.g_00880	Syaq.g_00698
OG0001452	Pray.g_00439	Syaq.g_00723
OG0001453	Pray.g_00533	Syaq.g_02522
OG0001454	Pray.g_00621	Syaq.g_01917
OG0001456	Pray.g_00087	Syaq.g_01196
OG0001457	Pray.g_00086	Syaq.g_01195
OG0001458	Pray.g_00085	Syaq.g_01194
OG0001460	Pray.g_00310	Syaq.g_00129
OG0001462	Pray.g_01496	Syaq.g_01108
OG0001465	Pray.g_01061	Syaq.g_02704
OG0001467	Pray.g_00327	Syaq.g_00354
OG0001471	Pray.g_01636	Syaq.g_00859
OG0001473	Pray.g_01383	Syaq.g_02134
OG0001474	Pray.g_00818	Syaq.g_00552
OG0001475	Pray.g_01795	Syaq.g_00905
OG0001479	Pray.g_00815	Syaq.g_00555
OG0001480	Pray.g_00846	Syaq.g_02121
OG0001482	Pray.g_00947	Syaq.g_02512
OG0001486	Pray.g_00066	Syaq.g_00251
OG0001492	Pray.g_00016	Syaq.g_00158
OG0001493	Pray.g_00008	Syaq.g_00150
OG0001502	Pray.g_00318	Syaq.g_02407
OG0001505	Pray.g_01796	Syaq.g_00934
OG0001508	Pray.g_01807	Syaq.g_00902
OG0001520	Pray.g_00872	Syaq.g_01953
OG0001525	Pray.g_01620	Syaq.g_02129
OG0001546	Pray.g_01015	Syaq.g_01825
OG0001547	Pray.g_00320	Syaq.g_02422
OG0001549	Pray.g_00407	Syaq.g_02416
OG0001551	Pray.g_00088	Syaq.g_02572
OG0001553	Pray.g_01725	Syaq.g_00368
OG0001554	Pray.g_01630	Syaq.g_01266
OG0001557	Pray.g_00468	Syaq.g_02308
OG0001564	Pray.g_01767	Syaq.g_02158
OG0001565	Pray.g_00909	Syaq.g_02120
OG0001567	Pray.g_00319	Syaq.g_02421
OG0001568	Pray.g_00321	Syaq.g_02424
OG0001570	Pray.g_00121	Syaq.g_02417
OG0001602	Pray.g_01062	Syaq.g_02705
OG0001605	Pray.g_00552	Syaq.g_01892
OG0001613	Pray.g_01326	Syaq.g_00582
OG0001627	Pray.g_00297	Syaq.g_01735
OG0001666	Pray.g_01913	Syaq.g_02653
OG0001709	Pray.g_01742	Syaq.g_00943
OG0001726	Pray.g_00898	Syaq.g_02419
OG0002029	Pray.g_01914	Syaq.g_02609, Syaq.g_02652
OG0002112	Pray.g_00892	Syaq.g_00850
OG0002157	Pray.g_00893	Syaq.g_00851
OG0002158	Pray.g_00891	Syaq.g_00849
OG0002349	Pray.g_01514	Syaq.g_01615
