Orthogroup	Pray	Syal
OG0001173	Pray.g_01238	Syal.g_00199
OG0001174	Pray.g_01246	Syal.g_00207
OG0001175	Pray.g_01247	Syal.g_00208
OG0001176	Pray.g_01254	Syal.g_00226
OG0001177	Pray.g_01257	Syal.g_00224
OG0001178	Pray.g_01262	Syal.g_00592
OG0001179	Pray.g_01290	Syal.g_00256
OG0001180	Pray.g_01312	Syal.g_00282
OG0001182	Pray.g_01323	Syal.g_00295
OG0001183	Pray.g_01328	Syal.g_00302
OG0001184	Pray.g_01344	Syal.g_01359
OG0001185	Pray.g_01358	Syal.g_01453
OG0001186	Pray.g_01382	Syal.g_00179
OG0001187	Pray.g_01386	Syal.g_00175
OG0001188	Pray.g_01389	Syal.g_00172
OG0001189	Pray.g_01406	Syal.g_00152
OG0001190	Pray.g_01410	Syal.g_01067
OG0001191	Pray.g_01420	Syal.g_01083
OG0001192	Pray.g_01425	Syal.g_01090
OG0001193	Pray.g_01435	Syal.g_01128
OG0001194	Pray.g_01436	Syal.g_01130
OG0001195	Pray.g_01437	Syal.g_01131
OG0001196	Pray.g_01450	Syal.g_00078
OG0001197	Pray.g_01451	Syal.g_00080
OG0001198	Pray.g_01458	Syal.g_00093
OG0001199	Pray.g_00215	Syal.g_00757
OG0001200	Pray.g_00213	Syal.g_00759
OG0001201	Pray.g_00181	Syal.g_00821
OG0001202	Pray.g_00680	Syal.g_00956
OG0001203	Pray.g_00719	Syal.g_00683
OG0001204	Pray.g_00724	Syal.g_01201
OG0001205	Pray.g_00935	Syal.g_00515
OG0001206	Pray.g_00952	Syal.g_00490
OG0001207	Pray.g_00967	Syal.g_02889
OG0001208	Pray.g_00972	Syal.g_02899
OG0001209	Pray.g_01226	Syal.g_02835
OG0001210	Pray.g_01221	Syal.g_02827
OG0001211	Pray.g_01211	Syal.g_02811
OG0001212	Pray.g_01167	Syal.g_02754
OG0001213	Pray.g_01134	Syal.g_02701
OG0001214	Pray.g_01126	Syal.g_02634
OG0001215	Pray.g_01073	Syal.g_01786
OG0001216	Pray.g_01038	Syal.g_01861
OG0001217	Pray.g_00293	Syal.g_02067
OG0001218	Pray.g_00300	Syal.g_00429
OG0001219	Pray.g_00337	Syal.g_02036
OG0001220	Pray.g_00400	Syal.g_02494
OG0001221	Pray.g_00463	Syal.g_02258
OG0001222	Pray.g_00503	Syal.g_02006
OG0001223	Pray.g_00529	Syal.g_01960
OG0001224	Pray.g_00580	Syal.g_01827
OG0001225	Pray.g_00582	Syal.g_01825
OG0001226	Pray.g_00608	Syal.g_00767
OG0001227	Pray.g_00626	Syal.g_01575
OG0001228	Pray.g_00018	Syal.g_02451
OG0001229	Pray.g_01831	Syal.g_01801
OG0001230	Pray.g_01730	Syal.g_00029
OG0001231	Pray.g_01625	Syal.g_00114
OG0001232	Pray.g_01536	Syal.g_00622
OG0001233	Pray.g_01516	Syal.g_00645
OG0001234	Pray.g_01249	Syal.g_00212
OG0001236	Pray.g_01341	Syal.g_01352
OG0001237	Pray.g_01345	Syal.g_01362
OG0001238	Pray.g_01421	Syal.g_01085
OG0001239	Pray.g_00218	Syal.g_00754
OG0001240	Pray.g_00196	Syal.g_00804
OG0001241	Pray.g_00188	Syal.g_00814
OG0001242	Pray.g_00170	Syal.g_00844
OG0001243	Pray.g_00164	Syal.g_00852
OG0001244	Pray.g_00148	Syal.g_00882
OG0001245	Pray.g_00858	Syal.g_02522
OG0001246	Pray.g_00995	Syal.g_02927
OG0001247	Pray.g_01080	Syal.g_01126
OG0001248	Pray.g_01078	Syal.g_01778
OG0001249	Pray.g_00326	Syal.g_00337
OG0001250	Pray.g_00389	Syal.g_02469
OG0001251	Pray.g_00437	Syal.g_02576
OG0001252	Pray.g_00575	Syal.g_01834
OG0001253	Pray.g_00627	Syal.g_02521
OG0001254	Pray.g_00095	Syal.g_02507
OG0001255	Pray.g_00080	Syal.g_02609
OG0001256	Pray.g_01632	Syal.g_00571
OG0001257	Pray.g_01626	Syal.g_02262
OG0001258	Pray.g_01562	Syal.g_00582
OG0001259	Pray.g_01518	Syal.g_00643
OG0001260	Pray.g_01502	Syal.g_00665
OG0001261	Pray.g_01298	Syal.g_00265
OG0001262	Pray.g_01404	Syal.g_00154
OG0001263	Pray.g_00161	Syal.g_00856
OG0001264	Pray.g_00245, Pray.g_01501	Syal.g_00191
OG0001265	Pray.g_00171	Syal.g_00842
OG0001266	Pray.g_00684	Syal.g_00960
OG0001267	Pray.g_00759	Syal.g_01263
OG0001268	Pray.g_00817	Syal.g_00353
OG0001269	Pray.g_00837	Syal.g_02567
OG0001270	Pray.g_00924	Syal.g_00528
OG0001271	Pray.g_00962	Syal.g_00466
OG0001272	Pray.g_00976	Syal.g_02903
OG0001273	Pray.g_01132	Syal.g_02641
OG0001274	Pray.g_01060	Syal.g_01007
OG0001275	Pray.g_00539	Syal.g_01932
OG0001276	Pray.g_00559	Syal.g_01914
OG0001277	Pray.g_00616	Syal.g_02963
OG0001278	Pray.g_00013	Syal.g_01766
OG0001279	Pray.g_01926	Syal.g_02565
OG0001280	Pray.g_01871	Syal.g_01604
OG0001281	Pray.g_01865	Syal.g_01592
OG0001282	Pray.g_01828	Syal.g_02887
OG0001283	Pray.g_01809	Syal.g_01179
OG0001284	Pray.g_01652	Syal.g_03007
OG0001285	Pray.g_01533	Syal.g_00625
OG0001286	Pray.g_01310	Syal.g_00280
OG0001287	Pray.g_01366	Syal.g_01461
OG0001288	Pray.g_01375	Syal.g_01513
OG0001289	Pray.g_00202	Syal.g_00781
OG0001290	Pray.g_00189	Syal.g_00813
OG0001291	Pray.g_00154	Syal.g_00866
OG0001292	Pray.g_00729	Syal.g_01206
OG0001293	Pray.g_00741	Syal.g_01236
OG0001294	Pray.g_00856	Syal.g_02207
OG0001295	Pray.g_00957	Syal.g_01828
OG0001296	Pray.g_01000	Syal.g_02933
OG0001298	Pray.g_01185	Syal.g_02777
OG0001299	Pray.g_01097	Syal.g_02200
OG0001300	Pray.g_01070	Syal.g_01795
OG0001301	Pray.g_01067	Syal.g_01941, Syal.g_01810
OG0001302	Pray.g_00335	Syal.g_02607
OG0001303	Pray.g_00543	Syal.g_02033
OG0001304	Pray.g_00569	Syal.g_01899
OG0001305	Pray.g_00588	Syal.g_01817
OG0001306	Pray.g_00078	Syal.g_01626
OG0001307	Pray.g_01846	Syal.g_02195
OG0001308	Pray.g_01712	Syal.g_00392
OG0001309	Pray.g_01628	Syal.g_02943
OG0001310	Pray.g_01547	Syal.g_00605
OG0001311	Pray.g_00561	Syal.g_01912
OG0001312	Pray.g_00492	Syal.g_02024
OG0001315	Pray.g_00227	Syal.g_00300
OG0001316	Pray.g_00149	Syal.g_00872
OG0001317	Pray.g_00715	Syal.g_00687
OG0001318	Pray.g_00737	Syal.g_01228
OG0001319	Pray.g_00752	Syal.g_01252
OG0001321	Pray.g_00941	Syal.g_00508
OG0001322	Pray.g_00942	Syal.g_00507
OG0001323	Pray.g_01010	Syal.g_02946
OG0001324	Pray.g_01069	Syal.g_01796
OG0001325	Pray.g_01035	Syal.g_01865
OG0001326	Pray.g_00425	Syal.g_01138
OG0001327	Pray.g_00600	Syal.g_02296
OG0001328	Pray.g_00625	Syal.g_02266
OG0001329	Pray.g_00104	Syal.g_01188
OG0001330	Pray.g_01896	Syal.g_01611
OG0001332	Pray.g_01679	Syal.g_02965
OG0001333	Pray.g_01522	Syal.g_00639
OG0001334	Pray.g_01331	Syal.g_00311
OG0001335	Pray.g_01332	Syal.g_00312
OG0001336	Pray.g_01447	Syal.g_01180
OG0001339	Pray.g_00186	Syal.g_00816
OG0001340	Pray.g_00806	Syal.g_00328
OG0001341	Pray.g_00291	Syal.g_02538
OG0001343	Pray.g_00434	Syal.g_01190
OG0001344	Pray.g_00059	Syal.g_01658
OG0001345	Pray.g_00044	Syal.g_01694
OG0001346	Pray.g_01869	Syal.g_01600
OG0001349	Pray.g_01741	Syal.g_01426
OG0001351	Pray.g_00944	Syal.g_00501
OG0001353	Pray.g_00380	Syal.g_02457
OG0001354	Pray.g_00521	Syal.g_01973
OG0001358	Pray.g_01143	Syal.g_02715
OG0001359	Pray.g_00435	Syal.g_01189
OG0001360	Pray.g_00628	Syal.g_01696
OG0001361	Pray.g_00047	Syal.g_01691
OG0001362	Pray.g_01708	Syal.g_00397
OG0001363	Pray.g_01706	Syal.g_00399
OG0001364	Pray.g_01334	Syal.g_01342
OG0001365	Pray.g_01414	Syal.g_01072
OG0001369	Pray.g_00197	Syal.g_00803
OG0001373	Pray.g_00424	Syal.g_01137
OG0001374	Pray.g_00432	Syal.g_01145
OG0001375	Pray.g_00433	Syal.g_01191
OG0001376	Pray.g_00594	Syal.g_01095
OG0001377	Pray.g_00595	Syal.g_01094
OG0001378	Pray.g_00133	Syal.g_00529
OG0001379	Pray.g_01876	Syal.g_01609
OG0001382	Pray.g_01611	Syal.g_00220
OG0001385	Pray.g_00421	Syal.g_01134
OG0001386	Pray.g_00422	Syal.g_01135
OG0001387	Pray.g_00423	Syal.g_01136
OG0001388	Pray.g_00426	Syal.g_01139
OG0001389	Pray.g_00427	Syal.g_01140
OG0001390	Pray.g_00428	Syal.g_01141
OG0001391	Pray.g_00429	Syal.g_01142
OG0001392	Pray.g_00430	Syal.g_01143
OG0001393	Pray.g_00431	Syal.g_01144
OG0001395	Pray.g_00571	Syal.g_02432
OG0001397	Pray.g_01707	Syal.g_00398
OG0001398	Pray.g_01599	Syal.g_00774
OG0001399	Pray.g_01251	Syal.g_00434
OG0001402	Pray.g_00307	Syal.g_02711
OG0001404	Pray.g_00221	Syal.g_00750
OG0001405	Pray.g_00804	Syal.g_00314
OG0001406	Pray.g_00593	Syal.g_01096
OG0001407	Pray.g_00606	Syal.g_01774
OG0001408	Pray.g_00611	Syal.g_02589
OG0001409	Pray.g_00056	Syal.g_01671
OG0001410	Pray.g_01845	Syal.g_02194
OG0001411	Pray.g_01784	Syal.g_01399
OG0001413	Pray.g_01637	Syal.g_02570
OG0001416	Pray.g_00949	Syal.g_01595
OG0001417	Pray.g_00959	Syal.g_01974
OG0001419	Pray.g_00607	Syal.g_01775
OG0001420	Pray.g_00124	Syal.g_02955
OG0001423	Pray.g_01751	Syal.g_00726
OG0001425	Pray.g_01424	Syal.g_01089
OG0001428	Pray.g_00653	Syal.g_00915
OG0001430	Pray.g_01901	Syal.g_01055
OG0001432	Pray.g_01639	Syal.g_02578
OG0001433	Pray.g_00311	Syal.g_02212
OG0001434	Pray.g_00472	Syal.g_02245
OG0001439	Pray.g_00785	Syal.g_01306
OG0001442	Pray.g_00283	Syal.g_02234
OG0001447	Pray.g_00163	Syal.g_00853
OG0001448	Pray.g_00844	Syal.g_02552
OG0001449	Pray.g_00880	Syal.g_01198
OG0001452	Pray.g_00439	Syal.g_01223
OG0001454	Pray.g_00621	Syal.g_02566
OG0001456	Pray.g_00087	Syal.g_01146
OG0001457	Pray.g_00086	Syal.g_01147
OG0001458	Pray.g_00085	Syal.g_01148
OG0001459	Pray.g_01912	Syal.g_01493, Syal.g_02104
OG0001460	Pray.g_00310	Syal.g_02211
OG0001462	Pray.g_01496	Syal.g_00138
OG0001471	Pray.g_01636	Syal.g_01301
OG0001473	Pray.g_01383	Syal.g_02571
OG0001474	Pray.g_00818	Syal.g_00354
OG0001475	Pray.g_01795	Syal.g_00184
OG0001479	Pray.g_00815	Syal.g_00351
OG0001480	Pray.g_00846	Syal.g_02599
OG0001481	Pray.g_00851	Syal.g_00504
OG0001482	Pray.g_00947	Syal.g_01964
OG0001486	Pray.g_00066	Syal.g_01651
OG0001492	Pray.g_00016	Syal.g_01769
OG0001493	Pray.g_00008	Syal.g_01760
OG0001499	Pray.g_00228	Syal.g_00086
OG0001502	Pray.g_00318	Syal.g_02489
OG0001504	Pray.g_01911	Syal.g_02103, Syal.g_01492
OG0001507	Pray.g_01584	Syal.g_02094
OG0001508	Pray.g_01807	Syal.g_00180
OG0001520	Pray.g_00872	Syal.g_02790
OG0001525	Pray.g_01620	Syal.g_02585
OG0001546	Pray.g_01015	Syal.g_02950
OG0001547	Pray.g_00320	Syal.g_02050
OG0001551	Pray.g_00088	Syal.g_01781
OG0001554	Pray.g_01630	Syal.g_01065
OG0001555	Pray.g_01615	Syal.g_02484
OG0001557	Pray.g_00468	Syal.g_02249
OG0001565	Pray.g_00909	Syal.g_02600
OG0001567	Pray.g_00319	Syal.g_02051
OG0001568	Pray.g_00321	Syal.g_02049
OG0001570	Pray.g_00121	Syal.g_02053
OG0001582	Pray.g_00958	Syal.g_02644
OG0001585	Pray.g_01922	Syal.g_00712
OG0001635	Pray.g_01577	Syal.g_01517
OG0001666	Pray.g_01913	Syal.g_01491, Syal.g_02102, Syal.g_02073
OG0001667	Pray.g_01893	Syal.g_02863
OG0001704	Pray.g_00230, Pray.g_00229	Syal.g_01020
OG0001712	Pray.g_00901	Syal.g_02524
OG0001719	Pray.g_00869	Syal.g_01472
OG0001726	Pray.g_00898	Syal.g_00536
OG0001744	Pray.g_01884	Syal.g_00735
OG0001745	Pray.g_01640	Syal.g_02530
OG0002029	Pray.g_01914	Syal.g_00704
OG0002032	Pray.g_01423	Syal.g_02367
OG0002098	Pray.g_01780	Syal.g_01386
OG0002112	Pray.g_00892	Syal.g_01292
OG0002157	Pray.g_00893	Syal.g_01293
OG0002158	Pray.g_00891	Syal.g_01291
OG0002560	Pray.g_00874	Syal.g_02077
OG0003059	Pray.g_01053	Syal.g_01388
