Orthogroup	Pray	Prbg
OG0001120	Pray.g_00528	Prbg.g_01304
OG0001122	Pray.g_00556	Prbg.g_01324
OG0001123	Pray.g_00560	Prbg.g_01330
OG0001124	Pray.g_00562	Prbg.g_01332
OG0001125	Pray.g_00563	Prbg.g_01334
OG0001126	Pray.g_00573	Prbg.g_01245
OG0001127	Pray.g_00574	Prbg.g_01244
OG0001128	Pray.g_00576	Prbg.g_01242
OG0001129	Pray.g_00577	Prbg.g_01241
OG0001130	Pray.g_00578	Prbg.g_01240
OG0001131	Pray.g_00614	Prbg.g_00141
OG0001132	Pray.g_00623	Prbg.g_00022
OG0001133	Pray.g_00112	Prbg.g_00528
OG0001134	Pray.g_00097	Prbg.g_00749
OG0001135	Pray.g_00094	Prbg.g_00752
OG0001136	Pray.g_00067	Prbg.g_01489
OG0001137	Pray.g_00055	Prbg.g_01477
OG0001138	Pray.g_00037	Prbg.g_01456
OG0001139	Pray.g_00036	Prbg.g_01454
OG0001140	Pray.g_00035	Prbg.g_01453
OG0001141	Pray.g_00034	Prbg.g_01452
OG0001142	Pray.g_00033	Prbg.g_01451
OG0001143	Pray.g_00026	Prbg.g_01444
OG0001144	Pray.g_00021	Prbg.g_01439
OG0001145	Pray.g_01878	Prbg.g_00469
OG0001146	Pray.g_01866	Prbg.g_00481
OG0001147	Pray.g_01843	Prbg.g_00501
OG0001148	Pray.g_01827	Prbg.g_00531
OG0001149	Pray.g_01826	Prbg.g_00532
OG0001150	Pray.g_01825	Prbg.g_00533
OG0001151	Pray.g_01814	Prbg.g_00544
OG0001152	Pray.g_01813	Prbg.g_00545
OG0001153	Pray.g_01690	Prbg.g_00623
OG0001154	Pray.g_01689	Prbg.g_00624
OG0001155	Pray.g_01677	Prbg.g_00641
OG0001156	Pray.g_01674	Prbg.g_00644
OG0001157	Pray.g_01673	Prbg.g_00645
OG0001158	Pray.g_01672	Prbg.g_00646
OG0001159	Pray.g_01671	Prbg.g_00647
OG0001160	Pray.g_01647	Prbg.g_00673
OG0001161	Pray.g_01634	Prbg.g_01593
OG0001162	Pray.g_01623	Prbg.g_00726
OG0001163	Pray.g_01567	Prbg.g_01641
OG0001164	Pray.g_01563	Prbg.g_01645
OG0001165	Pray.g_01560	Prbg.g_01648
OG0001166	Pray.g_01540	Prbg.g_01669
OG0001167	Pray.g_01523	Prbg.g_01686
OG0001168	Pray.g_01521	Prbg.g_01688
OG0001169	Pray.g_01519	Prbg.g_01690
OG0001170	Pray.g_01517	Prbg.g_01692
OG0001171	Pray.g_01508	Prbg.g_01702
OG0001172	Pray.g_01237	Prbg.g_01718
OG0001173	Pray.g_01238	Prbg.g_01719
OG0001174	Pray.g_01246	Prbg.g_01727
OG0001175	Pray.g_01247	Prbg.g_01728
OG0001176	Pray.g_01254	Prbg.g_01736
OG0001177	Pray.g_01257	Prbg.g_01738
OG0001178	Pray.g_01262	Prbg.g_01655
OG0001179	Pray.g_01290	Prbg.g_01768
OG0001180	Pray.g_01312	Prbg.g_01791
OG0001181	Pray.g_01316	Prbg.g_01795
OG0001182	Pray.g_01323	Prbg.g_01803
OG0001183	Pray.g_01328	Prbg.g_01808
OG0001184	Pray.g_01344	Prbg.g_01826
OG0001185	Pray.g_01358	Prbg.g_01842
OG0001186	Pray.g_01382	Prbg.g_01866
OG0001187	Pray.g_01386	Prbg.g_01869
OG0001188	Pray.g_01389	Prbg.g_01871
OG0001189	Pray.g_01406	Prbg.g_01888
OG0001190	Pray.g_01410	Prbg.g_01893
OG0001191	Pray.g_01420	Prbg.g_01903
OG0001192	Pray.g_01425	Prbg.g_01908
OG0001193	Pray.g_01435	Prbg.g_01920
OG0001194	Pray.g_01436	Prbg.g_01921
OG0001195	Pray.g_01437	Prbg.g_01922
OG0001196	Pray.g_01450	Prbg.g_01938
OG0001197	Pray.g_01451	Prbg.g_01940
OG0001198	Pray.g_01458	Prbg.g_00764
OG0001199	Pray.g_00215	Prbg.g_00795
OG0001200	Pray.g_00213	Prbg.g_00793
OG0001201	Pray.g_00181	Prbg.g_00880
OG0001202	Pray.g_00680	Prbg.g_00978
OG0001203	Pray.g_00719	Prbg.g_01020
OG0001204	Pray.g_00724	Prbg.g_01026
OG0001205	Pray.g_00935	Prbg.g_00165
OG0001206	Pray.g_00952	Prbg.g_00185
OG0001207	Pray.g_00967	Prbg.g_00196
OG0001208	Pray.g_00972	Prbg.g_00201
OG0001209	Pray.g_01226	Prbg.g_00252
OG0001210	Pray.g_01221	Prbg.g_00257
OG0001211	Pray.g_01211	Prbg.g_00268
OG0001212	Pray.g_01167	Prbg.g_00315
OG0001213	Pray.g_01134	Prbg.g_00350
OG0001214	Pray.g_01126	Prbg.g_01420
OG0001215	Pray.g_01073	Prbg.g_01132
OG0001216	Pray.g_01038	Prbg.g_01153
OG0001217	Pray.g_00293	Prbg.g_00006
OG0001218	Pray.g_00300	Prbg.g_01549
OG0001219	Pray.g_00337	Prbg.g_01258
OG0001220	Pray.g_00400	Prbg.g_01215
OG0001221	Pray.g_00463	Prbg.g_01095
OG0001222	Pray.g_00503	Prbg.g_01337
OG0001223	Pray.g_00529	Prbg.g_01305
OG0001224	Pray.g_00580	Prbg.g_01238
OG0001225	Pray.g_00582	Prbg.g_01236
OG0001226	Pray.g_00608	Prbg.g_00358
OG0001227	Pray.g_00626	Prbg.g_01534
OG0001228	Pray.g_00018	Prbg.g_01436
OG0001229	Pray.g_01831	Prbg.g_01548
OG0001230	Pray.g_01730	Prbg.g_00584
OG0001231	Pray.g_01625	Prbg.g_00142
OG0001232	Pray.g_01536	Prbg.g_01673
OG0001233	Pray.g_01516	Prbg.g_01693
OG0001234	Pray.g_01249	Prbg.g_01730
OG0001235	Pray.g_01259	Prbg.g_01734
OG0001236	Pray.g_01341	Prbg.g_01823
OG0001237	Pray.g_01345	Prbg.g_01827
OG0001238	Pray.g_01421	Prbg.g_01904
OG0001239	Pray.g_00218	Prbg.g_00798
OG0001240	Pray.g_00196	Prbg.g_00863
OG0001241	Pray.g_00188	Prbg.g_00873
OG0001242	Pray.g_00170	Prbg.g_00893
OG0001243	Pray.g_00164	Prbg.g_00900
OG0001244	Pray.g_00148	Prbg.g_00915
OG0001245	Pray.g_00858	Prbg.g_01525
OG0001247	Pray.g_01080	Prbg.g_01125
OG0001248	Pray.g_01078	Prbg.g_01127
OG0001249	Pray.g_00326	Prbg.g_00114
OG0001250	Pray.g_00389	Prbg.g_01202
OG0001251	Pray.g_00437	Prbg.g_01063
OG0001252	Pray.g_00575	Prbg.g_01243
OG0001253	Pray.g_00627	Prbg.g_00361
OG0001254	Pray.g_00095	Prbg.g_00751
OG0001255	Pray.g_00080	Prbg.g_01504
OG0001256	Pray.g_01632	Prbg.g_00680
OG0001258	Pray.g_01562	Prbg.g_01646
OG0001259	Pray.g_01518	Prbg.g_01691
OG0001260	Pray.g_01502	Prbg.g_01708
OG0001261	Pray.g_01298	Prbg.g_01776
OG0001262	Pray.g_01404	Prbg.g_01886
OG0001263	Pray.g_00161	Prbg.g_00902
OG0001265	Pray.g_00171	Prbg.g_00892
OG0001266	Pray.g_00684	Prbg.g_00982
OG0001267	Pray.g_00759	Prbg.g_00059
OG0001268	Pray.g_00817	Prbg.g_00122
OG0001269	Pray.g_00837	Prbg.g_01214
OG0001270	Pray.g_00924	Prbg.g_00154
OG0001271	Pray.g_00962	Prbg.g_00191
OG0001272	Pray.g_00976	Prbg.g_00205
OG0001273	Pray.g_01132	Prbg.g_01426
OG0001274	Pray.g_01060	Prbg.g_01006
OG0001275	Pray.g_00539	Prbg.g_01315
OG0001276	Pray.g_00559	Prbg.g_01329
OG0001277	Pray.g_00616	Prbg.g_01926
OG0001278	Pray.g_00013	Prbg.g_01432
OG0001279	Pray.g_01926	Prbg.g_00407
OG0001280	Pray.g_01871	Prbg.g_00476
OG0001281	Pray.g_01865	Prbg.g_00482
OG0001282	Pray.g_01828	Prbg.g_00530
OG0001283	Pray.g_01809	Prbg.g_01935
OG0001284	Pray.g_01652	Prbg.g_00666
OG0001285	Pray.g_01533	Prbg.g_01676
OG0001286	Pray.g_01310	Prbg.g_01789
OG0001287	Pray.g_01366	Prbg.g_01849
OG0001288	Pray.g_01375	Prbg.g_01859
OG0001289	Pray.g_00202	Prbg.g_00783
OG0001290	Pray.g_00189	Prbg.g_00872
OG0001291	Pray.g_00154	Prbg.g_00910
OG0001292	Pray.g_00729	Prbg.g_01031
OG0001293	Pray.g_00741	Prbg.g_01044
OG0001295	Pray.g_00957	Prbg.g_00714
OG0001296	Pray.g_01000	Prbg.g_00228
OG0001297	Pray.g_01005	Prbg.g_00233
OG0001298	Pray.g_01185	Prbg.g_00295
OG0001299	Pray.g_01097	Prbg.g_01389
OG0001300	Pray.g_01070	Prbg.g_01136
OG0001301	Pray.g_01067	Prbg.g_01141
OG0001302	Pray.g_00335	Prbg.g_01254
OG0001303	Pray.g_00543	Prbg.g_01612
OG0001304	Pray.g_00569	Prbg.g_01342
OG0001305	Pray.g_00588	Prbg.g_01230
OG0001306	Pray.g_00078	Prbg.g_01501
OG0001307	Pray.g_01846	Prbg.g_00504
OG0001308	Pray.g_01712	Prbg.g_00601
OG0001309	Pray.g_01628	Prbg.g_00708
OG0001310	Pray.g_01547	Prbg.g_01663
OG0001311	Pray.g_00561	Prbg.g_01331
OG0001312	Pray.g_00492	Prbg.g_01267
OG0001314	Pray.g_00285	Prbg.g_00439
OG0001315	Pray.g_00227	Prbg.g_01539
OG0001316	Pray.g_00149	Prbg.g_00914
OG0001317	Pray.g_00715	Prbg.g_01016
OG0001318	Pray.g_00737	Prbg.g_01040
OG0001319	Pray.g_00752	Prbg.g_00052
OG0001320	Pray.g_00860	Prbg.g_01578, Prbg.g_01611
OG0001321	Pray.g_00941	Prbg.g_00171
OG0001322	Pray.g_00942	Prbg.g_00172
OG0001323	Pray.g_01010	Prbg.g_00238
OG0001324	Pray.g_01069	Prbg.g_01137
OG0001325	Pray.g_01035	Prbg.g_01372
OG0001327	Pray.g_00600	Prbg.g_01072
OG0001328	Pray.g_00625	Prbg.g_00458
OG0001329	Pray.g_00104	Prbg.g_01609
OG0001330	Pray.g_01896	Prbg.g_00697
OG0001331	Pray.g_01823	Prbg.g_00535
OG0001332	Pray.g_01679	Prbg.g_00637
OG0001333	Pray.g_01522	Prbg.g_01687
OG0001334	Pray.g_01331	Prbg.g_01811
OG0001335	Pray.g_01332	Prbg.g_01812
OG0001339	Pray.g_00186	Prbg.g_00875
OG0001340	Pray.g_00806	Prbg.g_00110
OG0001341	Pray.g_00291	Prbg.g_01541
OG0001342	Pray.g_00330	Prbg.g_01632
OG0001343	Pray.g_00434	Prbg.g_01060
OG0001344	Pray.g_00059	Prbg.g_01482
OG0001345	Pray.g_00044	Prbg.g_01466
OG0001346	Pray.g_01869	Prbg.g_00478
OG0001349	Pray.g_01741	Prbg.g_00553
OG0001350	Pray.g_00718	Prbg.g_01019
OG0001351	Pray.g_00944	Prbg.g_00177
OG0001352	Pray.g_01083	Prbg.g_01121
OG0001353	Pray.g_00380	Prbg.g_01192
OG0001354	Pray.g_00521	Prbg.g_01297
OG0001355	Pray.g_01596	Prbg.g_01351
OG0001356	Pray.g_00312	Prbg.g_01638
OG0001359	Pray.g_00435	Prbg.g_01061
OG0001362	Pray.g_01708	Prbg.g_00605
OG0001363	Pray.g_01706	Prbg.g_00607
OG0001364	Pray.g_01334	Prbg.g_01814
OG0001365	Pray.g_01414	Prbg.g_01897
OG0001369	Pray.g_00197	Prbg.g_00862
OG0001371	Pray.g_01084	Prbg.g_01120
OG0001372	Pray.g_00299	Prbg.g_00359
OG0001375	Pray.g_00433	Prbg.g_01059
OG0001379	Pray.g_01876	Prbg.g_00471
OG0001380	Pray.g_01841	Prbg.g_01551
OG0001381	Pray.g_01835	Prbg.g_01511
OG0001382	Pray.g_01611	Prbg.g_01554
OG0001397	Pray.g_01707	Prbg.g_00606
OG0001398	Pray.g_01599	Prbg.g_00737
OG0001402	Pray.g_00307	Prbg.g_00344
OG0001403	Pray.g_01492	Prbg.g_00843
OG0001404	Pray.g_00221	Prbg.g_00801
OG0001407	Pray.g_00606	Prbg.g_01558
OG0001409	Pray.g_00056	Prbg.g_01478
OG0001410	Pray.g_01845	Prbg.g_00503
OG0001411	Pray.g_01784	Prbg.g_00808
OG0001414	Pray.g_00710	Prbg.g_01011
OG0001415	Pray.g_00712	Prbg.g_01013
OG0001418	Pray.g_01079	Prbg.g_01126
OG0001419	Pray.g_00607	Prbg.g_01557
OG0001421	Pray.g_01631	Prbg.g_00681
OG0001422	Pray.g_01606	Prbg.g_01561
OG0001423	Pray.g_01751	Prbg.g_00429
OG0001424	Pray.g_00622, Pray.g_00438	Prbg.g_00025
OG0001425	Pray.g_01424	Prbg.g_01907
OG0001428	Pray.g_00653	Prbg.g_00950
OG0001429	Pray.g_00338	Prbg.g_01259
OG0001430	Pray.g_01901	Prbg.g_01550
OG0001431	Pray.g_01898	Prbg.g_01532, Prbg.g_00722
OG0001433	Pray.g_00311	Prbg.g_01637
OG0001434	Pray.g_00472	Prbg.g_01104
OG0001437	Pray.g_00711	Prbg.g_01012
OG0001440	Pray.g_00910	Prbg.g_01614, Prbg.g_01608
OG0001446	Pray.g_00210	Prbg.g_00017
OG0001448	Pray.g_00844	Prbg.g_00175
OG0001450	Pray.g_01076	Prbg.g_01129
OG0001451	Pray.g_00409	Prbg.g_01226
OG0001455	Pray.g_00110	Prbg.g_01542
OG0001460	Pray.g_00310	Prbg.g_01636
OG0001463	Pray.g_00765	Prbg.g_00066
OG0001464	Pray.g_00807	Prbg.g_00111
OG0001465	Pray.g_01061	Prbg.g_01148
OG0001467	Pray.g_00327	Prbg.g_00524
OG0001468	Pray.g_00598	Prbg.g_01051
OG0001472	Pray.g_01629	Prbg.g_00367
OG0001481	Pray.g_00851	Prbg.g_00457
OG0001483	Pray.g_01575	Prbg.g_01566
OG0001485	Pray.g_01595	Prbg.g_00414
OG0001486	Pray.g_00066	Prbg.g_01488
OG0001491	Pray.g_00333	Prbg.g_01251
OG0001500	Pray.g_00743	Prbg.g_01046
OG0001501	Pray.g_01058	Prbg.g_01070
OG0001503	Pray.g_00090	Prbg.g_00011
OG0001505	Pray.g_01796	Prbg.g_00039
OG0001506	Pray.g_01681	Prbg.g_00635
OG0001521	Pray.g_00292	Prbg.g_01249
OG0001522	Pray.g_00381	Prbg.g_01193
OG0001523	Pray.g_00093	Prbg.g_00754
OG0001524	Pray.g_00092	Prbg.g_00755
OG0001525	Pray.g_01620	Prbg.g_01615
OG0001526	Pray.g_01232	Prbg.g_00813
OG0001549	Pray.g_00407	Prbg.g_01224
OG0001550	Pray.g_00107	Prbg.g_00007
OG0001552	Pray.g_00248	Prbg.g_00684
OG0001557	Pray.g_00468	Prbg.g_01100
OG0001564	Pray.g_01767	Prbg.g_00814
OG0001565	Pray.g_00909	Prbg.g_00432
OG0001566	Pray.g_01087	Prbg.g_01117
OG0001569	Pray.g_00633	Prbg.g_00442
OG0001571	Pray.g_00114	Prbg.g_00404
OG0001581	Pray.g_00145	Prbg.g_00496
OG0001583	Pray.g_00332	Prbg.g_01250
OG0001584	Pray.g_00484	Prbg.g_01379
OG0001587	Pray.g_01230	Prbg.g_01710
OG0001595	Pray.g_00222	Prbg.g_00803
OG0001596	Pray.g_00214	Prbg.g_00794
OG0001597	Pray.g_00839	Prbg.g_00632
OG0001599	Pray.g_00950	Prbg.g_00183
OG0001600	Pray.g_01002	Prbg.g_00230
OG0001601	Pray.g_01089	Prbg.g_01115
OG0001603	Pray.g_00334	Prbg.g_01253
OG0001604	Pray.g_00460	Prbg.g_01092
OG0001605	Pray.g_00552	Prbg.g_00012
OG0001606	Pray.g_00613	Prbg.g_00002
OG0001607	Pray.g_00091	Prbg.g_00416
OG0001608	Pray.g_01838	Prbg.g_01345
OG0001609	Pray.g_01683	Prbg.g_00633
OG0001610	Pray.g_01680	Prbg.g_00636
OG0001611	Pray.g_01617	Prbg.g_01571
OG0001626	Pray.g_00290	Prbg.g_00421
OG0001628	Pray.g_00302	Prbg.g_00357
OG0001629	Pray.g_00303	Prbg.g_00395
OG0001630	Pray.g_00441	Prbg.g_01068
OG0001631	Pray.g_00603	Prbg.g_00412
OG0001648	Pray.g_00850	Prbg.g_01586
OG0001649	Pray.g_00604	Prbg.g_00004
OG0001651	Pray.g_01619	Prbg.g_01522
OG0001661	Pray.g_00905	Prbg.g_00425
OG0001663	Pray.g_00081	Prbg.g_01505
OG0001664	Pray.g_01937	Prbg.g_00742
OG0001665	Pray.g_01934	Prbg.g_01512
OG0001685	Pray.g_00411	Prbg.g_00362
OG0001686	Pray.g_00551	Prbg.g_01526
OG0001687	Pray.g_00597	Prbg.g_00181
OG0001689	Pray.g_01373	Prbg.g_01857
OG0001697	Pray.g_00419	Prbg.g_01252
OG0001699	Pray.g_01574	Prbg.g_00748
OG0001701	Pray.g_01233	Prbg.g_00812
OG0001705	Pray.g_00881	Prbg.g_01712
OG0001707	Pray.g_00620	Prbg.g_01533
OG0001709	Pray.g_01742	Prbg.g_00567
OG0001710	Pray.g_01252	Prbg.g_00375
OG0001725	Pray.g_00867	Prbg.g_00728
OG0001780	Pray.g_01772	Prbg.g_00558
OG0001834	Pray.g_01775	Prbg.g_00555
OG0001922	Pray.g_01855	Prbg.g_00573
OG0001988	Pray.g_01853	Prbg.g_00453
OG0002030	Pray.g_01852	Prbg.g_01563
OG0002034	Pray.g_00005	Prbg.g_00353
OG0002098	Pray.g_01780	Prbg.g_00512
OG0002321	Pray.g_01774	Prbg.g_00559
OG0002588	Pray.g_01744	Prbg.g_00570
OG0002702	Pray.g_00252	Prbg.g_01622
