Orthogroup	Pray	Syak
OG0001181	Pray.g_01316	Syak.g_01296
OG0001182	Pray.g_01323	Syak.g_01287
OG0001183	Pray.g_01328	Syak.g_01282
OG0001184	Pray.g_01344	Syak.g_01571
OG0001185	Pray.g_01358	Syak.g_01643
OG0001186	Pray.g_01382	Syak.g_01709
OG0001187	Pray.g_01386	Syak.g_01712
OG0001188	Pray.g_01389	Syak.g_01714
OG0001189	Pray.g_01406	Syak.g_01736
OG0001190	Pray.g_01410	Syak.g_01942
OG0001191	Pray.g_01420	Syak.g_01928
OG0001192	Pray.g_01425	Syak.g_01921
OG0001193	Pray.g_01435	Syak.g_01888
OG0001194	Pray.g_01436	Syak.g_01882
OG0001195	Pray.g_01437	Syak.g_01881
OG0001196	Pray.g_01450	Syak.g_01811
OG0001197	Pray.g_01451	Syak.g_01809
OG0001198	Pray.g_01458	Syak.g_01798
OG0001199	Pray.g_00215	Syak.g_02249
OG0001200	Pray.g_00213	Syak.g_02247
OG0001201	Pray.g_00181	Syak.g_02191
OG0001202	Pray.g_00680	Syak.g_02061
OG0001203	Pray.g_00719	Syak.g_02307
OG0001204	Pray.g_00724	Syak.g_01404
OG0001205	Pray.g_00935	Syak.g_01181
OG0001206	Pray.g_00952	Syak.g_01148
OG0001207	Pray.g_00967	Syak.g_02566
OG0001208	Pray.g_00972	Syak.g_02576
OG0001209	Pray.g_01226	Syak.g_02643
OG0001210	Pray.g_01221	Syak.g_02654
OG0001211	Pray.g_01211	Syak.g_02669
OG0001212	Pray.g_01167	Syak.g_02728
OG0001213	Pray.g_01134	Syak.g_00025
OG0001214	Pray.g_01126	Syak.g_00037
OG0001215	Pray.g_01073	Syak.g_00697
OG0001216	Pray.g_01038	Syak.g_00805
OG0001217	Pray.g_00293	Syak.g_00138
OG0001218	Pray.g_00300	Syak.g_01093
OG0001219	Pray.g_00337	Syak.g_00551
OG0001220	Pray.g_00400	Syak.g_00580
OG0001221	Pray.g_00463	Syak.g_00390
OG0001222	Pray.g_00503	Syak.g_00517
OG0001223	Pray.g_00529	Syak.g_00472
OG0001224	Pray.g_00580	Syak.g_00739
OG0001226	Pray.g_00608	Syak.g_02239
OG0001227	Pray.g_00626	Syak.g_00963
OG0001228	Pray.g_00018	Syak.g_00619
OG0001229	Pray.g_01831	Syak.g_00711
OG0001230	Pray.g_01730	Syak.g_01030
OG0001231	Pray.g_01625	Syak.g_01777
OG0001232	Pray.g_01536	Syak.g_02385
OG0001233	Pray.g_01516	Syak.g_02359
OG0001234	Pray.g_01249	Syak.g_01374
OG0001235	Pray.g_01259	Syak.g_01362
OG0001236	Pray.g_01341	Syak.g_01568
OG0001237	Pray.g_01345	Syak.g_01573
OG0001238	Pray.g_01421	Syak.g_01926
OG0001239	Pray.g_00218	Syak.g_02252
OG0001240	Pray.g_00196	Syak.g_02206
OG0001241	Pray.g_00188	Syak.g_02197
OG0001242	Pray.g_00170	Syak.g_02168
OG0001243	Pray.g_00164	Syak.g_02160
OG0001244	Pray.g_00148	Syak.g_02132
OG0001245	Pray.g_00858	Syak.g_00248
OG0001246	Pray.g_00995	Syak.g_02604
OG0001247	Pray.g_01080	Syak.g_00618
OG0001248	Pray.g_01078	Syak.g_00147
OG0001249	Pray.g_00326	Syak.g_01251
OG0001250	Pray.g_00389	Syak.g_00602
OG0001251	Pray.g_00437	Syak.g_01875
OG0001252	Pray.g_00575	Syak.g_00754
OG0001253	Pray.g_00627	Syak.g_00250
OG0001254	Pray.g_00095	Syak.g_00272
OG0001255	Pray.g_00080	Syak.g_00066
OG0001256	Pray.g_01632	Syak.g_02430
OG0001257	Pray.g_01626	Syak.g_02502
OG0001258	Pray.g_01562	Syak.g_02420
OG0001259	Pray.g_01518	Syak.g_02361
OG0001260	Pray.g_01502	Syak.g_02332
OG0001261	Pray.g_01298	Syak.g_01315
OG0001262	Pray.g_01404	Syak.g_01734
OG0001263	Pray.g_00161	Syak.g_02157
OG0001265	Pray.g_00171	Syak.g_02170
OG0001266	Pray.g_00684	Syak.g_02057
OG0001267	Pray.g_00759	Syak.g_01459
OG0001268	Pray.g_00817	Syak.g_01240
OG0001269	Pray.g_00837	Syak.g_02323
OG0001270	Pray.g_00924	Syak.g_01194
OG0001271	Pray.g_00962	Syak.g_01121
OG0001272	Pray.g_00976	Syak.g_02580
OG0001273	Pray.g_01132	Syak.g_00030
OG0001274	Pray.g_01060	Syak.g_01988
OG0001275	Pray.g_00539	Syak.g_00633
OG0001276	Pray.g_00559	Syak.g_00649
OG0001277	Pray.g_00616	Syak.g_01829
OG0001278	Pray.g_00013	Syak.g_00671
OG0001279	Pray.g_01926	Syak.g_00105
OG0001280	Pray.g_01871	Syak.g_00933
OG0001281	Pray.g_01865	Syak.g_00944
OG0001282	Pray.g_01828	Syak.g_02564
OG0001283	Pray.g_01809	Syak.g_01818
OG0001284	Pray.g_01652	Syak.g_02446
OG0001285	Pray.g_01533	Syak.g_02381
OG0001286	Pray.g_01310	Syak.g_01301
OG0001287	Pray.g_01366	Syak.g_01652
OG0001288	Pray.g_01375	Syak.g_01686
OG0001289	Pray.g_00202	Syak.g_02222
OG0001290	Pray.g_00189	Syak.g_02198
OG0001291	Pray.g_00154	Syak.g_02147
OG0001292	Pray.g_00729	Syak.g_01410
OG0001293	Pray.g_00741	Syak.g_01432
OG0001294	Pray.g_00856	Syak.g_00355
OG0001295	Pray.g_00957	Syak.g_00740
OG0001296	Pray.g_01000	Syak.g_02610
OG0001297	Pray.g_01005	Syak.g_02614
OG0001298	Pray.g_01185	Syak.g_02703
OG0001299	Pray.g_01097	Syak.g_00349
OG0001300	Pray.g_01070	Syak.g_00706
OG0001301	Pray.g_01067	Syak.g_00721
OG0001302	Pray.g_00335	Syak.g_00068
OG0001303	Pray.g_00543	Syak.g_00548
OG0001304	Pray.g_00569	Syak.g_00664
OG0001305	Pray.g_00588	Syak.g_00728
OG0001306	Pray.g_00078	Syak.g_00915
OG0001307	Pray.g_01846	Syak.g_00344
OG0001308	Pray.g_01712	Syak.g_01054
OG0001309	Pray.g_01628	Syak.g_02620
OG0001311	Pray.g_00561	Syak.g_00651
OG0001312	Pray.g_00492	Syak.g_00537
OG0001314	Pray.g_00285	Syak.g_00124
OG0001315	Pray.g_00227	Syak.g_01284
OG0001316	Pray.g_00149	Syak.g_02140
OG0001317	Pray.g_00715	Syak.g_02302
OG0001318	Pray.g_00737	Syak.g_01424
OG0001319	Pray.g_00752	Syak.g_01448
OG0001321	Pray.g_00941	Syak.g_01172
OG0001322	Pray.g_00942	Syak.g_01171
OG0001323	Pray.g_01010	Syak.g_02623
OG0001324	Pray.g_01069	Syak.g_00707
OG0001325	Pray.g_01035	Syak.g_00800
OG0001326	Pray.g_00425	Syak.g_01870
OG0001327	Pray.g_00600	Syak.g_00362
OG0001328	Pray.g_00625	Syak.g_00383
OG0001329	Pray.g_00104	Syak.g_00280
OG0001330	Pray.g_01896	Syak.g_00925
OG0001331	Pray.g_01823	Syak.g_02559
OG0001332	Pray.g_01679	Syak.g_02485
OG0001333	Pray.g_01522	Syak.g_02365
OG0001334	Pray.g_01331	Syak.g_01274
OG0001335	Pray.g_01332	Syak.g_01273
OG0001336	Pray.g_01447	Syak.g_01817
OG0001340	Pray.g_00806	Syak.g_01261
OG0001343	Pray.g_00434	Syak.g_01877
OG0001344	Pray.g_00059	Syak.g_00893
OG0001345	Pray.g_00044	Syak.g_00856
OG0001346	Pray.g_01869	Syak.g_00937
OG0001350	Pray.g_00718	Syak.g_02306
OG0001351	Pray.g_00944	Syak.g_01164
OG0001352	Pray.g_01083	Syak.g_00764
OG0001353	Pray.g_00380	Syak.g_00612
OG0001354	Pray.g_00521	Syak.g_00485
OG0001355	Pray.g_01596	Syak.g_00144
OG0001356	Pray.g_00312	Syak.g_00773
OG0001358	Pray.g_01143	Syak.g_00007
OG0001359	Pray.g_00435	Syak.g_01878
OG0001360	Pray.g_00628	Syak.g_00854
OG0001361	Pray.g_00047	Syak.g_00859
OG0001364	Pray.g_01334	Syak.g_01552
OG0001365	Pray.g_01414	Syak.g_01937
OG0001369	Pray.g_00197	Syak.g_02207
OG0001371	Pray.g_01084	Syak.g_02231
OG0001373	Pray.g_00424	Syak.g_01871
OG0001374	Pray.g_00432	Syak.g_01863
OG0001375	Pray.g_00433	Syak.g_01876
OG0001376	Pray.g_00594	Syak.g_01916
OG0001377	Pray.g_00595	Syak.g_01917
OG0001378	Pray.g_00133	Syak.g_01196
OG0001379	Pray.g_01876	Syak.g_00927
OG0001380	Pray.g_01841	Syak.g_00237
OG0001382	Pray.g_01611	Syak.g_01169
OG0001385	Pray.g_00421	Syak.g_01874
OG0001386	Pray.g_00422	Syak.g_01873
OG0001387	Pray.g_00423	Syak.g_01872
OG0001388	Pray.g_00426	Syak.g_01869
OG0001389	Pray.g_00427	Syak.g_01868
OG0001390	Pray.g_00428	Syak.g_01867
OG0001391	Pray.g_00429	Syak.g_01866
OG0001392	Pray.g_00430	Syak.g_01865
OG0001393	Pray.g_00431	Syak.g_01864
OG0001395	Pray.g_00571	Syak.g_00789
OG0001398	Pray.g_01599	Syak.g_00571
OG0001399	Pray.g_01251	Syak.g_01977, Syak.g_01103
OG0001402	Pray.g_00307	Syak.g_00012
OG0001405	Pray.g_00804	Syak.g_01271
OG0001406	Pray.g_00593	Syak.g_01915
OG0001408	Pray.g_00611	Syak.g_00087
OG0001409	Pray.g_00056	Syak.g_00878
OG0001410	Pray.g_01845	Syak.g_00343
OG0001411	Pray.g_01784	Syak.g_01581
OG0001413	Pray.g_01637	Syak.g_00103
OG0001416	Pray.g_00949	Syak.g_00941
OG0001417	Pray.g_00959	Syak.g_00486
OG0001420	Pray.g_00124	Syak.g_00997, Syak.g_02635
OG0001422	Pray.g_01606	Syak.g_00928
OG0001425	Pray.g_01424	Syak.g_01922
OG0001429	Pray.g_00338	Syak.g_00547
OG0001430	Pray.g_01901	Syak.g_01949, Syak.g_00314
OG0001432	Pray.g_01639	Syak.g_00095
OG0001433	Pray.g_00311	Syak.g_00771
OG0001434	Pray.g_00472	Syak.g_00404
OG0001439	Pray.g_00785	Syak.g_01506
OG0001442	Pray.g_00283	Syak.g_00415
OG0001447	Pray.g_00163	Syak.g_02159
OG0001448	Pray.g_00844	Syak.g_00121
OG0001449	Pray.g_00880	Syak.g_01401
OG0001452	Pray.g_00439	Syak.g_01419
OG0001453	Pray.g_00533	Syak.g_00465
OG0001454	Pray.g_00621	Syak.g_00249
OG0001456	Pray.g_00087	Syak.g_01855
OG0001457	Pray.g_00086	Syak.g_01854
OG0001458	Pray.g_00085	Syak.g_01853
OG0001459	Pray.g_01912	Syak.g_00311
OG0001460	Pray.g_00310	Syak.g_00770
OG0001462	Pray.g_01496	Syak.g_01750
OG0001464	Pray.g_00807	Syak.g_01260
OG0001465	Pray.g_01061	Syak.g_00775
OG0001467	Pray.g_00327	Syak.g_01022
OG0001471	Pray.g_01636	Syak.g_01501
OG0001473	Pray.g_01383	Syak.g_00102
OG0001474	Pray.g_00818	Syak.g_01239
OG0001475	Pray.g_01795	Syak.g_01594
OG0001479	Pray.g_00815	Syak.g_01242
OG0001480	Pray.g_00846	Syak.g_00084
OG0001482	Pray.g_00947	Syak.g_00476
OG0001486	Pray.g_00066	Syak.g_00900
OG0001492	Pray.g_00016	Syak.g_00668
OG0001493	Pray.g_00008	Syak.g_00676
OG0001502	Pray.g_00318	Syak.g_00586
OG0001504	Pray.g_01911	Syak.g_00310
OG0001508	Pray.g_01807	Syak.g_01591
OG0001520	Pray.g_00872	Syak.g_02689
OG0001525	Pray.g_01620	Syak.g_00091
OG0001546	Pray.g_01015	Syak.g_02627
OG0001547	Pray.g_00320	Syak.g_00564
OG0001549	Pray.g_00407	Syak.g_00577
OG0001551	Pray.g_00088	Syak.g_00689
OG0001553	Pray.g_01725	Syak.g_01037
OG0001554	Pray.g_01630	Syak.g_01945
OG0001557	Pray.g_00468	Syak.g_00400
OG0001564	Pray.g_01767	Syak.g_01860
OG0001565	Pray.g_00909	Syak.g_00083
OG0001567	Pray.g_00319	Syak.g_00565
OG0001568	Pray.g_00321	Syak.g_00562
OG0001570	Pray.g_00121	Syak.g_00574
OG0001582	Pray.g_00958	Syak.g_00231
OG0001602	Pray.g_01062	Syak.g_00776
OG0001633	Pray.g_01832	Syak.g_00662
OG0001635	Pray.g_01577	Syak.g_01690
OG0001666	Pray.g_01913	Syak.g_00212
OG0001712	Pray.g_00901	Syak.g_00225
OG0001726	Pray.g_00898	Syak.g_00572
OG0001745	Pray.g_01640	Syak.g_00281
OG0002029	Pray.g_01914	Syak.g_01128
OG0002112	Pray.g_00892	Syak.g_01488
OG0002157	Pray.g_00893	Syak.g_01489
OG0002158	Pray.g_00891	Syak.g_01487
OG0002349	Pray.g_01514	Syak.g_02357
OG0002565	Pray.g_01943	Syak.g_02272
