Orthogroup	Pray	Syag
OG0001177	Pray.g_01257	Syag.g_02720
OG0001178	Pray.g_01262	Syag.g_01694
OG0001179	Pray.g_01290	Syag.g_02754
OG0001180	Pray.g_01312	Syag.g_02780
OG0001181	Pray.g_01316	Syag.g_02784
OG0001182	Pray.g_01323	Syag.g_02793
OG0001183	Pray.g_01328	Syag.g_02798
OG0001184	Pray.g_01344	Syag.g_02428
OG0001185	Pray.g_01358	Syag.g_02399
OG0001186	Pray.g_01382	Syag.g_02364
OG0001187	Pray.g_01386	Syag.g_02361
OG0001188	Pray.g_01389	Syag.g_02359
OG0001189	Pray.g_01406	Syag.g_02334
OG0001190	Pray.g_01410	Syag.g_02126
OG0001191	Pray.g_01420	Syag.g_02142
OG0001192	Pray.g_01425	Syag.g_02149
OG0001193	Pray.g_01435	Syag.g_02182
OG0001194	Pray.g_01436	Syag.g_02185
OG0001195	Pray.g_01437	Syag.g_02186
OG0001196	Pray.g_01450	Syag.g_02254
OG0001197	Pray.g_01451	Syag.g_02256
OG0001198	Pray.g_01458	Syag.g_02269
OG0001199	Pray.g_00215	Syag.g_01825
OG0001200	Pray.g_00213	Syag.g_01827
OG0001201	Pray.g_00181	Syag.g_01886
OG0001202	Pray.g_00680	Syag.g_02032
OG0001203	Pray.g_00719	Syag.g_01783
OG0001204	Pray.g_00724	Syag.g_02673
OG0001206	Pray.g_00952	Syag.g_01328
OG0001207	Pray.g_00967	Syag.g_01536
OG0001208	Pray.g_00972	Syag.g_01526
OG0001209	Pray.g_01226	Syag.g_01451
OG0001210	Pray.g_01221	Syag.g_01442
OG0001211	Pray.g_01211	Syag.g_00272
OG0001212	Pray.g_01167	Syag.g_00334
OG0001213	Pray.g_01134	Syag.g_00394
OG0001214	Pray.g_01126	Syag.g_00412
OG0001215	Pray.g_01073	Syag.g_01014
OG0001216	Pray.g_01038	Syag.g_00920
OG0001217	Pray.g_00293	Syag.g_00151
OG0001218	Pray.g_00300	Syag.g_01364
OG0001219	Pray.g_00337	Syag.g_00767
OG0001220	Pray.g_00400	Syag.g_00743
OG0001221	Pray.g_00463	Syag.g_00628
OG0001222	Pray.g_00503	Syag.g_00797
OG0001223	Pray.g_00529	Syag.g_00843
OG0001224	Pray.g_00580	Syag.g_00969
OG0001225	Pray.g_00582	Syag.g_00971
OG0001226	Pray.g_00608	Syag.g_01835
OG0001227	Pray.g_00626	Syag.g_01240
OG0001228	Pray.g_00018	Syag.g_00709
OG0001229	Pray.g_01831	Syag.g_00997
OG0001230	Pray.g_01730	Syag.g_01430
OG0001231	Pray.g_01625	Syag.g_02289
OG0001232	Pray.g_01536	Syag.g_01724
OG0001233	Pray.g_01516	Syag.g_01745
OG0001234	Pray.g_01249	Syag.g_02708
OG0001235	Pray.g_01259	Syag.g_02715
OG0001236	Pray.g_01341	Syag.g_02432
OG0001237	Pray.g_01345	Syag.g_02426
OG0001238	Pray.g_01421	Syag.g_02144
OG0001239	Pray.g_00218	Syag.g_01822
OG0001240	Pray.g_00196	Syag.g_01869
OG0001241	Pray.g_00188	Syag.g_01879
OG0001243	Pray.g_00164	Syag.g_01920
OG0001244	Pray.g_00148	Syag.g_01948
OG0001245	Pray.g_00858	Syag.g_00213
OG0001246	Pray.g_00995	Syag.g_01498
OG0001247	Pray.g_01080	Syag.g_00710
OG0001248	Pray.g_01078	Syag.g_00175
OG0001249	Pray.g_00326	Syag.g_02837
OG0001250	Pray.g_00389	Syag.g_00725
OG0001251	Pray.g_00437	Syag.g_00472
OG0001252	Pray.g_00575	Syag.g_00960
OG0001253	Pray.g_00627	Syag.g_00094
OG0001254	Pray.g_00095	Syag.g_02165
OG0001255	Pray.g_00080	Syag.g_00440
OG0001256	Pray.g_01632	Syag.g_01673
OG0001257	Pray.g_01626	Syag.g_00176
OG0001258	Pray.g_01562	Syag.g_01683
OG0001259	Pray.g_01518	Syag.g_01743
OG0001260	Pray.g_01502	Syag.g_01763
OG0001261	Pray.g_01298	Syag.g_02763
OG0001262	Pray.g_01404	Syag.g_02336
OG0001263	Pray.g_00161	Syag.g_01923
OG0001265	Pray.g_00171	Syag.g_01910
OG0001266	Pray.g_00684	Syag.g_02036
OG0001267	Pray.g_00759	Syag.g_02598
OG0001268	Pray.g_00817	Syag.g_02850
OG0001269	Pray.g_00837	Syag.g_00480
OG0001270	Pray.g_00924	Syag.g_00030
OG0001271	Pray.g_00962	Syag.g_01353
OG0001272	Pray.g_00976	Syag.g_01522
OG0001273	Pray.g_01132	Syag.g_00405
OG0001274	Pray.g_01060	Syag.g_02076
OG0001275	Pray.g_00539	Syag.g_00857
OG0001276	Pray.g_00559	Syag.g_00874
OG0001278	Pray.g_00013	Syag.g_01054
OG0001279	Pray.g_01926	Syag.g_00490
OG0001280	Pray.g_01871	Syag.g_01189
OG0001281	Pray.g_01865	Syag.g_01219
OG0001282	Pray.g_01828	Syag.g_01538
OG0001283	Pray.g_01809	Syag.g_02248
OG0001284	Pray.g_01652	Syag.g_01656
OG0001285	Pray.g_01533	Syag.g_00142, Syag.g_02205
OG0001286	Pray.g_01310	Syag.g_02778
OG0001287	Pray.g_01366	Syag.g_02391
OG0001288	Pray.g_01375	Syag.g_02373
OG0001289	Pray.g_00202	Syag.g_01850
OG0001290	Pray.g_00189	Syag.g_01878
OG0001291	Pray.g_00154	Syag.g_01933
OG0001292	Pray.g_00729	Syag.g_02667
OG0001293	Pray.g_00741	Syag.g_02625
OG0001294	Pray.g_00856	Syag.g_00593
OG0001295	Pray.g_00957	Syag.g_00968
OG0001296	Pray.g_01000	Syag.g_01492
OG0001297	Pray.g_01005	Syag.g_01488
OG0001298	Pray.g_01185	Syag.g_00309
OG0001299	Pray.g_01097	Syag.g_00582
OG0001300	Pray.g_01070	Syag.g_01003
OG0001301	Pray.g_01067	Syag.g_00987
OG0001302	Pray.g_00335	Syag.g_00442
OG0001303	Pray.g_00543	Syag.g_00769
OG0001304	Pray.g_00569	Syag.g_00890
OG0001305	Pray.g_00588	Syag.g_00981
OG0001306	Pray.g_00078	Syag.g_01160
OG0001307	Pray.g_01846	Syag.g_00577
OG0001308	Pray.g_01712	Syag.g_01406
OG0001309	Pray.g_01628	Syag.g_01482
OG0001311	Pray.g_00561	Syag.g_00876
OG0001312	Pray.g_00492	Syag.g_00779
OG0001314	Pray.g_00285	Syag.g_00118
OG0001315	Pray.g_00227	Syag.g_02796
OG0001316	Pray.g_00149	Syag.g_01940
OG0001317	Pray.g_00715	Syag.g_01787
OG0001318	Pray.g_00737	Syag.g_02633
OG0001319	Pray.g_00752	Syag.g_02609
OG0001321	Pray.g_00941	Syag.g_00050
OG0001322	Pray.g_00942	Syag.g_00051
OG0001323	Pray.g_01010	Syag.g_01479
OG0001324	Pray.g_01069	Syag.g_01002
OG0001325	Pray.g_01035	Syag.g_00916
OG0001326	Pray.g_00425	Syag.g_02190, Syag.g_02195
OG0001328	Pray.g_00625	Syag.g_00620
OG0001329	Pray.g_00104	Syag.g_00498
OG0001330	Pray.g_01896	Syag.g_01181
OG0001331	Pray.g_01823	Syag.g_01543
OG0001332	Pray.g_01679	Syag.g_01611
OG0001333	Pray.g_01522	Syag.g_01739
OG0001334	Pray.g_01331	Syag.g_02807
OG0001335	Pray.g_01332	Syag.g_02808
OG0001336	Pray.g_01447	Syag.g_02249
OG0001339	Pray.g_00186	Syag.g_01881
OG0001341	Pray.g_00291	Syag.g_00233
OG0001343	Pray.g_00434	Syag.g_00562
OG0001344	Pray.g_00059	Syag.g_01136
OG0001345	Pray.g_00044	Syag.g_01108
OG0001346	Pray.g_01869	Syag.g_01193
OG0001349	Pray.g_01741	Syag.g_02479
OG0001351	Pray.g_00944	Syag.g_00055
OG0001352	Pray.g_01083	Syag.g_01459
OG0001353	Pray.g_00380	Syag.g_00716
OG0001354	Pray.g_00521	Syag.g_00830
OG0001356	Pray.g_00312	Syag.g_00942
OG0001358	Pray.g_01143	Syag.g_00374
OG0001359	Pray.g_00435	Syag.g_00561
OG0001360	Pray.g_00628	Syag.g_01106
OG0001361	Pray.g_00047	Syag.g_01111
OG0001364	Pray.g_01334	Syag.g_02448
OG0001365	Pray.g_01414	Syag.g_02131
OG0001369	Pray.g_00197	Syag.g_01868
OG0001373	Pray.g_00424	Syag.g_02194
OG0001374	Pray.g_00432	Syag.g_02202
OG0001375	Pray.g_00433	Syag.g_00563
OG0001376	Pray.g_00594	Syag.g_02153
OG0001377	Pray.g_00595	Syag.g_02152
OG0001378	Pray.g_00133	Syag.g_00028
OG0001379	Pray.g_01876	Syag.g_01183
OG0001380	Pray.g_01841	Syag.g_00252
OG0001385	Pray.g_00421	Syag.g_02191
OG0001386	Pray.g_00422	Syag.g_02192
OG0001387	Pray.g_00423	Syag.g_02193
OG0001388	Pray.g_00426	Syag.g_02196
OG0001389	Pray.g_00427	Syag.g_02197
OG0001390	Pray.g_00428	Syag.g_02198
OG0001391	Pray.g_00429	Syag.g_02199
OG0001392	Pray.g_00430	Syag.g_02200
OG0001393	Pray.g_00431	Syag.g_02201
OG0001395	Pray.g_00571	Syag.g_00898
OG0001398	Pray.g_01599	Syag.g_00751
OG0001402	Pray.g_00307	Syag.g_00379
OG0001403	Pray.g_01492	Syag.g_02308
OG0001404	Pray.g_00221	Syag.g_01818
OG0001405	Pray.g_00804	Syag.g_02810
OG0001406	Pray.g_00593	Syag.g_02154
OG0001408	Pray.g_00611	Syag.g_00450
OG0001409	Pray.g_00056	Syag.g_01125
OG0001410	Pray.g_01845	Syag.g_00576
OG0001411	Pray.g_01784	Syag.g_02424
OG0001413	Pray.g_01637	Syag.g_00224
OG0001416	Pray.g_00949	Syag.g_01198
OG0001417	Pray.g_00959	Syag.g_00829
OG0001419	Pray.g_00607	Syag.g_01466
OG0001420	Pray.g_00124	Syag.g_01465
OG0001425	Pray.g_01424	Syag.g_02148
OG0001428	Pray.g_00653	Syag.g_01981
OG0001429	Pray.g_00338	Syag.g_00770
OG0001432	Pray.g_01639	Syag.g_00448
OG0001433	Pray.g_00311	Syag.g_00943
OG0001439	Pray.g_00785	Syag.g_02554
OG0001442	Pray.g_00283	Syag.g_00648
OG0001447	Pray.g_00163	Syag.g_01921
OG0001448	Pray.g_00844	Syag.g_01350
OG0001449	Pray.g_00880	Syag.g_02676
OG0001452	Pray.g_00439	Syag.g_02638
OG0001453	Pray.g_00533	Syag.g_00849
OG0001454	Pray.g_00621	Syag.g_00204
OG0001456	Pray.g_00087	Syag.g_02212
OG0001457	Pray.g_00086	Syag.g_02213
OG0001458	Pray.g_00085	Syag.g_02214
OG0001459	Pray.g_01912	Syag.g_00535
OG0001460	Pray.g_00310	Syag.g_00944
OG0001462	Pray.g_01496	Syag.g_02315
OG0001465	Pray.g_01061	Syag.g_00940
OG0001467	Pray.g_00327	Syag.g_01322
OG0001471	Pray.g_01636	Syag.g_02563
OG0001472	Pray.g_01629	Syag.g_00104
OG0001473	Pray.g_01383	Syag.g_00471
OG0001474	Pray.g_00818	Syag.g_02851
OG0001475	Pray.g_01795	Syag.g_02418
OG0001479	Pray.g_00815	Syag.g_02848
OG0001480	Pray.g_00846	Syag.g_00451
OG0001482	Pray.g_00947	Syag.g_00839
OG0001486	Pray.g_00066	Syag.g_01143
OG0001492	Pray.g_00016	Syag.g_01057
OG0001493	Pray.g_00008	Syag.g_01045
OG0001502	Pray.g_00318	Syag.g_00739
OG0001504	Pray.g_01911	Syag.g_00534
OG0001507	Pray.g_01584	Syag.g_01794, Syag.g_00083
OG0001508	Pray.g_01807	Syag.g_02421
OG0001520	Pray.g_00872	Syag.g_00294
OG0001525	Pray.g_01620	Syag.g_00464
OG0001546	Pray.g_01015	Syag.g_01473
OG0001547	Pray.g_00320	Syag.g_00753
OG0001551	Pray.g_00088	Syag.g_01019
OG0001553	Pray.g_01725	Syag.g_01424
OG0001554	Pray.g_01630	Syag.g_02124
OG0001557	Pray.g_00468	Syag.g_00636
OG0001564	Pray.g_01767	Syag.g_02208
OG0001565	Pray.g_00909	Syag.g_00449
OG0001567	Pray.g_00319	Syag.g_00752
OG0001568	Pray.g_00321	Syag.g_00754
OG0001582	Pray.g_00958	Syag.g_00198
OG0001602	Pray.g_01062	Syag.g_00939
OG0001633	Pray.g_01832	Syag.g_01608
OG0001635	Pray.g_01577	Syag.g_02369
OG0001666	Pray.g_01913	Syag.g_00218
OG0001704	Pray.g_00230, Pray.g_00229	Syag.g_02512
OG0001709	Pray.g_01742	Syag.g_02478
OG0001712	Pray.g_00901	Syag.g_00089
OG0001726	Pray.g_00898	Syag.g_00747
OG0001919	Pray.g_00877	Syag.g_00444
OG0002029	Pray.g_01914	Syag.g_01347
OG0002112	Pray.g_00892	Syag.g_02570
OG0002157	Pray.g_00893	Syag.g_02569
OG0002158	Pray.g_00891	Syag.g_02571
OG0002349	Pray.g_01514	Syag.g_01747
OG0002495	Pray.g_01850	Syag.g_00749
OG0002699	Pray.g_01802	Syag.g_02502
OG0003174	Pray.g_01045	Syag.g_02022
