Orthogroup	Praj	Syab
OG0001157	Praj.g_01683	Syab.g_02175
OG0001158	Praj.g_01684	Syab.g_02176
OG0001159	Praj.g_01685	Syab.g_02177
OG0001160	Praj.g_01711	Syab.g_02231
OG0001161	Praj.g_01499	Syab.g_02797
OG0001162	Praj.g_01723	Syab.g_00893
OG0001163	Praj.g_01761	Syab.g_02241
OG0001164	Praj.g_01765	Syab.g_02247
OG0001165	Praj.g_01767	Syab.g_02252
OG0001166	Praj.g_01785	Syab.g_02296
OG0001167	Praj.g_01803	Syab.g_02322
OG0001168	Praj.g_01804	Syab.g_02324
OG0001169	Praj.g_01806	Syab.g_02326
OG0001170	Praj.g_01808	Syab.g_02328
OG0001171	Praj.g_01818	Syab.g_02339
OG0001172	Praj.g_01872	Syab.g_00371
OG0001173	Praj.g_01873	Syab.g_00372
OG0001174	Praj.g_01881	Syab.g_00380
OG0001175	Praj.g_01882	Syab.g_00381
OG0001176	Praj.g_01893	Syab.g_00398
OG0001177	Praj.g_01891	Syab.g_00396
OG0001178	Praj.g_01236	Syab.g_02263
OG0001179	Praj.g_01935	Syab.g_00427
OG0001180	Praj.g_01958	Syab.g_00453
OG0001181	Praj.g_01962	Syab.g_00457
OG0001182	Praj.g_01970	Syab.g_00467
OG0001183	Praj.g_01976	Syab.g_00474
OG0001184	Praj.g_01992	Syab.g_00196
OG0001185	Praj.g_02007	Syab.g_00119
OG0001186	Praj.g_02046	Syab.g_00085
OG0001187	Praj.g_02060	Syab.g_00081
OG0001188	Praj.g_02062	Syab.g_00079
OG0001189	Praj.g_02079	Syab.g_00058
OG0001190	Praj.g_02084	Syab.g_02755
OG0001191	Praj.g_02094	Syab.g_02771
OG0001192	Praj.g_02099	Syab.g_02778
OG0001193	Praj.g_02112	Syab.g_02827
OG0001194	Praj.g_02113	Syab.g_02833
OG0001195	Praj.g_02114	Syab.g_02834
OG0001196	Praj.g_02136	Syab.g_02896
OG0001197	Praj.g_02138	Syab.g_02898
OG0001198	Praj.g_02146	Syab.g_02911
OG0001199	Praj.g_00112	Syab.g_02440
OG0001200	Praj.g_00114	Syab.g_02442
OG0001201	Praj.g_00146	Syab.g_02501
OG0001202	Praj.g_00239	Syab.g_02635
OG0001203	Praj.g_00278	Syab.g_02369
OG0001204	Praj.g_00284	Syab.g_00353
OG0001205	Praj.g_00439	Syab.g_00593
OG0001206	Praj.g_00458	Syab.g_00641
OG0001207	Praj.g_00469	Syab.g_02088
OG0001208	Praj.g_00475	Syab.g_02098
OG0001209	Praj.g_00526	Syab.g_02038
OG0001210	Praj.g_00531	Syab.g_02030
OG0001211	Praj.g_00541	Syab.g_02013
OG0001212	Praj.g_00583	Syab.g_01955
OG0001213	Praj.g_00617	Syab.g_01886
OG0001214	Praj.g_00625	Syab.g_01872
OG0001215	Praj.g_00683	Syab.g_01171
OG0001216	Praj.g_00700	Syab.g_01269
OG0001217	Praj.g_00091	Syab.g_01464
OG0001218	Praj.g_00740	Syab.g_00723
OG0001220	Praj.g_00825	Syab.g_01737
OG0001221	Praj.g_00899	Syab.g_01607
OG0001222	Praj.g_00847	Syab.g_01396
OG0001223	Praj.g_00964	Syab.g_01345
OG0001224	Praj.g_01020	Syab.g_01214
OG0001225	Praj.g_01022	Syab.g_01212
OG0001227	Praj.g_01045	Syab.g_00891
OG0001228	Praj.g_01411	Syab.g_01697
OG0001229	Praj.g_01160	Syab.g_01184
OG0001230	Praj.g_01623	Syab.g_00791
OG0001231	Praj.g_00744	Syab.g_00017
OG0001232	Praj.g_01789	Syab.g_02306
OG0001233	Praj.g_01809	Syab.g_02329
OG0001234	Praj.g_01884	Syab.g_00385
OG0001235	Praj.g_01888	Syab.g_00391
OG0001236	Praj.g_01989	Syab.g_00200
OG0001237	Praj.g_01993	Syab.g_00192
OG0001238	Praj.g_02095	Syab.g_02773
OG0001239	Praj.g_00109	Syab.g_02437
OG0001240	Praj.g_00131	Syab.g_02484
OG0001241	Praj.g_00140	Syab.g_02494
OG0001242	Praj.g_00159	Syab.g_02525
OG0001243	Praj.g_00166	Syab.g_02533
OG0001244	Praj.g_00182	Syab.g_02561
OG0001245	Praj.g_01244	Syab.g_01762
OG0001246	Praj.g_00496	Syab.g_02126
OG0001247	Praj.g_00676	Syab.g_02825
OG0001248	Praj.g_00678	Syab.g_01163
OG0001249	Praj.g_00373	Syab.g_00514
OG0001251	Praj.g_01858	Syab.g_01816
OG0001252	Praj.g_01015	Syab.g_01228
OG0001253	Praj.g_01728	Syab.g_01761
OG0001254	Praj.g_01834	Syab.g_01749
OG0001255	Praj.g_01477	Syab.g_01846
OG0001256	Praj.g_01719	Syab.g_02238
OG0001257	Praj.g_01724	Syab.g_01610
OG0001259	Praj.g_01807	Syab.g_02327
OG0001260	Praj.g_01824	Syab.g_02350
OG0001261	Praj.g_01943	Syab.g_00436
OG0001262	Praj.g_02077	Syab.g_00060
OG0001263	Praj.g_00169	Syab.g_02536
OG0001269	Praj.g_00824	Syab.g_01809
OG0001273	Praj.g_00619	Syab.g_01878
OG0001277	Praj.g_02123	Syab.g_02163
OG0001279	Praj.g_01155	Syab.g_01807
OG0001280	Praj.g_01527	Syab.g_00918
OG0001281	Praj.g_01533	Syab.g_00906
OG0001282	Praj.g_01576	Syab.g_02086
OG0001283	Praj.g_02132	Syab.g_02885
OG0001284	Praj.g_01705	Syab.g_02211
OG0001285	Praj.g_01792	Syab.g_02309
OG0001286	Praj.g_01956	Syab.g_00451
OG0001287	Praj.g_02014	Syab.g_00111
OG0001288	Praj.g_02025	Syab.g_00094
OG0001289	Praj.g_00125	Syab.g_02465
OG0001290	Praj.g_00139	Syab.g_02493
OG0001294	Praj.g_01497, Praj.g_01564	Syab.g_01564
OG0001295	Praj.g_01485	Syab.g_01215
OG0001296	Praj.g_00501	Syab.g_02132
OG0001297	Praj.g_00506	Syab.g_02136
OG0001299	Praj.g_00655	Syab.g_01557
OG0001300	Praj.g_00687	Syab.g_01180
OG0001301	Praj.g_00689	Syab.g_01197
OG0001302	Praj.g_00913	Syab.g_01844
OG0001303	Praj.g_01344	Syab.g_01424
OG0001304	Praj.g_01006	Syab.g_01298
OG0001305	Praj.g_00842	Syab.g_01204
OG0001306	Praj.g_01475	Syab.g_00941
OG0001307	Praj.g_01547	Syab.g_01552
OG0001308	Praj.g_01642	Syab.g_00759
OG0001309	Praj.g_00510	Syab.g_02142
OG0001310	Praj.g_01779	Syab.g_02288
OG0001311	Praj.g_00998	Syab.g_01311
OG0001312	Praj.g_00924	Syab.g_01414
OG0001315	Praj.g_01974	Syab.g_00472
OG0001316	Praj.g_00180	Syab.g_02552
OG0001317	Praj.g_00274	Syab.g_02373
OG0001318	Praj.g_00295	Syab.g_00333
OG0001321	Praj.g_00445	Syab.g_00616
OG0001322	Praj.g_00446	Syab.g_00617
OG0001324	Praj.g_00688	Syab.g_01181
OG0001325	Praj.g_00703	Syab.g_01273
OG0001326	Praj.g_01850	Syab.g_02841
OG0001327	Praj.g_00876	Syab.g_01643
OG0001328	Praj.g_00895	Syab.g_01616
OG0001329	Praj.g_01727	Syab.g_00361
OG0001330	Praj.g_01521	Syab.g_00925
OG0001331	Praj.g_01581	Syab.g_02081
OG0001332	Praj.g_01677	Syab.g_02165
OG0001334	Praj.g_01979	Syab.g_00483
OG0001335	Praj.g_01980	Syab.g_00484
OG0001336	Praj.g_02133	Syab.g_02886
OG0001337	Praj.g_00367	Syab.g_00480, Syab.g_00502
OG0001339	Praj.g_00142	Syab.g_02496
OG0001340	Praj.g_00368	Syab.g_00503
OG0001341	Praj.g_00069	Syab.g_01779
OG0001343	Praj.g_00867	Syab.g_00359
OG0001344	Praj.g_01457	Syab.g_00974
OG0001345	Praj.g_01441	Syab.g_01008
OG0001346	Praj.g_01529	Syab.g_00914
OG0001347	Praj.g_02039	Syab.g_02830
OG0001348	Praj.g_01082	Syab.g_01258
OG0001351	Praj.g_00448	Syab.g_00625
OG0001354	Praj.g_00956	Syab.g_01358
OG0001357	Praj.g_01222	Syab.g_00620, Syab.g_01373, Syab.g_02891
OG0001358	Praj.g_00608	Syab.g_01900
OG0001359	Praj.g_00868	Syab.g_00360
OG0001360	Praj.g_01439	Syab.g_01010
OG0001362	Praj.g_01646	Syab.g_00754
OG0001363	Praj.g_00454	Syab.g_00752
OG0001365	Praj.g_02088	Syab.g_02760
OG0001369	Praj.g_00130	Syab.g_02483
OG0001370	Praj.g_01193	Syab.g_01831
OG0001373	Praj.g_01849	Syab.g_02840
OG0001374	Praj.g_01857	Syab.g_02848
OG0001375	Praj.g_00866	Syab.g_00358
OG0001376	Praj.g_00854	Syab.g_02782
OG0001377	Praj.g_00855	Syab.g_02781
OG0001378	Praj.g_00428	Syab.g_00578
OG0001381	Praj.g_01573	Syab.g_01937
OG0001385	Praj.g_01846	Syab.g_02837
OG0001386	Praj.g_01847	Syab.g_02838
OG0001387	Praj.g_01848	Syab.g_02839
OG0001388	Praj.g_01851	Syab.g_02842
OG0001389	Praj.g_01852	Syab.g_02843
OG0001390	Praj.g_01853	Syab.g_02844
OG0001391	Praj.g_01854	Syab.g_02845
OG0001392	Praj.g_01855	Syab.g_02846
OG0001393	Praj.g_01856	Syab.g_02847
OG0001394	Praj.g_00903	Syab.g_01599
OG0001396	Praj.g_02040	Syab.g_02831
OG0001397	Praj.g_01647	Syab.g_00753
OG0001398	Praj.g_00717	Syab.g_02457
OG0001401	Praj.g_00807	Syab.g_01708
OG0001402	Praj.g_00612	Syab.g_01896
OG0001404	Praj.g_00106	Syab.g_02433
OG0001405	Praj.g_00361	Syab.g_00486
OG0001406	Praj.g_00853	Syab.g_02783
OG0001407	Praj.g_00858	Syab.g_01158
OG0001408	Praj.g_00082	Syab.g_01826
OG0001409	Praj.g_01453	Syab.g_00988
OG0001410	Praj.g_01548	Syab.g_01550
OG0001413	Praj.g_00745	Syab.g_01812, Syab.g_01904
OG0001414	Praj.g_00268	Syab.g_01938
OG0001415	Praj.g_00270	Syab.g_02471
OG0001417	Praj.g_01496	Syab.g_01359
OG0001419	Praj.g_00736	Syab.g_01159
OG0001420	Praj.g_01142	Syab.g_02155
OG0001425	Praj.g_02098	Syab.g_02777
OG0001429	Praj.g_00916	Syab.g_01423
OG0001430	Praj.g_00856	Syab.g_02743
OG0001432	Praj.g_00988	Syab.g_01818
OG0001434	Praj.g_00908	Syab.g_01594
OG0001435	Praj.g_00883	Syab.g_01637
OG0001439	Praj.g_00342	Syab.g_00248
OG0001442	Praj.g_01612	Syab.g_01583
OG0001443	Praj.g_01841	Syab.g_02794
OG0001447	Praj.g_00167	Syab.g_02534
OG0001450	Praj.g_00680	Syab.g_01081
OG0001454	Praj.g_01237	Syab.g_01808
OG0001456	Praj.g_01503	Syab.g_02850
OG0001457	Praj.g_01502	Syab.g_02851
OG0001458	Praj.g_01501	Syab.g_02852
OG0001461	Praj.g_01381	Syab.g_01754
OG0001463	Praj.g_00322	Syab.g_01104
OG0001467	Praj.g_00098	Syab.g_00805
OG0001471	Praj.g_01498	Syab.g_00253
OG0001472	Praj.g_00851, Praj.g_01327	Syab.g_01800
OG0001473	Praj.g_01560	Syab.g_01813
OG0001476	Praj.g_01454	Syab.g_00984
OG0001477	Praj.g_01370	Syab.g_01191
OG0001480	Praj.g_01173	Syab.g_01836
OG0001481	Praj.g_01031	Syab.g_00621
OG0001482	Praj.g_01044	Syab.g_01349
OG0001484	Praj.g_01206	Syab.g_02849
OG0001488	Praj.g_01448	Syab.g_00994
OG0001489	Praj.g_01967	Syab.g_00462
OG0001496	Praj.g_01368	Syab.g_01188
OG0001497	Praj.g_01369	Syab.g_01190
OG0001498	Praj.g_00404	Syab.g_00552
OG0001499	Praj.g_00093	Syab.g_01112
OG0001510	Praj.g_02018	Syab.g_00103
OG0001511	Praj.g_00150	Syab.g_02509
OG0001512	Praj.g_01746	Syab.g_02368
OG0001513	Praj.g_00041	Syab.g_00193, Syab.g_00470
OG0001514	Praj.g_01367	Syab.g_01187
OG0001515	Praj.g_00685	Syab.g_01176
OG0001516	Praj.g_00652	Syab.g_01554
OG0001517	Praj.g_00381	Syab.g_00524
OG0001518	Praj.g_02097	Syab.g_02775
OG0001519	Praj.g_02102	Syab.g_02796
OG0001522	Praj.g_00803	Syab.g_01703
OG0001525	Praj.g_01760, Praj.g_00060	Syab.g_01823
OG0001529	Praj.g_00045	Syab.g_00051
OG0001530	Praj.g_00149	Syab.g_02507
OG0001531	Praj.g_00279	Syab.g_02367
OG0001532	Praj.g_01431	Syab.g_01024
OG0001534	Praj.g_01007	Syab.g_01297
OG0001535	Praj.g_00996	Syab.g_01316
OG0001536	Praj.g_00942	Syab.g_01388
OG0001537	Praj.g_00900	Syab.g_01606
OG0001538	Praj.g_00774	Syab.g_01278
OG0001539	Praj.g_00878	Syab.g_01641
OG0001540	Praj.g_00171	Syab.g_02538
OG0001541	Praj.g_00219	Syab.g_02603
OG0001542	Praj.g_00225	Syab.g_02614
OG0001543	Praj.g_00850	Syab.g_02686
OG0001544	Praj.g_02101	Syab.g_02795
OG0001545	Praj.g_02122	Syab.g_02874
OG0001551	Praj.g_01843	Syab.g_01166
OG0001555	Praj.g_01748	Syab.g_02418
OG0001557	Praj.g_00904	Syab.g_01598
OG0001559	Praj.g_00148	Syab.g_02506
OG0001560	Praj.g_00138	Syab.g_02492
OG0001561	Praj.g_01000	Syab.g_01309
OG0001562	Praj.g_00990	Syab.g_01324
OG0001570	Praj.g_01284	Syab.g_01443
OG0001575	Praj.g_00556	Syab.g_01995
OG0001576	Praj.g_01541	Syab.g_00896
OG0001577	Praj.g_01465	Syab.g_00964
OG0001578	Praj.g_01362	Syab.g_00868
OG0001579	Praj.g_00365	Syab.g_00489, Syab.g_00494
OG0001582	Praj.g_01494	Syab.g_01881
OG0001589	Praj.g_01811	Syab.g_02331
OG0001591	Praj.g_00662	Syab.g_01566
OG0001623	Praj.g_00369	Syab.g_00506
OG0001634	Praj.g_00658	Syab.g_01560
OG0001642	Praj.g_01558	Syab.g_02027
OG0001644	Praj.g_00713	Syab.g_01672
OG0001656	Praj.g_00364	Syab.g_00493
OG0001659	Praj.g_01435	Syab.g_01020
OG0001666	Praj.g_01122	Syab.g_01471
OG0001673	Praj.g_00272	Syab.g_02375
OG0001676	Praj.g_00366	Syab.g_00492
OG0001692	Praj.g_01627	Syab.g_00782
OG0001694	Praj.g_00317	Syab.g_00293
OG0001695	Praj.g_02118	Syab.g_02869
OG0001703	Praj.g_00470	Syab.g_02089
OG0001713	Praj.g_01088	Syab.g_00985
OG0001715	Praj.g_01177	Syab.g_01788
OG0001738	Praj.g_00355	Syab.g_00233
OG0001739	Praj.g_02117	Syab.g_02867
OG0001740	Praj.g_02121	Syab.g_02871
OG0001816	Praj.g_00875	Syab.g_01644
OG0001835	Praj.g_01373	Syab.g_01059
OG0001915	Praj.g_02140	Syab.g_02906
OG0001990	Praj.g_00066	Syab.g_02872
OG0002018	Praj.g_02120	Syab.g_02870
OG0002177	Praj.g_01400	Syab.g_01480
OG0002347	Praj.g_01795	Syab.g_02312
OG0002434	Praj.g_00550	Syab.g_02004
OG0002507	Praj.g_01343, Praj.g_00980	Syab.g_02421
OG0002808	Praj.g_00033	Syab.g_00043
OG0003795	Praj.g_00739	Syab.g_00936
