Orthogroup	Praj	Syat
OG0001172	Praj.g_01872	Syat.g_01858
OG0001173	Praj.g_01873	Syat.g_01857
OG0001174	Praj.g_01881	Syat.g_01849
OG0001175	Praj.g_01882	Syat.g_01848
OG0001176	Praj.g_01893	Syat.g_01831
OG0001178	Praj.g_01236	Syat.g_03137
OG0001180	Praj.g_01958	Syat.g_01654
OG0001181	Praj.g_01962	Syat.g_01650
OG0001182	Praj.g_01970	Syat.g_01642
OG0001183	Praj.g_01976	Syat.g_01632
OG0001184	Praj.g_01992	Syat.g_02160
OG0001185	Praj.g_02007	Syat.g_02200
OG0001186	Praj.g_02046	Syat.g_02235
OG0001187	Praj.g_02060	Syat.g_02256
OG0001188	Praj.g_02062	Syat.g_02261
OG0001189	Praj.g_02079	Syat.g_02287
OG0001190	Praj.g_02084	Syat.g_02692
OG0001191	Praj.g_02094	Syat.g_02675
OG0001192	Praj.g_02099	Syat.g_02663
OG0001193	Praj.g_02112	Syat.g_02513
OG0001194	Praj.g_02113	Syat.g_02515
OG0001195	Praj.g_02114	Syat.g_02516
OG0001196	Praj.g_02136	Syat.g_02398
OG0001197	Praj.g_02138	Syat.g_02396
OG0001199	Praj.g_00112	Syat.g_01475
OG0001200	Praj.g_00114	Syat.g_01477
OG0001201	Praj.g_00146	Syat.g_01572
OG0001202	Praj.g_00239	Syat.g_02812
OG0001203	Praj.g_00278	Syat.g_01447
OG0001204	Praj.g_00284	Syat.g_01867
OG0001205	Praj.g_00439	Syat.g_01287
OG0001206	Praj.g_00458	Syat.g_03268
OG0001207	Praj.g_00469	Syat.g_03162
OG0001208	Praj.g_00475	Syat.g_03172
OG0001209	Praj.g_00526	Syat.g_03273
OG0001210	Praj.g_00531	Syat.g_00103
OG0001211	Praj.g_00541	Syat.g_00078
OG0001213	Praj.g_00617	Syat.g_03289
OG0001214	Praj.g_00625	Syat.g_00128
OG0001216	Praj.g_00700	Syat.g_00660
OG0001217	Praj.g_00091	Syat.g_02587
OG0001218	Praj.g_00740	Syat.g_01356
OG0001219	Praj.g_00915	Syat.g_00629
OG0001220	Praj.g_00825	Syat.g_01534
OG0001222	Praj.g_00847	Syat.g_00597
OG0001223	Praj.g_00964	Syat.g_00544
OG0001224	Praj.g_01020	Syat.g_00804
OG0001225	Praj.g_01022	Syat.g_00806
OG0001228	Praj.g_01411	Syat.g_00938
OG0001229	Praj.g_01160	Syat.g_00981
OG0001230	Praj.g_01623	Syat.g_01235
OG0001231	Praj.g_00744	Syat.g_02327
OG0001232	Praj.g_01789	Syat.g_03041
OG0001233	Praj.g_01809	Syat.g_03012
OG0001234	Praj.g_01884	Syat.g_02092
OG0001235	Praj.g_01888	Syat.g_01838
OG0001236	Praj.g_01989	Syat.g_02156
OG0001237	Praj.g_01993	Syat.g_02161
OG0001238	Praj.g_02095	Syat.g_02673
OG0001239	Praj.g_00109	Syat.g_01472
OG0001240	Praj.g_00131	Syat.g_01554
OG0001241	Praj.g_00140	Syat.g_01564
OG0001242	Praj.g_00159	Syat.g_02936
OG0001243	Praj.g_00166	Syat.g_02928
OG0001244	Praj.g_00182	Syat.g_02901
OG0001245	Praj.g_01244	Syat.g_00212
OG0001246	Praj.g_00496	Syat.g_03209
OG0001247	Praj.g_00676	Syat.g_01019
OG0001248	Praj.g_00678	Syat.g_03159
OG0001249	Praj.g_00373	Syat.g_01620
OG0001251	Praj.g_01858	Syat.g_00963, Syat.g_00621
OG0001252	Praj.g_01015	Syat.g_00787
OG0001255	Praj.g_01477	Syat.g_00843
OG0001256	Praj.g_01719	Syat.g_03111
OG0001257	Praj.g_01724	Syat.g_01716, Syat.g_00346, Syat.g_00438, Syat.g_00729, Syat.g_00918
OG0001259	Praj.g_01807	Syat.g_03014
OG0001261	Praj.g_01943	Syat.g_01791
OG0001262	Praj.g_02077	Syat.g_02285
OG0001263	Praj.g_00169	Syat.g_02926
OG0001269	Praj.g_00824	Syat.g_02369
OG0001277	Praj.g_02123	Syat.g_03312
OG0001279	Praj.g_01155	Syat.g_01252
OG0001281	Praj.g_01533	Syat.g_01159
OG0001282	Praj.g_01576	Syat.g_02780
OG0001283	Praj.g_02132	Syat.g_02403
OG0001286	Praj.g_01956	Syat.g_01656
OG0001287	Praj.g_02014	Syat.g_02208
OG0001288	Praj.g_02025	Syat.g_02225
OG0001289	Praj.g_00125	Syat.g_01527
OG0001290	Praj.g_00139	Syat.g_01563
OG0001294	Praj.g_01497, Praj.g_01564	Syat.g_00409
OG0001295	Praj.g_01485	Syat.g_00945
OG0001296	Praj.g_00501	Syat.g_03217
OG0001297	Praj.g_00506	Syat.g_03221
OG0001299	Praj.g_00655	Syat.g_00401
OG0001300	Praj.g_00687	Syat.g_01025
OG0001303	Praj.g_01344	Syat.g_00628
OG0001304	Praj.g_01006	Syat.g_00690
OG0001305	Praj.g_00842	Syat.g_00813
OG0001306	Praj.g_01475	Syat.g_03234
OG0001307	Praj.g_01547	Syat.g_02082
OG0001308	Praj.g_01642	Syat.g_01176
OG0001309	Praj.g_00510	Syat.g_01113
OG0001310	Praj.g_01779	Syat.g_03066
OG0001311	Praj.g_00998	Syat.g_00703
OG0001312	Praj.g_00924	Syat.g_00615
OG0001315	Praj.g_01974	Syat.g_01634
OG0001317	Praj.g_00274	Syat.g_01451
OG0001318	Praj.g_00295	Syat.g_01888
OG0001325	Praj.g_00703	Syat.g_00664
OG0001326	Praj.g_01850	Syat.g_02525
OG0001327	Praj.g_00876	Syat.g_00414
OG0001329	Praj.g_01727	Syat.g_00097
OG0001331	Praj.g_01581	Syat.g_01301
OG0001336	Praj.g_02133	Syat.g_02402
OG0001337	Praj.g_00367	Syat.g_01621
OG0001345	Praj.g_01441	Syat.g_00290
OG0001347	Praj.g_02039	Syat.g_02666
OG0001348	Praj.g_01082	Syat.g_03316
OG0001351	Praj.g_00448	Syat.g_01318
OG0001354	Praj.g_00956	Syat.g_00558
OG0001355	Praj.g_01726	Syat.g_02589
OG0001356	Praj.g_01119	Syat.g_01035, Syat.g_01428
OG0001357	Praj.g_01222	Syat.g_00135
OG0001358	Praj.g_00608	Syat.g_03319
OG0001360	Praj.g_01439	Syat.g_00256
OG0001365	Praj.g_02088	Syat.g_02687
OG0001371	Praj.g_00671	Syat.g_01490
OG0001373	Praj.g_01849	Syat.g_02524
OG0001374	Praj.g_01857	Syat.g_02541
OG0001376	Praj.g_00854	Syat.g_00841
OG0001377	Praj.g_00855	Syat.g_00842
OG0001378	Praj.g_00428	Syat.g_02967
OG0001385	Praj.g_01846	Syat.g_02521
OG0001386	Praj.g_01847	Syat.g_02522
OG0001387	Praj.g_01848	Syat.g_02523
OG0001388	Praj.g_01851	Syat.g_02526
OG0001389	Praj.g_01852	Syat.g_02531
OG0001390	Praj.g_01853	Syat.g_02532
OG0001391	Praj.g_01854	Syat.g_02533
OG0001392	Praj.g_01855	Syat.g_02539
OG0001393	Praj.g_01856	Syat.g_02540
OG0001394	Praj.g_00903	Syat.g_00450
OG0001396	Praj.g_02040	Syat.g_01137, Syat.g_02665
OG0001401	Praj.g_00807	Syat.g_00721
OG0001402	Praj.g_00612	Syat.g_03314
OG0001403	Praj.g_00030	Syat.g_02307
OG0001406	Praj.g_00853	Syat.g_00840
OG0001408	Praj.g_00082	Syat.g_00211
OG0001409	Praj.g_01453	Syat.g_01007
OG0001412	Praj.g_02038	Syat.g_01135
OG0001413	Praj.g_00745	Syat.g_02775, Syat.g_00853
OG0001415	Praj.g_00270	Syat.g_00017
OG0001417	Praj.g_01496	Syat.g_01705
OG0001418	Praj.g_00677	Syat.g_03267
OG0001420	Praj.g_01142	Syat.g_01099
OG0001421	Praj.g_01720	Syat.g_03056
OG0001429	Praj.g_00916	Syat.g_00627
OG0001430	Praj.g_00856	Syat.g_03343
OG0001432	Praj.g_00988	Syat.g_00846
OG0001433	Praj.g_01118	Syat.g_01429
OG0001434	Praj.g_00908	Syat.g_00455
OG0001435	Praj.g_00883	Syat.g_00422
OG0001437	Praj.g_00269	Syat.g_00016
OG0001439	Praj.g_00342	Syat.g_02105
OG0001441	Praj.g_00513	Syat.g_01109
OG0001443	Praj.g_01841	Syat.g_02649
OG0001451	Praj.g_00836	Syat.g_02877
OG0001453	Praj.g_00967	Syat.g_00538
OG0001454	Praj.g_01237	Syat.g_00189
OG0001456	Praj.g_01503	Syat.g_02545
OG0001457	Praj.g_01502	Syat.g_02546
OG0001458	Praj.g_01501	Syat.g_02547
OG0001459	Praj.g_01123	Syat.g_03357, Syat.g_03358
OG0001460	Praj.g_01117	Syat.g_01430
OG0001461	Praj.g_01381	Syat.g_01945
OG0001467	Praj.g_00098	Syat.g_02457
OG0001470	Praj.g_02057	Syat.g_02257, Syat.g_02252
OG0001473	Praj.g_01560	Syat.g_00190
OG0001474	Praj.g_00385	Syat.g_01607
OG0001475	Praj.g_02052	Syat.g_01116
OG0001476	Praj.g_01454	Syat.g_02579, Syat.g_01012
OG0001477	Praj.g_01370	Syat.g_00321, Syat.g_00322, Syat.g_00318
OG0001480	Praj.g_01173	Syat.g_00100
OG0001482	Praj.g_01044	Syat.g_00549
OG0001484	Praj.g_01206	Syat.g_02443
OG0001487	Praj.g_01670	Syat.g_01355
OG0001488	Praj.g_01448	Syat.g_00301
OG0001489	Praj.g_01967	Syat.g_01645
OG0001495	Praj.g_01890	Syat.g_01833
OG0001496	Praj.g_01368	Syat.g_00316
OG0001497	Praj.g_01369	Syat.g_00317
OG0001498	Praj.g_00404	Syat.g_02954
OG0001504	Praj.g_01124	Syat.g_03356
OG0001507	Praj.g_01140	Syat.g_03261
OG0001508	Praj.g_02053	Syat.g_02258
OG0001510	Praj.g_02018	Syat.g_02214
OG0001511	Praj.g_00150	Syat.g_01580
OG0001512	Praj.g_01746	Syat.g_01445
OG0001513	Praj.g_00041	Syat.g_01083
OG0001514	Praj.g_01367	Syat.g_00315
OG0001515	Praj.g_00685	Syat.g_00927
OG0001516	Praj.g_00652	Syat.g_00398
OG0001517	Praj.g_00381	Syat.g_01613
OG0001518	Praj.g_02097	Syat.g_02671
OG0001519	Praj.g_02102	Syat.g_02646
OG0001522	Praj.g_00803	Syat.g_00642
OG0001523	Praj.g_01837	Syat.g_01089
OG0001524	Praj.g_01838	Syat.g_01088
OG0001526	Praj.g_00910	Syat.g_02907
OG0001528	Praj.g_02056	Syat.g_01115
OG0001529	Praj.g_00045	Syat.g_02294
OG0001530	Praj.g_00149	Syat.g_01578
OG0001531	Praj.g_00279	Syat.g_01444
OG0001532	Praj.g_01431	Syat.g_00213
OG0001534	Praj.g_01007	Syat.g_00689
OG0001535	Praj.g_00996	Syat.g_00707
OG0001536	Praj.g_00942	Syat.g_00589
OG0001537	Praj.g_00900	Syat.g_00441
OG0001538	Praj.g_00774	Syat.g_00484
OG0001539	Praj.g_00878	Syat.g_00417
OG0001540	Praj.g_00171	Syat.g_02924
OG0001541	Praj.g_00219	Syat.g_02847
OG0001542	Praj.g_00225	Syat.g_02837
OG0001543	Praj.g_00850	Syat.g_03229
OG0001544	Praj.g_02101	Syat.g_02647
OG0001545	Praj.g_02122	Syat.g_02444, Syat.g_02433
OG0001549	Praj.g_00834	Syat.g_00799
OG0001553	Praj.g_01629	Syat.g_01230
OG0001556	Praj.g_01109	Syat.g_01046, Syat.g_03334, Syat.g_03147
OG0001557	Praj.g_00904	Syat.g_00451
OG0001559	Praj.g_00148	Syat.g_01577
OG0001560	Praj.g_00138	Syat.g_01562
OG0001561	Praj.g_01000	Syat.g_00701
OG0001562	Praj.g_00990	Syat.g_00523
OG0001563	Praj.g_01951	Syat.g_01662
OG0001570	Praj.g_01284	Syat.g_03269
OG0001575	Praj.g_00556	Syat.g_00061
OG0001576	Praj.g_01541	Syat.g_01169
OG0001577	Praj.g_01465	Syat.g_03255
OG0001578	Praj.g_01362	Syat.g_00192
OG0001584	Praj.g_00759	Syat.g_00468
OG0001591	Praj.g_00662	Syat.g_00411
OG0001613	Praj.g_01973	Syat.g_01635
OG0001623	Praj.g_00369	Syat.g_01623, Syat.g_01666
OG0001634	Praj.g_00658	Syat.g_00404
OG0001642	Praj.g_01558	Syat.g_00676
OG0001644	Praj.g_00713	Syat.g_00844
OG0001659	Praj.g_01435	Syat.g_00219
OG0001666	Praj.g_01122	Syat.g_03349
OG0001673	Praj.g_00272	Syat.g_01454
OG0001692	Praj.g_01627	Syat.g_01231
OG0001694	Praj.g_00317	Syat.g_02062
OG0001695	Praj.g_02118	Syat.g_02434
OG0001700	Praj.g_01116	Syat.g_01074
OG0001703	Praj.g_00470	Syat.g_03164
OG0001715	Praj.g_01177	Syat.g_01717
OG0001733	Praj.g_01107	Syat.g_01048
OG0001738	Praj.g_00355	Syat.g_02127
OG0001739	Praj.g_02117	Syat.g_02435, Syat.g_02445
OG0001769	Praj.g_01387	Syat.g_00373
OG0001816	Praj.g_00875	Syat.g_00413
OG0001915	Praj.g_02140	Syat.g_02389
OG0001955	Praj.g_00077	Syat.g_01670
OG0001956	Praj.g_00830	Syat.g_00959
OG0001977	Praj.g_02108	Syat.g_02506
OG0001978	Praj.g_00039, Praj.g_01754, Praj.g_01901, Praj.g_00421	Syat.g_01141
OG0001991	Praj.g_01120	Syat.g_01679
OG0002052	Praj.g_00848	Syat.g_01022
OG0002229	Praj.g_02033	Syat.g_02254
OG0002347	Praj.g_01795	Syat.g_03036
OG0002563	Praj.g_01608	Syat.g_01386
OG0002724	Praj.g_00038	Syat.g_01745, Syat.g_01744, Syat.g_01736, Syat.g_01737
OG0002808	Praj.g_00033	Syat.g_02300
