Orthogroup	Prai	Syal
OG0001174	Prai.g_01713	Syal.g_00207
OG0001175	Prai.g_01714	Syal.g_00208
OG0001176	Prai.g_01721	Syal.g_00226
OG0001177	Prai.g_01724	Syal.g_00224
OG0001178	Prai.g_01729	Syal.g_00592
OG0001179	Prai.g_01761	Syal.g_00256
OG0001180	Prai.g_01788	Syal.g_00282
OG0001182	Prai.g_01799	Syal.g_00295
OG0001183	Prai.g_01803	Syal.g_00302
OG0001184	Prai.g_01819	Syal.g_01359
OG0001185	Prai.g_01833	Syal.g_01453
OG0001186	Prai.g_01856	Syal.g_00179
OG0001187	Prai.g_01862	Syal.g_00175
OG0001188	Prai.g_01864	Syal.g_00172
OG0001189	Prai.g_01881	Syal.g_00152
OG0001190	Prai.g_01885	Syal.g_01067
OG0001191	Prai.g_01895	Syal.g_01083
OG0001192	Prai.g_01899	Syal.g_01090
OG0001193	Prai.g_01909	Syal.g_01128
OG0001194	Prai.g_01910	Syal.g_01130
OG0001195	Prai.g_01911	Syal.g_01131
OG0001196	Prai.g_01924	Syal.g_00078
OG0001197	Prai.g_01925	Syal.g_00080
OG0001198	Prai.g_01933	Syal.g_00093
OG0001199	Prai.g_00074	Syal.g_00757
OG0001200	Prai.g_00076	Syal.g_00759
OG0001201	Prai.g_00108	Syal.g_00821
OG0001202	Prai.g_00210	Syal.g_00956
OG0001203	Prai.g_00249	Syal.g_00683
OG0001204	Prai.g_00256	Syal.g_01201
OG0001205	Prai.g_00476	Syal.g_00515
OG0001206	Prai.g_00493	Syal.g_00490
OG0001207	Prai.g_00507	Syal.g_02889
OG0001208	Prai.g_00512	Syal.g_02899
OG0001209	Prai.g_00563	Syal.g_02835
OG0001210	Prai.g_00568	Syal.g_02827
OG0001211	Prai.g_00578	Syal.g_02811
OG0001212	Prai.g_00624	Syal.g_02754
OG0001213	Prai.g_00658	Syal.g_02701
OG0001214	Prai.g_00666	Syal.g_02634
OG0001215	Prai.g_00719	Syal.g_01786
OG0001216	Prai.g_00750	Syal.g_01861
OG0001217	Prai.g_00894	Syal.g_02067
OG0001218	Prai.g_00887	Syal.g_00429
OG0001219	Prai.g_00858	Syal.g_02036
OG0001220	Prai.g_00795	Syal.g_02494
OG0001221	Prai.g_01035	Syal.g_02258
OG0001222	Prai.g_00997	Syal.g_02006
OG0001223	Prai.g_00971	Syal.g_01960
OG0001224	Prai.g_00922	Syal.g_01827
OG0001225	Prai.g_00920	Syal.g_01825
OG0001226	Prai.g_01083	Syal.g_00767
OG0001227	Prai.g_01101	Syal.g_01575
OG0001228	Prai.g_01218	Syal.g_02451
OG0001229	Prai.g_01368	Syal.g_01801
OG0001230	Prai.g_01455	Syal.g_00029
OG0001231	Prai.g_01560	Syal.g_00114
OG0001232	Prai.g_01661	Syal.g_00622
OG0001233	Prai.g_01681	Syal.g_00645
OG0001234	Prai.g_01716	Syal.g_00212
OG0001236	Prai.g_01816	Syal.g_01352
OG0001237	Prai.g_01820	Syal.g_01362
OG0001238	Prai.g_01896	Syal.g_01085
OG0001239	Prai.g_00071	Syal.g_00754
OG0001240	Prai.g_00093	Syal.g_00804
OG0001241	Prai.g_00101	Syal.g_00814
OG0001242	Prai.g_00119	Syal.g_00844
OG0001243	Prai.g_00125	Syal.g_00852
OG0001244	Prai.g_00141	Syal.g_00882
OG0001245	Prai.g_00392	Syal.g_02522
OG0001246	Prai.g_00534	Syal.g_02927
OG0001247	Prai.g_00712	Syal.g_01126
OG0001248	Prai.g_00714	Syal.g_01778
OG0001249	Prai.g_00869	Syal.g_00337
OG0001250	Prai.g_00806	Syal.g_02469
OG0001252	Prai.g_00927	Syal.g_01834
OG0001253	Prai.g_01102	Syal.g_02521
OG0001254	Prai.g_01145	Syal.g_02507
OG0001255	Prai.g_01156	Syal.g_02609
OG0001256	Prai.g_01553	Syal.g_00571
OG0001257	Prai.g_01559	Syal.g_02262
OG0001258	Prai.g_01635	Syal.g_00582
OG0001259	Prai.g_01679	Syal.g_00643
OG0001260	Prai.g_01695	Syal.g_00665
OG0001261	Prai.g_01769	Syal.g_00265
OG0001262	Prai.g_01879	Syal.g_00154
OG0001263	Prai.g_00128	Syal.g_00856
OG0001265	Prai.g_00118	Syal.g_00842
OG0001266	Prai.g_00214	Syal.g_00960
OG0001267	Prai.g_00293	Syal.g_01263
OG0001268	Prai.g_00352	Syal.g_00353
OG0001269	Prai.g_00372	Syal.g_02567
OG0001270	Prai.g_00465	Syal.g_00528
OG0001271	Prai.g_00502	Syal.g_00466
OG0001272	Prai.g_00516	Syal.g_02903
OG0001273	Prai.g_00660	Syal.g_02641
OG0001275	Prai.g_00961	Syal.g_01932
OG0001276	Prai.g_00942	Syal.g_01914
OG0001277	Prai.g_01090	Syal.g_02963
OG0001278	Prai.g_01223	Syal.g_01766
OG0001279	Prai.g_01583	Syal.g_02565
OG0001280	Prai.g_01334	Syal.g_01604
OG0001281	Prai.g_01340	Syal.g_01592
OG0001282	Prai.g_01371	Syal.g_02887
OG0001284	Prai.g_01532	Syal.g_03007
OG0001285	Prai.g_01664	Syal.g_00625
OG0001286	Prai.g_01786	Syal.g_00280
OG0001287	Prai.g_01840	Syal.g_01461
OG0001288	Prai.g_01849	Syal.g_01513
OG0001289	Prai.g_00087	Syal.g_00781
OG0001290	Prai.g_00100	Syal.g_00813
OG0001291	Prai.g_00135	Syal.g_00866
OG0001292	Prai.g_00261	Syal.g_01206
OG0001293	Prai.g_00274	Syal.g_01236
OG0001294	Prai.g_00389	Syal.g_02207
OG0001295	Prai.g_00498	Syal.g_01828
OG0001296	Prai.g_00539	Syal.g_02933
OG0001298	Prai.g_00605	Syal.g_02777
OG0001299	Prai.g_00695	Syal.g_02200
OG0001300	Prai.g_00722	Syal.g_01795
OG0001301	Prai.g_00725	Syal.g_01941, Syal.g_01810
OG0001302	Prai.g_00860	Syal.g_02607
OG0001304	Prai.g_00933	Syal.g_01899
OG0001305	Prai.g_00914	Syal.g_01817
OG0001306	Prai.g_01158	Syal.g_01626
OG0001307	Prai.g_01354	Syal.g_02195
OG0001308	Prai.g_01473	Syal.g_00392
OG0001309	Prai.g_01557	Syal.g_02943
OG0001310	Prai.g_01650	Syal.g_00605
OG0001312	Prai.g_01008	Syal.g_02024
OG0001315	Prai.g_00061	Syal.g_00300
OG0001316	Prai.g_00140	Syal.g_00872
OG0001317	Prai.g_00245	Syal.g_00687
OG0001318	Prai.g_00269	Syal.g_01228
OG0001321	Prai.g_00482	Syal.g_00508
OG0001322	Prai.g_00483	Syal.g_00507
OG0001323	Prai.g_00548	Syal.g_02946
OG0001324	Prai.g_00723	Syal.g_01796
OG0001325	Prai.g_00753	Syal.g_01865
OG0001327	Prai.g_01075	Syal.g_02296
OG0001328	Prai.g_01100	Syal.g_02266
OG0001330	Prai.g_01309	Syal.g_01611
OG0001332	Prai.g_01504	Syal.g_02965
OG0001333	Prai.g_01675	Syal.g_00639
OG0001334	Prai.g_01806	Syal.g_00311
OG0001335	Prai.g_01807	Syal.g_00312
OG0001336	Prai.g_01921	Syal.g_01180
OG0001339	Prai.g_00103	Syal.g_00816
OG0001340	Prai.g_00341	Syal.g_00328
OG0001341	Prai.g_00897	Syal.g_02538
OG0001343	Prai.g_01062	Syal.g_01190
OG0001344	Prai.g_01175	Syal.g_01658
OG0001345	Prai.g_01190	Syal.g_01694
OG0001346	Prai.g_01336	Syal.g_01600
OG0001348	Prai.g_01587	Syal.g_01849
OG0001349	Prai.g_01407	Syal.g_01426
OG0001351	Prai.g_00485	Syal.g_00501
OG0001353	Prai.g_00815	Syal.g_02457
OG0001358	Prai.g_00649	Syal.g_02715
OG0001359	Prai.g_01061	Syal.g_01189
OG0001360	Prai.g_01103	Syal.g_01696
OG0001361	Prai.g_01187	Syal.g_01691
OG0001362	Prai.g_01477	Syal.g_00397
OG0001363	Prai.g_01479	Syal.g_00399
OG0001364	Prai.g_01809	Syal.g_01342
OG0001365	Prai.g_01889	Syal.g_01072
OG0001369	Prai.g_00092	Syal.g_00803
OG0001375	Prai.g_01063	Syal.g_01191
OG0001376	Prai.g_01069	Syal.g_01095
OG0001377	Prai.g_01070	Syal.g_01094
OG0001378	Prai.g_01112	Syal.g_00529
OG0001382	Prai.g_01575	Syal.g_00220
OG0001394	Prai.g_01031	Syal.g_02250
OG0001395	Prai.g_00931	Syal.g_02432
OG0001397	Prai.g_01478	Syal.g_00398
OG0001398	Prai.g_01601	Syal.g_00774
OG0001399	Prai.g_01718	Syal.g_00434
OG0001404	Prai.g_00068	Syal.g_00750
OG0001405	Prai.g_00339	Syal.g_00314
OG0001406	Prai.g_01068	Syal.g_01096
OG0001407	Prai.g_01081	Syal.g_01774
OG0001408	Prai.g_01086	Syal.g_02589
OG0001409	Prai.g_01178	Syal.g_01671
OG0001410	Prai.g_01355	Syal.g_02194
OG0001411	Prai.g_01422, Prai.g_01391	Syal.g_01399
OG0001413	Prai.g_01547	Syal.g_02570
OG0001416	Prai.g_00490	Syal.g_01595
OG0001417	Prai.g_00500	Syal.g_01974
OG0001419	Prai.g_01082	Syal.g_01775
OG0001420	Prai.g_01122	Syal.g_02955
OG0001428	Prai.g_00183	Syal.g_00915
OG0001430	Prai.g_01271	Syal.g_01055
OG0001432	Prai.g_01545	Syal.g_02578
OG0001436	Prai.g_01403	Syal.g_01387
OG0001436	Prai.g_01402	Syal.g_01384
OG0001438	Prai.g_00306	Syal.g_01278
OG0001439	Prai.g_00320	Syal.g_01306
OG0001443	Prai.g_01602	Syal.g_01101
OG0001447	Prai.g_00126	Syal.g_00853
OG0001448	Prai.g_00380	Syal.g_02552
OG0001449	Prai.g_00413	Syal.g_01198
OG0001452	Prai.g_01058	Syal.g_01223
OG0001454	Prai.g_01096	Syal.g_02566
OG0001459	Prai.g_01552	Syal.g_01493, Syal.g_02104
OG0001462	Prai.g_00034	Syal.g_00138
OG0001471	Prai.g_01548	Syal.g_01301
OG0001473	Prai.g_01857	Syal.g_02571
OG0001474	Prai.g_00353	Syal.g_00354
OG0001475	Prai.g_00152	Syal.g_00184
OG0001477	Prai.g_01254	Syal.g_01807
OG0001480	Prai.g_00382	Syal.g_02599
OG0001481	Prai.g_00386	Syal.g_00504
OG0001482	Prai.g_00488	Syal.g_01964
OG0001486	Prai.g_01169	Syal.g_01651
OG0001492	Prai.g_01220	Syal.g_01769
OG0001493	Prai.g_01228	Syal.g_01760
OG0001495	Prai.g_01723	Syal.g_00223
OG0001496	Prai.g_01252	Syal.g_01804
OG0001497	Prai.g_01253	Syal.g_01806
OG0001499	Prai.g_00060	Syal.g_00086
OG0001502	Prai.g_00877	Syal.g_02489
OG0001507	Prai.g_01245	Syal.g_02094
OG0001508	Prai.g_01432	Syal.g_00180
OG0001514	Prai.g_01251	Syal.g_01803
OG0001520	Prai.g_00406	Syal.g_02790
OG0001527	Prai.g_00591	Syal.g_02796
OG0001532	Prai.g_01199	Syal.g_01710
OG0001547	Prai.g_00875	Syal.g_02050
OG0001554	Prai.g_01555	Syal.g_01065
OG0001555	Prai.g_01569	Syal.g_02484
OG0001562	Prai.g_00949	Syal.g_01926
OG0001565	Prai.g_00447	Syal.g_02600
OG0001567	Prai.g_00876	Syal.g_02051
OG0001568	Prai.g_00874	Syal.g_02049
OG0001570	Prai.g_01255	Syal.g_02053
OG0001582	Prai.g_00499	Syal.g_02644
OG0001625	Prai.g_00271	Syal.g_01230
OG0001634	Prai.g_01582	Syal.g_02203
OG0001647	Prai.g_00285	Syal.g_01254
OG0001667	Prai.g_01311	Syal.g_02863
OG0001712	Prai.g_00427	Syal.g_02524
OG0001719	Prai.g_00403	Syal.g_01472
OG0001726	Prai.g_00425	Syal.g_00536
OG0001744	Prai.g_01317	Syal.g_00735
OG0001745	Prai.g_01544	Syal.g_02530
OG0001924	Prai.g_01283	Syal.g_02722
OG0001925	Prai.g_01284	Syal.g_02723
OG0001926	Prai.g_01285	Syal.g_02724
OG0001927	Prai.g_01286	Syal.g_02725
OG0001993	Prai.g_01281	Syal.g_02720
OG0001994	Prai.g_01282	Syal.g_02721
OG0002019	Prai.g_01304	Syal.g_01425
OG0002032	Prai.g_01898	Syal.g_02367
OG0002098	Prai.g_01430	Syal.g_01386
OG0002112	Prai.g_00417	Syal.g_01292
OG0002157	Prai.g_00418	Syal.g_01293
OG0002158	Prai.g_00416	Syal.g_01291
OG0002244	Prai.g_01244	Syal.g_02093
OG0002375	Prai.g_01408	Syal.g_01427
OG0002395	Prai.g_01628	Syal.g_01294
OG0002451	Prai.g_01242	Syal.g_00743
OG0002560	Prai.g_00408	Syal.g_02077
OG0002582	Prai.g_01319	Syal.g_01382
OG0002722	Prai.g_01401	Syal.g_01381
OG0002723	Prai.g_01409	Syal.g_01428
OG0002885	Prai.g_00449	Syal.g_02167
OG0003010	Prai.g_01397	Syal.g_01375
OG0003067	Prai.g_00430	Syal.g_00585
OG0003157	Prai.g_00455	Syal.g_02168
OG0003158	Prai.g_00452, Prai.g_00458	Syal.g_02171
OG0003159	Prai.g_01396	Syal.g_01374
OG0003222	Prai.g_01399, Prai.g_01410	Syal.g_01379
OG0003336	Prai.g_00456	Syal.g_02169
OG0003337	Prai.g_00457	Syal.g_02170
OG0003346	Prai.g_01398	Syal.g_01378
OG0003793	Prai.g_01441	Syal.g_01383
OG0004141	Prai.g_01404	Syal.g_01389
OG0004606	Prai.g_01400	Syal.g_01380
