Orthogroup	Prai	Syat
OG0001202	Prai.g_00210	Syat.g_02812
OG0001203	Prai.g_00249	Syat.g_01447
OG0001204	Prai.g_00256	Syat.g_01867
OG0001205	Prai.g_00476	Syat.g_01287
OG0001206	Prai.g_00493	Syat.g_03268
OG0001207	Prai.g_00507	Syat.g_03162
OG0001208	Prai.g_00512	Syat.g_03172
OG0001209	Prai.g_00563	Syat.g_03273
OG0001210	Prai.g_00568	Syat.g_00103
OG0001211	Prai.g_00578	Syat.g_00078
OG0001213	Prai.g_00658	Syat.g_03289
OG0001214	Prai.g_00666	Syat.g_00128
OG0001216	Prai.g_00750	Syat.g_00660
OG0001217	Prai.g_00894	Syat.g_02587
OG0001218	Prai.g_00887	Syat.g_01356
OG0001219	Prai.g_00858	Syat.g_00629
OG0001220	Prai.g_00795	Syat.g_01534
OG0001222	Prai.g_00997	Syat.g_00597
OG0001223	Prai.g_00971	Syat.g_00544
OG0001224	Prai.g_00922	Syat.g_00804
OG0001225	Prai.g_00920	Syat.g_00806
OG0001226	Prai.g_01083	Syat.g_01485
OG0001228	Prai.g_01218	Syat.g_00938
OG0001229	Prai.g_01368	Syat.g_00981
OG0001230	Prai.g_01455	Syat.g_01235
OG0001231	Prai.g_01560	Syat.g_02327
OG0001232	Prai.g_01661	Syat.g_03041
OG0001233	Prai.g_01681	Syat.g_03012
OG0001234	Prai.g_01716	Syat.g_02092
OG0001235	Prai.g_01726	Syat.g_01838
OG0001236	Prai.g_01816	Syat.g_02156
OG0001237	Prai.g_01820	Syat.g_02161
OG0001238	Prai.g_01896	Syat.g_02673
OG0001239	Prai.g_00071	Syat.g_01472
OG0001240	Prai.g_00093	Syat.g_01554
OG0001241	Prai.g_00101	Syat.g_01564
OG0001242	Prai.g_00119	Syat.g_02936
OG0001243	Prai.g_00125	Syat.g_02928
OG0001244	Prai.g_00141	Syat.g_02901
OG0001245	Prai.g_00392	Syat.g_00212
OG0001246	Prai.g_00534	Syat.g_03209
OG0001247	Prai.g_00712	Syat.g_01019
OG0001248	Prai.g_00714	Syat.g_03159
OG0001249	Prai.g_00869	Syat.g_01620
OG0001250	Prai.g_00806	Syat.g_00739
OG0001252	Prai.g_00927	Syat.g_00787
OG0001255	Prai.g_01156	Syat.g_00843
OG0001256	Prai.g_01553	Syat.g_03111
OG0001257	Prai.g_01559	Syat.g_01716
OG0001258	Prai.g_01635	Syat.g_03119
OG0001259	Prai.g_01679	Syat.g_03014
OG0001261	Prai.g_01769	Syat.g_01791
OG0001262	Prai.g_01879	Syat.g_02285
OG0001263	Prai.g_00128	Syat.g_02926
OG0001265	Prai.g_00118	Syat.g_02938
OG0001266	Prai.g_00214	Syat.g_02808
OG0001267	Prai.g_00293	Syat.g_02060
OG0001268	Prai.g_00352	Syat.g_01608
OG0001269	Prai.g_00372	Syat.g_02369
OG0001270	Prai.g_00465	Syat.g_02968
OG0001271	Prai.g_00502	Syat.g_01374
OG0001272	Prai.g_00516	Syat.g_03176
OG0001275	Prai.g_00961	Syat.g_00529
OG0001276	Prai.g_00942	Syat.g_00705
OG0001277	Prai.g_01090	Syat.g_03312
OG0001278	Prai.g_01223	Syat.g_00895
OG0001279	Prai.g_01583	Syat.g_01252
OG0001281	Prai.g_01340	Syat.g_01159
OG0001282	Prai.g_01371	Syat.g_02780
OG0001286	Prai.g_01786	Syat.g_01656
OG0001287	Prai.g_01840	Syat.g_02208
OG0001288	Prai.g_01849	Syat.g_02225
OG0001289	Prai.g_00087	Syat.g_01527
OG0001290	Prai.g_00100	Syat.g_01563
OG0001291	Prai.g_00135	Syat.g_02916
OG0001292	Prai.g_00261	Syat.g_01873
OG0001293	Prai.g_00274	Syat.g_01995
OG0001294	Prai.g_00389	Syat.g_00409
OG0001295	Prai.g_00498	Syat.g_00945
OG0001296	Prai.g_00539	Syat.g_03217
OG0001298	Prai.g_00605	Syat.g_00043
OG0001299	Prai.g_00695	Syat.g_00401
OG0001300	Prai.g_00722	Syat.g_01025
OG0001304	Prai.g_00933	Syat.g_00690
OG0001305	Prai.g_00914	Syat.g_00813
OG0001306	Prai.g_01158	Syat.g_03234
OG0001307	Prai.g_01354	Syat.g_02082
OG0001308	Prai.g_01473	Syat.g_01176
OG0001309	Prai.g_01557	Syat.g_01113
OG0001310	Prai.g_01650	Syat.g_03066
OG0001312	Prai.g_01008	Syat.g_00615
OG0001314	Prai.g_00439	Syat.g_00839, Syat.g_00137
OG0001315	Prai.g_00061	Syat.g_01634
OG0001317	Prai.g_00245	Syat.g_01451
OG0001318	Prai.g_00269	Syat.g_01888
OG0001323	Prai.g_00548	Syat.g_01111
OG0001325	Prai.g_00753	Syat.g_00664
OG0001327	Prai.g_01075	Syat.g_00414
OG0001331	Prai.g_01376	Syat.g_01301
OG0001333	Prai.g_01675	Syat.g_03018
OG0001336	Prai.g_01921	Syat.g_02402
OG0001345	Prai.g_01190	Syat.g_00290
OG0001348	Prai.g_01587	Syat.g_03316
OG0001349	Prai.g_01407	Syat.g_01220
OG0001351	Prai.g_00485	Syat.g_01318
OG0001353	Prai.g_00815	Syat.g_00717
OG0001355	Prai.g_01272	Syat.g_02589
OG0001358	Prai.g_00649	Syat.g_03319
OG0001360	Prai.g_01103	Syat.g_00256
OG0001361	Prai.g_01187	Syat.g_00293
OG0001364	Prai.g_01809	Syat.g_02143
OG0001365	Prai.g_01889	Syat.g_02687
OG0001371	Prai.g_00708	Syat.g_01490
OG0001376	Prai.g_01069	Syat.g_00841
OG0001377	Prai.g_01070	Syat.g_00842
OG0001378	Prai.g_01112	Syat.g_02967
OG0001382	Prai.g_01575	Syat.g_00101
OG0001394	Prai.g_01031	Syat.g_00450
OG0001403	Prai.g_00030	Syat.g_02307
OG0001406	Prai.g_01068	Syat.g_00840
OG0001408	Prai.g_01086	Syat.g_00211
OG0001409	Prai.g_01178	Syat.g_01007
OG0001411	Prai.g_01422, Prai.g_01391	Syat.g_01188
OG0001413	Prai.g_01547	Syat.g_00853
OG0001415	Prai.g_00242	Syat.g_00017
OG0001416	Prai.g_00490	Syat.g_02491
OG0001417	Prai.g_00500	Syat.g_01705
OG0001418	Prai.g_00713	Syat.g_03267
OG0001420	Prai.g_01122	Syat.g_01099
OG0001421	Prai.g_01554	Syat.g_03056
OG0001430	Prai.g_01271	Syat.g_03343
OG0001432	Prai.g_01545	Syat.g_00846
OG0001437	Prai.g_00241	Syat.g_00016
OG0001438	Prai.g_00306	Syat.g_02076
OG0001439	Prai.g_00320	Syat.g_02105
OG0001441	Prai.g_00550	Syat.g_01109
OG0001443	Prai.g_01602	Syat.g_02649
OG0001449	Prai.g_00413	Syat.g_00800
OG0001451	Prai.g_00786	Syat.g_02877
OG0001452	Prai.g_01058	Syat.g_01881
OG0001453	Prai.g_00967	Syat.g_00538
OG0001454	Prai.g_01096	Syat.g_00189
OG0001459	Prai.g_01552	Syat.g_03357, Syat.g_03358
OG0001462	Prai.g_00034	Syat.g_02301
OG0001467	Prai.g_00868	Syat.g_02457
OG0001470	Prai.g_01433	Syat.g_02252
OG0001473	Prai.g_01857	Syat.g_00190
OG0001474	Prai.g_00353	Syat.g_01607
OG0001475	Prai.g_00152	Syat.g_01116
OG0001477	Prai.g_01254	Syat.g_00321, Syat.g_00322, Syat.g_00318
OG0001480	Prai.g_00382	Syat.g_00100
OG0001482	Prai.g_00488	Syat.g_00549
OG0001484	Prai.g_00893	Syat.g_02443
OG0001486	Prai.g_01169	Syat.g_03258
OG0001492	Prai.g_01220	Syat.g_00898
OG0001493	Prai.g_01228	Syat.g_00890
OG0001495	Prai.g_01723	Syat.g_01833
OG0001496	Prai.g_01252	Syat.g_00316
OG0001497	Prai.g_01253	Syat.g_00317
OG0001502	Prai.g_00877	Syat.g_00757
OG0001505	Prai.g_01394	Syat.g_01215
OG0001507	Prai.g_01245	Syat.g_03261
OG0001508	Prai.g_01432	Syat.g_02258
OG0001514	Prai.g_01251	Syat.g_00315
OG0001520	Prai.g_00406	Syat.g_00852
OG0001522	Prai.g_00814	Syat.g_00642
OG0001523	Prai.g_01147	Syat.g_01089
OG0001524	Prai.g_01148	Syat.g_01088
OG0001526	Prai.g_01699	Syat.g_02907
OG0001527	Prai.g_00591	Syat.g_00064
OG0001532	Prai.g_01199	Syat.g_00213
OG0001547	Prai.g_00875	Syat.g_00645
OG0001549	Prai.g_00788	Syat.g_00799
OG0001553	Prai.g_01460	Syat.g_01230
OG0001554	Prai.g_01555	Syat.g_01005
OG0001562	Prai.g_00949	Syat.g_00523
OG0001567	Prai.g_00876	Syat.g_00651
OG0001568	Prai.g_00874	Syat.g_00643
OG0001570	Prai.g_01255	Syat.g_03269
OG0001584	Prai.g_01016	Syat.g_00468
OG0001587	Prai.g_01697	Syat.g_02990
OG0001588	Prai.g_00778	Syat.g_03195, Syat.g_02169
OG0001613	Prai.g_01801	Syat.g_01635
OG0001625	Prai.g_00271	Syat.g_01938
OG0001634	Prai.g_01582	Syat.g_00404
OG0001647	Prai.g_00285	Syat.g_02051
OG0001669	Prai.g_00043	Syat.g_01243, Syat.g_02149, Syat.g_02150, Syat.g_02151, Syat.g_02903
OG0001701	Prai.g_01700	Syat.g_02905
OG0001726	Prai.g_00425	Syat.g_02003
OG0001745	Prai.g_01544	Syat.g_00971
OG0001924	Prai.g_01283	Syat.g_02767
OG0001925	Prai.g_01284	Syat.g_02766
OG0001926	Prai.g_01285	Syat.g_02765
OG0001927	Prai.g_01286	Syat.g_02764
OG0001993	Prai.g_01281	Syat.g_02769
OG0002019	Prai.g_01304	Syat.g_02199
OG0002155	Prai.g_00774, Prai.g_01421	Syat.g_02174
OG0002244	Prai.g_01244	Syat.g_00744
OG0002274	Prai.g_00776	Syat.g_02175
OG0002369	Prai.g_00742	Syat.g_02251
OG0002375	Prai.g_01408	Syat.g_01219
OG0002396	Prai.g_01745	Syat.g_01817
OG0002582	Prai.g_01319	Syat.g_02247
OG0002721	Prai.g_01320	Syat.g_03161
OG0002722	Prai.g_01401	Syat.g_01202
OG0002723	Prai.g_01409	Syat.g_01218
OG0002893	Prai.g_00777	Syat.g_02173
OG0003010	Prai.g_01397	Syat.g_01211
OG0003067	Prai.g_00430	Syat.g_01017
OG0003159	Prai.g_01396	Syat.g_01213
OG0003224	Prai.g_01625	Syat.g_00445
