Orthogroup	Prai	Syap
OG0001495	Prai.g_01723	Syap.g_01921
OG0001502	Prai.g_00877	Syap.g_00833
OG0001507	Prai.g_01245	Syap.g_00227
OG0001508	Prai.g_01432	Syap.g_00808
OG0001527	Prai.g_00591	Syap.g_00287, Syap.g_00292
OG0001547	Prai.g_00875	Syap.g_00840, Syap.g_00839
OG0001553	Prai.g_01460	Syap.g_02121
OG0001562	Prai.g_00949	Syap.g_02700
OG0001567	Prai.g_00876	Syap.g_00838
OG0001568	Prai.g_00874	Syap.g_00842
OG0001570	Prai.g_01255	Syap.g_00438
OG0001584	Prai.g_01016	Syap.g_00183
OG0001587	Prai.g_01697	Syap.g_02669
OG0001613	Prai.g_01801	Syap.g_00597
OG0001634	Prai.g_01582	Syap.g_01956
OG0001647	Prai.g_00285	Syap.g_01370
OG0001669	Prai.g_00043	Syap.g_01283
OG0001745	Prai.g_01544	Syap.g_02401
OG0001919	Prai.g_00411	Syap.g_01968
OG0001924	Prai.g_01283	Syap.g_00381
OG0001925	Prai.g_01284	Syap.g_00382
OG0001926	Prai.g_01285	Syap.g_00383
OG0001927	Prai.g_01286	Syap.g_00384
OG0001994	Prai.g_01282	Syap.g_00380
OG0002019	Prai.g_01304	Syap.g_01103
OG0002026	Prai.g_00410	Syap.g_00821
OG0002097	Prai.g_00775	Syap.g_00711
OG0002098	Prai.g_01430	Syap.g_02161
OG0002274	Prai.g_00776	Syap.g_00710
OG0002369	Prai.g_00742	Syap.g_00708, Syap.g_00707, Syap.g_00730
OG0002375	Prai.g_01408	Syap.g_00880
OG0002396	Prai.g_01745	Syap.g_00507
OG0002699	Prai.g_01440	Syap.g_01710
OG0002722	Prai.g_01401	Syap.g_01285
OG0002723	Prai.g_01409	Syap.g_01265
OG0002767	Prai.g_00038	Syap.g_02415
OG0002893	Prai.g_00777	Syap.g_00729
OG0002916	Prai.g_01413	Syap.g_00866
OG0003010	Prai.g_01397	Syap.g_01271, Syap.g_00868
OG0003067	Prai.g_00430	Syap.g_01865
OG0003159	Prai.g_01396	Syap.g_01270
OG0003222	Prai.g_01399, Prai.g_01410	Syap.g_01282
OG0003223	Prai.g_01406	Syap.g_01709
OG0003793	Prai.g_01441	Syap.g_01702
OG0004139	Prai.g_00151	Syap.g_01437, Syap.g_01439
