Orthogroup	Pray	Praf
OG0001169	Pray.g_01336	Praf.g_02375
OG0001170	Pray.g_01338	Praf.g_02383
OG0001171	Pray.g_01339	Praf.g_02384
OG0001172	Pray.g_01340	Praf.g_02386
OG0001173	Pray.g_01342	Praf.g_02388
OG0001174	Pray.g_01344	Praf.g_02391
OG0001175	Pray.g_01346	Praf.g_02393
OG0001176	Pray.g_01347	Praf.g_02395
OG0001177	Pray.g_01349	Praf.g_02397
OG0001178	Pray.g_01350	Praf.g_02398
OG0001179	Pray.g_01351	Praf.g_02399
OG0001180	Pray.g_01352	Praf.g_00196
OG0001181	Pray.g_01353	Praf.g_00195
OG0001182	Pray.g_01354	Praf.g_00194
OG0001183	Pray.g_01355	Praf.g_00193
OG0001184	Pray.g_01356	Praf.g_00192
OG0001185	Pray.g_01357	Praf.g_00191
OG0001186	Pray.g_01358	Praf.g_00184
OG0001187	Pray.g_01359	Praf.g_00183
OG0001188	Pray.g_01360	Praf.g_00182
OG0001189	Pray.g_01362	Praf.g_00180
OG0001190	Pray.g_01363	Praf.g_00179
OG0001191	Pray.g_01365	Praf.g_00177
OG0001192	Pray.g_01367	Praf.g_00175
OG0001193	Pray.g_01368	Praf.g_00174
OG0001194	Pray.g_01369	Praf.g_00173
OG0001195	Pray.g_01370	Praf.g_00165
OG0001196	Pray.g_01372	Praf.g_00163
OG0001197	Pray.g_01375	Praf.g_00158
OG0001198	Pray.g_01376	Praf.g_00157
OG0001199	Pray.g_01377	Praf.g_00156
OG0001200	Pray.g_01378	Praf.g_00155
OG0001201	Pray.g_01379	Praf.g_00154
OG0001202	Pray.g_01380	Praf.g_00153
OG0001203	Pray.g_01382	Praf.g_00091
OG0001204	Pray.g_01385	Praf.g_00089
OG0001205	Pray.g_01386	Praf.g_00088
OG0001206	Pray.g_01388	Praf.g_00087
OG0001207	Pray.g_01389	Praf.g_00083
OG0001208	Pray.g_01390	Praf.g_00082
OG0001209	Pray.g_01391	Praf.g_00081
OG0001210	Pray.g_01392	Praf.g_00077
OG0001211	Pray.g_01393	Praf.g_00075
OG0001212	Pray.g_01394	Praf.g_00074
OG0001213	Pray.g_01395	Praf.g_00072
OG0001214	Pray.g_01396	Praf.g_00071
OG0001215	Pray.g_01397	Praf.g_00070
OG0001216	Pray.g_01398	Praf.g_00069
OG0001217	Pray.g_01399	Praf.g_00068
OG0001218	Pray.g_01400	Praf.g_00067
OG0001219	Pray.g_01401	Praf.g_00064
OG0001220	Pray.g_01402	Praf.g_00063
OG0001221	Pray.g_01403	Praf.g_00062
OG0001222	Pray.g_01405	Praf.g_00060
OG0001223	Pray.g_01407	Praf.g_00056
OG0001224	Pray.g_01408	Praf.g_00054
OG0001225	Pray.g_01410	Praf.g_02656
OG0001226	Pray.g_01411	Praf.g_02657
OG0001227	Pray.g_01412	Praf.g_02658
OG0001228	Pray.g_01413	Praf.g_02659
OG0001229	Pray.g_01414	Praf.g_02661
OG0001230	Pray.g_01415	Praf.g_02662
OG0001231	Pray.g_01416	Praf.g_02663
OG0001232	Pray.g_01418	Praf.g_02665
OG0001233	Pray.g_01419	Praf.g_02667
OG0001234	Pray.g_01420	Praf.g_02669
OG0001235	Pray.g_01421	Praf.g_02670
OG0001236	Pray.g_01422	Praf.g_02671
OG0001237	Pray.g_01425	Praf.g_02674
OG0001238	Pray.g_01426	Praf.g_02680
OG0001239	Pray.g_01429	Praf.g_02702
OG0001240	Pray.g_01430	Praf.g_02716
OG0001241	Pray.g_01431	Praf.g_02717
OG0001242	Pray.g_01432	Praf.g_02719
OG0001243	Pray.g_01433	Praf.g_02720
OG0001244	Pray.g_01434	Praf.g_02723
OG0001245	Pray.g_01435	Praf.g_02724
OG0001246	Pray.g_01436	Praf.g_02728
OG0001247	Pray.g_01437	Praf.g_02729
OG0001248	Pray.g_01438	Praf.g_02730
OG0001249	Pray.g_01439	Praf.g_02743
OG0001250	Pray.g_01440	Praf.g_02753
OG0001251	Pray.g_01441	Praf.g_02754
OG0001252	Pray.g_01442	Praf.g_02755
OG0001253	Pray.g_01443	Praf.g_02756
OG0001254	Pray.g_01445	Praf.g_02758
OG0001255	Pray.g_01446	Praf.g_02759
OG0001256	Pray.g_01448	Praf.g_02764
OG0001257	Pray.g_01449	Praf.g_02765
OG0001258	Pray.g_01450	Praf.g_02766
OG0001259	Pray.g_01452	Praf.g_02770
OG0001260	Pray.g_01453	Praf.g_02772
OG0001261	Pray.g_01454	Praf.g_02773
OG0001262	Pray.g_01455	Praf.g_02775
OG0001263	Pray.g_01456	Praf.g_02777
OG0001264	Pray.g_01457	Praf.g_02779
OG0001265	Pray.g_01458	Praf.g_02780
OG0001266	Pray.g_01459	Praf.g_02781
OG0001267	Pray.g_01460	Praf.g_02782
OG0001268	Pray.g_01461	Praf.g_02783
OG0001269	Pray.g_00197	Praf.g_00261
OG0001270	Pray.g_00151	Praf.g_02418
OG0001271	Pray.g_00139	Praf.g_02437
OG0001272	Pray.g_00760	Praf.g_02280
OG0001273	Pray.g_00811	Praf.g_02055
OG0001274	Pray.g_00972	Praf.g_00597
OG0001275	Pray.g_00989	Praf.g_00615
OG0001276	Pray.g_01173	Praf.g_00738
OG0001278	Pray.g_00399	Praf.g_01614
OG0001279	Pray.g_00451	Praf.g_01460
OG0001280	Pray.g_00560	Praf.g_01333
OG0001281	Pray.g_00608	Praf.g_00991
OG0001282	Pray.g_00625	Praf.g_01473
OG0001283	Pray.g_00630	Praf.g_00989
OG0001285	Pray.g_00080	Praf.g_01134
OG0001286	Pray.g_00067	Praf.g_00852
OG0001288	Pray.g_01682	Praf.g_00976
OG0001289	Pray.g_01671	Praf.g_00535
OG0001290	Pray.g_01629	Praf.g_01248
OG0001291	Pray.g_01628	Praf.g_00639
OG0001292	Pray.g_01623	Praf.g_01145
OG0001293	Pray.g_01606	Praf.g_01950
OG0001294	Pray.g_01596	Praf.g_01484
OG0001296	Pray.g_01567	Praf.g_00492
OG0001297	Pray.g_01563	Praf.g_00487
OG0001298	Pray.g_01560	Praf.g_00484
OG0001299	Pray.g_01237	Praf.g_02197
OG0001300	Pray.g_01262	Praf.g_00474
OG0001301	Pray.g_01345	Praf.g_02392
OG0001302	Pray.g_01374	Praf.g_00159
OG0001303	Pray.g_01406	Praf.g_00058
OG0001304	Pray.g_01451	Praf.g_02768
OG0001306	Pray.g_00927	Praf.g_01988
OG0001307	Pray.g_01492	Praf.g_00036
OG0001308	Pray.g_00218	Praf.g_00318
OG0001309	Pray.g_00215	Praf.g_00315
OG0001310	Pray.g_00213	Praf.g_00313
OG0001311	Pray.g_00196	Praf.g_00260
OG0001313	Pray.g_00164	Praf.g_02402
OG0001315	Pray.g_00724	Praf.g_02206
OG0001316	Pray.g_00733	Praf.g_02234, Praf.g_02225, Praf.g_02218
OG0001318	Pray.g_01126	Praf.g_01694
OG0001319	Pray.g_00300	Praf.g_01853
OG0001320	Pray.g_00575	Praf.g_01284
OG0001321	Pray.g_00580	Praf.g_01278
OG0001322	Pray.g_00616	Praf.g_02752
OG0001323	Pray.g_00118	Praf.g_00055
OG0001325	Pray.g_00107	Praf.g_02648, Praf.g_01002
OG0001326	Pray.g_00035	Praf.g_00926
OG0001327	Pray.g_01845	Praf.g_01894
OG0001328	Pray.g_01625	Praf.g_00017
OG0001329	Pray.g_01536	Praf.g_00454
OG0001330	Pray.g_01502	Praf.g_00403
OG0001331	Pray.g_01341	Praf.g_02387
OG0001332	Pray.g_00148	Praf.g_02429
OG0001333	Pray.g_00719	Praf.g_00387
OG0001334	Pray.g_00957	Praf.g_00676
OG0001335	Pray.g_00600	Praf.g_01640
OG0001336	Pray.g_00619	Praf.g_01105
OG0001337	Pray.g_00633	Praf.g_00969
OG0001338	Pray.g_01896	Praf.g_00805
OG0001339	Pray.g_01865	Praf.g_00789
OG0001340	Pray.g_01809	Praf.g_02762
OG0001341	Pray.g_01632	Praf.g_00497
OG0001343	Pray.g_01562	Praf.g_00486
OG0001345	Pray.g_01310	Praf.g_02111
OG0001346	Pray.g_01366	Praf.g_00176
OG0001347	Pray.g_01404	Praf.g_00061
OG0001348	Pray.g_00161	Praf.g_02404
OG0001349	Pray.g_00171	Praf.g_00217
OG0001351	Pray.g_00684	Praf.g_02522
OG0001352	Pray.g_00729	Praf.g_02211
OG0001353	Pray.g_00741	Praf.g_02252
OG0001354	Pray.g_00759	Praf.g_02279
OG0001355	Pray.g_00817	Praf.g_02048
OG0001356	Pray.g_00856	Praf.g_01750
OG0001357	Pray.g_00924	Praf.g_01991
OG0001358	Pray.g_00962	Praf.g_01910
OG0001359	Pray.g_00976	Praf.g_00601
OG0001362	Pray.g_01185	Praf.g_00722
OG0001363	Pray.g_01060	Praf.g_02550
OG0001365	Pray.g_00389	Praf.g_01598
OG0001367	Pray.g_00539	Praf.g_01351
OG0001368	Pray.g_00559	Praf.g_01334
OG0001369	Pray.g_00093	Praf.g_01037
OG0001370	Pray.g_00092	Praf.g_01038
OG0001371	Pray.g_00013	Praf.g_00893
OG0001372	Pray.g_01926	Praf.g_01769
OG0001375	Pray.g_01522	Praf.g_00436
OG0001376	Pray.g_01251	Praf.g_02089, Praf.g_02643, Praf.g_01869, Praf.g_02090
OG0001377	Pray.g_01373	Praf.g_00160
OG0001378	Pray.g_00561	Praf.g_01332
OG0001382	Pray.g_00154	Praf.g_02414
OG0001385	Pray.g_00752	Praf.g_02269
OG0001389	Pray.g_00944	Praf.g_01958
OG0001391	Pray.g_00995	Praf.g_00624
OG0001393	Pray.g_01010	Praf.g_00642
OG0001404	Pray.g_00543	Praf.g_01431
OG0001421	Pray.g_00492	Praf.g_01421
OG0001422	Pray.g_00002	Praf.g_00356, Praf.g_01078
OG0001425	Pray.g_00804	Praf.g_02074
OG0001427	Pray.g_01012	Praf.g_00644
OG0001436	Pray.g_01611	Praf.g_01298
OG0001438	Pray.g_01447	Praf.g_02763
OG0001439	Pray.g_01751	Praf.g_00331, Praf.g_01166
OG0001441	Pray.g_00521	Praf.g_01375
OG0001446	Pray.g_00312	Praf.g_02686, Praf.g_01026
OG0001448	Pray.g_01143	Praf.g_01665
OG0001450	Pray.g_00104	Praf.g_00960
OG0001456	Pray.g_01599	Praf.g_01004
OG0001458	Pray.g_01424	Praf.g_02673
OG0001459	Pray.g_01588	Praf.g_01085
OG0001463	Pray.g_00905	Praf.g_00966
OG0001464	Pray.g_01202	Praf.g_00699
OG0001468	Pray.g_00380	Praf.g_01589
OG0001476	Pray.g_01725	Praf.g_01791
OG0001480	Pray.g_01055, Pray.g_00249	Praf.g_02594, Praf.g_02427
OG0001482	Pray.g_00798	Praf.g_02333
OG0001484	Pray.g_00909	Praf.g_01576
OG0001485	Pray.g_00410	Praf.g_01231
OG0001488	Pray.g_00593	Praf.g_02678
OG0001489	Pray.g_00594	Praf.g_02677
OG0001490	Pray.g_00595	Praf.g_02676
OG0001491	Pray.g_00601	Praf.g_01130
OG0001492	Pray.g_00628	Praf.g_00936
OG0001493	Pray.g_00133	Praf.g_01997
OG0001494	Pray.g_00047	Praf.g_00883
OG0001496	Pray.g_01876	Praf.g_00803
OG0001500	Pray.g_00472	Praf.g_01500
OG0001501	Pray.g_00307	Praf.g_01670
OG0001505	Pray.g_00283	Praf.g_01504
OG0001508	Pray.g_00377	Praf.g_00545
OG0001509	Pray.g_00381	Praf.g_02169
OG0001511	Pray.g_00421	Praf.g_02731
OG0001512	Pray.g_00422	Praf.g_02732
OG0001513	Pray.g_00423	Praf.g_02733
OG0001514	Pray.g_00424	Praf.g_02734
OG0001515	Pray.g_00425	Praf.g_02735
OG0001516	Pray.g_00426	Praf.g_02736
OG0001517	Pray.g_00427	Praf.g_02737
OG0001518	Pray.g_00428	Praf.g_02738
OG0001519	Pray.g_00429	Praf.g_02739
OG0001520	Pray.g_00430	Praf.g_02740
OG0001521	Pray.g_00431	Praf.g_02741
OG0001522	Pray.g_00432	Praf.g_02742
OG0001527	Pray.g_01620	Praf.g_00977
OG0001536	Pray.g_00311	Praf.g_01027
OG0001540	Pray.g_00949	Praf.g_00792
OG0001545	Pray.g_00310	Praf.g_01028
OG0001547	Pray.g_01496	Praf.g_00043
OG0001556	Pray.g_01775	Praf.g_00097
OG0001557	Pray.g_01615	Praf.g_00345
OG0001593	Pray.g_01772	Praf.g_00099
OG0001605	Pray.g_00880	Praf.g_00353
OG0001610	Pray.g_00439	Praf.g_00953
OG0001630	Pray.g_01795	Praf.g_00118
OG0001632	Pray.g_00305	Praf.g_02092
OG0001635	Pray.g_00815	Praf.g_02050
OG0001720	Pray.g_01807	Praf.g_00093
OG0001850	Pray.g_01746	Praf.g_01025
OG0001857	Pray.g_00887	Praf.g_01149
OG0001866	Pray.g_01774	Praf.g_00100
OG0001872	Pray.g_00901	Praf.g_01581
OG0001873	Pray.g_00898	Praf.g_01442
OG0001876	Pray.g_00252	Praf.g_01202
OG0001877	Pray.g_01577	Praf.g_00968
OG0002031	Pray.g_01943	Praf.g_00363
OG0002283	Pray.g_01849	Praf.g_02272
OG0003413	Pray.g_00253	Praf.g_02466
