Orthogroup	Syac	Praa
OG0001169	Syac.g_00663	Praa.g_01676
OG0001170	Syac.g_00661	Praa.g_01678
OG0001171	Syac.g_00650	Praa.g_01688
OG0001172	Syac.g_02187	Praa.g_01702
OG0001173	Syac.g_02186	Praa.g_01703
OG0001174	Syac.g_02178	Praa.g_01711
OG0001175	Syac.g_02177	Praa.g_01712
OG0001176	Syac.g_02141	Praa.g_01719
OG0001177	Syac.g_02143	Praa.g_01722
OG0001178	Syac.g_00539	Praa.g_01727
OG0001179	Syac.g_02112	Praa.g_01759
OG0001180	Syac.g_02087	Praa.g_01781
OG0001181	Syac.g_02083	Praa.g_01785
OG0001182	Syac.g_02074	Praa.g_01792
OG0001183	Syac.g_02070	Praa.g_01797
OG0001184	Syac.g_00186	Praa.g_01813
OG0001185	Syac.g_00162	Praa.g_01827
OG0001186	Syac.g_00082	Praa.g_01850
OG0001187	Syac.g_00085	Praa.g_01854
OG0001188	Syac.g_00076	Praa.g_01857
OG0001189	Syac.g_00054	Praa.g_01874
OG0001190	Syac.g_02353	Praa.g_01878
OG0001191	Syac.g_02368	Praa.g_01888
OG0001192	Syac.g_02374	Praa.g_01892
OG0001193	Syac.g_02406	Praa.g_01902
OG0001194	Syac.g_02408	Praa.g_01903
OG0001195	Syac.g_02409	Praa.g_01904
OG0001196	Syac.g_02477	Praa.g_01917
OG0001197	Syac.g_02479	Praa.g_01918
OG0001198	Syac.g_02491	Praa.g_01925
OG0001199	Syac.g_00445	Praa.g_00074
OG0001200	Syac.g_00443	Praa.g_00076
OG0001201	Syac.g_00395	Praa.g_00108
OG0001202	Syac.g_02285	Praa.g_00199
OG0001203	Syac.g_01967	Praa.g_00238
OG0001204	Syac.g_02200	Praa.g_00243
OG0001205	Syac.g_00706	Praa.g_00444
OG0001206	Syac.g_01715	Praa.g_00462
OG0001207	Syac.g_01915	Praa.g_00477
OG0001208	Syac.g_01902	Praa.g_00482
OG0001209	Syac.g_01833	Praa.g_00535
OG0001210	Syac.g_01826	Praa.g_00540
OG0001211	Syac.g_01809	Praa.g_00551
OG0001212	Syac.g_01751	Praa.g_00596
OG0001213	Syac.g_00968	Praa.g_00629
OG0001214	Syac.g_00981	Praa.g_00637
OG0001215	Syac.g_00919	Praa.g_00690
OG0001216	Syac.g_01285	Praa.g_00713
OG0001217	Syac.g_01043	Praa.g_00751
OG0001218	Syac.g_01679	Praa.g_00758
OG0001220	Syac.g_00813	Praa.g_00856
OG0001221	Syac.g_01379	Praa.g_00918
OG0001223	Syac.g_01215	Praa.g_00982
OG0001224	Syac.g_00880	Praa.g_01035
OG0001225	Syac.g_00882	Praa.g_01037
OG0001226	Syac.g_01026	Praa.g_01064
OG0001227	Syac.g_02387	Praa.g_01083
OG0001228	Syac.g_00700	Praa.g_01204
OG0001229	Syac.g_00906	Praa.g_01364
OG0001230	Syac.g_01621	Praa.g_01468
OG0001231	Syac.g_00017	Praa.g_01574
OG0001232	Syac.g_00509	Praa.g_01658
OG0001233	Syac.g_00660	Praa.g_01679
OG0001234	Syac.g_02173	Praa.g_01714
OG0001235	Syac.g_02147	Praa.g_01724
OG0001236	Syac.g_00189	Praa.g_01810
OG0001237	Syac.g_00184	Praa.g_01814
OG0001238	Syac.g_02369	Praa.g_01889
OG0001240	Syac.g_00411	Praa.g_00093
OG0001241	Syac.g_00402	Praa.g_00101
OG0001242	Syac.g_00370	Praa.g_00119
OG0001243	Syac.g_00363	Praa.g_00125
OG0001244	Syac.g_00333	Praa.g_00141
OG0001245	Syac.g_01064	Praa.g_00379
OG0001246	Syac.g_01876	Praa.g_00504
OG0001247	Syac.g_01303	Praa.g_00683
OG0001248	Syac.g_01306	Praa.g_00685
OG0001249	Syac.g_02029	Praa.g_00780
OG0001250	Syac.g_00838	Praa.g_00845
OG0001251	Syac.g_02415	Praa.g_00893
OG0001252	Syac.g_00874	Praa.g_01030
OG0001253	Syac.g_01063	Praa.g_01084
OG0001254	Syac.g_01465	Praa.g_01129
OG0001255	Syac.g_01957	Praa.g_01144
OG0001256	Syac.g_00563	Praa.g_01567
OG0001257	Syac.g_01686	Praa.g_01573
OG0001258	Syac.g_00553	Praa.g_01632
OG0001259	Syac.g_00662	Praa.g_01677
OG0001260	Syac.g_00640	Praa.g_01694
OG0001262	Syac.g_00056	Praa.g_01872
OG0001265	Syac.g_00372	Praa.g_00118
OG0001266	Syac.g_02289	Praa.g_00203
OG0001267	Syac.g_02253	Praa.g_00280
OG0001268	Syac.g_02014	Praa.g_00339
OG0001269	Syac.g_01960	Praa.g_00358
OG0001270	Syac.g_00690	Praa.g_00434
OG0001271	Syac.g_01703	Praa.g_00472
OG0001272	Syac.g_01898	Praa.g_00486
OG0001273	Syac.g_00974	Praa.g_00631
OG0001274	Syac.g_02323	Praa.g_00703
OG0001275	Syac.g_01228	Praa.g_00992
OG0001276	Syac.g_01244	Praa.g_01014
OG0001277	Syac.g_02463	Praa.g_01072
OG0001278	Syac.g_01517	Praa.g_01209
OG0001279	Syac.g_01605	Praa.g_01257
OG0001280	Syac.g_00731	Praa.g_01317
OG0001281	Syac.g_00721	Praa.g_01323
OG0001282	Syac.g_01917	Praa.g_01367
OG0001283	Syac.g_02472	Praa.g_01386
OG0001284	Syac.g_00586	Praa.g_01547
OG0001285	Syac.g_01060	Praa.g_01661
OG0001286	Syac.g_02089	Praa.g_01779
OG0001287	Syac.g_00154	Praa.g_01834
OG0001288	Syac.g_00141	Praa.g_01843
OG0001289	Syac.g_00426	Praa.g_00087
OG0001291	Syac.g_00349	Praa.g_00135
OG0001292	Syac.g_02205	Praa.g_00248
OG0001293	Syac.g_02226	Praa.g_00261
OG0001294	Syac.g_01411	Praa.g_00377
OG0001295	Syac.g_01824	Praa.g_00467
OG0001296	Syac.g_01870	Praa.g_00509
OG0001297	Syac.g_01866	Praa.g_00514
OG0001298	Syac.g_01774	Praa.g_00577
OG0001299	Syac.g_01417	Praa.g_00666
OG0001300	Syac.g_00910	Praa.g_00693
OG0001301	Syac.g_00897	Praa.g_00696
OG0001302	Syac.g_01012	Praa.g_00789
OG0001303	Syac.g_01137	Praa.g_00996
OG0001304	Syac.g_01257	Praa.g_01024
OG0001305	Syac.g_00890	Praa.g_01043
OG0001306	Syac.g_00749	Praa.g_01146
OG0001307	Syac.g_02156	Praa.g_01349
OG0001309	Syac.g_01860	Praa.g_01571
OG0001310	Syac.g_00528	Praa.g_01647
OG0001315	Syac.g_02072	Praa.g_00062
OG0001316	Syac.g_00342	Praa.g_00140
OG0001317	Syac.g_01971	Praa.g_00234
OG0001318	Syac.g_02218	Praa.g_00256
OG0001319	Syac.g_02242	Praa.g_00272
OG0001321	Syac.g_00712	Praa.g_00450
OG0001322	Syac.g_00713	Praa.g_00451
OG0001323	Syac.g_01857	Praa.g_00519
OG0001324	Syac.g_00909	Praa.g_00694
OG0001325	Syac.g_01281	Praa.g_00716
OG0001326	Syac.g_02420	Praa.g_00881
OG0001328	Syac.g_01385	Praa.g_01082
OG0001329	Syac.g_01007	Praa.g_01123
OG0001330	Syac.g_00738	Praa.g_01289
OG0001332	Syac.g_00625	Praa.g_01519
OG0001333	Syac.g_00666	Praa.g_01673
OG0001334	Syac.g_02061	Praa.g_01800
OG0001335	Syac.g_02060	Praa.g_01801
OG0001336	Syac.g_02473	Praa.g_01914
OG0001339	Syac.g_00400	Praa.g_00103
OG0001340	Syac.g_02039	Praa.g_00328
OG0001341	Syac.g_00904	Praa.g_00749
OG0001343	Syac.g_02413	Praa.g_00890
OG0001344	Syac.g_00774	Praa.g_01163
OG0001345	Syac.g_00803	Praa.g_01178
OG0001346	Syac.g_00728	Praa.g_01319
OG0001347	Syac.g_00228, Syac.g_00123	Praa.g_01429
OG0001348	Syac.g_00857	Praa.g_01595
OG0001352	Syac.g_01842	Praa.g_00680
OG0001353	Syac.g_00850	Praa.g_00836
OG0001354	Syac.g_01201	Praa.g_00974
OG0001355	Syac.g_01823	Praa.g_01605
OG0001358	Syac.g_00952	Praa.g_00620
OG0001359	Syac.g_02412	Praa.g_00891
OG0001360	Syac.g_00805	Praa.g_01085
OG0001361	Syac.g_00800	Praa.g_01175
OG0001362	Syac.g_01649	Praa.g_01490
OG0001363	Syac.g_01651	Praa.g_01492
OG0001364	Syac.g_00204	Praa.g_01803
OG0001370	Syac.g_01294, Syac.g_02438	Praa.g_00459
OG0001372	Syac.g_01845	Praa.g_00757
OG0001373	Syac.g_02419	Praa.g_00880
OG0001374	Syac.g_02427	Praa.g_00888
OG0001375	Syac.g_02414	Praa.g_00889
OG0001376	Syac.g_02376	Praa.g_01049
OG0001377	Syac.g_02375	Praa.g_01050
OG0001378	Syac.g_00689	Praa.g_01094
OG0001379	Syac.g_00736	Praa.g_01312
OG0001380	Syac.g_01589	Praa.g_01354
OG0001381	Syac.g_02162	Praa.g_01360
OG0001382	Syac.g_00148	Praa.g_01587
OG0001385	Syac.g_02416	Praa.g_00877
OG0001386	Syac.g_02417	Praa.g_00878
OG0001387	Syac.g_02418	Praa.g_00879
OG0001388	Syac.g_02421	Praa.g_00882
OG0001389	Syac.g_02422	Praa.g_00883
OG0001390	Syac.g_02423	Praa.g_00884
OG0001391	Syac.g_02424	Praa.g_00885
OG0001392	Syac.g_02425	Praa.g_00886
OG0001393	Syac.g_02426	Praa.g_00887
OG0001394	Syac.g_01373	Praa.g_00922
OG0001395	Syac.g_01262	Praa.g_01026
OG0001396	Syac.g_00124, Syac.g_00229	Praa.g_01430
OG0001398	Syac.g_01120	Praa.g_01601
OG0001403	Syac.g_00033	Praa.g_00030
OG0001404	Syac.g_00451	Praa.g_00068
OG0001405	Syac.g_02058	Praa.g_00326
OG0001406	Syac.g_02377	Praa.g_01048
OG0001407	Syac.g_01841	Praa.g_01062
OG0001408	Syac.g_01530	Praa.g_01067
OG0001410	Syac.g_02155	Praa.g_01350
OG0001412	Syac.g_00122, Syac.g_00227	Praa.g_01428
OG0001413	Syac.g_01019	Praa.g_01562
OG0001414	Syac.g_02161	Praa.g_00229
OG0001416	Syac.g_00724	Praa.g_00458
OG0001417	Syac.g_01200	Praa.g_00469
OG0001419	Syac.g_01840	Praa.g_01063
OG0001420	Syac.g_01847	Praa.g_01103
OG0001428	Syac.g_00301	Praa.g_00172
OG0001430	Syac.g_02345	Praa.g_01284
OG0001432	Syac.g_01572	Praa.g_01560
OG0001438	Syac.g_00280	Praa.g_00293
OG0001439	Syac.g_00250	Praa.g_00307
OG0001442	Syac.g_01358	Praa.g_00741
OG0001446	Syac.g_01293	Praa.g_00079
OG0001447	Syac.g_00362	Praa.g_00126
OG0001448	Syac.g_01094	Praa.g_00366
OG0001449	Syac.g_02197	Praa.g_00393
OG0001452	Syac.g_02214	Praa.g_00894
OG0001456	Syac.g_02434	Praa.g_01137
OG0001457	Syac.g_02435	Praa.g_01138
OG0001458	Syac.g_02436	Praa.g_01139
OG0001459	Syac.g_01445	Praa.g_01273
OG0001462	Syac.g_00039	Praa.g_00034
OG0001465	Syac.g_01299	Praa.g_00702
OG0001468	Syac.g_01014	Praa.g_01053
OG0001470	Syac.g_00683	Praa.g_01404
OG0001471	Syac.g_00257	Praa.g_01563
OG0001473	Syac.g_01010	Praa.g_01851
OG0001479	Syac.g_02016	Praa.g_00337
OG0001480	Syac.g_00812	Praa.g_00368
OG0001481	Syac.g_01260	Praa.g_00372
OG0001482	Syac.g_01210	Praa.g_00456
OG0001492	Syac.g_01514	Praa.g_01206
OG0001493	Syac.g_01522	Praa.g_01214
OG0001494	Syac.g_00088	Praa.g_01422
OG0001495	Syac.g_02144	Praa.g_01721
OG0001499	Syac.g_01441	Praa.g_00061
OG0001502	Syac.g_00818	Praa.g_00772
OG0001504	Syac.g_01446	Praa.g_01274
OG0001505	Syac.g_00105	Praa.g_01411
OG0001520	Syac.g_01787	Praa.g_00388
OG0001522	Syac.g_00849	Praa.g_00837
OG0001546	Syac.g_01853	Praa.g_00524
OG0001547	Syac.g_01122	Praa.g_00774
OG0001548	Syac.g_01030	Praa.g_00778
OG0001551	Syac.g_00861	Praa.g_01136
OG0001567	Syac.g_01121	Praa.g_00773
OG0001568	Syac.g_01124	Praa.g_00775
OG0001570	Syac.g_01108	Praa.g_01106
OG0001572	Syac.g_01584	Praa.g_01251
OG0001585	Syac.g_01072	Praa.g_01262
OG0001602	Syac.g_01300	Praa.g_00701
OG0001625	Syac.g_02220	Praa.g_00258
OG0001647	Syac.g_02244	Praa.g_00273
OG0001666	Syac.g_01452	Praa.g_01272
OG0001667	Syac.g_00472	Praa.g_01292
OG0001718	Syac.g_00465	Praa.g_00362
OG0001923	Syac.g_00128	Praa.g_01389
OG0002063	Syac.g_01533	Praa.g_00403
OG0002092	Syac.g_00775, Syac.g_00614	Praa.g_01227
OG0003011	Syac.g_00099	Praa.g_01408
OG0003335	Syac.g_00106	Praa.g_00384
OG0003628	Syac.g_00097	Praa.g_01424
