Orthogroup	Syac	Praz
OG0001169	Syac.g_00663	Praz.g_00837
OG0001170	Syac.g_00661	Praz.g_00835
OG0001171	Syac.g_00650	Praz.g_00826
OG0001172	Syac.g_02187	Praz.g_00332
OG0001173	Syac.g_02186	Praz.g_00331
OG0001174	Syac.g_02178	Praz.g_00323
OG0001175	Syac.g_02177	Praz.g_00322
OG0001176	Syac.g_02141	Praz.g_00315
OG0001177	Syac.g_02143	Praz.g_00312
OG0001178	Syac.g_00539	Praz.g_00307
OG0001179	Syac.g_02112	Praz.g_00279
OG0001180	Syac.g_02087	Praz.g_00257
OG0001181	Syac.g_02083	Praz.g_00253
OG0001182	Syac.g_02074	Praz.g_00246
OG0001183	Syac.g_02070	Praz.g_00241
OG0001184	Syac.g_00186	Praz.g_00225
OG0001185	Syac.g_00162	Praz.g_00211
OG0001186	Syac.g_00082	Praz.g_00187
OG0001187	Syac.g_00085	Praz.g_00183
OG0001188	Syac.g_00076	Praz.g_00180
OG0001189	Syac.g_00054	Praz.g_00163
OG0001190	Syac.g_02353	Praz.g_00159
OG0001191	Syac.g_02368	Praz.g_00149
OG0001192	Syac.g_02374	Praz.g_00144
OG0001193	Syac.g_02406	Praz.g_00134
OG0001194	Syac.g_02408	Praz.g_00133
OG0001195	Syac.g_02409	Praz.g_00132
OG0001196	Syac.g_02477	Praz.g_00119
OG0001197	Syac.g_02479	Praz.g_00118
OG0001198	Syac.g_02491	Praz.g_00362
OG0001199	Syac.g_00445	Praz.g_00434
OG0001200	Syac.g_00443	Praz.g_00436
OG0001201	Syac.g_00395	Praz.g_00468
OG0001202	Syac.g_02285	Praz.g_00559
OG0001203	Syac.g_01967	Praz.g_00598
OG0001204	Syac.g_02200	Praz.g_00603
OG0001205	Syac.g_00706	Praz.g_01883
OG0001206	Syac.g_01715	Praz.g_01866
OG0001207	Syac.g_01915	Praz.g_01851
OG0001208	Syac.g_01902	Praz.g_01846
OG0001209	Syac.g_01833	Praz.g_01793
OG0001210	Syac.g_01826	Praz.g_01788
OG0001211	Syac.g_01809	Praz.g_01778
OG0001212	Syac.g_01751	Praz.g_01734
OG0001213	Syac.g_00968	Praz.g_01701
OG0001214	Syac.g_00981	Praz.g_01693
OG0001215	Syac.g_00919	Praz.g_01640
OG0001216	Syac.g_01285	Praz.g_01605
OG0001217	Syac.g_01043	Praz.g_01567
OG0001218	Syac.g_01679	Praz.g_01560
OG0001220	Syac.g_00813	Praz.g_01460
OG0001221	Syac.g_01379	Praz.g_01397
OG0001223	Syac.g_01215	Praz.g_01332
OG0001224	Syac.g_00880	Praz.g_01280
OG0001225	Syac.g_00882	Praz.g_00064
OG0001226	Syac.g_01026	Praz.g_00090
OG0001227	Syac.g_02387	Praz.g_00108
OG0001228	Syac.g_00700	Praz.g_00709
OG0001229	Syac.g_00906	Praz.g_01141
OG0001230	Syac.g_01621	Praz.g_01049
OG0001231	Syac.g_00017	Praz.g_00944
OG0001232	Syac.g_00509	Praz.g_00854
OG0001233	Syac.g_00660	Praz.g_00834
OG0001234	Syac.g_02173	Praz.g_00320
OG0001235	Syac.g_02147	Praz.g_00310
OG0001236	Syac.g_00189	Praz.g_00228
OG0001237	Syac.g_00184	Praz.g_00224
OG0001238	Syac.g_02369	Praz.g_00148
OG0001240	Syac.g_00411	Praz.g_00453
OG0001241	Syac.g_00402	Praz.g_00461
OG0001242	Syac.g_00370	Praz.g_00479
OG0001243	Syac.g_00363	Praz.g_00485
OG0001244	Syac.g_00333	Praz.g_00501
OG0001245	Syac.g_01064	Praz.g_00794
OG0001246	Syac.g_01876	Praz.g_01824
OG0001247	Syac.g_01303	Praz.g_01647
OG0001248	Syac.g_01306	Praz.g_01645
OG0001249	Syac.g_02029	Praz.g_01534
OG0001250	Syac.g_00838	Praz.g_01471
OG0001251	Syac.g_02415	Praz.g_01423
OG0001252	Syac.g_00874	Praz.g_01285
OG0001253	Syac.g_01063	Praz.g_00109
OG0001254	Syac.g_01465	Praz.g_00023
OG0001255	Syac.g_01957	Praz.g_00008
OG0001256	Syac.g_00563	Praz.g_00951
OG0001257	Syac.g_01686	Praz.g_00945
OG0001258	Syac.g_00553	Praz.g_00880
OG0001259	Syac.g_00662	Praz.g_00836
OG0001260	Syac.g_00640	Praz.g_00820
OG0001262	Syac.g_00056	Praz.g_00165
OG0001263	Syac.g_00360	Praz.g_00488
OG0001265	Syac.g_00372	Praz.g_00478
OG0001266	Syac.g_02289	Praz.g_00563
OG0001267	Syac.g_02253	Praz.g_00638
OG0001268	Syac.g_02014	Praz.g_00341
OG0001269	Syac.g_01960	Praz.g_00815
OG0001270	Syac.g_00690	Praz.g_01894
OG0001271	Syac.g_01703	Praz.g_01856
OG0001272	Syac.g_01898	Praz.g_01842
OG0001273	Syac.g_00974	Praz.g_01699
OG0001274	Syac.g_02323	Praz.g_01627
OG0001275	Syac.g_01228	Praz.g_01322
OG0001276	Syac.g_01244	Praz.g_01302
OG0001277	Syac.g_02463	Praz.g_00098
OG0001278	Syac.g_01517	Praz.g_00704
OG0001279	Syac.g_01605	Praz.g_01236
OG0001280	Syac.g_00731	Praz.g_01181
OG0001281	Syac.g_00721	Praz.g_01175
OG0001282	Syac.g_01917	Praz.g_01138
OG0001283	Syac.g_02472	Praz.g_01119
OG0001284	Syac.g_00586	Praz.g_00971
OG0001285	Syac.g_01060	Praz.g_00851
OG0001286	Syac.g_02089	Praz.g_00259
OG0001287	Syac.g_00154	Praz.g_00203
OG0001288	Syac.g_00141	Praz.g_00194
OG0001289	Syac.g_00426	Praz.g_00447
OG0001291	Syac.g_00349	Praz.g_00495
OG0001292	Syac.g_02205	Praz.g_00608
OG0001293	Syac.g_02226	Praz.g_00620
OG0001294	Syac.g_01411	Praz.g_00796
OG0001295	Syac.g_01824	Praz.g_01861
OG0001296	Syac.g_01870	Praz.g_01819
OG0001297	Syac.g_01866	Praz.g_01814
OG0001298	Syac.g_01774	Praz.g_01752
OG0001299	Syac.g_01417	Praz.g_01664
OG0001300	Syac.g_00910	Praz.g_01637
OG0001301	Syac.g_00897	Praz.g_01634
OG0001302	Syac.g_01012	Praz.g_01525
OG0001303	Syac.g_01137	Praz.g_01318
OG0001304	Syac.g_01257	Praz.g_01291
OG0001305	Syac.g_00890	Praz.g_00070
OG0001306	Syac.g_00749	Praz.g_00006
OG0001307	Syac.g_02156	Praz.g_01156
OG0001309	Syac.g_01860	Praz.g_00947
OG0001310	Syac.g_00528	Praz.g_00865
OG0001311	Syac.g_01246	Praz.g_01300
OG0001312	Syac.g_01147	Praz.g_01369
OG0001314	Syac.g_00809, Syac.g_00460	Praz.g_01575
OG0001315	Syac.g_02072	Praz.g_00422
OG0001316	Syac.g_00342	Praz.g_00500
OG0001317	Syac.g_01971	Praz.g_00594
OG0001318	Syac.g_02218	Praz.g_00616
OG0001319	Syac.g_02242	Praz.g_00631
OG0001321	Syac.g_00712	Praz.g_01877
OG0001322	Syac.g_00713	Praz.g_01876
OG0001323	Syac.g_01857	Praz.g_01809
OG0001324	Syac.g_00909	Praz.g_01636
OG0001325	Syac.g_01281	Praz.g_01602
OG0001326	Syac.g_02420	Praz.g_01435
OG0001328	Syac.g_01385	Praz.g_00107
OG0001329	Syac.g_01007	Praz.g_00032
OG0001330	Syac.g_00738	Praz.g_01206
OG0001332	Syac.g_00625	Praz.g_00998
OG0001333	Syac.g_00666	Praz.g_00840
OG0001334	Syac.g_02061	Praz.g_00238
OG0001335	Syac.g_02060	Praz.g_00237
OG0001336	Syac.g_02473	Praz.g_00122
OG0001339	Syac.g_00400	Praz.g_00463
OG0001340	Syac.g_02039	Praz.g_00685
OG0001341	Syac.g_00904	Praz.g_01569
OG0001343	Syac.g_02413	Praz.g_01426
OG0001344	Syac.g_00774	Praz.g_00750
OG0001345	Syac.g_00803	Praz.g_00735
OG0001346	Syac.g_00728	Praz.g_01179
OG0001352	Syac.g_01842	Praz.g_01650
OG0001353	Syac.g_00850	Praz.g_01480
OG0001354	Syac.g_01201	Praz.g_01340
OG0001355	Syac.g_01823	Praz.g_00914
OG0001358	Syac.g_00952	Praz.g_01710
OG0001359	Syac.g_02412	Praz.g_01425
OG0001360	Syac.g_00805	Praz.g_00110
OG0001361	Syac.g_00800	Praz.g_00738
OG0001362	Syac.g_01649	Praz.g_01027
OG0001363	Syac.g_01651	Praz.g_01025
OG0001364	Syac.g_00204	Praz.g_00235
OG0001372	Syac.g_01845	Praz.g_01561
OG0001373	Syac.g_02419	Praz.g_01436
OG0001374	Syac.g_02427	Praz.g_01428
OG0001375	Syac.g_02414	Praz.g_01427
OG0001376	Syac.g_02376	Praz.g_00076
OG0001377	Syac.g_02375	Praz.g_00077
OG0001378	Syac.g_00689	Praz.g_00061
OG0001379	Syac.g_00736	Praz.g_01186
OG0001380	Syac.g_01589	Praz.g_01151
OG0001381	Syac.g_02162	Praz.g_01145
OG0001382	Syac.g_00148	Praz.g_00930
OG0001385	Syac.g_02416	Praz.g_01439
OG0001386	Syac.g_02417	Praz.g_01438
OG0001387	Syac.g_02418	Praz.g_01437
OG0001388	Syac.g_02421	Praz.g_01434
OG0001389	Syac.g_02422	Praz.g_01433
OG0001390	Syac.g_02423	Praz.g_01432
OG0001391	Syac.g_02424	Praz.g_01431
OG0001392	Syac.g_02425	Praz.g_01430
OG0001393	Syac.g_02426	Praz.g_01429
OG0001395	Syac.g_01262	Praz.g_01289
OG0001398	Syac.g_01120	Praz.g_00917
OG0001402	Syac.g_00957	Praz.g_01553
OG0001403	Syac.g_00033	Praz.g_00395
OG0001404	Syac.g_00451	Praz.g_00428
OG0001405	Syac.g_02058	Praz.g_00683
OG0001406	Syac.g_02377	Praz.g_00075
OG0001407	Syac.g_01841	Praz.g_00088
OG0001408	Syac.g_01530	Praz.g_00093
OG0001410	Syac.g_02155	Praz.g_01155
OG0001413	Syac.g_01019	Praz.g_00956
OG0001414	Syac.g_02161	Praz.g_00589
OG0001416	Syac.g_00724	Praz.g_01869
OG0001417	Syac.g_01200	Praz.g_01859
OG0001419	Syac.g_01840	Praz.g_00089
OG0001420	Syac.g_01847	Praz.g_00052
OG0001425	Syac.g_02373	Praz.g_00145
OG0001428	Syac.g_00301	Praz.g_00532
OG0001430	Syac.g_02345	Praz.g_01211
OG0001432	Syac.g_01572	Praz.g_00958
OG0001434	Syac.g_01368	Praz.g_01389
OG0001439	Syac.g_00250	Praz.g_00664
OG0001442	Syac.g_01358	Praz.g_01577
OG0001446	Syac.g_01293	Praz.g_00439
OG0001447	Syac.g_00362	Praz.g_00486
OG0001448	Syac.g_01094	Praz.g_00808
OG0001449	Syac.g_02197	Praz.g_00772
OG0001452	Syac.g_02214	Praz.g_01421
OG0001456	Syac.g_02434	Praz.g_00015
OG0001457	Syac.g_02435	Praz.g_00014
OG0001458	Syac.g_02436	Praz.g_00013
OG0001459	Syac.g_01445	Praz.g_01222
OG0001462	Syac.g_00039	Praz.g_00399
OG0001465	Syac.g_01299	Praz.g_01628
OG0001468	Syac.g_01014	Praz.g_00080
OG0001471	Syac.g_00257	Praz.g_00955
OG0001473	Syac.g_01010	Praz.g_00186
OG0001474	Syac.g_02013	Praz.g_00342
OG0001475	Syac.g_00681	Praz.g_01105
OG0001479	Syac.g_02016	Praz.g_01934
OG0001480	Syac.g_00812	Praz.g_00806
OG0001481	Syac.g_01260	Praz.g_00801
OG0001482	Syac.g_01210	Praz.g_01871
OG0001492	Syac.g_01514	Praz.g_00707
OG0001493	Syac.g_01522	Praz.g_00699
OG0001499	Syac.g_01441	Praz.g_00421
OG0001502	Syac.g_00818	Praz.g_01542
OG0001504	Syac.g_01446	Praz.g_01221
OG0001508	Syac.g_00684	Praz.g_01117
OG0001520	Syac.g_01787	Praz.g_00780
OG0001522	Syac.g_00849	Praz.g_01479
OG0001546	Syac.g_01853	Praz.g_01804
OG0001547	Syac.g_01122	Praz.g_01540
OG0001548	Syac.g_01030	Praz.g_01536
OG0001551	Syac.g_00861	Praz.g_00016
OG0001564	Syac.g_02430	Praz.g_01077
OG0001567	Syac.g_01121	Praz.g_01541
OG0001568	Syac.g_01124	Praz.g_01539
OG0001570	Syac.g_01108	Praz.g_00049
OG0001585	Syac.g_01072	Praz.g_01232
OG0001602	Syac.g_01300	Praz.g_01629
OG0001635	Syac.g_00137	Praz.g_00895
OG0001666	Syac.g_01452	Praz.g_01223
OG0001667	Syac.g_00472	Praz.g_01203
OG0001712	Syac.g_01065	Praz.g_01917
OG0001718	Syac.g_00465	Praz.g_00812
OG0002063	Syac.g_01533	Praz.g_00765
OG0002108	Syac.g_01596	Praz.g_01262
OG0002112	Syac.g_00266	Praz.g_01926
OG0002157	Syac.g_00265	Praz.g_01925
OG0002158	Syac.g_00267	Praz.g_01927
OG0002249	Syac.g_01534	Praz.g_01263
OG0002349	Syac.g_00658	Praz.g_00832
OG0002560	Syac.g_01542	Praz.g_00778
OG0002562	Syac.g_01592	Praz.g_01259
OG0002627	Syac.g_00087	Praz.g_01104
