Orthogroup	Syac	Prao
OG0001176	Syac.g_02141	Prao.g_01635
OG0001177	Syac.g_02143	Prao.g_01638
OG0001178	Syac.g_00539	Prao.g_01643
OG0001179	Syac.g_02112	Prao.g_01671
OG0001180	Syac.g_02087	Prao.g_01693
OG0001181	Syac.g_02083	Prao.g_01697
OG0001182	Syac.g_02074	Prao.g_01704
OG0001183	Syac.g_02070	Prao.g_01708
OG0001184	Syac.g_00186	Prao.g_01724
OG0001185	Syac.g_00162	Prao.g_01738
OG0001186	Syac.g_00082	Prao.g_01761
OG0001187	Syac.g_00085	Prao.g_01765
OG0001188	Syac.g_00076	Prao.g_01768
OG0001189	Syac.g_00054	Prao.g_01785
OG0001190	Syac.g_02353	Prao.g_01789
OG0001191	Syac.g_02368	Prao.g_01799
OG0001192	Syac.g_02374	Prao.g_01804
OG0001193	Syac.g_02406	Prao.g_01814
OG0001194	Syac.g_02408	Prao.g_01815
OG0001195	Syac.g_02409	Prao.g_01816
OG0001196	Syac.g_02477	Prao.g_01829
OG0001197	Syac.g_02479	Prao.g_01830
OG0001198	Syac.g_02491	Prao.g_01838
OG0001199	Syac.g_00445	Prao.g_00213
OG0001200	Syac.g_00443	Prao.g_00215
OG0001201	Syac.g_00395	Prao.g_00246
OG0001202	Syac.g_02285	Prao.g_00337
OG0001203	Syac.g_01967	Prao.g_00376
OG0001204	Syac.g_02200	Prao.g_00381
OG0001205	Syac.g_00706	Prao.g_00549
OG0001206	Syac.g_01715	Prao.g_00568
OG0001207	Syac.g_01915	Prao.g_00583
OG0001208	Syac.g_01902	Prao.g_00588
OG0001209	Syac.g_01833	Prao.g_01856
OG0001210	Syac.g_01826	Prao.g_01159
OG0001211	Syac.g_01809	Prao.g_01169
OG0001212	Syac.g_01751	Prao.g_00034
OG0001213	Syac.g_00968	Prao.g_00068
OG0001214	Syac.g_00981	Prao.g_00076
OG0001215	Syac.g_00919	Prao.g_00128
OG0001216	Syac.g_01285	Prao.g_00650
OG0001217	Syac.g_01043	Prao.g_00687
OG0001218	Syac.g_01679	Prao.g_00694
OG0001220	Syac.g_00813	Prao.g_00793
OG0001221	Syac.g_01379	Prao.g_00856
OG0001223	Syac.g_01215	Prao.g_00920
OG0001224	Syac.g_00880	Prao.g_00970
OG0001225	Syac.g_00882	Prao.g_00972
OG0001226	Syac.g_01026	Prao.g_01001
OG0001227	Syac.g_02387	Prao.g_01019
OG0001228	Syac.g_00700	Prao.g_01044
OG0001229	Syac.g_00906	Prao.g_01241
OG0001230	Syac.g_01621	Prao.g_01389
OG0001231	Syac.g_00017	Prao.g_01493
OG0001232	Syac.g_00509	Prao.g_01575
OG0001233	Syac.g_00660	Prao.g_01595
OG0001234	Syac.g_02173	Prao.g_01630
OG0001235	Syac.g_02147	Prao.g_01640
OG0001236	Syac.g_00189	Prao.g_01721
OG0001238	Syac.g_02369	Prao.g_01800
OG0001240	Syac.g_00411	Prao.g_00232
OG0001241	Syac.g_00402	Prao.g_00240
OG0001242	Syac.g_00370	Prao.g_00258
OG0001243	Syac.g_00363	Prao.g_00264
OG0001244	Syac.g_00333	Prao.g_00279
OG0001245	Syac.g_01064	Prao.g_00514
OG0001246	Syac.g_01876	Prao.g_00610
OG0001247	Syac.g_01303	Prao.g_00121
OG0001248	Syac.g_01306	Prao.g_00123
OG0001249	Syac.g_02029	Prao.g_00718
OG0001250	Syac.g_00838	Prao.g_00782
OG0001251	Syac.g_02415	Prao.g_00830
OG0001252	Syac.g_00874	Prao.g_00965
OG0001253	Syac.g_01063	Prao.g_01020
OG0001254	Syac.g_01465	Prao.g_01120
OG0001255	Syac.g_01957	Prao.g_01105
OG0001256	Syac.g_00563	Prao.g_01486
OG0001257	Syac.g_01686	Prao.g_01492
OG0001258	Syac.g_00553	Prao.g_01549
OG0001259	Syac.g_00662	Prao.g_01593
OG0001260	Syac.g_00640	Prao.g_01609
OG0001262	Syac.g_00056	Prao.g_01783
OG0001263	Syac.g_00360	Prao.g_00267
OG0001264	Syac.g_01468	Prao.g_00015
OG0001265	Syac.g_00372	Prao.g_00257
OG0001266	Syac.g_02289	Prao.g_00341
OG0001267	Syac.g_02253	Prao.g_00417
OG0001268	Syac.g_02014	Prao.g_00475
OG0001269	Syac.g_01960	Prao.g_00493
OG0001270	Syac.g_00690	Prao.g_00538
OG0001271	Syac.g_01703	Prao.g_00578
OG0001272	Syac.g_01898	Prao.g_00592
OG0001273	Syac.g_00974	Prao.g_00070
OG0001274	Syac.g_02323	Prao.g_00141
OG0001275	Syac.g_01228	Prao.g_00930
OG0001276	Syac.g_01244	Prao.g_00949
OG0001277	Syac.g_02463	Prao.g_01009
OG0001278	Syac.g_01517	Prao.g_01039
OG0001280	Syac.g_00731	Prao.g_01277
OG0001281	Syac.g_00721	Prao.g_01271
OG0001282	Syac.g_01917	Prao.g_01238
OG0001283	Syac.g_02472	Prao.g_01216
OG0001284	Syac.g_00586	Prao.g_01466
OG0001285	Syac.g_01060	Prao.g_01578
OG0001286	Syac.g_02089	Prao.g_01691
OG0001287	Syac.g_00154	Prao.g_01745
OG0001288	Syac.g_00141	Prao.g_01754
OG0001289	Syac.g_00426	Prao.g_00226
OG0001292	Syac.g_02205	Prao.g_00386
OG0001293	Syac.g_02226	Prao.g_00399
OG0001294	Syac.g_01411	Prao.g_00512
OG0001295	Syac.g_01824	Prao.g_00573
OG0001296	Syac.g_01870	Prao.g_00615
OG0001297	Syac.g_01866	Prao.g_00620
OG0001298	Syac.g_01774	Prao.g_01869
OG0001299	Syac.g_01417	Prao.g_00105
OG0001300	Syac.g_00910	Prao.g_00131
OG0001301	Syac.g_00897	Prao.g_00134
OG0001302	Syac.g_01012	Prao.g_00727
OG0001304	Syac.g_01257	Prao.g_00959
OG0001305	Syac.g_00890	Prao.g_00978
OG0001306	Syac.g_00749	Prao.g_01103
OG0001307	Syac.g_02156	Prao.g_01256
OG0001309	Syac.g_01860	Prao.g_01490
OG0001310	Syac.g_00528	Prao.g_01564
OG0001311	Syac.g_01246	Prao.g_00951
OG0001312	Syac.g_01147	Prao.g_00883
OG0001315	Syac.g_02072	Prao.g_00200
OG0001316	Syac.g_00342	Prao.g_00278
OG0001317	Syac.g_01971	Prao.g_00372
OG0001318	Syac.g_02218	Prao.g_00394
OG0001319	Syac.g_02242	Prao.g_00410
OG0001321	Syac.g_00712	Prao.g_00555
OG0001322	Syac.g_00713	Prao.g_00556
OG0001323	Syac.g_01857	Prao.g_00625
OG0001324	Syac.g_00909	Prao.g_00132
OG0001325	Syac.g_01281	Prao.g_00653
OG0001326	Syac.g_02420	Prao.g_00817
OG0001328	Syac.g_01385	Prao.g_01018
OG0001329	Syac.g_01007	Prao.g_01129
OG0001330	Syac.g_00738	Prao.g_01306
OG0001332	Syac.g_00625	Prao.g_01439
OG0001333	Syac.g_00666	Prao.g_01589
OG0001334	Syac.g_02061	Prao.g_01711
OG0001335	Syac.g_02060	Prao.g_01712
OG0001336	Syac.g_02473	Prao.g_01826
OG0001339	Syac.g_00400	Prao.g_00242
OG0001340	Syac.g_02039	Prao.g_00464
OG0001341	Syac.g_00904	Prao.g_00685
OG0001343	Syac.g_02413	Prao.g_00826, Prao.g_00827
OG0001344	Syac.g_00774	Prao.g_01085
OG0001345	Syac.g_00803	Prao.g_01070
OG0001346	Syac.g_00728	Prao.g_01275
OG0001347	Syac.g_00228, Syac.g_00123	Prao.g_01189
OG0001349	Syac.g_00504	Prao.g_01360
OG0001352	Syac.g_01842	Prao.g_00118
OG0001353	Syac.g_00850	Prao.g_00773
OG0001354	Syac.g_01201	Prao.g_00912
OG0001355	Syac.g_01823	Prao.g_01521
OG0001358	Syac.g_00952	Prao.g_00059
OG0001359	Syac.g_02412	Prao.g_00828
OG0001360	Syac.g_00805	Prao.g_01021
OG0001361	Syac.g_00800	Prao.g_01073
OG0001362	Syac.g_01649	Prao.g_01411
OG0001363	Syac.g_01651	Prao.g_01413
OG0001364	Syac.g_00204	Prao.g_01714
OG0001372	Syac.g_01845	Prao.g_00693
OG0001373	Syac.g_02419	Prao.g_00816
OG0001374	Syac.g_02427	Prao.g_00824
OG0001375	Syac.g_02414	Prao.g_00825
OG0001376	Syac.g_02376	Prao.g_00987
OG0001377	Syac.g_02375	Prao.g_00988
OG0001378	Syac.g_00689	Prao.g_01157
OG0001379	Syac.g_00736	Prao.g_01282
OG0001380	Syac.g_01589	Prao.g_01251
OG0001381	Syac.g_02162	Prao.g_01245
OG0001382	Syac.g_00148	Prao.g_01505
OG0001385	Syac.g_02416	Prao.g_00813
OG0001386	Syac.g_02417	Prao.g_00814
OG0001387	Syac.g_02418	Prao.g_00815
OG0001388	Syac.g_02421	Prao.g_00818
OG0001389	Syac.g_02422	Prao.g_00819
OG0001390	Syac.g_02423	Prao.g_00820
OG0001391	Syac.g_02424	Prao.g_00821
OG0001392	Syac.g_02425	Prao.g_00822
OG0001393	Syac.g_02426	Prao.g_00823
OG0001395	Syac.g_01262	Prao.g_00961
OG0001396	Syac.g_00229	Prao.g_01188
OG0001401	Syac.g_00844, Syac.g_00845	Prao.g_00642
OG0001402	Syac.g_00957	Prao.g_00702
OG0001404	Syac.g_00451	Prao.g_00207
OG0001405	Syac.g_02058	Prao.g_00462
OG0001406	Syac.g_02377	Prao.g_00986
OG0001407	Syac.g_01841	Prao.g_00999
OG0001408	Syac.g_01530	Prao.g_01005
OG0001410	Syac.g_02155	Prao.g_01255
OG0001413	Syac.g_01019	Prao.g_01481
OG0001414	Syac.g_02161	Prao.g_00367
OG0001416	Syac.g_00724	Prao.g_00565
OG0001417	Syac.g_01200	Prao.g_00575
OG0001419	Syac.g_01840	Prao.g_01000
OG0001420	Syac.g_01847	Prao.g_01148
OG0001423	Syac.g_00457	Prao.g_01368
OG0001425	Syac.g_02373	Prao.g_01803
OG0001428	Syac.g_00301	Prao.g_00310
OG0001430	Syac.g_02345	Prao.g_01312
OG0001432	Syac.g_01572	Prao.g_01479
OG0001438	Syac.g_00280	Prao.g_00430
OG0001439	Syac.g_00250	Prao.g_00443
OG0001442	Syac.g_01358	Prao.g_00678
OG0001446	Syac.g_01293	Prao.g_00218
OG0001447	Syac.g_00362	Prao.g_00265
OG0001448	Syac.g_01094	Prao.g_00502
OG0001449	Syac.g_02197	Prao.g_00527
OG0001452	Syac.g_02214	Prao.g_00832
OG0001456	Syac.g_02434	Prao.g_01112
OG0001457	Syac.g_02435	Prao.g_01111
OG0001458	Syac.g_02436	Prao.g_01110
OG0001459	Syac.g_01445	Prao.g_01323
OG0001462	Syac.g_00039	Prao.g_00180
OG0001465	Syac.g_01299	Prao.g_00140
OG0001468	Syac.g_01014	Prao.g_00991
OG0001471	Syac.g_00257	Prao.g_01482
OG0001473	Syac.g_01010	Prao.g_01762
OG0001477	Syac.g_00900	Prao.g_00006
OG0001479	Syac.g_02016	Prao.g_00473
OG0001480	Syac.g_00812	Prao.g_00504
OG0001481	Syac.g_01260	Prao.g_00508
OG0001482	Syac.g_01210	Prao.g_00561
OG0001492	Syac.g_01514	Prao.g_01042
OG0001493	Syac.g_01522	Prao.g_01034
OG0001495	Syac.g_02144	Prao.g_01637
OG0001496	Syac.g_00902	Prao.g_00008
OG0001497	Syac.g_00901	Prao.g_00007
OG0001499	Syac.g_01441	Prao.g_00199
OG0001502	Syac.g_00818	Prao.g_00710
OG0001504	Syac.g_01446	Prao.g_01322
OG0001505	Syac.g_00105	Prao.g_01205
OG0001514	Syac.g_00903	Prao.g_00009
OG0001520	Syac.g_01787	Prao.g_00522
OG0001522	Syac.g_00849	Prao.g_00774
OG0001546	Syac.g_01853	Prao.g_00630
OG0001547	Syac.g_01122	Prao.g_00712
OG0001548	Syac.g_01030	Prao.g_00716
OG0001551	Syac.g_00861	Prao.g_01113
OG0001564	Syac.g_02430	Prao.g_01209
OG0001567	Syac.g_01121	Prao.g_00711
OG0001568	Syac.g_01124	Prao.g_00713
OG0001570	Syac.g_01108	Prao.g_01146
OG0001585	Syac.g_01072	Prao.g_01329
OG0001602	Syac.g_01300	Prao.g_00139
OG0001625	Syac.g_02220	Prao.g_00396
OG0001641	Syac.g_01219	Prao.g_01200
OG0001647	Syac.g_02244	Prao.g_00411
OG0001666	Syac.g_01452	Prao.g_01324
OG0001667	Syac.g_00472	Prao.g_01303
OG0001718	Syac.g_00465	Prao.g_00498
OG0001758	Syac.g_01440	Prao.g_01541
OG0001875	Syac.g_01439	Prao.g_01542
OG0001876	Syac.g_01438	Prao.g_01543
OG0001928	Syac.g_01599, Syac.g_01598, Syac.g_01600	Prao.g_01376
OG0001959	Syac.g_00119, Syac.g_00120	Prao.g_01345
OG0002562	Syac.g_01592	Prao.g_01365
OG0003011	Syac.g_00099	Prao.g_01208
