Orthogroup	Syac	Prac
OG0001170	Syac.g_00661	Prac.g_00583
OG0001171	Syac.g_00650	Prac.g_00574
OG0001172	Syac.g_02187	Prac.g_00479
OG0001173	Syac.g_02186	Prac.g_00480
OG0001174	Syac.g_02178	Prac.g_00488
OG0001175	Syac.g_02177	Prac.g_00489
OG0001176	Syac.g_02141	Prac.g_00496
OG0001177	Syac.g_02143	Prac.g_00499
OG0001178	Syac.g_00539	Prac.g_00504
OG0001179	Syac.g_02112	Prac.g_00532
OG0001180	Syac.g_02087	Prac.g_00553
OG0001181	Syac.g_02083	Prac.g_00557
OG0001182	Syac.g_02074	Prac.g_00564
OG0001183	Syac.g_02070	Prac.g_00006
OG0001184	Syac.g_00186	Prac.g_00022
OG0001185	Syac.g_00162	Prac.g_00036
OG0001186	Syac.g_00082	Prac.g_00058
OG0001187	Syac.g_00085	Prac.g_00062
OG0001188	Syac.g_00076	Prac.g_00064
OG0001189	Syac.g_00054	Prac.g_00081
OG0001190	Syac.g_02353	Prac.g_00085
OG0001191	Syac.g_02368	Prac.g_00095
OG0001192	Syac.g_02374	Prac.g_00099
OG0001193	Syac.g_02406	Prac.g_00109
OG0001194	Syac.g_02408	Prac.g_00110
OG0001195	Syac.g_02409	Prac.g_00111
OG0001196	Syac.g_02477	Prac.g_00124
OG0001197	Syac.g_02479	Prac.g_00125
OG0001198	Syac.g_02491	Prac.g_01950
OG0001199	Syac.g_00445	Prac.g_01857
OG0001200	Syac.g_00443	Prac.g_01855
OG0001201	Syac.g_00395	Prac.g_01823
OG0001202	Syac.g_02285	Prac.g_01731
OG0001203	Syac.g_01967	Prac.g_01692
OG0001204	Syac.g_02200	Prac.g_01687
OG0001205	Syac.g_00706	Prac.g_01102
OG0001206	Syac.g_01715	Prac.g_01083
OG0001207	Syac.g_01915	Prac.g_01067
OG0001208	Syac.g_01902	Prac.g_01062
OG0001209	Syac.g_01833	Prac.g_00837
OG0001210	Syac.g_01826	Prac.g_00832
OG0001211	Syac.g_01809	Prac.g_00822
OG0001212	Syac.g_01751	Prac.g_00776
OG0001213	Syac.g_00968	Prac.g_00742
OG0001214	Syac.g_00981	Prac.g_00734
OG0001215	Syac.g_00919	Prac.g_00681
OG0001216	Syac.g_01285	Prac.g_01558
OG0001217	Syac.g_01043	Prac.g_01521
OG0001220	Syac.g_00813	Prac.g_01424
OG0001221	Syac.g_01379	Prac.g_01373
OG0001223	Syac.g_01215	Prac.g_01309
OG0001224	Syac.g_00880	Prac.g_01260
OG0001225	Syac.g_00882	Prac.g_01258
OG0001226	Syac.g_01026	Prac.g_01232
OG0001227	Syac.g_02387	Prac.g_01213
OG0001228	Syac.g_00700	Prac.g_00940
OG0001229	Syac.g_00906	Prac.g_00215
OG0001230	Syac.g_01621	Prac.g_00419
OG0001231	Syac.g_00017	Prac.g_00315
OG0001232	Syac.g_00509	Prac.g_00602
OG0001233	Syac.g_00660	Prac.g_00582
OG0001234	Syac.g_02173	Prac.g_00491
OG0001235	Syac.g_02147	Prac.g_00501
OG0001236	Syac.g_00189	Prac.g_00019
OG0001237	Syac.g_00184	Prac.g_00023
OG0001238	Syac.g_02369	Prac.g_00096
OG0001240	Syac.g_00411	Prac.g_01838
OG0001241	Syac.g_00402	Prac.g_01830
OG0001242	Syac.g_00370	Prac.g_01812
OG0001243	Syac.g_00363	Prac.g_01806
OG0001244	Syac.g_00333	Prac.g_01790
OG0001245	Syac.g_01064	Prac.g_01153
OG0001246	Syac.g_01876	Prac.g_00867
OG0001247	Syac.g_01303	Prac.g_00688
OG0001248	Syac.g_01306	Prac.g_00686
OG0001249	Syac.g_02029	Prac.g_01498
OG0001250	Syac.g_00838	Prac.g_01435
OG0001251	Syac.g_02415	Prac.g_01400
OG0001252	Syac.g_00874	Prac.g_01265
OG0001253	Syac.g_01063	Prac.g_01212
OG0001254	Syac.g_01465	Prac.g_01016
OG0001255	Syac.g_01957	Prac.g_01001
OG0001256	Syac.g_00563	Prac.g_00322
OG0001257	Syac.g_01686	Prac.g_00316
OG0001258	Syac.g_00553	Prac.g_00628
OG0001259	Syac.g_00662	Prac.g_00584
OG0001260	Syac.g_00640	Prac.g_00568
OG0001262	Syac.g_00056	Prac.g_00079
OG0001263	Syac.g_00360	Prac.g_01803
OG0001265	Syac.g_00372	Prac.g_01813
OG0001266	Syac.g_02289	Prac.g_01727
OG0001267	Syac.g_02253	Prac.g_01651
OG0001268	Syac.g_02014	Prac.g_01195
OG0001269	Syac.g_01960	Prac.g_01175
OG0001270	Syac.g_00690	Prac.g_01113
OG0001271	Syac.g_01703	Prac.g_01072
OG0001272	Syac.g_01898	Prac.g_01058
OG0001273	Syac.g_00974	Prac.g_00740
OG0001274	Syac.g_02323	Prac.g_00668
OG0001275	Syac.g_01228	Prac.g_01300
OG0001276	Syac.g_01244	Prac.g_01281
OG0001277	Syac.g_02463	Prac.g_01223
OG0001278	Syac.g_01517	Prac.g_00935
OG0001280	Syac.g_00731	Prac.g_00174
OG0001281	Syac.g_00721	Prac.g_00180
OG0001282	Syac.g_01917	Prac.g_00218
OG0001283	Syac.g_02472	Prac.g_00237
OG0001284	Syac.g_00586	Prac.g_00341
OG0001285	Syac.g_01060	Prac.g_00599
OG0001287	Syac.g_00154	Prac.g_00043
OG0001288	Syac.g_00141	Prac.g_00051
OG0001289	Syac.g_00426	Prac.g_01844
OG0001291	Syac.g_00349	Prac.g_01796
OG0001292	Syac.g_02205	Prac.g_01682
OG0001293	Syac.g_02226	Prac.g_01670
OG0001294	Syac.g_01411	Prac.g_01155
OG0001295	Syac.g_01824	Prac.g_01078
OG0001296	Syac.g_01870	Prac.g_00862
OG0001298	Syac.g_01774	Prac.g_00796
OG0001299	Syac.g_01417	Prac.g_00705
OG0001300	Syac.g_00910	Prac.g_00678
OG0001301	Syac.g_00897	Prac.g_00675
OG0001302	Syac.g_01012	Prac.g_01489
OG0001303	Syac.g_01137	Prac.g_01296
OG0001304	Syac.g_01257	Prac.g_01271
OG0001305	Syac.g_00890	Prac.g_01252
OG0001306	Syac.g_00749	Prac.g_00999
OG0001307	Syac.g_02156	Prac.g_00200
OG0001309	Syac.g_01860	Prac.g_00318
OG0001310	Syac.g_00528	Prac.g_00613
OG0001311	Syac.g_01246	Prac.g_01279
OG0001312	Syac.g_01147	Prac.g_01346
OG0001315	Syac.g_02072	Prac.g_01869
OG0001316	Syac.g_00342	Prac.g_01791
OG0001317	Syac.g_01971	Prac.g_01696
OG0001318	Syac.g_02218	Prac.g_01675
OG0001319	Syac.g_02242	Prac.g_01659
OG0001321	Syac.g_00712	Prac.g_01096
OG0001322	Syac.g_00713	Prac.g_01095
OG0001323	Syac.g_01857	Prac.g_00853
OG0001324	Syac.g_00909	Prac.g_00677
OG0001325	Syac.g_01281	Prac.g_01555
OG0001326	Syac.g_02420	Prac.g_00647
OG0001328	Syac.g_01385	Prac.g_01214
OG0001329	Syac.g_01007	Prac.g_01024
OG0001330	Syac.g_00738	Prac.g_00153
OG0001332	Syac.g_00625	Prac.g_00368
OG0001333	Syac.g_00666	Prac.g_00588
OG0001334	Syac.g_02061	Prac.g_00009
OG0001335	Syac.g_02060	Prac.g_00010
OG0001336	Syac.g_02473	Prac.g_00121
OG0001339	Syac.g_00400	Prac.g_01828
OG0001340	Syac.g_02039	Prac.g_01603
OG0001341	Syac.g_00904	Prac.g_01523
OG0001343	Syac.g_02413	Prac.g_01403
OG0001344	Syac.g_00774	Prac.g_00981
OG0001345	Syac.g_00803	Prac.g_00966
OG0001346	Syac.g_00728	Prac.g_00176
OG0001348	Syac.g_00857	Prac.g_00295
OG0001352	Syac.g_01842	Prac.g_00691
OG0001355	Syac.g_01823	Prac.g_00285, Prac.g_00878
OG0001358	Syac.g_00952	Prac.g_00751
OG0001359	Syac.g_02412	Prac.g_01402
OG0001360	Syac.g_00805	Prac.g_01211
OG0001361	Syac.g_00800	Prac.g_00969
OG0001362	Syac.g_01649	Prac.g_00397
OG0001363	Syac.g_01651	Prac.g_00395
OG0001364	Syac.g_00204	Prac.g_00012
OG0001370	Syac.g_01294, Syac.g_02438	Prac.g_01086
OG0001372	Syac.g_01845	Prac.g_01515
OG0001373	Syac.g_02419	Prac.g_00646
OG0001374	Syac.g_02427	Prac.g_00654
OG0001375	Syac.g_02414	Prac.g_01404
OG0001376	Syac.g_02376	Prac.g_01246
OG0001377	Syac.g_02375	Prac.g_01245
OG0001378	Syac.g_00689	Prac.g_01047
OG0001380	Syac.g_01589	Prac.g_00205
OG0001381	Syac.g_02162	Prac.g_00211
OG0001382	Syac.g_00148	Prac.g_00302
OG0001385	Syac.g_02416	Prac.g_00643
OG0001386	Syac.g_02417	Prac.g_00644
OG0001387	Syac.g_02418	Prac.g_00645
OG0001388	Syac.g_02421	Prac.g_00648
OG0001389	Syac.g_02422	Prac.g_00649
OG0001390	Syac.g_02423	Prac.g_00650
OG0001391	Syac.g_02424	Prac.g_00651
OG0001392	Syac.g_02425	Prac.g_00652
OG0001393	Syac.g_02426	Prac.g_00653
OG0001395	Syac.g_01262	Prac.g_01269
OG0001400	Syac.g_00336	Prac.g_00440
OG0001403	Syac.g_00033	Prac.g_01917
OG0001404	Syac.g_00451	Prac.g_01863
OG0001405	Syac.g_02058	Prac.g_01605
OG0001406	Syac.g_02377	Prac.g_01247
OG0001407	Syac.g_01841	Prac.g_01234
OG0001408	Syac.g_01530	Prac.g_01228, Prac.g_01229
OG0001410	Syac.g_02155	Prac.g_00201
OG0001413	Syac.g_01019	Prac.g_00327
OG0001414	Syac.g_02161	Prac.g_01701
OG0001416	Syac.g_00724	Prac.g_01088, Prac.g_01087
OG0001417	Syac.g_01200	Prac.g_01076, Prac.g_01075
OG0001419	Syac.g_01840	Prac.g_01233
OG0001420	Syac.g_01847	Prac.g_01038
OG0001423	Syac.g_00457	Prac.g_00634
OG0001428	Syac.g_00301	Prac.g_01758
OG0001430	Syac.g_02345	Prac.g_00148
OG0001432	Syac.g_01572	Prac.g_00328
OG0001435	Syac.g_01399	Prac.g_01388
OG0001438	Syac.g_00280	Prac.g_01638
OG0001439	Syac.g_00250	Prac.g_01624
OG0001442	Syac.g_01358	Prac.g_01530
OG0001446	Syac.g_01293	Prac.g_01852
OG0001447	Syac.g_00362	Prac.g_01805
OG0001448	Syac.g_01094	Prac.g_01167
OG0001452	Syac.g_02214	Prac.g_01398
OG0001456	Syac.g_02434	Prac.g_01008
OG0001457	Syac.g_02435	Prac.g_01007
OG0001458	Syac.g_02436	Prac.g_01006
OG0001459	Syac.g_01445	Prac.g_00134
OG0001462	Syac.g_00039	Prac.g_01912
OG0001465	Syac.g_01299	Prac.g_00669
OG0001468	Syac.g_01014	Prac.g_01242
OG0001470	Syac.g_00683	Prac.g_00239
OG0001471	Syac.g_00257	Prac.g_00326
OG0001473	Syac.g_01010	Prac.g_00059
OG0001474	Syac.g_02013	Prac.g_01194
OG0001475	Syac.g_00681	Prac.g_00241
OG0001479	Syac.g_02016	Prac.g_01197
OG0001480	Syac.g_00812	Prac.g_01165
OG0001481	Syac.g_01260	Prac.g_01160
OG0001482	Syac.g_01210	Prac.g_01090
OG0001492	Syac.g_01514	Prac.g_00938
OG0001493	Syac.g_01522	Prac.g_00930
OG0001494	Syac.g_00494	Prac.g_00453
OG0001499	Syac.g_01441	Prac.g_01870
OG0001502	Syac.g_00818	Prac.g_01502
OG0001504	Syac.g_01446	Prac.g_00135
OG0001508	Syac.g_00684	Prac.g_00238
OG0001520	Syac.g_01787	Prac.g_01141, Prac.g_01140
OG0001522	Syac.g_00849	Prac.g_01443
OG0001528	Syac.g_00682	Prac.g_00240
OG0001546	Syac.g_01853	Prac.g_00848
OG0001548	Syac.g_01030	Prac.g_01500
OG0001551	Syac.g_00861	Prac.g_01009
OG0001572	Syac.g_01584	Prac.g_00911
OG0001585	Syac.g_01072	Prac.g_00132
OG0001588	Syac.g_00200	Prac.g_00435
OG0001602	Syac.g_01300	Prac.g_00670
OG0001625	Syac.g_02220	Prac.g_01673
OG0001647	Syac.g_02244	Prac.g_01658
OG0001667	Syac.g_00472	Prac.g_00155
OG0001712	Syac.g_01065	Prac.g_01123
OG0001713	Syac.g_00783	Prac.g_01873
OG0001718	Syac.g_00465	Prac.g_01171
OG0002063	Syac.g_01533	Prac.g_01962
OG0002156	Syac.g_01612	Prac.g_01895, Prac.g_01894
OG0002488	Syac.g_00203	Prac.g_00449
OG0002560	Syac.g_01542	Prac.g_01138
OG0002627	Syac.g_00087	Prac.g_00446
