Orthogroup	Syac	Prbg
OG0001124	Syac.g_01247	Prbg.g_01332
OG0001125	Syac.g_01249	Prbg.g_01334
OG0001126	Syac.g_00870	Prbg.g_01245
OG0001127	Syac.g_00871	Prbg.g_01244
OG0001128	Syac.g_00875	Prbg.g_01242
OG0001129	Syac.g_00877	Prbg.g_01241
OG0001130	Syac.g_00878	Prbg.g_01240
OG0001131	Syac.g_01382	Prbg.g_00141
OG0001132	Syac.g_01062	Prbg.g_00022
OG0001133	Syac.g_00958	Prbg.g_00528
OG0001134	Syac.g_01466	Prbg.g_00749
OG0001135	Syac.g_01464	Prbg.g_00752
OG0001136	Syac.g_00767	Prbg.g_01489
OG0001137	Syac.g_00786	Prbg.g_01477
OG0001138	Syac.g_01486	Prbg.g_01456
OG0001139	Syac.g_01488	Prbg.g_01454
OG0001140	Syac.g_01489	Prbg.g_01453
OG0001141	Syac.g_01490	Prbg.g_01452
OG0001142	Syac.g_01491	Prbg.g_01451
OG0001143	Syac.g_01499	Prbg.g_01444
OG0001144	Syac.g_01508	Prbg.g_01439
OG0001145	Syac.g_00740	Prbg.g_00469
OG0001146	Syac.g_00722	Prbg.g_00481
OG0001147	Syac.g_01689	Prbg.g_00501
OG0001148	Syac.g_01918	Prbg.g_00531
OG0001149	Syac.g_01919	Prbg.g_00532
OG0001150	Syac.g_01920	Prbg.g_00533
OG0001151	Syac.g_01932	Prbg.g_00544
OG0001152	Syac.g_01933	Prbg.g_00545
OG0001153	Syac.g_01670	Prbg.g_00623
OG0001154	Syac.g_01671	Prbg.g_00624
OG0001155	Syac.g_00621	Prbg.g_00641
OG0001156	Syac.g_00618	Prbg.g_00644
OG0001157	Syac.g_00617	Prbg.g_00645
OG0001158	Syac.g_00616	Prbg.g_00646
OG0001159	Syac.g_00615	Prbg.g_00647
OG0001160	Syac.g_00570	Prbg.g_00673
OG0001161	Syac.g_02385	Prbg.g_01593
OG0001162	Syac.g_01307	Prbg.g_00726
OG0001163	Syac.g_00562	Prbg.g_01641
OG0001164	Syac.g_00556	Prbg.g_01645
OG0001165	Syac.g_00551	Prbg.g_01648
OG0001166	Syac.g_00520	Prbg.g_01669
OG0001167	Syac.g_00667	Prbg.g_01686
OG0001168	Syac.g_00665	Prbg.g_01688
OG0001169	Syac.g_00663	Prbg.g_01690
OG0001170	Syac.g_00661	Prbg.g_01692
OG0001171	Syac.g_00650	Prbg.g_01702
OG0001172	Syac.g_02187	Prbg.g_01718
OG0001173	Syac.g_02186	Prbg.g_01719
OG0001174	Syac.g_02178	Prbg.g_01727
OG0001175	Syac.g_02177	Prbg.g_01728
OG0001176	Syac.g_02141	Prbg.g_01736
OG0001177	Syac.g_02143	Prbg.g_01738
OG0001178	Syac.g_00539	Prbg.g_01655
OG0001179	Syac.g_02112	Prbg.g_01768
OG0001180	Syac.g_02087	Prbg.g_01791
OG0001181	Syac.g_02083	Prbg.g_01795
OG0001182	Syac.g_02074	Prbg.g_01803
OG0001183	Syac.g_02070	Prbg.g_01808
OG0001184	Syac.g_00186	Prbg.g_01826
OG0001185	Syac.g_00162	Prbg.g_01842
OG0001186	Syac.g_00082	Prbg.g_01866
OG0001187	Syac.g_00085	Prbg.g_01869
OG0001188	Syac.g_00076	Prbg.g_01871
OG0001189	Syac.g_00054	Prbg.g_01888
OG0001190	Syac.g_02353	Prbg.g_01893
OG0001191	Syac.g_02368	Prbg.g_01903
OG0001192	Syac.g_02374	Prbg.g_01908
OG0001193	Syac.g_02406	Prbg.g_01920
OG0001194	Syac.g_02408	Prbg.g_01921
OG0001195	Syac.g_02409	Prbg.g_01922
OG0001196	Syac.g_02477	Prbg.g_01938
OG0001197	Syac.g_02479	Prbg.g_01940
OG0001198	Syac.g_02491	Prbg.g_00764
OG0001199	Syac.g_00445	Prbg.g_00795
OG0001200	Syac.g_00443	Prbg.g_00793
OG0001201	Syac.g_00395	Prbg.g_00880
OG0001202	Syac.g_02285	Prbg.g_00978
OG0001203	Syac.g_01967	Prbg.g_01020
OG0001204	Syac.g_02200	Prbg.g_01026
OG0001205	Syac.g_00706	Prbg.g_00165
OG0001206	Syac.g_01715	Prbg.g_00185
OG0001207	Syac.g_01915	Prbg.g_00196
OG0001208	Syac.g_01902	Prbg.g_00201
OG0001209	Syac.g_01833	Prbg.g_00252
OG0001210	Syac.g_01826	Prbg.g_00257
OG0001211	Syac.g_01809	Prbg.g_00268
OG0001212	Syac.g_01751	Prbg.g_00315
OG0001213	Syac.g_00968	Prbg.g_00350
OG0001214	Syac.g_00981	Prbg.g_01420
OG0001215	Syac.g_00919	Prbg.g_01132
OG0001216	Syac.g_01285	Prbg.g_01153
OG0001217	Syac.g_01043	Prbg.g_00006
OG0001218	Syac.g_01679	Prbg.g_01549
OG0001220	Syac.g_00813	Prbg.g_01215
OG0001221	Syac.g_01379	Prbg.g_01095
OG0001223	Syac.g_01215	Prbg.g_01305
OG0001224	Syac.g_00880	Prbg.g_01238
OG0001225	Syac.g_00882	Prbg.g_01236
OG0001226	Syac.g_01026	Prbg.g_00358
OG0001227	Syac.g_02387	Prbg.g_01534
OG0001228	Syac.g_00700	Prbg.g_01436
OG0001229	Syac.g_00906	Prbg.g_01548
OG0001230	Syac.g_01621	Prbg.g_00584
OG0001231	Syac.g_00017	Prbg.g_00142
OG0001232	Syac.g_00509	Prbg.g_01673
OG0001233	Syac.g_00660	Prbg.g_01693
OG0001234	Syac.g_02173	Prbg.g_01730
OG0001235	Syac.g_02147	Prbg.g_01734
OG0001236	Syac.g_00189	Prbg.g_01823
OG0001237	Syac.g_00184	Prbg.g_01827
OG0001238	Syac.g_02369	Prbg.g_01904
OG0001240	Syac.g_00411	Prbg.g_00863
OG0001241	Syac.g_00402	Prbg.g_00873
OG0001242	Syac.g_00370	Prbg.g_00893
OG0001243	Syac.g_00363	Prbg.g_00900
OG0001244	Syac.g_00333	Prbg.g_00915
OG0001245	Syac.g_01064	Prbg.g_01525
OG0001247	Syac.g_01303	Prbg.g_01125
OG0001248	Syac.g_01306	Prbg.g_01127
OG0001249	Syac.g_02029	Prbg.g_00114
OG0001250	Syac.g_00838	Prbg.g_01202
OG0001251	Syac.g_02415	Prbg.g_01063
OG0001252	Syac.g_00874	Prbg.g_01243
OG0001253	Syac.g_01063	Prbg.g_00361
OG0001254	Syac.g_01465	Prbg.g_00751
OG0001255	Syac.g_01957	Prbg.g_01504
OG0001256	Syac.g_00563	Prbg.g_00680
OG0001258	Syac.g_00553	Prbg.g_01646
OG0001259	Syac.g_00662	Prbg.g_01691
OG0001260	Syac.g_00640	Prbg.g_01708
OG0001262	Syac.g_00056	Prbg.g_01886
OG0001263	Syac.g_00360	Prbg.g_00902
OG0001265	Syac.g_00372	Prbg.g_00892
OG0001266	Syac.g_02289	Prbg.g_00982
OG0001267	Syac.g_02253	Prbg.g_00059
OG0001268	Syac.g_02014	Prbg.g_00122
OG0001269	Syac.g_01960	Prbg.g_01214
OG0001270	Syac.g_00690	Prbg.g_00154
OG0001271	Syac.g_01703	Prbg.g_00191
OG0001272	Syac.g_01898	Prbg.g_00205
OG0001273	Syac.g_00974	Prbg.g_01426
OG0001274	Syac.g_02323	Prbg.g_01006
OG0001275	Syac.g_01228	Prbg.g_01315
OG0001276	Syac.g_01244	Prbg.g_01329
OG0001277	Syac.g_02463	Prbg.g_01926
OG0001278	Syac.g_01517	Prbg.g_01432
OG0001279	Syac.g_01605	Prbg.g_00407
OG0001280	Syac.g_00731	Prbg.g_00476
OG0001281	Syac.g_00721	Prbg.g_00482
OG0001282	Syac.g_01917	Prbg.g_00530
OG0001283	Syac.g_02472	Prbg.g_01935
OG0001284	Syac.g_00586	Prbg.g_00666
OG0001285	Syac.g_01060	Prbg.g_01676
OG0001286	Syac.g_02089	Prbg.g_01789
OG0001287	Syac.g_00154	Prbg.g_01849
OG0001288	Syac.g_00141	Prbg.g_01859
OG0001289	Syac.g_00426	Prbg.g_00783
OG0001291	Syac.g_00349	Prbg.g_00910
OG0001292	Syac.g_02205	Prbg.g_01031
OG0001293	Syac.g_02226	Prbg.g_01044
OG0001295	Syac.g_01824	Prbg.g_00714
OG0001296	Syac.g_01870	Prbg.g_00228
OG0001297	Syac.g_01866	Prbg.g_00233
OG0001298	Syac.g_01774	Prbg.g_00295
OG0001299	Syac.g_01417	Prbg.g_01389
OG0001300	Syac.g_00910	Prbg.g_01136
OG0001301	Syac.g_00897	Prbg.g_01141
OG0001302	Syac.g_01012	Prbg.g_01254
OG0001303	Syac.g_01137	Prbg.g_01612
OG0001304	Syac.g_01257	Prbg.g_01342
OG0001305	Syac.g_00890	Prbg.g_01230
OG0001306	Syac.g_00749	Prbg.g_01501
OG0001307	Syac.g_02156	Prbg.g_00504
OG0001309	Syac.g_01860	Prbg.g_00708
OG0001310	Syac.g_00528	Prbg.g_01663
OG0001311	Syac.g_01246	Prbg.g_01331
OG0001312	Syac.g_01147	Prbg.g_01267
OG0001315	Syac.g_02072	Prbg.g_01539
OG0001316	Syac.g_00342	Prbg.g_00914
OG0001317	Syac.g_01971	Prbg.g_01016
OG0001318	Syac.g_02218	Prbg.g_01040
OG0001319	Syac.g_02242	Prbg.g_00052
OG0001321	Syac.g_00712	Prbg.g_00171
OG0001322	Syac.g_00713	Prbg.g_00172
OG0001323	Syac.g_01857	Prbg.g_00238
OG0001324	Syac.g_00909	Prbg.g_01137
OG0001325	Syac.g_01281	Prbg.g_01372
OG0001328	Syac.g_01385	Prbg.g_00458
OG0001329	Syac.g_01007	Prbg.g_01609
OG0001330	Syac.g_00738	Prbg.g_00697
OG0001332	Syac.g_00625	Prbg.g_00637
OG0001333	Syac.g_00666	Prbg.g_01687
OG0001334	Syac.g_02061	Prbg.g_01811
OG0001335	Syac.g_02060	Prbg.g_01812
OG0001337	Syac.g_02064, Syac.g_02040	Prbg.g_00109
OG0001338	Syac.g_02048, Syac.g_02022, Syac.g_00474, Syac.g_02037	Prbg.g_00112
OG0001339	Syac.g_00400	Prbg.g_00875
OG0001340	Syac.g_02039	Prbg.g_00110
OG0001341	Syac.g_00904	Prbg.g_01541
OG0001343	Syac.g_02413	Prbg.g_01060
OG0001344	Syac.g_00774	Prbg.g_01482
OG0001345	Syac.g_00803	Prbg.g_01466
OG0001346	Syac.g_00728	Prbg.g_00478
OG0001348	Syac.g_00857	Prbg.g_00712
OG0001352	Syac.g_01842	Prbg.g_01121
OG0001353	Syac.g_00850	Prbg.g_01192
OG0001354	Syac.g_01201	Prbg.g_01297
OG0001355	Syac.g_01823	Prbg.g_01351
OG0001357	Syac.g_01943	Prbg.g_00451
OG0001359	Syac.g_02412	Prbg.g_01061
OG0001362	Syac.g_01649	Prbg.g_00605
OG0001363	Syac.g_01651	Prbg.g_00607
OG0001364	Syac.g_00204	Prbg.g_01814
OG0001370	Syac.g_01294, Syac.g_02438	Prbg.g_00182
OG0001372	Syac.g_01845	Prbg.g_00359
OG0001375	Syac.g_02414	Prbg.g_01059
OG0001379	Syac.g_00736	Prbg.g_00471
OG0001380	Syac.g_01589	Prbg.g_01551
OG0001381	Syac.g_02162	Prbg.g_01511
OG0001382	Syac.g_00148	Prbg.g_01554
OG0001394	Syac.g_01373	Prbg.g_01099
OG0001398	Syac.g_01120	Prbg.g_00737
OG0001401	Syac.g_00844, Syac.g_00845	Prbg.g_01197
OG0001402	Syac.g_00957	Prbg.g_00344
OG0001403	Syac.g_00033	Prbg.g_00843
OG0001404	Syac.g_00451	Prbg.g_00801
OG0001407	Syac.g_01841	Prbg.g_01558
OG0001410	Syac.g_02155	Prbg.g_00503
OG0001411	Syac.g_00180	Prbg.g_00808
OG0001414	Syac.g_02161	Prbg.g_01011
OG0001419	Syac.g_01840	Prbg.g_01557
OG0001423	Syac.g_00457	Prbg.g_00429
OG0001425	Syac.g_02373	Prbg.g_01907
OG0001428	Syac.g_00301	Prbg.g_00950
OG0001430	Syac.g_02345	Prbg.g_01550
OG0001434	Syac.g_01368	Prbg.g_01104
OG0001435	Syac.g_01399	Prbg.g_01080
OG0001443	Syac.g_02382	Prbg.g_01547
OG0001446	Syac.g_01293	Prbg.g_00017
OG0001448	Syac.g_01094	Prbg.g_00175
OG0001461	Syac.g_02168	Prbg.g_00817
OG0001465	Syac.g_01299	Prbg.g_01148
OG0001468	Syac.g_01014	Prbg.g_01051
OG0001476	Syac.g_00782	Prbg.g_01479
OG0001477	Syac.g_00900	Prbg.g_00384
OG0001481	Syac.g_01260	Prbg.g_00457
OG0001487	Syac.g_01678	Prbg.g_00631
OG0001488	Syac.g_00791	Prbg.g_01473
OG0001489	Syac.g_02078	Prbg.g_01800
OG0001496	Syac.g_00902	Prbg.g_00386
OG0001497	Syac.g_00901	Prbg.g_00385
OG0001498	Syac.g_01987	Prbg.g_00138
OG0001510	Syac.g_00150	Prbg.g_01853
OG0001511	Syac.g_00387	Prbg.g_00884
OG0001512	Syac.g_01966	Prbg.g_01543
OG0001514	Syac.g_00903	Prbg.g_00387
OG0001515	Syac.g_00914	Prbg.g_01134
OG0001516	Syac.g_01420	Prbg.g_01392
OG0001517	Syac.g_02019	Prbg.g_00118
OG0001518	Syac.g_02371	Prbg.g_01906
OG0001519	Syac.g_02384	Prbg.g_01911
OG0001522	Syac.g_00849	Prbg.g_01193
OG0001527	Syac.g_01794	Prbg.g_00281
OG0001529	Syac.g_00047	Prbg.g_00833
OG0001530	Syac.g_00389	Prbg.g_00883
OG0001531	Syac.g_01965	Prbg.g_01021
OG0001532	Syac.g_01487	Prbg.g_01455
OG0001534	Syac.g_01258	Prbg.g_01343
OG0001535	Syac.g_01242	Prbg.g_01327
OG0001536	Syac.g_01177	Prbg.g_01283
OG0001537	Syac.g_01378	Prbg.g_01096
OG0001538	Syac.g_01336	Prbg.g_01164
OG0001539	Syac.g_01403	Prbg.g_01074
OG0001540	Syac.g_00358	Prbg.g_00904
OG0001541	Syac.g_02256	Prbg.g_00958
OG0001542	Syac.g_02265	Prbg.g_00964
OG0001543	Syac.g_02307	Prbg.g_00463
OG0001544	Syac.g_02383	Prbg.g_01910
OG0001545	Syac.g_02462	Prbg.g_01925
OG0001557	Syac.g_01372	Prbg.g_01100
OG0001559	Syac.g_00390	Prbg.g_00882
OG0001560	Syac.g_00403	Prbg.g_00871
OG0001561	Syac.g_01248	Prbg.g_01333
OG0001562	Syac.g_01234	Prbg.g_01320
OG0001563	Syac.g_02095	Prbg.g_01784
OG0001564	Syac.g_02430	Prbg.g_00814
OG0001572	Syac.g_01584	Prbg.g_00406
OG0001574	Syac.g_01796	Prbg.g_00279
OG0001575	Syac.g_01791	Prbg.g_00284
OG0001576	Syac.g_01729	Prbg.g_00491
OG0001577	Syac.g_00765	Prbg.g_01491
OG0001579	Syac.g_02054, Syac.g_02049	Prbg.g_00107
OG0001580	Syac.g_02341	Prbg.g_00826
OG0001588	Syac.g_00200	Prbg.g_00145
OG0001589	Syac.g_00657	Prbg.g_01695
OG0001591	Syac.g_01409	Prbg.g_01113
OG0001592	Syac.g_02342	Prbg.g_00827
OG0001614	Syac.g_00164	Prbg.g_01841
OG0001616	Syac.g_01472	Prbg.g_01463
OG0001617	Syac.g_00907	Prbg.g_01138
OG0001619	Syac.g_01164	Prbg.g_01276
OG0001620	Syac.g_02007	Prbg.g_00126
OG0001621	Syac.g_02215	Prbg.g_01036
OG0001622	Syac.g_02471	Prbg.g_01934
OG0001636	Syac.g_00038	Prbg.g_00839
OG0001639	Syac.g_00622	Prbg.g_00640
OG0001640	Syac.g_00868	Prbg.g_01246
OG0001641	Syac.g_01219	Prbg.g_01308
OG0001643	Syac.g_00984	Prbg.g_01417
OG0001644	Syac.g_01266	Prbg.g_01362
OG0001654	Syac.g_00624	Prbg.g_00638
OG0001656	Syac.g_02050	Prbg.g_00106
OG0001657	Syac.g_00319	Prbg.g_00933
OG0001658	Syac.g_02352	Prbg.g_00831
OG0001659	Syac.g_01478	Prbg.g_00717
OG0001676	Syac.g_02051	Prbg.g_00108
OG0001678	Syac.g_02188	Prbg.g_01717
OG0001679	Syac.g_01788	Prbg.g_00113
OG0001691	Syac.g_00950	Prbg.g_01248
OG0001693	Syac.g_00885	Prbg.g_01594
OG0001717	Syac.g_00306	Prbg.g_00391
OG0001747	Syac.g_00337	Prbg.g_00146
OG0001758	Syac.g_01440	Prbg.g_01628
OG0001769	Syac.g_00998	Prbg.g_01538
OG0001770	Syac.g_01454	Prbg.g_01565
OG0001771	Syac.g_00851	Prbg.g_01577
OG0001795	Syac.g_01443	Prbg.g_01617, Prbg.g_01049
OG0001807	Syac.g_00208	Prbg.g_00815
OG0001842	Syac.g_00630	Prbg.g_00020
OG0001875	Syac.g_01439	Prbg.g_01627
OG0001876	Syac.g_01438	Prbg.g_01626
OG0001916	Syac.g_01887	Prbg.g_00215
OG0001917	Syac.g_01243	Prbg.g_01328
OG0001923	Syac.g_00128	Prbg.g_00566
OG0001930	Syac.g_00629	Prbg.g_00019
OG0001931	Syac.g_00628	Prbg.g_00018
OG0001965	Syac.g_01011	Prbg.g_01584
OG0002106	Syac.g_02391	Prbg.g_00449
OG0002340	Syac.g_02299	Prbg.g_00988
