Orthogroup	Syac	Prad
OG0001168	Syac.g_00665	Prad.g_00903
OG0001169	Syac.g_00663	Prad.g_00901
OG0001170	Syac.g_00661	Prad.g_00899
OG0001171	Syac.g_00650	Prad.g_00889
OG0001172	Syac.g_02187	Prad.g_00876
OG0001173	Syac.g_02186	Prad.g_00875
OG0001174	Syac.g_02178	Prad.g_00867
OG0001175	Syac.g_02177	Prad.g_00866
OG0001176	Syac.g_02141	Prad.g_00859
OG0001177	Syac.g_02143	Prad.g_00856
OG0001178	Syac.g_00539	Prad.g_00851
OG0001179	Syac.g_02112	Prad.g_00823
OG0001180	Syac.g_02087	Prad.g_00801
OG0001181	Syac.g_02083	Prad.g_00797
OG0001182	Syac.g_02074	Prad.g_00790
OG0001183	Syac.g_02070	Prad.g_00786
OG0001184	Syac.g_00186	Prad.g_00770
OG0001185	Syac.g_00162	Prad.g_01636
OG0001186	Syac.g_00082	Prad.g_01614
OG0001187	Syac.g_00085	Prad.g_01610
OG0001188	Syac.g_00076	Prad.g_01608
OG0001189	Syac.g_00054	Prad.g_01591
OG0001190	Syac.g_02353	Prad.g_01587
OG0001191	Syac.g_02368	Prad.g_01577
OG0001192	Syac.g_02374	Prad.g_01572
OG0001193	Syac.g_02406	Prad.g_01562
OG0001194	Syac.g_02408	Prad.g_01561
OG0001195	Syac.g_02409	Prad.g_01560
OG0001196	Syac.g_02477	Prad.g_01547
OG0001197	Syac.g_02479	Prad.g_01546
OG0001198	Syac.g_02491	Prad.g_01539
OG0001199	Syac.g_00445	Prad.g_01919
OG0001200	Syac.g_00443	Prad.g_01917
OG0001201	Syac.g_00395	Prad.g_01885
OG0001202	Syac.g_02285	Prad.g_01792
OG0001203	Syac.g_01967	Prad.g_01753
OG0001204	Syac.g_02200	Prad.g_01748
OG0001205	Syac.g_00706	Prad.g_00062
OG0001206	Syac.g_01715	Prad.g_00044
OG0001207	Syac.g_01915	Prad.g_00030
OG0001208	Syac.g_01902	Prad.g_00025
OG0001209	Syac.g_01833	Prad.g_00094
OG0001210	Syac.g_01826	Prad.g_01330
OG0001211	Syac.g_01809	Prad.g_01340
OG0001212	Syac.g_01751	Prad.g_01385
OG0001213	Syac.g_00968	Prad.g_01418
OG0001214	Syac.g_00981	Prad.g_01426
OG0001215	Syac.g_00919	Prad.g_01264
OG0001216	Syac.g_01285	Prad.g_01051
OG0001217	Syac.g_01043	Prad.g_01092
OG0001218	Syac.g_01679	Prad.g_01100
OG0001220	Syac.g_00813	Prad.g_00296
OG0001221	Syac.g_01379	Prad.g_00234
OG0001223	Syac.g_01215	Prad.g_00168
OG0001224	Syac.g_00880	Prad.g_01022
OG0001225	Syac.g_00882	Prad.g_01020
OG0001226	Syac.g_01026	Prad.g_00995
OG0001227	Syac.g_02387	Prad.g_00978
OG0001228	Syac.g_00700	Prad.g_01450
OG0001229	Syac.g_00906	Prad.g_00596
OG0001230	Syac.g_01621	Prad.g_00523
OG0001231	Syac.g_00017	Prad.g_00417
OG0001232	Syac.g_00509	Prad.g_00918
OG0001233	Syac.g_00660	Prad.g_00898
OG0001234	Syac.g_02173	Prad.g_00864
OG0001235	Syac.g_02147	Prad.g_00854
OG0001236	Syac.g_00189	Prad.g_00773
OG0001237	Syac.g_00184	Prad.g_00769
OG0001238	Syac.g_02369	Prad.g_01576
OG0001240	Syac.g_00411	Prad.g_01900
OG0001241	Syac.g_00402	Prad.g_01892
OG0001242	Syac.g_00370	Prad.g_01874
OG0001243	Syac.g_00363	Prad.g_01868
OG0001244	Syac.g_00333	Prad.g_01852
OG0001245	Syac.g_01064	Prad.g_00729
OG0001246	Syac.g_01876	Prad.g_00125
OG0001247	Syac.g_01303	Prad.g_01257
OG0001248	Syac.g_01306	Prad.g_01259
OG0001249	Syac.g_02029	Prad.g_01123
OG0001250	Syac.g_00838	Prad.g_00307
OG0001251	Syac.g_02415	Prad.g_00259
OG0001252	Syac.g_00874	Prad.g_01027
OG0001253	Syac.g_01063	Prad.g_00977
OG0001254	Syac.g_01465	Prad.g_01987
OG0001255	Syac.g_01957	Prad.g_01512
OG0001256	Syac.g_00563	Prad.g_00424
OG0001257	Syac.g_01686	Prad.g_00418
OG0001258	Syac.g_00553	Prad.g_00944
OG0001259	Syac.g_00662	Prad.g_00900
OG0001260	Syac.g_00640	Prad.g_00883
OG0001262	Syac.g_00056	Prad.g_01593
OG0001263	Syac.g_00360	Prad.g_01865
OG0001264	Syac.g_01468	Prad.g_00073
OG0001265	Syac.g_00372	Prad.g_01875
OG0001266	Syac.g_02289	Prad.g_01788
OG0001267	Syac.g_02253	Prad.g_01711
OG0001268	Syac.g_02014	Prad.g_01652
OG0001269	Syac.g_01960	Prad.g_00752
OG0001270	Syac.g_00690	Prad.g_00668
OG0001271	Syac.g_01703	Prad.g_00035
OG0001272	Syac.g_01898	Prad.g_00021
OG0001273	Syac.g_00974	Prad.g_01420
OG0001274	Syac.g_02323	Prad.g_01277
OG0001275	Syac.g_01228	Prad.g_00158
OG0001276	Syac.g_01244	Prad.g_00138
OG0001277	Syac.g_02463	Prad.g_00988
OG0001278	Syac.g_01517	Prad.g_01445
OG0001279	Syac.g_01605	Prad.g_01216
OG0001280	Syac.g_00731	Prad.g_00629
OG0001281	Syac.g_00721	Prad.g_00623
OG0001282	Syac.g_01917	Prad.g_00593
OG0001283	Syac.g_02472	Prad.g_00574
OG0001284	Syac.g_00586	Prad.g_00444
OG0001285	Syac.g_01060	Prad.g_00915
OG0001286	Syac.g_02089	Prad.g_00803
OG0001287	Syac.g_00154	Prad.g_01629
OG0001288	Syac.g_00141	Prad.g_01621
OG0001289	Syac.g_00426	Prad.g_01906
OG0001291	Syac.g_00349	Prad.g_01858
OG0001292	Syac.g_02205	Prad.g_01743
OG0001293	Syac.g_02226	Prad.g_01730
OG0001294	Syac.g_01411	Prad.g_00731
OG0001295	Syac.g_01824	Prad.g_00039
OG0001296	Syac.g_01870	Prad.g_00120
OG0001297	Syac.g_01866	Prad.g_00115
OG0001298	Syac.g_01774	Prad.g_01366
OG0001299	Syac.g_01417	Prad.g_01240
OG0001300	Syac.g_00910	Prad.g_01267
OG0001301	Syac.g_00897	Prad.g_01270
OG0001302	Syac.g_01012	Prad.g_01132
OG0001303	Syac.g_01137	Prad.g_00154
OG0001304	Syac.g_01257	Prad.g_01034
OG0001305	Syac.g_00890	Prad.g_01014
OG0001306	Syac.g_00749	Prad.g_01510
OG0001307	Syac.g_02156	Prad.g_00611
OG0001309	Syac.g_01860	Prad.g_00420
OG0001310	Syac.g_00528	Prad.g_00929
OG0001312	Syac.g_01147	Prad.g_00205
OG0001315	Syac.g_02072	Prad.g_01932
OG0001316	Syac.g_00342	Prad.g_01853
OG0001317	Syac.g_01971	Prad.g_01757
OG0001318	Syac.g_02218	Prad.g_01735
OG0001319	Syac.g_02242	Prad.g_01719
OG0001321	Syac.g_00712	Prad.g_00056
OG0001322	Syac.g_00713	Prad.g_00055
OG0001323	Syac.g_01857	Prad.g_00110
OG0001324	Syac.g_00909	Prad.g_01268
OG0001325	Syac.g_01281	Prad.g_01054
OG0001326	Syac.g_02420	Prad.g_00271
OG0001328	Syac.g_01385	Prad.g_00979
OG0001329	Syac.g_01007	Prad.g_00663
OG0001330	Syac.g_00738	Prad.g_00340
OG0001332	Syac.g_00625	Prad.g_00471
OG0001333	Syac.g_00666	Prad.g_00904
OG0001334	Syac.g_02061	Prad.g_00783
OG0001335	Syac.g_02060	Prad.g_00782
OG0001336	Syac.g_02473	Prad.g_01550
OG0001339	Syac.g_00400	Prad.g_01890
OG0001340	Syac.g_02039	Prad.g_01663
OG0001341	Syac.g_00904	Prad.g_01090
OG0001343	Syac.g_02413	Prad.g_00262
OG0001344	Syac.g_00774	Prad.g_01492
OG0001345	Syac.g_00803	Prad.g_01477
OG0001346	Syac.g_00728	Prad.g_00627
OG0001347	Syac.g_00228, Syac.g_00123	Prad.g_01978
OG0001348	Syac.g_00857	Prad.g_00395
OG0001352	Syac.g_01842	Prad.g_01254
OG0001353	Syac.g_00850	Prad.g_01178
OG0001355	Syac.g_01823	Prad.g_00384
OG0001358	Syac.g_00952	Prad.g_01409
OG0001359	Syac.g_02412	Prad.g_00261
OG0001360	Syac.g_00805	Prad.g_00976
OG0001361	Syac.g_00800	Prad.g_01480
OG0001362	Syac.g_01649	Prad.g_00501
OG0001363	Syac.g_01651	Prad.g_00499
OG0001364	Syac.g_00204	Prad.g_00780
OG0001370	Syac.g_01294, Syac.g_02438	Prad.g_00047
OG0001372	Syac.g_01845	Prad.g_01099
OG0001373	Syac.g_02419	Prad.g_00272
OG0001374	Syac.g_02427	Prad.g_00264
OG0001375	Syac.g_02414	Prad.g_00263
OG0001376	Syac.g_02376	Prad.g_01009
OG0001377	Syac.g_02375	Prad.g_01008
OG0001378	Syac.g_00689	Prad.g_00634
OG0001379	Syac.g_00736	Prad.g_00364
OG0001380	Syac.g_01589	Prad.g_00606
OG0001381	Syac.g_02162	Prad.g_00600
OG0001382	Syac.g_00148	Prad.g_00403
OG0001385	Syac.g_02416	Prad.g_00275
OG0001386	Syac.g_02417	Prad.g_00274
OG0001387	Syac.g_02418	Prad.g_00273
OG0001388	Syac.g_02421	Prad.g_00270
OG0001389	Syac.g_02422	Prad.g_00269
OG0001390	Syac.g_02423	Prad.g_00268
OG0001391	Syac.g_02424	Prad.g_00267
OG0001392	Syac.g_02425	Prad.g_00266
OG0001393	Syac.g_02426	Prad.g_00265
OG0001394	Syac.g_01373	Prad.g_00230
OG0001395	Syac.g_01262	Prad.g_01032
OG0001396	Syac.g_00229	Prad.g_01977
OG0001401	Syac.g_00844, Syac.g_00845	Prad.g_01046
OG0001403	Syac.g_00033	Prad.g_01956
OG0001404	Syac.g_00451	Prad.g_01925
OG0001405	Syac.g_02058	Prad.g_01665
OG0001406	Syac.g_02377	Prad.g_01010
OG0001407	Syac.g_01841	Prad.g_00997
OG0001408	Syac.g_01530	Prad.g_00992
OG0001410	Syac.g_02155	Prad.g_00610
OG0001412	Syac.g_00122, Syac.g_00227	Prad.g_01979
OG0001413	Syac.g_01019	Prad.g_00429
OG0001414	Syac.g_02161	Prad.g_01762
OG0001416	Syac.g_00724	Prad.g_00048
OG0001417	Syac.g_01200	Prad.g_00037
OG0001419	Syac.g_01840	Prad.g_00996
OG0001420	Syac.g_01847	Prad.g_00643
OG0001423	Syac.g_00457	Prad.g_00546
OG0001425	Syac.g_02373	Prad.g_01573
OG0001428	Syac.g_00301	Prad.g_01819
OG0001430	Syac.g_02345	Prad.g_00334
OG0001432	Syac.g_01572	Prad.g_00431
OG0001434	Syac.g_01368	Prad.g_00225
OG0001438	Syac.g_00280	Prad.g_01698
OG0001439	Syac.g_00250	Prad.g_01684
OG0001442	Syac.g_01358	Prad.g_01081
OG0001446	Syac.g_01293	Prad.g_01914
OG0001447	Syac.g_00362	Prad.g_01867
OG0001448	Syac.g_01094	Prad.g_00743
OG0001449	Syac.g_02197	Prad.g_00702
OG0001452	Syac.g_02214	Prad.g_00257
OG0001456	Syac.g_02434	Prad.g_01519
OG0001457	Syac.g_02435	Prad.g_01518
OG0001458	Syac.g_02436	Prad.g_01517
OG0001459	Syac.g_01445	Prad.g_00323
OG0001462	Syac.g_00039	Prad.g_01952
OG0001465	Syac.g_01299	Prad.g_01276
OG0001468	Syac.g_01014	Prad.g_01005
OG0001471	Syac.g_00257	Prad.g_00428
OG0001473	Syac.g_01010	Prad.g_01613
OG0001474	Syac.g_02013	Prad.g_01651
OG0001479	Syac.g_02016	Prad.g_01654
OG0001480	Syac.g_00812	Prad.g_00741
OG0001481	Syac.g_01260	Prad.g_00736
OG0001482	Syac.g_01210	Prad.g_00050
OG0001487	Syac.g_01678	Prad.g_00573
OG0001492	Syac.g_01514	Prad.g_01448
OG0001493	Syac.g_01522	Prad.g_01440
OG0001495	Syac.g_02144	Prad.g_00857
OG0001499	Syac.g_01441	Prad.g_01933
OG0001502	Syac.g_00818	Prad.g_01115
OG0001504	Syac.g_01446	Prad.g_00324
OG0001520	Syac.g_01787	Prad.g_00710
OG0001522	Syac.g_00849	Prad.g_01179
OG0001546	Syac.g_01853	Prad.g_00105
OG0001547	Syac.g_01122	Prad.g_01117
OG0001548	Syac.g_01030	Prad.g_01121
OG0001551	Syac.g_00861	Prad.g_01520
OG0001557	Syac.g_01372	Prad.g_00229
OG0001567	Syac.g_01121	Prad.g_01116
OG0001568	Syac.g_01124	Prad.g_01118
OG0001570	Syac.g_01108	Prad.g_00646, Prad.g_01295
OG0001572	Syac.g_01584	Prad.g_00315
OG0001585	Syac.g_01072	Prad.g_00316
OG0001588	Syac.g_00200	Prad.g_01186
OG0001602	Syac.g_01300	Prad.g_01275
OG0001625	Syac.g_02220	Prad.g_01733
OG0001647	Syac.g_02244	Prad.g_01718
OG0001667	Syac.g_00472	Prad.g_00343
OG0001712	Syac.g_01065	Prad.g_00679
OG0001718	Syac.g_00465	Prad.g_00747
OG0001747	Syac.g_00337	Prad.g_00089
OG0001835	Syac.g_01587	Prad.g_01209
OG0002063	Syac.g_01533	Prad.g_00694
OG0002112	Syac.g_00266	Prad.g_00688
OG0002157	Syac.g_00265	Prad.g_00687
OG0002158	Syac.g_00267	Prad.g_00689
OG0002276	Syac.g_00459	Prad.g_00085
OG0002560	Syac.g_01542	Prad.g_00708
OG0002562	Syac.g_01592	Prad.g_00548
OG0003181	Syac.g_00335	Prad.g_01942
