Orthogroup	Syac	Syap
OG0001459	Syac.g_01445	Syap.g_00351
OG0001461	Syac.g_02168	Syap.g_02707
OG0001470	Syac.g_00683	Syap.g_01138, Syap.g_00709
OG0001474	Syac.g_02013	Syap.g_00562
OG0001475	Syac.g_00681	Syap.g_01135, Syap.g_02462, Syap.g_01136, Syap.g_02463
OG0001478	Syac.g_01710	Syap.g_01790
OG0001479	Syac.g_02016	Syap.g_00565
OG0001487	Syac.g_01678	Syap.g_00699
OG0001488	Syac.g_00791	Syap.g_00209
OG0001489	Syac.g_02078	Syap.g_00603
OG0001492	Syac.g_01514	Syap.g_02441
OG0001493	Syac.g_01522	Syap.g_02433
OG0001495	Syac.g_02144	Syap.g_01921
OG0001498	Syac.g_01987	Syap.g_02044, Syap.g_02043
OG0001502	Syac.g_00818	Syap.g_00833
OG0001504	Syac.g_01446	Syap.g_00350
OG0001508	Syac.g_00684	Syap.g_01139
OG0001510	Syac.g_00150	Syap.g_01117
OG0001511	Syac.g_00387	Syap.g_02629, Syap.g_02676
OG0001512	Syac.g_01966	Syap.g_01151, Syap.g_01152
OG0001515	Syac.g_00914	Syap.g_00906
OG0001516	Syac.g_01420	Syap.g_01964
OG0001517	Syac.g_02019	Syap.g_00568
OG0001518	Syac.g_02371	Syap.g_01026
OG0001519	Syac.g_02384	Syap.g_02079
OG0001527	Syac.g_01794	Syap.g_00287, Syap.g_00292
OG0001528	Syac.g_00682	Syap.g_00806, Syap.g_01137, Syap.g_02464
OG0001529	Syac.g_00047	Syap.g_01809
OG0001530	Syac.g_00389	Syap.g_02627
OG0001531	Syac.g_01965	Syap.g_01150
OG0001534	Syac.g_01258	Syap.g_00534
OG0001535	Syac.g_01242	Syap.g_01875
OG0001536	Syac.g_01177	Syap.g_02018
OG0001537	Syac.g_01378	Syap.g_00153
OG0001538	Syac.g_01336	Syap.g_00199
OG0001539	Syac.g_01403	Syap.g_02370
OG0001540	Syac.g_00358	Syap.g_02214
OG0001541	Syac.g_02256	Syap.g_01187
OG0001542	Syac.g_02265	Syap.g_01177
OG0001543	Syac.g_02307	Syap.g_01417, Syap.g_01416
OG0001547	Syac.g_01122	Syap.g_00840, Syap.g_00839
OG0001557	Syac.g_01372	Syap.g_00162
OG0001562	Syac.g_01234	Syap.g_02700
OG0001563	Syac.g_02095	Syap.g_00473
OG0001564	Syac.g_02430	Syap.g_00876
OG0001567	Syac.g_01121	Syap.g_00838
OG0001568	Syac.g_01124	Syap.g_00842
OG0001570	Syac.g_01108	Syap.g_00438
OG0001574	Syac.g_01796	Syap.g_00295, Syap.g_00289, Syap.g_00294
OG0001577	Syac.g_00765	Syap.g_00232
OG0001580	Syac.g_02341	Syap.g_01340, Syap.g_01341
OG0001590	Syac.g_00973	Syap.g_00889
OG0001592	Syac.g_02342	Syap.g_01342
OG0001614	Syac.g_00164	Syap.g_01101
OG0001615	Syac.g_00825	Syap.g_01937
OG0001616	Syac.g_01472	Syap.g_01884
OG0001618	Syac.g_01274	Syap.g_00518, Syap.g_02409
OG0001619	Syac.g_01164	Syap.g_01752
OG0001620	Syac.g_02007	Syap.g_00557
OG0001621	Syac.g_02215	Syap.g_01592
OG0001622	Syac.g_02471	Syap.g_02601
OG0001623	Syac.g_02036	Syap.g_00582, Syap.g_00585
OG0001624	Syac.g_02388	Syap.g_02494
OG0001634	Syac.g_01414	Syap.g_01956
OG0001635	Syac.g_00137	Syap.g_01127
OG0001636	Syac.g_00038	Syap.g_01797
OG0001637	Syac.g_00646	Syap.g_01945, Syap.g_01946
OG0001639	Syac.g_00622	Syap.g_00751
OG0001641	Syac.g_01219	Syap.g_02685
OG0001643	Syac.g_00984	Syap.g_00902
OG0001644	Syac.g_01266	Syap.g_00346
OG0001645	Syac.g_01125, Syac.g_01548	Syap.g_00668
OG0001647	Syac.g_02244	Syap.g_01370
OG0001654	Syac.g_00624	Syap.g_00753
OG0001657	Syac.g_00319	Syap.g_02175
OG0001658	Syac.g_02352	Syap.g_00131
OG0001659	Syac.g_01478	Syap.g_01892
OG0001660	Syac.g_00381, Syac.g_01997	Syap.g_02148, Syap.g_02632, Syap.g_02673
OG0001672	Syac.g_00437	Syap.g_02553, Syap.g_02554
OG0001673	Syac.g_01973	Syap.g_01163
OG0001675	Syac.g_01232	Syap.g_02698
OG0001677	Syac.g_02069, Syac.g_01450	Syap.g_00592
OG0001678	Syac.g_02188	Syap.g_02678
OG0001679	Syac.g_01788	Syap.g_02521
OG0001680	Syac.g_00526	Syap.g_01772
OG0001682	Syac.g_00627, Syac.g_01277	Syap.g_00516
OG0001692	Syac.g_01626	Syap.g_02120
OG0001694	Syac.g_02255	Syap.g_01358
OG0001713	Syac.g_00783	Syap.g_00349
OG0001714	Syac.g_00134, Syac.g_01756, Syac.g_00491	Syap.g_01040
OG0001715	Syac.g_01035	Syap.g_00665
OG0001717	Syac.g_00306	Syap.g_01200
OG0001729	Syac.g_01962	Syap.g_02666
OG0001730	Syac.g_01955	Syap.g_00770
OG0001731	Syac.g_00602	Syap.g_00029
OG0001735	Syac.g_01428	Syap.g_00095
OG0001737	Syac.g_00274	Syap.g_01637
OG0001738	Syac.g_00236	Syap.g_01657
OG0001739	Syac.g_02455	Syap.g_01815, Syap.g_01816
OG0001741	Syac.g_01939, Syac.g_00489, Syac.g_01045	Syap.g_02493
OG0001749	Syac.g_00220	Syap.g_02067
OG0001750	Syac.g_00414	Syap.g_00764
OG0001751	Syac.g_01974	Syap.g_01164
OG0001752	Syac.g_00637	Syap.g_02670
OG0001754	Syac.g_00644	Syap.g_01949, Syap.g_01948
OG0001755	Syac.g_01861	Syap.g_00250
OG0001760	Syac.g_01051	Syap.g_02651
OG0001762	Syac.g_01225	Syap.g_02692
OG0001764	Syac.g_01128	Syap.g_02336
OG0001766	Syac.g_00262	Syap.g_01328
OG0001767	Syac.g_00211	Syap.g_01036, Syap.g_00863
OG0001768	Syac.g_02271	Syap.g_00610
OG0001769	Syac.g_00998	Syap.g_00643
OG0001771	Syac.g_00851	Syap.g_00329
OG0001783	Syac.g_00159	Syap.g_01108, Syap.g_01471
OG0001786	Syac.g_00584	Syap.g_00311, Syap.g_01210
OG0001787	Syac.g_01837	Syap.g_01454
OG0001788	Syac.g_01834	Syap.g_01449
OG0001789	Syac.g_00730	Syap.g_01482, Syap.g_01481
OG0001790	Syac.g_00756	Syap.g_00238
OG0001796	Syac.g_01236	Syap.g_01850, Syap.g_01852
OG0001797	Syac.g_01155	Syap.g_00947
OG0001798	Syac.g_00959	Syap.g_01291
OG0001799	Syac.g_00995	Syap.g_00638
OG0001800	Syac.g_01606	Syap.g_00771
OG0001801	Syac.g_01614	Syap.g_02110
OG0001804	Syac.g_01986	Syap.g_02045, Syap.g_02046
OG0001806	Syac.g_02243	Syap.g_02337
OG0001809	Syac.g_00346	Syap.g_00322, Syap.g_01685
OG0001811	Syac.g_02262	Syap.g_01180
OG0001812	Syac.g_02343	Syap.g_01343
OG0001814	Syac.g_02480	Syap.g_01166, Syap.g_00125
OG0001815	Syac.g_02489	Syap.g_01801
OG0001838	Syac.g_00008	Syap.g_00064, Syap.g_00537
OG0001839	Syac.g_00035	Syap.g_01794
OG0001840	Syac.g_00053	Syap.g_00978
OG0001841	Syac.g_00060	Syap.g_00987
OG0001842	Syac.g_00630	Syap.g_00147, Syap.g_00146
OG0001843	Syac.g_00165	Syap.g_01100
OG0001844	Syac.g_00166	Syap.g_01099
OG0001845	Syac.g_00167	Syap.g_01094
OG0001847	Syac.g_00371	Syap.g_02230
OG0001848	Syac.g_00375	Syap.g_02236
OG0001849	Syac.g_00427	Syap.g_02364
OG0001850	Syac.g_00436	Syap.g_02550
OG0001851	Syac.g_00441	Syap.g_01700
OG0001852	Syac.g_00442	Syap.g_01699
OG0001853	Syac.g_00448	Syap.g_01691
OG0001854	Syac.g_01969	Syap.g_01157
OG0001856	Syac.g_00571	Syap.g_01216
OG0001857	Syac.g_00574	Syap.g_01212
OG0001858	Syac.g_00608	Syap.g_00025
OG0001859	Syac.g_01925	Syap.g_02516
OG0001860	Syac.g_01912	Syap.g_02262
OG0001861	Syac.g_01897	Syap.g_02248
OG0001862	Syac.g_01886	Syap.g_00276
OG0001863	Syac.g_01881	Syap.g_00272
OG0001864	Syac.g_01828	Syap.g_01974
OG0001865	Syac.g_01762	Syap.g_00651
OG0001866	Syac.g_01737	Syap.g_01522
OG0001867	Syac.g_00942	Syap.g_01524
OG0001868	Syac.g_00725	Syap.g_01495
OG0001869	Syac.g_00764	Syap.g_00233
OG0001870	Syac.g_00772	Syap.g_00224
OG0001871	Syac.g_00778	Syap.g_00217
OG0001872	Syac.g_01513	Syap.g_02442
OG0001873	Syac.g_01473	Syap.g_01885
OG0001874	Syac.g_01470	Syap.g_01882
OG0001877	Syac.g_00913	Syap.g_00905
OG0001878	Syac.g_01229	Syap.g_02695
OG0001879	Syac.g_01223	Syap.g_02690
OG0001883	Syac.g_01154	Syap.g_01741
OG0001884	Syac.g_01145	Syap.g_01733
OG0001885	Syac.g_01133	Syap.g_02792
OG0001886	Syac.g_01129	Syap.g_02335
OG0001887	Syac.g_01386	Syap.g_01245
OG0001888	Syac.g_01366	Syap.g_00168
OG0001889	Syac.g_01325	Syap.g_02724
OG0001890	Syac.g_00831	Syap.g_00825
OG0001891	Syac.g_00827	Syap.g_00832
OG0001893	Syac.g_00960	Syap.g_01290
OG0001894	Syac.g_00978	Syap.g_00893
OG0001895	Syac.g_01610	Syap.g_02658
OG0001896	Syac.g_00698	Syap.g_02053
OG0001897	Syac.g_02010	Syap.g_00559
OG0001898	Syac.g_02030	Syap.g_00577
OG0001899	Syac.g_02105	Syap.g_00484
OG0001900	Syac.g_02228	Syap.g_02355
OG0001901	Syac.g_02229	Syap.g_02354
OG0001902	Syac.g_00289	Syap.g_01354
OG0001903	Syac.g_00279	Syap.g_01631
OG0001904	Syac.g_00206	Syap.g_02063
OG0001905	Syac.g_00195	Syap.g_01060
OG0001906	Syac.g_00357	Syap.g_02213
OG0001908	Syac.g_02258	Syap.g_01185
OG0001909	Syac.g_02269	Syap.g_02279
OG0001910	Syac.g_02315	Syap.g_01907
OG0001912	Syac.g_02364	Syap.g_01042
OG0001913	Syac.g_02366	Syap.g_01032
OG0001915	Syac.g_02486	Syap.g_02313
OG0001930	Syac.g_00629	Syap.g_00148
OG0001931	Syac.g_00628	Syap.g_00149
OG0001932	Syac.g_00163	Syap.g_01102
OG0001935	Syac.g_00444	Syap.g_01697
OG0001937	Syac.g_00594	Syap.g_00037
OG0001938	Syac.g_01910	Syap.g_00731, Syap.g_02259
OG0001943	Syac.g_01068	Syap.g_00645
OG0001944	Syac.g_01116	Syap.g_02662
OG0001946	Syac.g_00912	Syap.g_01058
OG0001959	Syac.g_00119, Syac.g_00120	Syap.g_02163
OG0001970	Syac.g_00355	Syap.g_02212
OG0001979	Syac.g_00916	Syap.g_00662, Syap.g_00834
OG0002005	Syac.g_01727	Syap.g_02284, Syap.g_02283
OG0002009	Syac.g_01376	Syap.g_00155
OG0002010	Syac.g_01663	Syap.g_00002
OG0002011	Syac.g_01980	Syap.g_02399
OG0002013	Syac.g_01990	Syap.g_02542
OG0002015	Syac.g_00215	Syap.g_02069
OG0002016	Syac.g_02311	Syap.g_00102
OG0002017	Syac.g_02404	Syap.g_02099
OG0002020	Syac.g_02453	Syap.g_02581
OG0002021	Syac.g_02451	Syap.g_02584
OG0002022	Syac.g_02449	Syap.g_02585
OG0002023	Syac.g_02448	Syap.g_02588
OG0002039	Syac.g_00792	Syap.g_00208
OG0002047	Syac.g_01991	Syap.g_02039, Syap.g_02154
OG0002049	Syac.g_02149	Syap.g_01926
OG0002056	Syac.g_00278	Syap.g_01633, Syap.g_01632
OG0002114	Syac.g_01618	Syap.g_01982
OG0002116	Syac.g_00589	Syap.g_00044
OG0002129	Syac.g_01647	Syap.g_02529
OG0002131	Syac.g_02452	Syap.g_02582
OG0002134	Syac.g_00173	Syap.g_01088, Syap.g_01087
OG0002135	Syac.g_00513	Syap.g_01395, Syap.g_01402
OG0002136	Syac.g_00514	Syap.g_01396, Syap.g_01403
OG0002139	Syac.g_01527	Syap.g_02429
OG0002142	Syac.g_01615	Syap.g_02112, Syap.g_02111
OG0002143	Syac.g_01983	Syap.g_02578
OG0002144	Syac.g_02146	Syap.g_00772, Syap.g_00773
OG0002156	Syac.g_01612	Syap.g_01621
OG0002169	Syac.g_01992	Syap.g_02038, Syap.g_02152
OG0002170	Syac.g_02025	Syap.g_00573
OG0002171	Syac.g_00222	Syap.g_02070
OG0002172	Syac.g_02312	Syap.g_01910
OG0002179	Syac.g_00192	Syap.g_01062
OG0002180	Syac.g_00288	Syap.g_01353
OG0002181	Syac.g_02231	Syap.g_02350
OG0002182	Syac.g_02212	Syap.g_00309
OG0002184	Syac.g_00428	Syap.g_02363
OG0002185	Syac.g_00435	Syap.g_02549
OG0002186	Syac.g_00515	Syap.g_01404
OG0002187	Syac.g_00516	Syap.g_01398
OG0002188	Syac.g_00554	Syap.g_00616
OG0002189	Syac.g_00555	Syap.g_00615
OG0002190	Syac.g_00603	Syap.g_00028
OG0002192	Syac.g_00795	Syap.g_00207
OG0002194	Syac.g_01523	Syap.g_02432
OG0002196	Syac.g_01355	Syap.g_00179
OG0002197	Syac.g_01218	Syap.g_02684
OG0002198	Syac.g_00999	Syap.g_00644, Syap.g_00405
OG0002199	Syac.g_00994	Syap.g_00637
OG0002200	Syac.g_01631	Syap.g_02466
OG0002201	Syac.g_01739	Syap.g_01520
OG0002202	Syac.g_01740	Syap.g_01519
OG0002203	Syac.g_01741	Syap.g_01518
OG0002204	Syac.g_01760	Syap.g_00440
OG0002205	Syac.g_01776	Syap.g_01315
OG0002207	Syac.g_01798	Syap.g_00297
OG0002208	Syac.g_01913	Syap.g_02263
OG0002209	Syac.g_02012	Syap.g_00561
OG0002210	Syac.g_02065	Syap.g_00588
OG0002211	Syac.g_02102	Syap.g_00480
OG0002212	Syac.g_02340	Syap.g_01338
OG0002214	Syac.g_02474	Syap.g_02604
OG0002235	Syac.g_01359	Syap.g_00176
OG0002236	Syac.g_02153	Syap.g_02346
OG0002238	Syac.g_01436	Syap.g_02235, Syap.g_02000
OG0002242	Syac.g_00221	Syap.g_02068
OG0002247	Syac.g_01783	Syap.g_01305
OG0002257	Syac.g_01021	Syap.g_00660
OG0002260	Syac.g_01528	Syap.g_02428
OG0002277	Syac.g_00079	Syap.g_00997
OG0002301	Syac.g_00966	Syap.g_00675
OG0002302	Syac.g_01927	Syap.g_02512
OG0002306	Syac.g_02447	Syap.g_02088
OG0002308	Syac.g_01350	Syap.g_00624
OG0002309	Syac.g_00843	Syap.g_01843
OG0002349	Syac.g_00658	Syap.g_01515
OG0002352	Syac.g_00780	Syap.g_00801
OG0002353	Syac.g_01328	Syap.g_02729
OG0002355	Syac.g_00463	Syap.g_02330
OG0002357	Syac.g_02407	Syap.g_01434, Syap.g_01433
OG0002404	Syac.g_01273	Syap.g_01585
OG0002406	Syac.g_01044	Syap.g_00435
OG0002464	Syac.g_01844	Syap.g_02552
OG0002466	Syac.g_00643	Syap.g_01500
OG0002525	Syac.g_01091	Syap.g_02158, Syap.g_01008
OG0002527	Syac.g_01038	Syap.g_02372
OG0002528	Syac.g_01036	Syap.g_02374
OG0002541	Syac.g_02066	Syap.g_00589
OG0002543	Syac.g_02367	Syap.g_01031
OG0002598	Syac.g_01118	Syap.g_02388
OG0002601	Syac.g_01037	Syap.g_02373
OG0002678	Syac.g_01959	Syap.g_00151
OG0002734	Syac.g_00131	Syap.g_00718
OG0002744	Syac.g_01069	Syap.g_00841
OG0002872	Syac.g_02276	Syap.g_02269
