Orthogroup	Syac	Prau
OG0001167	Syac.g_00667	Prau.g_01768
OG0001168	Syac.g_00665	Prau.g_01770
OG0001169	Syac.g_00663	Prau.g_01772
OG0001170	Syac.g_00661	Prau.g_01774
OG0001171	Syac.g_00650	Prau.g_01783
OG0001172	Syac.g_02187	Prau.g_01797
OG0001173	Syac.g_02186	Prau.g_01798
OG0001174	Syac.g_02178	Prau.g_01806
OG0001175	Syac.g_02177	Prau.g_01807
OG0001176	Syac.g_02141	Prau.g_01814
OG0001177	Syac.g_02143	Prau.g_01817
OG0001178	Syac.g_00539	Prau.g_01822
OG0001179	Syac.g_02112	Prau.g_01853
OG0001180	Syac.g_02087	Prau.g_01875
OG0001181	Syac.g_02083	Prau.g_01879
OG0001182	Syac.g_02074	Prau.g_01886
OG0001183	Syac.g_02070	Prau.g_01890
OG0001184	Syac.g_00186	Prau.g_01906
OG0001185	Syac.g_00162	Prau.g_01920
OG0001186	Syac.g_00082	Prau.g_01943
OG0001187	Syac.g_00085	Prau.g_01947
OG0001188	Syac.g_00076	Prau.g_01950
OG0001189	Syac.g_00054	Prau.g_01967
OG0001190	Syac.g_02353	Prau.g_01971
OG0001191	Syac.g_02368	Prau.g_01981
OG0001192	Syac.g_02374	Prau.g_01985
OG0001193	Syac.g_02406	Prau.g_01995
OG0001194	Syac.g_02408	Prau.g_01996
OG0001195	Syac.g_02409	Prau.g_01997
OG0001196	Syac.g_02477	Prau.g_02010
OG0001197	Syac.g_02479	Prau.g_02011
OG0001198	Syac.g_02491	Prau.g_02019
OG0001199	Syac.g_00445	Prau.g_00075
OG0001200	Syac.g_00443	Prau.g_00077
OG0001201	Syac.g_00395	Prau.g_00109
OG0001202	Syac.g_02285	Prau.g_00200
OG0001203	Syac.g_01967	Prau.g_00239
OG0001204	Syac.g_02200	Prau.g_00245
OG0001205	Syac.g_00706	Prau.g_00486
OG0001206	Syac.g_01715	Prau.g_00504
OG0001207	Syac.g_01915	Prau.g_00518
OG0001208	Syac.g_01902	Prau.g_00523
OG0001209	Syac.g_01833	Prau.g_00575
OG0001210	Syac.g_01826	Prau.g_00580
OG0001211	Syac.g_01809	Prau.g_00590
OG0001212	Syac.g_01751	Prau.g_00634
OG0001213	Syac.g_00968	Prau.g_00669
OG0001214	Syac.g_00981	Prau.g_00677
OG0001215	Syac.g_00919	Prau.g_00730
OG0001216	Syac.g_01285	Prau.g_00757
OG0001217	Syac.g_01043	Prau.g_00800
OG0001218	Syac.g_01679	Prau.g_00809
OG0001220	Syac.g_00813	Prau.g_00906
OG0001221	Syac.g_01379	Prau.g_00967
OG0001223	Syac.g_01215	Prau.g_01033
OG0001224	Syac.g_00880	Prau.g_01085
OG0001225	Syac.g_00882	Prau.g_01087
OG0001226	Syac.g_01026	Prau.g_01112
OG0001227	Syac.g_02387	Prau.g_01130
OG0001228	Syac.g_00700	Prau.g_01251
OG0001229	Syac.g_00906	Prau.g_01407
OG0001230	Syac.g_01621	Prau.g_01520
OG0001231	Syac.g_00017	Prau.g_01628
OG0001232	Syac.g_00509	Prau.g_01755
OG0001233	Syac.g_00660	Prau.g_01775
OG0001234	Syac.g_02173	Prau.g_01809
OG0001235	Syac.g_02147	Prau.g_01819
OG0001236	Syac.g_00189	Prau.g_01903
OG0001237	Syac.g_00184	Prau.g_01907
OG0001238	Syac.g_02369	Prau.g_01982
OG0001240	Syac.g_00411	Prau.g_00094
OG0001241	Syac.g_00402	Prau.g_00102
OG0001242	Syac.g_00370	Prau.g_00120
OG0001243	Syac.g_00363	Prau.g_00126
OG0001244	Syac.g_00333	Prau.g_00142
OG0001245	Syac.g_01064	Prau.g_00383
OG0001246	Syac.g_01876	Prau.g_00545
OG0001247	Syac.g_01303	Prau.g_00723
OG0001248	Syac.g_01306	Prau.g_00725
OG0001249	Syac.g_02029	Prau.g_00832
OG0001250	Syac.g_00838	Prau.g_00894
OG0001251	Syac.g_02415	Prau.g_00943
OG0001252	Syac.g_00874	Prau.g_01080
OG0001253	Syac.g_01063	Prau.g_01131
OG0001254	Syac.g_01465	Prau.g_01176
OG0001255	Syac.g_01957	Prau.g_01191
OG0001256	Syac.g_00563	Prau.g_01621
OG0001257	Syac.g_01686	Prau.g_01627
OG0001258	Syac.g_00553	Prau.g_01729
OG0001259	Syac.g_00662	Prau.g_01773
OG0001260	Syac.g_00640	Prau.g_01789
OG0001262	Syac.g_00056	Prau.g_01965
OG0001263	Syac.g_00360	Prau.g_00129
OG0001265	Syac.g_00372	Prau.g_00119
OG0001266	Syac.g_02289	Prau.g_00204
OG0001267	Syac.g_02253	Prau.g_00282
OG0001268	Syac.g_02014	Prau.g_00341
OG0001269	Syac.g_01960	Prau.g_00361
OG0001270	Syac.g_00690	Prau.g_00475
OG0001271	Syac.g_01703	Prau.g_00513
OG0001272	Syac.g_01898	Prau.g_00527
OG0001273	Syac.g_00974	Prau.g_00671
OG0001274	Syac.g_02323	Prau.g_00743
OG0001275	Syac.g_01228	Prau.g_01043
OG0001276	Syac.g_01244	Prau.g_01064
OG0001277	Syac.g_02463	Prau.g_01120
OG0001278	Syac.g_01517	Prau.g_01256
OG0001279	Syac.g_01605	Prau.g_01320
OG0001280	Syac.g_00731	Prau.g_01370
OG0001281	Syac.g_00721	Prau.g_01376
OG0001282	Syac.g_01917	Prau.g_01410
OG0001283	Syac.g_02472	Prau.g_01429
OG0001284	Syac.g_00586	Prau.g_01601
OG0001285	Syac.g_01060	Prau.g_01758
OG0001286	Syac.g_02089	Prau.g_01873
OG0001287	Syac.g_00154	Prau.g_01927
OG0001288	Syac.g_00141	Prau.g_01936
OG0001289	Syac.g_00426	Prau.g_00088
OG0001291	Syac.g_00349	Prau.g_00136
OG0001292	Syac.g_02205	Prau.g_00250
OG0001293	Syac.g_02226	Prau.g_00263
OG0001294	Syac.g_01411	Prau.g_00381
OG0001295	Syac.g_01824	Prau.g_00509
OG0001296	Syac.g_01870	Prau.g_00550
OG0001297	Syac.g_01866	Prau.g_00555
OG0001298	Syac.g_01774	Prau.g_00616
OG0001299	Syac.g_01417	Prau.g_00706
OG0001300	Syac.g_00910	Prau.g_00733
OG0001301	Syac.g_00897	Prau.g_00736
OG0001302	Syac.g_01012	Prau.g_00841
OG0001303	Syac.g_01137	Prau.g_01047
OG0001304	Syac.g_01257	Prau.g_01074
OG0001305	Syac.g_00890	Prau.g_01093
OG0001306	Syac.g_00749	Prau.g_01193
OG0001307	Syac.g_02156	Prau.g_01392
OG0001309	Syac.g_01860	Prau.g_01625
OG0001310	Syac.g_00528	Prau.g_01744
OG0001311	Syac.g_01246	Prau.g_01066
OG0001315	Syac.g_02072	Prau.g_00063
OG0001316	Syac.g_00342	Prau.g_00141
OG0001317	Syac.g_01971	Prau.g_00235
OG0001318	Syac.g_02218	Prau.g_00258
OG0001319	Syac.g_02242	Prau.g_00274
OG0001321	Syac.g_00712	Prau.g_00492
OG0001322	Syac.g_00713	Prau.g_00493
OG0001323	Syac.g_01857	Prau.g_00560
OG0001324	Syac.g_00909	Prau.g_00734
OG0001325	Syac.g_01281	Prau.g_00760
OG0001326	Syac.g_02420	Prau.g_00931
OG0001328	Syac.g_01385	Prau.g_01129
OG0001329	Syac.g_01007	Prau.g_01168
OG0001330	Syac.g_00738	Prau.g_01345
OG0001332	Syac.g_00625	Prau.g_01574
OG0001333	Syac.g_00666	Prau.g_01769
OG0001334	Syac.g_02061	Prau.g_01893
OG0001335	Syac.g_02060	Prau.g_01894
OG0001336	Syac.g_02473	Prau.g_02007
OG0001339	Syac.g_00400	Prau.g_00104
OG0001340	Syac.g_02039	Prau.g_00330
OG0001341	Syac.g_00904	Prau.g_00798
OG0001343	Syac.g_02413	Prau.g_00940
OG0001344	Syac.g_00774	Prau.g_01210
OG0001345	Syac.g_00803	Prau.g_01225
OG0001346	Syac.g_00728	Prau.g_01372
OG0001352	Syac.g_01842	Prau.g_00720
OG0001355	Syac.g_01823	Prau.g_01657, Prau.g_01309
OG0001358	Syac.g_00952	Prau.g_00660
OG0001359	Syac.g_02412	Prau.g_00941
OG0001360	Syac.g_00805	Prau.g_01132
OG0001361	Syac.g_00800	Prau.g_01222
OG0001362	Syac.g_01649	Prau.g_01545
OG0001363	Syac.g_01651	Prau.g_01547
OG0001364	Syac.g_00204	Prau.g_01896
OG0001370	Syac.g_01294, Syac.g_02438	Prau.g_00501
OG0001372	Syac.g_01845	Prau.g_00808
OG0001373	Syac.g_02419	Prau.g_00930
OG0001374	Syac.g_02427	Prau.g_00938
OG0001375	Syac.g_02414	Prau.g_00939
OG0001376	Syac.g_02376	Prau.g_01098
OG0001377	Syac.g_02375	Prau.g_01099
OG0001378	Syac.g_00689	Prau.g_01141
OG0001380	Syac.g_01589	Prau.g_01397
OG0001381	Syac.g_02162	Prau.g_01403
OG0001382	Syac.g_00148	Prau.g_01640
OG0001385	Syac.g_02416	Prau.g_00927
OG0001386	Syac.g_02417	Prau.g_00928
OG0001387	Syac.g_02418	Prau.g_00929
OG0001388	Syac.g_02421	Prau.g_00932
OG0001389	Syac.g_02422	Prau.g_00933
OG0001390	Syac.g_02423	Prau.g_00934
OG0001391	Syac.g_02424	Prau.g_00935
OG0001392	Syac.g_02425	Prau.g_00936
OG0001393	Syac.g_02426	Prau.g_00937
OG0001394	Syac.g_01373	Prau.g_00971
OG0001395	Syac.g_01262	Prau.g_01076
OG0001398	Syac.g_01120	Prau.g_01653
OG0001404	Syac.g_00451	Prau.g_00070
OG0001405	Syac.g_02058	Prau.g_00328
OG0001406	Syac.g_02377	Prau.g_01097
OG0001407	Syac.g_01841	Prau.g_01110
OG0001408	Syac.g_01530	Prau.g_01115
OG0001410	Syac.g_02155	Prau.g_01393
OG0001411	Syac.g_00180	Prau.g_01452
OG0001413	Syac.g_01019	Prau.g_01616
OG0001414	Syac.g_02161	Prau.g_00230
OG0001416	Syac.g_00724	Prau.g_00500
OG0001417	Syac.g_01200	Prau.g_00511
OG0001419	Syac.g_01840	Prau.g_01111
OG0001420	Syac.g_01847	Prau.g_01150
OG0001428	Syac.g_00301	Prau.g_00173
OG0001430	Syac.g_02345	Prau.g_01341
OG0001432	Syac.g_01572	Prau.g_01614
OG0001434	Syac.g_01368	Prau.g_00976
OG0001436	Syac.g_00210, Syac.g_00209	Prau.g_01480
OG0001438	Syac.g_00280	Prau.g_00295
OG0001439	Syac.g_00250	Prau.g_00309
OG0001442	Syac.g_01358	Prau.g_00791
OG0001446	Syac.g_01293	Prau.g_00080
OG0001447	Syac.g_00362	Prau.g_00127
OG0001448	Syac.g_01094	Prau.g_00369
OG0001449	Syac.g_02197	Prau.g_00405
OG0001452	Syac.g_02214	Prau.g_00944
OG0001456	Syac.g_02434	Prau.g_01184
OG0001457	Syac.g_02435	Prau.g_01185
OG0001458	Syac.g_02436	Prau.g_01186
OG0001462	Syac.g_00039	Prau.g_00033
OG0001465	Syac.g_01299	Prau.g_00742
OG0001468	Syac.g_01014	Prau.g_01102
OG0001470	Syac.g_00683	Prau.g_01463, Prau.g_01472
OG0001471	Syac.g_00257	Prau.g_01617
OG0001473	Syac.g_01010	Prau.g_01944
OG0001474	Syac.g_02013	Prau.g_00342
OG0001475	Syac.g_00681	Prau.g_01474
OG0001479	Syac.g_02016	Prau.g_00339
OG0001480	Syac.g_00812	Prau.g_00371
OG0001481	Syac.g_01260	Prau.g_00376
OG0001482	Syac.g_01210	Prau.g_00498
OG0001492	Syac.g_01514	Prau.g_01253
OG0001493	Syac.g_01522	Prau.g_01261
OG0001494	Syac.g_00088	Prau.g_01503
OG0001495	Syac.g_02144	Prau.g_01816
OG0001499	Syac.g_01441	Prau.g_00062
OG0001502	Syac.g_00818	Prau.g_00824
OG0001508	Syac.g_00684	Prau.g_01462
OG0001520	Syac.g_01787	Prau.g_00397
OG0001522	Syac.g_00849	Prau.g_00886
OG0001528	Syac.g_00682	Prau.g_01473, Prau.g_01464
OG0001547	Syac.g_01122	Prau.g_00826
OG0001548	Syac.g_01030	Prau.g_00830
OG0001551	Syac.g_00861	Prau.g_01183
OG0001557	Syac.g_01372	Prau.g_00972
OG0001564	Syac.g_02430	Prau.g_01501, Prau.g_01505
OG0001567	Syac.g_01121	Prau.g_00825
OG0001568	Syac.g_01124	Prau.g_00827
OG0001570	Syac.g_01108	Prau.g_01152
OG0001572	Syac.g_01584	Prau.g_01308
OG0001585	Syac.g_01072	Prau.g_01323
OG0001602	Syac.g_01300	Prau.g_00741
OG0001625	Syac.g_02220	Prau.g_00260
OG0001647	Syac.g_02244	Prau.g_00275
OG0001667	Syac.g_00472	Prau.g_01348
OG0001712	Syac.g_01065	Prau.g_00418
OG0001718	Syac.g_00465	Prau.g_00365
OG0001897	Syac.g_02010	Prau.g_01280
OG0001923	Syac.g_00128	Prau.g_01451
OG0001959	Syac.g_00119, Syac.g_00120	Prau.g_01315
OG0002063	Syac.g_01533	Prau.g_01671
OG0002112	Syac.g_00266	Prau.g_00409
OG0002156	Syac.g_01612	Prau.g_00045
OG0002157	Syac.g_00265	Prau.g_00410
OG0002158	Syac.g_00267	Prau.g_00408
OG0002248	Syac.g_00908	Prau.g_01722
OG0002488	Syac.g_00203	Prau.g_01497
OG0002560	Syac.g_01542	Prau.g_00399
OG0002934	Syac.g_02331	Prau.g_00450
