Orthogroup	Syac	Prbn
OG0001123	Syac.g_01245	Prbn.g_01375
OG0001124	Syac.g_01247	Prbn.g_01373
OG0001125	Syac.g_01249	Prbn.g_01371
OG0001126	Syac.g_00870	Prbn.g_01460
OG0001127	Syac.g_00871	Prbn.g_01461
OG0001128	Syac.g_00875	Prbn.g_01463
OG0001129	Syac.g_00877	Prbn.g_01464
OG0001130	Syac.g_00878	Prbn.g_01465
OG0001131	Syac.g_01382	Prbn.g_00692
OG0001132	Syac.g_01062	Prbn.g_01039
OG0001133	Syac.g_00958	Prbn.g_01239
OG0001134	Syac.g_01466	Prbn.g_01650
OG0001135	Syac.g_01464	Prbn.g_01653
OG0001136	Syac.g_00767	Prbn.g_01186
OG0001137	Syac.g_00786	Prbn.g_01198
OG0001138	Syac.g_01486	Prbn.g_00392
OG0001139	Syac.g_01488	Prbn.g_00394
OG0001140	Syac.g_01489	Prbn.g_00395
OG0001141	Syac.g_01490	Prbn.g_00396
OG0001142	Syac.g_01491	Prbn.g_00397
OG0001143	Syac.g_01499	Prbn.g_00404
OG0001144	Syac.g_01508	Prbn.g_00409
OG0001145	Syac.g_00740	Prbn.g_01092
OG0001146	Syac.g_00722	Prbn.g_01080
OG0001147	Syac.g_01689	Prbn.g_01060
OG0001148	Syac.g_01918	Prbn.g_01242
OG0001149	Syac.g_01919	Prbn.g_00153
OG0001150	Syac.g_01920	Prbn.g_00154
OG0001151	Syac.g_01932	Prbn.g_00165
OG0001152	Syac.g_01933	Prbn.g_00166
OG0001153	Syac.g_01670	Prbn.g_00244
OG0001154	Syac.g_01671	Prbn.g_00245
OG0001155	Syac.g_00621	Prbn.g_00262
OG0001156	Syac.g_00618	Prbn.g_00265
OG0001157	Syac.g_00617	Prbn.g_00266
OG0001158	Syac.g_00616	Prbn.g_00267
OG0001159	Syac.g_00615	Prbn.g_00268
OG0001160	Syac.g_00570	Prbn.g_00900
OG0001161	Syac.g_02385	Prbn.g_01688
OG0001162	Syac.g_01307	Prbn.g_00134
OG0001163	Syac.g_00562	Prbn.g_01736
OG0001164	Syac.g_00556	Prbn.g_01740
OG0001165	Syac.g_00551	Prbn.g_01743
OG0001166	Syac.g_00520	Prbn.g_01764
OG0001167	Syac.g_00667	Prbn.g_01782
OG0001168	Syac.g_00665	Prbn.g_01784
OG0001169	Syac.g_00663	Prbn.g_01786
OG0001170	Syac.g_00661	Prbn.g_01788
OG0001171	Syac.g_00650	Prbn.g_01798
OG0001172	Syac.g_02187	Prbn.g_01814
OG0001173	Syac.g_02186	Prbn.g_01815
OG0001174	Syac.g_02178	Prbn.g_01823
OG0001175	Syac.g_02177	Prbn.g_01824
OG0001176	Syac.g_02141	Prbn.g_01832
OG0001177	Syac.g_02143	Prbn.g_01834
OG0001178	Syac.g_00539	Prbn.g_01750
OG0001179	Syac.g_02112	Prbn.g_01864
OG0001180	Syac.g_02087	Prbn.g_01887
OG0001181	Syac.g_02083	Prbn.g_01891
OG0001182	Syac.g_02074	Prbn.g_01899
OG0001183	Syac.g_02070	Prbn.g_01904
OG0001184	Syac.g_00186	Prbn.g_01017
OG0001185	Syac.g_00162	Prbn.g_01001
OG0001186	Syac.g_00082	Prbn.g_00977
OG0001187	Syac.g_00085	Prbn.g_00974
OG0001188	Syac.g_00076	Prbn.g_00972
OG0001189	Syac.g_00054	Prbn.g_00956
OG0001190	Syac.g_02353	Prbn.g_00951
OG0001191	Syac.g_02368	Prbn.g_00941
OG0001192	Syac.g_02374	Prbn.g_00936
OG0001193	Syac.g_02406	Prbn.g_00924
OG0001194	Syac.g_02408	Prbn.g_00923
OG0001195	Syac.g_02409	Prbn.g_00922
OG0001196	Syac.g_02477	Prbn.g_00906
OG0001198	Syac.g_02491	Prbn.g_00297
OG0001199	Syac.g_00445	Prbn.g_00703
OG0001201	Syac.g_00395	Prbn.g_01311
OG0001202	Syac.g_02285	Prbn.g_00354
OG0001203	Syac.g_01967	Prbn.g_00312
OG0001204	Syac.g_02200	Prbn.g_00306
OG0001205	Syac.g_00706	Prbn.g_00668
OG0001206	Syac.g_01715	Prbn.g_00648
OG0001207	Syac.g_01915	Prbn.g_00637
OG0001208	Syac.g_01902	Prbn.g_00632
OG0001209	Syac.g_01833	Prbn.g_00581
OG0001210	Syac.g_01826	Prbn.g_00576
OG0001211	Syac.g_01809	Prbn.g_00566
OG0001212	Syac.g_01751	Prbn.g_00519
OG0001213	Syac.g_00968	Prbn.g_00484
OG0001214	Syac.g_00981	Prbn.g_00428
OG0001215	Syac.g_00919	Prbn.g_01573
OG0001216	Syac.g_01285	Prbn.g_01552
OG0001217	Syac.g_01043	Prbn.g_01023
OG0001218	Syac.g_01679	Prbn.g_01126
OG0001220	Syac.g_00813	Prbn.g_01490
OG0001221	Syac.g_01379	Prbn.g_01610
OG0001223	Syac.g_01215	Prbn.g_01400
OG0001224	Syac.g_00880	Prbn.g_01467
OG0001225	Syac.g_00882	Prbn.g_01469
OG0001226	Syac.g_01026	Prbn.g_00476
OG0001227	Syac.g_02387	Prbn.g_01141
OG0001228	Syac.g_00700	Prbn.g_00412
OG0001229	Syac.g_00906	Prbn.g_01127
OG0001230	Syac.g_01621	Prbn.g_00205
OG0001231	Syac.g_00017	Prbn.g_00691
OG0001233	Syac.g_00660	Prbn.g_01789
OG0001234	Syac.g_02173	Prbn.g_01826
OG0001235	Syac.g_02147	Prbn.g_01830
OG0001236	Syac.g_00189	Prbn.g_01919
OG0001237	Syac.g_00184	Prbn.g_01016
OG0001238	Syac.g_02369	Prbn.g_00940
OG0001240	Syac.g_00411	Prbn.g_01328
OG0001241	Syac.g_00402	Prbn.g_01318
OG0001242	Syac.g_00370	Prbn.g_01298
OG0001243	Syac.g_00363	Prbn.g_01291
OG0001244	Syac.g_00333	Prbn.g_01276
OG0001245	Syac.g_01064	Prbn.g_01150
OG0001247	Syac.g_01303	Prbn.g_01580
OG0001248	Syac.g_01306	Prbn.g_01578
OG0001249	Syac.g_02029	Prbn.g_00102
OG0001250	Syac.g_00838	Prbn.g_01503
OG0001251	Syac.g_02415	Prbn.g_01929
OG0001252	Syac.g_00874	Prbn.g_01462
OG0001253	Syac.g_01063	Prbn.g_00473
OG0001254	Syac.g_01465	Prbn.g_01652
OG0001255	Syac.g_01957	Prbn.g_01171
OG0001256	Syac.g_00563	Prbn.g_00893
OG0001258	Syac.g_00553	Prbn.g_01741
OG0001259	Syac.g_00662	Prbn.g_01787
OG0001260	Syac.g_00640	Prbn.g_01804
OG0001263	Syac.g_00360	Prbn.g_01289
OG0001265	Syac.g_00372	Prbn.g_01299
OG0001266	Syac.g_02289	Prbn.g_00350
OG0001267	Syac.g_02253	Prbn.g_00047
OG0001268	Syac.g_02014	Prbn.g_00110
OG0001269	Syac.g_01960	Prbn.g_01491
OG0001270	Syac.g_00690	Prbn.g_00679
OG0001271	Syac.g_01703	Prbn.g_00642
OG0001272	Syac.g_01898	Prbn.g_00628
OG0001273	Syac.g_00974	Prbn.g_00422
OG0001274	Syac.g_02323	Prbn.g_00326
OG0001275	Syac.g_01228	Prbn.g_01390
OG0001276	Syac.g_01244	Prbn.g_01376
OG0001277	Syac.g_02463	Prbn.g_00918
OG0001278	Syac.g_01517	Prbn.g_00416
OG0001279	Syac.g_01605	Prbn.g_00810
OG0001280	Syac.g_00731	Prbn.g_01085
OG0001281	Syac.g_00721	Prbn.g_01079
OG0001282	Syac.g_01917	Prbn.g_01241
OG0001283	Syac.g_02472	Prbn.g_00909
OG0001284	Syac.g_00586	Prbn.g_00287
OG0001285	Syac.g_01060	Prbn.g_01772
OG0001286	Syac.g_02089	Prbn.g_01885
OG0001287	Syac.g_00154	Prbn.g_00994
OG0001288	Syac.g_00141	Prbn.g_00984
OG0001289	Syac.g_00426	Prbn.g_01334
OG0001291	Syac.g_00349	Prbn.g_01281
OG0001292	Syac.g_02205	Prbn.g_00014
OG0001293	Syac.g_02226	Prbn.g_00027
OG0001295	Syac.g_01824	Prbn.g_00146
OG0001296	Syac.g_01870	Prbn.g_00605
OG0001297	Syac.g_01866	Prbn.g_00600
OG0001298	Syac.g_01774	Prbn.g_00539
OG0001299	Syac.g_01417	Prbn.g_00842
OG0001300	Syac.g_00910	Prbn.g_01569
OG0001301	Syac.g_00897	Prbn.g_01564
OG0001302	Syac.g_01012	Prbn.g_01451
OG0001303	Syac.g_01137	Prbn.g_01707
OG0001304	Syac.g_01257	Prbn.g_01363
OG0001305	Syac.g_00890	Prbn.g_01475
OG0001306	Syac.g_00749	Prbn.g_01174
OG0001307	Syac.g_02156	Prbn.g_01215
OG0001309	Syac.g_01860	Prbn.g_00865
OG0001310	Syac.g_00528	Prbn.g_01758
OG0001311	Syac.g_01246	Prbn.g_01374
OG0001312	Syac.g_01147	Prbn.g_01438
OG0001315	Syac.g_02072	Prbn.g_01136
OG0001316	Syac.g_00342	Prbn.g_01277
OG0001317	Syac.g_01971	Prbn.g_00316
OG0001318	Syac.g_02218	Prbn.g_00023
OG0001319	Syac.g_02242	Prbn.g_00040
OG0001321	Syac.g_00712	Prbn.g_00662
OG0001322	Syac.g_00713	Prbn.g_00661
OG0001323	Syac.g_01857	Prbn.g_00595
OG0001324	Syac.g_00909	Prbn.g_01568
OG0001325	Syac.g_01281	Prbn.g_00859
OG0001328	Syac.g_01385	Prbn.g_01103
OG0001329	Syac.g_01007	Prbn.g_01704
OG0001330	Syac.g_00738	Prbn.g_00876
OG0001332	Syac.g_00625	Prbn.g_00258
OG0001333	Syac.g_00666	Prbn.g_01783
OG0001334	Syac.g_02061	Prbn.g_01907
OG0001335	Syac.g_02060	Prbn.g_01908
OG0001337	Syac.g_02064, Syac.g_02040	Prbn.g_00097
OG0001338	Syac.g_02048, Syac.g_02022, Syac.g_00474, Syac.g_02037	Prbn.g_00100
OG0001339	Syac.g_00400	Prbn.g_01316
OG0001340	Syac.g_02039	Prbn.g_00098
OG0001341	Syac.g_00904	Prbn.g_01134
OG0001343	Syac.g_02413	Prbn.g_01932
OG0001344	Syac.g_00774	Prbn.g_01193
OG0001345	Syac.g_00803	Prbn.g_01209
OG0001346	Syac.g_00728	Prbn.g_01083
OG0001348	Syac.g_00857	Prbn.g_00148
OG0001352	Syac.g_01842	Prbn.g_01584
OG0001353	Syac.g_00850	Prbn.g_01513
OG0001354	Syac.g_01201	Prbn.g_01408
OG0001355	Syac.g_01823	Prbn.g_01354
OG0001357	Syac.g_01943	Prbn.g_01110
OG0001359	Syac.g_02412	Prbn.g_01931
OG0001362	Syac.g_01649	Prbn.g_00226
OG0001363	Syac.g_01651	Prbn.g_00228
OG0001364	Syac.g_00204	Prbn.g_01910
OG0001370	Syac.g_01294, Syac.g_02438	Prbn.g_00651
OG0001372	Syac.g_01845	Prbn.g_00475
OG0001375	Syac.g_02414	Prbn.g_01933
OG0001379	Syac.g_00736	Prbn.g_01090
OG0001380	Syac.g_01589	Prbn.g_01124
OG0001381	Syac.g_02162	Prbn.g_01164
OG0001382	Syac.g_00148	Prbn.g_01121
OG0001394	Syac.g_01373	Prbn.g_01606
OG0001398	Syac.g_01120	Prbn.g_01637
OG0001401	Syac.g_00844, Syac.g_00845	Prbn.g_01508
OG0001402	Syac.g_00957	Prbn.g_00490
OG0001403	Syac.g_00033	Prbn.g_00751
OG0001404	Syac.g_00451	Prbn.g_00709
OG0001407	Syac.g_01841	Prbn.g_01117
OG0001410	Syac.g_02155	Prbn.g_01214
OG0001411	Syac.g_00180	Prbn.g_00716
OG0001414	Syac.g_02161	Prbn.g_00321
OG0001419	Syac.g_01840	Prbn.g_01118
OG0001423	Syac.g_00457	Prbn.g_00787
OG0001425	Syac.g_02373	Prbn.g_00937
OG0001428	Syac.g_00301	Prbn.g_00382
OG0001430	Syac.g_02345	Prbn.g_01125
OG0001434	Syac.g_01368	Prbn.g_01601
OG0001435	Syac.g_01399	Prbn.g_01625
OG0001443	Syac.g_02382	Prbn.g_01128
OG0001446	Syac.g_01293	Prbn.g_01034
OG0001448	Syac.g_01094	Prbn.g_00658
OG0001461	Syac.g_02168	Prbn.g_00725
OG0001465	Syac.g_01299	Prbn.g_01557
OG0001468	Syac.g_01014	Prbn.g_01941
OG0001476	Syac.g_00782	Prbn.g_01196
OG0001477	Syac.g_00900	Prbn.g_00833
OG0001481	Syac.g_01260	Prbn.g_01104
OG0001487	Syac.g_01678	Prbn.g_00252
OG0001488	Syac.g_00791	Prbn.g_01202
OG0001489	Syac.g_02078	Prbn.g_01896
OG0001496	Syac.g_00902	Prbn.g_00831
OG0001497	Syac.g_00901	Prbn.g_00832
OG0001498	Syac.g_01987	Prbn.g_00695
OG0001510	Syac.g_00150	Prbn.g_00990
OG0001511	Syac.g_00387	Prbn.g_01307
OG0001512	Syac.g_01966	Prbn.g_01132
OG0001514	Syac.g_00903	Prbn.g_00830
OG0001515	Syac.g_00914	Prbn.g_01571
OG0001516	Syac.g_01420	Prbn.g_00839
OG0001517	Syac.g_02019	Prbn.g_00106
OG0001518	Syac.g_02371	Prbn.g_00938
OG0001519	Syac.g_02384	Prbn.g_00933
OG0001522	Syac.g_00849	Prbn.g_01512
OG0001527	Syac.g_01794	Prbn.g_00553
OG0001529	Syac.g_00047	Prbn.g_00741
OG0001530	Syac.g_00389	Prbn.g_01308
OG0001531	Syac.g_01965	Prbn.g_00311
OG0001532	Syac.g_01487	Prbn.g_00393
OG0001534	Syac.g_01258	Prbn.g_01362
OG0001535	Syac.g_01242	Prbn.g_01378
OG0001536	Syac.g_01177	Prbn.g_01422
OG0001537	Syac.g_01378	Prbn.g_01609
OG0001538	Syac.g_01336	Prbn.g_01541
OG0001539	Syac.g_01403	Prbn.g_01631
OG0001540	Syac.g_00358	Prbn.g_01287
OG0001541	Syac.g_02256	Prbn.g_00374
OG0001542	Syac.g_02265	Prbn.g_00368
OG0001543	Syac.g_02307	Prbn.g_01098
OG0001544	Syac.g_02383	Prbn.g_00934
OG0001545	Syac.g_02462	Prbn.g_00919
OG0001557	Syac.g_01372	Prbn.g_01605
OG0001559	Syac.g_00390	Prbn.g_01309
OG0001560	Syac.g_00403	Prbn.g_01320
OG0001561	Syac.g_01248	Prbn.g_01372
OG0001562	Syac.g_01234	Prbn.g_01385
OG0001563	Syac.g_02095	Prbn.g_01880
OG0001564	Syac.g_02430	Prbn.g_00722
OG0001572	Syac.g_01584	Prbn.g_00811
OG0001574	Syac.g_01796	Prbn.g_00555
OG0001575	Syac.g_01791	Prbn.g_00550
OG0001576	Syac.g_01729	Prbn.g_01070
OG0001577	Syac.g_00765	Prbn.g_01184
OG0001579	Syac.g_02054, Syac.g_02049	Prbn.g_00095
OG0001580	Syac.g_02341	Prbn.g_00734
OG0001588	Syac.g_00200	Prbn.g_00688
OG0001589	Syac.g_00657	Prbn.g_01791
OG0001591	Syac.g_01409	Prbn.g_01592
OG0001592	Syac.g_02342	Prbn.g_00735
OG0001614	Syac.g_00164	Prbn.g_01002
OG0001616	Syac.g_01472	Prbn.g_00385
OG0001617	Syac.g_00907	Prbn.g_01567
OG0001619	Syac.g_01164	Prbn.g_01429
OG0001620	Syac.g_02007	Prbn.g_00114
OG0001621	Syac.g_02215	Prbn.g_00019
OG0001622	Syac.g_02471	Prbn.g_00910
OG0001636	Syac.g_00038	Prbn.g_00747
OG0001639	Syac.g_00622	Prbn.g_00261
OG0001640	Syac.g_00868	Prbn.g_01459
OG0001641	Syac.g_01219	Prbn.g_01397
OG0001643	Syac.g_00984	Prbn.g_00431
OG0001644	Syac.g_01266	Prbn.g_01951
OG0001654	Syac.g_00624	Prbn.g_00259
OG0001656	Syac.g_02050	Prbn.g_00094
OG0001657	Syac.g_00319	Prbn.g_01258
OG0001658	Syac.g_02352	Prbn.g_00739
OG0001659	Syac.g_01478	Prbn.g_00143
OG0001676	Syac.g_02051	Prbn.g_00096
OG0001678	Syac.g_02188	Prbn.g_01813
OG0001679	Syac.g_01788	Prbn.g_00101
OG0001691	Syac.g_00950	Prbn.g_01457
OG0001693	Syac.g_00885	Prbn.g_01689
OG0001717	Syac.g_00306	Prbn.g_00826
OG0001747	Syac.g_00337	Prbn.g_00687
OG0001758	Syac.g_01440	Prbn.g_01723
OG0001769	Syac.g_00998	Prbn.g_01137
OG0001770	Syac.g_01454	Prbn.g_01660
OG0001771	Syac.g_00851	Prbn.g_01672
OG0001795	Syac.g_01443	Prbn.g_01712, Prbn.g_01943
OG0001807	Syac.g_00208	Prbn.g_00723
OG0001842	Syac.g_00630	Prbn.g_01037
OG0001875	Syac.g_01439	Prbn.g_01722
OG0001876	Syac.g_01438	Prbn.g_01721
OG0001916	Syac.g_01887	Prbn.g_00618
OG0001917	Syac.g_01243	Prbn.g_01377
OG0001923	Syac.g_00128	Prbn.g_00187
OG0001930	Syac.g_00629	Prbn.g_01036
OG0001931	Syac.g_00628	Prbn.g_01035
OG0001965	Syac.g_01011	Prbn.g_01679
OG0002106	Syac.g_02391	Prbn.g_01112
OG0002340	Syac.g_02299	Prbn.g_00344
