Orthogroup	Praw	Praf
OG0001170	Praw.g_00041	Praf.g_00180
OG0001171	Praw.g_00040	Praf.g_00179
OG0001172	Praw.g_00038	Praf.g_00177
OG0001173	Praw.g_00036	Praf.g_00175
OG0001174	Praw.g_00035	Praf.g_00174
OG0001175	Praw.g_00034	Praf.g_00173
OG0001176	Praw.g_00033	Praf.g_00165
OG0001177	Praw.g_00031	Praf.g_00163
OG0001178	Praw.g_00028	Praf.g_00158
OG0001179	Praw.g_00027	Praf.g_00157
OG0001180	Praw.g_00026	Praf.g_00156
OG0001181	Praw.g_00025	Praf.g_00155
OG0001182	Praw.g_00024	Praf.g_00154
OG0001183	Praw.g_00023	Praf.g_00153
OG0001184	Praw.g_00021	Praf.g_00091
OG0001185	Praw.g_00018	Praf.g_00089
OG0001186	Praw.g_00017	Praf.g_00088
OG0001187	Praw.g_00016	Praf.g_00087
OG0001188	Praw.g_00015	Praf.g_00083
OG0001189	Praw.g_00014	Praf.g_00082
OG0001190	Praw.g_00013	Praf.g_00081
OG0001191	Praw.g_00012	Praf.g_00077
OG0001192	Praw.g_00011	Praf.g_00075
OG0001193	Praw.g_00010	Praf.g_00074
OG0001194	Praw.g_00009	Praf.g_00072
OG0001195	Praw.g_00008	Praf.g_00071
OG0001196	Praw.g_00007	Praf.g_00070
OG0001197	Praw.g_00006	Praf.g_00069
OG0001198	Praw.g_00005	Praf.g_00068
OG0001199	Praw.g_00004	Praf.g_00067
OG0001200	Praw.g_00003	Praf.g_00064
OG0001201	Praw.g_00002	Praf.g_00063
OG0001202	Praw.g_00001	Praf.g_00062
OG0001203	Praw.g_01192	Praf.g_00060
OG0001204	Praw.g_01190	Praf.g_00056
OG0001205	Praw.g_01189	Praf.g_00054
OG0001206	Praw.g_01188	Praf.g_00053
OG0001207	Praw.g_01187	Praf.g_02656
OG0001208	Praw.g_01186	Praf.g_02657
OG0001209	Praw.g_01185	Praf.g_02658
OG0001210	Praw.g_01184	Praf.g_02659
OG0001211	Praw.g_01183	Praf.g_02661
OG0001212	Praw.g_01182	Praf.g_02662
OG0001213	Praw.g_01181	Praf.g_02663
OG0001214	Praw.g_01179	Praf.g_02665
OG0001215	Praw.g_01178	Praf.g_02667
OG0001216	Praw.g_01177	Praf.g_02669
OG0001217	Praw.g_01176	Praf.g_02670
OG0001218	Praw.g_01175	Praf.g_02671
OG0001219	Praw.g_01172	Praf.g_02674
OG0001220	Praw.g_01171	Praf.g_02680
OG0001221	Praw.g_01168	Praf.g_02702
OG0001222	Praw.g_01167	Praf.g_02716
OG0001223	Praw.g_01166	Praf.g_02717
OG0001224	Praw.g_01165	Praf.g_02719
OG0001225	Praw.g_01164	Praf.g_02720
OG0001226	Praw.g_01163	Praf.g_02723
OG0001227	Praw.g_01162	Praf.g_02724
OG0001228	Praw.g_01161	Praf.g_02728
OG0001229	Praw.g_01160	Praf.g_02729
OG0001230	Praw.g_01159	Praf.g_02730
OG0001231	Praw.g_01158	Praf.g_02743
OG0001232	Praw.g_01157	Praf.g_02753
OG0001233	Praw.g_01156	Praf.g_02754
OG0001234	Praw.g_01155	Praf.g_02755
OG0001235	Praw.g_01154	Praf.g_02756
OG0001236	Praw.g_01152	Praf.g_02758
OG0001237	Praw.g_01151	Praf.g_02759
OG0001238	Praw.g_01149	Praf.g_02764
OG0001239	Praw.g_01148	Praf.g_02765
OG0001240	Praw.g_01147	Praf.g_02766
OG0001241	Praw.g_01145	Praf.g_02770
OG0001242	Praw.g_01144	Praf.g_02772
OG0001243	Praw.g_01143	Praf.g_02773
OG0001244	Praw.g_01142	Praf.g_02775
OG0001245	Praw.g_01141	Praf.g_02777
OG0001246	Praw.g_01140	Praf.g_02779
OG0001247	Praw.g_01139	Praf.g_02780
OG0001248	Praw.g_01138	Praf.g_02781
OG0001249	Praw.g_01137	Praf.g_02782
OG0001250	Praw.g_01136	Praf.g_02783
OG0001252	Praw.g_01297	Praf.g_02418
OG0001253	Praw.g_01285	Praf.g_02437
OG0001254	Praw.g_00853	Praf.g_02280
OG0001255	Praw.g_00797	Praf.g_02055
OG0001258	Praw.g_00650	Praf.g_00615
OG0001261	Praw.g_01664	Praf.g_01591
OG0001262	Praw.g_01648	Praf.g_01614
OG0001264	Praw.g_01598	Praf.g_01460
OG0001265	Praw.g_01491	Praf.g_01333
OG0001266	Praw.g_01443	Praf.g_00991
OG0001267	Praw.g_00218	Praf.g_01134
OG0001268	Praw.g_00231	Praf.g_00852
OG0001269	Praw.g_00998	Praf.g_01893
OG0001270	Praw.g_00377	Praf.g_00976
OG0001271	Praw.g_00388	Praf.g_00535
OG0001272	Praw.g_00428	Praf.g_01248
OG0001273	Praw.g_00429	Praf.g_00639
OG0001274	Praw.g_00434	Praf.g_01145
OG0001275	Praw.g_00451	Praf.g_01950
OG0001276	Praw.g_00463	Praf.g_01484
OG0001278	Praw.g_00507	Praf.g_00492
OG0001279	Praw.g_00511	Praf.g_00487
OG0001280	Praw.g_00514	Praf.g_00484
OG0001281	Praw.g_01914	Praf.g_02197
OG0001282	Praw.g_01890	Praf.g_00474
OG0001283	Praw.g_00058	Praf.g_02392
OG0001284	Praw.g_00029	Praf.g_00159
OG0001285	Praw.g_01191	Praf.g_00058
OG0001286	Praw.g_01146	Praf.g_02768
OG0001287	Praw.g_00483	Praf.g_01095
OG0001288	Praw.g_00710	Praf.g_01988
OG0001290	Praw.g_01398	Praf.g_00036
OG0001291	Praw.g_01363	Praf.g_00318
OG0001292	Praw.g_01360	Praf.g_00315
OG0001293	Praw.g_01358	Praf.g_00313
OG0001296	Praw.g_01310	Praf.g_02402
OG0001298	Praw.g_00890	Praf.g_02206
OG0001301	Praw.g_01885	Praf.g_01694
OG0001303	Praw.g_01751	Praf.g_01853
OG0001304	Praw.g_01476	Praf.g_01284
OG0001305	Praw.g_01471	Praf.g_01278
OG0001306	Praw.g_01435	Praf.g_02752
OG0001307	Praw.g_01425	Praf.g_01473
OG0001309	Praw.g_00183	Praf.g_00055
OG0001310	Praw.g_00192	Praf.g_01002, Praf.g_02648
OG0001311	Praw.g_00262	Praf.g_00926
OG0001312	Praw.g_00999	Praf.g_01894
OG0001313	Praw.g_00432	Praf.g_00017
OG0001314	Praw.g_00538	Praf.g_00454
OG0001315	Praw.g_00573	Praf.g_00403
OG0001316	Praw.g_00062	Praf.g_02387
OG0001318	Praw.g_01294	Praf.g_02429
OG0001319	Praw.g_01197	Praf.g_00387
OG0001320	Praw.g_00680	Praf.g_00676
OG0001322	Praw.g_01716	Praf.g_01257
OG0001323	Praw.g_01452	Praf.g_01640
OG0001324	Praw.g_01417	Praf.g_00969
OG0001326	Praw.g_00951	Praf.g_01082
OG0001327	Praw.g_00953	Praf.g_00805
OG0001328	Praw.g_00986	Praf.g_00789
OG0001330	Praw.g_00425	Praf.g_00497
OG0001331	Praw.g_00512	Praf.g_00486
OG0001332	Praw.g_00562	Praf.g_00426
OG0001333	Praw.g_00092	Praf.g_02111
OG0001334	Praw.g_00037	Praf.g_00176
OG0001335	Praw.g_01193	Praf.g_00061
OG0001336	Praw.g_01307	Praf.g_02404
OG0001337	Praw.g_01317	Praf.g_00217
OG0001339	Praw.g_01232	Praf.g_02522
OG0001340	Praw.g_00885	Praf.g_02211
OG0001341	Praw.g_00873	Praf.g_02252
OG0001342	Praw.g_00854	Praf.g_02279
OG0001343	Praw.g_00791	Praf.g_02048
OG0001344	Praw.g_00755	Praf.g_01750
OG0001345	Praw.g_00713	Praf.g_01991
OG0001346	Praw.g_00675	Praf.g_01910
OG0001347	Praw.g_00662	Praf.g_00601
OG0001348	Praw.g_00644	Praf.g_00624
OG0001351	Praw.g_01924	Praf.g_00722
OG0001353	Praw.g_01819	Praf.g_02550
OG0001355	Praw.g_01658	Praf.g_01598
OG0001357	Praw.g_01511	Praf.g_01351
OG0001358	Praw.g_01492	Praf.g_01334
OG0001359	Praw.g_00205	Praf.g_01037
OG0001360	Praw.g_00206	Praf.g_01038
OG0001361	Praw.g_00284	Praf.g_00893
OG0001362	Praw.g_00930	Praf.g_01769
OG0001366	Praw.g_00552	Praf.g_00436
OG0001367	Praw.g_01900	Praf.g_02089, Praf.g_02643, Praf.g_01869, Praf.g_02090
OG0001368	Praw.g_00030	Praf.g_00160
OG0001369	Praw.g_01490	Praf.g_01332
OG0001375	Praw.g_01300	Praf.g_02414
OG0001378	Praw.g_00862	Praf.g_02269
OG0001380	Praw.g_00336, Praw.g_00486	Praf.g_00819
OG0001381	Praw.g_00693	Praf.g_01958
OG0001384	Praw.g_00629	Praf.g_00642
OG0001396	Praw.g_01507	Praf.g_01431
OG0001410	Praw.g_00453	Praf.g_02569
OG0001412	Praw.g_01558	Praf.g_01421
OG0001415	Praw.g_00808	Praf.g_02074
OG0001416	Praw.g_00627	Praf.g_00644
OG0001425	Praw.g_00445	Praf.g_01298
OG0001426	Praw.g_01150	Praf.g_02763
OG0001429	Praw.g_01529	Praf.g_01375
OG0001436	Praw.g_01734	Praf.g_02686, Praf.g_01026
OG0001437	Praw.g_00921, Praw.g_00315, Praw.g_00923	Praf.g_01931, Praf.g_01933
OG0001438	Praw.g_00156	Praf.g_01665
OG0001439	Praw.g_01666	Praf.g_01588, Praf.g_01589
OG0001442	Praw.g_00194	Praf.g_00960
OG0001448	Praw.g_00459	Praf.g_01004
OG0001452	Praw.g_01173	Praf.g_02673
OG0001453	Praw.g_00469	Praf.g_01085
OG0001456	Praw.g_01936	Praf.g_00737
OG0001467	Praw.g_01086	Praf.g_01791
OG0001470	Praw.g_00814	Praf.g_02333
OG0001471	Praw.g_00731	Praf.g_01576
OG0001472	Praw.g_01637	Praf.g_01231
OG0001474	Praw.g_01626	Praf.g_02731
OG0001475	Praw.g_01459	Praf.g_02678
OG0001476	Praw.g_01458	Praf.g_02677
OG0001477	Praw.g_01457	Praf.g_02676
OG0001478	Praw.g_01451	Praf.g_01130
OG0001479	Praw.g_01422	Praf.g_00936
OG0001480	Praw.g_00171	Praf.g_01997
OG0001481	Praw.g_00250	Praf.g_00883
OG0001483	Praw.g_00975	Praf.g_00803
OG0001486	Praw.g_01578	Praf.g_01500
OG0001487	Praw.g_01744	Praf.g_01670
OG0001493	Praw.g_01625	Praf.g_02732
OG0001494	Praw.g_01624	Praf.g_02733
OG0001495	Praw.g_01623	Praf.g_02734
OG0001496	Praw.g_01622	Praf.g_02735
OG0001497	Praw.g_01621	Praf.g_02736
OG0001498	Praw.g_01620	Praf.g_02737
OG0001499	Praw.g_01619	Praf.g_02738
OG0001500	Praw.g_01618	Praf.g_02739
OG0001501	Praw.g_01617	Praf.g_02740
OG0001502	Praw.g_01616	Praf.g_02741
OG0001503	Praw.g_01615	Praf.g_02742
OG0001508	Praw.g_00436	Praf.g_00977
OG0001513	Praw.g_01330	Praf.g_00246, Praf.g_01768
OG0001520	Praw.g_01735	Praf.g_01027
OG0001525	Praw.g_00688	Praf.g_00792
OG0001529	Praw.g_00934	Praf.g_01193
OG0001530	Praw.g_01736	Praf.g_01028
OG0001532	Praw.g_01394	Praf.g_00043
OG0001542	Praw.g_00441	Praf.g_00345
OG0001546	Praw.g_00908	Praf.g_01593
OG0001580	Praw.g_01074	Praf.g_00097
OG0001581	Praw.g_01110, Praw.g_01122	Praf.g_00099
OG0001588	Praw.g_00498	Praf.g_00493
OG0001590	Praw.g_00841	Praf.g_02294
OG0001592	Praw.g_00738	Praf.g_00353
OG0001596	Praw.g_01754	Praf.g_00545
OG0001598	Praw.g_01609	Praf.g_00953
OG0001608	Praw.g_00488	Praf.g_02086
OG0001620	Praw.g_01111	Praf.g_00110
OG0001622	Praw.g_00317	Praf.g_01114
OG0001623	Praw.g_00793	Praf.g_02050
OG0001630	Praw.g_00799	Praf.g_01861, Praf.g_01470
OG0001632	Praw.g_00489	Praf.g_00482
OG0001634	Praw.g_00318	Praf.g_01115
OG0001635	Praw.g_00319	Praf.g_01118
OG0001636	Praw.g_00320	Praf.g_01119
OG0001683	Praw.g_00340	Praf.g_00130
OG0001709	Praw.g_01743	Praf.g_00592
OG0001729	Praw.g_01108	Praf.g_00115
OG0001793	Praw.g_00341	Praf.g_00132
OG0001822	Praw.g_01057	Praf.g_02276
OG0001851	Praw.g_00911	Praf.g_00020
OG0001855	Praw.g_00924	Praf.g_01873
OG0001882	Praw.g_00480	Praf.g_00968
OG0001913	Praw.g_01742	Praf.g_01032
OG0001916	Praw.g_00909	Praf.g_00018
OG0001917	Praw.g_00910	Praf.g_00019
OG0001918	Praw.g_00916	Praf.g_02564
OG0001991	Praw.g_01737	Praf.g_01043
OG0002057	Praw.g_01105	Praf.g_00114
OG0002078	Praw.g_00927	Praf.g_02494
OG0002282	Praw.g_01040	Praf.g_00103
OG0002283	Praw.g_01041	Praf.g_00104
OG0002290	Praw.g_01068	Praf.g_00903
