Orthogroup	Praw	Prbm
OG0001105	Praw.g_00121	Prbm.g_02007
OG0001106	Praw.g_00120	Prbm.g_02008
OG0001107	Praw.g_00119	Prbm.g_02009
OG0001108	Praw.g_00118	Prbm.g_02010
OG0001109	Praw.g_00117	Prbm.g_02011
OG0001110	Praw.g_00116	Prbm.g_02012
OG0001111	Praw.g_00115	Prbm.g_02013
OG0001112	Praw.g_00114	Prbm.g_02014
OG0001113	Praw.g_00113	Prbm.g_02015
OG0001114	Praw.g_00112	Prbm.g_02016
OG0001115	Praw.g_00111	Prbm.g_02017
OG0001116	Praw.g_00110	Prbm.g_02018
OG0001117	Praw.g_00109	Prbm.g_02019
OG0001118	Praw.g_00108	Prbm.g_02020
OG0001119	Praw.g_00107	Prbm.g_02021
OG0001120	Praw.g_00106	Prbm.g_02022
OG0001121	Praw.g_00104	Prbm.g_02024
OG0001122	Praw.g_00103	Prbm.g_02025
OG0001123	Praw.g_00102	Prbm.g_02026
OG0001124	Praw.g_00100	Prbm.g_02028
OG0001125	Praw.g_00098	Prbm.g_02030
OG0001126	Praw.g_00097	Prbm.g_02031
OG0001127	Praw.g_00095	Prbm.g_02034
OG0001128	Praw.g_00094	Prbm.g_02035
OG0001129	Praw.g_00093	Prbm.g_02036
OG0001130	Praw.g_00090	Prbm.g_02039
OG0001131	Praw.g_00089	Prbm.g_02040
OG0001132	Praw.g_00088	Prbm.g_02041
OG0001133	Praw.g_00087	Prbm.g_02042
OG0001134	Praw.g_00086	Prbm.g_02043
OG0001135	Praw.g_00085	Prbm.g_02044
OG0001136	Praw.g_00084	Prbm.g_02045
OG0001137	Praw.g_00083	Prbm.g_02046
OG0001138	Praw.g_00082	Prbm.g_02048
OG0001139	Praw.g_00081	Prbm.g_02050
OG0001140	Praw.g_00080	Prbm.g_02051
OG0001141	Praw.g_00079	Prbm.g_02052
OG0001142	Praw.g_00076	Prbm.g_02057
OG0001143	Praw.g_00075	Prbm.g_02058
OG0001144	Praw.g_00074	Prbm.g_02059
OG0001145	Praw.g_00073	Prbm.g_02060
OG0001146	Praw.g_00072	Prbm.g_02061
OG0001147	Praw.g_00071	Prbm.g_02062
OG0001148	Praw.g_00070	Prbm.g_02063
OG0001149	Praw.g_00068	Prbm.g_02064
OG0001150	Praw.g_00067	Prbm.g_02065
OG0001151	Praw.g_00065	Prbm.g_02068
OG0001152	Praw.g_00064	Prbm.g_02069
OG0001153	Praw.g_00063	Prbm.g_02070
OG0001154	Praw.g_00061	Prbm.g_02072
OG0001155	Praw.g_00059	Prbm.g_02074
OG0001156	Praw.g_00057	Prbm.g_02076
OG0001157	Praw.g_00056	Prbm.g_02078
OG0001158	Praw.g_00054	Prbm.g_02080
OG0001159	Praw.g_00053	Prbm.g_02081
OG0001160	Praw.g_00052	Prbm.g_02082
OG0001161	Praw.g_00051	Prbm.g_02083
OG0001162	Praw.g_00050	Prbm.g_02084
OG0001163	Praw.g_00049	Prbm.g_02085
OG0001164	Praw.g_00048	Prbm.g_02086
OG0001165	Praw.g_00047	Prbm.g_02087
OG0001166	Praw.g_00046	Prbm.g_02088
OG0001167	Praw.g_00045	Prbm.g_02089
OG0001168	Praw.g_00044	Prbm.g_02090
OG0001169	Praw.g_00043	Prbm.g_02091
OG0001170	Praw.g_00041	Prbm.g_02092
OG0001171	Praw.g_00040	Prbm.g_02093
OG0001172	Praw.g_00038	Prbm.g_02095
OG0001173	Praw.g_00036	Prbm.g_02097
OG0001174	Praw.g_00035	Prbm.g_02098
OG0001175	Praw.g_00034	Prbm.g_02099
OG0001176	Praw.g_00033	Prbm.g_02101
OG0001177	Praw.g_00031	Prbm.g_02103
OG0001178	Praw.g_00028	Prbm.g_02106
OG0001179	Praw.g_00027	Prbm.g_02107
OG0001180	Praw.g_00026	Prbm.g_02108
OG0001181	Praw.g_00025	Prbm.g_02109
OG0001182	Praw.g_00024	Prbm.g_02110
OG0001183	Praw.g_00023	Prbm.g_02111
OG0001184	Praw.g_00021	Prbm.g_02140
OG0001185	Praw.g_00018	Prbm.g_02144
OG0001186	Praw.g_00017	Prbm.g_02145
OG0001187	Praw.g_00016	Prbm.g_02146
OG0001188	Praw.g_00015	Prbm.g_02147
OG0001189	Praw.g_00014	Prbm.g_02148
OG0001190	Praw.g_00013	Prbm.g_02149
OG0001191	Praw.g_00012	Prbm.g_02150
OG0001192	Praw.g_00011	Prbm.g_02151
OG0001193	Praw.g_00010	Prbm.g_02152
OG0001194	Praw.g_00009	Prbm.g_02153
OG0001195	Praw.g_00008	Prbm.g_02154
OG0001196	Praw.g_00007	Prbm.g_02155
OG0001197	Praw.g_00006	Prbm.g_02156
OG0001198	Praw.g_00005	Prbm.g_02157
OG0001199	Praw.g_00004	Prbm.g_02158
OG0001200	Praw.g_00003	Prbm.g_02159
OG0001201	Praw.g_00002	Prbm.g_02160
OG0001202	Praw.g_00001	Prbm.g_02161
OG0001203	Praw.g_01192	Prbm.g_02163
OG0001204	Praw.g_01190	Prbm.g_02165
OG0001205	Praw.g_01189	Prbm.g_02167
OG0001206	Praw.g_01188	Prbm.g_02168
OG0001207	Praw.g_01187	Prbm.g_02169
OG0001208	Praw.g_01186	Prbm.g_02170
OG0001209	Praw.g_01185	Prbm.g_02171
OG0001210	Praw.g_01184	Prbm.g_02172
OG0001211	Praw.g_01183	Prbm.g_02173
OG0001212	Praw.g_01182	Prbm.g_02174
OG0001213	Praw.g_01181	Prbm.g_02175
OG0001214	Praw.g_01179	Prbm.g_02177
OG0001215	Praw.g_01178	Prbm.g_02178
OG0001216	Praw.g_01177	Prbm.g_02179
OG0001217	Praw.g_01176	Prbm.g_02180
OG0001218	Praw.g_01175	Prbm.g_02181
OG0001219	Praw.g_01172	Prbm.g_02184
OG0001220	Praw.g_01171	Prbm.g_02185
OG0001221	Praw.g_01168	Prbm.g_02190
OG0001222	Praw.g_01167	Prbm.g_02191
OG0001223	Praw.g_01166	Prbm.g_02192
OG0001224	Praw.g_01165	Prbm.g_02194
OG0001225	Praw.g_01164	Prbm.g_02195
OG0001226	Praw.g_01163	Prbm.g_02196
OG0001227	Praw.g_01162	Prbm.g_02197
OG0001228	Praw.g_01161	Prbm.g_02198
OG0001229	Praw.g_01160	Prbm.g_02199
OG0001230	Praw.g_01159	Prbm.g_02200
OG0001231	Praw.g_01158	Prbm.g_02201
OG0001232	Praw.g_01157	Prbm.g_02208
OG0001233	Praw.g_01156	Prbm.g_02209
OG0001234	Praw.g_01155	Prbm.g_02210
OG0001235	Praw.g_01154	Prbm.g_02211
OG0001236	Praw.g_01152	Prbm.g_02213
OG0001237	Praw.g_01151	Prbm.g_02214
OG0001238	Praw.g_01149	Prbm.g_02217
OG0001239	Praw.g_01148	Prbm.g_02218
OG0001240	Praw.g_01147	Prbm.g_02219
OG0001241	Praw.g_01145	Prbm.g_02222
OG0001242	Praw.g_01144	Prbm.g_02225
OG0001243	Praw.g_01143	Prbm.g_02226
OG0001244	Praw.g_01142	Prbm.g_02227
OG0001245	Praw.g_01141	Prbm.g_02228
OG0001246	Praw.g_01140	Prbm.g_02229
OG0001247	Praw.g_01139	Prbm.g_02230
OG0001248	Praw.g_01138	Prbm.g_02231
OG0001249	Praw.g_01137	Prbm.g_02232
OG0001250	Praw.g_01136	Prbm.g_02233
OG0001251	Praw.g_01342	Prbm.g_00149
OG0001252	Praw.g_01297	Prbm.g_00197
OG0001253	Praw.g_01285	Prbm.g_00209
OG0001254	Praw.g_00853	Prbm.g_00337
OG0001255	Praw.g_00797	Prbm.g_00399
OG0001258	Praw.g_00650	Prbm.g_00523
OG0001260	Praw.g_01760	Prbm.g_01023, Prbm.g_01479
OG0001261	Praw.g_01664	Prbm.g_00849
OG0001263	Praw.g_01627	Prbm.g_01173, Prbm.g_00906
OG0001264	Praw.g_01598	Prbm.g_00928
OG0001265	Praw.g_01491	Prbm.g_01037
OG0001266	Praw.g_01443	Prbm.g_01945
OG0001267	Praw.g_00218	Prbm.g_01566
OG0001268	Praw.g_00231	Prbm.g_01552
OG0001269	Praw.g_00998	Prbm.g_01631, Prbm.g_01594
OG0001270	Praw.g_00377	Prbm.g_01751
OG0001271	Praw.g_00388	Prbm.g_01763
OG0001272	Praw.g_00428	Prbm.g_00893
OG0001273	Praw.g_00429	Prbm.g_00552
OG0001274	Praw.g_00434	Prbm.g_01801
OG0001275	Praw.g_00451	Prbm.g_01080
OG0001276	Praw.g_00463	Prbm.g_01804
OG0001277	Praw.g_00476	Prbm.g_01409, Prbm.g_01813, Prbm.g_01923
OG0001278	Praw.g_00507	Prbm.g_01833
OG0001279	Praw.g_00511	Prbm.g_01837
OG0001280	Praw.g_00514	Prbm.g_01840
OG0001281	Praw.g_01914	Prbm.g_01952
OG0001282	Praw.g_01890	Prbm.g_01345
OG0001283	Praw.g_00058	Prbm.g_02075
OG0001284	Praw.g_00029	Prbm.g_02105
OG0001285	Praw.g_01191	Prbm.g_02164
OG0001286	Praw.g_01146	Prbm.g_02221
OG0001287	Praw.g_00483	Prbm.g_01156
OG0001288	Praw.g_00710	Prbm.g_00447
OG0001290	Praw.g_01398	Prbm.g_00030
OG0001291	Praw.g_01363	Prbm.g_00128
OG0001292	Praw.g_01360	Prbm.g_00131
OG0001293	Praw.g_01358	Prbm.g_00133
OG0001295	Praw.g_01316	Prbm.g_00178
OG0001296	Praw.g_01310	Prbm.g_00185
OG0001297	Praw.g_01236	Prbm.g_00259
OG0001298	Praw.g_00890	Prbm.g_00304
OG0001300	Praw.g_00759	Prbm.g_01071
OG0001301	Praw.g_01885	Prbm.g_00668
OG0001302	Praw.g_01755	Prbm.g_01823
OG0001303	Praw.g_01751	Prbm.g_00785
OG0001304	Praw.g_01476	Prbm.g_01055
OG0001305	Praw.g_01471	Prbm.g_01060
OG0001306	Praw.g_01435	Prbm.g_02207
OG0001307	Praw.g_01425	Prbm.g_00937
OG0001308	Praw.g_00181	Prbm.g_01065
OG0001309	Praw.g_00183	Prbm.g_02166
OG0001310	Praw.g_00192	Prbm.g_01314
OG0001311	Praw.g_00262	Prbm.g_01515
OG0001312	Praw.g_00999	Prbm.g_01632
OG0001313	Praw.g_00432	Prbm.g_00789
OG0001314	Praw.g_00538	Prbm.g_01862
OG0001315	Praw.g_00573	Prbm.g_01897
OG0001316	Praw.g_00062	Prbm.g_02071
OG0001318	Praw.g_01294	Prbm.g_00201
OG0001319	Praw.g_01197	Prbm.g_00298
OG0001320	Praw.g_00680	Prbm.g_01574
OG0001322	Praw.g_01716	Prbm.g_00778
OG0001323	Praw.g_01452	Prbm.g_00918
OG0001324	Praw.g_01417	Prbm.g_01311
OG0001325	Praw.g_00185	Prbm.g_01388
OG0001326	Praw.g_00951	Prbm.g_01181
OG0001327	Praw.g_00953	Prbm.g_01604
OG0001330	Praw.g_00425	Prbm.g_01797
OG0001331	Praw.g_00512	Prbm.g_01838
OG0001332	Praw.g_00562	Prbm.g_01886
OG0001333	Praw.g_00092	Prbm.g_02037
OG0001334	Praw.g_00037	Prbm.g_02096
OG0001335	Praw.g_01193	Prbm.g_02162
OG0001336	Praw.g_01307	Prbm.g_00188
OG0001338	Praw.g_01291	Prbm.g_01098
OG0001344	Praw.g_00755	Prbm.g_01584, Prbm.g_01649
OG0001348	Praw.g_00644	Prbm.g_00538
OG0001349	Praw.g_00639	Prbm.g_00543
OG0001350	Praw.g_00634	Prbm.g_00548
OG0001352	Praw.g_01840	Prbm.g_00717
OG0001356	Praw.g_01613	Prbm.g_00909
OG0001359	Praw.g_00205	Prbm.g_01915
OG0001360	Praw.g_00206	Prbm.g_01916
OG0001362	Praw.g_00930	Prbm.g_01171
OG0001364	Praw.g_00407	Prbm.g_01783
OG0001365	Praw.g_01049	Prbm.g_00952
OG0001367	Praw.g_01900	Prbm.g_00080
OG0001369	Praw.g_01490	Prbm.g_01038
OG0001371	Praw.g_01367	Prbm.g_00124
OG0001372	Praw.g_01366	Prbm.g_00125
OG0001373	Praw.g_01359	Prbm.g_00132
OG0001374	Praw.g_01347	Prbm.g_00144
OG0001376	Praw.g_01201	Prbm.g_00294
OG0001377	Praw.g_00877	Prbm.g_00316
OG0001379	Praw.g_00770	Prbm.g_01749
OG0001380	Praw.g_00336, Praw.g_00486	Prbm.g_01067
OG0001381	Praw.g_00693	Prbm.g_00481
OG0001382	Praw.g_00687	Prbm.g_00489
OG0001383	Praw.g_00637	Prbm.g_00545
OG0001385	Praw.g_01856	Prbm.g_00698
OG0001386	Praw.g_01848	Prbm.g_00708
OG0001387	Praw.g_01846	Prbm.g_00710
OG0001388	Praw.g_01836	Prbm.g_00723
OG0001389	Praw.g_01804	Prbm.g_00747
OG0001390	Praw.g_01761	Prbm.g_00091
OG0001391	Praw.g_01711	Prbm.g_00954
OG0001392	Praw.g_01614	Prbm.g_00908
OG0001393	Praw.g_01612	Prbm.g_00910
OG0001394	Praw.g_01592	Prbm.g_00934
OG0001395	Praw.g_01589	Prbm.g_00938
OG0001396	Praw.g_01507	Prbm.g_01273
OG0001397	Praw.g_01482	Prbm.g_01046
OG0001398	Praw.g_01463	Prbm.g_00884
OG0001399	Praw.g_01454	Prbm.g_00907
OG0001400	Praw.g_01445	Prbm.g_00900
OG0001401	Praw.g_01438	Prbm.g_01135
OG0001402	Praw.g_00220	Prbm.g_01564
OG0001403	Praw.g_00982	Prbm.g_01612
OG0001404	Praw.g_01007	Prbm.g_01112
OG0001405	Praw.g_01017	Prbm.g_01661
OG0001406	Praw.g_00376	Prbm.g_01750
OG0001407	Praw.g_00379	Prbm.g_01754
OG0001408	Praw.g_00426	Prbm.g_01798
OG0001409	Praw.g_00438	Prbm.g_01137
OG0001410	Praw.g_00453	Prbm.g_01122
OG0001412	Praw.g_01558	Prbm.g_00966
OG0001414	Praw.g_01373	Prbm.g_02056
OG0001415	Praw.g_00808	Prbm.g_00381
OG0001416	Praw.g_00627	Prbm.g_00555
OG0001417	Praw.g_01847	Prbm.g_00709
OG0001418	Praw.g_01748	Prbm.g_01155
OG0001419	Praw.g_01707	Prbm.g_00958
OG0001420	Praw.g_01610	Prbm.g_01937
OG0001421	Praw.g_01607	Prbm.g_00915
OG0001422	Praw.g_01449	Prbm.g_00770
OG0001423	Praw.g_00207	Prbm.g_01196
OG0001424	Praw.g_00906	Prbm.g_01918
OG0001426	Praw.g_01150	Prbm.g_02216
OG0001427	Praw.g_00760	Prbm.g_01819
OG0001429	Praw.g_01529	Prbm.g_00998
OG0001431	Praw.g_01447	Prbm.g_00899
OG0001432	Praw.g_01444	Prbm.g_00781
OG0001433	Praw.g_00471, Praw.g_00932, Praw.g_00311	Prbm.g_01162
OG0001434	Praw.g_00474	Prbm.g_01310
OG0001435	Praw.g_00437	Prbm.g_01109
OG0001436	Praw.g_01734	Prbm.g_01433, Prbm.g_01145
OG0001440	Praw.g_01488	Prbm.g_01041
OG0001441	Praw.g_00177	Prbm.g_01286
OG0001442	Praw.g_00194	Prbm.g_01805
OG0001443	Praw.g_00217	Prbm.g_01567
OG0001444	Praw.g_00253	Prbm.g_01528
OG0001445	Praw.g_00332	Prbm.g_01655
OG0001446	Praw.g_00334	Prbm.g_01656
OG0001447	Praw.g_00335	Prbm.g_01657
OG0001448	Praw.g_00459	Prbm.g_00761
OG0001450	Praw.g_00499	Prbm.g_01909
OG0001450	Praw.g_00308	Prbm.g_01587
OG0001452	Praw.g_01173	Prbm.g_02183
OG0001456	Praw.g_01936	Prbm.g_00396
OG0001458	Praw.g_01762	Prbm.g_01339
OG0001459	Praw.g_01718	Prbm.g_00117
OG0001464	Praw.g_01450	Prbm.g_01481, Prbm.g_01018
OG0001465	Praw.g_00948	Prbm.g_00898
OG0001467	Praw.g_01086	Prbm.g_01707
OG0001469	Praw.g_00232	Prbm.g_01551
OG0001472	Praw.g_01637	Prbm.g_00879
OG0001473	Praw.g_01628	Prbm.g_00953
OG0001474	Praw.g_01626	Prbm.g_01925
OG0001475	Praw.g_01459	Prbm.g_00895
OG0001476	Praw.g_01458	Prbm.g_00896
OG0001477	Praw.g_01457	Prbm.g_00897
OG0001478	Praw.g_01451	Prbm.g_01686
OG0001479	Praw.g_01422	Prbm.g_01526
OG0001480	Praw.g_00171	Prbm.g_00443
OG0001486	Praw.g_01578	Prbm.g_00949
OG0001487	Praw.g_01744	Prbm.g_00655
OG0001488	Praw.g_01263	Prbm.g_00231
OG0001491	Praw.g_01721	Prbm.g_01100
OG0001493	Praw.g_01625	Prbm.g_01926
OG0001494	Praw.g_01624	Prbm.g_01927
OG0001495	Praw.g_01623	Prbm.g_01928
OG0001496	Praw.g_01622	Prbm.g_01929
OG0001497	Praw.g_01621	Prbm.g_01930
OG0001498	Praw.g_01620	Prbm.g_01931
OG0001499	Praw.g_01619	Prbm.g_01932
OG0001500	Praw.g_01618	Prbm.g_01933
OG0001501	Praw.g_01617	Prbm.g_01934
OG0001502	Praw.g_01616	Prbm.g_01935
OG0001503	Praw.g_01615	Prbm.g_01936
OG0001505	Praw.g_01785	Prbm.g_01347
OG0001507	Praw.g_00216	Prbm.g_01568
OG0001508	Praw.g_00436	Prbm.g_00086
OG0001509	Praw.g_01899	Prbm.g_00079
OG0001510	Praw.g_00077	Prbm.g_02055
OG0001515	Praw.g_01757	Prbm.g_01811
OG0001516	Praw.g_01517	Prbm.g_01008
OG0001517	Praw.g_01440	Prbm.g_00104
OG0001518	Praw.g_00473	Prbm.g_01367, Prbm.g_01362
OG0001519	Praw.g_00745	Prbm.g_01285
OG0001520	Praw.g_01735	Prbm.g_01432, Prbm.g_01146
OG0001523	Praw.g_01374	Prbm.g_00113
OG0001524	Praw.g_00757	Prbm.g_01316
OG0001527	Praw.g_00175	Prbm.g_01380
OG0001528	Praw.g_00931	Prbm.g_01815
OG0001529	Praw.g_00934	Prbm.g_01370, Prbm.g_01458
OG0001530	Praw.g_01736	Prbm.g_01147, Prbm.g_01431
OG0001533	Praw.g_00736	Prbm.g_01317
OG0001534	Praw.g_01783, Praw.g_00443	Prbm.g_01242
OG0001535	Praw.g_01640	Prbm.g_00876
OG0001536	Praw.g_00173	Prbm.g_01092
OG0001538	Praw.g_00950	Prbm.g_01628
OG0001539	Praw.g_00965	Prbm.g_01327
OG0001543	Praw.g_00452	Prbm.g_01028, Prbm.g_01323
OG0001546	Praw.g_00908	Prbm.g_00851, Prbm.g_01225
OG0001549	Praw.g_01309	Prbm.g_00186
OG0001550	Praw.g_00827	Prbm.g_00363
OG0001552	Praw.g_00763	Prbm.g_01189
OG0001553	Praw.g_00744	Prbm.g_01332
OG0001554	Praw.g_00743	Prbm.g_01074
OG0001555	Praw.g_00690	Prbm.g_01083
OG0001556	Praw.g_00678	Prbm.g_01583
OG0001557	Praw.g_01845	Prbm.g_00711
OG0001559	Praw.g_01756	Prbm.g_01166
OG0001560	Praw.g_01729	Prbm.g_01024
OG0001561	Praw.g_01635	Prbm.g_01255
OG0001562	Praw.g_01501	Prbm.g_00775
OG0001563	Praw.g_01442	Prbm.g_00112
OG0001564	Praw.g_01441	Prbm.g_01068
OG0001565	Praw.g_01439	Prbm.g_00782
OG0001566	Praw.g_01436	Prbm.g_01082
OG0001567	Praw.g_01429	Prbm.g_01346
OG0001568	Praw.g_00170	Prbm.g_00105
OG0001569	Praw.g_00174	Prbm.g_01154
OG0001570	Praw.g_00179	Prbm.g_01159
OG0001571	Praw.g_00188	Prbm.g_01188
OG0001572	Praw.g_00197	Prbm.g_01324
OG0001573	Praw.g_00200	Prbm.g_01097
OG0001575	Praw.g_00946	Prbm.g_01252
OG0001576	Praw.g_00956	Prbm.g_01180
OG0001577	Praw.g_01013	Prbm.g_01946
OG0001578	Praw.g_01015	Prbm.g_01659
OG0001582	Praw.g_00420	Prbm.g_01027
OG0001583	Praw.g_00421	Prbm.g_00790
OG0001584	Praw.g_00422	Prbm.g_01585
OG0001585	Praw.g_00431	Prbm.g_01802
OG0001586	Praw.g_00020	Prbm.g_01645
OG0001588	Praw.g_00498	Prbm.g_01919
OG0001591	Praw.g_00769	Prbm.g_01136
OG0001595	Praw.g_01816	Prbm.g_01350
OG0001599	Praw.g_00210	Prbm.g_01922
OG0001600	Praw.g_00211	Prbm.g_01592
OG0001601	Praw.g_00212	Prbm.g_01591
OG0001602	Praw.g_00213	Prbm.g_01590
OG0001603	Praw.g_00478	Prbm.g_01157
OG0001608	Praw.g_00488	Prbm.g_01976
OG0001609	Praw.g_00764	Prbm.g_01818
OG0001615	Praw.g_00939	Prbm.g_01438
OG0001622	Praw.g_00317	Prbm.g_01832
OG0001625	Praw.g_01506	Prbm.g_00786
OG0001626	Praw.g_00940, Praw.g_00485	Prbm.g_01439
OG0001630	Praw.g_00799	Prbm.g_01288, Prbm.g_00531
OG0001632	Praw.g_00489	Prbm.g_01320
OG0001634	Praw.g_00318	Prbm.g_01831
OG0001635	Praw.g_00319	Prbm.g_01830
OG0001636	Praw.g_00320	Prbm.g_01829
OG0001637	Praw.g_01768	Prbm.g_01169
OG0001699	Praw.g_01815	Prbm.g_01361
OG0001709	Praw.g_01743	Prbm.g_01422
OG0001720	Praw.g_01062	Prbm.g_02124
OG0001789	Praw.g_00941	Prbm.g_01398
OG0001793	Praw.g_00341	Prbm.g_02119
OG0001834	Praw.g_00324	Prbm.g_01073
OG0001847	Praw.g_00446	Prbm.g_01917
OG0001851	Praw.g_00911	Prbm.g_01282
OG0001855	Praw.g_00924	Prbm.g_02142, Prbm.g_00527, Prbm.g_02141, Prbm.g_01984, Prbm.g_01626
OG0001867	Praw.g_00938	Prbm.g_01437
OG0001871	Praw.g_00313	Prbm.g_01378
OG0001874	Praw.g_00973	Prbm.g_01113
OG0001913	Praw.g_01742	Prbm.g_01423
OG0001916	Praw.g_00909	Prbm.g_01219
OG0001917	Praw.g_00910	Prbm.g_01220
OG0001918	Praw.g_00916	Prbm.g_01212
OG0001924	Praw.g_00490	Prbm.g_01296
OG0001957	Praw.g_01733	Prbm.g_01148, Prbm.g_01428
OG0001991	Praw.g_01737	Prbm.g_01430
OG0002045	Praw.g_00321	Prbm.g_01125
OG0002081	Praw.g_00500	Prbm.g_01905, Prbm.g_01906
OG0002183	Praw.g_01741	Prbm.g_01424
OG0002184	Praw.g_01740	Prbm.g_01425
OG0002187	Praw.g_00894	Prbm.g_01243
OG0002311	Praw.g_00439	Prbm.g_01163
OG0002346	Praw.g_01036	Prbm.g_02125
