Orthogroup	Prba	Prbj
OG0001124	Prba.g_01286	Prbj.g_02207
OG0001125	Prba.g_01285	Prbj.g_02205
OG0001126	Prba.g_01275	Prbj.g_01850
OG0001127	Prba.g_01274	Prbj.g_01849
OG0001128	Prba.g_01272	Prbj.g_01846
OG0001129	Prba.g_01271	Prbj.g_01845
OG0001130	Prba.g_01270	Prbj.g_01844
OG0001131	Prba.g_01234	Prbj.g_02687
OG0001132	Prba.g_01225	Prbj.g_02537
OG0001133	Prba.g_00729	Prbj.g_02555
OG0001134	Prba.g_00097	Prbj.g_01990
OG0001135	Prba.g_00094	Prbj.g_01992
OG0001136	Prba.g_00067	Prbj.g_00969
OG0001137	Prba.g_00055	Prbj.g_00832
OG0001138	Prba.g_00037	Prbj.g_00004
OG0001139	Prba.g_00036	Prbj.g_00006
OG0001140	Prba.g_00035	Prbj.g_00007
OG0001141	Prba.g_00034	Prbj.g_00008
OG0001142	Prba.g_00033	Prbj.g_00009
OG0001143	Prba.g_00026	Prbj.g_01907
OG0001144	Prba.g_00021	Prbj.g_02153
OG0001145	Prba.g_01184	Prbj.g_01717
OG0001146	Prba.g_01196	Prbj.g_01733
OG0001147	Prba.g_00210	Prbj.g_00121
OG0001148	Prba.g_00194	Prbj.g_01640
OG0001149	Prba.g_00193	Prbj.g_01641
OG0001150	Prba.g_00192	Prbj.g_01642
OG0001151	Prba.g_00181	Prbj.g_01654
OG0001152	Prba.g_00180	Prbj.g_01655
OG0001153	Prba.g_00681	Prbj.g_00651
OG0001154	Prba.g_00680	Prbj.g_00652
OG0001155	Prba.g_00343	Prbj.g_01686
OG0001156	Prba.g_00340	Prbj.g_01689
OG0001157	Prba.g_00339	Prbj.g_02538
OG0001158	Prba.g_00338	Prbj.g_01690
OG0001159	Prba.g_00337	Prbj.g_01691
OG0001160	Prba.g_00313	Prbj.g_00884
OG0001161	Prba.g_00300	Prbj.g_02535
OG0001162	Prba.g_00289	Prbj.g_00780
OG0001163	Prba.g_00234	Prbj.g_00870
OG0001164	Prba.g_00230	Prbj.g_00865
OG0001165	Prba.g_00227	Prbj.g_00862
OG0001166	Prba.g_00601	Prbj.g_00482
OG0001167	Prba.g_00584	Prbj.g_00461
OG0001168	Prba.g_00582	Prbj.g_00459
OG0001169	Prba.g_00580	Prbj.g_00457
OG0001170	Prba.g_00578	Prbj.g_00455
OG0001171	Prba.g_00569	Prbj.g_00445
OG0001172	Prba.g_00360	Prbj.g_02653
OG0001173	Prba.g_00361	Prbj.g_02652
OG0001174	Prba.g_00369	Prbj.g_02644
OG0001175	Prba.g_00370	Prbj.g_02643
OG0001176	Prba.g_00377	Prbj.g_01028
OG0001177	Prba.g_00380	Prbj.g_01030
OG0001178	Prba.g_00385	Prbj.g_00851
OG0001179	Prba.g_00413	Prbj.g_00999
OG0001180	Prba.g_00435	Prbj.g_00407
OG0001181	Prba.g_01048	Prbj.g_00403
OG0001182	Prba.g_01055	Prbj.g_00394
OG0001183	Prba.g_01060	Prbj.g_00367
OG0001184	Prba.g_01076	Prbj.g_01509
OG0001185	Prba.g_00762	Prbj.g_01592
OG0001186	Prba.g_00786	Prbj.g_01253
OG0001187	Prba.g_00790	Prbj.g_01249
OG0001188	Prba.g_00793	Prbj.g_01245
OG0001189	Prba.g_00810	Prbj.g_01223
OG0001190	Prba.g_00814	Prbj.g_01955
OG0001191	Prba.g_00824	Prbj.g_01968
OG0001192	Prba.g_00829	Prbj.g_01975
OG0001193	Prba.g_00839	Prbj.g_02013
OG0001194	Prba.g_00840	Prbj.g_02019
OG0001195	Prba.g_00841	Prbj.g_02020
OG0001196	Prba.g_01782	Prbj.g_02056
OG0001197	Prba.g_01783	Prbj.g_02058
OG0001198	Prba.g_01790	Prbj.g_02070
OG0001199	Prba.g_01862	Prbj.g_00570
OG0001200	Prba.g_01864	Prbj.g_00572
OG0001201	Prba.g_01896	Prbj.g_00621
OG0001202	Prba.g_00655	Prbj.g_01164
OG0001203	Prba.g_00457	Prbj.g_02610
OG0001204	Prba.g_00462	Prbj.g_01340
OG0001205	Prba.g_01016	Prbj.g_00110
OG0001206	Prba.g_00999	Prbj.g_00151
OG0001207	Prba.g_00984	Prbj.g_01638
OG0001208	Prba.g_00979	Prbj.g_01628
OG0001209	Prba.g_00926	Prbj.g_02130
OG0001210	Prba.g_01775	Prbj.g_02142
OG0001211	Prba.g_01765	Prbj.g_01864
OG0001212	Prba.g_01721	Prbj.g_01771
OG0001213	Prba.g_01688	Prbj.g_02565
OG0001214	Prba.g_01680	Prbj.g_02575
OG0001215	Prba.g_01627	Prbj.g_00932
OG0001216	Prba.g_01592	Prbj.g_02181
OG0001217	Prba.g_01554	Prbj.g_01884
OG0001218	Prba.g_01547	Prbj.g_00663
OG0001219	Prba.g_01510	Prbj.g_02311
OG0001220	Prba.g_01447	Prbj.g_02503
OG0001221	Prba.g_01384	Prbj.g_02364
OG0001222	Prba.g_01345	Prbj.g_01984
OG0001223	Prba.g_01319	Prbj.g_02243
OG0001224	Prba.g_01268	Prbj.g_01842
OG0001225	Prba.g_01266	Prbj.g_01840
OG0001226	Prba.g_01240	Prbj.g_00678
OG0001227	Prba.g_01222	Prbj.g_01669
OG0001228	Prba.g_00018	Prbj.g_02158
OG0001229	Prba.g_00198	Prbj.g_00873
OG0001230	Prba.g_00105	Prbj.g_01046
OG0001231	Prba.g_00291	Prbj.g_01184
OG0001232	Prba.g_00597	Prbj.g_00477
OG0001233	Prba.g_00577	Prbj.g_00454
OG0001234	Prba.g_00372	Prbj.g_02640
OG0001235	Prba.g_00382	Prbj.g_01033
OG0001236	Prba.g_01073	Prbj.g_01505
OG0001237	Prba.g_01077	Prbj.g_01512
OG0001238	Prba.g_00825	Prbj.g_01969
OG0001239	Prba.g_01859	Prbj.g_00567
OG0001240	Prba.g_01881	Prbj.g_00604
OG0001241	Prba.g_01889	Prbj.g_00614
OG0001242	Prba.g_01907	Prbj.g_01560
OG0001243	Prba.g_01913	Prbj.g_01529
OG0001245	Prba.g_00874	Prbj.g_00689
OG0001246	Prba.g_00957	Prbj.g_02091
OG0001247	Prba.g_01634	Prbj.g_02453
OG0001248	Prba.g_01632	Prbj.g_00943
OG0001249	Prba.g_01521	Prbj.g_00347
OG0001250	Prba.g_01458	Prbj.g_02482
OG0001252	Prba.g_01273	Prbj.g_01847
OG0001253	Prba.g_01221	Prbj.g_00696
OG0001254	Prba.g_00095	Prbj.g_01991
OG0001255	Prba.g_00080	Prbj.g_00769
OG0001258	Prba.g_00229	Prbj.g_00864
OG0001259	Prba.g_00579	Prbj.g_00456
OG0001260	Prba.g_00563	Prbj.g_00426
OG0001261	Prba.g_00421	Prbj.g_00990
OG0001262	Prba.g_00808	Prbj.g_01226
OG0001263	Prba.g_01916	Prbj.g_01531
OG0001265	Prba.g_01906	Prbj.g_01558
OG0001266	Prba.g_00659	Prbj.g_01168
OG0001267	Prba.g_00497	Prbj.g_01405
OG0001268	Prba.g_00555	Prbj.g_00335
OG0001269	Prba.g_00853	Prbj.g_02500
OG0001270	Prba.g_01027	Prbj.g_00098
OG0001271	Prba.g_00989	Prbj.g_00131
OG0001272	Prba.g_00975	Prbj.g_01624
OG0001273	Prba.g_01686	Prbj.g_02568
OG0001274	Prba.g_01614	Prbj.g_00269
OG0001275	Prba.g_01309	Prbj.g_02227
OG0001276	Prba.g_01289	Prbj.g_02210
OG0001277	Prba.g_01232	Prbj.g_02042
OG0001278	Prba.g_00013	Prbj.g_02165
OG0001279	Prba.g_01136	Prbj.g_01299
OG0001280	Prba.g_01191	Prbj.g_01725
OG0001281	Prba.g_01197	Prbj.g_01734
OG0001283	Prba.g_00176	Prbj.g_02051
OG0001285	Prba.g_00594	Prbj.g_00473
OG0001286	Prba.g_00433	Prbj.g_00409
OG0001288	Prba.g_00779	Prbj.g_01286
OG0001290	Prba.g_01888	Prbj.g_00613
OG0001291	Prba.g_01923	Prbj.g_01541
OG0001292	Prba.g_00467	Prbj.g_01346
OG0001293	Prba.g_00479	Prbj.g_01369
OG0001294	Prba.g_00872	Prbj.g_00826
OG0001295	Prba.g_00994	Prbj.g_02145
OG0001297	Prba.g_00947	Prbj.g_02100
OG0001298	Prba.g_01739	Prbj.g_01797
OG0001300	Prba.g_01624	Prbj.g_00947
OG0001301	Prba.g_01621	Prbj.g_00755
OG0001302	Prba.g_01512	Prbj.g_01337
OG0001303	Prba.g_01305	Prbj.g_02309
OG0001307	Prba.g_00213	Prbj.g_00670
OG0001308	Prba.g_00703	Prbj.g_01074
OG0001309	Prba.g_00294	Prbj.g_02106
OG0001310	Prba.g_00608	Prbj.g_00488
OG0001311	Prba.g_01287	Prbj.g_02208
OG0001312	Prba.g_01356	Prbj.g_02298
OG0001316	Prba.g_01928	Prbj.g_01548
OG0001319	Prba.g_00490	Prbj.g_01395
OG0001321	Prba.g_01010	Prbj.g_00119
OG0001322	Prba.g_01009	Prbj.g_00120
OG0001323	Prba.g_00942	Prbj.g_02109
OG0001324	Prba.g_01623	Prbj.g_00948
OG0001326	Prba.g_01422	Prbj.g_02026
OG0001328	Prba.g_01223	Prbj.g_02357
OG0001329	Prba.g_00104, Prba.g_00721	Prbj.g_00043
OG0001330	Prba.g_01166	Prbj.g_01718
OG0001331	Prba.g_00190	Prbj.g_01644
OG0001332	Prba.g_00345	Prbj.g_01674
OG0001333	Prba.g_00583	Prbj.g_00460
OG0001334	Prba.g_01063	Prbj.g_00363
OG0001335	Prba.g_01064	Prbj.g_00362
OG0001336	Prba.g_01779	Prbj.g_02052
OG0001339	Prba.g_01891	Prbj.g_00616
OG0001340	Prba.g_00544	Prbj.g_00352
OG0001341	Prba.g_01556	Prbj.g_02463
OG0001344	Prba.g_00059	Prbj.g_00845
OG0001351	Prba.g_01007	Prbj.g_01893
OG0001352	Prba.g_01637	Prbj.g_00760
OG0001353	Prba.g_01467	Prbj.g_02473
OG0001354	Prba.g_01327	Prbj.g_02252
OG0001355	Prba.g_00262	Prbj.g_02368
OG0001356	Prba.g_01535	Prbj.g_01986
OG0001358	Prba.g_01697	Prbj.g_02549
OG0001360	Prba.g_01220	Prbj.g_00018
OG0001361	Prba.g_00047	Prbj.g_00309
OG0001362	Prba.g_00699	Prbj.g_01078
OG0001363	Prba.g_00697	Prbj.g_01080
OG0001365	Prba.g_00818	Prbj.g_01960
OG0001369	Prba.g_01880	Prbj.g_00603
OG0001371	Prba.g_01638	Prbj.g_00184
OG0001372	Prba.g_01548	Prbj.g_01324
OG0001373	Prba.g_01423	Prbj.g_02025
OG0001374	Prba.g_01415	Prbj.g_02033
OG0001376	Prba.g_01254	Prbj.g_01978
OG0001377	Prba.g_01253	Prbj.g_01977
OG0001378	Prba.g_00750	Prbj.g_00091
OG0001379	Prba.g_01186	Prbj.g_01720
OG0001380	Prba.g_00208	Prbj.g_02508
OG0001381	Prba.g_00202	Prbj.g_02689
OG0001382	Prba.g_00277	Prbj.g_02174
OG0001385	Prba.g_01426	Prbj.g_02022
OG0001386	Prba.g_01425	Prbj.g_02023
OG0001387	Prba.g_01424	Prbj.g_02024
OG0001388	Prba.g_01421	Prbj.g_02027
OG0001389	Prba.g_01420	Prbj.g_02028
OG0001390	Prba.g_01419	Prbj.g_02029
OG0001391	Prba.g_01418	Prbj.g_02030
OG0001392	Prba.g_01417	Prbj.g_02031
OG0001393	Prba.g_01416	Prbj.g_02032
OG0001395	Prba.g_01277	Prbj.g_02197
OG0001397	Prba.g_00698	Prbj.g_01079
OG0001398	Prba.g_00265	Prbj.g_00690
OG0001399	Prba.g_00374	Prbj.g_00377, Prbj.g_00390
OG0001402	Prba.g_01540	Prbj.g_02554
OG0001403	Prba.g_01823	Prbj.g_01203
OG0001405	Prba.g_00542	Prbj.g_00360
OG0001406	Prba.g_01255	Prbj.g_01979
OG0001409	Prba.g_00056	Prbj.g_00834
OG0001410	Prba.g_00212	Prbj.g_00671
OG0001414	Prba.g_00448	Prbj.g_00181
OG0001415	Prba.g_00450	Prbj.g_01776
OG0001416	Prba.g_01002	Prbj.g_01731
OG0001418	Prba.g_01633	Prbj.g_02636
OG0001422	Prba.g_00272	Prbj.g_00158
OG0001425	Prba.g_00828	Prbj.g_01972
OG0001431	Prba.g_01164	Prbj.g_00731
OG0001434	Prba.g_01376	Prbj.g_02385
OG0001437	Prba.g_00449	Prbj.g_01775
OG0001441	Prba.g_00940	Prbj.g_02111
OG0001442	Prba.g_01564	Prbj.g_02389
OG0001446	Prba.g_01867	Prbj.g_00047
OG0001449	Prba.g_00896	Prbj.g_01327
OG0001450	Prba.g_01630	Prbj.g_00921
OG0001451	Prba.g_01438	Prbj.g_02199
OG0001455	Prba.g_00727	Prbj.g_00227
OG0001462	Prba.g_01827	Prbj.g_01210
OG0001463	Prba.g_00503	Prbj.g_01413
OG0001464	Prba.g_00545	Prbj.g_00351
OG0001472	Prba.g_00295	Prbj.g_00907
OG0001474	Prba.g_00556	Prbj.g_00334
OG0001475	Prba.g_00162	Prbj.g_01257
OG0001479	Prba.g_00553	Prbj.g_00337
OG0001481	Prba.g_00867	Prbj.g_01896
OG0001485	Prba.g_00261	Prbj.g_01678
OG0001491	Prba.g_01514	Prbj.g_00023
OG0001500	Prba.g_00481	Prbj.g_00180
OG0001501	Prba.g_01612	Prbj.g_00168
OG0001503	Prba.g_00090	Prbj.g_01336
OG0001506	Prba.g_00347	Prbj.g_00036
OG0001508	Prba.g_00174	Prbj.g_01254
OG0001525	Prba.g_00286	Prbj.g_02626
OG0001550	Prba.g_00724	Prbj.g_00688
OG0001553	Prba.g_00716	Prbj.g_01053
OG0001555	Prba.g_00281	Prbj.g_01316
OG0001565	Prba.g_01042	Prbj.g_02457
OG0001569	Prba.g_01215	Prbj.g_02632
OG0001605	Prba.g_01296	Prbj.g_00038
OG0001627	Prba.g_01550	Prbj.g_01682
OG0001635	Prba.g_00244	Prbj.g_02633
OG0001661	Prba.g_00921, Prba.g_01046	Prbj.g_00045, Prbj.g_00051
OG0001670	Prba.g_00254	Prbj.g_00736
OG0001696	Prba.g_01437	Prbj.g_00920
OG0001698	Prba.g_01247	Prbj.g_00764
OG0001712	Prba.g_00917	Prbj.g_02465
OG0001726	Prba.g_00914	Prbj.g_02321
OG0001992	Prba.g_01542	Prbj.g_00379
OG0002063	Prba.g_00903	Prbj.g_00784
OG0002495	Prba.g_01212	Prbj.g_00728
OG0002565	Prba.g_01119	Prbj.g_00193
OG0002628	Prba.g_00156	Prbj.g_01520
OG0002733	Prba.g_01109	Prbj.g_00555
