Orthogroup	Prba	Syas
OG0001179	Prba.g_00413	Syas.g_01608
OG0001180	Prba.g_00435	Syas.g_01583
OG0001181	Prba.g_01048	Syas.g_01579
OG0001182	Prba.g_01055	Syas.g_01571
OG0001183	Prba.g_01060	Syas.g_01564
OG0001184	Prba.g_01076	Syas.g_02188
OG0001185	Prba.g_00762	Syas.g_02162
OG0001186	Prba.g_00786	Syas.g_02113
OG0001187	Prba.g_00790	Syas.g_02111
OG0001189	Prba.g_00810	Syas.g_02089
OG0001190	Prba.g_00814	Syas.g_01881
OG0001191	Prba.g_00824	Syas.g_01900
OG0001193	Prba.g_00839	Syas.g_01952
OG0001194	Prba.g_00840	Syas.g_01953
OG0001195	Prba.g_00841	Syas.g_01954
OG0001196	Prba.g_01782	Syas.g_02010
OG0001197	Prba.g_01783	Syas.g_02012
OG0001198	Prba.g_01790	Syas.g_02031
OG0001199	Prba.g_01862	Syas.g_02516
OG0001200	Prba.g_01864	Syas.g_02514
OG0001201	Prba.g_01896	Syas.g_02419
OG0001202	Prba.g_00655	Syas.g_02270
OG0001203	Prba.g_00457	Syas.g_02557
OG0001204	Prba.g_00462	Syas.g_01687
OG0001205	Prba.g_01016	Syas.g_02745
OG0001207	Prba.g_00984	Syas.g_01260
OG0001208	Prba.g_00979	Syas.g_01251
OG0001209	Prba.g_00926	Syas.g_00065
OG0001210	Prba.g_01775	Syas.g_00761
OG0001211	Prba.g_01765	Syas.g_00788
OG0001212	Prba.g_01721	Syas.g_00847
OG0001213	Prba.g_01688	Syas.g_00100
OG0001214	Prba.g_01680	Syas.g_00744
OG0001215	Prba.g_01627	Syas.g_02245
OG0001217	Prba.g_01554	Syas.g_01397, Syas.g_02493
OG0001218	Prba.g_01547	Syas.g_01309
OG0001219	Prba.g_01510	Syas.g_00399
OG0001220	Prba.g_01447	Syas.g_02447
OG0001221	Prba.g_01384	Syas.g_02669
OG0001222	Prba.g_01345	Syas.g_00448
OG0001223	Prba.g_01319	Syas.g_00541
OG0001224	Prba.g_01268	Syas.g_01015
OG0001225	Prba.g_01266	Syas.g_01017
OG0001226	Prba.g_01240	Syas.g_02506
OG0001227	Prba.g_01222	Syas.g_00824
OG0001228	Prba.g_00018	Syas.g_02195
OG0001229	Prba.g_00198	Syas.g_00285
OG0001230	Prba.g_00105	Syas.g_02806
OG0001231	Prba.g_00291	Syas.g_02050
OG0001232	Prba.g_00597	Syas.g_02649
OG0001233	Prba.g_00577	Syas.g_02592
OG0001234	Prba.g_00372	Syas.g_01310
OG0001235	Prba.g_00382	Syas.g_01646
OG0001236	Prba.g_01073	Syas.g_02191
OG0001237	Prba.g_01077	Syas.g_02187
OG0001238	Prba.g_00825	Syas.g_01901
OG0001239	Prba.g_01859	Syas.g_02519
OG0001240	Prba.g_01881	Syas.g_02435
OG0001241	Prba.g_01889	Syas.g_02427
OG0001242	Prba.g_01907	Syas.g_02398
OG0001243	Prba.g_01913	Syas.g_02391
OG0001244	Prba.g_01929	Syas.g_02370
OG0001245	Prba.g_00874	Syas.g_00524
OG0001246	Prba.g_00957	Syas.g_01829, Syas.g_01224
OG0001249	Prba.g_01521	Syas.g_01547
OG0001250	Prba.g_01458	Syas.g_00239
OG0001251	Prba.g_01410	Syas.g_00516, Syas.g_00408
OG0001252	Prba.g_01273	Syas.g_00994
OG0001253	Prba.g_01221	Syas.g_00143
OG0001255	Prba.g_00080	Syas.g_00492
OG0001256	Prba.g_00298	Syas.g_02698
OG0001257	Prba.g_00292	Syas.g_01407, Syas.g_00319, Syas.g_01448
OG0001258	Prba.g_00229	Syas.g_02688
OG0001259	Prba.g_00579	Syas.g_02594
OG0001260	Prba.g_00563	Syas.g_02572
OG0001261	Prba.g_00421	Syas.g_01599
OG0001262	Prba.g_00808	Syas.g_02091
OG0001263	Prba.g_01916	Syas.g_02388
OG0001265	Prba.g_01906	Syas.g_02399
OG0001266	Prba.g_00659	Syas.g_02266
OG0001267	Prba.g_00497	Syas.g_01753
OG0001268	Prba.g_00555	Syas.g_01535
OG0001269	Prba.g_00853	Syas.g_00510
OG0001270	Prba.g_01027	Syas.g_01499
OG0001271	Prba.g_00989	Syas.g_01336
OG0001272	Prba.g_00975	Syas.g_01247
OG0001273	Prba.g_01686	Syas.g_00751
OG0001274	Prba.g_01614	Syas.g_01849
OG0001275	Prba.g_01309	Syas.g_00554
OG0001276	Prba.g_01289	Syas.g_00215
OG0001277	Prba.g_01232	Syas.g_00110
OG0001278	Prba.g_00013	Syas.g_01074
OG0001279	Prba.g_01136	Syas.g_02792
OG0001280	Prba.g_01191	Syas.g_01095
OG0001281	Prba.g_01197	Syas.g_02845
OG0001282	Prba.g_00195	Syas.g_01262
OG0001284	Prba.g_00318	Syas.g_02124, Syas.g_02713
OG0001286	Prba.g_00433	Syas.g_01585
OG0001287	Prba.g_00770	Syas.g_00136
OG0001288	Prba.g_00779	Syas.g_02144
OG0001289	Prba.g_01875	Syas.g_02474
OG0001290	Prba.g_01888	Syas.g_02428
OG0001291	Prba.g_01923	Syas.g_02378
OG0001292	Prba.g_00467	Syas.g_01693
OG0001293	Prba.g_00479	Syas.g_01720
OG0001294	Prba.g_00872	Syas.g_00692
OG0001295	Prba.g_00994	Syas.g_00770
OG0001296	Prba.g_00952	Syas.g_01217
OG0001297	Prba.g_00947	Syas.g_01213
OG0001298	Prba.g_01739	Syas.g_00829
OG0001299	Prba.g_01651	Syas.g_00700
OG0001303	Prba.g_01305	Syas.g_00400
OG0001304	Prba.g_01279	Syas.g_00199
OG0001305	Prba.g_01260	Syas.g_01027
OG0001306	Prba.g_00078	Syas.g_01202
OG0001307	Prba.g_00213	Syas.g_01923
OG0001308	Prba.g_00703	Syas.g_02830
OG0001309	Prba.g_00294	Syas.g_00003
OG0001310	Prba.g_00608	Syas.g_02666
OG0001311	Prba.g_01287	Syas.g_00213
OG0001312	Prba.g_01356	Syas.g_00414
OG0001314	Prba.g_01562	Syas.g_01925
OG0001315	Prba.g_01850	Syas.g_01566
OG0001317	Prba.g_00453	Syas.g_02553
OG0001318	Prba.g_00475	Syas.g_01706
OG0001319	Prba.g_00490	Syas.g_01736
OG0001323	Prba.g_00942	Syas.g_00006
OG0001325	Prba.g_01589	Syas.g_00179
OG0001326	Prba.g_01422	Syas.g_01960, Syas.g_01961
OG0001327	Prba.g_01248	Syas.g_00687
OG0001329	Prba.g_00104, Prba.g_00721	Syas.g_00773
OG0001330	Prba.g_01166	Syas.g_02865
OG0001331	Prba.g_00190	Syas.g_01267
OG0001333	Prba.g_00583	Syas.g_02598
OG0001336	Prba.g_01779	Syas.g_02003
OG0001339	Prba.g_01891	Syas.g_02425
OG0001345	Prba.g_00044	Syas.g_01132
OG0001346	Prba.g_01193	Syas.g_02853
OG0001351	Prba.g_01007	Syas.g_01280
OG0001353	Prba.g_01467	Syas.g_00228
OG0001354	Prba.g_01327	Syas.g_00526
OG0001355	Prba.g_00262	Syas.g_01057
OG0001356	Prba.g_01535	Syas.g_01715, Syas.g_00972
OG0001358	Prba.g_01697	Syas.g_00122
OG0001360	Prba.g_01220	Syas.g_01130
OG0001361	Prba.g_00047	Syas.g_01135
OG0001364	Prba.g_01066	Syas.g_02212
OG0001365	Prba.g_00818	Syas.g_01886
OG0001371	Prba.g_01638	Syas.g_02499
OG0001373	Prba.g_01423	Syas.g_01959
OG0001374	Prba.g_01415	Syas.g_01968
OG0001376	Prba.g_01254	Syas.g_00468
OG0001377	Prba.g_01253	Syas.g_00467
OG0001378	Prba.g_00750	Syas.g_01500
OG0001379	Prba.g_01186	Syas.g_02861
OG0001380	Prba.g_00208	Syas.g_00126
OG0001385	Prba.g_01426	Syas.g_01956
OG0001386	Prba.g_01425	Syas.g_01957
OG0001387	Prba.g_01424	Syas.g_01958
OG0001388	Prba.g_01421	Syas.g_01962
OG0001389	Prba.g_01420	Syas.g_01963
OG0001390	Prba.g_01419	Syas.g_01964
OG0001391	Prba.g_01418	Syas.g_01965
OG0001392	Prba.g_01417	Syas.g_01966
OG0001393	Prba.g_01416	Syas.g_01967
OG0001395	Prba.g_01277	Syas.g_00195
OG0001398	Prba.g_00265	Syas.g_02481
OG0001399	Prba.g_00374	Syas.g_02459
OG0001402	Prba.g_01540	Syas.g_00112
OG0001403	Prba.g_01823	Syas.g_02069
OG0001406	Prba.g_01255	Syas.g_00469
OG0001408	Prba.g_01237	Syas.g_00142
OG0001409	Prba.g_00056	Syas.g_00154
OG0001413	Prba.g_00303	Syas.g_01481
OG0001416	Prba.g_01002	Syas.g_01061
OG0001417	Prba.g_00992	Syas.g_00507
OG0001418	Prba.g_01633	Syas.g_01177
OG0001420	Prba.g_00741	Syas.g_00017
OG0001428	Prba.g_00628	Syas.g_02325
OG0001429	Prba.g_01509	Syas.g_00401
OG0001432	Prba.g_00305	Syas.g_01484
OG0001433	Prba.g_01536	Syas.g_01398
OG0001439	Prba.g_00523	Syas.g_01809
OG0001441	Prba.g_00940	Syas.g_00008
OG0001447	Prba.g_01914	Syas.g_02390
OG0001449	Prba.g_00896	Syas.g_02567
OG0001450	Prba.g_01630	Syas.g_02208, Syas.g_00474
OG0001451	Prba.g_01438	Syas.g_02342, Syas.g_02343
OG0001452	Prba.g_01408	Syas.g_01700
OG0001453	Prba.g_01315	Syas.g_00547
OG0001454	Prba.g_01227	Syas.g_01483
OG0001456	Prba.g_00087	Syas.g_01969
OG0001457	Prba.g_00086	Syas.g_01970
OG0001458	Prba.g_00085	Syas.g_01971
OG0001459	Prba.g_01150	Syas.g_02778
OG0001460	Prba.g_01537	Syas.g_01399
OG0001471	Prba.g_00302	Syas.g_01819
OG0001473	Prba.g_00787	Syas.g_00323
OG0001474	Prba.g_00556	Syas.g_01534
OG0001475	Prba.g_00162	Syas.g_02120
OG0001479	Prba.g_00553	Syas.g_01537
OG0001480	Prba.g_00862	Syas.g_00771
OG0001482	Prba.g_01004	Syas.g_00535
OG0001486	Prba.g_00066	Syas.g_01186
OG0001492	Prba.g_00016	Syas.g_01077
OG0001493	Prba.g_00008	Syas.g_01069
OG0001502	Prba.g_01529	Syas.g_00290
OG0001504	Prba.g_01151	Syas.g_02777
OG0001505	Prba.g_00163	Syas.g_02135
OG0001507	Prba.g_00250	Syas.g_01183
OG0001508	Prba.g_00174	Syas.g_02114
OG0001520	Prba.g_00888	Syas.g_00828
OG0001522	Prba.g_01466	Syas.g_00369
OG0001546	Prba.g_00937	Syas.g_00011
OG0001547	Prba.g_01527	Syas.g_00300
OG0001549	Prba.g_01440	Syas.g_00482
OG0001554	Prba.g_00296	Syas.g_00153
OG0001555	Prba.g_00281	Syas.g_00654
OG0001564	Prba.g_00133	Syas.g_01034
OG0001565	Prba.g_01042	Syas.g_00351
OG0001567	Prba.g_01528	Syas.g_00294
OG0001568	Prba.g_01526	Syas.g_00368
OG0001570	Prba.g_00738	Syas.g_00309
OG0001584	Prba.g_01364	Syas.g_00607
OG0001587	Prba.g_00353	Syas.g_02569
OG0001627	Prba.g_01550	Syas.g_01474
OG0001635	Prba.g_00244	Syas.g_02140
OG0001666	Prba.g_01149	Syas.g_02785
OG0001704	Prba.g_01847	Syas.g_00425, Syas.g_00426
OG0001726	Prba.g_00914	Syas.g_00337
OG0002029	Prba.g_01148	Syas.g_01930, Syas.g_02786
OG0002098	Prba.g_00147	Syas.g_02608
OG0002249	Prba.g_01110	Syas.g_01325
OG0002349	Prba.g_00575	Syas.g_02590
OG0002478	Prba.g_00920	Syas.g_01099
OG0002495	Prba.g_01212	Syas.g_02299
OG0002559	Prba.g_01088	Syas.g_00898, Syas.g_00899
OG0002666	Prba.g_01108	Syas.g_01383
OG0002699	Prba.g_00169	Syas.g_02123
OG0003223	Prba.g_00170	Syas.g_02125
