Orthogroup	Prba	Prbl
OG0001124	Prba.g_01286	Prbl.g_02538
OG0001125	Prba.g_01285	Prbl.g_02540
OG0001126	Prba.g_01275	Prbl.g_00939
OG0001127	Prba.g_01274	Prbl.g_00938
OG0001128	Prba.g_01272	Prbl.g_00935
OG0001129	Prba.g_01271	Prbl.g_00934
OG0001130	Prba.g_01270	Prbl.g_00933
OG0001131	Prba.g_01234	Prbl.g_02575
OG0001132	Prba.g_01225	Prbl.g_01603
OG0001133	Prba.g_00729	Prbl.g_01621
OG0001134	Prba.g_00097	Prbl.g_02204
OG0001135	Prba.g_00094	Prbl.g_02202
OG0001136	Prba.g_00067	Prbl.g_02082
OG0001137	Prba.g_00055	Prbl.g_02102
OG0001138	Prba.g_00037	Prbl.g_01118
OG0001139	Prba.g_00036	Prbl.g_01116
OG0001140	Prba.g_00035	Prbl.g_01115
OG0001141	Prba.g_00034	Prbl.g_01114
OG0001142	Prba.g_00033	Prbl.g_01113
OG0001143	Prba.g_00026	Prbl.g_01376
OG0001144	Prba.g_00021	Prbl.g_02580
OG0001145	Prba.g_01184	Prbl.g_01711
OG0001146	Prba.g_01196	Prbl.g_01727
OG0001147	Prba.g_00210	Prbl.g_01333
OG0001148	Prba.g_00194	Prbl.g_00501
OG0001149	Prba.g_00193	Prbl.g_00500
OG0001150	Prba.g_00192	Prbl.g_00499
OG0001151	Prba.g_00181	Prbl.g_00487
OG0001152	Prba.g_00180	Prbl.g_00486
OG0001153	Prba.g_00681	Prbl.g_00704
OG0001154	Prba.g_00680	Prbl.g_00705
OG0001155	Prba.g_00343	Prbl.g_00454
OG0001156	Prba.g_00340	Prbl.g_00451
OG0001157	Prba.g_00339	Prbl.g_01604
OG0001158	Prba.g_00338	Prbl.g_00450
OG0001159	Prba.g_00337	Prbl.g_00449
OG0001160	Prba.g_00313	Prbl.g_00420
OG0001161	Prba.g_00300	Prbl.g_01601
OG0001162	Prba.g_00289	Prbl.g_00048
OG0001163	Prba.g_00234	Prbl.g_00406
OG0001164	Prba.g_00230	Prbl.g_00401
OG0001165	Prba.g_00227	Prbl.g_00398
OG0001166	Prba.g_00601	Prbl.g_00371
OG0001167	Prba.g_00584	Prbl.g_00350
OG0001168	Prba.g_00582	Prbl.g_00348
OG0001169	Prba.g_00580	Prbl.g_00346
OG0001170	Prba.g_00578	Prbl.g_00344
OG0001171	Prba.g_00569	Prbl.g_00334
OG0001173	Prba.g_00361	Prbl.g_01062
OG0001174	Prba.g_00369	Prbl.g_01054
OG0001175	Prba.g_00370	Prbl.g_01053
OG0001176	Prba.g_00377	Prbl.g_00953
OG0001177	Prba.g_00380	Prbl.g_00951
OG0001179	Prba.g_00413	Prbl.g_00982
OG0001180	Prba.g_00435	Prbl.g_01134
OG0001181	Prba.g_01048	Prbl.g_01138
OG0001182	Prba.g_01055	Prbl.g_01147
OG0001183	Prba.g_01060	Prbl.g_01175
OG0001184	Prba.g_01076	Prbl.g_00848
OG0001185	Prba.g_00762	Prbl.g_01291
OG0001186	Prba.g_00786	Prbl.g_02026
OG0001187	Prba.g_00790	Prbl.g_02022
OG0001188	Prba.g_00793	Prbl.g_02018
OG0001189	Prba.g_00810	Prbl.g_01996
OG0001190	Prba.g_00814	Prbl.g_02239
OG0001191	Prba.g_00824	Prbl.g_02226
OG0001192	Prba.g_00829	Prbl.g_02219
OG0001193	Prba.g_00839	Prbl.g_02181
OG0001194	Prba.g_00840	Prbl.g_02175
OG0001195	Prba.g_00841	Prbl.g_02174
OG0001196	Prba.g_01782	Prbl.g_02138
OG0001197	Prba.g_01783	Prbl.g_02136
OG0001198	Prba.g_01790	Prbl.g_02124
OG0001199	Prba.g_01862	Prbl.g_00602
OG0001200	Prba.g_01864	Prbl.g_00600
OG0001201	Prba.g_01896	Prbl.g_00551
OG0001202	Prba.g_00655	Prbl.g_00095
OG0001203	Prba.g_00457	Prbl.g_00197
OG0001204	Prba.g_00462	Prbl.g_02667
OG0001205	Prba.g_01016	Prbl.g_00642
OG0001206	Prba.g_00999	Prbl.g_01363
OG0001207	Prba.g_00984	Prbl.g_00503
OG0001208	Prba.g_00979	Prbl.g_00513
OG0001209	Prba.g_00926	Prbl.g_00763
OG0001210	Prba.g_01775	Prbl.g_00751
OG0001211	Prba.g_01765	Prbl.g_01884
OG0001212	Prba.g_01721	Prbl.g_01765
OG0001213	Prba.g_01688	Prbl.g_01631
OG0001214	Prba.g_01680	Prbl.g_01641
OG0001215	Prba.g_01627	Prbl.g_01858
OG0001216	Prba.g_01592	Prbl.g_02564
OG0001217	Prba.g_01554	Prbl.g_01904
OG0001218	Prba.g_01547	Prbl.g_00716
OG0001219	Prba.g_01510	Prbl.g_02435
OG0001220	Prba.g_01447	Prbl.g_01567
OG0001221	Prba.g_01384	Prbl.g_02383
OG0001222	Prba.g_01345	Prbl.g_02210
OG0001223	Prba.g_01319	Prbl.g_02503
OG0001224	Prba.g_01268	Prbl.g_00931
OG0001225	Prba.g_01266	Prbl.g_00929
OG0001226	Prba.g_01240	Prbl.g_01704
OG0001227	Prba.g_01222	Prbl.g_00472
OG0001228	Prba.g_00018	Prbl.g_02585
OG0001229	Prba.g_00198	Prbl.g_00409
OG0001230	Prba.g_00105	Prbl.g_00252
OG0001231	Prba.g_00291	Prbl.g_01957
OG0001232	Prba.g_00597	Prbl.g_00366
OG0001233	Prba.g_00577	Prbl.g_00343
OG0001234	Prba.g_00372	Prbl.g_01050
OG0001235	Prba.g_00382	Prbl.g_00948
OG0001236	Prba.g_01073	Prbl.g_00852
OG0001237	Prba.g_01077	Prbl.g_00845
OG0001238	Prba.g_00825	Prbl.g_02225
OG0001239	Prba.g_01859	Prbl.g_00605
OG0001240	Prba.g_01881	Prbl.g_00568
OG0001241	Prba.g_01889	Prbl.g_00558
OG0001242	Prba.g_01907	Prbl.g_01322
OG0001243	Prba.g_01913	Prbl.g_00828
OG0001245	Prba.g_00874	Prbl.g_01693
OG0001246	Prba.g_00957	Prbl.g_00803
OG0001247	Prba.g_01634	Prbl.g_02295
OG0001248	Prba.g_01632	Prbl.g_01869
OG0001249	Prba.g_01521	Prbl.g_01195
OG0001250	Prba.g_01458	Prbl.g_01546
OG0001252	Prba.g_01273	Prbl.g_00936
OG0001253	Prba.g_01221	Prbl.g_01686
OG0001254	Prba.g_00095	Prbl.g_02203
OG0001255	Prba.g_00080	Prbl.g_00036
OG0001258	Prba.g_00229	Prbl.g_00400
OG0001259	Prba.g_00579	Prbl.g_00345
OG0001260	Prba.g_00563	Prbl.g_00315
OG0001261	Prba.g_00421	Prbl.g_00991
OG0001262	Prba.g_00808	Prbl.g_01999
OG0001263	Prba.g_01916	Prbl.g_00826
OG0001265	Prba.g_01906	Prbl.g_01324
OG0001266	Prba.g_00659	Prbl.g_00099
OG0001267	Prba.g_00497	Prbl.g_01453
OG0001268	Prba.g_00555	Prbl.g_01207
OG0001269	Prba.g_00853	Prbl.g_01564
OG0001270	Prba.g_01027	Prbl.g_00654
OG0001271	Prba.g_00989	Prbl.g_01343
OG0001272	Prba.g_00975	Prbl.g_00517
OG0001273	Prba.g_01686	Prbl.g_01634
OG0001274	Prba.g_01614	Prbl.g_01263
OG0001275	Prba.g_01309	Prbl.g_02518
OG0001276	Prba.g_01289	Prbl.g_02535
OG0001277	Prba.g_01232	Prbl.g_02152
OG0001278	Prba.g_00013	Prbl.g_02592
OG0001279	Prba.g_01136	Prbl.g_00156
OG0001280	Prba.g_01191	Prbl.g_01719
OG0001281	Prba.g_01197	Prbl.g_01728
OG0001283	Prba.g_00176	Prbl.g_02143
OG0001285	Prba.g_00594	Prbl.g_00362
OG0001286	Prba.g_00433	Prbl.g_01132
OG0001288	Prba.g_00779	Prbl.g_02059
OG0001290	Prba.g_01888	Prbl.g_00559
OG0001291	Prba.g_01923	Prbl.g_00816
OG0001292	Prba.g_00467	Prbl.g_01512
OG0001293	Prba.g_00479	Prbl.g_01489
OG0001294	Prba.g_00872	Prbl.g_01393
OG0001295	Prba.g_00994	Prbl.g_00748
OG0001297	Prba.g_00947	Prbl.g_00793
OG0001298	Prba.g_01739	Prbl.g_01791
OG0001300	Prba.g_01624	Prbl.g_01873
OG0001301	Prba.g_01621	Prbl.g_00022
OG0001302	Prba.g_01512	Prbl.g_01930
OG0001303	Prba.g_01305	Prbl.g_02437
OG0001307	Prba.g_00213	Prbl.g_00723
OG0001308	Prba.g_00703	Prbl.g_00224
OG0001309	Prba.g_00294	Prbl.g_00787
OG0001310	Prba.g_00608	Prbl.g_00377
OG0001311	Prba.g_01287	Prbl.g_02537
OG0001312	Prba.g_01356	Prbl.g_02448
OG0001316	Prba.g_01928	Prbl.g_00809
OG0001319	Prba.g_00490	Prbl.g_01463
OG0001321	Prba.g_01010	Prbl.g_00633
OG0001322	Prba.g_01009	Prbl.g_00632
OG0001323	Prba.g_00942	Prbl.g_00784
OG0001324	Prba.g_01623	Prbl.g_01874
OG0001326	Prba.g_01422	Prbl.g_02168
OG0001328	Prba.g_01223	Prbl.g_02390
OG0001329	Prba.g_00104, Prba.g_00721	Prbl.g_01079
OG0001330	Prba.g_01166	Prbl.g_01712
OG0001331	Prba.g_00190	Prbl.g_00497
OG0001332	Prba.g_00345	Prbl.g_00466
OG0001333	Prba.g_00583	Prbl.g_00349
OG0001334	Prba.g_01063	Prbl.g_01179
OG0001335	Prba.g_01064	Prbl.g_01180
OG0001336	Prba.g_01779	Prbl.g_02142
OG0001339	Prba.g_01891	Prbl.g_00556
OG0001340	Prba.g_00544	Prbl.g_01190
OG0001341	Prba.g_01556	Prbl.g_02285
OG0001344	Prba.g_00059	Prbl.g_02089
OG0001351	Prba.g_01007	Prbl.g_00624
OG0001352	Prba.g_01637	Prbl.g_00027
OG0001353	Prba.g_01467	Prbl.g_01537
OG0001354	Prba.g_01327	Prbl.g_02494
OG0001355	Prba.g_00262	Prbl.g_02379
OG0001356	Prba.g_01535	Prbl.g_02208
OG0001358	Prba.g_01697	Prbl.g_01615
OG0001360	Prba.g_01220	Prbl.g_01104
OG0001361	Prba.g_00047	Prbl.g_00182
OG0001362	Prba.g_00699	Prbl.g_00220
OG0001363	Prba.g_00697	Prbl.g_00218
OG0001365	Prba.g_00818	Prbl.g_02234
OG0001369	Prba.g_01880	Prbl.g_00569
OG0001371	Prba.g_01638	Prbl.g_01915
OG0001372	Prba.g_01548	Prbl.g_01943
OG0001373	Prba.g_01423	Prbl.g_02169
OG0001374	Prba.g_01415	Prbl.g_02161
OG0001376	Prba.g_01254	Prbl.g_02216
OG0001377	Prba.g_01253	Prbl.g_02217
OG0001378	Prba.g_00750	Prbl.g_00661
OG0001379	Prba.g_01186	Prbl.g_01714
OG0001380	Prba.g_00208	Prbl.g_01572
OG0001381	Prba.g_00202	Prbl.g_02577
OG0001382	Prba.g_00277	Prbl.g_02571
OG0001385	Prba.g_01426	Prbl.g_02172
OG0001386	Prba.g_01425	Prbl.g_02171
OG0001387	Prba.g_01424	Prbl.g_02170
OG0001388	Prba.g_01421	Prbl.g_02167
OG0001389	Prba.g_01420	Prbl.g_02166
OG0001390	Prba.g_01419	Prbl.g_02165
OG0001391	Prba.g_01418	Prbl.g_02164
OG0001392	Prba.g_01417	Prbl.g_02163
OG0001393	Prba.g_01416	Prbl.g_02162
OG0001395	Prba.g_01277	Prbl.g_02548
OG0001397	Prba.g_00698	Prbl.g_00219
OG0001398	Prba.g_00265	Prbl.g_01692
OG0001399	Prba.g_00374	Prbl.g_01164, Prbl.g_01151
OG0001402	Prba.g_01540	Prbl.g_01620
OG0001403	Prba.g_01823	Prbl.g_01976
OG0001405	Prba.g_00542	Prbl.g_01182
OG0001406	Prba.g_01255	Prbl.g_02215
OG0001409	Prba.g_00056	Prbl.g_02100
OG0001410	Prba.g_00212	Prbl.g_00724
OG0001414	Prba.g_00448	Prbl.g_01918
OG0001415	Prba.g_00450	Prbl.g_01770
OG0001416	Prba.g_01002	Prbl.g_01725
OG0001418	Prba.g_01633	Prbl.g_01046
OG0001422	Prba.g_00272	Prbl.g_01370
OG0001425	Prba.g_00828	Prbl.g_02222
OG0001431	Prba.g_01164	Prbl.g_02617
OG0001434	Prba.g_01376	Prbl.g_02362
OG0001437	Prba.g_00449	Prbl.g_01769
OG0001441	Prba.g_00940	Prbl.g_00782
OG0001442	Prba.g_01564	Prbl.g_02358
OG0001446	Prba.g_01867	Prbl.g_01075
OG0001449	Prba.g_00896	Prbl.g_01940
OG0001450	Prba.g_01630	Prbl.g_01847
OG0001451	Prba.g_01438	Prbl.g_02546
OG0001455	Prba.g_00727	Prbl.g_00138
OG0001462	Prba.g_01827	Prbl.g_01983
OG0001463	Prba.g_00503	Prbl.g_01445
OG0001464	Prba.g_00545	Prbl.g_01191
OG0001472	Prba.g_00295	Prbl.g_01833
OG0001475	Prba.g_00162	Prbl.g_02030
OG0001479	Prba.g_00553	Prbl.g_01205
OG0001481	Prba.g_00867	Prbl.g_00627
OG0001485	Prba.g_00261	Prbl.g_00462
OG0001491	Prba.g_01514	Prbl.g_01099
OG0001500	Prba.g_00481	Prbl.g_01919
OG0001501	Prba.g_01612	Prbl.g_00120
OG0001503	Prba.g_00090	Prbl.g_01931
OG0001506	Prba.g_00347	Prbl.g_01086
OG0001508	Prba.g_00174	Prbl.g_02027
OG0001525	Prba.g_00286	Prbl.g_01807
OG0001550	Prba.g_00724	Prbl.g_01694
OG0001553	Prba.g_00716	Prbl.g_00245
OG0001555	Prba.g_00281	Prbl.g_01949
OG0001565	Prba.g_01042	Prbl.g_02291
OG0001569	Prba.g_01215	Prbl.g_01813
OG0001605	Prba.g_01296	Prbl.g_01084
OG0001627	Prba.g_01550	Prbl.g_00458
OG0001635	Prba.g_00244	Prbl.g_01814
OG0001661	Prba.g_00921, Prba.g_01046	Prbl.g_01077, Prbl.g_01071
OG0001670	Prba.g_00254	Prbl.g_00003
OG0001696	Prba.g_01437	Prbl.g_01846
OG0001698	Prba.g_01247	Prbl.g_00031
OG0001712	Prba.g_00917	Prbl.g_02283
OG0001726	Prba.g_00914	Prbl.g_02425
OG0001992	Prba.g_01542	Prbl.g_01162
OG0002063	Prba.g_00903	Prbl.g_00052
OG0002495	Prba.g_01212	Prbl.g_02614
OG0002565	Prba.g_01119	Prbl.g_01906
OG0002628	Prba.g_00156	Prbl.g_00837
