Orthogroup	Prba	Syad
OG0001161	Prba.g_00300	Syad.g_00026
OG0001162	Prba.g_00289	Syad.g_01844
OG0001163	Prba.g_00234	Syad.g_02610
OG0001164	Prba.g_00230	Syad.g_02616
OG0001165	Prba.g_00227	Syad.g_02621
OG0001166	Prba.g_00601	Syad.g_02647
OG0001167	Prba.g_00584	Syad.g_02486
OG0001168	Prba.g_00582	Syad.g_02488
OG0001169	Prba.g_00580	Syad.g_02490
OG0001170	Prba.g_00578	Syad.g_02492
OG0001171	Prba.g_00569	Syad.g_02503
OG0001172	Prba.g_00360	Syad.g_00594
OG0001173	Prba.g_00361	Syad.g_00595
OG0001174	Prba.g_00369	Syad.g_00603
OG0001175	Prba.g_00370	Syad.g_00604
OG0001176	Prba.g_00377	Syad.g_00644
OG0001177	Prba.g_00380	Syad.g_00641
OG0001178	Prba.g_00385	Syad.g_02629
OG0001179	Prba.g_00413	Syad.g_00675
OG0001180	Prba.g_00435	Syad.g_00700
OG0001181	Prba.g_01048	Syad.g_00704
OG0001182	Prba.g_01055	Syad.g_00712
OG0001183	Prba.g_01060	Syad.g_00717
OG0001184	Prba.g_01076	Syad.g_00378
OG0001185	Prba.g_00762	Syad.g_00354
OG0001186	Prba.g_00786	Syad.g_00247
OG0001187	Prba.g_00790	Syad.g_00245
OG0001188	Prba.g_00793	Syad.g_00238
OG0001189	Prba.g_00810	Syad.g_00217
OG0001190	Prba.g_00814	Syad.g_03034
OG0001192	Prba.g_00829	Syad.g_00013
OG0001193	Prba.g_00839	Syad.g_00072
OG0001194	Prba.g_00840	Syad.g_00075
OG0001195	Prba.g_00841	Syad.g_00076
OG0001196	Prba.g_01782	Syad.g_00144
OG0001197	Prba.g_01783	Syad.g_00146
OG0001198	Prba.g_01790	Syad.g_00159
OG0001199	Prba.g_01862	Syad.g_02735
OG0001200	Prba.g_01864	Syad.g_02737
OG0001201	Prba.g_01896	Syad.g_02802
OG0001202	Prba.g_00655	Syad.g_02945
OG0001203	Prba.g_00457	Syad.g_00821
OG0001204	Prba.g_00462	Syad.g_00577
OG0001205	Prba.g_01016	Syad.g_02440
OG0001206	Prba.g_00999	Syad.g_02385
OG0001207	Prba.g_00984	Syad.g_00893
OG0001208	Prba.g_00979	Syad.g_00906
OG0001209	Prba.g_00926	Syad.g_00980
OG0001210	Prba.g_01775	Syad.g_00993
OG0001212	Prba.g_01721	Syad.g_01082
OG0001213	Prba.g_01688	Syad.g_02163
OG0001214	Prba.g_01680	Syad.g_02150
OG0001215	Prba.g_01627	Syad.g_01366
OG0001216	Prba.g_01592	Syad.g_01816
OG0001218	Prba.g_01547	Syad.g_02328
OG0001219	Prba.g_01510	Syad.g_01653
OG0001220	Prba.g_01447	Syad.g_01195
OG0001221	Prba.g_01384	Syad.g_01950
OG0001222	Prba.g_01345	Syad.g_01770
OG0001223	Prba.g_01319	Syad.g_01715
OG0001224	Prba.g_01268	Syad.g_01286
OG0001225	Prba.g_01266	Syad.g_01288
OG0001226	Prba.g_01240	Syad.g_02100
OG0001227	Prba.g_01222	Syad.g_00029
OG0001228	Prba.g_00018	Syad.g_02460
OG0001229	Prba.g_00198	Syad.g_01314
OG0001231	Prba.g_00291	Syad.g_00179
OG0001232	Prba.g_00597	Syad.g_02658
OG0001233	Prba.g_00577	Syad.g_02493
OG0001234	Prba.g_00372	Syad.g_00608
OG0001235	Prba.g_00382	Syad.g_00633
OG0001236	Prba.g_01073	Syad.g_00412
OG0001237	Prba.g_01077	Syad.g_00376
OG0001238	Prba.g_00825	Syad.g_00007
OG0001239	Prba.g_01859	Syad.g_02732
OG0001240	Prba.g_01881	Syad.g_02785
OG0001241	Prba.g_01889	Syad.g_02795
OG0001242	Prba.g_01907	Syad.g_02827
OG0001243	Prba.g_01913	Syad.g_02841
OG0001244	Prba.g_01929	Syad.g_02873
OG0001245	Prba.g_00874	Syad.g_02223
OG0001246	Prba.g_00957	Syad.g_00933
OG0001247	Prba.g_01634	Syad.g_01837
OG0001248	Prba.g_01632	Syad.g_01843
OG0001249	Prba.g_01521	Syad.g_00756
OG0001250	Prba.g_01458	Syad.g_01227
OG0001251	Prba.g_01410	Syad.g_00083
OG0001252	Prba.g_01273	Syad.g_01279
OG0001253	Prba.g_01221	Syad.g_02037
OG0001254	Prba.g_00095	Syad.g_01528
OG0001255	Prba.g_00080	Syad.g_02224
OG0001256	Prba.g_00298	Syad.g_02609
OG0001257	Prba.g_00292	Syad.g_02210
OG0001258	Prba.g_00229	Syad.g_02619
OG0001260	Prba.g_00563	Syad.g_02514
OG0001261	Prba.g_00421	Syad.g_00684
OG0001262	Prba.g_00808	Syad.g_00219
OG0001263	Prba.g_01916	Syad.g_02844
OG0001265	Prba.g_01906	Syad.g_02825
OG0001266	Prba.g_00659	Syad.g_02949
OG0001267	Prba.g_00497	Syad.g_00523
OG0001268	Prba.g_00555	Syad.g_00767
OG0001270	Prba.g_01027	Syad.g_02453
OG0001271	Prba.g_00989	Syad.g_02356
OG0001272	Prba.g_00975	Syad.g_00910
OG0001273	Prba.g_01686	Syad.g_02157
OG0001274	Prba.g_01614	Syad.g_02988
OG0001275	Prba.g_01309	Syad.g_01699
OG0001276	Prba.g_01289	Syad.g_01683
OG0001277	Prba.g_01232	Syad.g_00127
OG0001278	Prba.g_00013	Syad.g_01445
OG0001279	Prba.g_01136	Syad.g_02248
OG0001280	Prba.g_01191	Syad.g_02402
OG0001281	Prba.g_01197	Syad.g_02413
OG0001282	Prba.g_00195	Syad.g_00890
OG0001283	Prba.g_00176	Syad.g_00138
OG0001284	Prba.g_00318	Syad.g_02585
OG0001285	Prba.g_00594	Syad.g_02043
OG0001286	Prba.g_00433	Syad.g_00698
OG0001287	Prba.g_00770	Syad.g_00346
OG0001288	Prba.g_00779	Syad.g_00326
OG0001289	Prba.g_01875	Syad.g_02767
OG0001290	Prba.g_01888	Syad.g_02794
OG0001291	Prba.g_01923	Syad.g_02854
OG0001292	Prba.g_00467	Syad.g_00572
OG0001293	Prba.g_00479	Syad.g_00549
OG0001294	Prba.g_00872	Syad.g_01597
OG0001295	Prba.g_00994	Syad.g_00997
OG0001296	Prba.g_00952	Syad.g_00939
OG0001297	Prba.g_00947	Syad.g_00943
OG0001298	Prba.g_01739	Syad.g_01055
OG0001299	Prba.g_01651	Syad.g_01591
OG0001300	Prba.g_01624	Syad.g_01339
OG0001301	Prba.g_01621	Syad.g_01303
OG0001302	Prba.g_01512	Syad.g_02123
OG0001303	Prba.g_01305	Syad.g_01655
OG0001304	Prba.g_01279	Syad.g_01669
OG0001305	Prba.g_01260	Syad.g_01296
OG0001306	Prba.g_00078	Syad.g_01119
OG0001307	Prba.g_00213	Syad.g_00626
OG0001309	Prba.g_00294	Syad.g_00950
OG0001310	Prba.g_00608	Syad.g_02638
OG0001311	Prba.g_01287	Syad.g_01681
OG0001312	Prba.g_01356	Syad.g_01788
OG0001314	Prba.g_01562	Syad.g_01356, Syad.g_01420, Syad.g_00861
OG0001315	Prba.g_01850	Syad.g_00715
OG0001316	Prba.g_01928	Syad.g_02861
OG0001317	Prba.g_00453	Syad.g_00814
OG0001318	Prba.g_00475	Syad.g_00557
OG0001321	Prba.g_01010	Syad.g_02423
OG0001322	Prba.g_01009	Syad.g_02422
OG0001323	Prba.g_00942	Syad.g_00953
OG0001324	Prba.g_01623	Syad.g_01338
OG0001325	Prba.g_01589	Syad.g_01811
OG0001326	Prba.g_01422	Syad.g_00092
OG0001327	Prba.g_01248	Syad.g_01605
OG0001328	Prba.g_01223	Syad.g_01638
OG0001329	Prba.g_00104, Prba.g_00721	Syad.g_00866
OG0001330	Prba.g_01166	Syad.g_02395
OG0001332	Prba.g_00345	Syad.g_02535
OG0001333	Prba.g_00583	Syad.g_02487
OG0001334	Prba.g_01063	Syad.g_00725
OG0001335	Prba.g_01064	Syad.g_00726
OG0001336	Prba.g_01779	Syad.g_00139
OG0001339	Prba.g_01891	Syad.g_02797
OG0001340	Prba.g_00544	Syad.g_00742
OG0001341	Prba.g_01556	Syad.g_01312
OG0001343	Prba.g_01413	Syad.g_00079
OG0001344	Prba.g_00059	Syad.g_01157
OG0001345	Prba.g_00044	Syad.g_01188
OG0001346	Prba.g_01193	Syad.g_02406
OG0001352	Prba.g_01637	Syad.g_00969
OG0001353	Prba.g_01467	Syad.g_01244
OG0001354	Prba.g_01327	Syad.g_01728
OG0001355	Prba.g_00262	Syad.g_02116
OG0001356	Prba.g_01535	Syad.g_01251
OG0001358	Prba.g_01697	Syad.g_02179
OG0001359	Prba.g_01412	Syad.g_00078
OG0001360	Prba.g_01220	Syad.g_01191
OG0001361	Prba.g_00047	Syad.g_01185
OG0001362	Prba.g_00699	Syad.g_02294
OG0001363	Prba.g_00697	Syad.g_02296
OG0001364	Prba.g_01066	Syad.g_00431
OG0001369	Prba.g_01880	Syad.g_02784
OG0001373	Prba.g_01423	Syad.g_00091
OG0001374	Prba.g_01415	Syad.g_00099
OG0001375	Prba.g_01414	Syad.g_00080
OG0001376	Prba.g_01254	Syad.g_00015
OG0001377	Prba.g_01253	Syad.g_00014
OG0001378	Prba.g_00750	Syad.g_02454
OG0001379	Prba.g_01186	Syad.g_02397
OG0001381	Prba.g_00202	Syad.g_01266, Syad.g_00614
OG0001385	Prba.g_01426	Syad.g_00088
OG0001386	Prba.g_01425	Syad.g_00089
OG0001387	Prba.g_01424	Syad.g_00090
OG0001388	Prba.g_01421	Syad.g_00093
OG0001389	Prba.g_01420	Syad.g_00094
OG0001390	Prba.g_01419	Syad.g_00095
OG0001391	Prba.g_01418	Syad.g_00096
OG0001392	Prba.g_01417	Syad.g_00097
OG0001393	Prba.g_01416	Syad.g_00098
OG0001395	Prba.g_01277	Syad.g_01792
OG0001397	Prba.g_00698	Syad.g_02295
OG0001398	Prba.g_00265	Syad.g_01977
OG0001399	Prba.g_00374	Syad.g_02336
OG0001402	Prba.g_01540	Syad.g_02174
OG0001403	Prba.g_01823	Syad.g_00197
OG0001404	Prba.g_01856	Syad.g_02727
OG0001405	Prba.g_00542	Syad.g_00728
OG0001407	Prba.g_01242	Syad.g_00970
OG0001408	Prba.g_01237	Syad.g_01431
OG0001410	Prba.g_00212	Syad.g_00627
OG0001413	Prba.g_00303	Syad.g_02113
OG0001414	Prba.g_00448	Syad.g_00615
OG0001416	Prba.g_01002	Syad.g_02410
OG0001417	Prba.g_00992	Syad.g_01729
OG0001419	Prba.g_01241	Syad.g_00971
OG0001420	Prba.g_00741	Syad.g_00963
OG0001421	Prba.g_00297	Syad.g_02105, Syad.g_02039
OG0001425	Prba.g_00828	Syad.g_00012
OG0001428	Prba.g_00628	Syad.g_02906
OG0001429	Prba.g_01509	Syad.g_01656
OG0001430	Prba.g_01161	Syad.g_03026
OG0001431	Prba.g_01164	Syad.g_00393
OG0001432	Prba.g_00305	Syad.g_01382
OG0001433	Prba.g_01536	Syad.g_01253, Syad.g_01252
OG0001434	Prba.g_01376	Syad.g_01916
OG0001439	Prba.g_00523	Syad.g_00476
OG0001442	Prba.g_01564	Syad.g_01906
OG0001447	Prba.g_01914	Syad.g_02842
OG0001448	Prba.g_00860	Syad.g_02723
OG0001449	Prba.g_00896	Syad.g_00583
OG0001452	Prba.g_01408	Syad.g_00563
OG0001453	Prba.g_01315	Syad.g_01709
OG0001454	Prba.g_01227	Syad.g_02101
OG0001456	Prba.g_00087	Syad.g_00101
OG0001457	Prba.g_00086	Syad.g_00102
OG0001458	Prba.g_00085	Syad.g_00103
OG0001459	Prba.g_01150	Syad.g_01550
OG0001460	Prba.g_01537	Syad.g_01254
OG0001462	Prba.g_01827	Syad.g_00204
OG0001463	Prba.g_00503	Syad.g_01264
OG0001464	Prba.g_00545	Syad.g_00743
OG0001465	Prba.g_01615	Syad.g_01830
OG0001471	Prba.g_00302	Syad.g_00484
OG0001473	Prba.g_00787	Syad.g_02127
OG0001474	Prba.g_00556	Syad.g_00768
OG0001475	Prba.g_00162	Syad.g_02464
OG0001479	Prba.g_00553	Syad.g_00765
OG0001480	Prba.g_00862	Syad.g_01194
OG0001482	Prba.g_01004	Syad.g_01719
OG0001492	Prba.g_00016	Syad.g_01448
OG0001493	Prba.g_00008	Syad.g_01439
OG0001499	Prba.g_01849	Syad.g_02081
OG0001502	Prba.g_01529	Syad.g_01202
OG0001504	Prba.g_01151	Syad.g_01535
OG0001508	Prba.g_00174	Syad.g_02461
OG0001520	Prba.g_00888	Syad.g_01039
OG0001522	Prba.g_01466	Syad.g_01243
OG0001525	Prba.g_00286	Syad.g_00036
OG0001547	Prba.g_01527	Syad.g_01963
OG0001548	Prba.g_01523	Syad.g_02092
OG0001551	Prba.g_00088	Syad.g_01256
OG0001554	Prba.g_00296	Syad.g_03031
OG0001555	Prba.g_00281	Syad.g_01923
OG0001564	Prba.g_00133	Syad.g_01539
OG0001567	Prba.g_01528	Syad.g_01965
OG0001568	Prba.g_01526	Syad.g_01961
OG0001570	Prba.g_00738	Syad.g_01985
OG0001582	Prba.g_00993	Syad.g_02086
OG0001585	Prba.g_01140	Syad.g_02678
OG0001602	Prba.g_01616	Syad.g_01831
OG0001635	Prba.g_00244	Syad.g_00322
OG0001666	Prba.g_01149	Syad.g_01536
OG0001780	Prba.g_00138	Syad.g_00288
OG0002112	Prba.g_00908	Syad.g_00494
OG0002157	Prba.g_00909	Syad.g_00493
OG0002158	Prba.g_00907	Syad.g_00495
OG0002321	Prba.g_00140	Syad.g_00278
OG0002618	Prba.g_00904	Syad.g_00382
OG0002733	Prba.g_01109	Syad.g_02712
OG0003054	Prba.g_01092	Syad.g_00862
