Orthogroup	Prba	Syat
OG0001178	Prba.g_00385	Syat.g_03137
OG0001180	Prba.g_00435	Syat.g_01654
OG0001181	Prba.g_01048	Syat.g_01650
OG0001182	Prba.g_01055	Syat.g_01642
OG0001183	Prba.g_01060	Syat.g_01632
OG0001184	Prba.g_01076	Syat.g_02160
OG0001185	Prba.g_00762	Syat.g_02200
OG0001186	Prba.g_00786	Syat.g_02235
OG0001187	Prba.g_00790	Syat.g_02256
OG0001188	Prba.g_00793	Syat.g_02261
OG0001189	Prba.g_00810	Syat.g_02287
OG0001190	Prba.g_00814	Syat.g_02692
OG0001191	Prba.g_00824	Syat.g_02675
OG0001192	Prba.g_00829	Syat.g_02663
OG0001193	Prba.g_00839	Syat.g_02513
OG0001194	Prba.g_00840	Syat.g_02515
OG0001195	Prba.g_00841	Syat.g_02516
OG0001196	Prba.g_01782	Syat.g_02398
OG0001197	Prba.g_01783	Syat.g_02396
OG0001199	Prba.g_01862	Syat.g_01475
OG0001200	Prba.g_01864	Syat.g_01477
OG0001201	Prba.g_01896	Syat.g_01572
OG0001202	Prba.g_00655	Syat.g_02812
OG0001203	Prba.g_00457	Syat.g_01447
OG0001204	Prba.g_00462	Syat.g_01867
OG0001205	Prba.g_01016	Syat.g_01287
OG0001206	Prba.g_00999	Syat.g_03268
OG0001207	Prba.g_00984	Syat.g_03162
OG0001208	Prba.g_00979	Syat.g_03172
OG0001209	Prba.g_00926	Syat.g_03273
OG0001210	Prba.g_01775	Syat.g_00103
OG0001211	Prba.g_01765	Syat.g_00078
OG0001213	Prba.g_01688	Syat.g_03289
OG0001214	Prba.g_01680	Syat.g_00128
OG0001216	Prba.g_01592	Syat.g_00660
OG0001217	Prba.g_01554	Syat.g_02587
OG0001218	Prba.g_01547	Syat.g_01356
OG0001219	Prba.g_01510	Syat.g_00629
OG0001220	Prba.g_01447	Syat.g_01534
OG0001222	Prba.g_01345	Syat.g_00597
OG0001223	Prba.g_01319	Syat.g_00544
OG0001224	Prba.g_01268	Syat.g_00804
OG0001225	Prba.g_01266	Syat.g_00806
OG0001226	Prba.g_01240	Syat.g_01485
OG0001228	Prba.g_00018	Syat.g_00938
OG0001229	Prba.g_00198	Syat.g_00981
OG0001230	Prba.g_00105	Syat.g_01235
OG0001231	Prba.g_00291	Syat.g_02327
OG0001232	Prba.g_00597	Syat.g_03041
OG0001233	Prba.g_00577	Syat.g_03012
OG0001234	Prba.g_00372	Syat.g_02092
OG0001235	Prba.g_00382	Syat.g_01838
OG0001236	Prba.g_01073	Syat.g_02156
OG0001237	Prba.g_01077	Syat.g_02161
OG0001238	Prba.g_00825	Syat.g_02673
OG0001239	Prba.g_01859	Syat.g_01472
OG0001240	Prba.g_01881	Syat.g_01554
OG0001241	Prba.g_01889	Syat.g_01564
OG0001242	Prba.g_01907	Syat.g_02936
OG0001243	Prba.g_01913	Syat.g_02928
OG0001244	Prba.g_01929	Syat.g_02901
OG0001245	Prba.g_00874	Syat.g_00212
OG0001246	Prba.g_00957	Syat.g_03209
OG0001247	Prba.g_01634	Syat.g_01019
OG0001248	Prba.g_01632	Syat.g_03159
OG0001249	Prba.g_01521	Syat.g_01620
OG0001250	Prba.g_01458	Syat.g_00739
OG0001251	Prba.g_01410	Syat.g_00963, Syat.g_00621
OG0001252	Prba.g_01273	Syat.g_00787
OG0001255	Prba.g_00080	Syat.g_00843
OG0001256	Prba.g_00298	Syat.g_03111
OG0001257	Prba.g_00292	Syat.g_01716, Syat.g_00346, Syat.g_00438, Syat.g_00729, Syat.g_00918
OG0001258	Prba.g_00229	Syat.g_03119
OG0001259	Prba.g_00579	Syat.g_03014
OG0001261	Prba.g_00421	Syat.g_01791
OG0001262	Prba.g_00808	Syat.g_02285
OG0001263	Prba.g_01916	Syat.g_02926
OG0001265	Prba.g_01906	Syat.g_02938
OG0001266	Prba.g_00659	Syat.g_02808
OG0001267	Prba.g_00497	Syat.g_02060
OG0001268	Prba.g_00555	Syat.g_01608
OG0001269	Prba.g_00853	Syat.g_02369
OG0001270	Prba.g_01027	Syat.g_02968
OG0001271	Prba.g_00989	Syat.g_01374
OG0001272	Prba.g_00975	Syat.g_03176
OG0001274	Prba.g_01614	Syat.g_02727
OG0001275	Prba.g_01309	Syat.g_00529
OG0001276	Prba.g_01289	Syat.g_00705
OG0001277	Prba.g_01232	Syat.g_03312
OG0001278	Prba.g_00013	Syat.g_00895
OG0001279	Prba.g_01136	Syat.g_01252
OG0001281	Prba.g_01197	Syat.g_01159
OG0001282	Prba.g_00195	Syat.g_02780
OG0001283	Prba.g_00176	Syat.g_02403
OG0001286	Prba.g_00433	Syat.g_01656
OG0001287	Prba.g_00770	Syat.g_02208
OG0001288	Prba.g_00779	Syat.g_02225
OG0001289	Prba.g_01875	Syat.g_01527
OG0001290	Prba.g_01888	Syat.g_01563
OG0001291	Prba.g_01923	Syat.g_02916
OG0001292	Prba.g_00467	Syat.g_01873
OG0001293	Prba.g_00479	Syat.g_01995
OG0001294	Prba.g_00872	Syat.g_00409
OG0001295	Prba.g_00994	Syat.g_00945
OG0001296	Prba.g_00952	Syat.g_03217
OG0001297	Prba.g_00947	Syat.g_03221
OG0001298	Prba.g_01739	Syat.g_00043
OG0001299	Prba.g_01651	Syat.g_00401
OG0001300	Prba.g_01624	Syat.g_01025
OG0001303	Prba.g_01305	Syat.g_00628
OG0001304	Prba.g_01279	Syat.g_00690
OG0001305	Prba.g_01260	Syat.g_00813
OG0001306	Prba.g_00078	Syat.g_03234
OG0001307	Prba.g_00213	Syat.g_02082
OG0001308	Prba.g_00703	Syat.g_01176
OG0001309	Prba.g_00294	Syat.g_01113
OG0001310	Prba.g_00608	Syat.g_03066
OG0001311	Prba.g_01287	Syat.g_00703
OG0001312	Prba.g_01356	Syat.g_00615
OG0001314	Prba.g_01562	Syat.g_00839, Syat.g_00137
OG0001315	Prba.g_01850	Syat.g_01634
OG0001317	Prba.g_00453	Syat.g_01451
OG0001318	Prba.g_00475	Syat.g_01888
OG0001319	Prba.g_00490	Syat.g_02048
OG0001323	Prba.g_00942	Syat.g_01111
OG0001325	Prba.g_01589	Syat.g_00664
OG0001326	Prba.g_01422	Syat.g_02525
OG0001327	Prba.g_01248	Syat.g_00414
OG0001329	Prba.g_00104, Prba.g_00721	Syat.g_00097
OG0001331	Prba.g_00190	Syat.g_01301
OG0001333	Prba.g_00583	Syat.g_03018
OG0001336	Prba.g_01779	Syat.g_02402
OG0001345	Prba.g_00044	Syat.g_00290
OG0001351	Prba.g_01007	Syat.g_01318
OG0001353	Prba.g_01467	Syat.g_00717
OG0001354	Prba.g_01327	Syat.g_00558
OG0001355	Prba.g_00262	Syat.g_02589
OG0001356	Prba.g_01535	Syat.g_01035, Syat.g_01428
OG0001358	Prba.g_01697	Syat.g_03319
OG0001360	Prba.g_01220	Syat.g_00256
OG0001361	Prba.g_00047	Syat.g_00293
OG0001364	Prba.g_01066	Syat.g_02143
OG0001365	Prba.g_00818	Syat.g_02687
OG0001371	Prba.g_01638	Syat.g_01490
OG0001373	Prba.g_01423	Syat.g_02524
OG0001374	Prba.g_01415	Syat.g_02541
OG0001376	Prba.g_01254	Syat.g_00841
OG0001377	Prba.g_01253	Syat.g_00842
OG0001378	Prba.g_00750	Syat.g_02967
OG0001379	Prba.g_01186	Syat.g_01147
OG0001382	Prba.g_00277	Syat.g_00101
OG0001385	Prba.g_01426	Syat.g_02521
OG0001386	Prba.g_01425	Syat.g_02522
OG0001387	Prba.g_01424	Syat.g_02523
OG0001388	Prba.g_01421	Syat.g_02526
OG0001389	Prba.g_01420	Syat.g_02531
OG0001390	Prba.g_01419	Syat.g_02532
OG0001391	Prba.g_01418	Syat.g_02533
OG0001392	Prba.g_01417	Syat.g_02539
OG0001393	Prba.g_01416	Syat.g_02540
OG0001402	Prba.g_01540	Syat.g_03314
OG0001403	Prba.g_01823	Syat.g_02307
OG0001406	Prba.g_01255	Syat.g_00840
OG0001408	Prba.g_01237	Syat.g_00211
OG0001409	Prba.g_00056	Syat.g_01007
OG0001413	Prba.g_00303	Syat.g_02775, Syat.g_00853
OG0001415	Prba.g_00450	Syat.g_00017
OG0001416	Prba.g_01002	Syat.g_02491
OG0001417	Prba.g_00992	Syat.g_01705
OG0001418	Prba.g_01633	Syat.g_03267
OG0001420	Prba.g_00741	Syat.g_01099
OG0001421	Prba.g_00297	Syat.g_03056
OG0001429	Prba.g_01509	Syat.g_00627
OG0001430	Prba.g_01161	Syat.g_03343
OG0001432	Prba.g_00305	Syat.g_00846
OG0001433	Prba.g_01536	Syat.g_01429
OG0001434	Prba.g_01376	Syat.g_00455
OG0001437	Prba.g_00449	Syat.g_00016
OG0001439	Prba.g_00523	Syat.g_02105
OG0001441	Prba.g_00940	Syat.g_01109
OG0001449	Prba.g_00896	Syat.g_00800
OG0001451	Prba.g_01438	Syat.g_02877
OG0001452	Prba.g_01408	Syat.g_01881
OG0001453	Prba.g_01315	Syat.g_00538
OG0001454	Prba.g_01227	Syat.g_00189
OG0001456	Prba.g_00087	Syat.g_02545
OG0001457	Prba.g_00086	Syat.g_02546
OG0001458	Prba.g_00085	Syat.g_02547
OG0001459	Prba.g_01150	Syat.g_03357, Syat.g_03358
OG0001460	Prba.g_01537	Syat.g_01430
OG0001462	Prba.g_01827	Syat.g_02301
OG0001467	Prba.g_01520	Syat.g_02457
OG0001473	Prba.g_00787	Syat.g_00190
OG0001474	Prba.g_00556	Syat.g_01607
OG0001475	Prba.g_00162	Syat.g_01116
OG0001479	Prba.g_00553	Syat.g_01610
OG0001480	Prba.g_00862	Syat.g_00100
OG0001482	Prba.g_01004	Syat.g_00549
OG0001486	Prba.g_00066	Syat.g_03258
OG0001492	Prba.g_00016	Syat.g_00898
OG0001493	Prba.g_00008	Syat.g_00890
OG0001502	Prba.g_01529	Syat.g_00757
OG0001504	Prba.g_01151	Syat.g_03356
OG0001505	Prba.g_00163	Syat.g_01215
OG0001507	Prba.g_00250	Syat.g_03261
OG0001508	Prba.g_00174	Syat.g_02258
OG0001520	Prba.g_00888	Syat.g_00852
OG0001522	Prba.g_01466	Syat.g_00642
OG0001523	Prba.g_00093	Syat.g_01089
OG0001524	Prba.g_00092	Syat.g_01088
OG0001526	Prba.g_00355	Syat.g_02907
OG0001546	Prba.g_00937	Syat.g_01106
OG0001547	Prba.g_01527	Syat.g_00645
OG0001549	Prba.g_01440	Syat.g_00799
OG0001553	Prba.g_00716	Syat.g_01230
OG0001554	Prba.g_00296	Syat.g_01005
OG0001564	Prba.g_00133	Syat.g_01209
OG0001567	Prba.g_01528	Syat.g_00651
OG0001568	Prba.g_01526	Syat.g_00643
OG0001570	Prba.g_00738	Syat.g_03269
OG0001584	Prba.g_01364	Syat.g_00468
OG0001587	Prba.g_00353	Syat.g_02990
OG0001613	Prba.g_01058	Syat.g_01635
OG0001635	Prba.g_00244	Syat.g_02229, Syat.g_01993
OG0001666	Prba.g_01149	Syat.g_03349
OG0001701	Prba.g_00356	Syat.g_02905
OG0001726	Prba.g_00914	Syat.g_02003
OG0001745	Prba.g_00306	Syat.g_00971
OG0002029	Prba.g_01148	Syat.g_03352
OG0002249	Prba.g_01110	Syat.g_01310
OG0002349	Prba.g_00575	Syat.g_03010
OG0002559	Prba.g_01088	Syat.g_00145
OG0002565	Prba.g_01119	Syat.g_03291
OG0002628	Prba.g_00156	Syat.g_02210
OG0002733	Prba.g_01109	Syat.g_03323
