Orthogroup	Prac	Prah
OG0001179	Prac.g_00029	Prah.g_02247
OG0001180	Prac.g_00030	Prah.g_00168
OG0001181	Prac.g_00031	Prah.g_00167
OG0001182	Prac.g_00032	Prah.g_00166
OG0001183	Prac.g_00033	Prah.g_00165
OG0001184	Prac.g_00034	Prah.g_00164
OG0001185	Prac.g_00035	Prah.g_00163
OG0001186	Prac.g_00036	Prah.g_00156
OG0001187	Prac.g_00037	Prah.g_00155
OG0001188	Prac.g_00038	Prah.g_00154
OG0001189	Prac.g_00039	Prah.g_00152
OG0001190	Prac.g_00040	Prah.g_00151
OG0001191	Prac.g_00042	Prah.g_00149
OG0001192	Prac.g_00044	Prah.g_00146
OG0001193	Prac.g_00045	Prah.g_00145
OG0001194	Prac.g_00046	Prah.g_00144
OG0001195	Prac.g_00047	Prah.g_00136
OG0001196	Prac.g_00049	Prah.g_00134
OG0001197	Prac.g_00051	Prah.g_00130
OG0001198	Prac.g_00052	Prah.g_00129
OG0001199	Prac.g_00053	Prah.g_00128
OG0001200	Prac.g_00054	Prah.g_00127
OG0001201	Prac.g_00055	Prah.g_00126
OG0001202	Prac.g_00056	Prah.g_00125
OG0001203	Prac.g_00058	Prah.g_00088
OG0001204	Prac.g_00061	Prah.g_00086
OG0001205	Prac.g_00062	Prah.g_00085
OG0001206	Prac.g_00063	Prah.g_00084
OG0001207	Prac.g_00064	Prah.g_00080
OG0001208	Prac.g_00065	Prah.g_00079
OG0001209	Prac.g_00066	Prah.g_00078
OG0001210	Prac.g_00067	Prah.g_00076
OG0001211	Prac.g_00068	Prah.g_00074
OG0001212	Prac.g_00069	Prah.g_00073
OG0001213	Prac.g_00070	Prah.g_00071
OG0001214	Prac.g_00071	Prah.g_00070
OG0001215	Prac.g_00072	Prah.g_00068
OG0001216	Prac.g_00073	Prah.g_00067
OG0001217	Prac.g_00074	Prah.g_00066
OG0001218	Prac.g_00075	Prah.g_00065
OG0001219	Prac.g_00076	Prah.g_00063
OG0001220	Prac.g_00077	Prah.g_00062
OG0001221	Prac.g_00078	Prah.g_00061
OG0001222	Prac.g_00080	Prah.g_00059
OG0001223	Prac.g_00082	Prah.g_00055
OG0001224	Prac.g_00083	Prah.g_00053
OG0001225	Prac.g_00085	Prah.g_02490
OG0001226	Prac.g_00086	Prah.g_02491
OG0001227	Prac.g_00087	Prah.g_02492
OG0001228	Prac.g_00088	Prah.g_02493
OG0001229	Prac.g_00089	Prah.g_02495
OG0001230	Prac.g_00090	Prah.g_02496
OG0001231	Prac.g_00091	Prah.g_02497
OG0001232	Prac.g_00093	Prah.g_02499
OG0001233	Prac.g_00094	Prah.g_02501
OG0001234	Prac.g_00095	Prah.g_02503
OG0001235	Prac.g_00096	Prah.g_02504
OG0001236	Prac.g_00097	Prah.g_02505
OG0001237	Prac.g_00099	Prah.g_02508
OG0001238	Prac.g_00100	Prah.g_02513
OG0001239	Prac.g_00103	Prah.g_02536
OG0001240	Prac.g_00104	Prah.g_02540
OG0001241	Prac.g_00105	Prah.g_02541
OG0001242	Prac.g_00106	Prah.g_02543
OG0001243	Prac.g_00107	Prah.g_02544
OG0001244	Prac.g_00108	Prah.g_02547
OG0001245	Prac.g_00109	Prah.g_02548
OG0001246	Prac.g_00110	Prah.g_02550
OG0001247	Prac.g_00111	Prah.g_02551
OG0001248	Prac.g_00112	Prah.g_02552
OG0001249	Prac.g_00113	Prah.g_02565
OG0001250	Prac.g_00114	Prah.g_02574
OG0001251	Prac.g_00115	Prah.g_02575
OG0001252	Prac.g_00116	Prah.g_02576
OG0001253	Prac.g_00117	Prah.g_02577
OG0001254	Prac.g_00119	Prah.g_02579
OG0001255	Prac.g_00120	Prah.g_02580
OG0001256	Prac.g_00122	Prah.g_02584
OG0001257	Prac.g_00123	Prah.g_02586
OG0001258	Prac.g_00124	Prah.g_02587
OG0001259	Prac.g_00126	Prah.g_02591
OG0001260	Prac.g_00127	Prah.g_02593
OG0001261	Prac.g_00128	Prah.g_02594
OG0001262	Prac.g_00129	Prah.g_02596
OG0001263	Prac.g_00130	Prah.g_02598
OG0001264	Prac.g_00131	Prah.g_02600
OG0001265	Prac.g_01950	Prah.g_02601
OG0001266	Prac.g_01949	Prah.g_02602
OG0001267	Prac.g_01948	Prah.g_02603
OG0001268	Prac.g_01947	Prah.g_02604
OG0001269	Prac.g_01839	Prah.g_01880
OG0001271	Prac.g_01780	Prah.g_02287
OG0001272	Prac.g_01650	Prah.g_02135
OG0001273	Prac.g_01201	Prah.g_01941
OG0001274	Prac.g_01062	Prah.g_01564
OG0001275	Prac.g_00873	Prah.g_01545
OG0001276	Prac.g_00783	Prah.g_01418
OG0001278	Prac.g_01425	Prah.g_00581
OG0001279	Prac.g_01385	Prah.g_00734
OG0001280	Prac.g_01280	Prah.g_00856
OG0001281	Prac.g_01232	Prah.g_01192
OG0001282	Prac.g_01214	Prah.g_00722
OG0001285	Prac.g_01001	Prah.g_01037
OG0001286	Prac.g_00988	Prah.g_01324
OG0001288	Prac.g_00371	Prah.g_01203
OG0001289	Prac.g_00360	Prah.g_01622
OG0001291	Prac.g_00318	Prah.g_01521
OG0001292	Prac.g_00313	Prah.g_01050
OG0001293	Prac.g_00297	Prah.g_00282
OG0001294	Prac.g_00285, Prac.g_00878	Prah.g_00710
OG0001296	Prac.g_00633	Prah.g_01665
OG0001297	Prac.g_00629	Prah.g_01670
OG0001298	Prac.g_00626	Prah.g_01673
OG0001299	Prac.g_00479	Prah.g_02068
OG0001300	Prac.g_00504	Prah.g_01682
OG0001301	Prac.g_00023	Prah.g_02240
OG0001302	Prac.g_00050	Prah.g_00131
OG0001303	Prac.g_00081	Prah.g_00057
OG0001304	Prac.g_00125	Prah.g_02589
OG0001305	Prac.g_00875, Prac.g_01598	Prah.g_01100
OG0001306	Prac.g_01110	Prah.g_00231
OG0001307	Prac.g_01917	Prah.g_00037
OG0001308	Prac.g_01860	Prah.g_01841
OG0001309	Prac.g_01857	Prah.g_01844
OG0001310	Prac.g_01855	Prah.g_01846
OG0001311	Prac.g_01838	Prah.g_01881
OG0001312	Prac.g_01812	Prah.g_00185
OG0001313	Prac.g_01806	Prah.g_02251
OG0001314	Prac.g_01731	Prah.g_02359
OG0001315	Prac.g_01687	Prah.g_02077
OG0001318	Prac.g_00734	Prah.g_00499
OG0001320	Prac.g_01265	Prah.g_00906
OG0001321	Prac.g_01260	Prah.g_00911
OG0001322	Prac.g_01223	Prah.g_02573
OG0001323	Prac.g_01036	Prah.g_00054
OG0001325	Prac.g_01026	Prah.g_01182
OG0001326	Prac.g_00957	Prah.g_01250
OG0001327	Prac.g_00201	Prah.g_00325
OG0001328	Prac.g_00315	Prah.g_00018
OG0001329	Prac.g_00602	Prah.g_01704
OG0001330	Prac.g_00568	Prah.g_01761
OG0001331	Prac.g_00019	Prah.g_02235
OG0001332	Prac.g_01790	Prah.g_02279
OG0001334	Prac.g_01078	Prah.g_01481
OG0001335	Prac.g_01240	Prah.g_00555
OG0001336	Prac.g_01220	Prah.g_01120
OG0001338	Prac.g_00153	Prah.g_01354
OG0001339	Prac.g_00180	Prah.g_01370
OG0001340	Prac.g_00237	Prah.g_02582
OG0001341	Prac.g_00322	Prah.g_01658
OG0001343	Prac.g_00628	Prah.g_01671
OG0001344	Prac.g_00579	Prah.g_01737
OG0001346	Prac.g_00043	Prah.g_00148
OG0001347	Prac.g_00079	Prah.g_00060
OG0001348	Prac.g_01803	Prah.g_02253
OG0001349	Prac.g_01813	Prah.g_00187
OG0001351	Prac.g_01727	Prah.g_02363
OG0001352	Prac.g_01682	Prah.g_02083
OG0001353	Prac.g_01670	Prah.g_02108
OG0001354	Prac.g_01651	Prah.g_02134
OG0001355	Prac.g_01195	Prah.g_01934
OG0001356	Prac.g_01155	Prah.g_00443
OG0001357	Prac.g_01113	Prah.g_00228
OG0001358	Prac.g_01072	Prah.g_00309
OG0001359	Prac.g_01058	Prah.g_01560
OG0001360	Prac.g_00862	Prah.g_01531
OG0001362	Prac.g_00796	Prah.g_01435
OG0001363	Prac.g_00668	Prah.g_02393
OG0001365	Prac.g_01435	Prah.g_00597
OG0001367	Prac.g_01300	Prah.g_00837
OG0001368	Prac.g_01281	Prah.g_00855
OG0001371	Prac.g_00935	Prah.g_01284
OG0001375	Prac.g_00588	Prah.g_01726
OG0001376	Prac.g_00493	Prah.g_01971, Prah.g_00340
OG0001378	Prac.g_01279	Prah.g_00857
OG0001382	Prac.g_01796	Prah.g_02263
OG0001385	Prac.g_01659	Prah.g_02124
OG0001389	Prac.g_01093	Prah.g_00256
OG0001391	Prac.g_00867	Prah.g_01537
OG0001393	Prac.g_00853	Prah.g_01518
OG0001404	Prac.g_01296	Prah.g_00756
OG0001421	Prac.g_01346	Prah.g_00766
OG0001422	Prac.g_00892	Prah.g_00994, Prah.g_00343
OG0001425	Prac.g_01605	Prah.g_01957
OG0001427	Prac.g_00851	Prah.g_01516
OG0001436	Prac.g_00302	Prah.g_00891
OG0001437	Prac.g_00295	Prah.g_02412
OG0001438	Prac.g_00121	Prah.g_02583
OG0001439	Prac.g_00634	Prah.g_01078, Prah.g_01074
OG0001446	Prac.g_00900	Prah.g_02519, Prah.g_01163
OG0001448	Prac.g_00751	Prah.g_00527
OG0001450	Prac.g_01024	Prah.g_01213
OG0001459	Prac.g_00282, Prac.g_00889, Prac.g_00913, Prac.g_00881	Prah.g_01003
OG0001465	Prac.g_00784, Prac.g_01965	Prah.g_01419
OG0001476	Prac.g_00414	Prah.g_00411
OG0001480	Prac.g_00287, Prac.g_00921	Prah.g_02278
OG0001482	Prac.g_01611	Prah.g_02184
OG0001484	Prac.g_01120	Prah.g_00621
OG0001485	Prac.g_01414	Prah.g_00964
OG0001488	Prac.g_01247	Prah.g_02512
OG0001489	Prac.g_01246	Prah.g_02511
OG0001490	Prac.g_01245	Prah.g_02510
OG0001491	Prac.g_01239	Prah.g_01034
OG0001492	Prac.g_01211	Prah.g_01240
OG0001493	Prac.g_01047	Prah.g_00223
OG0001494	Prac.g_00969	Prah.g_01294
OG0001505	Prac.g_01530	Prah.g_00691
OG0001508	Prac.g_01446	Prah.g_01613
OG0001511	Prac.g_00643	Prah.g_02553
OG0001512	Prac.g_00644	Prah.g_02554
OG0001513	Prac.g_00645	Prah.g_02555
OG0001514	Prac.g_00646	Prah.g_02556
OG0001515	Prac.g_00647	Prah.g_02557
OG0001516	Prac.g_00648	Prah.g_02558
OG0001517	Prac.g_00649	Prah.g_02559
OG0001518	Prac.g_00650	Prah.g_02560
OG0001519	Prac.g_00651	Prah.g_02561
OG0001520	Prac.g_00652	Prah.g_02562
OG0001521	Prac.g_00653	Prah.g_02563
OG0001522	Prac.g_00654	Prah.g_02564
OG0001536	Prac.g_00899	Prah.g_01162
OG0001540	Prac.g_01088	Prah.g_01367
OG0001547	Prac.g_01912	Prah.g_00044
OG0001557	Prac.g_00306	Prah.g_01817
OG0001559	Prac.g_00907	Prah.g_00213
OG0001560	Prac.g_01388	Prah.g_00737
OG0001570	Prac.g_01086	Prah.g_00617
OG0001588	Prac.g_00911	Prah.g_01101
OG0001602	Prac.g_01638	Prah.g_02149
OG0001610	Prac.g_01398	Prah.g_01220
OG0001630	Prac.g_00241	Prah.g_00121
OG0001632	Prac.g_01509	Prah.g_00339, Prah.g_01973
OG0001635	Prac.g_01197	Prah.g_01936
OG0001702	Prac.g_00435	Prah.g_02223
OG0001720	Prac.g_00238	Prah.g_00118
OG0001733	Prac.g_00239	Prah.g_00119
OG0001800	Prac.g_01872	Prah.g_00992
OG0001821	Prac.g_00262	Prah.g_02131
OG0001857	Prac.g_01962	Prah.g_01054
OG0001872	Prac.g_01123	Prah.g_00612
OG0001873	Prac.g_01126	Prah.g_00745
OG0002024	Prac.g_00638	Prah.g_00725
OG0003044	Prac.g_01908	Prah.g_00351
