Orthogroup	Pray	Syah
OG0001166	Pray.g_01540	Syah.g_02410
OG0001167	Pray.g_01523	Syah.g_02259
OG0001168	Pray.g_01521	Syah.g_02261
OG0001169	Pray.g_01519	Syah.g_02263
OG0001170	Pray.g_01517	Syah.g_02265
OG0001171	Pray.g_01508	Syah.g_02276
OG0001172	Pray.g_01237	Syah.g_00692
OG0001173	Pray.g_01238	Syah.g_00693
OG0001174	Pray.g_01246	Syah.g_00701
OG0001175	Pray.g_01247	Syah.g_00702
OG0001176	Pray.g_01254	Syah.g_00738
OG0001177	Pray.g_01257	Syah.g_00736
OG0001178	Pray.g_01262	Syah.g_02390
OG0001179	Pray.g_01290	Syah.g_00767
OG0001180	Pray.g_01312	Syah.g_00792
OG0001181	Pray.g_01316	Syah.g_00796
OG0001182	Pray.g_01323	Syah.g_00805
OG0001183	Pray.g_01328	Syah.g_00810
OG0001184	Pray.g_01344	Syah.g_00192
OG0001185	Pray.g_01358	Syah.g_00244
OG0001186	Pray.g_01382	Syah.g_00294
OG0001187	Pray.g_01386	Syah.g_00289
OG0001188	Pray.g_01389	Syah.g_00299
OG0001189	Pray.g_01406	Syah.g_00316
OG0001190	Pray.g_01410	Syah.g_00512
OG0001191	Pray.g_01420	Syah.g_00491
OG0001192	Pray.g_01425	Syah.g_00485
OG0001193	Pray.g_01435	Syah.g_00456
OG0001194	Pray.g_01436	Syah.g_00454
OG0001195	Pray.g_01437	Syah.g_00453
OG0001196	Pray.g_01450	Syah.g_00390
OG0001197	Pray.g_01451	Syah.g_00388
OG0001198	Pray.g_01458	Syah.g_00376
OG0001199	Pray.g_00215	Syah.g_02488
OG0001200	Pray.g_00213	Syah.g_02490
OG0001201	Pray.g_00181	Syah.g_02538
OG0001202	Pray.g_00680	Syah.g_00594
OG0001203	Pray.g_00719	Syah.g_00909
OG0001204	Pray.g_00724	Syah.g_00676
OG0001205	Pray.g_00935	Syah.g_02222
OG0001206	Pray.g_00952	Syah.g_01208
OG0001207	Pray.g_00967	Syah.g_00987
OG0001208	Pray.g_00972	Syah.g_00999
OG0001209	Pray.g_01226	Syah.g_01067
OG0001210	Pray.g_01221	Syah.g_01074
OG0001211	Pray.g_01211	Syah.g_01092
OG0001212	Pray.g_01167	Syah.g_01150
OG0001213	Pray.g_01134	Syah.g_01946
OG0001214	Pray.g_01126	Syah.g_01933
OG0001215	Pray.g_01073	Syah.g_01996
OG0001216	Pray.g_01038	Syah.g_01727
OG0001217	Pray.g_00293	Syah.g_01869
OG0001218	Pray.g_00300	Syah.g_01244
OG0001219	Pray.g_00337	Syah.g_01578
OG0001220	Pray.g_00400	Syah.g_02113
OG0001221	Pray.g_00463	Syah.g_01816
OG0001223	Pray.g_00529	Syah.g_01654
OG0001224	Pray.g_00580	Syah.g_02034
OG0001225	Pray.g_00582	Syah.g_02032
OG0001226	Pray.g_00608	Syah.g_01887
OG0001227	Pray.g_00626	Syah.g_00472
OG0001228	Pray.g_00018	Syah.g_02228
OG0001229	Pray.g_01831	Syah.g_02009
OG0001230	Pray.g_01730	Syah.g_01302
OG0001231	Pray.g_01625	Syah.g_00356
OG0001232	Pray.g_01536	Syah.g_02422
OG0001233	Pray.g_01516	Syah.g_02266
OG0001234	Pray.g_01249	Syah.g_00706
OG0001236	Pray.g_01341	Syah.g_00189
OG0001237	Pray.g_01345	Syah.g_00201
OG0001238	Pray.g_01421	Syah.g_00490
OG0001240	Pray.g_00196	Syah.g_02523
OG0001241	Pray.g_00188	Syah.g_02532
OG0001242	Pray.g_00170	Syah.g_00011
OG0001243	Pray.g_00164	Syah.g_00017
OG0001244	Pray.g_00148	Syah.g_00049
OG0001245	Pray.g_00858	Syah.g_01848
OG0001246	Pray.g_00995	Syah.g_01025
OG0001247	Pray.g_01080	Syah.g_01741
OG0001248	Pray.g_01078	Syah.g_01744
OG0001249	Pray.g_00326	Syah.g_00849
OG0001250	Pray.g_00389	Syah.g_02090
OG0001251	Pray.g_00437	Syah.g_00448
OG0001252	Pray.g_00575	Syah.g_02041
OG0001253	Pray.g_00627	Syah.g_01849
OG0001254	Pray.g_00095	Syah.g_01438
OG0001255	Pray.g_00080	Syah.g_00919
OG0001256	Pray.g_01632	Syah.g_02369
OG0001257	Pray.g_01626	Syah.g_01237
OG0001258	Pray.g_01562	Syah.g_02379
OG0001259	Pray.g_01518	Syah.g_02264
OG0001260	Pray.g_01502	Syah.g_02286
OG0001262	Pray.g_01404	Syah.g_00314
OG0001263	Pray.g_00161	Syah.g_00020
OG0001265	Pray.g_00171	Syah.g_00009
OG0001266	Pray.g_00684	Syah.g_00590
OG0001267	Pray.g_00759	Syah.g_00624
OG0001268	Pray.g_00817	Syah.g_00864
OG0001269	Pray.g_00837	Syah.g_00916
OG0001270	Pray.g_00924	Syah.g_02238
OG0001271	Pray.g_00962	Syah.g_01218
OG0001272	Pray.g_00976	Syah.g_01003
OG0001273	Pray.g_01132	Syah.g_01940
OG0001274	Pray.g_01060	Syah.g_00537
OG0001275	Pray.g_00539	Syah.g_01669
OG0001276	Pray.g_00559	Syah.g_01685
OG0001277	Pray.g_00616	Syah.g_00404
OG0001278	Pray.g_00013	Syah.g_01390
OG0001279	Pray.g_01926	Syah.g_01323
OG0001280	Pray.g_01871	Syah.g_02197
OG0001281	Pray.g_01865	Syah.g_02207
OG0001282	Pray.g_01828	Syah.g_00985
OG0001283	Pray.g_01809	Syah.g_00395
OG0001284	Pray.g_01652	Syah.g_02348
OG0001286	Pray.g_01310	Syah.g_00790
OG0001287	Pray.g_01366	Syah.g_00252
OG0001288	Pray.g_01375	Syah.g_00266
OG0001289	Pray.g_00202	Syah.g_02508
OG0001291	Pray.g_00154	Syah.g_00032
OG0001292	Pray.g_00729	Syah.g_00671
OG0001293	Pray.g_00741	Syah.g_00650
OG0001294	Pray.g_00856	Syah.g_01507
OG0001295	Pray.g_00957	Syah.g_01076
OG0001296	Pray.g_01000	Syah.g_01030
OG0001297	Pray.g_01005	Syah.g_01034
OG0001298	Pray.g_01185	Syah.g_01128
OG0001299	Pray.g_01097	Syah.g_01501
OG0001300	Pray.g_01070	Syah.g_02005
OG0001301	Pray.g_01067	Syah.g_02018
OG0001302	Pray.g_00335	Syah.g_01901
OG0001303	Pray.g_00543	Syah.g_01580
OG0001304	Pray.g_00569	Syah.g_01698
OG0001305	Pray.g_00588	Syah.g_02024
OG0001306	Pray.g_00078	Syah.g_02179
OG0001307	Pray.g_01846	Syah.g_00724
OG0001309	Pray.g_01628	Syah.g_01040
OG0001310	Pray.g_01547	Syah.g_02402
OG0001311	Pray.g_00561	Syah.g_01687
OG0001312	Pray.g_00492	Syah.g_01590
OG0001314	Pray.g_00285	Syah.g_02117
OG0001315	Pray.g_00227	Syah.g_00808
OG0001316	Pray.g_00149	Syah.g_00039
OG0001317	Pray.g_00715	Syah.g_00905
OG0001318	Pray.g_00737	Syah.g_00658
OG0001319	Pray.g_00752	Syah.g_00635
OG0001321	Pray.g_00941	Syah.g_02216
OG0001322	Pray.g_00942	Syah.g_02215
OG0001323	Pray.g_01010	Syah.g_01043
OG0001324	Pray.g_01069	Syah.g_02006
OG0001325	Pray.g_01035	Syah.g_01723
OG0001326	Pray.g_00425	Syah.g_00443
OG0001327	Pray.g_00600	Syah.g_01519
OG0001328	Pray.g_00625	Syah.g_01822
OG0001329	Pray.g_00104	Syah.g_01906
OG0001330	Pray.g_01896	Syah.g_02190
OG0001332	Pray.g_01679	Syah.g_02308
OG0001333	Pray.g_01522	Syah.g_02260
OG0001334	Pray.g_01331	Syah.g_00818
OG0001335	Pray.g_01332	Syah.g_00819
OG0001336	Pray.g_01447	Syah.g_00394
OG0001340	Pray.g_00806	Syah.g_00838
OG0001341	Pray.g_00291	Syah.g_02011
OG0001343	Pray.g_00434	Syah.g_00450
OG0001344	Pray.g_00059	Syah.g_02153
OG0001345	Pray.g_00044	Syah.g_02124
OG0001346	Pray.g_01869	Syah.g_02200
OG0001352	Pray.g_01083	Syah.g_01058
OG0001353	Pray.g_00380	Syah.g_02079
OG0001354	Pray.g_00521	Syah.g_01641
OG0001355	Pray.g_01596	Syah.g_01077
OG0001358	Pray.g_01143	Syah.g_01963
OG0001359	Pray.g_00435	Syah.g_00451
OG0001360	Pray.g_00628	Syah.g_02122
OG0001361	Pray.g_00047	Syah.g_02127
OG0001362	Pray.g_01708	Syah.g_01275
OG0001363	Pray.g_01706	Syah.g_01273
OG0001364	Pray.g_01334	Syah.g_00174
OG0001372	Pray.g_00299	Syah.g_01055
OG0001373	Pray.g_00424	Syah.g_00444
OG0001374	Pray.g_00432	Syah.g_00436
OG0001375	Pray.g_00433	Syah.g_00449
OG0001376	Pray.g_00594	Syah.g_00483
OG0001377	Pray.g_00595	Syah.g_00484
OG0001378	Pray.g_00133	Syah.g_02239
OG0001379	Pray.g_01876	Syah.g_02192
OG0001381	Pray.g_01835	Syah.g_00717
OG0001382	Pray.g_01611	Syah.g_00258
OG0001385	Pray.g_00421	Syah.g_00447
OG0001386	Pray.g_00422	Syah.g_00446
OG0001387	Pray.g_00423	Syah.g_00445
OG0001388	Pray.g_00426	Syah.g_00442
OG0001389	Pray.g_00427	Syah.g_00441
OG0001390	Pray.g_00428	Syah.g_00440
OG0001391	Pray.g_00429	Syah.g_00439
OG0001392	Pray.g_00430	Syah.g_00438
OG0001393	Pray.g_00431	Syah.g_00437
OG0001395	Pray.g_00571	Syah.g_01705
OG0001397	Pray.g_01707	Syah.g_01274
OG0001398	Pray.g_01599	Syah.g_01563
OG0001402	Pray.g_00307	Syah.g_01958
OG0001403	Pray.g_01492	Syah.g_00341
OG0001404	Pray.g_00221	Syah.g_02482
OG0001405	Pray.g_00804	Syah.g_00821
OG0001406	Pray.g_00593	Syah.g_00482
OG0001407	Pray.g_00606	Syah.g_01059
OG0001408	Pray.g_00611	Syah.g_01378
OG0001410	Pray.g_01845	Syah.g_00725
OG0001413	Pray.g_01637	Syah.g_01894
OG0001414	Pray.g_00710	Syah.g_00718
OG0001416	Pray.g_00949	Syah.g_02204
OG0001417	Pray.g_00959	Syah.g_01640
OG0001419	Pray.g_00607	Syah.g_01060
OG0001420	Pray.g_00124	Syah.g_01053
OG0001421	Pray.g_01631	Syah.g_01851
OG0001423	Pray.g_01751	Syah.g_00965
OG0001425	Pray.g_01424	Syah.g_00486
OG0001428	Pray.g_00653	Syah.g_00081
OG0001430	Pray.g_01901	Syah.g_00518
OG0001432	Pray.g_01639	Syah.g_01348
OG0001433	Pray.g_00311	Syah.g_01513
OG0001434	Pray.g_00472	Syah.g_01805
OG0001439	Pray.g_00785	Syah.g_00128
OG0001442	Pray.g_00283	Syah.g_01795
OG0001446	Pray.g_00210	Syah.g_01731
OG0001447	Pray.g_00163	Syah.g_00018
OG0001448	Pray.g_00844	Syah.g_01540
OG0001449	Pray.g_00880	Syah.g_00679
OG0001452	Pray.g_00439	Syah.g_00663
OG0001454	Pray.g_00621	Syah.g_01888
OG0001456	Pray.g_00087	Syah.g_00434
OG0001457	Pray.g_00086	Syah.g_00433
OG0001458	Pray.g_00085	Syah.g_00432
OG0001459	Pray.g_01912	Syah.g_01456
OG0001460	Pray.g_00310	Syah.g_01512
OG0001462	Pray.g_01496	Syah.g_00335
OG0001465	Pray.g_01061	Syah.g_01737
OG0001468	Pray.g_00598	Syah.g_01899
OG0001471	Pray.g_01636	Syah.g_00123
OG0001473	Pray.g_01383	Syah.g_01903
OG0001474	Pray.g_00818	Syah.g_00865
OG0001475	Pray.g_01795	Syah.g_02244
OG0001479	Pray.g_00815	Syah.g_00862
OG0001480	Pray.g_00846	Syah.g_02114
OG0001481	Pray.g_00851	Syah.g_01703
OG0001482	Pray.g_00947	Syah.g_01650
OG0001492	Pray.g_00016	Syah.g_01393
OG0001493	Pray.g_00008	Syah.g_01385
OG0001499	Pray.g_00228	Syah.g_01463, Syah.g_01462
OG0001502	Pray.g_00318	Syah.g_02109
OG0001504	Pray.g_01911	Syah.g_01455
OG0001507	Pray.g_01584	Syah.g_02464
OG0001508	Pray.g_01807	Syah.g_02241
OG0001520	Pray.g_00872	Syah.g_01115
OG0001522	Pray.g_00381	Syah.g_02080
OG0001546	Pray.g_01015	Syah.g_01047
OG0001547	Pray.g_00320	Syah.g_01565
OG0001548	Pray.g_00324	Syah.g_01882
OG0001549	Pray.g_00407	Syah.g_02121
OG0001551	Pray.g_00088	Syah.g_02068
OG0001557	Pray.g_00468	Syah.g_01809
OG0001567	Pray.g_00319	Syah.g_01564
OG0001568	Pray.g_00321	Syah.g_01567
OG0001570	Pray.g_00121	Syah.g_01553
OG0001582	Pray.g_00958	Syah.g_02442
OG0001585	Pray.g_01922	Syah.g_01840
OG0001602	Pray.g_01062	Syah.g_01738
OG0001633	Pray.g_01832	Syah.g_01551
OG0001635	Pray.g_01577	Syah.g_00270
OG0001666	Pray.g_01913	Syah.g_01450
OG0001667	Pray.g_01893	Syah.g_02458
OG0001712	Pray.g_00901	Syah.g_01847
OG0001718	Pray.g_00840	Syah.g_02043
OG0001928	Pray.g_01746	Syah.g_00945
OG0002112	Pray.g_00892	Syah.g_00115
OG0002157	Pray.g_00893	Syah.g_00116
OG0002158	Pray.g_00891	Syah.g_00114
OG0002349	Pray.g_01514	Syah.g_02268
OG0002399	Pray.g_01747	Syah.g_00946
OG0003494	Pray.g_01773	Syah.g_00224
