Orthogroup	Pray	Syar
OG0001144	Pray.g_00021	Syar.g_01707
OG0001145	Pray.g_01878	Syar.g_02769
OG0001146	Pray.g_01866	Syar.g_02782
OG0001147	Pray.g_01843	Syar.g_01276
OG0001148	Pray.g_01827	Syar.g_01459
OG0001149	Pray.g_01826	Syar.g_01458
OG0001150	Pray.g_01825	Syar.g_01457
OG0001151	Pray.g_01814	Syar.g_01238
OG0001152	Pray.g_01813	Syar.g_01237
OG0001153	Pray.g_01690	Syar.g_01398
OG0001154	Pray.g_01689	Syar.g_01397
OG0001155	Pray.g_01677	Syar.g_01211
OG0001156	Pray.g_01674	Syar.g_01185
OG0001157	Pray.g_01673	Syar.g_01184
OG0001158	Pray.g_01672	Syar.g_01183
OG0001159	Pray.g_01671	Syar.g_01182
OG0001160	Pray.g_01647	Syar.g_02908
OG0001161	Pray.g_01634	Syar.g_00382
OG0001162	Pray.g_01623	Syar.g_03081
OG0001163	Pray.g_01567	Syar.g_02917
OG0001164	Pray.g_01563	Syar.g_02922
OG0001165	Pray.g_01560	Syar.g_02927
OG0001166	Pray.g_01540	Syar.g_02959
OG0001167	Pray.g_01523	Syar.g_02982
OG0001168	Pray.g_01521	Syar.g_02983
OG0001169	Pray.g_01519	Syar.g_02985
OG0001170	Pray.g_01517	Syar.g_02987
OG0001171	Pray.g_01508	Syar.g_02999
OG0001172	Pray.g_01237	Syar.g_00143
OG0001173	Pray.g_01238	Syar.g_00142
OG0001174	Pray.g_01246	Syar.g_00134
OG0001175	Pray.g_01247	Syar.g_00133
OG0001176	Pray.g_01254	Syar.g_01025
OG0001177	Pray.g_01257	Syar.g_01023
OG0001178	Pray.g_01262	Syar.g_02943
OG0001179	Pray.g_01290	Syar.g_01055
OG0001181	Pray.g_01316	Syar.g_01082
OG0001182	Pray.g_01323	Syar.g_01090
OG0001183	Pray.g_01328	Syar.g_01096
OG0001184	Pray.g_01344	Syar.g_00653
OG0001185	Pray.g_01358	Syar.g_00614
OG0001186	Pray.g_01382	Syar.g_00562
OG0001187	Pray.g_01386	Syar.g_00548
OG0001188	Pray.g_01389	Syar.g_00546
OG0001189	Pray.g_01406	Syar.g_00525
OG0001190	Pray.g_01410	Syar.g_00330
OG0001191	Pray.g_01420	Syar.g_00349
OG0001192	Pray.g_01425	Syar.g_00356
OG0001193	Pray.g_01435	Syar.g_00711
OG0001194	Pray.g_01436	Syar.g_00622
OG0001195	Pray.g_01437	Syar.g_00623
OG0001196	Pray.g_01450	Syar.g_00453
OG0001197	Pray.g_01451	Syar.g_00455
OG0001198	Pray.g_01458	Syar.g_00467
OG0001199	Pray.g_00215	Syar.g_03045
OG0001200	Pray.g_00213	Syar.g_03047
OG0001201	Pray.g_00181	Syar.g_03120
OG0001202	Pray.g_00680	Syar.g_00991
OG0001203	Pray.g_00719	Syar.g_03021
OG0001204	Pray.g_00724	Syar.g_00154
OG0001205	Pray.g_00935	Syar.g_02869
OG0001207	Pray.g_00967	Syar.g_01462
OG0001208	Pray.g_00972	Syar.g_01471
OG0001211	Pray.g_01211	Syar.g_02323
OG0001212	Pray.g_01167	Syar.g_02027
OG0001213	Pray.g_01134	Syar.g_02239
OG0001214	Pray.g_01126	Syar.g_02420
OG0001215	Pray.g_01073	Syar.g_00965
OG0001216	Pray.g_01038	Syar.g_01909
OG0001217	Pray.g_00293	Syar.g_02852
OG0001218	Pray.g_00300	Syar.g_01388
OG0001219	Pray.g_00337	Syar.g_02585
OG0001222	Pray.g_00503	Syar.g_02552
OG0001223	Pray.g_00529	Syar.g_02505
OG0001224	Pray.g_00580	Syar.g_01361
OG0001225	Pray.g_00582	Syar.g_01929
OG0001226	Pray.g_00608	Syar.g_03054
OG0001227	Pray.g_00626	Syar.g_02213
OG0001230	Pray.g_01730	Syar.g_02816
OG0001231	Pray.g_01625	Syar.g_00485
OG0001232	Pray.g_01536	Syar.g_02968
OG0001233	Pray.g_01516	Syar.g_02988
OG0001235	Pray.g_01259	Syar.g_01019
OG0001236	Pray.g_01341	Syar.g_00657
OG0001237	Pray.g_01345	Syar.g_00652
OG0001238	Pray.g_01421	Syar.g_00351
OG0001239	Pray.g_00218	Syar.g_03043
OG0001240	Pray.g_00196	Syar.g_03101
OG0001241	Pray.g_00188	Syar.g_03149, Syar.g_03112
OG0001242	Pray.g_00170	Syar.g_00043
OG0001243	Pray.g_00164	Syar.g_00051
OG0001244	Pray.g_00148	Syar.g_00075
OG0001245	Pray.g_00858	Syar.g_00999
OG0001246	Pray.g_00995	Syar.g_01910
OG0001247	Pray.g_01080	Syar.g_02024
OG0001248	Pray.g_01078	Syar.g_02059
OG0001249	Pray.g_00326	Syar.g_01113
OG0001250	Pray.g_00389	Syar.g_01819, Syar.g_03240
OG0001251	Pray.g_00437	Syar.g_02575
OG0001252	Pray.g_00575	Syar.g_01372
OG0001253	Pray.g_00627	Syar.g_02015
OG0001254	Pray.g_00095	Syar.g_02233
OG0001255	Pray.g_00080	Syar.g_01746
OG0001256	Pray.g_01632	Syar.g_02915
OG0001257	Pray.g_01626	Syar.g_00807, Syar.g_02468, Syar.g_02269
OG0001258	Pray.g_01562	Syar.g_02925
OG0001259	Pray.g_01518	Syar.g_02986
OG0001260	Pray.g_01502	Syar.g_03007
OG0001262	Pray.g_01404	Syar.g_00527
OG0001263	Pray.g_00161	Syar.g_00054
OG0001265	Pray.g_00171	Syar.g_00041
OG0001266	Pray.g_00684	Syar.g_00987
OG0001267	Pray.g_00759	Syar.g_00225
OG0001268	Pray.g_00817	Syar.g_01124
OG0001269	Pray.g_00837	Syar.g_00688
OG0001270	Pray.g_00924	Syar.g_01175
OG0001271	Pray.g_00962	Syar.g_01270
OG0001272	Pray.g_00976	Syar.g_01475
OG0001273	Pray.g_01132	Syar.g_02413
OG0001274	Pray.g_01060	Syar.g_00929
OG0001275	Pray.g_00539	Syar.g_02490
OG0001276	Pray.g_00559	Syar.g_01797
OG0001277	Pray.g_00616	Syar.g_02250
OG0001278	Pray.g_00013	Syar.g_01720
OG0001279	Pray.g_01926	Syar.g_02841
OG0001280	Pray.g_01871	Syar.g_03317
OG0001281	Pray.g_01865	Syar.g_02783
OG0001282	Pray.g_01828	Syar.g_01460, Syar.g_01351
OG0001283	Pray.g_01809	Syar.g_00447
OG0001284	Pray.g_01652	Syar.g_02900
OG0001285	Pray.g_01533	Syar.g_02972
OG0001286	Pray.g_01310	Syar.g_01077
OG0001287	Pray.g_01366	Syar.g_00606
OG0001288	Pray.g_01375	Syar.g_00591
OG0001289	Pray.g_00202	Syar.g_03080
OG0001290	Pray.g_00189	Syar.g_03111
OG0001291	Pray.g_00154	Syar.g_00064
OG0001292	Pray.g_00729	Syar.g_00160
OG0001293	Pray.g_00741	Syar.g_00198
OG0001294	Pray.g_00856	Syar.g_01687
OG0001295	Pray.g_00957	Syar.g_00693
OG0001296	Pray.g_01000	Syar.g_01506
OG0001297	Pray.g_01005	Syar.g_01510
OG0001298	Pray.g_01185	Syar.g_02210
OG0001299	Pray.g_01097	Syar.g_01915
OG0001303	Pray.g_00543	Syar.g_02583
OG0001304	Pray.g_00569	Syar.g_01557
OG0001305	Pray.g_00588	Syar.g_01937
OG0001306	Pray.g_00078	Syar.g_01521
OG0001307	Pray.g_01846	Syar.g_02591
OG0001308	Pray.g_01712	Syar.g_02798
OG0001309	Pray.g_01628	Syar.g_00360
OG0001310	Pray.g_01547	Syar.g_02951
OG0001311	Pray.g_00561	Syar.g_01795
OG0001312	Pray.g_00492	Syar.g_02569
OG0001315	Pray.g_00227	Syar.g_01094
OG0001317	Pray.g_00715	Syar.g_03025
OG0001318	Pray.g_00737	Syar.g_00186
OG0001319	Pray.g_00752	Syar.g_00215
OG0001325	Pray.g_01035	Syar.g_01577
OG0001326	Pray.g_00425	Syar.g_00632
OG0001327	Pray.g_00600	Syar.g_01674
OG0001329	Pray.g_00104	Syar.g_02337
OG0001331	Pray.g_01823	Syar.g_01455
OG0001334	Pray.g_01331	Syar.g_03166
OG0001336	Pray.g_01447	Syar.g_00448
OG0001339	Pray.g_00186	Syar.g_03114
OG0001343	Pray.g_00434	Syar.g_03210
OG0001345	Pray.g_00044	Syar.g_01958
OG0001346	Pray.g_01869	Syar.g_02778
OG0001351	Pray.g_00944	Syar.g_01420
OG0001353	Pray.g_00380	Syar.g_01809
OG0001354	Pray.g_00521	Syar.g_02520
OG0001355	Pray.g_01596	Syar.g_01912
OG0001356	Pray.g_00312	Syar.g_00176
OG0001358	Pray.g_01143	Syar.g_02262
OG0001359	Pray.g_00435	Syar.g_03211
OG0001360	Pray.g_00628	Syar.g_01961
OG0001361	Pray.g_00047	Syar.g_01955
OG0001364	Pray.g_01334	Syar.g_00284
OG0001365	Pray.g_01414	Syar.g_00335
OG0001371	Pray.g_01084	Syar.g_03059
OG0001373	Pray.g_00424	Syar.g_00631
OG0001374	Pray.g_00432	Syar.g_00642
OG0001376	Pray.g_00594	Syar.g_03203, Syar.g_02600
OG0001377	Pray.g_00595	Syar.g_02599, Syar.g_03202
OG0001378	Pray.g_00133	Syar.g_01174
OG0001379	Pray.g_01876	Syar.g_02772
OG0001382	Pray.g_01611	Syar.g_02834, Syar.g_03204
OG0001385	Pray.g_00421	Syar.g_00628
OG0001386	Pray.g_00422	Syar.g_00629
OG0001387	Pray.g_00423	Syar.g_00630
OG0001388	Pray.g_00426	Syar.g_00635
OG0001389	Pray.g_00427	Syar.g_00636
OG0001390	Pray.g_00428	Syar.g_00637
OG0001391	Pray.g_00429	Syar.g_00638
OG0001392	Pray.g_00430	Syar.g_00640
OG0001393	Pray.g_00431	Syar.g_00641
OG0001395	Pray.g_00571	Syar.g_01561
OG0001402	Pray.g_00307	Syar.g_02252
OG0001403	Pray.g_01492	Syar.g_00504
OG0001406	Pray.g_00593	Syar.g_02601
OG0001408	Pray.g_00611	Syar.g_02042
OG0001413	Pray.g_01637	Syar.g_02062, Syar.g_02063
OG0001415	Pray.g_00712	Syar.g_01553
OG0001416	Pray.g_00949	Syar.g_00433
OG0001417	Pray.g_00959	Syar.g_01885
OG0001418	Pray.g_01079	Syar.g_01546
OG0001420	Pray.g_00124	Syar.g_02680
OG0001428	Pray.g_00653	Syar.g_00108
OG0001429	Pray.g_00338	Syar.g_02582
OG0001430	Pray.g_01901	Syar.g_03306
OG0001432	Pray.g_01639	Syar.g_02064, Syar.g_02123
OG0001433	Pray.g_00311	Syar.g_00173
OG0001434	Pray.g_00472	Syar.g_02613
OG0001437	Pray.g_00711	Syar.g_01554
OG0001439	Pray.g_00785	Syar.g_00824
OG0001441	Pray.g_01012	Syar.g_02691
OG0001442	Pray.g_00283	Syar.g_02622
OG0001447	Pray.g_00163	Syar.g_00052
OG0001449	Pray.g_00880	Syar.g_01897
OG0001450	Pray.g_01076	Syar.g_00880
OG0001452	Pray.g_00439	Syar.g_00167
OG0001453	Pray.g_00533	Syar.g_02498
OG0001454	Pray.g_00621	Syar.g_02065, Syar.g_02122
OG0001456	Pray.g_00087	Syar.g_00643
OG0001457	Pray.g_00086	Syar.g_00644
OG0001458	Pray.g_00085	Syar.g_00645
OG0001459	Pray.g_01912	Syar.g_00418, Syar.g_02047
OG0001460	Pray.g_00310	Syar.g_00172
OG0001462	Pray.g_01496	Syar.g_00511
OG0001467	Pray.g_00327	Syar.g_01745
OG0001471	Pray.g_01636	Syar.g_00830
OG0001474	Pray.g_00818	Syar.g_01125
OG0001475	Pray.g_01795	Syar.g_02370
OG0001479	Pray.g_00815	Syar.g_01122
OG0001480	Pray.g_00846	Syar.g_02013
OG0001482	Pray.g_00947	Syar.g_02511
OG0001486	Pray.g_00066	Syar.g_01537
OG0001492	Pray.g_00016	Syar.g_01717
OG0001493	Pray.g_00008	Syar.g_01725
OG0001502	Pray.g_00318	Syar.g_01840
OG0001504	Pray.g_01911	Syar.g_02046
OG0001505	Pray.g_01796	Syar.g_02696
OG0001507	Pray.g_01584	Syar.g_03257, Syar.g_01540
OG0001508	Pray.g_01807	Syar.g_02372
OG0001520	Pray.g_00872	Syar.g_02053
OG0001525	Pray.g_01620	Syar.g_01315
OG0001546	Pray.g_01015	Syar.g_03276, Syar.g_02688
OG0001547	Pray.g_00320	Syar.g_01855
OG0001549	Pray.g_00407	Syar.g_02838
OG0001554	Pray.g_01630	Syar.g_00327
OG0001555	Pray.g_01615	Syar.g_01689
OG0001557	Pray.g_00468	Syar.g_02609
OG0001565	Pray.g_00909	Syar.g_03069
OG0001567	Pray.g_00319	Syar.g_01847
OG0001568	Pray.g_00321	Syar.g_01866
OG0001570	Pray.g_00121	Syar.g_02858
OG0001587	Pray.g_01230	Syar.g_03010
OG0001613	Pray.g_01326	Syar.g_01093
OG0001627	Pray.g_00297	Syar.g_01215
OG0001661	Pray.g_00905	Syar.g_00911
OG0001712	Pray.g_00901	Syar.g_01846
OG0001726	Pray.g_00898	Syar.g_01863
OG0001745	Pray.g_01640	Syar.g_02010
OG0002349	Pray.g_01514	Syar.g_02990
OG0002495	Pray.g_01850	Syar.g_02068
OG0002699	Pray.g_01802	Syar.g_02732
