Orthogroup	Pray	Syan
OG0001167	Pray.g_01523	Syan.g_00992
OG0001168	Pray.g_01521	Syan.g_01456
OG0001169	Pray.g_01519	Syan.g_01458
OG0001170	Pray.g_01517	Syan.g_01460
OG0001171	Pray.g_01508	Syan.g_01470
OG0001172	Pray.g_01237	Syan.g_02110
OG0001173	Pray.g_01238	Syan.g_02111
OG0001174	Pray.g_01246	Syan.g_02119
OG0001175	Pray.g_01247	Syan.g_02120
OG0001176	Pray.g_01254	Syan.g_02253
OG0001177	Pray.g_01257	Syan.g_02256
OG0001179	Pray.g_01290	Syan.g_02218
OG0001180	Pray.g_01312	Syan.g_02191
OG0001181	Pray.g_01316	Syan.g_02187
OG0001182	Pray.g_01323	Syan.g_02179
OG0001183	Pray.g_01328	Syan.g_02166
OG0001184	Pray.g_01344	Syan.g_01929
OG0001185	Pray.g_01358	Syan.g_01902
OG0001186	Pray.g_01382	Syan.g_01864
OG0001187	Pray.g_01386	Syan.g_01811
OG0001188	Pray.g_01389	Syan.g_01806
OG0001189	Pray.g_01406	Syan.g_01723
OG0001190	Pray.g_01410	Syan.g_01565
OG0001191	Pray.g_01420	Syan.g_01578
OG0001192	Pray.g_01425	Syan.g_01585
OG0001193	Pray.g_01435	Syan.g_01626
OG0001194	Pray.g_01436	Syan.g_01627
OG0001195	Pray.g_01437	Syan.g_01628
OG0001196	Pray.g_01450	Syan.g_01693
OG0001197	Pray.g_01451	Syan.g_01695
OG0001198	Pray.g_01458	Syan.g_01793
OG0001199	Pray.g_00215	Syan.g_02913
OG0001200	Pray.g_00213	Syan.g_02915
OG0001201	Pray.g_00181	Syan.g_02975
OG0001202	Pray.g_00680	Syan.g_03084
OG0001203	Pray.g_00719	Syan.g_02426
OG0001204	Pray.g_00724	Syan.g_02097
OG0001205	Pray.g_00935	Syan.g_01337
OG0001206	Pray.g_00952	Syan.g_02880
OG0001207	Pray.g_00967	Syan.g_02772
OG0001208	Pray.g_00972	Syan.g_02762
OG0001209	Pray.g_01226	Syan.g_01163
OG0001210	Pray.g_01221	Syan.g_00830
OG0001211	Pray.g_01211	Syan.g_00852
OG0001212	Pray.g_01167	Syan.g_01002
OG0001213	Pray.g_01134	Syan.g_01141
OG0001214	Pray.g_01126	Syan.g_00814
OG0001215	Pray.g_01073	Syan.g_00539
OG0001216	Pray.g_01038	Syan.g_00319
OG0001217	Pray.g_00293	Syan.g_00617
OG0001218	Pray.g_00300	Syan.g_02837
OG0001219	Pray.g_00337	Syan.g_00477
OG0001220	Pray.g_00400	Syan.g_00203
OG0001221	Pray.g_00463	Syan.g_01446
OG0001222	Pray.g_00503	Syan.g_00552
OG0001223	Pray.g_00529	Syan.g_00599
OG0001224	Pray.g_00580	Syan.g_00294
OG0001225	Pray.g_00582	Syan.g_00292
OG0001226	Pray.g_00608	Syan.g_02922
OG0001227	Pray.g_00626	Syan.g_00940
OG0001228	Pray.g_00018	Syan.g_01938
OG0001229	Pray.g_01831	Syan.g_02631
OG0001230	Pray.g_01730	Syan.g_01288
OG0001231	Pray.g_01625	Syan.g_01764
OG0001232	Pray.g_01536	Syan.g_01439
OG0001233	Pray.g_01516	Syan.g_01461
OG0001234	Pray.g_01249	Syan.g_01995
OG0001235	Pray.g_01259	Syan.g_02130
OG0001236	Pray.g_01341	Syan.g_01933
OG0001237	Pray.g_01345	Syan.g_01928
OG0001239	Pray.g_00218	Syan.g_02910
OG0001240	Pray.g_00196	Syan.g_02963
OG0001242	Pray.g_00170	Syan.g_02297
OG0001243	Pray.g_00164	Syan.g_02289
OG0001244	Pray.g_00148	Syan.g_03004
OG0001245	Pray.g_00858	Syan.g_00179
OG0001246	Pray.g_00995	Syan.g_02734
OG0001247	Pray.g_01080	Syan.g_00199
OG0001249	Pray.g_00326	Syan.g_02150
OG0001250	Pray.g_00389	Syan.g_00382
OG0001251	Pray.g_00437	Syan.g_00490
OG0001252	Pray.g_00575	Syan.g_00304
OG0001253	Pray.g_00627	Syan.g_00099
OG0001254	Pray.g_00095	Syan.g_01148
OG0001256	Pray.g_01632	Syan.g_01384
OG0001257	Pray.g_01626	Syan.g_00925, Syan.g_00217
OG0001258	Pray.g_01562	Syan.g_01395
OG0001259	Pray.g_01518	Syan.g_01459
OG0001260	Pray.g_01502	Syan.g_01478
OG0001261	Pray.g_01298	Syan.g_02209
OG0001262	Pray.g_01404	Syan.g_01721
OG0001263	Pray.g_00161	Syan.g_02286
OG0001265	Pray.g_00171	Syan.g_02299
OG0001266	Pray.g_00684	Syan.g_03088
OG0001267	Pray.g_00759	Syan.g_02023
OG0001268	Pray.g_00817	Syan.g_02138
OG0001270	Pray.g_00924	Syan.g_02393
OG0001271	Pray.g_00962	Syan.g_02849
OG0001272	Pray.g_00976	Syan.g_02758
OG0001274	Pray.g_01060	Syan.g_01528
OG0001275	Pray.g_00539	Syan.g_00628
OG0001276	Pray.g_00559	Syan.g_00360
OG0001277	Pray.g_00616	Syan.g_00007
OG0001278	Pray.g_00013	Syan.g_02585
OG0001279	Pray.g_01926	Syan.g_01306
OG0001281	Pray.g_01865	Syan.g_01220
OG0001282	Pray.g_01828	Syan.g_02774
OG0001283	Pray.g_01809	Syan.g_01687
OG0001284	Pray.g_01652	Syan.g_01369
OG0001285	Pray.g_01533	Syan.g_00977
OG0001286	Pray.g_01310	Syan.g_02193
OG0001287	Pray.g_01366	Syan.g_01894
OG0001289	Pray.g_00202	Syan.g_02942
OG0001291	Pray.g_00154	Syan.g_02273
OG0001292	Pray.g_00729	Syan.g_02091
OG0001293	Pray.g_00741	Syan.g_02051
OG0001294	Pray.g_00856	Syan.g_00758
OG0001295	Pray.g_00957	Syan.g_00836
OG0001296	Pray.g_01000	Syan.g_02728
OG0001297	Pray.g_01005	Syan.g_02724
OG0001298	Pray.g_01185	Syan.g_00944
OG0001299	Pray.g_01097	Syan.g_00764
OG0001303	Pray.g_00543	Syan.g_00479
OG0001304	Pray.g_00569	Syan.g_00345
OG0001305	Pray.g_00588	Syan.g_00191
OG0001306	Pray.g_00078	Syan.g_02714
OG0001308	Pray.g_01712	Syan.g_01248
OG0001309	Pray.g_01628	Syan.g_01196
OG0001310	Pray.g_01547	Syan.g_01422
OG0001311	Pray.g_00561	Syan.g_00358
OG0001312	Pray.g_00492	Syan.g_00496
OG0001314	Pray.g_00285	Syan.g_00634, Syan.g_02331, Syan.g_02544, Syan.g_02470
OG0001315	Pray.g_00227	Syan.g_02168
OG0001317	Pray.g_00715	Syan.g_02422
OG0001318	Pray.g_00737	Syan.g_02060
OG0001319	Pray.g_00752	Syan.g_02034
OG0001323	Pray.g_01010	Syan.g_01193
OG0001325	Pray.g_01035	Syan.g_00323
OG0001326	Pray.g_00425	Syan.g_01636
OG0001327	Pray.g_00600	Syan.g_00753
OG0001328	Pray.g_00625	Syan.g_02675
OG0001329	Pray.g_00104	Syan.g_00838
OG0001330	Pray.g_01896	Syan.g_01202
OG0001331	Pray.g_01823	Syan.g_02779
OG0001332	Pray.g_01679	Syan.g_00412
OG0001333	Pray.g_01522	Syan.g_01455
OG0001336	Pray.g_01447	Syan.g_01688
OG0001341	Pray.g_00291	Syan.g_00524
OG0001345	Pray.g_00044	Syan.g_02655
OG0001346	Pray.g_01869	Syan.g_01214
OG0001351	Pray.g_00944	Syan.g_02804
OG0001353	Pray.g_00380	Syan.g_00372
OG0001354	Pray.g_00521	Syan.g_00585
OG0001356	Pray.g_00312	Syan.g_00067, Syan.g_00246
OG0001358	Pray.g_01143	Syan.g_00017
OG0001360	Pray.g_00628	Syan.g_02653
OG0001361	Pray.g_00047	Syan.g_02658
OG0001364	Pray.g_01334	Syan.g_01950
OG0001365	Pray.g_01414	Syan.g_01570
OG0001369	Pray.g_00197	Syan.g_02962
OG0001371	Pray.g_01084	Syan.g_02927, Syan.g_02928
OG0001373	Pray.g_00424	Syan.g_01635
OG0001374	Pray.g_00432	Syan.g_01644
OG0001376	Pray.g_00594	Syan.g_00511
OG0001377	Pray.g_00595	Syan.g_00510
OG0001378	Pray.g_00133	Syan.g_02392
OG0001379	Pray.g_01876	Syan.g_01206
OG0001380	Pray.g_01841	Syan.g_00442
OG0001382	Pray.g_01611	Syan.g_00680
OG0001385	Pray.g_00421	Syan.g_01632
OG0001386	Pray.g_00422	Syan.g_01633
OG0001387	Pray.g_00423	Syan.g_01634
OG0001388	Pray.g_00426	Syan.g_01637
OG0001389	Pray.g_00427	Syan.g_01639
OG0001390	Pray.g_00428	Syan.g_01640
OG0001391	Pray.g_00429	Syan.g_01641
OG0001392	Pray.g_00430	Syan.g_01642
OG0001393	Pray.g_00431	Syan.g_01643
OG0001395	Pray.g_00571	Syan.g_00340
OG0001398	Pray.g_01599	Syan.g_02932
OG0001399	Pray.g_01251	Syan.g_02175
OG0001402	Pray.g_00307	Syan.g_00011
OG0001403	Pray.g_01492	Syan.g_01744
OG0001404	Pray.g_00221	Syan.g_00343
OG0001406	Pray.g_00593	Syan.g_00512
OG0001407	Pray.g_00606	Syan.g_00455
OG0001408	Pray.g_00611	Syan.g_00073
OG0001409	Pray.g_00056	Syan.g_00284
OG0001413	Pray.g_01637	Syan.g_00029
OG0001415	Pray.g_00712	Syan.g_01004
OG0001416	Pray.g_00949	Syan.g_00103
OG0001417	Pray.g_00959	Syan.g_00583
OG0001418	Pray.g_01079	Syan.g_02689
OG0001419	Pray.g_00607	Syan.g_00454
OG0001420	Pray.g_00124	Syan.g_01180
OG0001422	Pray.g_01606	Syan.g_00645
OG0001423	Pray.g_01751	Syan.g_01318
OG0001425	Pray.g_01424	Syan.g_01584
OG0001428	Pray.g_00653	Syan.g_03039
OG0001429	Pray.g_00338	Syan.g_00480
OG0001432	Pray.g_01639	Syan.g_00092
OG0001433	Pray.g_00311	Syan.g_00245
OG0001434	Pray.g_00472	Syan.g_00717
OG0001437	Pray.g_00711	Syan.g_01005
OG0001439	Pray.g_00785	Syan.g_01986
OG0001441	Pray.g_01012	Syan.g_01191
OG0001442	Pray.g_00283	Syan.g_00709
OG0001447	Pray.g_00163	Syan.g_02288
OG0001449	Pray.g_00880	Syan.g_02058
OG0001452	Pray.g_00439	Syan.g_02066
OG0001453	Pray.g_00533	Syan.g_00608
OG0001454	Pray.g_00621	Syan.g_00418
OG0001456	Pray.g_00087	Syan.g_01646
OG0001457	Pray.g_00086	Syan.g_01647
OG0001458	Pray.g_00085	Syan.g_01648
OG0001459	Pray.g_01912	Syan.g_02343
OG0001460	Pray.g_00310	Syan.g_00244
OG0001462	Pray.g_01496	Syan.g_01737
OG0001467	Pray.g_00327	Syan.g_00107
OG0001471	Pray.g_01636	Syan.g_01991
OG0001473	Pray.g_01383	Syan.g_00133
OG0001474	Pray.g_00818	Syan.g_02137
OG0001475	Pray.g_01795	Syan.g_01833
OG0001479	Pray.g_00815	Syan.g_02140
OG0001480	Pray.g_00846	Syan.g_00072
OG0001486	Pray.g_00066	Syan.g_02698
OG0001492	Pray.g_00016	Syan.g_02588
OG0001493	Pray.g_00008	Syan.g_02578
OG0001502	Pray.g_00318	Syan.g_00401
OG0001504	Pray.g_01911	Syan.g_02344
OG0001507	Pray.g_01584	Syan.g_02695
OG0001508	Pray.g_01807	Syan.g_01814
OG0001520	Pray.g_00872	Syan.g_00943
OG0001522	Pray.g_00381	Syan.g_00464
OG0001525	Pray.g_01620	Syan.g_00831
OG0001546	Pray.g_01015	Syan.g_01188
OG0001547	Pray.g_00320	Syan.g_00462
OG0001549	Pray.g_00407	Syan.g_00077
OG0001553	Pray.g_01725	Syan.g_01282
OG0001554	Pray.g_01630	Syan.g_00282
OG0001557	Pray.g_00468	Syan.g_00721
OG0001564	Pray.g_01767	Syan.g_00082
OG0001566	Pray.g_01087	Syan.g_01072
OG0001567	Pray.g_00319	Syan.g_00461
OG0001568	Pray.g_00321	Syan.g_00463
OG0001570	Pray.g_00121	Syan.g_00636
OG0001584	Pray.g_00484	Syan.g_00701
OG0001587	Pray.g_01230	Syan.g_01482
OG0001627	Pray.g_00297	Syan.g_02410
OG0001635	Pray.g_01577	Syan.g_01876
OG0001666	Pray.g_01913	Syan.g_02339
OG0001712	Pray.g_00901	Syan.g_00786
OG0001726	Pray.g_00898	Syan.g_00041
OG0001774	Pray.g_01086	Syan.g_02509
OG0001919	Pray.g_00877	Syan.g_00078
OG0001928	Pray.g_01746	Syan.g_01312
OG0002029	Pray.g_01914	Syan.g_02340
OG0002399	Pray.g_01747	Syan.g_01314
OG0002495	Pray.g_01850	Syan.g_00177
OG0002562	Pray.g_01754	Syan.g_01321
OG0002840	Pray.g_01753	Syan.g_01320
OG0003086	Pray.g_01748	Syan.g_01315
OG0003809	Pray.g_01781	Syan.g_01096
