Orthogroup	Prbb	Pram
OG0001101	Prbb.g_01939	Pram.g_01713
OG0001102	Prbb.g_01948	Pram.g_01717
OG0001103	Prbb.g_01947	Pram.g_01718
OG0001104	Prbb.g_01943	Pram.g_01722
OG0001105	Prbb.g_01945	Pram.g_01720
OG0001106	Prbb.g_01942	Pram.g_01716
OG0001107	Prbb.g_01941	Pram.g_01715
OG0001108	Prbb.g_01940	Pram.g_01714
OG0001109	Prbb.g_01958	Pram.g_01727
OG0001110	Prbb.g_01960	Pram.g_01729
OG0001111	Prbb.g_01961	Pram.g_01730
OG0001112	Prbb.g_01962	Pram.g_01731
OG0001113	Prbb.g_01963	Pram.g_01732
OG0001114	Prbb.g_01964	Pram.g_01733
OG0001115	Prbb.g_01965	Pram.g_01734
OG0001116	Prbb.g_01966	Pram.g_01735
OG0001117	Prbb.g_01967	Pram.g_01736
OG0001118	Prbb.g_01968	Pram.g_01737
OG0001119	Prbb.g_01969	Pram.g_01738
OG0001120	Prbb.g_01970	Pram.g_01739
OG0001121	Prbb.g_01971	Pram.g_01740
OG0001122	Prbb.g_01972	Pram.g_01741
OG0001123	Prbb.g_01973	Pram.g_01742
OG0001124	Prbb.g_01974	Pram.g_01743
OG0001125	Prbb.g_01975	Pram.g_01744
OG0001126	Prbb.g_01976	Pram.g_01745
OG0001127	Prbb.g_01977	Pram.g_01746
OG0001128	Prbb.g_01978	Pram.g_01747
OG0001129	Prbb.g_01979	Pram.g_01748
OG0001130	Prbb.g_01980	Pram.g_01749
OG0001131	Prbb.g_01981	Pram.g_01750
OG0001132	Prbb.g_01982	Pram.g_01751
OG0001133	Prbb.g_01983	Pram.g_01752
OG0001134	Prbb.g_01984	Pram.g_01753
OG0001135	Prbb.g_01985	Pram.g_01754
OG0001136	Prbb.g_01986	Pram.g_01755
OG0001137	Prbb.g_01987	Pram.g_01756
OG0001138	Prbb.g_01988	Pram.g_01757
OG0001139	Prbb.g_01989	Pram.g_01758
OG0001140	Prbb.g_01990	Pram.g_01759
OG0001141	Prbb.g_01992	Pram.g_01761
OG0001142	Prbb.g_01993	Pram.g_01762
OG0001143	Prbb.g_01994	Pram.g_01763
OG0001144	Prbb.g_01996	Pram.g_01765
OG0001145	Prbb.g_01998	Pram.g_01767
OG0001146	Prbb.g_01999	Pram.g_01768
OG0001147	Prbb.g_02002	Pram.g_01771
OG0001148	Prbb.g_02003	Pram.g_01772
OG0001149	Prbb.g_02004	Pram.g_01773
OG0001150	Prbb.g_02007	Pram.g_01776
OG0001151	Prbb.g_02008	Pram.g_01777
OG0001152	Prbb.g_02009	Pram.g_01778
OG0001153	Prbb.g_02010	Pram.g_01779
OG0001154	Prbb.g_02011	Pram.g_01780
OG0001155	Prbb.g_02012	Pram.g_01781
OG0001156	Prbb.g_02013	Pram.g_01782
OG0001157	Prbb.g_02015	Pram.g_01784
OG0001158	Prbb.g_02017	Pram.g_01786
OG0001159	Prbb.g_02018	Pram.g_01787
OG0001160	Prbb.g_02019	Pram.g_01788
OG0001161	Prbb.g_02024	Pram.g_01793
OG0001162	Prbb.g_02025	Pram.g_01794
OG0001163	Prbb.g_02026	Pram.g_01795
OG0001164	Prbb.g_02027	Pram.g_01796
OG0001165	Prbb.g_02028	Pram.g_01797
OG0001166	Prbb.g_02029	Pram.g_01798
OG0001167	Prbb.g_02030	Pram.g_01799
OG0001168	Prbb.g_02031	Pram.g_01801
OG0001169	Prbb.g_02032	Pram.g_01802
OG0001170	Prbb.g_02035	Pram.g_01806
OG0001171	Prbb.g_02036	Pram.g_01807
OG0001172	Prbb.g_02037	Pram.g_01808
OG0001173	Prbb.g_02039	Pram.g_01810
OG0001174	Prbb.g_02041	Pram.g_01812
OG0001175	Prbb.g_02043	Pram.g_01814
OG0001176	Prbb.g_02045	Pram.g_01816
OG0001177	Prbb.g_02047	Pram.g_01818
OG0001178	Prbb.g_02048	Pram.g_01819
OG0001179	Prbb.g_02049	Pram.g_01820
OG0001180	Prbb.g_02050	Pram.g_01821
OG0001181	Prbb.g_02051	Pram.g_01822
OG0001182	Prbb.g_02052	Pram.g_01823
OG0001183	Prbb.g_02053	Pram.g_01824
OG0001184	Prbb.g_02054	Pram.g_01825
OG0001185	Prbb.g_02055	Pram.g_01826
OG0001186	Prbb.g_02056	Pram.g_01828
OG0001187	Prbb.g_02057	Pram.g_01829
OG0001188	Prbb.g_02058	Pram.g_01830
OG0001189	Prbb.g_02059	Pram.g_01831
OG0001190	Prbb.g_02060	Pram.g_01832
OG0001191	Prbb.g_02062	Pram.g_01834
OG0001192	Prbb.g_02064	Pram.g_01836
OG0001193	Prbb.g_02065	Pram.g_01837
OG0001194	Prbb.g_02066	Pram.g_01838
OG0001195	Prbb.g_02068	Pram.g_01840
OG0001196	Prbb.g_02070	Pram.g_01842
OG0001197	Prbb.g_02074	Pram.g_01845
OG0001198	Prbb.g_02075	Pram.g_01846
OG0001199	Prbb.g_02076	Pram.g_01847
OG0001200	Prbb.g_02077	Pram.g_01848
OG0001201	Prbb.g_02078	Pram.g_01849
OG0001202	Prbb.g_02079	Pram.g_01850
OG0001203	Prbb.g_02097	Pram.g_01852
OG0001204	Prbb.g_02099	Pram.g_01854
OG0001205	Prbb.g_02100	Pram.g_01855
OG0001206	Prbb.g_02101	Pram.g_01856
OG0001207	Prbb.g_02102	Pram.g_01857
OG0001208	Prbb.g_02103	Pram.g_01858
OG0001209	Prbb.g_02104	Pram.g_01859
OG0001210	Prbb.g_02105	Pram.g_01860
OG0001211	Prbb.g_02106	Pram.g_01861
OG0001212	Prbb.g_02107	Pram.g_01862
OG0001213	Prbb.g_02108	Pram.g_01863
OG0001214	Prbb.g_02109	Pram.g_01864
OG0001215	Prbb.g_02110	Pram.g_01865
OG0001216	Prbb.g_02111	Pram.g_01866
OG0001217	Prbb.g_02112	Pram.g_01867
OG0001218	Prbb.g_02113	Pram.g_01868
OG0001219	Prbb.g_02114	Pram.g_01869
OG0001220	Prbb.g_02115	Pram.g_01870
OG0001221	Prbb.g_02116	Pram.g_01871
OG0001222	Prbb.g_02118	Pram.g_01873
OG0001223	Prbb.g_02120	Pram.g_01875
OG0001224	Prbb.g_02122	Pram.g_01877
OG0001225	Prbb.g_02124	Pram.g_01879
OG0001226	Prbb.g_02125	Pram.g_01880
OG0001227	Prbb.g_02126	Pram.g_01881
OG0001228	Prbb.g_02127	Pram.g_01882
OG0001229	Prbb.g_02128	Pram.g_01883
OG0001230	Prbb.g_02129	Pram.g_01884
OG0001231	Prbb.g_02130	Pram.g_01885
OG0001232	Prbb.g_02132	Pram.g_01887
OG0001233	Prbb.g_02133	Pram.g_01888
OG0001234	Prbb.g_02134	Pram.g_01889
OG0001235	Prbb.g_02135	Pram.g_01890
OG0001236	Prbb.g_02136	Pram.g_01891
OG0001237	Prbb.g_02139	Pram.g_01894
OG0001238	Prbb.g_02140	Pram.g_01895
OG0001239	Prbb.g_02145	Pram.g_01900
OG0001240	Prbb.g_02146	Pram.g_01901
OG0001241	Prbb.g_02147	Pram.g_01902
OG0001242	Prbb.g_02149	Pram.g_01904
OG0001243	Prbb.g_02150	Pram.g_01905
OG0001244	Prbb.g_02151	Pram.g_01906
OG0001245	Prbb.g_02152	Pram.g_01907
OG0001246	Prbb.g_02153	Pram.g_01908
OG0001247	Prbb.g_02154	Pram.g_01909
OG0001248	Prbb.g_02155	Pram.g_01910
OG0001249	Prbb.g_02156	Pram.g_01911
OG0001250	Prbb.g_02164	Pram.g_01913
OG0001251	Prbb.g_02165	Pram.g_01914
OG0001252	Prbb.g_02166	Pram.g_01915
OG0001253	Prbb.g_02167	Pram.g_01916
OG0001254	Prbb.g_02169	Pram.g_01918
OG0001255	Prbb.g_02170	Pram.g_01919
OG0001256	Prbb.g_02173	Pram.g_01924
OG0001257	Prbb.g_02174	Pram.g_01925
OG0001258	Prbb.g_02175	Pram.g_01926
OG0001259	Prbb.g_02178	Pram.g_01929
OG0001260	Prbb.g_02180	Pram.g_01930
OG0001261	Prbb.g_02181	Pram.g_01931
OG0001262	Prbb.g_02182	Pram.g_01932
OG0001263	Prbb.g_02183	Pram.g_01933
OG0001264	Prbb.g_02185	Pram.g_01934
OG0001265	Prbb.g_02186	Pram.g_01935
OG0001266	Prbb.g_02187	Pram.g_01936
OG0001267	Prbb.g_02188	Pram.g_01937
OG0001268	Prbb.g_02189	Pram.g_01938
OG0001269	Prbb.g_00147	Pram.g_00076
OG0001270	Prbb.g_00195	Pram.g_00124
OG0001271	Prbb.g_00207	Pram.g_00135
OG0001273	Prbb.g_00393	Pram.g_00327
OG0001274	Prbb.g_00487	Pram.g_00418
OG0001275	Prbb.g_00502	Pram.g_00434
OG0001276	Prbb.g_00590	Pram.g_00527
OG0001277	Prbb.g_01027, Prbb.g_01446	Pram.g_00903
OG0001278	Prbb.g_01370	Pram.g_00862
OG0001279	Prbb.g_00931	Pram.g_00733
OG0001280	Prbb.g_01043	Pram.g_00981
OG0001282	Prbb.g_00940	Pram.g_01214
OG0001283	Prbb.g_01386	Pram.g_01525
OG0001284	Prbb.g_01178, Prbb.g_01143	Pram.g_00664
OG0001285	Prbb.g_01534	Pram.g_01157
OG0001286	Prbb.g_01520	Pram.g_01143
OG0001287	Prbb.g_02083, Prbb.g_02093	Pram.g_01438
OG0001288	Prbb.g_01727	Pram.g_01334
OG0001289	Prbb.g_01739	Pram.g_01322
OG0001290	Prbb.g_01371	Pram.g_00658
OG0001291	Prbb.g_00522	Pram.g_01272
OG0001292	Prbb.g_01778	Pram.g_01590
OG0001294	Prbb.g_01781	Pram.g_01003
OG0001295	Prbb.g_01790, Prbb.g_01899	Pram.g_01599
OG0001296	Prbb.g_01815	Pram.g_01624
OG0001297	Prbb.g_01819	Pram.g_01627
OG0001298	Prbb.g_01822	Pram.g_01630
OG0001299	Prbb.g_01926	Pram.g_01700
OG0001300	Prbb.g_01279	Pram.g_01637
OG0001301	Prbb.g_02042	Pram.g_01813
OG0001302	Prbb.g_02073	Pram.g_01844
OG0001303	Prbb.g_02119	Pram.g_01874
OG0001304	Prbb.g_02177	Pram.g_01928
OG0001305	Prbb.g_01180	Pram.g_01516
OG0001306	Prbb.g_00442	Pram.g_00372
OG0001307	Prbb.g_00031	Pram.g_00017
OG0001308	Prbb.g_00126	Pram.g_00056
OG0001309	Prbb.g_00129	Pram.g_00059
OG0001310	Prbb.g_00131	Pram.g_00061
OG0001311	Prbb.g_00148	Pram.g_00077
OG0001312	Prbb.g_00176	Pram.g_00105
OG0001313	Prbb.g_00183	Pram.g_00112
OG0001314	Prbb.g_00256	Pram.g_00184
OG0001315	Prbb.g_00301	Pram.g_00231
OG0001316	Prbb.g_00308	Pram.g_00240
OG0001317	Prbb.g_01077	Pram.g_01213
OG0001319	Prbb.g_00754	Pram.g_01196
OG0001320	Prbb.g_01061	Pram.g_00897
OG0001321	Prbb.g_01066	Pram.g_00892
OG0001324	Prbb.g_01325	Pram.g_00648
OG0001326	Prbb.g_01483	Pram.g_01106
OG0001327	Prbb.g_01610	Pram.g_01476
OG0001328	Prbb.g_00758	Pram.g_00357
OG0001329	Prbb.g_01844	Pram.g_01655
OG0001331	Prbb.g_02038	Pram.g_01809
OG0001332	Prbb.g_00199	Pram.g_00127
OG0001333	Prbb.g_00295	Pram.g_00225
OG0001335	Prbb.g_00921	Pram.g_00723
OG0001336	Prbb.g_00116	Pram.g_00706
OG0001337	Prbb.g_01433	Pram.g_00625
OG0001338	Prbb.g_01579	Pram.g_01276
OG0001339	Prbb.g_01591	Pram.g_01235
OG0001340	Prbb.g_02171	Pram.g_01922
OG0001341	Prbb.g_01774	Pram.g_01289
OG0001343	Prbb.g_01820	Pram.g_01628
OG0001344	Prbb.g_01868	Pram.g_01680
OG0001345	Prbb.g_02005	Pram.g_01774
OG0001346	Prbb.g_02063	Pram.g_01835
OG0001347	Prbb.g_02117	Pram.g_01872
OG0001348	Prbb.g_00186	Pram.g_00114
OG0001350	Prbb.g_01103	Pram.g_01246
OG0001360	Prbb.g_00513	Pram.g_00446
OG0001361	Prbb.g_00518	Pram.g_00451
OG0001366	Prbb.g_00912	Pram.g_00711
OG0001369	Prbb.g_01892	Pram.g_01551
OG0001370	Prbb.g_01893	Pram.g_01552
OG0001372	Prbb.g_01196	Pram.g_01253
OG0001373	Prbb.g_01759	Pram.g_01302
OG0001374	Prbb.g_00955	Pram.g_00041
OG0001377	Prbb.g_02072	Pram.g_01843
OG0001378	Prbb.g_01044	Pram.g_00982
OG0001379	Prbb.g_00122	Pram.g_00051
OG0001380	Prbb.g_00123	Pram.g_00053
OG0001381	Prbb.g_00142	Pram.g_00071
OG0001383	Prbb.g_00291	Pram.g_00221
OG0001384	Prbb.g_00312	Pram.g_00245
OG0001386	Prbb.g_01725	Pram.g_01337
OG0001388	Prbb.g_01073	Pram.g_00788
OG0001389	Prbb.g_00459	Pram.g_00394
OG0001390	Prbb.g_00467	Pram.g_00399
OG0001391	Prbb.g_00508	Pram.g_00680
OG0001392	Prbb.g_00515	Pram.g_00448
OG0001394	Prbb.g_00669	Pram.g_01043
OG0001395	Prbb.g_00679	Pram.g_00764
OG0001396	Prbb.g_00681	Pram.g_00766
OG0001397	Prbb.g_00687	Pram.g_00772
OG0001398	Prbb.g_00718	Pram.g_01025
OG0001399	Prbb.g_00957	Pram.g_00907
OG0001400	Prbb.g_00911	Pram.g_00710
OG0001401	Prbb.g_00913	Pram.g_00712
OG0001402	Prbb.g_00937	Pram.g_00739
OG0001403	Prbb.g_00941	Pram.g_00742
OG0001405	Prbb.g_01052	Pram.g_00993
OG0001406	Prbb.g_00888	Pram.g_00884
OG0001407	Prbb.g_00910	Pram.g_00702
OG0001408	Prbb.g_00903	Pram.g_01202
OG0001409	Prbb.g_01139	Pram.g_00698
OG0001410	Prbb.g_01532	Pram.g_01155
OG0001411	Prbb.g_01206	Pram.g_00665
OG0001412	Prbb.g_01587	Pram.g_01231
OG0001413	Prbb.g_01116	Pram.g_00996
OG0001414	Prbb.g_01640	Pram.g_01467
OG0001415	Prbb.g_01726	Pram.g_01335
OG0001416	Prbb.g_01730	Pram.g_01332
OG0001417	Prbb.g_01775	Pram.g_01288
OG0001418	Prbb.g_01141	Pram.g_01563
OG0001419	Prbb.g_00885, Prbb.g_00426, Prbb.g_01166	Pram.g_01594
OG0001420	Prbb.g_01137	Pram.g_01579
OG0001421	Prbb.g_00969	Pram.g_00920
OG0001422	Prbb.g_00079	Pram.g_01620
OG0001423	Prbb.g_01193, Prbb.g_01213	Pram.g_00649, Pram.g_00610, Pram.g_00624
OG0001424	Prbb.g_02023	Pram.g_01553
OG0001425	Prbb.g_00377	Pram.g_00314
OG0001426	Prbb.g_00105	Pram.g_00997
OG0001427	Prbb.g_00525	Pram.g_00459
OG0001429	Prbb.g_01179	Pram.g_00660
OG0001430	Prbb.g_00961	Pram.g_00912
OG0001431	Prbb.g_01913	Pram.g_00714
OG0001432	Prbb.g_00918	Pram.g_00718
OG0001433	Prbb.g_00740	Pram.g_00650
OG0001434	Prbb.g_01223	Pram.g_01509
OG0001435	Prbb.g_01895	Pram.g_01286
OG0001437	Prbb.g_01125	Pram.g_01526
OG0001438	Prbb.g_02172	Pram.g_01923
OG0001439	Prbb.g_01665, Prbb.g_01664	Pram.g_00613
OG0001441	Prbb.g_01001	Pram.g_00953
OG0001443	Prbb.g_00902	Pram.g_00695
OG0001448	Prbb.g_00621	Pram.g_00558
OG0001449	Prbb.g_01365	Pram.g_01508
OG0001450	Prbb.g_01782	Pram.g_01598
OG0001453	Prbb.g_01634	Pram.g_01210
OG0001454	Prbb.g_01635	Pram.g_00363
OG0001455	Prbb.g_01636	Pram.g_01166
OG0001456	Prbb.g_00732	Pram.g_01256
OG0001457	Prbb.g_00876	Pram.g_01401
OG0001458	Prbb.g_02138	Pram.g_01893
OG0001463	Prbb.g_01112	Pram.g_00637
OG0001467	Prbb.g_00115	Pram.g_01470
OG0001474	Prbb.g_00901	Pram.g_01197
OG0001475	Prbb.g_01248	Pram.g_01277
OG0001479	Prbb.g_01519	Pram.g_01142
OG0001481	Prbb.g_01346	Pram.g_00611
OG0001485	Prbb.g_00849	Pram.g_00878
OG0001486	Prbb.g_00956	Pram.g_00906
OG0001487	Prbb.g_00773	Pram.g_01032
OG0001495	Prbb.g_00464	Pram.g_00362
OG0001501	Prbb.g_00625	Pram.g_00563
OG0001509	Prbb.g_00816	Pram.g_00842
OG0001523	Prbb.g_00948	Pram.g_00749
OG0001524	Prbb.g_01281	Pram.g_00641
OG0001526	Prbb.g_01536	Pram.g_01159
OG0001528	Prbb.g_01894	Pram.g_01268
OG0001529	Prbb.g_02022	Pram.g_01792
OG0001531	Prbb.g_01011	Pram.g_01487
OG0001538	Prbb.g_01338	Pram.g_01562, Pram.g_00682
OG0001541	Prbb.g_00916	Pram.g_00716
OG0001542	Prbb.g_01317	Pram.g_01515
OG0001545	Prbb.g_01162	Pram.g_01623
OG0001550	Prbb.g_00846	Pram.g_00875
OG0001552	Prbb.g_01602	Pram.g_00666
OG0001555	Prbb.g_00857	Pram.g_01414
OG0001556	Prbb.g_00663	Pram.g_01442
OG0001559	Prbb.g_01210	Pram.g_01257
OG0001560	Prbb.g_00928	Pram.g_00730
OG0001561	Prbb.g_00820	Pram.g_00846
OG0001562	Prbb.g_01295	Pram.g_00623, Pram.g_00646
OG0001563	Prbb.g_02021	Pram.g_01194, Pram.g_00657
OG0001564	Prbb.g_00089, Prbb.g_01242, Prbb.g_01172, Prbb.g_01805, Prbb.g_01619	Pram.g_01195
OG0001592	Prbb.g_00875	Pram.g_01400
OG0001599	Prbb.g_01437	Pram.g_01575
OG0001600	Prbb.g_01896	Pram.g_01543
OG0001615	Prbb.g_00872	Pram.g_01501
OG0001619	Prbb.g_01944	Pram.g_01721
OG0001621	Prbb.g_01949	Pram.g_01273
OG0001625	Prbb.g_01374	Pram.g_01593
OG0001626	Prbb.g_00877	Pram.g_01399
OG0001633	Prbb.g_01724	Pram.g_01338
OG0001634	Prbb.g_01412	Pram.g_01518
OG0001645	Prbb.g_01253	Pram.g_01280
OG0001646	Prbb.g_01914	Pram.g_01274
OG0001647	Prbb.g_01413	Pram.g_01519
OG0001648	Prbb.g_01414	Pram.g_01520
OG0001649	Prbb.g_01415	Pram.g_01521
OG0001721	Prbb.g_02067	Pram.g_01839
OG0001722	Prbb.g_01084	Pram.g_00708
OG0001723	Prbb.g_00113	Pram.g_00701
OG0001725	Prbb.g_00395	Pram.g_00329
OG0001726	Prbb.g_01202	Pram.g_00676
OG0001740	Prbb.g_00949	Pram.g_00750
OG0001741	Prbb.g_00056	Pram.g_00025
OG0001743	Prbb.g_00166	Pram.g_00095
OG0001744	Prbb.g_00165	Pram.g_00094
OG0001745	Prbb.g_00155	Pram.g_00084
OG0001747	Prbb.g_01801	Pram.g_01192
OG0001748	Prbb.g_00296	Pram.g_00226
OG0001749	Prbb.g_01866	Pram.g_01678
OG0001750	Prbb.g_01599	Pram.g_01243
OG0001751	Prbb.g_01503	Pram.g_01126
OG0001752	Prbb.g_01485	Pram.g_01108
OG0001753	Prbb.g_00699	Pram.g_00783
OG0001754	Prbb.g_00688	Pram.g_00773
OG0001755	Prbb.g_01053	Pram.g_00994
OG0001756	Prbb.g_01046	Pram.g_00984
OG0001757	Prbb.g_01041	Pram.g_00979
OG0001758	Prbb.g_00987	Pram.g_00939
OG0001759	Prbb.g_01056	Pram.g_00902
OG0001760	Prbb.g_00945	Pram.g_00746
OG0001761	Prbb.g_00788	Pram.g_00814
OG0001762	Prbb.g_00092	Pram.g_01541
OG0001763	Prbb.g_01621	Pram.g_00863
OG0001764	Prbb.g_00842	Pram.g_00871
OG0001765	Prbb.g_00923	Pram.g_00725
OG0001766	Prbb.g_00676	Pram.g_00762
OG0001767	Prbb.g_00666	Pram.g_01046
OG0001768	Prbb.g_00178	Pram.g_00107
OG0001769	Prbb.g_00417	Pram.g_00353
OG0001770	Prbb.g_00383	Pram.g_00320
OG0001771	Prbb.g_00382	Pram.g_00319
OG0001772	Prbb.g_00381	Pram.g_00318
OG0001773	Prbb.g_00380	Pram.g_00317
OG0001774	Prbb.g_00379	Pram.g_00316
OG0001775	Prbb.g_02016	Pram.g_01785
OG0001776	Prbb.g_02000	Pram.g_01769
OG0001777	Prbb.g_00188	Pram.g_00116
OG0001778	Prbb.g_00236	Pram.g_00164
OG0001779	Prbb.g_00242	Pram.g_00170
OG0001780	Prbb.g_00896	Pram.g_01538
OG0001781	Prbb.g_02137	Pram.g_01892
OG0001782	Prbb.g_02141	Pram.g_01896
OG0001783	Prbb.g_02142	Pram.g_01897
OG0001784	Prbb.g_00894	Pram.g_00989
OG0001785	Prbb.g_02148	Pram.g_01903
OG0001786	Prbb.g_02162	Pram.g_01912
OG0001788	Prbb.g_01275	Pram.g_00630
OG0001800	Prbb.g_01221	Pram.g_01555
OG0001801	Prbb.g_00905	Pram.g_01285
OG0001803	Prbb.g_01565	Pram.g_00643
OG0001805	Prbb.g_01075, Prbb.g_00104	Pram.g_00709
OG0001826	Prbb.g_01252	Pram.g_00626
OG0001830	Prbb.g_01509	Pram.g_01132
OG0001831	Prbb.g_01079	Pram.g_00639
OG0001832	Prbb.g_01136, Prbb.g_01263, Prbb.g_00093	Pram.g_01181
OG0001833	Prbb.g_01410, Prbb.g_01299	Pram.g_01591
OG0001834	Prbb.g_01633	Pram.g_01167
OG0001844	Prbb.g_00858	Pram.g_01415
OG0001853	Prbb.g_01572	Pram.g_01615
OG0001868	Prbb.g_01315	Pram.g_01259
OG0001884	Prbb.g_01573	Pram.g_01614
OG0001885	Prbb.g_01574	Pram.g_01613
OG0001897	Prbb.g_00915	Pram.g_00715
OG0001898	Prbb.g_01251	Pram.g_01568
OG0001899	Prbb.g_01548	Pram.g_01172
OG0001900	Prbb.g_01798	Pram.g_01528
OG0001910	Prbb.g_00672	Pram.g_01040
OG0001916	Prbb.g_01543	Pram.g_00699
OG0001919	Prbb.g_01184	Pram.g_00652
OG0001923	Prbb.g_00098	Pram.g_01572
OG0001924	Prbb.g_00106	Pram.g_00703
OG0001925	Prbb.g_00385	Pram.g_00323
OG0001926	Prbb.g_00471	Pram.g_00403
OG0001927	Prbb.g_00500	Pram.g_00432
OG0001928	Prbb.g_00712	Pram.g_00800
OG0001929	Prbb.g_00728	Pram.g_01015
OG0001930	Prbb.g_00850	Pram.g_01260
OG0001931	Prbb.g_01072	Pram.g_01000
OG0001932	Prbb.g_01276	Pram.g_00654
OG0001933	Prbb.g_01283	Pram.g_00686
OG0001935	Prbb.g_01453	Pram.g_00575
OG0001936	Prbb.g_01454	Pram.g_00574
OG0001937	Prbb.g_01764	Pram.g_01297
OG0001938	Prbb.g_01891	Pram.g_01550
OG0001939	Prbb.g_01918	Pram.g_01171
OG0001940	Prbb.g_01950	Pram.g_01267
OG0001941	Prbb.g_02033	Pram.g_01803
OG0001942	Prbb.g_01427, Prbb.g_01107	Pram.g_01209
OG0001962	Prbb.g_01131	Pram.g_01217
OG0001974	Prbb.g_01307	Pram.g_00272
OG0001975	Prbb.g_01489	Pram.g_01264
OG0001976	Prbb.g_01630	Pram.g_00767
OG0001977	Prbb.g_01916	Pram.g_01619
OG0002004	Prbb.g_01104	Pram.g_00684
OG0002005	Prbb.g_01142	Pram.g_01211
OG0002006	Prbb.g_01274	Pram.g_00798
OG0002007	Prbb.g_01540	Pram.g_01163
OG0002041	Prbb.g_01128	Pram.g_01570
OG0002043	Prbb.g_01361	Pram.g_01002
OG0002044	Prbb.g_01398, Prbb.g_01435	Pram.g_01565
OG0002201	Prbb.g_02179	Pram.g_00578
OG0002204	Prbb.g_01278	Pram.g_01506
OG0002299	Prbb.g_00741	Pram.g_01952
OG0002300	Prbb.g_00743	Pram.g_01560
OG0002301	Prbb.g_01205	Pram.g_01504
OG0002302	Prbb.g_01224	Pram.g_00674
OG0002303	Prbb.g_01336	Pram.g_00588
OG0002400	Prbb.g_00749	Pram.g_00672
OG0002402	Prbb.g_00904	Pram.g_01252
OG0002405	Prbb.g_01098	Pram.g_00580
OG0002410	Prbb.g_01850	Pram.g_01661
OG0003298	Prbb.g_00043	Pram.g_00619
OG0003483	Prbb.g_01604	Pram.g_01483
OG0003484	Prbb.g_01203	Pram.g_01507
