Orthogroup	Prbb	Prap
OG0001102	Prbb.g_01948	Prap.g_01693
OG0001103	Prbb.g_01947	Prap.g_01692
OG0001104	Prbb.g_01943	Prap.g_01689
OG0001105	Prbb.g_01945	Prap.g_01690
OG0001106	Prbb.g_01942	Prap.g_01694
OG0001107	Prbb.g_01941	Prap.g_01695
OG0001108	Prbb.g_01940	Prap.g_01696
OG0001109	Prbb.g_01958	Prap.g_01686
OG0001110	Prbb.g_01960	Prap.g_01684
OG0001111	Prbb.g_01961	Prap.g_01683
OG0001112	Prbb.g_01962	Prap.g_01682
OG0001113	Prbb.g_01963	Prap.g_01681
OG0001114	Prbb.g_01964	Prap.g_01680
OG0001115	Prbb.g_01965	Prap.g_01679
OG0001116	Prbb.g_01966	Prap.g_01678
OG0001117	Prbb.g_01967	Prap.g_01677
OG0001118	Prbb.g_01968	Prap.g_01676
OG0001119	Prbb.g_01969	Prap.g_01675
OG0001120	Prbb.g_01970	Prap.g_01674
OG0001121	Prbb.g_01971	Prap.g_01673
OG0001122	Prbb.g_01972	Prap.g_01672
OG0001123	Prbb.g_01973	Prap.g_01671
OG0001124	Prbb.g_01974	Prap.g_01670
OG0001125	Prbb.g_01975	Prap.g_01669
OG0001126	Prbb.g_01976	Prap.g_01668
OG0001127	Prbb.g_01977	Prap.g_01667
OG0001128	Prbb.g_01978	Prap.g_01666
OG0001129	Prbb.g_01979	Prap.g_01665
OG0001130	Prbb.g_01980	Prap.g_01664
OG0001131	Prbb.g_01981	Prap.g_01663
OG0001132	Prbb.g_01982	Prap.g_01662
OG0001133	Prbb.g_01983	Prap.g_01661
OG0001134	Prbb.g_01984	Prap.g_01660
OG0001135	Prbb.g_01985	Prap.g_01659
OG0001136	Prbb.g_01986	Prap.g_01658
OG0001137	Prbb.g_01987	Prap.g_01657
OG0001138	Prbb.g_01988	Prap.g_01656
OG0001139	Prbb.g_01989	Prap.g_01655
OG0001140	Prbb.g_01990	Prap.g_01654
OG0001141	Prbb.g_01992	Prap.g_01652
OG0001142	Prbb.g_01993	Prap.g_01651
OG0001143	Prbb.g_01994	Prap.g_01650
OG0001144	Prbb.g_01996	Prap.g_01647
OG0001145	Prbb.g_01998	Prap.g_01645
OG0001146	Prbb.g_01999	Prap.g_01644
OG0001147	Prbb.g_02002	Prap.g_01641
OG0001148	Prbb.g_02003	Prap.g_01640
OG0001149	Prbb.g_02004	Prap.g_01639
OG0001150	Prbb.g_02007	Prap.g_01636
OG0001151	Prbb.g_02008	Prap.g_01635
OG0001152	Prbb.g_02009	Prap.g_01634
OG0001153	Prbb.g_02010	Prap.g_01633
OG0001154	Prbb.g_02011	Prap.g_01632
OG0001155	Prbb.g_02012	Prap.g_01631
OG0001156	Prbb.g_02013	Prap.g_01630
OG0001157	Prbb.g_02015	Prap.g_01628
OG0001158	Prbb.g_02017	Prap.g_01626
OG0001159	Prbb.g_02018	Prap.g_01625
OG0001160	Prbb.g_02019	Prap.g_01624
OG0001161	Prbb.g_02024	Prap.g_01620
OG0001162	Prbb.g_02025	Prap.g_01619
OG0001163	Prbb.g_02026	Prap.g_01618
OG0001164	Prbb.g_02027	Prap.g_01617
OG0001165	Prbb.g_02028	Prap.g_01616
OG0001166	Prbb.g_02029	Prap.g_01615
OG0001167	Prbb.g_02030	Prap.g_01614
OG0001168	Prbb.g_02031	Prap.g_01612
OG0001169	Prbb.g_02032	Prap.g_01611
OG0001170	Prbb.g_02035	Prap.g_01607
OG0001171	Prbb.g_02036	Prap.g_01606
OG0001172	Prbb.g_02037	Prap.g_01605
OG0001173	Prbb.g_02039	Prap.g_01603
OG0001174	Prbb.g_02041	Prap.g_01601
OG0001175	Prbb.g_02043	Prap.g_01599
OG0001176	Prbb.g_02045	Prap.g_01597
OG0001177	Prbb.g_02047	Prap.g_01595
OG0001178	Prbb.g_02048	Prap.g_01594
OG0001179	Prbb.g_02049	Prap.g_01593
OG0001180	Prbb.g_02050	Prap.g_01592
OG0001181	Prbb.g_02051	Prap.g_01591
OG0001182	Prbb.g_02052	Prap.g_01590
OG0001183	Prbb.g_02053	Prap.g_01589
OG0001184	Prbb.g_02054	Prap.g_01588
OG0001185	Prbb.g_02055	Prap.g_01587
OG0001186	Prbb.g_02056	Prap.g_01585
OG0001187	Prbb.g_02057	Prap.g_01584
OG0001188	Prbb.g_02058	Prap.g_01583
OG0001189	Prbb.g_02059	Prap.g_01582
OG0001190	Prbb.g_02060	Prap.g_01581
OG0001191	Prbb.g_02062	Prap.g_01579
OG0001192	Prbb.g_02064	Prap.g_01577
OG0001193	Prbb.g_02065	Prap.g_01576
OG0001194	Prbb.g_02066	Prap.g_01575
OG0001195	Prbb.g_02068	Prap.g_01573
OG0001196	Prbb.g_02070	Prap.g_01571
OG0001197	Prbb.g_02074	Prap.g_01568
OG0001198	Prbb.g_02075	Prap.g_01567
OG0001199	Prbb.g_02076	Prap.g_01566
OG0001200	Prbb.g_02077	Prap.g_01565
OG0001201	Prbb.g_02078	Prap.g_01564
OG0001202	Prbb.g_02079	Prap.g_01563
OG0001203	Prbb.g_02097	Prap.g_01561
OG0001204	Prbb.g_02099	Prap.g_01559
OG0001205	Prbb.g_02100	Prap.g_01558
OG0001206	Prbb.g_02101	Prap.g_01557
OG0001207	Prbb.g_02102	Prap.g_01556
OG0001208	Prbb.g_02103	Prap.g_01555
OG0001209	Prbb.g_02104	Prap.g_01554
OG0001210	Prbb.g_02105	Prap.g_01553
OG0001211	Prbb.g_02106	Prap.g_01552
OG0001212	Prbb.g_02107	Prap.g_01551
OG0001213	Prbb.g_02108	Prap.g_01550
OG0001214	Prbb.g_02109	Prap.g_01549
OG0001215	Prbb.g_02110	Prap.g_01548
OG0001216	Prbb.g_02111	Prap.g_01547
OG0001217	Prbb.g_02112	Prap.g_01546
OG0001218	Prbb.g_02113	Prap.g_01545
OG0001219	Prbb.g_02114	Prap.g_01544
OG0001220	Prbb.g_02115	Prap.g_01543
OG0001221	Prbb.g_02116	Prap.g_01542
OG0001222	Prbb.g_02118	Prap.g_01541
OG0001223	Prbb.g_02120	Prap.g_01539
OG0001224	Prbb.g_02122	Prap.g_01537
OG0001225	Prbb.g_02124	Prap.g_01535
OG0001226	Prbb.g_02125	Prap.g_01534
OG0001227	Prbb.g_02126	Prap.g_01533
OG0001228	Prbb.g_02127	Prap.g_01532
OG0001229	Prbb.g_02128	Prap.g_01531
OG0001230	Prbb.g_02129	Prap.g_01530
OG0001231	Prbb.g_02130	Prap.g_01529
OG0001232	Prbb.g_02132	Prap.g_01527
OG0001233	Prbb.g_02133	Prap.g_01526
OG0001234	Prbb.g_02134	Prap.g_01525
OG0001235	Prbb.g_02135	Prap.g_01524
OG0001236	Prbb.g_02136	Prap.g_01523
OG0001237	Prbb.g_02139	Prap.g_01520
OG0001238	Prbb.g_02140	Prap.g_01519
OG0001239	Prbb.g_02145	Prap.g_01515
OG0001240	Prbb.g_02146	Prap.g_01514
OG0001241	Prbb.g_02147	Prap.g_01513
OG0001242	Prbb.g_02149	Prap.g_01511
OG0001243	Prbb.g_02150	Prap.g_01510
OG0001244	Prbb.g_02151	Prap.g_01509
OG0001245	Prbb.g_02152	Prap.g_01508
OG0001246	Prbb.g_02153	Prap.g_01507
OG0001247	Prbb.g_02154	Prap.g_01506
OG0001248	Prbb.g_02155	Prap.g_01505
OG0001249	Prbb.g_02156	Prap.g_01504
OG0001250	Prbb.g_02164	Prap.g_01501
OG0001251	Prbb.g_02165	Prap.g_01500
OG0001252	Prbb.g_02166	Prap.g_01499
OG0001253	Prbb.g_02167	Prap.g_01498
OG0001254	Prbb.g_02169	Prap.g_01496
OG0001255	Prbb.g_02170	Prap.g_01495
OG0001256	Prbb.g_02173	Prap.g_01492
OG0001257	Prbb.g_02174	Prap.g_01491
OG0001258	Prbb.g_02175	Prap.g_01490
OG0001259	Prbb.g_02178	Prap.g_01874
OG0001260	Prbb.g_02180	Prap.g_01873
OG0001261	Prbb.g_02181	Prap.g_01872
OG0001262	Prbb.g_02182	Prap.g_01871
OG0001263	Prbb.g_02183	Prap.g_01870
OG0001264	Prbb.g_02185	Prap.g_01869
OG0001265	Prbb.g_02186	Prap.g_01868
OG0001266	Prbb.g_02187	Prap.g_00056
OG0001267	Prbb.g_02188	Prap.g_00055
OG0001268	Prbb.g_02189	Prap.g_00054
OG0001269	Prbb.g_00147	Prap.g_01086
OG0001270	Prbb.g_00195	Prap.g_01036
OG0001271	Prbb.g_00207	Prap.g_01021
OG0001273	Prbb.g_00393	Prap.g_01373
OG0001274	Prbb.g_00487	Prap.g_01285
OG0001275	Prbb.g_00502	Prap.g_01269
OG0001276	Prbb.g_00590	Prap.g_01178
OG0001277	Prbb.g_01027, Prbb.g_01446	Prap.g_00693
OG0001278	Prbb.g_01370	Prap.g_00730
OG0001279	Prbb.g_00931	Prap.g_00859
OG0001280	Prbb.g_01043	Prap.g_00300
OG0001282	Prbb.g_00940	Prap.g_00542
OG0001283	Prbb.g_01386	Prap.g_00506
OG0001284	Prbb.g_01143	Prap.g_00597
OG0001285	Prbb.g_01534	Prap.g_00474
OG0001286	Prbb.g_01520	Prap.g_00459
OG0001288	Prbb.g_01727	Prap.g_00164
OG0001289	Prbb.g_01739	Prap.g_00177
OG0001290	Prbb.g_01371	Prap.g_01120
OG0001291	Prbb.g_00522	Prap.g_00238
OG0001292	Prbb.g_01778	Prap.g_01907
OG0001293	Prbb.g_01086	Prap.g_00531
OG0001294	Prbb.g_01781	Prap.g_00321
OG0001295	Prbb.g_01790, Prbb.g_01899	Prap.g_01820
OG0001296	Prbb.g_01815	Prap.g_01788
OG0001297	Prbb.g_01819	Prap.g_01784
OG0001298	Prbb.g_01822	Prap.g_01781
OG0001299	Prbb.g_01926	Prap.g_01710
OG0001300	Prbb.g_01279	Prap.g_01774
OG0001301	Prbb.g_02042	Prap.g_01600
OG0001302	Prbb.g_02073	Prap.g_01569
OG0001303	Prbb.g_02119	Prap.g_01540
OG0001304	Prbb.g_02177	Prap.g_01488
OG0001305	Prbb.g_01180	Prap.g_01906
OG0001306	Prbb.g_00442	Prap.g_01329
OG0001307	Prbb.g_00031	Prap.g_00924
OG0001308	Prbb.g_00126	Prap.g_00879
OG0001309	Prbb.g_00129	Prap.g_00876
OG0001311	Prbb.g_00148	Prap.g_01085
OG0001312	Prbb.g_00176	Prap.g_01055
OG0001313	Prbb.g_00183	Prap.g_01048
OG0001314	Prbb.g_00256	Prap.g_00970
OG0001315	Prbb.g_00301	Prap.g_01468
OG0001316	Prbb.g_00308	Prap.g_01459
OG0001317	Prbb.g_01077	Prap.g_00541
OG0001318	Prbb.g_00638	Prap.g_00390
OG0001319	Prbb.g_00754	Prap.g_00519
OG0001320	Prbb.g_01061	Prap.g_00699
OG0001321	Prbb.g_01066	Prap.g_00704
OG0001322	Prbb.g_02163	Prap.g_01502
OG0001323	Prbb.g_02121	Prap.g_01538
OG0001324	Prbb.g_01325	Prap.g_00607
OG0001325	Prbb.g_01247	Prap.g_00035
OG0001326	Prbb.g_01483	Prap.g_00423
OG0001327	Prbb.g_01610	Prap.g_01926
OG0001328	Prbb.g_00758	Prap.g_01344
OG0001330	Prbb.g_01879	Prap.g_01720
OG0001331	Prbb.g_02038	Prap.g_01604
OG0001332	Prbb.g_00199	Prap.g_01033
OG0001333	Prbb.g_00295	Prap.g_01474
OG0001334	Prbb.g_01542	Prap.g_01919
OG0001335	Prbb.g_00921	Prap.g_00870
OG0001336	Prbb.g_00116	Prap.g_00667
OG0001337	Prbb.g_01433	Prap.g_00647
OG0001338	Prbb.g_01579	Prap.g_00227
OG0001339	Prbb.g_01591	Prap.g_00566
OG0001340	Prbb.g_02171	Prap.g_01493
OG0001341	Prbb.g_01774	Prap.g_00210
OG0001343	Prbb.g_01820	Prap.g_01783
OG0001344	Prbb.g_01868	Prap.g_01731
OG0001345	Prbb.g_02005	Prap.g_01638
OG0001346	Prbb.g_02063	Prap.g_01578
OG0001348	Prbb.g_00186	Prap.g_01046
OG0001350	Prbb.g_01103	Prap.g_00580
OG0001360	Prbb.g_00513	Prap.g_01258
OG0001361	Prbb.g_00518	Prap.g_01253
OG0001366	Prbb.g_00912	Prap.g_00662
OG0001369	Prbb.g_01892	Prap.g_01878
OG0001370	Prbb.g_01893	Prap.g_01877
OG0001372	Prbb.g_01196	Prap.g_00610
OG0001373	Prbb.g_01759	Prap.g_00196
OG0001374	Prbb.g_00955	Prap.g_00894
OG0001377	Prbb.g_02072	Prap.g_01570
OG0001378	Prbb.g_01044	Prap.g_00301
OG0001379	Prbb.g_00122	Prap.g_00884
OG0001380	Prbb.g_00123	Prap.g_00882
OG0001381	Prbb.g_00142	Prap.g_01091
OG0001383	Prbb.g_00291	Prap.g_01478
OG0001384	Prbb.g_00312	Prap.g_01454
OG0001386	Prbb.g_01725	Prap.g_00162
OG0001388	Prbb.g_01073	Prap.g_00803
OG0001389	Prbb.g_00459	Prap.g_01309
OG0001390	Prbb.g_00467	Prap.g_01303
OG0001392	Prbb.g_00515	Prap.g_01256
OG0001394	Prbb.g_00669	Prap.g_00359
OG0001395	Prbb.g_00679	Prap.g_00827
OG0001396	Prbb.g_00681	Prap.g_00825
OG0001397	Prbb.g_00687	Prap.g_00819
OG0001398	Prbb.g_00718	Prap.g_00342
OG0001399	Prbb.g_00957	Prap.g_00689
OG0001400	Prbb.g_00911	Prap.g_00663
OG0001401	Prbb.g_00913	Prap.g_00661
OG0001402	Prbb.g_00937	Prap.g_00853
OG0001403	Prbb.g_00941	Prap.g_00850
OG0001404	Prbb.g_01388	Prap.g_01817
OG0001405	Prbb.g_01052	Prap.g_00312
OG0001406	Prbb.g_00888	Prap.g_00712
OG0001407	Prbb.g_00910	Prap.g_00671
OG0001408	Prbb.g_00903	Prap.g_00528
OG0001409	Prbb.g_01139	Prap.g_00040
OG0001410	Prbb.g_01532	Prap.g_00471
OG0001411	Prbb.g_01206	Prap.g_00599
OG0001412	Prbb.g_01587	Prap.g_00562
OG0001413	Prbb.g_01116	Prap.g_00315
OG0001414	Prbb.g_01640	Prap.g_00060
OG0001415	Prbb.g_01726	Prap.g_00163
OG0001416	Prbb.g_01730	Prap.g_00166
OG0001417	Prbb.g_01775	Prap.g_00211
OG0001418	Prbb.g_01141	Prap.g_01858
OG0001420	Prbb.g_01137	Prap.g_00619
OG0001421	Prbb.g_00969	Prap.g_00676
OG0001423	Prbb.g_01193, Prbb.g_01213	Prap.g_00007, Prap.g_00646, Prap.g_00536
OG0001424	Prbb.g_02023	Prap.g_00509
OG0001426	Prbb.g_00105	Prap.g_00316
OG0001428	Prbb.g_01272	Prap.g_00625
OG0001429	Prbb.g_01179	Prap.g_00598
OG0001430	Prbb.g_00961	Prap.g_00684
OG0001431	Prbb.g_01913	Prap.g_00659
OG0001432	Prbb.g_00918	Prap.g_00654
OG0001433	Prbb.g_00740	Prap.g_00616
OG0001434	Prbb.g_01223	Prap.g_00620
OG0001435	Prbb.g_01895	Prap.g_00214
OG0001437	Prbb.g_01125	Prap.g_01921
OG0001439	Prbb.g_01665, Prbb.g_01664	Prap.g_00633
OG0001440	Prbb.g_01796	Prap.g_01843
OG0001441	Prbb.g_01001	Prap.g_00267
OG0001443	Prbb.g_00902	Prap.g_00038
OG0001444	Prbb.g_00750	Prap.g_00527
OG0001445	Prbb.g_01113	Prap.g_00492
OG0001446	Prbb.g_01164	Prap.g_01791
OG0001449	Prbb.g_01365	Prap.g_01894
OG0001452	Prbb.g_01496	Prap.g_00436
OG0001453	Prbb.g_01634	Prap.g_01890
OG0001454	Prbb.g_01635	Prap.g_01889
OG0001455	Prbb.g_01636	Prap.g_00482
OG0001456	Prbb.g_00732	Prap.g_01896
OG0001457	Prbb.g_00876	Prap.g_00083
OG0001458	Prbb.g_02138	Prap.g_01521
OG0001462	Prbb.g_01080	Prap.g_00507
OG0001463	Prbb.g_01112	Prap.g_00629
OG0001465	Prbb.g_00390	Prap.g_01179
OG0001467	Prbb.g_00115	Prap.g_01947
OG0001474	Prbb.g_00901	Prap.g_00520
OG0001475	Prbb.g_01248	Prap.g_00226
OG0001477	Prbb.g_01556	Prap.g_01855
OG0001477	Prbb.g_01886	Prap.g_01825
OG0001479	Prbb.g_01519	Prap.g_00458
OG0001486	Prbb.g_00956	Prap.g_00690
OG0001487	Prbb.g_00773	Prap.g_00349
OG0001495	Prbb.g_00464	Prap.g_01884
OG0001499	Prbb.g_01626	Prap.g_01112
OG0001500	Prbb.g_00953	Prap.g_00838
OG0001501	Prbb.g_00625	Prap.g_01143
OG0001509	Prbb.g_00816	Prap.g_00749
OG0001523	Prbb.g_00948	Prap.g_00843
OG0001524	Prbb.g_01281	Prap.g_01901
OG0001528	Prbb.g_01894	Prap.g_01923
OG0001536	Prbb.g_01163	Prap.g_01792
OG0001538	Prbb.g_01338	Prap.g_01859, Prap.g_00018
OG0001541	Prbb.g_00916	Prap.g_00656
OG0001545	Prbb.g_01162	Prap.g_01793
OG0001546	Prbb.g_01176	Prap.g_00622, Prap.g_00595
OG0001550	Prbb.g_00846	Prap.g_00718
OG0001555	Prbb.g_00857	Prap.g_00003
OG0001556	Prbb.g_00663	Prap.g_00085
OG0001559	Prbb.g_01210	Prap.g_01902
OG0001560	Prbb.g_00928	Prap.g_00862
OG0001561	Prbb.g_00820	Prap.g_00745
OG0001562	Prbb.g_01295	Prap.g_00008, Prap.g_00645
OG0001563	Prbb.g_02021	Prap.g_00515, Prap.g_00605
OG0001564	Prbb.g_00089, Prbb.g_01242, Prbb.g_01172, Prbb.g_01805, Prbb.g_01619	Prap.g_00516
OG0001570	Prbb.g_01235	Prap.g_01304
OG0001573	Prbb.g_01220	Prap.g_00019
OG0001592	Prbb.g_00875	Prap.g_00097
OG0001599	Prbb.g_01437	Prap.g_00898
OG0001600	Prbb.g_01896	Prap.g_00517
OG0001621	Prbb.g_01949	Prap.g_00230
OG0001626	Prbb.g_00877	Prap.g_00103
OG0001627	Prbb.g_01211	Prap.g_00537
OG0001633	Prbb.g_01724	Prap.g_00161
OG0001634	Prbb.g_01412	Prap.g_00590
OG0001645	Prbb.g_01253	Prap.g_00221
OG0001646	Prbb.g_01914	Prap.g_00229
OG0001647	Prbb.g_01413	Prap.g_00589
OG0001648	Prbb.g_01414	Prap.g_00588
OG0001649	Prbb.g_01415	Prap.g_00587
OG0001704	Prbb.g_00863	Prap.g_00895
OG0001721	Prbb.g_02067	Prap.g_01574
OG0001722	Prbb.g_01084	Prap.g_00666
OG0001723	Prbb.g_00113	Prap.g_00672
OG0001725	Prbb.g_00395	Prap.g_01371
OG0001726	Prbb.g_01202	Prap.g_00648, Prap.g_01920
OG0001740	Prbb.g_00949	Prap.g_00842
OG0001741	Prbb.g_00056	Prap.g_00914
OG0001743	Prbb.g_00166	Prap.g_01065
OG0001744	Prbb.g_00165	Prap.g_01066
OG0001745	Prbb.g_00155	Prap.g_01077
OG0001747	Prbb.g_01801	Prap.g_00513
OG0001748	Prbb.g_00296	Prap.g_01473
OG0001749	Prbb.g_01866	Prap.g_01733
OG0001750	Prbb.g_01599	Prap.g_00575
OG0001751	Prbb.g_01503	Prap.g_00443
OG0001752	Prbb.g_01485	Prap.g_00425
OG0001753	Prbb.g_00699	Prap.g_00808
OG0001754	Prbb.g_00688	Prap.g_00818
OG0001755	Prbb.g_01053	Prap.g_00313
OG0001756	Prbb.g_01046	Prap.g_00303
OG0001757	Prbb.g_01041	Prap.g_00297
OG0001758	Prbb.g_00987	Prap.g_00253
OG0001759	Prbb.g_01056	Prap.g_00694
OG0001760	Prbb.g_00945	Prap.g_00846
OG0001761	Prbb.g_00788	Prap.g_00778
OG0001762	Prbb.g_00092	Prap.g_01908
OG0001763	Prbb.g_01621	Prap.g_00729
OG0001764	Prbb.g_00842	Prap.g_00722
OG0001765	Prbb.g_00923	Prap.g_00868
OG0001766	Prbb.g_00676	Prap.g_00829
OG0001767	Prbb.g_00666	Prap.g_00362
OG0001768	Prbb.g_00178	Prap.g_01053
OG0001769	Prbb.g_00417	Prap.g_01348
OG0001770	Prbb.g_00383	Prap.g_01380
OG0001771	Prbb.g_00382	Prap.g_01381
OG0001772	Prbb.g_00381	Prap.g_01382
OG0001773	Prbb.g_00380	Prap.g_01383
OG0001774	Prbb.g_00379	Prap.g_01384
OG0001775	Prbb.g_02016	Prap.g_01627
OG0001776	Prbb.g_02000	Prap.g_01643
OG0001777	Prbb.g_00188	Prap.g_01044
OG0001778	Prbb.g_00236	Prap.g_00990
OG0001779	Prbb.g_00242	Prap.g_00984
OG0001780	Prbb.g_00896	Prap.g_00547
OG0001781	Prbb.g_02137	Prap.g_01522
OG0001782	Prbb.g_02141	Prap.g_01518
OG0001783	Prbb.g_02142	Prap.g_01517
OG0001784	Prbb.g_00894	Prap.g_00308
OG0001785	Prbb.g_02148	Prap.g_01512
OG0001786	Prbb.g_02162	Prap.g_01503
OG0001801	Prbb.g_00905	Prap.g_00215
OG0001802	Prbb.g_00050	Prap.g_01847
OG0001803	Prbb.g_01565	Prap.g_00603
OG0001804	Prbb.g_01035	Prap.g_00290
OG0001805	Prbb.g_01075, Prbb.g_00104	Prap.g_00665
OG0001829	Prbb.g_01522	Prap.g_00461
OG0001830	Prbb.g_01509	Prap.g_00449
OG0001831	Prbb.g_01079	Prap.g_00604
OG0001833	Prbb.g_01410, Prbb.g_01299	Prap.g_01124
OG0001834	Prbb.g_01633	Prap.g_00483
OG0001844	Prbb.g_00858	Prap.g_00004
OG0001852	Prbb.g_01382	Prap.g_00016
OG0001853	Prbb.g_01572	Prap.g_01801
OG0001884	Prbb.g_01573	Prap.g_01802
OG0001885	Prbb.g_01574	Prap.g_01803
OG0001897	Prbb.g_00915	Prap.g_00658
OG0001898	Prbb.g_01251	Prap.g_01799
OG0001899	Prbb.g_01548	Prap.g_00489
OG0001900	Prbb.g_01798	Prap.g_01900
OG0001919	Prbb.g_01184	Prap.g_00596
OG0001923	Prbb.g_00098	Prap.g_00626
OG0001924	Prbb.g_00106	Prap.g_00670
OG0001925	Prbb.g_00385	Prap.g_01377
OG0001926	Prbb.g_00471	Prap.g_01299
OG0001927	Prbb.g_00500	Prap.g_01271
OG0001928	Prbb.g_00712	Prap.g_00792
OG0001929	Prbb.g_00728	Prap.g_00332
OG0001930	Prbb.g_00850	Prap.g_01910
OG0001931	Prbb.g_01072	Prap.g_00318
OG0001932	Prbb.g_01276	Prap.g_00602
OG0001933	Prbb.g_01283	Prap.g_00026
OG0001935	Prbb.g_01453	Prap.g_01131
OG0001936	Prbb.g_01454	Prap.g_01132
OG0001937	Prbb.g_01764	Prap.g_00201
OG0001938	Prbb.g_01891	Prap.g_01879
OG0001939	Prbb.g_01918	Prap.g_00487
OG0001940	Prbb.g_01950	Prap.g_00001
OG0001941	Prbb.g_02033	Prap.g_01610
OG0001942	Prbb.g_01427, Prbb.g_01107	Prap.g_01891
OG0001961	Prbb.g_01622	Prap.g_01885
OG0001966	Prbb.g_01308	Prap.g_01808
OG0001974	Prbb.g_01307	Prap.g_01426
OG0001975	Prbb.g_01489	Prap.g_01916
OG0001976	Prbb.g_01630	Prap.g_00824
OG0001977	Prbb.g_01916	Prap.g_01804
OG0002003	Prbb.g_01095	Prap.g_00523
OG0002004	Prbb.g_01104	Prap.g_00021
OG0002005	Prbb.g_01142	Prap.g_00540
OG0002006	Prbb.g_01274	Prap.g_01904
OG0002007	Prbb.g_01540	Prap.g_00479
OG0002008	Prbb.g_01797	Prap.g_00674
OG0002019	Prbb.g_01606	Prap.g_01943
OG0002042	Prbb.g_00087	Prap.g_01822
OG0002043	Prbb.g_01361	Prap.g_00320
OG0002045	Prbb.g_01441	Prap.g_00508
OG0002069	Prbb.g_01152	Prap.g_01795
OG0002077	Prbb.g_01561	Prap.g_00631
OG0002083	Prbb.g_01130	Prap.g_00235
OG0002084	Prbb.g_01194	Prap.g_00009
OG0002085	Prbb.g_01266	Prap.g_00621
OG0002086	Prbb.g_01341	Prap.g_00630
OG0002087	Prbb.g_01363	Prap.g_01796
OG0002088	Prbb.g_01538	Prap.g_00476
OG0002089	Prbb.g_00884	Prap.g_01850
OG0002090	Prbb.g_01917	Prap.g_01856
OG0002144	Prbb.g_01236	Prap.g_00617
OG0002185	Prbb.g_00859	Prap.g_00005
OG0002217	Prbb.g_01042	Prap.g_00298
OG0002219	Prbb.g_00865	Prap.g_00578
OG0003270	Prbb.g_01396	Prap.g_00637
