Orthogroup	Syaf	Prbe
OG0001083	Syaf.g_02136	Prbe.g_01458
OG0001084	Syaf.g_02135	Prbe.g_01457
OG0001085	Syaf.g_02125	Prbe.g_00444
OG0001086	Syaf.g_02123	Prbe.g_00445
OG0001087	Syaf.g_01482	Prbe.g_00463
OG0001088	Syaf.g_01478	Prbe.g_00464
OG0001089	Syaf.g_01453	Prbe.g_01205
OG0001090	Syaf.g_01981	Prbe.g_01215
OG0001091	Syaf.g_01979	Prbe.g_01437
OG0001092	Syaf.g_01977	Prbe.g_01436
OG0001093	Syaf.g_01971	Prbe.g_01431
OG0001094	Syaf.g_02055	Prbe.g_01438
OG0001095	Syaf.g_02034	Prbe.g_01235
OG0001096	Syaf.g_02018	Prbe.g_01249
OG0001097	Syaf.g_01373	Prbe.g_01269
OG0001098	Syaf.g_01743	Prbe.g_01288
OG0001099	Syaf.g_00881	Prbe.g_00110
OG0001100	Syaf.g_02110	Prbe.g_00408
OG0001101	Syaf.g_02109	Prbe.g_00411
OG0001102	Syaf.g_02106	Prbe.g_00414
OG0001103	Syaf.g_02104	Prbe.g_00416
OG0001104	Syaf.g_02071	Prbe.g_00439
OG0001105	Syaf.g_02067	Prbe.g_00443
OG0001106	Syaf.g_01847	Prbe.g_01341
OG0001107	Syaf.g_01859	Prbe.g_01348
OG0001108	Syaf.g_01868	Prbe.g_01352
OG0001109	Syaf.g_01877	Prbe.g_01353
OG0001110	Syaf.g_01879	Prbe.g_01355
OG0001111	Syaf.g_01881	Prbe.g_01356
OG0001112	Syaf.g_01883	Prbe.g_01357
OG0001113	Syaf.g_01884	Prbe.g_01358
OG0001114	Syaf.g_01885	Prbe.g_01359
OG0001115	Syaf.g_01889	Prbe.g_01361
OG0001116	Syaf.g_01891	Prbe.g_01362
OG0001117	Syaf.g_01892	Prbe.g_01363
OG0001118	Syaf.g_01893	Prbe.g_01364
OG0001119	Syaf.g_01895	Prbe.g_01365
OG0001120	Syaf.g_01899	Prbe.g_01367
OG0001122	Syaf.g_01927	Prbe.g_01387
OG0001123	Syaf.g_01934	Prbe.g_01393
OG0001124	Syaf.g_01936	Prbe.g_01395
OG0001125	Syaf.g_01938	Prbe.g_01397
OG0001126	Syaf.g_01409	Prbe.g_01308
OG0001127	Syaf.g_01410	Prbe.g_01307
OG0001128	Syaf.g_01413	Prbe.g_01305
OG0001129	Syaf.g_01415	Prbe.g_01304
OG0001130	Syaf.g_01416	Prbe.g_01303
OG0001131	Syaf.g_02090	Prbe.g_01919
OG0001132	Syaf.g_01722	Prbe.g_00071
OG0001133	Syaf.g_02334	Prbe.g_00374
OG0001134	Syaf.g_01616	Prbe.g_00041
OG0001135	Syaf.g_01618	Prbe.g_00044
OG0001136	Syaf.g_01286	Prbe.g_01552
OG0001137	Syaf.g_01306	Prbe.g_01540
OG0001138	Syaf.g_01596	Prbe.g_01519
OG0001139	Syaf.g_01594	Prbe.g_01517
OG0001140	Syaf.g_01593	Prbe.g_01516
OG0001141	Syaf.g_01592	Prbe.g_01515
OG0001142	Syaf.g_01591	Prbe.g_01514
OG0001143	Syaf.g_01583	Prbe.g_01507
OG0001144	Syaf.g_01573	Prbe.g_01502
OG0001145	Syaf.g_01267	Prbe.g_00901
OG0001146	Syaf.g_01248	Prbe.g_00889
OG0001147	Syaf.g_02489	Prbe.g_00869
OG0001148	Syaf.g_02735	Prbe.g_00371
OG0001149	Syaf.g_02736	Prbe.g_00370
OG0001150	Syaf.g_02737	Prbe.g_00369
OG0001151	Syaf.g_02750	Prbe.g_00358
OG0001152	Syaf.g_02751	Prbe.g_00357
OG0001153	Syaf.g_02463	Prbe.g_00279
OG0001154	Syaf.g_02464	Prbe.g_00278
OG0001155	Syaf.g_01107	Prbe.g_00261
OG0001156	Syaf.g_01104	Prbe.g_00258
OG0001157	Syaf.g_01103	Prbe.g_00257
OG0001158	Syaf.g_01102	Prbe.g_00256
OG0001159	Syaf.g_01101	Prbe.g_00255
OG0001160	Syaf.g_01058	Prbe.g_00229
OG0001161	Syaf.g_00617	Prbe.g_01042
OG0001162	Syaf.g_02015	Prbe.g_00017
OG0001163	Syaf.g_01050	Prbe.g_00994
OG0001164	Syaf.g_01044	Prbe.g_00990
OG0001165	Syaf.g_01039	Prbe.g_00987
OG0001166	Syaf.g_01010	Prbe.g_00966
OG0001167	Syaf.g_01182	Prbe.g_00949
OG0001168	Syaf.g_01180	Prbe.g_00947
OG0001169	Syaf.g_01178	Prbe.g_00945
OG0001170	Syaf.g_01176	Prbe.g_00943
OG0001171	Syaf.g_01166	Prbe.g_00933
OG0001172	Syaf.g_00173	Prbe.g_01113
OG0001173	Syaf.g_00172	Prbe.g_01112
OG0001174	Syaf.g_00164	Prbe.g_01104
OG0001175	Syaf.g_00163	Prbe.g_01103
OG0001176	Syaf.g_00142	Prbe.g_01095
OG0001177	Syaf.g_00144	Prbe.g_01093
OG0001178	Syaf.g_01028	Prbe.g_00980
OG0001179	Syaf.g_00112	Prbe.g_00853
OG0001180	Syaf.g_00087	Prbe.g_00830
OG0001181	Syaf.g_00083	Prbe.g_00826
OG0001182	Syaf.g_00074	Prbe.g_00818
OG0001184	Syaf.g_00360	Prbe.g_00795
OG0001185	Syaf.g_00382	Prbe.g_00779
OG0001186	Syaf.g_00418	Prbe.g_00747
OG0001187	Syaf.g_00422	Prbe.g_00750
OG0001188	Syaf.g_00425	Prbe.g_00752
OG0001189	Syaf.g_00441	Prbe.g_01146
OG0001190	Syaf.g_00646	Prbe.g_01151
OG0001191	Syaf.g_00635	Prbe.g_01161
OG0001192	Syaf.g_00630	Prbe.g_01166
OG0001193	Syaf.g_00596	Prbe.g_01178
OG0001194	Syaf.g_00594	Prbe.g_01179
OG0001195	Syaf.g_00593	Prbe.g_01180
OG0001196	Syaf.g_00519	Prbe.g_01196
OG0001197	Syaf.g_00517	Prbe.g_01198
OG0001198	Syaf.g_00501	Prbe.g_01062
OG0001199	Syaf.g_00957	Prbe.g_00179
OG0001200	Syaf.g_00955	Prbe.g_00181
OG0001201	Syaf.g_00902	Prbe.g_01650
OG0001202	Syaf.g_00764	Prbe.g_01748
OG0001203	Syaf.g_02785	Prbe.g_01790
OG0001204	Syaf.g_00185	Prbe.g_01796
OG0001205	Syaf.g_01229	Prbe.g_01943
OG0001206	Syaf.g_02530	Prbe.g_00667
OG0001207	Syaf.g_02732	Prbe.g_00656
OG0001208	Syaf.g_02719	Prbe.g_00651
OG0001209	Syaf.g_02651	Prbe.g_00600
OG0001210	Syaf.g_02642	Prbe.g_00595
OG0001211	Syaf.g_02623	Prbe.g_00585
OG0001212	Syaf.g_02563	Prbe.g_00538
OG0001213	Syaf.g_02324	Prbe.g_00503
OG0001214	Syaf.g_02308	Prbe.g_01483
OG0001215	Syaf.g_01477	Prbe.g_00465
OG0001216	Syaf.g_01980	Prbe.g_01216
OG0001217	Syaf.g_02237	Prbe.g_00055
OG0001218	Syaf.g_02473	Prbe.g_01612
OG0001219	Syaf.g_01796	Prbe.g_01321
OG0001220	Syaf.g_01335	Prbe.g_01278
OG0001221	Syaf.g_02087	Prbe.g_00428
OG0001222	Syaf.g_01848	Prbe.g_01400
OG0001223	Syaf.g_01902	Prbe.g_01368
OG0001224	Syaf.g_01438	Prbe.g_01301
OG0001225	Syaf.g_01440	Prbe.g_01299
OG0001226	Syaf.g_02262	Prbe.g_00495
OG0001227	Syaf.g_00614	Prbe.g_01597
OG0001228	Syaf.g_01223	Prbe.g_01499
OG0001229	Syaf.g_01464	Prbe.g_01611
OG0001230	Syaf.g_02404	Prbe.g_00318
OG0001231	Syaf.g_00481	Prbe.g_01920
OG0001232	Syaf.g_01000	Prbe.g_00962
OG0001234	Syaf.g_00159	Prbe.g_01101
OG0001235	Syaf.g_00150	Prbe.g_01097
OG0001236	Syaf.g_00357	Prbe.g_00798
OG0001237	Syaf.g_00362	Prbe.g_00794
OG0001238	Syaf.g_00634	Prbe.g_01162
OG0001239	Syaf.g_00960	Prbe.g_00176
OG0001240	Syaf.g_00919	Prbe.g_01633
OG0001241	Syaf.g_00909	Prbe.g_01643
OG0001242	Syaf.g_00874	Prbe.g_01663
OG0001243	Syaf.g_00867	Prbe.g_01670
OG0001244	Syaf.g_00836	Prbe.g_01685
OG0001247	Syaf.g_02004	Prbe.g_00458
OG0001248	Syaf.g_02012	Prbe.g_00460
OG0001250	Syaf.g_01377	Prbe.g_01265
OG0001251	Syaf.g_00588	Prbe.g_00106
OG0001252	Syaf.g_01412	Prbe.g_01306
OG0001254	Syaf.g_01617	Prbe.g_00043
OG0001255	Syaf.g_01070	Prbe.g_01567
OG0001256	Syaf.g_01051	Prbe.g_00222
OG0001258	Syaf.g_01041	Prbe.g_00989
OG0001259	Syaf.g_01177	Prbe.g_00944
OG0001260	Syaf.g_01155	Prbe.g_00927
OG0001261	Syaf.g_00103	Prbe.g_00845
OG0001262	Syaf.g_00439	Prbe.g_01144
OG0001263	Syaf.g_00864	Prbe.g_01672
OG0001265	Syaf.g_00876	Prbe.g_01662
OG0001266	Syaf.g_00760	Prbe.g_01752
OG0001267	Syaf.g_00244	Prbe.g_01834
OG0001268	Syaf.g_00017	Prbe.g_01897
OG0001269	Syaf.g_01653	Prbe.g_01277
OG0001270	Syaf.g_01210	Prbe.g_01932
OG0001271	Syaf.g_02501	Prbe.g_00661
OG0001272	Syaf.g_02715	Prbe.g_00647
OG0001273	Syaf.g_02315	Prbe.g_01489
OG0001274	Syaf.g_00707	Prbe.g_01776
OG0001275	Syaf.g_01917	Prbe.g_01378
OG0001276	Syaf.g_01933	Prbe.g_01392
OG0001277	Syaf.g_00533	Prbe.g_01184
OG0001278	Syaf.g_01562	Prbe.g_01495
OG0001279	Syaf.g_02385	Prbe.g_00721
OG0001280	Syaf.g_01257	Prbe.g_00894
OG0001281	Syaf.g_01247	Prbe.g_00888
OG0001282	Syaf.g_02734	Prbe.g_00372
OG0001283	Syaf.g_00524, Syaf.g_02414	Prbe.g_01193
OG0001284	Syaf.g_01073	Prbe.g_00236
OG0001285	Syaf.g_00568	Prbe.g_00959
OG0001286	Syaf.g_00089	Prbe.g_00832
OG0001287	Syaf.g_00390	Prbe.g_00772
OG0001288	Syaf.g_00408	Prbe.g_00762
OG0001289	Syaf.g_00935	Prbe.g_00191
OG0001290	Syaf.g_00910	Prbe.g_01642
OG0001291	Syaf.g_00853	Prbe.g_01680
OG0001292	Syaf.g_00191	Prbe.g_01801
OG0001293	Syaf.g_00217	Prbe.g_01814
OG0001295	Syaf.g_02637	Prbe.g_00005
OG0001296	Syaf.g_02687	Prbe.g_00624
OG0001297	Syaf.g_02683	Prbe.g_00619
OG0001298	Syaf.g_02584	Prbe.g_00558
OG0001299	Syaf.g_02130	Prbe.g_01452
OG0001300	Syaf.g_01468	Prbe.g_01199
OG0001301	Syaf.g_01454	Prbe.g_01204
OG0001302	Syaf.g_02279	Prbe.g_01317
OG0001303	Syaf.g_01798	Prbe.g_01023
OG0001304	Syaf.g_01950	Prbe.g_01405
OG0001305	Syaf.g_01448	Prbe.g_01293
OG0001306	Syaf.g_01272	Prbe.g_01564
OG0001307	Syaf.g_01638	Prbe.g_00398
OG0001308	Syaf.g_02427	Prbe.g_00301
OG0001309	Syaf.g_02678	Prbe.g_00194
OG0001310	Syaf.g_01018	Prbe.g_00972
OG0001311	Syaf.g_01935	Prbe.g_01394
OG0001312	Syaf.g_01809	Prbe.g_01330
OG0001315	Syaf.g_00071	Prbe.g_01602
OG0001316	Syaf.g_00847	Prbe.g_01684
OG0001317	Syaf.g_02790	Prbe.g_01786
OG0001318	Syaf.g_00209	Prbe.g_01810
OG0001319	Syaf.g_00232	Prbe.g_01827
OG0001321	Syaf.g_01238	Prbe.g_01949
OG0001322	Syaf.g_01239	Prbe.g_01950
OG0001323	Syaf.g_02675	Prbe.g_00614
OG0001324	Syaf.g_01467	Prbe.g_01200
OG0001325	Syaf.g_01976	Prbe.g_01435
OG0001327	Syaf.g_02116	Prbe.g_00405
OG0001328	Syaf.g_02094	Prbe.g_00912
OG0001329	Syaf.g_02285	Prbe.g_01026
OG0001330	Syaf.g_01264	Prbe.g_00205
OG0001331	Syaf.g_02739	Prbe.g_00367
OG0001333	Syaf.g_01181	Prbe.g_00948
OG0001334	Syaf.g_00060	Prbe.g_00810
OG0001335	Syaf.g_00059	Prbe.g_00809
OG0001337	Syaf.g_00063, Syaf.g_00040	Prbe.g_01884
OG0001338	Syaf.g_00046, Syaf.g_01683, Syaf.g_00036	Prbe.g_01887
OG0001339	Syaf.g_00907	Prbe.g_01645
OG0001340	Syaf.g_00039	Prbe.g_01885
OG0001341	Syaf.g_01463	Prbe.g_01604
OG0001343	Syaf.g_00590	Prbe.g_00103
OG0001344	Syaf.g_01294	Prbe.g_01545
OG0001345	Syaf.g_01323	Prbe.g_01529
OG0001346	Syaf.g_01253	Prbe.g_00892
OG0001348	Syaf.g_01396	Prbe.g_00003
OG0001350	Syaf.g_02786	Prbe.g_01789
OG0001351	Syaf.g_02539	Prbe.g_00675
OG0001352	Syaf.g_02661	Prbe.g_00454
OG0001353	Syaf.g_01388	Prbe.g_01255
OG0001354	Syaf.g_01888	Prbe.g_01360
OG0001356	Syaf.g_02177, Syaf.g_01397	Prbe.g_00997
OG0001357	Syaf.g_01769, Syaf.g_01068, Syaf.g_01131, Syaf.g_01827	Prbe.g_01628
OG0001359	Syaf.g_00591	Prbe.g_00104
OG0001362	Syaf.g_02432	Prbe.g_00297
OG0001363	Syaf.g_02434	Prbe.g_00295
OG0001364	Syaf.g_00338	Prbe.g_00807
OG0001368	Syaf.g_00184	Prbe.g_01629, Prbe.g_00084, Prbe.g_00686
OG0001370	Syaf.g_00569	Prbe.g_00670
OG0001371	Syaf.g_00397	Prbe.g_00453
OG0001372	Syaf.g_01682	Prbe.g_00494
OG0001375	Syaf.g_00589	Prbe.g_00102
OG0001379	Syaf.g_01262	Prbe.g_00899
OG0001380	Syaf.g_02247	Prbe.g_01614
OG0001394	Syaf.g_02081	Prbe.g_00432
OG0001397	Syaf.g_02433	Prbe.g_00296
OG0001398	Syaf.g_01758	Prbe.g_00028
OG0001401	Syaf.g_01383	Prbe.g_01260
OG0001402	Syaf.g_02336	Prbe.g_00509
OG0001404	Syaf.g_00964	Prbe.g_00173
OG0001407	Syaf.g_02660	Prbe.g_01621
OG0001410	Syaf.g_01639	Prbe.g_00399
OG0001411	Syaf.g_00310	Prbe.g_00166
OG0001419	Syaf.g_02659	Prbe.g_01620
OG0001421	Syaf.g_01721	Prbe.g_00221
OG0001425	Syaf.g_00631	Prbe.g_01165
OG0001428	Syaf.g_00804	Prbe.g_01720
OG0001433	Syaf.g_01398	Prbe.g_00998
OG0001435	Syaf.g_02107	Prbe.g_00413
OG0001443	Syaf.g_00621	Prbe.g_01610
OG0001448	Syaf.g_00612	Prbe.g_00677
OG0001451	Syaf.g_02183	Prbe.g_01289
OG0001460	Syaf.g_01399	Prbe.g_00999
OG0001461	Syaf.g_01633	Prbe.g_00157
OG0001465	Syaf.g_02000	Prbe.g_01211
OG0001467	Syaf.g_02280	Prbe.g_00378
OG0001468	Syaf.g_02278	Prbe.g_00094
OG0001476	Syaf.g_01302	Prbe.g_01542
OG0001477	Syaf.g_01457	Prbe.g_00744
OG0001484	Syaf.g_00570	Prbe.g_00206
OG0001487	Syaf.g_02472	Prbe.g_00271
OG0001488	Syaf.g_01311	Prbe.g_01536
OG0001489	Syaf.g_00078	Prbe.g_00821
OG0001496	Syaf.g_01459	Prbe.g_00742
OG0001497	Syaf.g_01458	Prbe.g_00743
OG0001498	Syaf.g_02806	Prbe.g_01916
OG0001510	Syaf.g_00394	Prbe.g_00768
OG0001511	Syaf.g_00894	Prbe.g_01654
OG0001512	Syaf.g_02784	Prbe.g_01606
OG0001514	Syaf.g_01460	Prbe.g_00741
OG0001515	Syaf.g_01472	Prbe.g_00467
OG0001516	Syaf.g_02133	Prbe.g_01455
OG0001517	Syaf.g_00022	Prbe.g_01893
OG0001518	Syaf.g_00632	Prbe.g_01164
OG0001519	Syaf.g_00619	Prbe.g_01169
OG0001522	Syaf.g_01387	Prbe.g_01256
OG0001527	Syaf.g_02609	Prbe.g_00572
OG0001529	Syaf.g_00448	Prbe.g_00141
OG0001530	Syaf.g_00896	Prbe.g_01653
OG0001531	Syaf.g_02783	Prbe.g_01791
OG0001532	Syaf.g_01595	Prbe.g_01518
OG0001534	Syaf.g_01951	Prbe.g_01406
OG0001535	Syaf.g_01931	Prbe.g_01390
OG0001536	Syaf.g_01856	Prbe.g_01346
OG0001537	Syaf.g_02086	Prbe.g_00429
OG0001538	Syaf.g_02044	Prbe.g_01227
OG0001539	Syaf.g_02111	Prbe.g_00407
OG0001540	Syaf.g_00862	Prbe.g_01674
OG0001541	Syaf.g_00795	Prbe.g_01728
OG0001542	Syaf.g_00785	Prbe.g_01734
OG0001543	Syaf.g_00726	Prbe.g_00907
OG0001544	Syaf.g_00620	Prbe.g_01168
OG0001545	Syaf.g_00534	Prbe.g_01183
OG0001549	Syaf.g_01326	Prbe.g_01287
OG0001552	Syaf.g_02761, Syaf.g_02762	Prbe.g_00218
OG0001557	Syaf.g_02080	Prbe.g_00433
OG0001559	Syaf.g_00897	Prbe.g_01652
OG0001560	Syaf.g_00911	Prbe.g_01641
OG0001561	Syaf.g_01937	Prbe.g_01396
OG0001562	Syaf.g_01923	Prbe.g_01383
OG0001563	Syaf.g_00094	Prbe.g_00837
OG0001564	Syaf.g_00565	Prbe.g_00160
OG0001574	Syaf.g_02611	Prbe.g_00574
OG0001575	Syaf.g_02606	Prbe.g_00569
OG0001576	Syaf.g_02545	Prbe.g_00879
OG0001577	Syaf.g_01284	Prbe.g_01554
OG0001579	Syaf.g_00047	Prbe.g_01882
OG0001580	Syaf.g_00662	Prbe.g_00148
OG0001588	Syaf.g_00343	Prbe.g_01923
OG0001589	Syaf.g_01173	Prbe.g_00940
OG0001591	Syaf.g_02122	Prbe.g_00446
OG0001592	Syaf.g_00661	Prbe.g_00147
OG0001614	Syaf.g_00380	Prbe.g_00780
OG0001616	Syaf.g_01610	Prbe.g_01526
OG0001617	Syaf.g_01465	Prbe.g_01201
OG0001619	Syaf.g_01845	Prbe.g_01339
OG0001620	Syaf.g_00010	Prbe.g_01901
OG0001621	Syaf.g_00205	Prbe.g_01806
OG0001622	Syaf.g_00525	Prbe.g_01192
OG0001636	Syaf.g_00456	Prbe.g_00135
OG0001638	Syaf.g_01021	Prbe.g_00974
OG0001639	Syaf.g_01108	Prbe.g_00262
OG0001640	Syaf.g_01408	Prbe.g_01309
OG0001641	Syaf.g_01907	Prbe.g_01371
OG0001642	Syaf.g_01336	Prbe.g_01276
OG0001643	Syaf.g_02305	Prbe.g_01480
OG0001644	Syaf.g_01962	Prbe.g_01425
OG0001654	Syaf.g_01110	Prbe.g_00264
OG0001656	Syaf.g_00052	Prbe.g_01881
OG0001657	Syaf.g_00822	Prbe.g_01703
OG0001658	Syaf.g_00647	Prbe.g_00143
OG0001659	Syaf.g_01602	Prbe.g_00008
OG0001676	Syaf.g_00053	Prbe.g_01883
OG0001678	Syaf.g_00174	Prbe.g_00918
OG0001679	Syaf.g_02602, Syaf.g_02601	Prbe.g_01888
OG0001691	Syaf.g_02349	Prbe.g_01311
OG0001693	Syaf.g_01443	Prbe.g_01041
OG0001717	Syaf.g_00809	Prbe.g_00737
OG0001733	Syaf.g_02119	Prbe.g_01001
OG0001747	Syaf.g_00841	Prbe.g_01924
OG0001758	Syaf.g_01645	Prbe.g_01007
OG0001769	Syaf.g_02291	Prbe.g_01601
OG0001770	Syaf.g_01631	Prbe.g_01117
OG0001771	Syaf.g_01656	Prbe.g_01129
OG0001807	Syaf.g_00334	Prbe.g_00159
OG0001842	Syaf.g_01115	Prbe.g_00069
OG0001875	Syaf.g_01646	Prbe.g_01008
OG0001876	Syaf.g_01647	Prbe.g_01009
OG0001916	Syaf.g_02704	Prbe.g_00637
OG0001917	Syaf.g_01932	Prbe.g_01391
OG0001930	Syaf.g_01114	Prbe.g_00068
OG0001931	Syaf.g_01113	Prbe.g_00067
OG0001965	Syaf.g_02281	Prbe.g_01051
OG0001996	Syaf.g_00464	Prbe.g_00129
OG0002106	Syaf.g_02774	Prbe.g_01626
OG0002109	Syaf.g_02148, Syaf.g_01983	Prbe.g_00058
OG0002177	Syaf.g_02240	Prbe.g_00498
OG0002456	Syaf.g_01687	Prbe.g_00804
